logFC	logCPM	PValue	FDR	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_081410A	0.676337266127426	11.359037379697	0.0211560733743381	0.243976322927967	22897	18740	23839	12135	3538.43262886967	2923.86812322298	2256.8416757598	1786.7954344684	75.6	DOWN_pEhEx_UP_U2AF84
EHI_135080A	-0.77619288858026	12.1149475299596	0.0211817213188413	0.243976322927967	18124	23968	47527	45516	2800.82774885941	3739.5555590933	4499.38815906019	6701.91849981572	75.6	UP_pEhEx_DOWN_U2AF84
EHI_155270A	-0.765317314308424	5.27536182168942	0.0214551612457649	0.24652605178993	148	218	490	342	22.871469147605	34.012980302167	46.3883728815093	50.3571519232133	75.35	UP_pEhEx_DOWN_U2AF84
EHI_025400A	-0.916025274730898	3.54356979166158	0.0216690444718708	0.247429845668205	43	58	125	122	6.64508900910145	9.0493250345215	11.8337685922218	17.963662381965	75.26	UP_pEhEx_DOWN_U2AF84
EHI_085010A	-1.07372865412502	1.79245857970901	0.0216906180718853	0.247429845668205	17	9	45	29	2.62712821290057	1.40420560880506	4.26015669319984	4.27005089407364	75.26	UP_pEhEx_DOWN_U2AF84
EHI_109900A	-0.71114096874809	5.46067265973863	0.0216168395906131	0.247429845668205	230	197	501	416	35.5434993510077	30.7365005482886	47.4297445176249	61.253143859815	75.26	UP_pEhEx_DOWN_U2AF84
EHI_146950A	-0.686537642941337	4.71506593372732	0.0217457893505217	0.24746290092637	133	123	310	236	20.5534148421045	19.1908099870025	29.34774610871	34.7493796897027	75.25	UP_pEhEx_DOWN_U2AF84
EHI_151930A	0.865776021524523	6.6248653457891	0.0220616295052207	0.250455045749916	742	896	936	345	114.666419645425	139.796469498815	88.6112592185566	50.7988813260485	74.95	DOWN_pEhEx_UP_U2AF84
EHI_161660A	0.874271404492819	2.27196067376821	0.0222655906652289	0.252165804328215	40	37	32	24	6.18147814800135	5.77284528064303	3.02944475960877	3.53383522268163	74.78	DOWN_pEhEx_UP_U2AF84
EHI_179330A	-0.748022242439406	5.23668904630241	0.0225096465087097	0.254321399933727	153	206	442	353	23.6441539161051	32.1407061570936	41.8442057420962	51.9768264002757	74.57	UP_pEhEx_DOWN_U2AF84
EHI_012010A	-0.901027697725859	2.25850122145861	0.022920593803296	0.255382029053847	19	21	54	45	2.93620212030064	3.27647975387848	5.11218803183981	6.62594104252806	74.46	UP_pEhEx_DOWN_U2AF84
EHI_029610A	0.893136112882626	3.46164998741361	0.0227928272586315	0.255382029053847	83	98	62	64	12.8265671571028	15.2902388514329	5.869549221742	9.42356059381769	74.46	DOWN_pEhEx_UP_U2AF84
EHI_065340A	-0.853834464385145	5.78448226419821	0.0229279583695362	0.255382029053847	183	319	696	511	28.2802625271062	49.7712876898683	65.8904235214908	75.2412416162631	74.46	UP_pEhEx_DOWN_U2AF84
EHI_068560A	-0.844102017342393	3.11996262601099	0.0229811458337429	0.255382029053847	32	45	115	72	4.94518251840108	7.0210280440253	10.887067104844	10.6015056680449	74.46	UP_pEhEx_DOWN_U2AF84
EHI_169300A	-1.17655771648148	3.55038087568426	0.022662633730188	0.255382029053847	35	55	106	148	5.40879337950118	8.58125649825315	10.0350357662041	21.7919838732034	74.46	UP_pEhEx_DOWN_U2AF84
EHI_187040A	-0.963458759304716	4.74390366931799	0.0229693305944776	0.255382029053847	99	132	258	311	15.2991584163033	20.5950155958076	24.4248983743457	45.7926147605829	74.46	UP_pEhEx_DOWN_U2AF84
EHI_189960A	1.61062317216902	0.758713916379886	0.0229671254534898	0.255382029053847	20	9	10	3	3.09073907400067	1.40420560880506	0.946701487377742	0.441729402835204	74.46	DOWN_pEhEx_UP_U2AF84
EHI_050960A	-0.769393322273112	8.76975344380815	0.0230534981726813	0.255586089811412	1651	2499	5271	4079	255.140510558756	389.901090711539	499.006353996808	600.604744721599	74.44	UP_pEhEx_DOWN_U2AF84
EHI_013070A	1.16608667812809	1.00610387466178	0.0231448919846205	0.25599980994204	16	16	11	8	2.47259125920054	2.49636552676455	1.04137163611552	1.17794507422721	74.4	DOWN_pEhEx_UP_U2AF84
EHI_049510A	0.891699648932275	3.48104311246562	0.0232253601212137	0.256291036862064	103	81	100	39	15.9173062311035	12.6378504792455	9.46701487377742	5.74248223685766	74.37	DOWN_pEhEx_UP_U2AF84
EHI_000900A	-1.27445045097785	1.57291015498642	0.0234556701509364	0.257035052070679	9	11	27	35	1.3908325833003	1.71625129965063	2.5560940159199	5.15350969974405	74.3	UP_pEhEx_DOWN_U2AF84
EHI_073480A	1.73480365037067	0.170667683612418	0.0233710023666824	0.257035052070679	9	9	3	4	1.3908325833003	1.40420560880506	0.284010446213322	0.588972537113606	74.3	DOWN_pEhEx_UP_U2AF84
EHI_098060A	-1.71776504265786	2.86315071694047	0.0234440554774933	0.257035052070679	32	10	57	110	4.94518251840108	1.56022845422785	5.39619847805313	16.1967447706242	74.3	UP_pEhEx_DOWN_U2AF84
EHI_118290A	-1.03468481258094	1.81851702550097	0.023520616147648	0.257151493863662	14	13	38	35	2.16351735180047	2.0282969904962	3.59746565203542	5.15350969974405	74.28	UP_pEhEx_DOWN_U2AF84
EHI_174670A	-0.816145444635904	5.57364635842055	0.0237499784297459	0.259060824623081	192	249	502	498	29.6710951104065	38.8496885102734	47.5244146663626	73.3270808706439	74.09	UP_pEhEx_DOWN_U2AF84
EHI_009540A	0.71715929076731	3.88866353437448	0.0238203206563527	0.259230799970514	106	128	121	72	16.3809170922036	19.9709242141164	11.4550879972707	10.6015056680449	74.08	DOWN_pEhEx_UP_U2AF84
EHI_194550A	-0.761483778471867	8.32654169326099	0.023909911725394	0.259608995660586	1321	1742	3538	3206	204.143315837744	271.791796726491	334.942986234245	472.061488496555	74.04	UP_pEhEx_DOWN_U2AF84
EHI_050980A	-0.889171063502222	2.84730870326236	0.0239801131578626	0.259775413476708	35	27	81	70	5.40879337950118	4.21261682641518	7.66828204775971	10.3070193994881	74.02	UP_pEhEx_DOWN_U2AF84
EHI_000140A	-0.832587412205117	5.11297803506471	0.0242391272531364	0.261566284548132	117	200	476	290	18.0808235829039	31.2045690845569	45.0629907991805	42.7005089407364	73.84	UP_pEhEx_DOWN_U2AF84
EHI_025230A	-1.01419920054004	6.60464528813358	0.0243111882554242	0.261566284548132	274	552	1089	1063	42.3431253138092	86.1246106733771	103.095791975436	156.519451737941	73.84	UP_pEhEx_DOWN_U2AF84
EHI_160740A	-1.01419920054004	6.60464528813358	0.0243111882554242	0.261566284548132	274	552	1089	1063	42.3431253138092	86.1246106733771	103.095791975436	156.519451737941	73.84	UP_pEhEx_DOWN_U2AF84
EHI_040280A	-0.764790027819611	3.23976839003385	0.024536586612277	0.26339274608281	42	45	120	79	6.49055205540141	7.0210280440253	11.3604178485329	11.6322076079937	73.66	UP_pEhEx_DOWN_U2AF84
EHI_117960A	-0.713938727792071	5.28831777661785	0.0246759003650057	0.263758974565984	193	185	428	380	29.8256320641065	28.8642264032151	40.5188236597673	55.9523910257925	73.62	UP_pEhEx_DOWN_U2AF84
EHI_131980A	0.758679238580553	4.60046634263733	0.0246821347132934	0.263758974565984	204	186	225	97	31.5255385548069	29.0202492486379	21.3007834659992	14.2825840250049	73.62	DOWN_pEhEx_UP_U2AF84
EHI_048670A	0.696437587479529	5.91391402383126	0.0248304989213754	0.26415186942425	527	431	543	273	81.4409745999177	67.2458463772201	51.4058907646114	40.1973756580036	73.58	DOWN_pEhEx_UP_U2AF84
EHI_111550A	0.651092290842544	8.14617772383786	0.0248041918149574	0.26415186942425	2263	2193	2562	1344	349.717126223176	342.158100012167	242.544921066177	197.894772470172	73.58	DOWN_pEhEx_UP_U2AF84
EHI_169070A	0.789431878722099	3.07060577428404	0.0249950972618433	0.264713177712676	70	64	70	36	10.8175867590024	9.98546210705821	6.62691041164419	5.30075283402245	73.53	DOWN_pEhEx_UP_U2AF84
EHI_198330A	-0.720610938516816	4.70870764395489	0.0249770969111517	0.264713177712676	106	145	346	214	16.3809170922036	22.6233125863038	32.7558714632699	31.5100307355779	73.53	UP_pEhEx_DOWN_U2AF84
EHI_145610A	0.780050394741368	5.15924354932163	0.0251582358750437	0.265846179983162	239	339	238	203	36.934331934308	52.891744598324	22.5314953995903	29.8903562585155	73.42	DOWN_pEhEx_UP_U2AF84
EHI_080590A	-1.593946175452	0.654922243416254	0.0252266528832211	0.265975444875654	4	4	15	17	0.618147814800135	0.624091381691138	1.42005223106661	2.50313328273282	73.4	UP_pEhEx_DOWN_U2AF84
EHI_169210A	0.68100646680494	4.47946024096633	0.0254516603829452	0.26715778326577	190	161	193	106	29.3620212030064	25.1196781130683	18.2713387063904	15.6077722335106	73.28	DOWN_pEhEx_UP_U2AF84
EHI_194190A	-1.37809807999799	3.30172115663983	0.0254053490463464	0.26715778326577	16	52	113	115	2.47259125920054	8.1131879619848	10.6977268073685	16.9329604420162	73.28	UP_pEhEx_DOWN_U2AF84
EHI_056110A	0.772981082684839	4.45726634168406	0.0257211197800444	0.269388896103385	166	188	204	86	25.6531343142056	29.3322949394835	19.3127103425059	12.6629095479425	73.06	DOWN_pEhEx_UP_U2AF84
EHI_004440A	0.68255754339787	4.40393353052811	0.0261503121192795	0.273279420690219	163	170	188	97	25.1895234531055	26.5238837218734	17.7979879627015	14.2825840250049	72.67	DOWN_pEhEx_UP_U2AF84
EHI_041465A	0.753639465732172	5.50739812104349	0.0264942173863413	0.275544459395294	402	331	426	183	62.1238553874135	51.6435618349417	40.3294833622918	26.9454935729475	72.45	DOWN_pEhEx_UP_U2AF84
EHI_096730A	0.915019967676628	3.78993860767487	0.0265416716274301	0.275544459395294	149	81	103	62	23.026006101305	12.6378504792455	9.75102531999074	9.12907432526089	72.45	DOWN_pEhEx_UP_U2AF84
EHI_153620A	0.915019967676628	3.78993860767487	0.0265416716274301	0.275544459395294	149	81	103	62	23.026006101305	12.6378504792455	9.75102531999074	9.12907432526089	72.45	DOWN_pEhEx_UP_U2AF84
EHI_069500A	-0.740840886266502	3.62759849975315	0.0267716245525291	0.277323568121823	62	54	145	112	9.58129112940209	8.42523365283037	13.7271715669773	16.491231039181	72.27	UP_pEhEx_DOWN_U2AF84
EHI_044550A	0.620199166502736	13.265846530403	0.0269619474820689	0.278078125011142	86607	67201	80340	53808	13383.9819490988	10484.8912352565	7605.79974959278	7922.85856925222	72.19	DOWN_pEhEx_UP_U2AF84
EHI_172160A	-0.736336369695959	4.02308098350605	0.0269183633428089	0.278078125011142	87	67	230	122	13.4447149719029	10.4535306433266	21.7741342096881	17.963662381965	72.19	UP_pEhEx_DOWN_U2AF84
EHI_086990A	0.679228817110951	4.26070418043827	0.0270740692311368	0.278627486391743	152	149	170	88	23.4896169624051	23.2474039679949	16.0939252854216	12.9573958164993	72.14	DOWN_pEhEx_UP_U2AF84
EHI_188760A	0.904124784204054	9.39265880291177	0.0271581400278005	0.278886409743183	6287	5001	6579	2126	971.573827912111	780.270249959346	622.834908545816	313.038903475881	72.11	DOWN_pEhEx_UP_U2AF84
EHI_000250A	0.61845059942738	5.71263788616402	0.0274917613343313	0.280674587621708	422	393	438	278	65.2145944614142	61.3169782511543	41.4655251471451	40.9335913293956	71.93	DOWN_pEhEx_UP_U2AF84
EHI_164400A	-0.649093858098223	5.0008223596638	0.0275101412455582	0.280674587621708	166	152	439	243	25.6531343142056	23.7154725042633	41.5601952958829	35.7800816296515	71.93	UP_pEhEx_DOWN_U2AF84
EHI_181540A	0.850111008195075	3.8968782004218	0.0274543196398041	0.280674587621708	143	101	133	56	22.0987843791048	15.7583073877012	12.591129782124	8.24561551959048	71.93	DOWN_pEhEx_UP_U2AF84
EHI_161170A	0.630100747715458	6.27127677357465	0.0278006366432009	0.283028416922393	635	571	678	385	98.1309655995214	89.08904473641	64.1863608442109	56.6886066971846	71.7	DOWN_pEhEx_UP_U2AF84
EHI_046670A	-0.74981359494333	3.43948959452647	0.0278714127889426	0.283140060392391	49	52	126	99	7.57231073130165	8.1131879619848	11.9284387409595	14.5770702935617	71.69	UP_pEhEx_DOWN_U2AF84
EHI_086790.mRNA	1.38639678492584	1.41054750695994	0.0281557094475977	0.284198568283428	32	14	12	11	4.94518251840108	2.18431983591898	1.13604178485329	1.61967447706242	71.58	DOWN_pEhEx_UP_U2AF84
EHI_130480A	1.98238495410774	1.35260621678165	0.0280830189910604	0.284198568283428	8	41	8	8	1.23629562960027	6.39693666233417	0.757361189902193	1.17794507422721	71.58	DOWN_pEhEx_UP_U2AF84
EHI_135120A	0.696166396008871	3.74829678428542	0.0280958892220614	0.284198568283428	106	105	116	62	16.3809170922036	16.3823987693924	10.9817372535818	9.12907432526089	71.58	DOWN_pEhEx_UP_U2AF84
EHI_087000A	0.747967351583734	3.91134198886921	0.0283203221656562	0.284320919512889	138	102	126	69	21.3260996106046	15.914330233124	11.9284387409595	10.1597762652097	71.57	DOWN_pEhEx_UP_U2AF84
EHI_137970A	-0.864149366372978	6.27419354464053	0.0283996284413694	0.284320919512889	355	349	728	885	54.8606185635119	54.4519730525518	68.9198682810996	130.310173836385	71.57	UP_pEhEx_DOWN_U2AF84
EHI_155780A	0.644815804324166	5.34562493074487	0.0284080682149549	0.284320919512889	326	310	367	192	50.379046906211	48.3670820810632	34.7439445867631	28.2706817814531	71.57	DOWN_pEhEx_UP_U2AF84
EHI_198690A	-1.1309264809972	2.67719382377933	0.028326532676467	0.284320919512889	18	31	63	74	2.78166516660061	4.83670820810632	5.96421937047977	10.8959919366017	71.57	UP_pEhEx_DOWN_U2AF84
EHI_006900A	-0.724337572266487	4.99348701288853	0.0290224839371428	0.287890136186019	136	170	354	307	21.0170257032046	26.5238837218734	33.5132326531721	45.2036422234692	71.21	UP_pEhEx_DOWN_U2AF84
EHI_013900A	0.588676710025517	11.7443247430279	0.0288939437381395	0.287890136186019	26979	26103	30971	17307	4169.25247387321	4072.66433407095	2932.0291765576	2548.33692495629	71.21	DOWN_pEhEx_UP_U2AF84
EHI_024670A	-0.879269298275101	2.3095799697941	0.0290687547733243	0.287890136186019	18	24	66	39	2.78166516660061	3.74454829014683	6.2482298166931	5.74248223685766	71.21	UP_pEhEx_DOWN_U2AF84
EHI_100290A	0.656944465357861	4.31152279228572	0.0289760890805975	0.287890136186019	158	152	175	94	24.4168386846053	23.7154725042633	16.5672760291105	13.8408546221697	71.21	DOWN_pEhEx_UP_U2AF84
EHI_140600A	-0.700837359690128	5.87943093882078	0.0288714239716249	0.287890136186019	254	320	665	558	39.2523862398085	49.9273105352911	62.9556489106198	82.161668927348	71.21	UP_pEhEx_DOWN_U2AF84
EHI_065750A	-0.747649194309127	3.11219865642166	0.0298015205438302	0.293917496363526	37	43	113	69	5.71786728690125	6.70898235317974	10.6977268073685	10.1597762652097	70.61	UP_pEhEx_DOWN_U2AF84
EHI_192260A	-1.31517228843858	0.745472853761531	0.029779499408777	0.293917496363526	6	4	21	13	0.927221722200202	0.624091381691138	1.98807312349326	1.91416074561922	70.61	UP_pEhEx_DOWN_U2AF84
EHI_122790A	0.965437377323298	1.8722017102848	0.0299969984510437	0.295163415009183	35	24	27	14	5.40879337950118	3.74454829014683	2.5560940159199	2.06140387989762	70.48	DOWN_pEhEx_UP_U2AF84
EHI_134490A	-1.1768892658099	6.00088281724051	0.0300525488032164	0.295163415009183	130	372	789	693	20.0898039810044	58.0404984972759	74.6947473541038	102.039492054932	70.48	UP_pEhEx_DOWN_U2AF84
EHI_093910A	-1.51028609938395	2.20920849605242	0.0301791990006269	0.295793639894343	13	16	32	68	2.00898039810044	2.49636552676455	3.02944475960877	10.0125331309313	70.42	UP_pEhEx_DOWN_U2AF84
EHI_067850A	-0.634828968447674	6.2011358383917	0.0303551356533181	0.296586828188252	363	376	848	666	56.0969141931122	58.664589878967	80.2802861296325	98.0639274294154	70.34	UP_pEhEx_DOWN_U2AF84
EHI_144270A	-1.60737653576036	3.57030698487905	0.030385427053507	0.296586828188252	42	32	67	196	6.49055205540141	4.99273105352911	6.34289996543087	28.8596543185667	70.34	UP_pEhEx_DOWN_U2AF84
EHI_002670A	-0.726540737576903	4.92130203194195	0.0308719646682022	0.298869849314593	171	120	352	282	26.4258190827058	18.7227414507341	33.3238923556965	41.5225638665092	70.11	UP_pEhEx_DOWN_U2AF84
EHI_016370A	0.632793489148571	8.03509025608745	0.0311243843920774	0.298869849314593	2179	1927	2381	1260	336.736022112373	300.656023129706	225.40962414464	185.526349190786	70.11	DOWN_pEhEx_UP_U2AF84
EHI_108690A	0.632793489148571	8.03509025608745	0.0311243843920774	0.298869849314593	2179	1927	2381	1260	336.736022112373	300.656023129706	225.40962414464	185.526349190786	70.11	DOWN_pEhEx_UP_U2AF84
EHI_112490A	1.29769185809463	4.67489859612889	0.0308662448656442	0.298869849314593	275	190	238	45	42.4976622675093	29.6443406303291	22.5314953995903	6.62594104252806	70.11	DOWN_pEhEx_UP_U2AF84
EHI_112880A	-0.741408772220609	4.2949797022372	0.0311150002539749	0.298869849314593	89	97	209	195	13.753788879303	15.1342160060101	19.7860610861948	28.7124111842883	70.11	UP_pEhEx_DOWN_U2AF84
EHI_148150A	-0.824186638150778	4.48616286104788	0.0310663571052491	0.298869849314593	75	130	278	205	11.5902715275025	20.282969904962	26.3183013491012	30.1848425270723	70.11	UP_pEhEx_DOWN_U2AF84
EHI_166490A	-0.981039305576963	6.43088359741009	0.0309988277659058	0.298869849314593	305	439	777	1052	47.1337708785103	68.4940291406024	73.5587055692505	154.899777260878	70.11	UP_pEhEx_DOWN_U2AF84
EHI_167060A	-0.626282915519458	6.00528722117842	0.0311177912332362	0.298869849314593	305	342	764	563	47.1337708785103	53.3598131345923	72.3279936356595	82.89788459874	70.11	UP_pEhEx_DOWN_U2AF84
EHI_109880A	-1.13673055071982	1.92787549148772	0.0312762510569684	0.29972018725443	10	18	39	41	1.54536953700034	2.80841121761012	3.69213580077319	6.03696850541446	70.03	UP_pEhEx_DOWN_U2AF84
EHI_106330A	0.607846759620582	7.45951532258615	0.0313697006190458	0.300008409556693	1421	1314	1487	936	219.597011207748	205.014018885539	140.77451117307	137.819573684584	70	DOWN_pEhEx_UP_U2AF84
EHI_158150A	-0.978517576958097	6.14190620639582	0.0314600036910064	0.300265438454082	235	374	663	842	36.3161841195079	58.3525441881214	62.7663086131443	123.978719062414	69.97	UP_pEhEx_DOWN_U2AF84
EHI_004170A	-0.747327475835669	6.80232764042176	0.0316686897908501	0.30164904923518	522	548	1137	1165	80.6682898314176	85.5005192916859	107.639959114849	171.538251434338	69.84	UP_pEhEx_DOWN_U2AF84
EHI_093840A	-0.947604721773027	1.61055769080761	0.0319650799140674	0.303251880387165	13	11	35	27	2.00898039810044	1.71625129965063	3.3134552058221	3.97556462551684	69.67	UP_pEhEx_DOWN_U2AF84
EHI_156690A	0.578663221579426	12.3646025312133	0.0319534110310462	0.303251880387165	43643	37750	46465	27579	6744.45627033057	5889.86241471012	4398.84846110068	4060.81840026403	69.67	DOWN_pEhEx_UP_U2AF84
EHI_026360A	-1.13113129398576	2.67477428182265	0.0320832342382327	0.303690719791816	21	28	57	78	3.24527602770071	4.36863967183797	5.39619847805313	11.4849644737153	69.63	UP_pEhEx_DOWN_U2AF84
EHI_184560A	0.619076455367285	4.88814653993317	0.0321396389133291	0.303690719791816	235	224	259	148	36.3161841195079	34.9491173747037	24.5195685230835	21.7919838732034	69.63	DOWN_pEhEx_UP_U2AF84
EHI_166030A	-0.714158962241382	5.17949807447946	0.0324934677819646	0.305934214637699	143	207	435	327	22.0987843791048	32.2967290025164	41.1815147009318	48.1485049090373	69.41	UP_pEhEx_DOWN_U2AF84
EHI_173500A	0.839267968668611	4.16819229978713	0.0325063181163419	0.305934214637699	133	161	171	62	20.5534148421045	25.1196781130683	16.1885954341594	9.12907432526089	69.41	DOWN_pEhEx_UP_U2AF84
EHI_079260A	-1.22585731382509	0.804515262369409	0.0326708363144401	0.306872498239205	6	5	21	14	0.927221722200202	0.780114227113923	1.98807312349326	2.06140387989762	69.31	UP_pEhEx_DOWN_U2AF84
EHI_067520A	-0.866327811926642	8.39082549248971	0.0327595313493103	0.307096280015119	1127	1929	3611	3562	174.163146819938	300.968068820551	341.853907092103	524.480044299666	69.29	UP_pEhEx_DOWN_U2AF84
EHI_160930A	0.714498317732823	8.37896443950157	0.0328367117769209	0.307211449707398	2496	2828	3212	1356	385.724236435284	441.232606855635	304.080517745731	199.661690081512	69.28	DOWN_pEhEx_UP_U2AF84
EHI_005960A	-1.22179649868065	2.06732870753511	0.033700216025028	0.307523743187379	17	13	36	52	2.62712821290057	2.0282969904962	3.40812535455987	7.65664298247687	69.25	UP_pEhEx_DOWN_U2AF84
EHI_027570A	0.589471152968413	9.59386029684324	0.0337145802100231	0.307523743187379	6458	5502	6686	4080	997.999646994817	858.437695516161	632.964614460758	600.751987855878	69.25	DOWN_pEhEx_UP_U2AF84
EHI_044770A	-0.735832706967672	9.98096667326721	0.0336243353712641	0.307523743187379	4066	5690	10867	10162	628.347253744337	887.769990455644	1028.78050633339	1496.28473053712	69.25	UP_pEhEx_DOWN_U2AF84
EHI_046600A	-1.11067092993163	3.59890261750088	0.0332808670569369	0.307523743187379	30	66	126	139	4.63610861100101	10.2975077979038	11.9284387409595	20.4667956646978	69.25	UP_pEhEx_DOWN_U2AF84
EHI_069370A	-0.865186682406764	3.88974672732935	0.0329667626711599	0.307523743187379	48	84	220	112	7.41777377760162	13.1059190155139	20.8274327223103	16.491231039181	69.25	UP_pEhEx_DOWN_U2AF84
EHI_153530A	0.743330526377875	3.70250047355513	0.0335531740226879	0.307523743187379	108	99	120	52	16.6899909996036	15.4462616968557	11.3604178485329	7.65664298247687	69.25	DOWN_pEhEx_UP_U2AF84
EHI_153540A	0.589471152968413	9.59386029684324	0.0337145802100231	0.307523743187379	6458	5502	6686	4080	997.999646994817	858.437695516161	632.964614460758	600.751987855878	69.25	DOWN_pEhEx_UP_U2AF84
EHI_167090A	-0.665455165771559	4.51905882743318	0.033228052649688	0.307523743187379	104	121	265	207	16.0718431848035	18.8787642961569	25.0875894155102	30.4793287956291	69.25	UP_pEhEx_DOWN_U2AF84
EHI_169260A	0.795361872951346	3.72368472657163	0.0332009971215691	0.307523743187379	116	97	123	49	17.9262866292039	15.1342160060101	11.6444282947462	7.21491357964167	69.25	DOWN_pEhEx_UP_U2AF84
EHI_188830A	-1.03482313376349	2.34179019771427	0.0332941637368771	0.307523743187379	13	27	58	50	2.00898039810044	4.21261682641518	5.4908686267909	7.36215671392007	69.25	UP_pEhEx_DOWN_U2AF84
EHI_197410A	-0.890285185861447	1.95241154607229	0.0336870026736524	0.307523743187379	13	19	48	32	2.00898039810044	2.96443406303291	4.54416713941316	4.71178029690885	69.25	UP_pEhEx_DOWN_U2AF84
EHI_199000A	-0.67530866756159	6.15030005592353	0.0334775076086564	0.307523743187379	327	374	778	682	50.533583859911	58.3525441881214	73.6533757179883	100.41981757787	69.25	UP_pEhEx_DOWN_U2AF84
EHI_201710A	0.606149908010293	6.03842215036066	0.0336665121738245	0.307523743187379	530	489	582	331	81.9045854610178	76.2951714117416	55.0980265653846	48.7374774461509	69.25	DOWN_pEhEx_UP_U2AF84
EHI_022270A	1.09085171108311	0.941942797838927	0.0339138792816308	0.30822804749643	17	13	13	6	2.62712821290057	2.0282969904962	1.23071193359106	0.883458805670409	69.18	DOWN_pEhEx_UP_U2AF84
EHI_125780A	-0.819498357967391	8.92016364974776	0.0339220136767301	0.30822804749643	1780	2726	5036	5158	275.07577758606	425.318276622511	476.758869043431	759.480086607995	69.18	UP_pEhEx_DOWN_U2AF84
EHI_178970A	0.602914485604822	5.82754542049742	0.0340016440900466	0.308359737782146	433	446	502	287	66.9145009521146	69.5861890585619	47.5244146663626	42.2587795379012	69.16	DOWN_pEhEx_UP_U2AF84
EHI_091470A	-1.0373222498135	1.22441588916806	0.0342944903053507	0.31042087400675	9	8	27	20	1.3908325833003	1.24818276338228	2.5560940159199	2.94486268556803	68.96	UP_pEhEx_DOWN_U2AF84
EHI_126260A	0.925951294538833	5.09960649147391	0.034474666298894	0.311456240952222	323	253	336	102	49.9154360451109	39.4737798919645	31.8091699758921	15.0187996963969	68.85	DOWN_pEhEx_UP_U2AF84
EHI_025850A	0.58671463856124	10.6392427937052	0.0345865534585949	0.311871893472358	11946	12710	14656	7892	1846.0984489006	1983.05036532359	1387.48569990082	1162.04281572514	68.81	DOWN_pEhEx_UP_U2AF84
EHI_186120A	0.776326474724371	3.42755032445237	0.0347663777467003	0.312897399720303	88	84	99	41	13.599251925603	13.1059190155139	9.37234472503964	6.03696850541446	68.71	DOWN_pEhEx_UP_U2AF84
EHI_152990A	-0.71931965048982	4.10233765123005	0.0348437657935216	0.312998837317896	89	75	188	165	13.753788879303	11.7017134067088	17.7979879627015	24.2951171559362	68.7	UP_pEhEx_DOWN_U2AF84
EHI_010100A	-1.22193661304928	1.25939337002885	0.0351698624572059	0.315329789531085	6	10	24	25	0.927221722200202	1.56022845422785	2.27208356970658	3.68107835696004	68.47	UP_pEhEx_DOWN_U2AF84
EHI_088070A	0.632650118004201	4.74592959662716	0.0353386449992533	0.316244131240955	193	224	235	132	29.8256320641065	34.9491173747037	22.2474849533769	19.436093724749	68.38	DOWN_pEhEx_UP_U2AF84
EHI_114780A	-0.944735578377269	1.70992926195271	0.0357803343367943	0.319592646698838	14	12	47	22	2.16351735180047	1.87227414507341	4.44949699067539	3.23934895412483	68.04	UP_pEhEx_DOWN_U2AF84
EHI_065780A	-0.675959681848588	5.88140028472988	0.0359446340666683	0.319853191112044	256	325	861	425	39.5614601472086	50.707424762405	81.5109980632236	62.5783320683206	68.01	UP_pEhEx_DOWN_U2AF84
EHI_143940A	0.955413365226079	2.10802339623233	0.0358842047453791	0.319853191112044	42	28	36	14	6.49055205540141	4.36863967183797	3.40812535455987	2.06140387989762	68.01	DOWN_pEhEx_UP_U2AF84
EHI_024240A	-0.934620527543574	5.57681780038027	0.0360715623566059	0.320380443144789	156	263	468	546	24.1077647772052	41.0340083461923	44.3056296092783	80.3947513160072	67.96	UP_pEhEx_DOWN_U2AF84
EHI_118920A	-0.67109046227392	3.95647690086972	0.0361715270561329	0.320666683677403	79	72	178	140	12.2084193423027	11.2336448704405	16.8512864753238	20.6140387989762	67.93	UP_pEhEx_DOWN_U2AF84
EHI_135590A	-1.01635879105251	1.54029273233516	0.0364521044193727	0.322550023030486	10	12	31	28	1.54536953700034	1.87227414507341	2.934774610871	4.12280775979524	67.74	UP_pEhEx_DOWN_U2AF84
EHI_060400A	0.597760438067278	5.62824918695019	0.0370150614045904	0.325373129335455	399	365	393	280	61.6602445263134	56.9483385793164	37.2053684539452	41.2280775979524	67.46	DOWN_pEhEx_UP_U2AF84
EHI_150460A	-1.03738905943322	1.29587489533871	0.0368888239101823	0.325373129335455	7	11	30	20	1.08175867590024	1.71625129965063	2.84010446213323	2.94486268556803	67.46	UP_pEhEx_DOWN_U2AF84
EHI_153800A	-0.869575067359272	2.02107982253147	0.037042607498649	0.325373129335455	16	18	47	36	2.47259125920054	2.80841121761012	4.44949699067539	5.30075283402245	67.46	UP_pEhEx_DOWN_U2AF84
EHI_186710A	-1.3925926716468	0.800215751678286	0.0370460745060858	0.325373129335455	4	6	27	10	0.618147814800135	0.936137072536707	2.5560940159199	1.47243134278401	67.46	UP_pEhEx_DOWN_U2AF84
EHI_038330A	0.685253954118168	5.49581534218387	0.0373326607923079	0.326627703365961	377	337	432	189	58.2604315449127	52.5796989074784	40.8975042547184	27.8289523786179	67.34	DOWN_pEhEx_UP_U2AF84
