NOISeq	DESeq2
EHI_114180A	1	1
EHI_004430A	1	0
EHI_005020A	1	0
EHI_007510A	1	0
EHI_007620A	1	0
EHI_015310A	1	0
EHI_017750A	1	0
EHI_022970A	1	0
EHI_025230A	1	0
EHI_030170A	1	0
EHI_033850A	1	0
EHI_035440A	1	0
EHI_035670A	1	0
EHI_036560A	1	0
EHI_037810A	1	0
EHI_039020A	1	0
EHI_048140A	1	0
EHI_048860A	1	0
EHI_049000A	1	0
EHI_049690A	1	0
EHI_050000A	1	0
EHI_052110A	1	0
EHI_054230A	1	0
EHI_056250A	1	0
EHI_066770A	1	0
EHI_077770A	1	0
EHI_080590A	1	0
EHI_083270A	1	0
EHI_083410A	1	0
EHI_083560A	1	0
EHI_086080A	1	0
EHI_090020A	1	0
EHI_098800A	1	0
EHI_103310A	1	0
EHI_112810A	1	0
EHI_112990A	1	0
EHI_114920A	1	0
EHI_117850A	1	0
EHI_124880A	1	0
EHI_126980A	1	0
EHI_134810A	1	0
EHI_134840A	1	0
EHI_135060A	1	0
EHI_140550A	1	0
EHI_146950A	1	0
EHI_148400A	1	0
EHI_148470A	1	0
EHI_151360A	1	0
EHI_152080A	1	0
EHI_152800A	1	0
EHI_155680A	1	0
EHI_160740A	1	0
EHI_160980A	1	0
EHI_166490A	1	0
EHI_167060A	1	0
EHI_168290A	1	0
EHI_170050A	1	0
EHI_174180A	1	0
EHI_174880A	1	0
EHI_175070A	1	0
EHI_177520A	1	0
EHI_180390A	1	0
EHI_186720A	1	0
EHI_188960A	1	0
EHI_195110A	1	0
EHI_202460A	1	0
