NOISeq_CmasM_1	NOISeq_CmasM_2	NOISeq_CmasM_3	NOISeq_pEhEx_1	NOISeq_pEhEx_2	NOISeq_pEhEx_3	DESeq2_CmasM_1	DESeq2_CmasM_2	DESeq2_CmasM_3	DESeq2_pEhEx_1	DESeq2_pEhEx_2	DESeq2_pEhEx_3
EHI_040310A	571.340172817928	1078.25177388377	465.053120182195	1507.13626658211	1637.79545378489	2587.38471964551	521.870923640163	994.535167424595	458.550775949978	1340.63775813702	1504.56845909771	2404.79316035589
EHI_044610A	12.1393353460491	13.0541466003163	9.10373604512356	29.8959186242018	73.2011293481098	69.1925363267591	5.1798602842696	5.73549692863088	15.7089172837676	14.4975056372245	38.7962858107388	130.198276164934
EHI_044830A	51654.1826221417	43245.9760485321	65690.1304717236	26489.2215594594	30066.5997616327	19375.4793587008	55221.1955255272	46606.6480420546	52323.4112975092	27516.265699452	32251.8373480398	14496.9580591741
EHI_044930A	531.381097635746	678.97812709868	3060.72811809867	373.954822908486	596.260742922357	85.4472725927793	765.324357000834	986.505471724512	1591.0889077416	522.673229552566	862.004975357353	40.2994664320034
EHI_044980A	28.227181350934	30.8495538919263	177.892052679724	20.5344548763897	23.9342067536357	4.01699592998474	51.798602842696	57.3549692863088	59.8434944143528	35.8622507868184	43.6458215370812	0
EHI_045540A	146.120027162081	286.883186097853	1136.57142144668	101.105938983849	155.862036523585	20.137520446236	332.806023264322	661.876345564004	305.201821513199	222.803770845765	356.440875886163	3.87494869538494
EHI_046600A	30.1965808459537	76.1196848394852	43.8426355675051	121.287024988689	204.40137325474	169.964899818971	23.3093712792132	61.9433668292135	47.8747955314822	96.1413531731727	168.521366490397	179.797619465861
EHI_048140A	107.364573784484	275.087047655017	313.828614479122	506.032263846275	1297.79485227679	385.072125821421	217.554131939323	566.667096548731	97.9937221035026	1007.19512848086	2672.09418521464	113.14850190524
EHI_048580A	83.5564188470694	123.048439197293	381.87330937454	65.6095805919207	79.0235410905636	18.4542588146822	103.597205685392	154.858417073034	237.877890297052	78.5917410860063	98.2030984584326	9.29987686892386
EHI_049000A	339.741452812705	5050.65128564552	3304.4963453199	6548.01335185424	8787.45743147485	2981.82434007563	273.237629995222	4119.2338941427	3899.55170477526	5148.14055443965	7134.87943738118	3305.33123716335
EHI_049660A	58.7865146215578	92.2693592755444	65.0258437848293	148.987768975234	234.6179222081	213.205125417781	41.4388822741568	66.5317643721182	86.0250232206321	104.534645910513	170.946134353568	269.696429198792
EHI_049670A	843.45612385537	2300.42602064868	8920.81601275123	504.432766812278	1304.2366332564	111.652744320357	1652.375430682	4548.24906440429	3008.63168168158	959.12445189427	2565.4043992351	34.0995485193875
EHI_050000A	21.3933119364049	15.3773604167644	14.3894561721702	47.357056504166	96.3540739332691	83.4553535690823	18.1295109949436	12.6180932429879	11.9686988828706	41.2034370742169	88.5040270057479	73.6240252123139
EHI_050520A	458.209219879356	1103.22054087948	756.342253478037	1299.97748677329	1964.42856997118	1512.11641376776	334.100988335389	813.293464479859	1025.56788552597	924.025227719938	1442.73687858685	1928.17447082355
EHI_050650A	100.08051257203	158.431078598338	447.529787094653	113.853406133474	78.957070254578	24.3669912097295	172.230354451964	276.450951960009	176.538308522341	190.756653121374	135.787000337586	7.74989739076988
EHI_053000A	260.874785950105	629.732928088956	922.710940189548	367.617161160006	305.321446898546	133.207425068763	410.503927528366	1002.56486312468	420.400548260828	563.113640014297	482.528804771064	55.7992612135431
EHI_054940A	31.491678548426	64.335136771271	75.1192349784443	20.7282169949602	22.5101091737907	12.0619156239318	46.6187425584264	98.6505471724512	33.6619656080734	28.9950112744489	32.7343661528109	3.87494869538494
EHI_055430A	49.0300211777259	48.824059487326	40.4234335105513	96.9277548518554	162.587572152337	150.620143549726	38.848952132022	39.00137911469	44.1345771305852	76.3026612485498	133.362232474415	159.64788624986
EHI_055670A	15389.6679409275	12224.5080123244	29672.641548868	10251.5516397263	11611.2964143874	4641.59422974065	21224.4775147947	16995.424498919	16483.8905364335	13737.5311311889	16067.7242453038	2421.06794487651
EHI_056110A	151.673013538642	139.705205518016	345.318176325479	111.454270708725	72.8691548181411	35.1731832304727	218.849097010391	203.036591273533	175.790264842161	155.657428947042	104.265018116361	15.4997947815398
EHI_057550A	985.454040565245	618.255354279253	358.393376273449	264.664314449878	186.864787106355	464.848199647457	1002.30296500617	633.198860920849	303.70573415284	260.192074857555	189.131893327352	370.4450952788
EHI_058090A	1673.07810445916	2329.25969869365	1187.19186035195	3688.31811028374	5999.15187987762	7955.01116302115	1142.15919268145	1603.6449412452	1777.35178410628	2448.55239946596	4113.6186798699	11200.9266988797
EHI_058320A	27.3658585006307	49.6561344594419	46.0726338843793	90.9513923912111	183.501002263963	104.655215713132	16.8345459238762	32.1187828003329	68.0719748963263	57.9900225488978	122.450777090144	148.023040163705
EHI_059870A	970.088472697046	611.648968903761	1231.52480143692	510.945742385112	335.978089884366	243.027186697435	1179.7131797424	749.055898879193	813.871524035197	602.791023863543	408.573384944343	149.573019641859
EHI_060020A	217.062322895673	344.210416673659	7364.93374828832	329.282009985311	262.809376596368	9.58108271206177	879.281283254765	1408.63804567174	883.439586291883	1298.67129445032	1069.32262765849	0
EHI_062500A	43.5670548639548	67.8402078372388	55.3017753719215	189.001174305183	252.943776870771	219.27780977206	27.1942664924154	43.5897766575947	84.5289358602733	119.795178160223	166.096598627226	321.62074171695
EHI_062790A	152.704679616026	111.117017076266	81.2228720423776	279.946186630491	336.746858545901	519.832373149046	80.2878344061789	58.502068672035	169.057871720547	144.212029759759	179.432821874667	1031.51134271147
EHI_063550A	65.5256499718894	83.547097191966	38.7010099434742	97.9791837538893	176.610039400706	263.919824542288	36.2590219898872	47.0310748147732	71.0641496170439	53.4118628739848	100.627866321604	470.418771619732
EHI_067970A	28.1358565353823	35.9802656190163	85.0488882840947	18.9250552709582	14.5774815167866	6.07069426259133	49.2086727005612	64.2375656006659	29.9217472071764	31.2840911119054	24.2476786317118	0.774989739076988
EHI_068170A	353.281500610405	464.199106575039	332.600191886859	620.686968200572	1165.0102168635	1033.70126253075	273.237629995222	362.483405889472	412.920111459034	467.73531345361	908.075564757605	1209.75898269918
EHI_068610A	230.898366213777	131.704666292829	225.6755128468	62.3792526278513	68.799670594722	47.4983204008693	284.892315634828	162.888112773117	143.624386594447	73.2505547986078	83.6544912794055	27.1246408676946
EHI_069560A	723.725745919273	461.63830381314	332.903790655149	764.782316382619	1071.21629195903	1636.75532422799	418.273717954771	268.421256259925	626.860603990345	429.583982829335	621.952956903407	2905.43653179963
EHI_069950A	20.70326366076	52.3298627831943	25.1121807517874	83.5985898149527	127.311462689592	139.083400644932	11.6546856396066	32.1187828003329	38.8982713693293	50.3597564240428	80.0173394846488	213.122178246172
EHI_070450A	71.7845588075251	39.0819027169617	50.9239161042021	23.172988909473	17.3744694875122	19.0979057701968	102.302240614325	55.0607705148565	24.6854414459205	30.5210644994199	23.0352947001262	7.74989739076988
EHI_073540A	35.5214186862373	29.9763319887866	98.0071647896955	11.3797661173257	6.85514513740844	3.31439152817558	54.3885329848308	45.8839754290471	42.6384897702263	15.26053224971	8.48668752109911	0
EHI_074380A	1.89158490878865	13.8446601442501	6.69132194326285	38.6613839318622	83.8757600301812	32.4143693400831	0	12.6180932429879	3.74021840089705	37.3883040117894	86.0792591425767	23.2496921723096
EHI_075040A	320.297373844654	534.426759614392	100.754017853286	4.57577748643596	5.45657967769855	18.6623838260896	151.510913314886	255.803163016937	247.602458139385	0.763026612485498	1.21238393158559	40.2994664320034
EHI_075530A	14.0162543889076	36.2828369021917	36.417883257417	96.2883938822553	124.938077754487	66.6897068927069	9.06475549747181	26.3832858717021	44.1345771305852	70.1984483486658	94.5659466636758	77.4989739076988
EHI_075690A	92.3366642837623	71.0825831204026	44.2378472414067	135.721020816306	176.568825704779	299.275141029041	49.2086727005612	37.8542797289638	87.5211105809909	70.9614749611513	95.7783305952614	571.942427438817
EHI_076020A	186.390874016566	638.154476035905	284.486784679808	713.242732592177	967.367812946914	988.964000695153	160.575668812358	558.637400848648	300.713559432123	602.027997251058	843.819216383569	986.561937845006
EHI_077520A	12.4982982912243	12.3667589889714	22.8570993996224	5.94082599278206	4.40003531601215	3.09026279021392	10.3597205685392	10.3238944715356	18.7010920044852	3.81513306242749	2.42476786317118	0.774989739076988
EHI_079890A	45.9330897025322	63.2356399788814	42.8741019474947	112.754756069083	166.656635393368	176.63541749964	28.4892315634828	40.1484785004162	65.827843855788	70.1984483486658	107.902169911117	261.946531808022
EHI_080100A	8.2278789447684	28.8047943785019	32.4618981825592	3.37388824876418	9.52718263068506	2.88548787503346	9.06475549747181	37.8542797289638	16.456960963947	2.28907983745649	10.9114553842703	0
EHI_083400A	580.304309071987	495.105816698737	843.260960937769	298.959564486644	254.766086527685	163.308451677059	745.899880934823	641.228556620933	513.906008283254	372.356986892923	327.343661528109	92.2237789501616
EHI_083430A	145.568748393905	175.286204077411	540.284354825563	108.233564717314	117.761656864849	30.5359588993683	239.568538147469	291.363243974449	228.901366134899	172.444014421722	193.981429053694	10.8498563470778
EHI_083620A	242.320023491138	489.798003325644	1374.12318024985	247.324728087545	468.814801779826	76.1546250792239	437.698194020782	894.737520866418	515.402095643613	434.162142504248	852.305903904668	25.5746613895406
EHI_083630A	8.59337404376405	5.44137228428568	5.36126340944667	21.6439283659577	18.6408297648861	28.0677492809314	2.5899301421348	1.14709938572618	10.4726115225117	8.39329273734047	7.27430358951353	65.099138082467
EHI_084660A	73.2402623104488	91.94018482504	269.670312127588	50.6613535258795	55.8555483990527	15.2925873977692	110.072031040729	139.946125058594	127.1674256305	73.2505547986078	83.6544912794055	5.42492817353892
EHI_086230A	1729.26724634293	4176.77943500741	7419.9792094	2223.30594095795	3511.99896047021	958.626970057546	1951.51236209857	4754.726953835	5465.20712739077	2438.63305350365	3979.0440634639	661.841237171748
EHI_086790.mRNA	19.6533397255013	15.3787597264702	46.4544017796161	7.28628305298875	9.63179722007132	3.40444683661825	29.7841966345502	22.9419877145235	18.7010920044852	9.15631934982597	13.3362232474415	0
EHI_087110A	12035.3048128099	14159.7252735649	32920.5330582414	9826.24242713923	7773.54250635286	3158.70413433282	17787.6402161818	21097.4519022758	16582.6323022171	14111.4141713068	11527.3464215158	1493.40522720136
EHI_087210A	422.526057371279	452.227506157005	533.091539196141	239.825269799073	120.202486804388	122.225412740382	818.417924914597	883.266527009156	181.026570603417	450.185701366444	231.565330932847	37.9744972147724
EHI_087350A	124.128405958278	141.079977547318	551.764035681974	70.365331948339	114.610174179713	19.6960645677912	227.913852507863	261.538659945568	199.727662607902	124.373337835136	210.954804095892	5.42492817353892
EHI_087570A	1243.98108281642	4650.85800808621	2625.23043153117	5766.68576899038	10632.6695410086	7251.70320282694	884.461143539035	3338.05921246317	3711.04469737005	3989.86615668667	7598.01009924688	9633.89744646604
