NOISeq_CDC5_1	NOISeq_CDC5_2	NOISeq_CDC5_3	NOISeq_pEhEx_1	NOISeq_pEhEx_2	NOISeq_pEhEx_3	DESeq2_CDC5_1	DESeq2_CDC5_2	DESeq2_CDC5_3	DESeq2_pEhEx_1	DESeq2_pEhEx_2	DESeq2_pEhEx_3
EHI_008620A	12964.2641647241	13410.2993273813	3843.11345437027	10221.4883988073	13126.3277094288	35827.1909706289	18063.3063962542	18590.6708287696	1712.24564339432	14279.8524455172	17980.8498876288	17520.102798392
EHI_008630A	152.819607063222	214.866071351826	783.758432055891	74.089535984976	164.65210349167	23.0426586651181	260.487397203666	365.464639819552	257.932174923205	125.287128152481	276.095357593206	7.01000392045452
EHI_008730A	156.951385537427	303.845057925236	86.741870011076	292.940915661517	259.313684328846	625.86092393092	222.054830403125	429.889496197998	36.0398381399547	417.623760508269	362.165570284206	293.719164267045
EHI_009490A	2.93298804591909	81.8344305602865	95.9954317177003	273.031852866899	307.750482762333	40.9198852259445	0	36.3121917769426	200.692431995042	125.287128152481	138.60657628161	91.8310513579543
EHI_009500A	1587.18695898682	1721.71445093256	2190.26265601677	1139.14325859792	392.097324292531	458.090134631507	2100.98031842957	2267.75494452132	1047.27529653751	1511.3659884601	508.596711355907	239.041133687499
EHI_009530A	4888.32177752935	8468.09825280339	1965.19230632191	6754.7268032381	8751.93424820166	21963.7436186814	8577.57953852073	14786.090219366	631.050499195677	11885.7162322586	15100.2922499054	7748.85833367043
EHI_009570A	51.9190189151745	86.1579130416336	245.49626230964	38.3103646914003	71.2483362177774	12.9195377567174	95.3697028013424	159.305099408523	69.9596858010885	69.8439737401761	129.664216521506	2.80400156818181
EHI_009800A	28.3078185591615	45.4940320762539	16.5163842833069	65.8014395923212	46.6507266352655	118.53532417328	22.7748544003206	37.4835528020053	12.7199428729252	55.4431544123047	38.0050289804414	111.459062335227
EHI_009940A	76.5060995776046	91.0977481993308	68.0138555466273	136.232928217853	430.211144087163	321.263643083292	28.4685680004007	33.9694697268173	180.905854192714	51.8429495803369	163.198065621895	951.257532005679
EHI_010020A	277.767291819624	306.030641105013	374.971419003262	884.207675842817	2894.614663904	1297.15982070503	136.649126401923	149.934211208021	715.850118348512	439.224989500076	1412.89284209641	2723.38652309658
EHI_010030A	377.941318903809	136.570096537692	555.356854417165	915.604118843026	1583.72592152205	505.199107693176	207.820546402925	73.7957445789479	910.889242400031	506.908840341072	860.702126909996	908.496508090906
EHI_010510A	264.769957581325	414.57894476341	75.1046825609098	317.592357168328	320.5323011237	1255.72824297642	415.64109280585	648.934007884717	26.8532127317309	500.42847164353	495.183171715751	513.132286977271
EHI_010540A	12.4450323084635	20.9611149759958	19.6751713640084	33.7185520666551	49.9793736800708	34.0400875246657	5.69371360008014	10.542249225564	28.2665397176115	18.0010241598392	26.8270792803116	55.3790309715907
EHI_010560A	51.4683877913778	48.9856340632189	38.0314429104104	77.695609500362	108.678215688776	119.10749253057	38.432566800541	36.3121917769426	36.746501632895	59.0433592442726	81.5990328109477	130.386072920454
EHI_010650A	4571.4313386831	5270.84644146644	2340.68794022987	5347.96579688367	6842.05667418321	11872.4431606708	4893.74683926888	5614.33339312536	1512.96653838516	5740.88662505592	7201.95299179364	8423.9217112102
EHI_011210A	30508.5712929562	113105.841055351	14463.2635659244	86047.6898688419	70775.8391212235	264436.502768993	73286.6346034315	270338.410974213	2984.23993068684	207266.672340254	167153.942020771	59866.8354814657
EHI_012020A	2283.32935152161	1570.1545940333	9470.35921618212	983.021056143476	1186.53417751011	197.713602405759	2925.14536204117	2000.68463080703	4749.48533605167	1261.51177312153	1493.37407993734	107.253059982954
EHI_012260A	29.0009914386712	15.0554082380008	67.0163258127308	9.81334434124696	7.33148344897242	3.03949604493881	38.432566800541	18.7417764010026	28.2665397176115	11.5206554622971	7.82456479009087	0
EHI_012420A	124.643771151145	66.0709776384519	66.5522151805439	164.319580157709	179.379921208125	244.235702004955	61.2074212008615	31.626747676692	122.95944777161	81.3646292024732	87.1880076610126	502.617281096589
EHI_012480A	5171.43027553739	5301.79135421019	2243.06306974989	6395.63800057135	6232.41998916498	14046.579289487	4872.39541326858	4970.08482934089	1736.97886564723	6042.58378997482	5773.41102011705	11940.1396777102
EHI_012570A	129.061145559802	128.115103977091	162.847256230021	251.400726346615	374.365548998157	248.099452647084	71.1714200010018	70.2816615037599	259.345501909086	140.407988446746	205.674274482389	434.62024306818
EHI_012980A	129.226989399459	237.460302640953	63.4592936291461	234.160622126246	358.301165080102	696.719229604947	237.712542803346	436.917662348374	17.6665873235072	434.184702735321	652.792262487581	225.02112584659
EHI_013895A	21211.9954611601	19277.088538755	30974.6174811584	9400.2754295183	18025.5690204451	8280.54754551962	17092.5282274406	15454.9373646768	29959.7054466964	7594.27207255296	14279.8307419158	8783.53491232952
EHI_013900A	36081.3688357654	31561.3785949337	61826.4456206206	18512.9193518242	16379.838915623	8750.52495229589	43347.6650658101	37726.0245341933	33996.8739818643	22300.3887701752	19345.6775460147	5276.42995092612
EHI_013930A	28.6589861017495	30.5012491088739	66.4109963859736	16.4289186251995	19.6703050215742	7.78411996284099	34.1622816004808	36.3121917769426	32.5065206752532	18.7210651262328	22.3558994002596	2.80400156818181
EHI_013960A	19.528206840517	23.849596672688	46.9954862387822	13.7913287636046	9.48113068487902	5.13595677106579	28.4685680004007	35.14083075188	16.2532603376266	19.4411060926263	12.2957446701428	0.701000392045452
EHI_014000A	141.922491776845	131.101808180658	316.809240085468	108.626197560549	53.5271681417572	29.3496209923457	233.442257603286	214.359067586468	108.826177912804	178.570159665605	84.9524177209866	9.81400548863633
EHI_014010A	77.4977680764157	67.6401742741415	263.138817090256	32.4367520244817	36.2775987604269	9.15379982928853	109.603986801543	94.8802430300759	110.239504898685	44.6425399164012	49.1829786805712	2.80400156818181
EHI_014070A	45.7276122624434	28.0834140445388	68.0013909891566	19.6949099478388	7.70359307960894	6.66463637877193	35.5857100005009	21.084498451128	62.8930508716856	14.4008193278714	4.47117988005193	4.90700274431817
EHI_014230A	5.15642941146807	17.3777831839537	8.43753651212459	16.7445596170855	43.3912115364378	30.2480566249489	1.42342840002004	8.19952717543866	11.3066158870446	7.92045063032925	22.3558994002596	51.173028619318
EHI_014240A	131.806665356949	116.275673577134	203.734988302653	87.8540646027108	65.5120886947378	43.7319664432352	132.378841201863	115.964741481204	139.919371602177	87.8449979000153	63.71431329074	31.5450176420454
EHI_014250A	332.399552883114	284.764943117316	975.427596654631	63.6305637929916	141.741702260409	27.7577941145189	448.379946006311	381.863694170429	450.851308495904	84.2447930680474	186.671759992168	12.6180070568181
EHI_014400A	544.451366522886	524.348093363654	267.355416995696	850.782402574504	1039.14472457521	1862.99121698517	390.01938160549	373.66416699499	301.745311485503	612.034821434533	733.273500328516	2318.90929688636
EHI_015230A	58.6797607810064	43.9337782448434	94.8929631751144	22.0844554747937	35.8774017406649	14.2432913316007	68.3245632009617	50.3685240776946	50.8797714917007	24.4813928573813	40.2406189204673	7.01000392045452
EHI_015250A	66.2693862323596	131.055685326816	137.354238888775	29.9581928668875	68.2460263977158	27.5573247807486	98.2165596013824	195.617291185465	52.9997619705216	43.2024579836141	99.4837523311554	10.5150058806818
EHI_015290A	35.9913597943317	26.1485549625676	7.36561477728792	20.2610654122304	84.5019903895877	212.65343611173	8.54057040012021	5.85680512531333	28.2665397176115	4.32024579836141	21.2381044302467	1055.70659042045
EHI_015320A	23548.5313464947	21120.4813269908	21926.4516786167	9545.0357780861	10934.4288049332	10337.1933948332	16395.0483114308	14630.2992030327	26077.2962164825	6662.53906203968	7483.63732423691	13483.7425409943
EHI_015440A	191.534606773299	188.379046019145	244.358726189219	427.604927286553	682.438563482742	419.052822709389	128.108556001803	125.335629681705	300.331984499622	288.736427523821	452.706962855258	566.408316772725
EHI_016010A	304.280690769355	562.099906006469	895.287444233495	346.267926335857	295.914429210075	118.909965377138	969.354740413644	1785.1542021955	122.25278427867	1106.70296534691	926.652030140762	16.8240094090909
EHI_016130A	471.261215420409	1147.4009161663	217.738763717279	868.992576355744	781.718410585854	2473.51682283945	734.489054410338	1782.81148014538	81.2663016881331	1360.15738551745	1199.39400282393	1026.26457395454
EHI_016370A	3821.88972206764	3284.09188871439	4200.3924904911	1766.70254416277	1480.60250354247	1294.98072324112	3700.91384005209	3163.84612869426	3129.81261023253	1714.41754098309	1408.42166221636	1057.10859120454
EHI_017030A	44.9009044046964	49.8638895508734	93.1422481946257	154.765734633149	267.523529084373	102.762143431578	28.4685680004007	31.626747676692	115.186149349267	102.245817227887	174.376015322025	139.499078017045
EHI_017560A	331.529622055958	432.829582975083	82.8293748379794	345.729945910561	300.781113024339	1320.46787236582	505.317082007113	657.133535060155	31.0931936893727	528.510069332879	450.471372915232	563.604315204544
EHI_017580A	17.8510687635349	12.8792178626472	35.9586565877445	8.56238036306294	6.13020024432485	3.37407959693952	17.0811408002404	11.7136102506267	21.9065682811489	7.20040966393568	4.47117988005193	0.701000392045452
EHI_017650A	5.98695255893347	4.14207657816061	3.25663572436591	12.9328636227082	12.8526266104746	20.2801047202615	4.27028520006011	2.34272205012533	0.706663492940288	11.5206554622971	11.1779497001298	13.3190074488636
EHI_017660A	77.5685735504662	103.887058465032	219.202161267858	372.066508051849	905.130872084374	242.132449052189	42.7028520006011	57.3966902280706	344.14512106192	210.972003153315	505.243326445868	417.095233267044
EHI_017720A	1951.80591708234	1647.33005716154	2327.11209829753	1131.28423623595	1008.30733650939	785.071045713504	1826.25863722571	1533.31158180703	1818.24516733536	1060.62034349773	926.652030140762	671.558375579543
EHI_017750A	493.756806782833	328.098479296477	611.548576276244	1339.7675558678	1963.72118991889	1109.22494305023	250.523398403526	165.161904533836	1126.42160774682	684.038918073889	983.659573611424	2243.20125454545
EHI_019060A	69.3138116007253	64.260947337838	90.1816397111739	44.4810962293489	23.7094886993711	22.2216350127383	83.9822756011821	77.3098276541359	45.9331270411187	53.283031513124	26.8270792803116	11.2160062727272
EHI_019190A	11.7206351716565	14.8003488414194	3.06670210573623	21.3948964990892	11.352099685933	83.8616742981807	7.11714200010018	9.37088820050132	1.41332698588058	14.4008193278714	6.70676982007789	96.7380541022724
EHI_019860A	30.2427274333773	16.5500593800683	9.40007482522847	46.711459721719	48.6489141631548	119.15997247041	18.5045692002605	9.37088820050132	9.89328890116403	29.5216796221363	30.1804641903505	164.034091738636
EHI_020990A	3.72890053502174	3.73227880271235	14.4673987443841	41.0515447952925	111.605185880415	15.8502969300148	0	0	45.9331270411187	12.2406964286907	34.6516440704024	55.3790309715907
EHI_021190A	292.966734060627	216.274519827331	600.391511996388	131.834359284647	132.467807952398	54.4940332593242	233.442257603286	171.018709659149	582.290718182797	104.405940127067	102.837137241194	56.0800313636362
EHI_021260A	144.270515006163	255.516537166145	667.100988101449	94.4866563174471	149.419872598203	30.7468567640799	234.865686003306	415.833163897246	233.905616163235	153.36872584183	239.208123582778	10.5150058806818
EHI_022010A	1187.48088234856	1299.20698214551	2633.02936113587	4769.4975658286	4248.3866447664	2039.01797731472	1057.60730121489	1151.4478876366	2204.08343448076	4264.8026439491	3724.49284008326	1871.67104676136
EHI_022130A	834.619513626697	629.267463275185	3828.12322575223	532.324646687177	619.441666257031	101.179029664967	975.048454013724	730.929279639103	2182.17686619961	622.835435930436	710.917600928256	61.6880344999998
EHI_022870A	30.2618540724979	22.9017365824225	52.2371911854877	17.7205170454473	11.4914333540808	7.23326743098042	27.0451396003807	19.9131374260653	38.1598286187755	15.1208602942649	8.94235976010385	4.20600235227271
EHI_022960A	441.409798065881	989.858400221987	490.916538561142	1076.75762399985	1479.43754658443	1542.80447092715	583.605644008214	1304.89618191981	233.198952670295	1430.72140022402	1928.19632327239	806.851451244316
EHI_023000A	35.7273457091875	35.4767799628049	76.9855312436771	135.361669048159	202.405380456114	73.4500096003541	28.4685680004007	28.112664601504	67.8396953222676	113.04643172379	166.551450531934	70.8010395965907
EHI_023220A	1488.28876552225	1772.48312247029	2941.55044621061	656.120325588389	1120.62725950748	487.841342222606	811.35418801142	961.687401576448	4930.39119024439	357.860360297603	600.255898896971	894.476500249997
EHI_023360A	438.530234939307	553.254729046289	125.459138745766	546.274712512654	959.896474685998	2570.122345777	616.344497208675	774.269637566422	53.7064254634619	770.443834041118	1329.05821934544	1233.76069
EHI_023400A	2871.06790862819	3519.44363344074	2318.73968144913	952.554646941608	384.429328254178	754.805494952894	3733.65269325255	4554.25166544364	1137.72822363386	1240.63058509612	489.594196865686	405.178226602271
EHI_023420A	15.2799445048641	14.3616732713178	15.5507232057226	7.87398878013055	6.03496727181776	6.3823182348167	11.3874272001603	10.542249225564	12.0132793799849	5.04028676475497	3.35338491003895	4.20600235227271
EHI_023450A	25.2097812399341	26.4174661925667	13.8220971599655	50.6018028404381	33.9305803818738	78.7486060670841	15.6577124002204	16.3990543508773	14.839933351746	33.1218844541041	21.2381044302467	103.047057630681
EHI_023490A	183.450417343499	173.203147871872	437.051123601619	72.7838409660673	165.307781785442	42.1011454974969	202.126832802845	189.760486060152	266.412136838488	79.2045063032925	178.847195202077	26.6380148977272
EHI_023600A	77.6076036745858	234.069007842353	37.7014789531462	225.539050343903	269.711713558963	782.53980984713	130.955412801843	398.262748521306	11.3066158870446	386.661998953346	453.824757825271	282.503157994317
EHI_024240A	42.253782729661	103.266451875082	74.3464088415284	179.719238931031	330.75100874797	186.525160650744	76.8651336010819	190.931847085214	20.4932412952683	336.97917227219	610.316053627088	58.1830325397725
EHI_024500A	12.2115021525713	18.5506304399658	9.00806070574149	20.8330353279919	31.5701148317888	44.7435676610996	5.69371360008014	9.37088820050132	11.3066158870446	10.8006144959035	16.7669245501947	71.5020399886361
EHI_024510A	80.8269082599298	110.508846257197	42.0956822768292	173.335938119954	255.445989636724	430.468596297976	109.603986801543	149.934211208021	17.6665873235072	238.333559876271	345.398645734011	211.001118005681
EHI_024670A	22.529339747888	34.3194746997466	31.1865179904752	63.7827065097996	59.8538535665837	53.8299282897023	15.6577124002204	24.598581526316	30.3865301964324	47.5227037819755	43.5940038305063	58.884032931818
EHI_025360A	261.282730353208	260.70270437266	151.426457625582	567.412420249482	624.559008744607	1023.39189461529	179.351978402524	178.046875809525	179.492527206833	392.422326684494	423.64429363492	1343.11675115909
EHI_025480A	28.9430924093417	34.8764164332805	224.942957837057	37.7238868525054	15.7108084217204	3.80517048436156	48.3965656006812	58.5680512531333	70.6663492940288	64.0836460090275	24.5914893402856	0
EHI_025600A	133304.390455116	125013.684789288	350681.187275401	64251.1226714818	79217.8672517043	24769.8483025765	135113.247158302	126071.244405445	245258.165177321	65298.3551193335	78938.6807823168	18999.9146259999
EHI_025830A	1050.94526070631	1169.97892085685	943.380462275487	1985.90086634531	2539.84805902731	2557.7889286199	879.678751212382	974.572372852138	860.716134401271	1668.3349191339	2092.5121838643	2562.85743331817
EHI_025840A	57.434677147503	57.6709329417901	11.6644654715505	3.39602919258193	3.46071755596015	14.8986730163541	19.9279976002805	19.9131374260653	30.3865301964324	0	0	43.462024306818
EHI_025850A	12690.2732670943	12181.2436422249	51512.2141719582	7455.04141363359	6356.26801724278	1495.58708687607	17916.6932710522	17111.2418541154	22541.1520978093	10552.9204034641	8821.63790334245	716.422400670452
EHI_026310A	367.012665630748	282.960086340521	575.984967010436	161.169874365007	161.3064186236	84.1868110036624	411.37080760579	315.096115741857	345.558448047801	180.010241598392	176.611605262051	53.9770301874998
EHI_026330A	179.243455219095	186.157243583586	417.860958057885	143.117175526822	97.932378260705	49.54402448054	172.234836402424	178.046875809525	308.811946414906	137.527824581171	91.6591875410645	38.5550215624999
EHI_026350A	9.89880815342001	12.4545397440545	4.5547168494954	15.5345576520696	17.165934880901	42.3327529777746	7.11714200010018	9.37088820050132	2.11999047882086	12.2406964286907	13.4135396401558	36.4520203863635
EHI_026360A	12.4353166297793	19.4234622301858	6.34166051209076	35.8666504153701	75.7087724150688	127.868332660178	12.8108556001803	21.084498451128	2.11999047882086	41.0423350844334	87.1880076610126	75.7080423409088
EHI_026440A	609.146611881882	607.170214917739	2206.34841314928	544.59745591014	692.732142583762	160.417419754542	610.650783608595	605.593649957398	1558.89966542627	547.231134459112	682.972726677932	122.675068607954
EHI_027380A	1991.53791764353	1834.71056854486	6808.91798550571	1758.90874156888	1554.13756278207	432.919614381155	2202.04373483099	2018.25504618297	4203.94111950177	1949.87093699378	1688.98819968962	291.616163090908
EHI_027600A	190.861693308186	337.696728617288	191.98624025501	481.803566277195	456.62606204713	551.831318597853	290.379393604087	513.056128977448	73.4930032657899	738.762031519801	686.326111587971	234.134130943181
EHI_027650A	29.0810737657825	38.2934171550833	10.352249514111	37.8243204635585	49.6875914017056	133.167203623985	37.0091384005209	49.197163052632	3.53331746470144	48.9627857147626	63.71431329074	66.595037244318
EHI_027810A	18.5647517242442	20.0112668176057	173.712778463829	22.4327768706324	19.4016807631433	2.92562534549463	22.7748544003206	24.598581526316	79.8529747022525	28.0815976893491	23.4736943702726	0
EHI_028930A	40.6738862260581	35.0695617272506	40.0959854202523	16.0202664004431	15.7735223017023	14.116822210221	41.279423600581	35.14083075188	24.7332222529101	15.1208602942649	14.5313346101688	8.41200470454543
EHI_028990A	136.745747312905	119.272404718794	456.446704910357	528.055305722937	1187.91345972665	223.791938355955	82.558847201162	71.4530225288226	645.183769054483	324.018434877106	716.506575778321	345.593193278408
EHI_029090A	295.754516869356	246.028859334903	623.906856732448	170.807792045939	193.268465368764	73.9205860149177	316.001104804448	261.213508588974	399.971537004203	182.170364497573	202.32088957235	50.4720282272726
EHI_029210A	50.3371232297961	30.429682211426	41.4464591346634	93.1939753636562	147.884939747408	109.636499018861	34.1622816004808	19.9131374260653	45.9331270411187	64.8036869754211	101.719342271181	136.695076448863
EHI_029560A	54.1256462065733	54.4838583010592	44.1780584235407	68.1830140920323	129.944547421241	116.759346004791	32.7388532004608	32.7981087017546	57.9464064211036	41.7623760508269	79.3634428709217	171.745096051136
EHI_030150A	24.0104831988226	27.0496980998884	64.1321526005863	5.35409945178908	9.63469073820379	3.25590590941063	22.7748544003206	25.7699425513786	42.3998095764173	3.60020483196784	7.82456479009087	0.701000392045452
EHI_030600A	88.6335490882032	128.02376035943	43.8244865431539	158.570474598672	242.183299977239	453.346977226843	88.2525608012422	127.678351731831	28.9732032105518	159.849094539372	240.325918552791	344.191192494317
EHI_030780A	11.0510438724833	12.462115172143	6.86691156648962	25.5216983893523	14.9827840974891	33.8352651184279	7.11714200010018	8.19952717543866	4.94664445058201	18.7210651262328	10.0601547301168	34.3490192102272
EHI_030790A	1229.83343961702	2812.60445816785	249.808206073444	2008.73501628393	2115.37555410954	13300.9688965215	2303.10715123242	5244.18330920555	72.0796762799094	3773.73470486869	3896.63326546525	4273.99939030112
EHI_030880A	14.582486124213	12.4593569646009	13.5247209106163	25.0107982169183	33.4066068335692	28.5604339022074	8.54057040012021	7.02816615037599	14.1332698588058	15.8409012606585	21.2381044302467	35.0500196022726
EHI_031240A	70.3439647564644	76.0218279858346	20.0068029926357	158.74282305689	295.671394885472	787.517654464009	59.7839928008415	64.4248563784466	15.5465968446863	137.527824581171	252.621663222934	741.658414784089
EHI_031260A	72.5997890592122	70.331267829363	115.869478314348	45.9208156786623	23.5871663781614	19.6095607682106	66.9011348009417	64.4248563784466	87.6262731245957	41.7623760508269	20.1203094602337	14.7210082329545
EHI_032780A	22.808894474153	21.4054449530177	57.8359428743916	82.8967505219009	198.433558122591	49.3483782811522	11.3874272001603	10.542249225564	90.4529270963568	45.3625808827948	108.426112091259	84.1200470454543
