NOISeq_CDC5_1	NOISeq_CDC5_2	NOISeq_CDC5_3	NOISeq_pEhEx_1	NOISeq_pEhEx_2	NOISeq_pEhEx_3	DESeq2_CDC5_1	DESeq2_CDC5_2	DESeq2_CDC5_3	DESeq2_pEhEx_1	DESeq2_pEhEx_2	DESeq2_pEhEx_3
EHI_000130A	130.665833732215	75.2849676493259	177.805302993299	301.57443911307	740.831665424535	269.070274538921	72.5948484010218	40.9976358771933	280.545406697294	169.929668068882	411.348548964777	466.866261102271
EHI_000560A	73.5012240786215	61.1045184926124	178.294886332223	41.7671569953944	43.0165334746	15.3220409985252	81.135418801142	66.7675784285719	105.292860448103	45.3625808827948	45.8295937705322	8.41200470454543
EHI_000620A	5.99440010610702	5.46663590970397	11.744892050528	41.5941530139228	71.5660876882038	25.6619604357564	1.42342840002004	1.17136102506267	21.9065682811489	18.0010241598392	31.2982591603635	56.0800313636362
EHI_000730A	384.25525835515	503.010550241398	145.057814318165	681.434937482357	982.692731937016	2362.84893401066	370.091384005209	482.600742325818	106.706187433983	659.557525216508	933.35879996084	1932.65808086931
EHI_000740A	154.314900995704	118.082270744377	230.25093811878	84.7692311036742	85.5266812352369	47.0082240849377	163.694266002304	124.164268656643	146.98600653158	89.2850798328024	88.3058026310256	31.5450176420454
EHI_001060A	2.42752555145241	8.05181646030699	9.28729337774018	27.5584555600224	31.4139273688134	11.8918212825832	0	3.514083075188	10.5999523941043	15.8409012606585	17.8847195202077	15.422008625
EHI_001130A	2103.68564687542	1398.30063674167	14799.9809790586	610.845489889862	1141.43466442091	84.9084863427664	3807.67097005359	2517.25484285967	4553.03288501427	1106.70296534691	2029.91566554357	27.3390152897726
EHI_001400A	843.775348170393	1235.92107160434	225.07510178467	1054.29249429196	1333.0697268861	4753.967011906	1373.60840601933	2003.02735285716	79.1463112093122	1721.61795064702	2134.9883927248	1859.75404009658
EHI_002180A	815.106562679193	816.338826235026	981.913163463563	567.153286766501	344.393699574399	347.248448871472	809.9307596114	807.067746268177	702.423511982646	564.512117652557	335.338491003894	271.28715172159
EHI_002190A	236.68687974624	216.073245649132	2291.31719405642	85.3155946352369	254.615191007948	13.7454675657008	372.938240805249	338.52333624311	849.409518514226	133.20757878281	394.581624414583	4.20600235227271
EHI_003240.mRNA	36.6407865422696	78.1099070172438	172.078905994823	31.3068144325531	4.71998548173807	3.8458892177923	62.6308496008816	135.877878907269	52.9997619705216	53.283031513124	5.58897485006491	0
EHI_003260A	639.107496687849	915.582317155636	153.72851761011	713.195574097253	876.440737996896	3540.65425713087	923.805031613003	1317.7811531955	63.5997143646259	1033.97882774116	1246.34139156447	1636.83591542613
EHI_004230A	127.163422832862	215.592509804189	64.4133269522065	308.702304673495	414.170162020938	826.085800816975	187.892548802645	318.610198817045	24.7332222529101	460.826218491883	606.962668717049	363.81920347159
EHI_004530A	105.724000549034	126.081903627657	283.747957176086	53.6431120069752	49.2553876336672	19.2073876817307	156.577124002204	186.246402984964	112.359495377506	78.4844653368989	70.4210831108178	7.01000392045452
EHI_004570A	86.4703776111901	106.300884734299	24.7935851226006	114.15135299428	92.3405090062601	378.651269997107	92.5228460013023	113.622019431079	14.1332698588058	123.1270052533	97.2481623911294	259.370145056817
EHI_004600A	332.933238408465	474.291574737532	85.5539839751595	521.354500816878	787.217953978184	2744.51077670374	414.21766440583	588.023234581458	43.1064730693576	651.637074586179	965.774854091216	1562.52987386931
EHI_004790A	2462.01887901667	3467.47786988359	868.078642209729	3185.21448374424	3855.59414398999	10602.9764037761	3510.17443444941	4919.71630526319	373.118324272472	4554.25911243932	5405.65647498278	5014.25580430112
EHI_004880A	228.134401913781	218.758818711042	143.183656378562	360.125121781738	595.414205288579	688.676477266368	214.937688403025	204.988179385966	108.119514419864	341.299418070551	554.426305126439	576.923322653407
EHI_005010A	80.1872329835431	114.191293569634	142.538049257173	207.03199262943	313.409405211267	169.843614137702	54.0902792007613	77.3098276541359	168.185911319788	142.568111345926	212.381044302467	220.114123102272
EHI_005060A	421.301149019044	376.812037923053	318.966199186286	521.22312615981	905.399656711538	810.13565571099	422.75823480595	376.006889045116	223.305663769131	524.909864500911	895.353770980398	624.591349312498
EHI_005070A	59.5336907775309	71.1964021736073	36.1733355745906	154.859075616535	216.207861028223	323.097599470555	46.9731372006612	56.2253292030079	32.5065206752532	125.287128152481	172.140425381999	333.676186613635
EHI_005100A	67.3214625326076	57.818355536625	57.828935985758	116.546066255817	146.380572348064	140.681038810632	44.1262804006211	37.4835528020053	69.2530223081482	77.7644243705053	96.1303674211164	187.868105068181
EHI_005140A	374.250742843447	451.525385050692	1126.5419774267	234.210651046703	423.700077132486	107.69425038102	408.52395080575	490.800269501257	703.130175475586	255.614543069717	454.942552795284	72.2030403806816
EHI_005890A	12282.6110898584	13701.863319715	22664.9521249158	8695.1876922587	8733.70628196813	4408.27980851852	19674.6273450769	21837.6835902433	8295.52274362604	13965.1945432032	13753.3493110397	1768.62398913068
EHI_005910A	176.415497755222	273.07988936715	814.698000245209	212.465870116236	166.63436554451	44.725550535693	313.154248004408	483.772103350881	253.692193965563	378.741548323017	290.626692203375	14.020007840909
EHI_005960A	49.5921522876006	48.7607162021516	27.9236996489253	55.8888035231953	124.244991454538	154.815798582846	22.7748544003206	22.2558594761906	52.2930984775813	25.9214747901684	58.1253384406751	331.573185437499
EHI_006150A	66.8927447824041	62.2342399073287	73.3859537305123	36.6560490845133	29.4349012273162	27.1362643485333	69.7479916009817	64.4248563784466	45.9331270411187	37.4421302524655	29.0626692203375	17.5250098011363
EHI_006170A	134.050629382736	151.215445013189	239.170539927123	279.133858597124	589.605371070732	242.307803024778	85.4057040012021	96.0516040551386	312.345263879607	180.010241598392	374.461314954349	346.995194062499
EHI_006700A	21.984539202813	27.5076834650511	5.35935423255888	39.4400542177757	38.1903362080817	199.41748906482	15.6577124002204	19.9131374260653	3.53331746470144	29.5216796221363	27.9448742503245	215.908120749999
EHI_006810A	396.884816470865	386.933827063155	191.107228072621	712.226665035247	965.578227988568	1691.20286039376	278.991966403927	270.584396789476	220.47900979737	503.308635509104	669.559187037776	2156.97820632386
EHI_006860A	4835.88953237853	9641.80238056613	1450.78116711088	7704.76245555788	9115.63811436744	34413.3703242614	8502.13783331967	16868.7701219274	464.277914861769	13584.2928719811	15758.673487243	12108.3797718011
EHI_006940A	117.267892484614	126.640657409496	110.750382602123	229.729422270828	330.627128141937	305.045997027706	74.0182768010418	79.6525497042613	144.866016052759	146.888357144288	207.909864422415	441.630246988635
EHI_006960A	7.10611227373892	7.62628780950069	8.17117410128242	23.2496180721114	31.6268439864675	23.2691507327076	4.27028520006011	4.68544410025066	5.6533079435223	18.0010241598392	24.5914893402856	21.0300117613636
EHI_007030A	36.4994141133237	60.9547811927791	19.3469612756558	71.9762929945281	67.6924831545448	156.077371274165	49.8199940007012	84.3379938045119	7.06663492940288	100.805735295099	92.7769825110775	72.2030403806816
EHI_007510A	38216.285529043	34924.9474103584	142109.326558821	17391.8845392012	11558.5762513518	3240.99101621911	58723.5386428266	53395.3209664565	55175.5788652847	26795.6045233702	17459.9574316028	1378.8677711534
EHI_007620A	10010.7747119444	8630.63780889498	29980.3795157706	4381.85529759703	2936.34622520593	997.101270161008	14553.1319618048	12483.1944440928	12586.3834727595	6386.04333094455	4195.08452245872	457.75325600568
EHI_007930A	94.0805294416929	95.6098431412243	128.911928739418	196.275436392709	286.592441767529	171.699877713215	68.3245632009617	69.1103004786973	137.799381123356	144.728234245107	207.909864422415	201.88811290909
EHI_008090A	221.728925785991	254.215156482797	117.446143777519	330.283110021668	342.308373341894	631.142373937027	253.370255203566	289.326173190478	67.1330318293273	379.46158928941	385.639264654479	402.37422503409
EHI_008200A	196.570178733937	215.490251747813	28.6134061191302	307.233751256443	379.601126995323	2360.51710168952	209.243974802945	228.41539988722	16.9599238305669	329.058721641861	399.052804294634	1665.57693149999
EHI_008610A	60.5638192293511	36.0396091952931	102.662688631927	26.740888363915	17.1967301726307	9.81376056693736	52.6668508007413	30.4553866516293	83.386292166954	22.3212699582006	13.4135396401558	7.01000392045452
