NOISeq_EhMyb10_1	NOISeq_EhMyb10_2	NOISeq_EhMyb10_3	NOISeq_pEhEx_1	NOISeq_pEhEx_2	NOISeq_pEhEx_3	DESeq2_EhMyb10_1	DESeq2_EhMyb10_2	DESeq2_EhMyb10_3	DESeq2_pEhEx_1	DESeq2_pEhEx_2	DESeq2_pEhEx_3
EHI_033240A	2.05084271553314	2.07446219699003	1.99156819032243	10.2837083550087	21.7847007269493	15.4436224008506	0	0	0	7.09366214345662	16.9022828209113	12.6270923884725
EHI_033850A	2.75767128311806	11.7136090016694	3.13810700522686	21.0199106564892	22.4783444633167	38.8690959896164	1.79302700202642	16.1983702668642	0	28.9657870857812	30.987518505004	15.372112472923
EHI_035090A	1778.02097248821	922.364409698019	964.312665905797	2435.69284337908	2742.07235692986	2939.17122293878	3853.21502735478	2052.6934765954	288.498866382333	5039.45581441397	5651.93557217027	791.663792355536
EHI_035440A	5385.91095146059	3997.62056634424	1607.49455264579	4694.98863777885	5659.19499652112	13004.60578875	10127.9130209463	7724.82279837567	589.541161737812	8426.67948791451	10118.8333154522	4289.36838396242
EHI_035460A	58962.4471494759	48789.5282206288	172956.791819263	42406.5654531192	64315.4575805649	17178.6097406502	28352.2394695428	24110.3742327681	437549.297012971	19463.2355061091	29406.2160455365	39001.2453598733
EHI_036560A	26.7164966515554	15.4514665559401	4.30086615404049	66.8957917778272	59.448078899771	313.415053099433	53.7908100607927	30.5969216151879	0	133.006165189812	117.376964034106	85.6446266348569
EHI_036630A	1.86901070580547	26.7350765087957	2.29549888925204	44.9401100000727	70.5818950813712	192.842355536453	0	27.8971932373772	0	44.9265269085586	71.3651941327364	135.603992171857
EHI_038300A	29.3079800260489	11.9447586315621	28.5548466295521	98.241697561237	85.4435603090494	57.2060726639974	24.2058645273567	8.99909459270232	28.2227151895761	81.5771146497511	70.4261784204636	52.7043856214504
EHI_039020A	619.522017398281	70.6504144939896	620.512844183786	372.400506506805	3228.97225176734	398.112156548128	256.402861289779	28.7971026966474	1922.28049013446	146.60235096477	1276.1223529788	1105.69409001668
EHI_044770A	5253.47514181745	1940.26463461931	3089.82329964189	6298.54375874071	9391.17641339733	7524.39786639933	5613.07102984372	2129.18578063337	2524.36508084542	6423.90220941192	9542.27766811668	5519.68638581315
EHI_048140A	117.64608638899	76.3330588325903	155.638202059453	369.379745545226	981.122565807638	311.774455688662	258.195888291805	170.982797261344	43.9020014060073	780.302835780228	2069.59062984936	80.1545864659558
EHI_048440A	46.0205134894604	18.5048370443298	23.8324212027646	70.914224186161	96.6525712005839	95.1117489979626	51.1012695577531	19.7980081039451	15.6792862164312	76.2568680421587	104.230744062286	60.939445874802
EHI_049000A	2751.81353362972	188.723131457603	1142.57819705633	4147.05892153152	5767.30543369645	2939.51045671366	2772.01974513285	193.4805337431	1012.88188958145	3988.41154015848	5526.10746672571	2341.50213203631
EHI_049360A	91.911661447805	58.4401886614046	175.755415192966	30.1047073629267	29.2508510245148	15.9782861016676	11.6546755131718	7.19927567416186	2568.26708225142	2.95569255977359	2.81704713681854	197.092442063549
EHI_049690A	1060.26774255651	662.444081623001	742.840053882524	2365.98585646327	2423.04964247421	2517.9642731851	1264.08403642863	810.818422802479	517.416445142228	2695.00047600156	2749.4380055349	1577.83754454217
EHI_050640A	14.6103709340556	42.2285388608237	65.1833896447589	3.72318640557351	8.06804392731429	2.47105531881113	16.1372430182378	52.1947486376735	40.766144162721	2.36455404781887	7.51212569818278	0
EHI_050740A	236.370686175881	149.039426324442	182.214620397521	459.102698406508	441.945726111598	443.849264304545	233.093510263435	150.284879698129	163.064576650884	433.895667774763	415.983960536872	359.048627046131
EHI_053420A	9.72424298531149	10.2659109582509	7.27364648261785	21.7478455823319	32.0646393956015	34.7286615704994	9.86164851114533	10.7989135112428	3.13585724328623	23.6455404781887	35.6825970663682	19.2151405911538
EHI_056490A	12850.9098063435	17398.5392490141	38434.2507149364	7473.27732520858	11273.4982073411	3925.62179767945	4807.10539243284	6689.02701075564	138642.520440171	2667.80810445164	4009.59709140506	12705.5999628878
EHI_057550A	653.275079488698	974.809979479856	1054.98726463527	304.18012226182	222.565148642966	198.053648760487	455.428858514712	699.22964985297	1567.92862164312	201.578232576559	146.486451114564	262.423920073472
EHI_057670A	54182.4063302558	84385.3372393841	133174.66604065	35287.2797889804	53366.1567673477	23849.2138963724	22593.0367390339	36162.8616207743	412133.174056136	14044.2687670202	21158.8410446441	66237.3346377916
EHI_057850A	283.893424265897	170.996275373102	198.869039269225	458.861408340738	508.029050268122	480.294464789388	439.291615496474	270.87274724034	94.075717298587	679.218150235971	749.334538393733	205.876506333791
EHI_058080A	1563.31009718353	567.895016030759	823.650737653106	1614.27305124336	2484.38838741687	2156.39870610231	1739.23619196563	647.934810674567	633.443163143819	1714.30168466868	2629.24399436397	1491.09490987353
EHI_058320A	27.2151732246859	21.2917818172343	35.9219067368914	74.6719907238329	155.54495995033	72.5429868408931	16.1372430182378	12.5987324297832	56.4454303791522	44.9265269085586	94.8405869395577	104.859767226011
EHI_065820A	620.612271402133	988.735733324309	1880.2270070173	579.032837414169	561.038059894539	253.776505392525	284.194779821188	466.15309990198	5058.13773342069	253.007283116619	244.14408519094	609.94346276491
EHI_066770A	414.071254414239	76.7696499603577	116.518132128374	515.424037951436	623.876389230526	767.907932276874	710.935206303477	133.186599971994	47.0378586492935	845.328072095247	1019.77106352831	285.482088782856
EHI_067520A	2482.7244513035	361.73897182357	1106.30623701557	2316.17807097553	3642.15800658298	2388.2500958062	2397.27710170933	357.264055330282	1041.10460477103	2134.60116666849	3344.77396711588	2019.23677412182
EHI_068480A	4692.35885035346	8494.50904856148	11556.2204664982	4716.67759852189	3336.3456234192	2231.0005046297	2785.46744764805	5183.47848539654	21684.4528373243	2672.53721254728	1882.72650310706	3755.18747552834
EHI_069200A	49.7414887962104	153.018995788016	175.547422266809	56.322233995776	11.4939142516453	15.3993682811583	8.0686215091189	27.8971932373772	1705.90634034771	8.86707767932077	0.939015712272848	125.721919867835
EHI_073540A	11.3171071304383	40.9082509447052	18.1475366680337	6.278172142928	4.13175395205598	4.99380771920554	25.1023780283699	102.589678356806	3.13585724328623	11.8227702390944	6.57310998590994	0
EHI_083260A	44.9867766654147	16.7595409701718	5.15805338194396	47.0533314658004	55.3344208636788	267.468009507882	109.374647123612	39.5960162078902	0	109.360624711623	128.64515258138	57.6454217734614
EHI_083270A	944.863485964649	199.938915492499	647.960500200922	2274.52467868292	2474.18750309966	1439.29654260327	1378.83776455832	297.870031018447	338.672582274913	3171.45811663706	3436.79750691862	676.921952825504
EHI_083410A	944.863485964649	199.938915492499	647.960500200922	2274.52467868292	2474.18750309966	1439.29654260327	1378.83776455832	297.870031018447	338.672582274913	3171.45811663706	3436.79750691862	676.921952825504
EHI_083560A	191.484343983638	141.662752171127	7.8833961687077	52.8936098501039	130.416532005401	1558.03314058844	682.246774271054	517.447939080383	0	176.750415074461	440.398369055966	205.327502316901
EHI_086060A	7.56716310487147	123.871801285021	78.3836845583701	20.5137647910085	7.64482532824221	6.23178892178887	0	17.0982797261344	1085.00660617704	1.77341553586416	0	65.3314780099229
EHI_086080A	164.699213428799	46.7552517601908	91.7667913206338	202.081161858384	496.305561575647	282.90440788237	187.371321711761	53.0946580969437	65.8530021090109	219.903526447155	540.87305026916	185.563357708857
EHI_086530A	37.378182142524	24.7356802795491	14.151223965063	54.5179191457402	70.5157237201	125.148539932851	50.2047560567399	33.2966499929986	6.27171448657247	70.9366214345662	92.0235398027391	60.939445874802
EHI_086540A	23.4191280150014	13.3292697100066	16.1521691713885	52.0006616034482	47.3017159049994	51.9168548005673	21.5163240243171	11.698822970513	12.5434289731449	47.8822194683322	43.194722764551	40.0772932329779
EHI_087760A	86.8172319318034	77.694264437305	138.659292049381	46.0388544254628	21.3635733689907	21.8502926171598	19.7232970222907	17.9981891854046	925.077886769439	9.45821619127549	3.75606284909139	125.172915850945
EHI_088020A	187.8463547761	189.214201820891	91.6755041317405	232.969886429253	426.554037894578	577.290612067779	315.57275235665	326.667133715094	37.6302869194348	374.190678067337	684.542454246906	219.601606756043
EHI_088600A	1554.97615475149	4.14428328244234	7.70903367096402	4.07987611432153	4.13914590259352	37.4695447341584	471.566101532949	0	31.3585724328623	0	0	157.564152847461
EHI_090020A	8157.17163743872	1232.73994975006	7145.69764867738	12492.3772620657	25244.9491403375	7770.913103451	6540.06598989138	1014.19796059755	8767.85685222831	9561.07429235561	19248.8830858811	8557.87461528301
EHI_090270A	484.139756005836	328.888742838556	1086.16348791552	338.630005719856	299.144940133888	121.971030955665	266.264509800924	185.381348609668	2251.54550067952	177.341553586416	155.876608237293	224.542642908054
EHI_092430A	6650.24599999066	643.954014590458	2090.38580158613	6461.97464778675	9331.26232321611	7216.9738935595	7525.3343275049	746.924851194293	1574.20033612969	6979.57241064936	10040.8950113336	4881.74371818684
EHI_092470A	10450.6401027744	1977.98873190615	5737.13224461943	12892.0636366698	17927.2334787862	11708.0858041104	9293.25895150295	1806.11828475536	6080.42719473201	10943.1561333057	15159.4696589329	11138.7424986834
EHI_092720A	7.01984311025528	8.09803427838898	6.44542812710341	14.5861930578679	42.9430610446895	29.5060822796583	3.58605400405285	4.49954729635116	6.27171448657247	8.86707767932077	29.1094870804583	33.4892450302966
EHI_093580A	403.113997562175	138.893386497079	188.393889608895	412.056096427355	618.132120231509	616.056211854972	356.812373403258	125.087414838562	197.559006327033	348.180583541329	521.153720311431	584.140273971075
EHI_093840A	11.2908603413195	9.10153380358292	10.6387347080161	26.8136097137603	32.5371300262664	27.2909192584106	8.0686215091189	6.29936621489162	9.4075717298587	20.6898479184151	25.3534242313669	24.7051807600549
EHI_095070A	14.6041690052429	12.7890900472089	10.9438582283138	31.4745467091655	37.2170889734928	38.4294835328576	22.4128375253303	19.7980081039451	3.13585724328623	49.0644964922416	58.2189741609166	13.1760964053626
EHI_095830A	120.0936201557	36.6128923614625	127.843759029466	334.664504217029	421.904632008677	193.80806926621	84.2722690952419	25.1974648595665	181.879720110602	226.997188590612	285.460776530946	248.698819651219
EHI_097930A	46.5411325248765	20.9250901387301	18.3654979640789	59.6553477188374	103.000505076339	127.469929668665	49.3082425557266	21.5978270224856	12.5434289731449	60.887266731336	106.108775486832	87.8406427024173
EHI_098190A	63.8209311005585	50.138918283363	33.0385742508629	100.167383270719	129.134915810461	186.039826039397	66.3419990749777	53.0946580969437	25.0868579462899	100.493547032302	129.584168293653	134.505984138077
EHI_098440A	319.758772614262	789.518730543207	879.723653495493	210.668295599923	249.619412682163	112.654181904379	684.03980127308	1740.42489422863	266.54786567933	429.166559679125	507.068484627338	29.6462169120658
EHI_098800A	225.259036024597	231.074241195936	189.274115281998	419.914990638108	555.013324668541	553.785544731898	231.300483261409	243.875463462233	159.928719407598	413.205819856348	544.629113118252	423.282097022273
EHI_099860A	32.3385105939134	33.3796986165824	78.2449823563074	143.121156708752	312.638189670116	92.0744329637707	15.2407295172246	16.1983702668642	175.608005624029	69.163205898702	152.120545388201	186.112361725747
EHI_100350A	3.69738475218445	10.8053834552005	2.74136384519738	20.5063781043774	42.6871201311936	78.6265534476981	2.68954050303963	12.5987324297832	0	24.2366789901434	52.5848798872795	40.0772932329779
EHI_103310A	576.016588037307	106.420048575902	281.163299250826	1079.33818593997	1694.24529189167	1040.02425080156	1069.54060670876	200.679809417262	103.483289028446	1915.28877873329	2996.39913786266	346.970538674548
EHI_103370A	31.2084124198879	15.3520856199951	30.0186235706839	92.0574738331422	87.7650075630727	62.6221744554329	26.8954050303963	12.5987324297832	28.2227151895761	79.2125606019323	75.1212569818278	54.9004016890108
EHI_103400A	38.6533020305175	94.9333797344217	54.0987754425131	9.18686830284907	8.62492644829564	9.96676886365273	23.3093510263435	61.1938432303758	87.8040028120145	4.13796958368303	3.75606284909139	12.6270923884725
EHI_105140A	5316.21168392651	1834.72417582534	5132.93698551544	8697.73510650962	14077.5197234003	6634.33790511742	4286.23104834416	1519.04716724815	6246.62762862618	6694.64364788718	10794.9246282887	7246.85302294943
EHI_105280A	22.9708645070775	7.48653908637461	4.11500506875184	42.6887021852281	54.1716967369305	157.32266161082	43.9291615496474	12.5987324297832	0	80.3948376258417	102.35271263774	45.0183293849889
EHI_105350A	180.175766468523	469.056422621301	568.746806594279	219.861786865677	86.0455348989315	85.4871423141479	32.2744860364756	88.1911270084828	5528.51631991363	37.832864765102	14.0852356840927	737.861398700306
EHI_105860A	144.456561235227	367.248773994431	407.806544092147	143.706047338331	61.4442661502353	65.7090079379518	22.4128375253303	60.2939337711056	4760.2312953085	21.2809864303699	8.45114141045563	679.117968893064
EHI_106670A	1666.46150306056	414.700729697112	587.090242143954	1562.33097436937	1895.80407048377	2270.91091496785	1991.15648575034	507.548935028411	407.66144162721	1781.69147503152	2154.10204395391	1419.72438767782
EHI_107100A	52.6413285882613	46.6817560847344	45.9422838559396	98.0323429234717	110.138668240755	105.916779679955	55.5838370628191	50.394929719133	34.4944296761486	100.493547032302	112.681885472742	73.5665382632745
EHI_108500A	59437.6542088816	57239.5420091727	148422.592585439	50688.3636213464	60503.6954744563	22875.3333933564	30470.700872437	30156.8658896047	342974.978412702	24802.9896845961	29492.6054910656	47439.4370994743
EHI_110360A	305.037027249565	398.114845925219	258.266523783206	523.576277527926	685.170732551148	770.401614563467	310.193671350571	416.658079642117	222.645864273323	509.561397304967	664.823124289176	599.512386443998
EHI_110720A	1096.76517396673	1092.89000221221	471.946952644827	1262.15928596589	1461.41149190352	2904.43838589738	1420.97389910594	1455.15359563997	291.63472362562	1561.19681007241	1801.03213613932	1618.46384179204
EHI_110740A	1311.89746546953	1863.98339175057	3391.94268341018	1103.31672786034	1478.06252359919	450.588315794374	6306.07596612693	9210.57331563083	329.265010545054	5061.3279393563	6756.21804980314	38.4302811823076
EHI_111050A	1017.19211966115	379.087762844971	414.327720797553	956.058208967457	1497.01345090507	1593.94514045613	1696.203543917	647.934810674567	178.743862867315	1521.59052977145	2374.77073633803	620.923543102713
EHI_111760A	5031.64708904877	1998.78331290007	4332.26298134751	8799.41410524517	10561.9686746597	6806.16226034591	4720.14358283456	1925.8062428383	4255.35827913942	7880.46750286835	9423.02267265803	6001.16290862577
EHI_112990A	159.859270469236	95.2072541639562	21.933843602222	153.897707436335	167.097729988629	665.135525999935	1251.53284741444	762.223312001887	0	1149.76440575193	1244.19581876152	27.9992048613955
EHI_113950A	230.591337881309	603.018465522966	1041.29503588573	80.605732750199	417.239123747403	57.2442139525914	462.600966522817	1248.17442000781	344.944296761486	152.513736084317	798.163355431921	15.9211164898131
EHI_114920A	792.39501870331	29.5175740693136	248.809646822885	1317.08096648143	2744.27865628637	1114.03276053082	730.658503325767	26.0973743188367	247.732722219612	1160.40489896711	2410.4533334044	1001.93233082445
EHI_117850A	2693.7379541759	433.593400326837	2091.84742396799	4841.09011175468	8476.42768594067	3209.34964302377	2419.68993923466	398.659890456713	2182.55664132722	4152.15690796994	7243.56720447275	3006.34599649023
EHI_118170A	332.242847237317	141.341743514316	15.097729933775	287.748606830857	343.507816293642	3559.59274434041	1973.22621573008	858.513624143801	0	1630.36001597111	1940.0064615557	228.934675043175
EHI_118640A	13.2807825932583	10.4066595894866	7.47644935962957	24.9069858358986	29.3484981395327	44.8048138287168	7.17210800810569	5.39945675562139	9.4075717298587	14.1873242869132	16.9022828209113	62.5864579254723
EHI_122780A	3450.06883847468	3123.74062625589	5199.0891330284	2205.70685155994	2292.64051913626	1470.564537938	1962.46805371792	1825.9162928593	10357.7364745744	1197.0554867083	1239.50074020016	2627.53322483606
EHI_124880A	44.7645521946284	52.6855678568259	22.6068740952396	79.9621039010807	124.367166348148	209.176784975914	42.1361345476209	51.2948391784032	18.8151434597174	73.3011754823851	114.559916897287	170.740249252824
EHI_126110A	2320.77308260188	1122.37833876333	590.636311125793	2183.29113672008	2270.74789728011	5506.48650612215	3424.68157387047	1700.82887802074	304.178152598765	3075.10253918844	3186.08031174177	2556.71170665723
EHI_126210A	61.5662603984637	34.8736120424867	65.3727269228327	136.036624920262	203.063301990581	113.146828404927	55.5838370628191	31.4968310744581	62.7171448657247	119.409979414853	178.412985331841	98.8207230402195
EHI_126870A	36816.2795931382	1787.91622819909	21908.793565955	48944.9687468747	64707.53579991	20309.8884837993	32077.2530662527	1599.1391091232	23910.9114800575	40705.2067946899	53608.4070136569	19893.70955603
EHI_126980A	8.5333312513401	16.7507638223212	12.805627218102	47.1064657217885	151.504430577593	76.2923238602642	5.37908100607927	12.5987324297832	12.5434289731449	36.0594492292378	119.254995458652	76.8605623646152
EHI_127360A	8.88506828346859	10.0141830755255	2.78015320541682	16.5893565648804	18.9938767858925	73.9868516259973	9.86164851114533	11.698822970513	0	19.5075708945057	22.5363770945484	36.7832691316373
EHI_130260A	6577.70262592043	1.3653870738169	5.75965606985316	5949.6113305061	7945.91870026735	57041.0016566781	18157.0879360206	0	0	15675.8110600152	20856.4779852922	10935.6110124341
EHI_131940A	5280.99907675312	1574.73762339528	3186.50389304083	6757.42095730332	9072.16358376763	6924.70093319301	4514.84199110253	1382.26092943908	3568.60554285973	5514.73117802557	7375.96841990322	6962.46894220035
EHI_132040A	411.74859818291	797.414905044306	578.428362286606	328.067965092408	234.543924803085	274.306707086005	301.228536340439	601.139518792515	799.643597037989	228.770604126476	162.449718223203	339.284482438087
EHI_134490A	346.993715631693	105.413870849885	196.085630519033	436.296911523009	610.359758834235	472.64470244939	388.190345938721	119.687958082941	147.385290434453	466.408285932273	650.737888605084	321.167349880713
EHI_134810A	356.698577935809	216.979934537118	385.707476224522	917.447429263253	1142.86056617082	728.257745528477	283.298266320175	176.382254016966	473.514443736221	698.134582618522	866.711502427839	804.290884744009
EHI_134840A	27.8620649703185	25.0151507263402	21.0744470727402	57.7555013326095	119.044233314082	103.732553794359	19.7232970222907	17.9981891854046	25.0868579462899	40.7885573248756	85.4504298168292	119.133871665154
EHI_135060A	1008.91531319324	319.184069233372	955.052747832572	1691.36942648835	3239.63997130246	1407.35377259546	670.592098757882	216.878179684126	1520.89076299382	1074.09867622172	2050.8103156039	2012.64872591914
EHI_135090A	476.752265643029	926.417728977764	721.369321653878	427.547718643254	185.733216556372	306.602572701145	105.788593119559	212.378632387775	5356.04417153289	90.4441923290719	38.4996442031868	2039.00091872986
EHI_139570.mRNA	779.155484490428	374.254328981653	346.557135467578	673.344850623497	1326.7601161072	1207.21510401152	2303.14318410294	1134.78582813976	65.8530021090109	1899.32803891051	3731.6484405723	208.621526418241
EHI_140540A	4577.16137234346	2276.18105795968	2905.97895701038	8275.35667829144	8437.75735550281	8913.96124550315	4425.19064100121	2260.57256168682	2734.4675161456	7638.10071296692	7758.14781479827	7531.7861077154
EHI_140550A	2373.5335104284	298.583768716739	807.791398076303	2474.16333145314	3459.77999717579	2893.24178850031	2485.13542480862	319.467858040932	677.345164549826	2472.73239550659	3445.24864832908	2181.74196312129
EHI_140640A	18.6012146173981	1.86656167384718	2.34708477375836	19.475683125694	46.6896818076907	80.141007258111	18.8267835212774	0	0	18.916432382551	47.8898013259153	53.2533896383405
EHI_140770A	4.75328449286304	4.09569370060137	2.92132614934822	10.6315270804229	25.5421192673499	25.7987561408913	4.48256750506606	3.59963783708093	0	12.4139087510491	32.8655499295497	10.9800803378022
EHI_141940A	8630.03282396651	3231.35181669499	5234.45431900862	11664.450676034	16603.3707135282	13149.3232065158	9956.67894225273	3830.01465865411	3838.28926578235	12846.031003288	18215.965802381	8656.14633430634
EHI_142710A	52.5314461375075	22.2154433342234	12.1488868323004	87.6203480317919	72.5729542110983	205.454888877044	95.0304311074004	39.5960162078902	3.13585724328623	153.104874596272	125.828105444562	67.5274940774833
EHI_146950A	98.1861883372764	101.890689694024	44.4558257659459	146.177037001958	177.111313896922	335.506241383601	128.201430644889	136.786237809075	25.0868579462899	183.252938705963	221.607708096392	179.524313523065
EHI_148470A	373.530289248105	179.340554306774	310.382157362695	420.335167172352	1076.96475761337	549.742316600041	310.193671350571	152.084698616669	357.487725734631	333.402120742461	853.565282456019	569.866169531932
EHI_150100A	4.67962475752827	32.1190845412179	24.5336769210318	4.65995521102044	4.72765201135823	2.9168271244478	0	7.19927567416186	144.249433191167	0	0	9.88207230402195
EHI_150530A	11.4835934897682	11.2767909458788	7.62342315392513	25.7735561475764	25.5258779201396	36.6156064732505	12.551189014185	12.5987324297832	3.13585724328623	29.5569255977359	29.1094870804583	19.2151405911538
