NOISeq_EhMyb10_1	NOISeq_EhMyb10_2	NOISeq_EhMyb10_3	NOISeq_pEhEx_1	NOISeq_pEhEx_2	NOISeq_pEhEx_3	DESeq2_EhMyb10_1	DESeq2_EhMyb10_2	DESeq2_EhMyb10_3	DESeq2_pEhEx_1	DESeq2_pEhEx_2	DESeq2_pEhEx_3
EHI_151390A	267.398257859369	240.923780786447	208.395551376809	485.777517151114	458.246204005339	561.287176227959	228.610942758369	211.478722928505	228.917578759895	397.836218545525	373.728253484593	556.69007312657
EHI_152080A	4580.19199243656	1819.29722697211	2017.47485188718	4568.24711422877	6951.62500976686	7594.12678299035	5082.3350372439	2073.39139415861	1561.65690715654	4838.46872034937	7335.59074427549	5280.32063444906
EHI_152380A	12.1578695672578	6.50702586820762	2.63481665643687	12.767787010474	26.2433318498544	77.7348760927591	13.4477025151982	6.29936621489162	0	13.5961857749585	30.0485027927311	42.2733093005383
EHI_152670A	227.628461158076	87.363712507416	200.184370814792	421.987423658938	437.401049634988	299.519277380247	173.923619196563	67.4932094452674	257.140293949471	309.165441752318	319.265342172768	346.421534657658
EHI_152800A	138.555209247059	75.9308268098919	141.640504155142	375.294136225164	1121.28369401226	433.721476305196	171.234078693523	95.3904026826446	90.9398600553008	446.309576525812	1332.46329571517	253.09085178634
EHI_153250A	16.3728072814891	4.27665640843706	3.28103573268299	17.4691736250113	34.1823208249959	66.0259784100964	24.2058645273567	4.49954729635116	0	24.8278175020982	50.7068484627338	25.254184776945
EHI_153540A	13215.3652043291	14499.2448181213	21898.781327057	7619.45611804248	7414.40225324144	4952.51146421889	7182.86617011785	8099.18513343209	46573.7517772871	3952.35209092925	3831.18410607322	9451.10415076321
EHI_153650A	25.8533595040377	14.1423674310376	11.6448591295978	48.1218733283501	53.5112025972586	82.4465114459031	22.4128375253303	11.698822970513	9.4075717298587	41.3796958368303	46.0117699013696	70.821518178824
EHI_153940.mRNA	4.66438719863427	5.62288343632169	3.46317376385494	11.2188866557598	16.4214033598873	19.570734489647	5.37908100607927	7.19927567416186	0	15.9607398227774	24.414408519094	6.03904418579119
EHI_155420A	405.749682006244	90.065706500837	197.046631364554	440.134811391813	715.864899202414	511.847640230043	449.153264007619	100.789859438266	150.521147677739	465.226008908363	754.96863266737	353.55858687723
EHI_155680A	83.1366048465664	73.7944353015906	157.222867728012	417.930422099063	753.186002875382	273.510302048933	66.3419990749777	60.2939337711056	185.015577353888	325.126181575095	585.006788745984	290.423124934867
EHI_158570A	3900.96107296705	365.670516042948	5166.42836078637	4871.79712986263	21800.1035913896	2476.50675186382	2144.4602944236	205.179356713613	10803.0282031211	2556.67406420416	11401.5287784169	4646.22099494099
EHI_159680A	18.2145121065596	28.5851795901142	23.0113690455306	52.0196124063055	72.8719032147283	56.1467127932773	21.5163240243171	35.9963783708093	12.5434289731449	62.6606822672001	88.2674769536477	29.6462169120658
EHI_159820A	35.1004828272615	21.2761357692081	4.19184648746251	44.3561121443968	51.833538560425	335.627128934242	69.9280530790305	42.2957445857009	0	85.1239457214794	99.5356655009219	94.9776949219887
EHI_160740A	645.615072938957	114.836189384048	224.438079369353	610.252336562725	948.87322795281	868.787288516218	713.624746806516	128.687052675643	172.472148380743	643.749839518688	998.173702146037	603.904418579119
EHI_160980A	5568.96731074794	4326.07242662023	3531.29810869876	8932.67984114162	11471.3408920544	12568.7069815583	8967.82455063516	7158.7797484947	1614.96648029241	13731.5564941962	17567.1059452004	5162.28477081769
EHI_161040A	933.865755952504	247.437065137641	370.721969062148	769.272752548164	1258.26902937423	1178.24327816428	1186.08736184048	321.267676959473	235.189293246467	932.225433352591	1520.26643816974	674.176932741053
EHI_162230A	1.5179426869394	11.0145906101222	3.7041523794843	19.9483439556018	48.572388820039	23.0249184488249	0	17.9981891854046	0	32.5126181575095	82.6333826800106	6.5880482026813
EHI_165810.mRNA	1278.60235134163	2124.6972868259	801.290156884514	543.209272205671	380.640199221544	936.624812657773	916.236798035502	1565.8424591302	1147.72375104276	370.643846995608	258.229320875033	1204.5148130569
EHI_166970A	11.9782768856304	20.3043287289061	25.2900915554949	6.27411094980141	5.71302410164821	4.20640979485747	3.58605400405285	7.19927567416186	75.2605738388696	1.18227702390944	0.939015712272848	8.23506025335162
EHI_167060A	286.787445570615	399.310710395712	122.089310815259	452.057817236196	530.899088168808	1293.95581949295	299.435509338413	429.256812071901	100.347431785159	451.629823133405	528.665846009613	970.639101861712
EHI_167080A	4657.34296291798	5726.0906947802	8946.93630665082	5040.39467605761	2446.07248128645	2093.99039283538	2694.0230705447	3404.35748441929	17413.4152719684	2783.08011428281	1344.67049997472	3655.81774847123
EHI_167270A	5316.21168392651	1834.72417582534	5132.93698551544	8697.73510650962	14077.5197234003	6634.33790511742	4286.23104834416	1519.04716724815	6246.62762862618	6694.64364788718	10794.9246282887	7246.85302294943
EHI_168340A	90623.2300857465	92236.0734640426	291628.158496125	60930.1735733661	130119.357313684	30816.3862757848	32894.8733791768	34408.0381751973	1098083.13088154	21110.1474004149	44910.3044708735	104136.728935766
EHI_169310A	40.7082320485169	44.2389616277748	218.038191396128	26.9836666151384	20.9855399181551	4.65154106069113	93.237404105374	104.389497275347	56.4454303791522	57.9315741715624	44.1337384768239	0
EHI_170050A	368.085645488948	99.1506072996401	133.283911352262	402.277063323941	536.91475818119	598.412919423672	569.286073143389	155.68433645375	62.7171448657247	594.094204514492	790.651229733738	257.482883921461
EHI_170060A	377.208267663436	106.536783459248	327.452853696824	634.051405584549	810.449014922614	430.364947678527	308.400644348545	88.1911270084828	385.710440924207	495.965211530009	631.957574359627	455.67333401879
EHI_170130A	100.412411041931	14.6248277406033	6.42819059543041	77.5325001373717	101.039877358435	486.423736268939	300.332022839426	41.3958351264307	0	220.49466495911	287.338807955491	80.7035904828459
EHI_172280A	19.4709435577077	14.0944792643342	42.5074706439598	97.4699959982158	257.891500355827	58.3818890118177	15.2407295172246	10.7989135112428	43.9020014060073	79.803699113887	213.156566685936	54.9004016890108
EHI_174180A	414.071254414239	76.7696499603577	116.518132128374	515.424037951436	623.876389230526	767.907932276874	710.935206303477	133.186599971994	47.0378586492935	845.328072095247	1019.77106352831	285.482088782856
EHI_174880A	11.8294998995127	7.79850491051342	5.09289604720442	18.2647610266269	32.2647948689995	48.2020554590517	8.96513501013212	5.39945675562139	3.13585724328623	14.1873242869132	26.2924399436397	42.2733093005383
EHI_176140A	448586.490939198	473086.017648315	840708.081286521	236723.338513474	476440.616889921	194514.48012504	221059.609539335	239592.794345566	2054475.68808244	111347.441250303	223245.351498596	426616.198416847
EHI_177460A	18.7029969345985	10.5514378874035	4.0852831668715	56.7079490498746	31.6614891185017	152.117746266842	34.9640265395153	18.8980986446749	0	106.996070663804	58.2189741609166	43.9203213512087
EHI_177520A	767.560806120267	301.45451966617	679.644367619869	1330.13389171664	2462.6621125853	1226.71097454586	752.174827350085	302.369578314798	624.03559141396	1245.52884468859	2298.71046364393	1012.36340714536
EHI_178340A	374.436987876371	444.291955825434	653.203871451971	1604.4995107237	6626.48371695495	2035.40005603723	269.850563804977	329.366862092905	921.942029526153	1108.97584842705	4567.37242449513	2583.06389946796
EHI_178640A	113.711820407097	83.8499242614021	34.4101135582283	6.86740223821892	6.96716739412869	22.1744491316717	17.033756519251	12.5987324297832	401.389727140638	0	0	228.385671026285
EHI_178770A	20.9095847129652	28.8351933082242	38.4492422045331	11.7527760334121	7.11792655424017	6.70158727268688	5.37908100607927	8.09918513343209	169.336291137457	2.36455404781887	0.939015712272848	22.5091646924944
EHI_179000A	3535.1475357214	1918.77693590339	1900.584806115	4008.81848199773	5782.90113337746	6231.19024366383	3847.8359463487	2145.38415090023	1511.48319126396	4165.16195523295	5986.22516573941	4451.324568945
EHI_179390A	92.5713274174411	58.483164851931	221.248126111734	360.511574798674	628.382994682231	165.078132020122	46.618702052687	29.6970121559177	498.601301682511	177.341553586416	308.936169337767	333.245438252296
EHI_181610A	184.15769019032	328.862316039868	252.186887671192	68.5870619607119	64.6476389126821	59.9686344687393	234.886537265461	432.856449908982	156.792862164312	82.1682531617058	76.9992884063735	32.3912369965164
EHI_182850A	8659.77521380171	3162.9573623745	3496.37213990804	11659.4387409145	13260.0622216528	16851.0521829136	12686.562552838	4760.52103953953	1828.20477283587	16304.782436735	18472.3170918315	7913.34389945402
EHI_183460A	2723.57949802653	1836.1587295836	4328.44135851853	1262.64738482366	1653.30494311199	790.429039290343	1326.83998149955	918.807557914907	10730.9034865255	586.409403859081	765.297805502371	1756.26385003146
EHI_186720A	7287.92113657212	1188.26701899077	4389.78581434677	10195.9428893835	13396.5470366731	7427.82109259905	7706.43005470957	1289.57025513424	3640.73025945532	10291.7214931316	13471.1194082663	5530.11746213406
EHI_186840A	1483.33274054101	1359.55125745626	7987.60017759021	1283.60425662027	2143.91547520817	364.311697494498	245.64469927762	231.27673103245	90660.7687606483	202.760509600468	338.045656418225	3700.83607785622
EHI_186950A	124.39314857144	97.6664596326193	116.080570216094	256.27884945722	291.033243703041	250.903448610973	112.064187626651	89.9909459270232	116.026718001591	222.268080494974	251.656210889123	227.287662992505
EHI_188960A	1593.66893970187	1265.9759472968	1539.00939032656	4971.06160871251	7382.14915927167	5396.14311951988	1486.4193846799	1213.07795109627	1520.89076299382	4429.4008700767	6553.39065595221	4790.60905138308
EHI_192800A	6118.34613361192	2144.53547247143	6232.83744208053	2190.27605248167	2926.43326781521	1527.46585664552	3422.88854686844	1231.97604974095	12719.036978769	1168.68083813448	1555.94903523611	2795.52845400443
EHI_194240A	159.901730022721	284.407481109064	836.281061803448	141.545536960986	145.01169824571	47.1406807450787	19.7232970222907	36.8962878300795	13430.8765729949	16.5518783347321	16.9022828209113	665.392868470811
EHI_197480A	15737.7529810698	1501.65639333989	9391.34065088421	18064.67771625	29647.0011955183	11865.4289252769	12231.1336943232	1197.77949028868	12044.8276714624	13401.1100660135	21910.0536144624	13658.670936209
EHI_197990A	1346.65185441734	2451.34968542329	3397.78458425985	1065.72366262525	1701.30008438675	602.229954761519	3455.16303290492	6466.74937431589	802.779454281276	2609.28539176813	4151.38846395826	126.819927901615
EHI_198580A	522.136898479561	260.26574397266	223.139119210585	434.9129076514	892.022072074641	968.957071272544	581.837262157574	296.970121559177	169.336291137457	462.27031634859	946.527837971031	665.392868470811
EHI_198670A	237423.894589113	312392.286647432	814699.346607927	195231.053620357	307273.890285697	87905.9578838243	104820.358538465	141740.239382358	2325768.10577086	82271.111262786	128990.710363497	225223.407888998
EHI_199150A	3.4833623324412	160.420854714363	13.7200457804399	3.46872095392226	3.51911227727444	5.23101972213268	0	61.1938432303758	43.9020014060073	0	0	12.6270923884725
EHI_199650A	9.03004763168461	10.8382288264465	7.99886528188168	24.7651435932177	27.3256206470484	31.8079874610447	6.27559450709248	8.09918513343209	6.27171448657247	19.5075708945057	21.5973613822755	27.9992048613955
EHI_201200A	109.808426818698	85.7022928581253	103.083074727222	217.417604160707	304.182626724148	233.558868458168	100.40951211348	80.0919418750507	100.347431785159	191.528877873329	267.619477997762	206.425510350681
EHI_201940A	24.1579584178878	16.9520870578904	8.46027090643217	41.3726082801092	51.9831850441702	93.5089492939103	86.9618095982815	61.1938432303758	0	145.420073940861	183.108063893205	10.4310763209121
EHI_202040A	1545.50200318555	1935.81751630999	4468.92492023912	1369.95108049337	1955.48078613506	669.468672557028	763.829502863256	983.601038982364	10843.7943472838	646.114393566507	919.296382315118	1455.40964877568
EHI_202460A	126.236525813633	68.2547960166932	113.734466984964	226.982448151925	520.679452053037	240.969607720003	261.781942295858	143.985513483237	34.4944296761486	451.629823133405	1035.73433063695	66.9784900605932
