NOISeq	DESeq2
EHI_000130A	0.038894862693425	0.0894817947625023
EHI_000560A	0.0414646947638018	0.224081605395187
EHI_000620A	0.0186947240040517	0.0736040465905268
EHI_000730A	0.0106001913234329	0.12661970827595
EHI_000740A	0.0421621811544853	0.226120418941012
EHI_001130A	0.0143554062972624	0.171647888248126
EHI_001400A	0.0181592796584303	0.388396874486952
EHI_002180A	0.0348189244229516	0.206769726984167
EHI_002190A	0.0160053774781261	0.371829813438116
EHI_003240.mRNA	0.0285380628923071	0.122907774493054
EHI_003260A	0.0372575319562268	0.443943563174545
EHI_004230A	0.0180383614740678	0.0965331951197541
EHI_004530A	0.0364825556854633	0.0883244243573515
EHI_004570A	0.0435451815050696	0.43095980983798
EHI_004600A	0.011084707126141	0.210256631747877
EHI_004790A	0.0101874037538008	0.372938057490932
EHI_004880A	0.018218046973657	0.0796223186074611
EHI_005010A	0.0453750893924304	0.252332337575273
EHI_005060A	0.0416840702087237	0.208804821258939
EHI_005070A	0.0139403067098599	0.0283018649217449
EHI_005100A	0.0448144594271286	0.126128843764945
EHI_005140A	0.0311601063135551	0.361415204058413
EHI_005890A	0.00515029268201384	0.23531076422078
EHI_005910A	0.0394993961049821	0.37780779282315
EHI_005960A	0.0478764220265693	0.194318669066484
EHI_006150A	0.0417939463027481	0.221834426801915
EHI_006170A	0.0428784956004178	0.294167128730738
EHI_006700A	0.027240328097168	0.241680014435236
EHI_006810A	0.0123984148148092	0.0774374218362797
EHI_006860A	0.0126545030505786	0.38794940446314
EHI_006940A	0.0422509644628281	0.0774374218362797
EHI_007030A	0.0464512724395318	0.308961485839898
EHI_007510A	0.00729362388437982	0.0680436478207987
EHI_007620A	0.0228092567322976	0.0582854675458593
EHI_007930A	0.0430413515746144	0.207596603479613
EHI_008090A	0.0454107252573674	0.280051637267755
EHI_008200A	0.0152308921693187	0.224558564634562
EHI_008610A	0.0312704184329772	0.120356599258344
EHI_008620A	0.0417534197163298	0.567394136841521
EHI_008630A	0.0314317436712102	0.247076786152819
EHI_008730A	0.0429817848945315	0.406265448386178
EHI_009490A	0.0478334351311032	0.455817659630519
EHI_009500A	0.0203888741133618	0.147310295159305
EHI_009530A	0.00991318290077825	0.393715242204665
EHI_009570A	0.0496188012003616	0.371946845610082
EHI_009800A	0.0446574975923091	0.280051637267755
EHI_009940A	0.0182188351060014	0.0536505563451383
