U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3
EHI_000130A	59.6199571849075	70.3783785133705	610.618502566156	140.16143158217	346.926283467558	381.749395478831
EHI_000140A	118.229406620918	206.995230921678	91.9464154443247	282.698480648783	273.392995123891	30.9526536874728
EHI_000240A	689.166284747574	871.449922180264	11090.1522628232	940.744523839649	1549.85546201268	1693.79799345337
EHI_000250A	426.434270034423	406.745628761097	1607.88347007768	260.130114546569	262.080181532557	525.621915396529
EHI_000260A	104.082298136364	109.707472388489	422.01047088549	87.3039425533007	53.7358645588337	40.1238103356129
EHI_000280A	40.4203099558695	35.1891892566853	108.449618216383	43.9489234622058	66.934147082056	49.294966983753
EHI_000290A	15.157616233451	19.6645469375594	44.7944075241582	14.8476092777722	11.3128135913334	64.7712938274894
EHI_000300A	74.7775734183585	94.1828300693635	2.35760039600833	106.90278679996	92.3879776625562	25.2206807823853
EHI_000410A	15.157616233451	15.5246423191258	134.383222572475	22.5683661022138	19.7974237848335	52.1609534362968
EHI_000430A	18.1891394801413	23.804451555993	28.2912047520999	20.7866529888811	11.3128135913334	8.59795935763134
EHI_000440A	285.973692937776	223.554849395412	117.880019800416	323.677882255435	221.542599496946	241.889256594695
EHI_000480A	21.2206627268315	17.5945946283426	7.07280118802498	20.1927486177702	17.9119548529446	9.17115664814009
EHI_000510A	9201.68356145368	9701.86647329905	1268.38901305248	7464.19013612166	9713.93593709163	6159.57808380709
EHI_000520A	14.1471084845543	10.3497615460839	9.4304015840333	13.6598005355505	16.0264859210557	10.3175512291576
EHI_000540A	33.3467557135923	14.4896661645175	63.6552106922248	26.1317923288791	10.370079125389	60.7589127939281
EHI_000550A	280.921154193293	300.143084836433	49.5096083161748	230.434895991025	212.115254837502	98.0167366769973
EHI_000560A	23.2416782246249	53.8187600396363	30.6488051481082	37.415975379986	38.6521131037225	6.87836748610507
EHI_000570A	56.5884339382172	44.5039746481608	58.9400099002081	39.7915928644296	38.6521131037225	108.334287906155
EHI_000580A	131.366007356576	135.581876253699	115.522419404408	111.060117397736	94.2734465944451	141.579730755663
EHI_000590A	10733.6133087811	10476.0286369461	811.014536226864	8308.12824747023	9274.62167596151	5181.70350619915
EHI_000610A	1131.76867876434	1296.82512172431	11773.8563776656	1159.30133240846	2148.4918478874	3052.84876924963
EHI_000620A	3.03152324669021	9.31478539147551	136.740822968483	14.8476092777722	26.3965650464446	45.8557832407005
EHI_000650A	69.7250346738748	54.8537361942447	16.5032027720583	61.1721502244216	49.9649266950559	38.9774157545954
EHI_000660A	20.2101549779347	15.5246423191258	9.4304015840333	19.5988442466593	8.48461019350006	14.9031295532277
EHI_000670A	16.1681239823478	4.13990461843356	68.3704114842415	6.53294808221978	9.42734465944451	78.5280287996996
EHI_000690A	0	21.7344992467762	0	109.278404284404	280.934870851446	0
EHI_000700A	67.7040191760813	65.2034977403286	4.71520079201665	46.9184453177603	49.0221922291115	22.3546943298415
EHI_000710A	27.2837092202119	22.7694754013846	2.35760039600833	27.3196010711009	24.5110961145557	8.02476206712258
EHI_000720A	126.313468612092	144.896661645175	122.595220592433	129.471152902174	100.872587856056	123.237417459383
EHI_000730A	391.066498823037	483.333864202118	1886.08031680666	544.016403937575	787.183279063617	1580.30492993264
EHI_000740A	107.113821383054	106.602543924664	47.1520079201665	73.6441420177503	74.4760228096116	25.793878072894
