baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1.1	CmasM_2.1	CmasM_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_015230A	35.2710209979355	1.02379674030289	0.686511524487329	1.49130306452967	0.13588194473292	0.589659762018621	39	30	66	34	36	10	50.5036377716286	34.4129815717853	49.370882891841	25.9429048245069	43.6458215370812	7.74989739076988	41.03	DOWN_pEhEx_UP_CmasM
EHI_068260A	354.793470372951	-0.653488623436747	0.438727987372532	-1.48950749039372	0.13635378238481	0.590069735394044	168	295	345	379	362	757	217.554131939323	338.394318789222	258.075069661896	289.187086132004	438.882983233983	586.66723248128	40.99	UP_pEhEx_DOWN_CmasM
EHI_073320A	17.6330524551179	1.76421138909665	1.1843068755134	1.48965730552891	0.136314365948668	0.590069735394044	14	18	48	9	20	0	18.1295109949436	20.6477889430712	35.9060966486117	6.86723951236948	24.2476786317118	0	40.99	DOWN_pEhEx_UP_CmasM
EHI_141890A	98.3062050688354	-0.876378917465408	0.588033787928002	-1.49035469637454	0.136130997824751	0.590069735394044	21	78	125	152	128	140	27.1942664924154	89.4737520866418	93.5054600224262	115.980045097796	155.185143242955	108.498563470778	40.99	UP_pEhEx_DOWN_CmasM
EHI_049610A	54.6282298066867	0.984828727370018	0.661822345154989	1.48805602376479	0.136736119601915	0.590634564505142	44	66	91	78	48	12	56.9784631269656	75.7085594579277	68.0719748963263	59.5160757738688	58.1944287161082	9.29987686892386	40.94	DOWN_pEhEx_UP_CmasM
EHI_169970A	27.1844732552803	0.910642710024711	0.611775747074984	1.48852371866434	0.136612831803428	0.590634564505142	23	29	56	35	17	14	29.7841966345502	33.2658821860591	41.8904460900469	26.7059314369924	20.610526836955	10.8498563470778	40.94	DOWN_pEhEx_UP_CmasM
EHI_175230A	30.9633463676742	1.06848750062005	0.718294902255012	1.48753318068338	0.1368740464772	0.590686432405284	23	43	49	38	30	6	29.7841966345502	49.3252735862256	36.6541403287911	28.9950112744489	36.3715179475676	4.64993843446193	40.93	DOWN_pEhEx_UP_CmasM
EHI_187070A	33.6151444236693	0.742873025737136	0.500284139296948	1.48490221333241	0.137569729650666	0.593143016352272	41	39	37	44	23	19	53.0935679137634	44.7368760433209	27.6776161666381	33.5731709493619	27.8848304264685	14.7248050424628	40.69	DOWN_pEhEx_UP_CmasM
EHI_076880A	8.05913008589539	1.49096968565022	1.00725578763416	1.48022945507437	0.138812022248313	0.593187035626159	7	12	14	6	8	1	9.06475549747181	13.7651926287141	10.4726115225117	4.57815967491299	9.6990714526847	0.774989739076988	40.68	DOWN_pEhEx_UP_CmasM
EHI_078560A	16.6969802839378	0.997317916107927	0.674095433440858	1.4794906872714	0.139009218498458	0.593187035626159	18	15	35	20	8	11	23.3093712792132	17.2064907858927	26.1815288062793	15.26053224971	9.6990714526847	8.52488712984687	40.68	DOWN_pEhEx_UP_CmasM
EHI_081300A	12.970199240174	-1.45112063819577	0.981357116037224	-1.47868764029091	0.139223817144404	0.593187035626159	5	0	17	11	5	57	6.47482535533701	0	12.71674256305	8.39329273734047	6.06191965792794	44.1744151273883	40.68	UP_pEhEx_DOWN_CmasM
EHI_086690A	1024.78419663852	0.637722349132281	0.431266194418363	1.4787209324217	0.139214915406563	0.593187035626159	1144	883	1558	1103	972	605	1481.44004130111	1012.88875759621	1165.45205371952	841.618353571504	1178.43718150119	468.868792141578	40.68	DOWN_pEhEx_UP_CmasM
EHI_090000A	313.530085858129	-0.621281816800211	0.42004814840113	-1.47907286144471	0.139120842493387	0.593187035626159	258	157	303	441	314	546	334.100988335389	180.09460355901	226.657235094361	336.494736106104	380.688554517875	423.144397536036	40.68	UP_pEhEx_DOWN_CmasM
EHI_099870A	21.7966217915952	1.1600700986715	0.784029401727705	1.47962575907885	0.138973148230473	0.593187035626159	16	29	40	24	21	4	20.7194411370784	33.2658821860591	29.9217472071764	18.3126386996519	25.4600625632973	3.09995895630795	40.68	DOWN_pEhEx_UP_CmasM
EHI_103800A	187.485830937116	-0.583533591810263	0.39416493740904	-1.48042998356474	0.13875853319919	0.593187035626159	79	129	268	211	181	379	102.302240614325	147.975820758677	200.475706288082	160.99861523444	219.441491616991	293.721111110179	40.68	UP_pEhEx_DOWN_CmasM
EHI_118290A	32.2655905828645	-0.912313152288467	0.615612960240392	-1.48195897619215	0.138351210964293	0.593187035626159	8	26	35	38	35	72	10.3597205685392	29.8245840288806	26.1815288062793	28.9950112744489	42.4334376054956	55.7992612135431	40.68	UP_pEhEx_DOWN_CmasM
EHI_125890A	31.4259053987962	-1.1424602035162	0.772176568690485	-1.47953233734308	0.13899809528108	0.593187035626159	9	16	22	13	24	133	11.6546856396066	18.3535901716188	16.456960963947	9.91934596231147	29.0972143580541	103.073635297239	40.68	UP_pEhEx_DOWN_CmasM
EHI_133100A	53.8182668486793	-0.915303787896335	0.618494287355688	-1.47989044783199	0.13890248529055	0.593187035626159	11	39	74	61	71	98	14.2446157817414	44.7368760433209	55.3552323332763	46.5446233616154	86.0792591425767	75.9489944295448	40.68	UP_pEhEx_DOWN_CmasM
EHI_151380A	1495.78824860424	-0.556286629181097	0.376001632707658	-1.479479291553	0.139012261999272	0.593187035626159	816	1100	1713	1597	1561	2921	1056.691497991	1261.80932429879	1281.39882414733	1218.55350013934	1892.5313172051	2263.74502784388	40.68	UP_pEhEx_DOWN_CmasM
EHI_152190A	21.0353744531091	-1.01102290154804	0.682755358384531	-1.48079819386584	0.138660357977403	0.593187035626159	6	21	14	40	21	36	7.76979042640441	24.0890871002497	10.4726115225117	30.5210644994199	25.4600625632973	27.8996306067716	40.68	UP_pEhEx_DOWN_CmasM
EHI_179000A	5405.24241293252	-0.572884172182861	0.386789092068336	-1.4811280460868	0.138572455542048	0.593187035626159	2537	4489	6160	7046	6375	8108	3285.326385298	5149.32914252481	4607.94906990516	5376.28551157282	7728.94756385812	6283.61680443622	40.68	UP_pEhEx_DOWN_CmasM
EHI_146950A	220.122756634868	-0.510318166595206	0.345315543118208	-1.47783144073684	0.139452900634318	0.593623917309968	144	159	235	310	236	327	186.474970233706	182.388802330462	175.790264842161	236.538249870504	286.122607854199	253.421644678175	40.64	UP_pEhEx_DOWN_CmasM
EHI_004850A	36.3379429574744	-1.10750334029665	0.752963994705218	-1.47085829878258	0.14132944228169	0.596293181483944	9	7	33	20	6	195	11.6546856396066	8.02969570008324	24.6854414459205	15.26053224971	7.27430358951353	151.122999120013	40.37	UP_pEhEx_DOWN_CmasM
EHI_033710A	39566.1388620609	-0.695847446490325	0.473117623298997	-1.47077050657775	0.141353191125738	0.596293181483944	18695	22202	56195	31107	51199	77259	24209.3720036051	25467.9005618926	42036.3146076819	23735.4688345864	62072.8449132505	59874.932251349	40.37	UP_pEhEx_DOWN_CmasM
EHI_037540A	32.9307117718099	-0.829914614829523	0.564321934489273	-1.47064036343124	0.141388402049956	0.596293181483944	14	16	42	45	16	98	18.1295109949436	18.3535901716188	31.4178345675352	34.3361975618474	19.3981429053694	75.9489944295448	40.37	UP_pEhEx_DOWN_CmasM
EHI_038620A	7087.7348796665	-0.605159512380773	0.4114979329983	-1.4706258861895	0.141392319361683	0.596293181483944	2445	5086	10816	8123	6911	14011	3166.1895987598	5834.14747580333	8090.84044482049	6198.0651732197	8378.785351188	10858.3812342077	40.37	UP_pEhEx_DOWN_CmasM
EHI_092350A	11.7721506376373	-1.29981014338321	0.88257232750461	-1.47275198063178	0.140817924720074	0.596293181483944	2	10	6	22	24	8	2.5899301421348	11.4709938572618	4.48826208107646	16.7865854746809	29.0972143580541	6.19991791261591	40.37	UP_pEhEx_DOWN_CmasM
EHI_108610A	1868.48616310151	-0.615968851455058	0.418938505220913	-1.47030851492213	0.141478215943643	0.596293181483944	968	1236	1953	2075	1233	5162	1253.52618879324	1417.81484075755	1460.92930739039	1583.28022090741	1494.86938764503	4000.49703311541	40.37	UP_pEhEx_DOWN_CmasM
EHI_125710A	21.861015673707	-1.22213934040699	0.830315232775654	-1.47189801194122	0.141048420548999	0.596293181483944	7	2	23	8	8	112	9.06475549747181	2.29419877145235	17.2050046441264	6.10421289988398	9.6990714526847	86.7988507766227	40.37	UP_pEhEx_DOWN_CmasM
EHI_153140A	30.705982622815	0.825987986482781	0.560252738445053	1.47431316226184	0.140397292899569	0.596293181483944	32	35	49	40	12	27	41.4388822741568	40.1484785004162	36.6541403287911	30.5210644994199	14.5486071790271	20.9247229550787	40.37	DOWN_pEhEx_UP_CmasM
EHI_161960A	24.3980142534746	0.973086120940175	0.66009561978516	1.47415933657745	0.140438695447812	0.596293181483944	22	36	34	40	10	11	28.4892315634828	41.2955778861424	25.4334851260999	30.5210644994199	12.1238393158559	8.52488712984687	40.37	DOWN_pEhEx_UP_CmasM
EHI_170110A	201.709013796462	-0.948091870714853	0.644407062071499	-1.47126238447346	0.141220171793365	0.596293181483944	37	31	176	54	37	1173	47.9137076294938	35.5600809575115	131.655687711576	41.2034370742169	44.8582054686667	909.062963937307	40.37	UP_pEhEx_DOWN_CmasM
EHI_196370A	31.328999001444	-0.983642356211878	0.667822705145797	-1.47290942436156	0.140775460508835	0.596293181483944	16	16	26	42	65	24	20.7194411370784	18.3535901716188	19.4491356846646	32.0471177243909	78.8049555530632	18.5997537378477	40.37	UP_pEhEx_DOWN_CmasM
EHI_114360A	35.9780035482464	-1.0247737204506	0.698166857056899	-1.46780631319353	0.142156842117035	0.597412747117013	8	10	45	29	6	169	10.3597205685392	11.4709938572618	33.6619656080734	22.1277717620794	7.27430358951353	130.973265904011	40.26	UP_pEhEx_DOWN_CmasM
EHI_123240A	14.7898684319665	-1.14910356851936	0.782459241963517	-1.46857945678522	0.141946890251505	0.597412747117013	3	6	17	12	6	63	3.8848952132022	6.88259631435706	12.71674256305	9.15631934982597	7.27430358951353	48.8243535618503	40.26	UP_pEhEx_DOWN_CmasM
EHI_134780A	80.7290475419692	0.888619108453383	0.60578879765579	1.46687940069552	0.142408865110483	0.597412747117013	69	109	93	105	89	16	89.3525899036507	125.033833044153	69.5680622566851	80.1177943109772	107.902169911117	12.3998358252318	40.26	DOWN_pEhEx_UP_CmasM
EHI_134790A	21.2464856315851	0.907399665714587	0.618942837955051	1.4660476058057	0.142635318007046	0.597412747117013	29	21	27	29	13	10	37.5539870609546	24.0890871002497	20.1971793648441	22.1277717620794	15.7609911106126	7.74989739076988	40.26	DOWN_pEhEx_UP_CmasM
EHI_136990A	24.8770880812606	-1.08438763826801	0.739184413462211	-1.46700555168491	0.142374545118126	0.597412747117013	16	9	15	26	15	89	20.7194411370784	10.3238944715356	11.2206552026911	19.8386919246229	18.1857589737838	68.974086777852	40.26	UP_pEhEx_DOWN_CmasM
EHI_152670A	347.358118983463	-0.724081379542114	0.493894814127141	-1.46606394485389	0.142630867105295	0.597412747117013	107	333	352	523	340	631	138.561262604212	381.984095446817	263.311375423152	399.062918329915	412.2105367391	489.01852535758	40.26	UP_pEhEx_DOWN_CmasM
EHI_168190A	103.408760013134	0.672817579971873	0.458849036733573	1.46631577296421	0.142562280376919	0.597412747117013	93	122	144	129	95	50	120.431751609268	139.946125058594	107.718289945835	98.4304330106292	115.176473500631	38.7494869538494	40.26	DOWN_pEhEx_UP_CmasM
EHI_199150A	11.7232707772189	5.31035257260957	3.62580127328871	1.46460111085816	0.143029778756662	0.598530501469669	29	0	20	0	0	23	37.5539870609546	0	14.9608736035882	0	0	17.8247639987707	40.15	DOWN_pEhEx_UP_CmasM
EHI_012280A	42.1490703275271	0.796979532595514	0.544427408590479	1.46388576331763	0.143225163907975	0.59881394286302	45	40	73	62	22	26	58.273428198033	45.8839754290471	54.6071886530969	47.3076499741009	26.6724464948829	20.1497332160017	40.12	DOWN_pEhEx_UP_CmasM
EHI_176170A	51.4826925427093	-0.734028041550869	0.501763377005498	-1.46289680592377	0.143495618148739	0.59887717503179	27	29	55	56	36	146	34.9640569188198	33.2658821860591	41.1424024098675	42.7294902991879	43.6458215370812	113.14850190524	40.11	UP_pEhEx_DOWN_CmasM
EHI_182980A	2050.84520994271	0.593391156006436	0.405546865817374	1.4631876264423	0.143416045638037	0.59887717503179	1850	2110	3380	3095	1144	1564	2395.68538147469	2420.37970388223	2528.3876390064	2361.56736564262	1386.96721773391	1212.08395191641	40.11	DOWN_pEhEx_UP_CmasM
EHI_178960A	8892.98350736062	-0.607667448608044	0.415698382770694	-1.46179892391654	0.143796319090016	0.599598695867791	5550	5144	10665	8458	10570	16805	7187.05614442408	5900.67924017545	7977.8858491134	6453.67908840234	12814.8981568597	13023.7025651888	40.04	UP_pEhEx_DOWN_CmasM
EHI_156280A	219.355537721026	-0.689125317451887	0.471694943456165	-1.46095549043325	0.144027656675118	0.600029962222894	78	199	225	321	181	457	101.007275543257	228.272777759509	168.309828040367	244.931542607845	219.441491616991	354.170310758184	40	UP_pEhEx_DOWN_CmasM
EHI_008600A	25.3029608143182	1.28563959648843	0.881456809835416	1.4585395247312	0.144691888944916	0.60226233455244	28	27	33	33	28	1	36.2590219898872	30.9716834146068	24.6854414459205	25.1798782120214	33.9467500843965	0.774989739076988	39.77	DOWN_pEhEx_UP_CmasM
EHI_011660A	19.7466592286669	1.57602877559118	1.08244569623636	1.45598876790864	0.145395724641351	0.603617575169605	8	30	49	11	23	1	10.3597205685392	34.4129815717853	36.6541403287911	8.39329273734047	27.8848304264685	0.774989739076988	39.64	DOWN_pEhEx_UP_CmasM
EHI_093740A	1925.19076635492	1.09072769562893	0.749033498708862	1.45618012746968	0.14534283159578	0.603617575169605	1283	2455	3140	2638	2100	214	1661.44018617948	2816.12899195776	2348.85715576335	2012.86420373674	2546.00625632973	165.847804162475	39.64	DOWN_pEhEx_UP_CmasM
EHI_137700A	1389.9703747955	-0.634522430773495	0.435810162915776	-1.45596061029931	0.14540350883429	0.603617575169605	897	792	1353	1438	1069	3696	1161.58366874746	908.502713495132	1012.10309928274	1097.23226875415	1296.03842286499	2864.36207562855	39.64	UP_pEhEx_DOWN_CmasM
EHI_085010A	29.4336125183941	-0.773622238246031	0.53165510393722	-1.45512049544319	0.145635906073559	0.603797147245467	15	23	26	45	29	54	19.424476066011	26.3832858717021	19.4491356846646	34.3361975618474	35.159134015982	41.8494459101574	39.62	UP_pEhEx_DOWN_CmasM
EHI_099200A	26.8049058082599	-0.87040381163718	0.598458705529725	-1.45440914067202	0.14583290723281	0.603797147245467	11	21	23	36	22	66	14.2446157817414	24.0890871002497	17.2050046441264	27.4689580494779	26.6724464948829	51.1493227790812	39.62	UP_pEhEx_DOWN_CmasM
EHI_140120A	48972.3881622234	-0.625311466893222	0.429893538291006	-1.45457284466075	0.145787553319014	0.603797147245467	25015	30305	65276	43799	60078	92377	32393.551252751	34762.8468844318	48829.2992673911	33419.8026002523	72837.6018417989	71591.2271267149	39.62	UP_pEhEx_DOWN_CmasM
EHI_004960A	166.692602146425	0.826379189622937	0.569415413901693	1.45127646608739	0.146702891749357	0.604010152722214	128	174	332	229	135	62	165.755529096627	199.595293116355	248.350501819564	174.733094259179	163.671830764054	48.0493638227733	39.6	DOWN_pEhEx_UP_CmasM
EHI_021190A	162.724048343834	0.932558512696727	0.645229079894375	1.44531383001118	0.148369754943462	0.604010152722214	81	107	621	145	92	80	104.892170756459	122.739634272701	464.535125391413	110.638858810397	111.539321705874	61.9991791261591	39.6	DOWN_pEhEx_UP_CmasM
EHI_021440A	38.1885765251057	0.844740531827891	0.584549052719379	1.4451148759853	0.148425621177666	0.604010152722214	36	37	73	54	25	18	46.6187425584264	42.4426772718685	54.6071886530969	41.2034370742169	30.3095982896397	13.9498153033858	39.6	DOWN_pEhEx_UP_CmasM
EHI_023890A	451.91182378545	0.543607595887279	0.375210115964939	1.44880847492415	0.14739107637182	0.604010152722214	479	357	773	535	296	434	620.288269041285	409.514480704245	578.237764778684	408.219237679741	358.865643749334	336.345546759413	39.6	DOWN_pEhEx_UP_CmasM
EHI_049910A	943.355693045863	-0.607858014108466	0.419056677916239	-1.45053890354651	0.146908298672643	0.604010152722214	378	817	1088	1202	1017	1638	489.496796863478	937.180198138286	813.871524035197	917.157988207568	1232.99445842254	1269.43319260811	39.6	UP_pEhEx_DOWN_CmasM
EHI_054480A	395.745862187126	-1.08043810214744	0.746151213002884	-1.44801493761462	0.147612873027906	0.604010152722214	72	65	217	153	43	2420	93.2374851168529	74.5614600722015	162.325478598932	116.743071710281	52.1325090581803	1875.47516856631	39.6	UP_pEhEx_DOWN_CmasM
EHI_069230A	31.0168229315726	-0.935859039665758	0.647605131976014	-1.44510750989605	0.148427689881828	0.604010152722214	20	7	42	41	38	56	25.899301421348	8.02969570008324	31.4178345675352	31.2840911119054	46.0705894002523	43.3994253883113	39.6	UP_pEhEx_DOWN_CmasM
EHI_092130A	122.055642889319	-0.622101941964533	0.430931840841478	-1.44362027356753	0.148845818918542	0.604010152722214	71	109	98	171	117	219	91.9425200457855	125.033833044153	73.3082806575821	130.47755073502	141.848919995514	169.72275285786	39.6	UP_pEhEx_DOWN_CmasM
EHI_099290A	33.6181393420283	-0.985284177128696	0.6791025652802	-1.45086210463977	0.146818261970831	0.604010152722214	13	10	33	17	18	147	16.8345459238762	11.4709938572618	24.6854414459205	12.9714524122535	21.8229107685406	113.923491644317	39.6	UP_pEhEx_DOWN_CmasM
EHI_099750A	19.021279808713	1.12318713284885	0.775606628600224	1.44814019302017	0.147577846727215	0.604010152722214	15	20	44	22	15	5	19.424476066011	22.9419877145235	32.913921927894	16.7865854746809	18.1857589737838	3.87494869538494	39.6	DOWN_pEhEx_UP_CmasM
EHI_121620.mRNA	10142.5044618396	1.21322446261665	0.840202563267948	1.44396662859232	0.148748362701584	0.604010152722214	8436	12225	12282	14227	12804	440	10924.3253395246	14023.2899905025	9187.47247996351	10855.5796158312	15523.3638600219	340.995485193875	39.6	DOWN_pEhEx_UP_CmasM
EHI_121800A	4204.20184033244	-0.557147638846575	0.385351899047141	-1.44581521519482	0.148229037363944	0.604010152722214	2195	3682	4164	5130	4402	7475	2842.44833099295	4223.61993824378	3114.85388426706	3914.3265220506	5336.91406683976	5793.04829960049	39.6	UP_pEhEx_DOWN_CmasM
EHI_122890A	18.7296001159192	1.10321847588787	0.761597061656271	1.44855925978583	0.147460705480578	0.604010152722214	16	25	30	30	12	4	20.7194411370784	28.6774846431544	22.4413104053823	22.8907983745649	14.5486071790271	3.09995895630795	39.6	DOWN_pEhEx_UP_CmasM
EHI_129790A	920.400236806042	0.495599944186205	0.342725492103097	1.44605509542057	0.148161749213353	0.604010152722214	827	1085	1159	1254	747	616	1070.93611377274	1244.6028335129	866.982625327936	956.835372056814	905.650796894434	477.393679271425	39.6	DOWN_pEhEx_UP_CmasM
EHI_137010A	28.7804425288569	0.791401789703723	0.546680412432801	1.44764979996609	0.14771501602575	0.604010152722214	37	28	40	34	15	24	47.9137076294938	32.1187828003329	29.9217472071764	25.9429048245069	18.1857589737838	18.5997537378477	39.6	DOWN_pEhEx_UP_CmasM
EHI_137270A	28.7804425288569	0.791401789703723	0.546680412432801	1.44764979996609	0.14771501602575	0.604010152722214	37	28	40	34	15	24	47.9137076294938	32.1187828003329	29.9217472071764	25.9429048245069	18.1857589737838	18.5997537378477	39.6	DOWN_pEhEx_UP_CmasM
EHI_148170A	117.488750472575	-0.625993022572592	0.430700489423237	-1.45343002375241	0.146104395433594	0.604010152722214	48	99	135	172	112	208	62.1583234112353	113.562839186891	100.98589682422	131.240577347506	135.787000337586	161.197865728014	39.6	UP_pEhEx_DOWN_CmasM
EHI_150770A	13.6382828235325	1.04971258242027	0.723244268741269	1.45139426302981	0.146670106333008	0.604010152722214	18	19	11	20	9	3	23.3093712792132	21.7948883287974	8.2284804819735	15.26053224971	10.9114553842703	2.32496921723096	39.6	DOWN_pEhEx_UP_CmasM
EHI_170010A	51.4530436748	-0.687504105634066	0.474790751257393	-1.44801494935051	0.147612869745794	0.604010152722214	24	40	54	79	41	105	31.0791617056176	45.8839754290471	40.3943587296881	60.2791023863543	49.7077411950091	81.3739226030838	39.6	UP_pEhEx_DOWN_CmasM
EHI_176990A	22.0120073374466	1.14922751025393	0.795955876938651	1.44383318667614	0.148785904370041	0.604010152722214	20	30	27	29	23	2	25.899301421348	34.4129815717853	20.1971793648441	22.1277717620794	27.8848304264685	1.54997947815398	39.6	DOWN_pEhEx_UP_CmasM
EHI_179330A	320.845966663778	-0.565529681227115	0.389347471075898	-1.45250636832022	0.146360859737974	0.604010152722214	147	261	384	442	353	494	190.359865446908	299.392939674532	287.248773188893	337.25776271859	427.971527849712	382.844931104032	39.6	UP_pEhEx_DOWN_CmasM
EHI_183280A	103.901043967748	0.839344276269792	0.581070863476031	1.44447833995451	0.148604468245424	0.604010152722214	120	64	219	114	86	51	155.395808528088	73.4143606864753	163.821565959291	86.9850338233467	104.265018116361	39.5244766929264	39.6	DOWN_pEhEx_UP_CmasM
EHI_186320A	15.5060827227981	1.00929566183406	0.695474747495882	1.45123265146307	0.146715087729494	0.604010152722214	18	18	21	18	13	5	23.3093712792132	20.6477889430712	15.7089172837676	13.734479024739	15.7609911106126	3.87494869538494	39.6	DOWN_pEhEx_UP_CmasM
EHI_022890A	814.753620905243	-0.514411770564983	0.356471246050038	-1.44306666039699	0.14900169396064	0.604120091935491	482	516	990	906	654	1868	624.173164254487	591.903283034707	740.563243377615	691.302110911861	792.899091256974	1447.68083259581	39.59	UP_pEhEx_DOWN_CmasM
EHI_121890A	241.153300536652	0.747209281518552	0.518003324338468	1.44247970314244	0.149167093406594	0.604268424154001	215	283	318	352	231	74	278.417490279491	324.629126160508	237.877890297052	268.585367594895	280.060688196271	57.3492406916971	39.57	DOWN_pEhEx_UP_CmasM
EHI_039830A	113.033540391479	0.807655004951278	0.560326591489255	1.44140045683833	0.149471581295461	0.604390263451634	143	150	108	185	35	73	185.180005162638	172.064907858927	80.7887174593762	141.159923309817	42.4334376054956	56.5742509526201	39.56	DOWN_pEhEx_UP_CmasM
EHI_064620A	33.5165569720889	1.21647287252793	0.844451698805854	1.44054760532563	0.149712531684246	0.604390263451634	18	48	66	46	29	4	23.3093712792132	55.0607705148565	49.370882891841	35.0992241743329	35.159134015982	3.09995895630795	39.56	DOWN_pEhEx_UP_CmasM
EHI_085950A	12.3249423037348	1.2197088122875	0.84637654790997	1.4410947648531	0.14955791234543	0.604390263451634	13	22	10	22	5	2	16.8345459238762	25.2361864859759	7.48043680179409	16.7865854746809	6.06191965792794	1.54997947815398	39.56	DOWN_pEhEx_UP_CmasM
EHI_186020A	111.671461214508	0.833053042234997	0.578216458250969	1.44072869311758	0.149661345407572	0.604390263451634	117	111	153	169	104	28	151.510913314886	127.328031815606	114.45068306745	128.951497510049	126.087928884901	21.6997126941557	39.56	DOWN_pEhEx_UP_CmasM
EHI_093840A	24.7671866089658	-0.792849563519949	0.550857156934211	-1.43930155674575	0.150065101973501	0.605292685604208	13	17	24	35	27	45	16.8345459238762	19.500689557345	17.9530483243058	26.7059314369924	32.7343661528109	34.8745382584645	39.47	UP_pEhEx_DOWN_CmasM
EHI_093130A	51.5464953664706	0.947013381134134	0.658947417679157	1.43716077448116	0.150672315798307	0.60669856945052	48	57	79	86	40	11	62.1583234112353	65.3846649863921	59.0954507341733	65.6202886737528	48.4953572634235	8.52488712984687	39.33	DOWN_pEhEx_UP_CmasM
EHI_093860A	148.241018554583	0.985702900873933	0.685852759690527	1.43719316857266	0.150663113568096	0.60669856945052	121	194	170	248	149	17	156.690773599156	222.537280830878	127.1674256305	189.230599896403	180.645205806253	13.1748255643088	39.33	DOWN_pEhEx_UP_CmasM
EHI_185290A	408.78521072192	-0.592624719076857	0.412522678306212	-1.43658700537418	0.150835378114702	0.606834269928014	230	259	503	387	460	811	297.841966345502	297.09874090308	376.265971130243	295.291299031888	557.69660852937	628.516678391437	39.32	UP_pEhEx_DOWN_CmasM
EHI_050880A	45.2369504863198	-0.796756036767633	0.555138283836838	-1.43523885843515	0.151219043985051	0.607856499857647	30	23	40	45	41	119	38.848952132022	26.3832858717021	29.9217472071764	34.3361975618474	49.7077411950091	92.2237789501616	39.21	UP_pEhEx_DOWN_CmasM
EHI_187150A	20083.3084828709	0.61548895978904	0.429018726739379	1.43464357480819	0.151388690761752	0.60801742154399	20151	20623	26410	27427	19120	8883	26094.8411470792	23656.6306318309	19755.8335935382	20927.5309006397	23180.7807719164	6884.23385222089	39.2	DOWN_pEhEx_UP_CmasM
EHI_094000A	16.3309449497274	-1.04701453238901	0.730149389075957	-1.43397303079862	0.151579959194977	0.608264831979158	4	9	23	32	19	23	5.1798602842696	10.3238944715356	17.2050046441264	24.4168515995359	23.0352947001262	17.8247639987707	39.17	UP_pEhEx_DOWN_CmasM
EHI_092330A	37.3617132843835	0.968946990741018	0.676802577855662	1.4316538122697	0.152242920947359	0.610015519938888	29	74	32	21	42	14	37.5539870609546	84.8853545437371	23.9373977657411	16.0235588621955	50.9201251265947	10.8498563470778	39	DOWN_pEhEx_UP_CmasM
EHI_125170A	14.1503565233464	1.04891715378287	0.732720845140888	1.43153720920986	0.152276310775621	0.610015519938888	18	18	14	21	10	3	23.3093712792132	20.6477889430712	10.4726115225117	16.0235588621955	12.1238393158559	2.32496921723096	39	DOWN_pEhEx_UP_CmasM
EHI_181270A	56.0857696999954	0.723888244472767	0.505877534834997	1.430955507263	0.152442967106134	0.610162080797676	72	46	85	58	26	66	93.2374851168529	52.7665717434041	63.5837128152498	44.2555435241589	31.5219822212253	51.1493227790812	38.98	DOWN_pEhEx_UP_CmasM
EHI_092370A	256.886340788255	-0.979948421722646	0.685047208319489	-1.43048305258639	0.152578426463262	0.610183630468168	141	63	194	113	178	1083	182.590075020504	72.2672613007491	145.120473954805	86.2220072108612	215.804339822235	839.313887420378	38.98	UP_pEhEx_DOWN_CmasM
EHI_008790A	103.219308108777	-0.685939506193326	0.479701997587794	-1.42992839229898	0.152737572187651	0.610299788017266	57	56	110	124	58	302	73.8130090508419	64.2375656006659	82.284804819735	94.6152999482017	70.3182680319641	234.04690120125	38.97	UP_pEhEx_DOWN_CmasM
EHI_093750A	24.7395753218475	0.926072712332353	0.648127072799127	1.42884435969143	0.15304897249762	0.610342611089155	24	29	39	39	15	9	31.0791617056176	33.2658821860591	29.173703526997	29.7580378869344	18.1857589737838	6.97490765169289	38.97	DOWN_pEhEx_UP_CmasM
EHI_098410A	16.1262503924916	0.977847270062708	0.684511692293006	1.42853260371211	0.153138617192909	0.610342611089155	15	17	33	20	9	9	19.424476066011	19.500689557345	24.6854414459205	15.26053224971	10.9114553842703	6.97490765169289	38.97	DOWN_pEhEx_UP_CmasM
EHI_143620A	157.337951095373	1.21551705763234	0.850812917401696	1.42865374134706	0.153103779609056	0.610342611089155	102	206	257	192	189	10	132.086437248875	236.302473459592	192.247225806108	146.501109597216	229.140563069676	7.74989739076988	38.97	DOWN_pEhEx_UP_CmasM
EHI_035700A	33.7076760505416	0.730500821224986	0.511743720216509	1.42747393346796	0.153443333420221	0.610406493631661	46	37	31	45	25	16	59.5683932691004	42.4426772718685	23.1893540855617	34.3361975618474	30.3095982896397	12.3998358252318	38.96	DOWN_pEhEx_UP_CmasM
EHI_049690A	2468.31780184085	-0.708273983428869	0.496463084174374	-1.42663977646342	0.15368375276853	0.610406493631661	779	2488	2261	4559	2928	2874	1008.77779036151	2853.98327168673	1691.32676088564	3478.63832632138	3549.8601516826	2227.32051010726	38.96	UP_pEhEx_DOWN_CmasM
EHI_144710A	414.805496969626	1.05210920976123	0.73792466180396	1.42576778392147	0.153935383066778	0.610406493631661	274	466	851	529	421	63	354.820429472468	534.548313748398	636.585171832677	403.641078004828	510.413635197532	48.8243535618503	38.96	DOWN_pEhEx_UP_CmasM
