baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1.1	CmasM_2.1	CmasM_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_126870A	40177.7353957414	-0.650747613072457	0.869954767628509	-0.748024652875219	0.454445287613937	0.823933588501596	2139	45750	48096	68859	57090	36236	2769.93028701317	52479.7968969726	35977.9088419089	52541.2495091389	69214.9986542212	28082.5281851937	17.61	UP_pEhEx_DOWN_CmasM
EHI_147710A	2545.6557444492	0.491113253240354	0.655958258886723	0.74869589122006	0.454040520702944	0.823933588501596	690	3612	5166	2499	2524	1814	893.525899036507	4143.32298124295	3864.39365180683	1906.80350460126	3060.05704332202	1405.83138668566	17.61	DOWN_pEhEx_UP_CmasM
EHI_152520A	10.8554245827636	0.88853444939137	1.18706236124634	0.748515392618853	0.454149344112365	0.823933588501596	13	6	13	7	0	34	16.8345459238762	6.88259631435706	9.72456784233232	5.34118628739848	0	26.3496511286176	17.61	DOWN_pEhEx_UP_CmasM
EHI_198010A	274.227653304767	0.288243672427707	0.385275527922872	0.748149445104154	0.4543700206196	0.823933588501596	253	283	297	405	280	158	327.626162980052	324.629126160508	222.168973013285	309.025778056627	339.467500843965	122.448378774164	17.61	DOWN_pEhEx_UP_CmasM
EHI_200240A	56.2464160512879	-0.585018300186669	0.782282822417234	-0.747834777170458	0.454559822434903	0.823933588501596	7	51	93	78	81	55	9.06475549747181	58.502068672035	69.5680622566851	59.5160757738688	98.2030984584326	42.6244356492343	17.61	UP_pEhEx_DOWN_CmasM
EHI_107240A	65.8620222791694	0.525680893606565	0.703825043328436	0.746891430746176	0.455129099019879	0.824328418340637	75	34	88	46	16	179	97.1223803300551	39.00137911469	65.827843855788	35.0992241743329	19.3981429053694	138.723163294781	17.57	DOWN_pEhEx_UP_CmasM
EHI_110470A	31.4797460513835	-0.422085214632839	0.564965183056762	-0.747099515671273	0.455003492543256	0.824328418340637	18	28	32	32	28	66	23.3093712792132	32.1187828003329	23.9373977657411	24.4168515995359	33.9467500843965	51.1493227790812	17.57	UP_pEhEx_DOWN_CmasM
EHI_132430A	51.6877193621956	-0.389839780260409	0.522588256634489	-0.745978837662769	0.455680198874266	0.825008032774675	30	33	64	53	27	145	38.848952132022	37.8542797289638	47.8747955314822	40.4404104617314	32.7343661528109	112.373512166163	17.5	UP_pEhEx_DOWN_CmasM
EHI_026480A	588.748735600859	-0.284515010921174	0.384716961064344	-0.739543715811347	0.459576904533119	0.825492402704663	429	363	826	593	588	1003	555.540015487915	416.397077018602	617.884079828192	452.4747812039	712.881751772326	777.314708294219	17.45	UP_pEhEx_DOWN_CmasM
EHI_045930A	45.5686624463882	1.02700567565768	1.38702573575577	0.740437361169855	0.459034655894257	0.825492402704663	3	71	88	49	70	0	3.8848952132022	81.4440563865585	65.827843855788	37.3883040117894	84.8668752109911	0	17.45	DOWN_pEhEx_UP_CmasM
EHI_053620A	17.9593308741765	0.495167638484908	0.669647141494437	0.739445609190317	0.459636455785492	0.825492402704663	14	18	30	27	15	10	18.1295109949436	20.6477889430712	22.4413104053823	20.6017185371084	18.1857589737838	7.74989739076988	17.45	DOWN_pEhEx_UP_CmasM
EHI_059910A	152.05236668936	0.299988846168678	0.403333880344131	0.743772990041705	0.45701382325911	0.825492402704663	140	122	233	150	87	254	181.295109949436	139.946125058594	174.294177481802	114.453991872825	105.477402047946	196.847393725555	17.45	DOWN_pEhEx_UP_CmasM
EHI_069450A	16244.3544836533	-0.307063219516275	0.41246767436169	-0.744454022952144	0.456601846550574	0.825492402704663	14150	16320	10799	22082	14605	22952	18323.7557556037	18720.6619750512	8078.12370225744	16849.1536569048	17706.8673208075	17787.564491295	17.45	UP_pEhEx_DOWN_CmasM
EHI_073630A	7.04229415007409	0.699182072647152	0.944484310498478	0.740279181851247	0.459130610265523	0.825492402704663	8	9	6	14	4	2	10.3597205685392	10.3238944715356	4.48826208107646	10.682372574797	4.84953572634235	1.54997947815398	17.45	DOWN_pEhEx_UP_CmasM
EHI_077500A	1757.24192075476	0.590249737174749	0.792125461588912	0.745146780146135	0.456182991722398	0.825492402704663	1002	1760	2699	2634	2505	208	1297.55500120954	2018.89491887807	2018.96989280423	2009.8120972868	3037.0217486219	161.197865728014	17.45	DOWN_pEhEx_UP_CmasM
EHI_082530A	168.410575145694	0.307229554388985	0.416144880963261	0.738275462328968	0.460347074285951	0.825492402704663	145	177	198	243	174	97	187.769935304773	203.036591273533	148.112648675523	185.415466833976	210.954804095892	75.1740046904679	17.45	DOWN_pEhEx_UP_CmasM
EHI_095150A	494.231864595245	-0.348612804739432	0.470472604918486	-0.740984280689059	0.458702971451949	0.825492402704663	333	297	572	384	344	1362	431.223368665445	340.688517560674	427.880985062622	293.002219194431	417.060072465442	1055.53602462286	17.45	UP_pEhEx_DOWN_CmasM
EHI_100400A	75.0975605887271	0.342255153207802	0.459975050542804	0.744073298766784	0.456832132002851	0.825492402704663	61	102	78	113	46	70	78.9928693351115	117.00413734407	58.3474070539939	86.2220072108612	55.769660852937	54.2492817353892	17.45	DOWN_pEhEx_UP_CmasM
EHI_110250A	48.485638713397	0.360267335053625	0.485986795133931	0.741310954661515	0.458504921080981	0.825492402704663	40	51	68	52	50	38	51.798602842696	58.502068672035	50.8669702521998	39.6773838492459	60.6191965792794	29.4496100849256	17.45	DOWN_pEhEx_UP_CmasM
EHI_113420A	179.945494767426	0.350885430304449	0.473472176610233	0.741089862590387	0.458638955798152	0.825492402704663	110	262	198	294	147	111	142.446157817414	300.540039060258	148.112648675523	224.329824070736	178.220437943081	86.0238610375457	17.45	DOWN_pEhEx_UP_CmasM
EHI_118170A	1678.49815856493	0.45861460817373	0.617983352055751	0.742114826634289	0.458017767396189	0.825492402704663	1003	1989	2083	2758	2066	417	1298.8499662806	2281.58067820937	1558.17498581371	2104.427397235	2504.78520265582	323.170721195104	17.45	DOWN_pEhEx_UP_CmasM
EHI_120950A	34.019478379169	0.540879956253208	0.729617398618613	0.741319981235724	0.458499449283047	0.825492402704663	18	36	67	43	39	12	23.3093712792132	41.2955778861424	50.1189265720204	32.8101443368764	47.2829733318379	9.29987686892386	17.45	DOWN_pEhEx_UP_CmasM
EHI_121470A	81.0405126886266	-0.304614705600808	0.410893876531354	-0.741346423004099	0.458483420819966	0.825492402704663	51	63	105	92	78	135	66.0432186244375	72.2672613007491	78.544586418838	70.1984483486658	94.5659466636758	104.623614775393	17.45	UP_pEhEx_DOWN_CmasM
EHI_126280A	21.5063863742634	-0.54918686920944	0.740172608532612	-0.741971349491303	0.458104694546479	0.825492402704663	11	13	21	22	7	76	14.2446157817414	14.9122920144403	15.7089172837676	16.7865854746809	8.48668752109911	58.8992201698511	17.45	UP_pEhEx_DOWN_CmasM
EHI_135720A	46.9367498590003	-0.365801039714886	0.495431559373551	-0.738348279987298	0.460302834924518	0.825492402704663	34	29	57	56	31	105	44.0288124162916	33.2658821860591	42.6384897702263	42.7294902991879	37.5839018791532	81.3739226030838	17.45	UP_pEhEx_DOWN_CmasM
EHI_137840A	11.7213009367082	-0.596399655407221	0.804314480947254	-0.741500581594443	0.458389979268578	0.825492402704663	7	6	13	13	5	37	9.06475549747181	6.88259631435706	9.72456784233232	9.91934596231147	6.06191965792794	28.6746203458486	17.45	UP_pEhEx_DOWN_CmasM
EHI_142210A	2455.58465229212	-0.291536904988232	0.39187938740012	-0.743945495379077	0.456909449996478	0.825492402704663	1302	2228	3149	3306	2802	2860	1686.04452252976	2555.73743139792	2355.58954888496	2522.56598087706	3397.09977630282	2216.47065376019	17.45	UP_pEhEx_DOWN_CmasM
EHI_151960A	23.099260329823	-0.535607037346158	0.721420080468702	-0.7424343345117	0.457824223411458	0.825492402704663	12	20	18	26	11	69	15.5395808528088	22.9419877145235	13.4647862432294	19.8386919246229	13.3362232474415	53.4742919963122	17.45	UP_pEhEx_DOWN_CmasM
EHI_152980A	71.4121957734575	-0.453532450055933	0.614211654901311	-0.738397662168759	0.460272834816416	0.825492402704663	45	22	90	41	37	260	58.273428198033	25.2361864859759	67.3239312161468	31.2840911119054	44.8582054686667	201.497332160017	17.45	UP_pEhEx_DOWN_CmasM
EHI_165160A	23.1606536632838	-0.43062530642521	0.578182031265092	-0.744791922161572	0.456397518945361	0.825492402704663	13	21	24	30	28	30	16.8345459238762	24.0890871002497	17.9530483243058	22.8907983745649	33.9467500843965	23.2496921723096	17.45	UP_pEhEx_DOWN_CmasM
EHI_170600A	19.3456904954331	0.461213796182651	0.62429630365107	0.738773869852081	0.460044321264222	0.825492402704663	18	17	31	27	16	13	23.3093712792132	19.500689557345	23.1893540855617	20.6017185371084	19.3981429053694	10.0748666080008	17.45	DOWN_pEhEx_UP_CmasM
EHI_192760A	53.949175017809	-0.383524505627954	0.518673323081932	-0.739433644570478	0.459643718670359	0.825492402704663	35	39	58	54	36	136	45.323777487359	44.7368760433209	43.3865334504058	41.2034370742169	43.6458215370812	105.39860451447	17.45	UP_pEhEx_DOWN_CmasM
EHI_197390A	36.8259703583168	-0.546897814997393	0.738861300828029	-0.740190093031662	0.45918465806513	0.825492402704663	15	17	35	27	8	162	19.424476066011	19.500689557345	26.1815288062793	20.6017185371084	9.6990714526847	125.548337730472	17.45	UP_pEhEx_DOWN_CmasM
EHI_009560A	46.1350541118095	-0.354614932914812	0.480788108661172	-0.737570099024063	0.460775731094619	0.825868186664836	27	41	52	65	34	84	34.9640569188198	47.0310748147732	38.8982713693293	49.5967298115573	41.22105367391	65.099138082467	17.41	UP_pEhEx_DOWN_CmasM
EHI_067210A	11.3671453347579	-0.554414008492554	0.752348608736002	-0.736911056995251	0.46117643954773	0.825868186664836	5	7	18	19	11	16	6.47482535533701	8.02969570008324	13.4647862432294	14.4975056372245	13.3362232474415	12.3998358252318	17.41	UP_pEhEx_DOWN_CmasM
EHI_161890A	7.02908931434745	0.675179405198036	0.916635679274893	0.736584250933958	0.461375215237669	0.825868186664836	8	5	13	10	4	5	10.3597205685392	5.73549692863088	9.72456784233232	7.63026612485498	4.84953572634235	3.87494869538494	17.41	DOWN_pEhEx_UP_CmasM
EHI_167640A	13.7384849945827	0.542573294346861	0.736977649237357	0.736214042458857	0.461600447711604	0.825868186664836	16	14	17	21	5	14	20.7194411370784	16.0593914001665	12.71674256305	16.0235588621955	6.06191965792794	10.8498563470778	17.41	DOWN_pEhEx_UP_CmasM
EHI_192780A	353.085914716936	0.270474124738568	0.366904637445294	0.737178266870221	0.461013948058349	0.825868186664836	260	369	522	439	317	321	336.690918477524	423.279673332959	390.478801053652	334.968682881133	384.325706312631	248.771706243713	17.41	DOWN_pEhEx_UP_CmasM
EHI_193490A	33.2933408452599	-0.375584488427326	0.51017089557134	-0.736193482787192	0.461612957884289	0.825868186664836	21	18	51	40	22	73	27.1942664924154	20.6477889430712	38.1502276891499	30.5210644994199	26.6724464948829	56.5742509526201	17.41	UP_pEhEx_DOWN_CmasM
EHI_012170A	162.889409573618	-0.317778254606975	0.433860782510735	-0.73244291122144	0.463898275502205	0.826985556409199	105	136	177	207	104	347	135.971332462077	156.00551645876	132.403731391755	157.946508784498	126.087928884901	268.921439459715	17.3	UP_pEhEx_DOWN_CmasM
EHI_030870A	11.8047082974108	-0.626220667384945	0.854091208980932	-0.733201162592608	0.463435746379827	0.826985556409199	8	5	12	14	4	39	10.3597205685392	5.73549692863088	8.97652416215291	10.682372574797	4.84953572634235	30.2245998240025	17.3	UP_pEhEx_DOWN_CmasM
EHI_038570A	56.6482367119239	-0.699567595831372	0.95385325356112	-0.733412181821054	0.463307071544195	0.826985556409199	17	2	51	18	4	334	22.0144062081458	2.29419877145235	38.1502276891499	13.734479024739	4.84953572634235	258.846572851714	17.3	UP_pEhEx_DOWN_CmasM
EHI_045610A	95.0468471755596	0.293353670623534	0.399621743049347	0.734078352156403	0.462900986349383	0.826985556409199	97	104	97	132	66	93	125.611611893538	119.298336115522	72.5602369774027	100.719512848086	80.0173394846488	72.0740457341599	17.3	DOWN_pEhEx_UP_CmasM
EHI_118450A	21.8259866691471	-0.48214564539781	0.65789427228298	-0.732861898500348	0.463642663819191	0.826985556409199	6	15	43	31	19	35	7.76979042640441	17.2064907858927	32.1658782477146	23.6538249870504	23.0352947001262	27.1246408676946	17.3	UP_pEhEx_DOWN_CmasM
EHI_140670A	21.3369898611673	0.499131703315651	0.679666218316333	0.734377684022752	0.462718583785641	0.826985556409199	21	18	30	31	23	8	27.1942664924154	20.6477889430712	22.4413104053823	23.6538249870504	27.8848304264685	6.19991791261591	17.3	DOWN_pEhEx_UP_CmasM
EHI_148360A	597.277479306671	-0.284828202111116	0.388711474741301	-0.732749662974776	0.463711127682364	0.826985556409199	379	421	800	533	501	1287	490.791761934545	482.92884139072	598.434944143528	406.69318445477	607.404349724379	997.411794192084	17.3	UP_pEhEx_DOWN_CmasM
EHI_167100A	45.1136857526477	-0.346783862589042	0.472835493540272	-0.733413348461977	0.463306360207835	0.826985556409199	26	38	56	71	33	74	33.6690918477524	43.5897766575947	41.8904460900469	54.1748894864703	40.0086697423244	57.3492406916971	17.3	UP_pEhEx_DOWN_CmasM
EHI_187770A	1617.17857506616	0.265781037311454	0.36224618939289	0.733702783062791	0.46312990195944	0.826985556409199	1405	1225	2619	1537	927	2868	1819.4259248497	1405.19674751457	1959.12639838987	1172.77190339021	1123.87990457984	2222.6705716728	17.3	DOWN_pEhEx_UP_CmasM
EHI_197490A	386.510083602758	-0.31330600790132	0.427852636043759	-0.732275511490075	0.464000423037521	0.826985556409199	279	307	397	510	240	811	361.295254827805	352.159511417936	296.973341031226	389.143572367604	290.972143580541	628.516678391437	17.3	UP_pEhEx_DOWN_CmasM
EHI_010730A	122.302308057243	0.276143223302612	0.377560160980211	0.731388668194484	0.464541784843054	0.827007784705414	123	106	162	156	93	129	159.28070374129	121.592534886975	121.183076189064	119.032151547738	112.75170563746	99.9736763409315	17.3	DOWN_pEhEx_UP_CmasM
EHI_044740A	697.5435313318	0.253122727946212	0.345988861092418	0.731592130298668	0.464417553026108	0.827007784705414	627	625	990	858	424	964	811.94309955926	716.93711607886	740.563243377615	654.676833512557	514.050786992289	747.090108470217	17.3	DOWN_pEhEx_UP_CmasM
EHI_100310A	27.2453909277945	-0.416150650789061	0.568950962031317	-0.731435006811983	0.464513489345527	0.827007784705414	21	21	25	31	25	51	27.1942664924154	24.0890871002497	18.7010920044852	23.6538249870504	30.3095982896397	39.5244766929264	17.3	UP_pEhEx_DOWN_CmasM
EHI_049390A	59.1893423412184	0.311891151400772	0.427068345705081	0.730307349016575	0.465202337110899	0.827555617515065	45	55	101	72	43	66	58.273428198033	63.0904662149397	75.5524116981204	54.9379160989558	52.1325090581803	51.1493227790812	17.24	DOWN_pEhEx_UP_CmasM
EHI_139020A	2162.79723138221	0.306115852708971	0.419120600484708	0.730376536860636	0.465160056265596	0.827555617515065	2373	2447	1938	2991	1226	2424	3072.95211364294	2806.95219687195	1449.7086521877	2282.21259794412	1486.38270012393	1878.57512752262	17.24	DOWN_pEhEx_UP_CmasM
EHI_155710A	10.2072907349461	0.570403649023422	0.781551190109135	0.729835302206847	0.465490862973386	0.827754980367003	12	9	14	16	6	7	15.5395808528088	10.3238944715356	10.4726115225117	12.208425799768	7.27430358951353	5.42492817353892	17.22	DOWN_pEhEx_UP_CmasM
EHI_151200A	22.922757824191	-0.409420234697	0.561335077479149	-0.729368698168	0.465776159795451	0.82794845229271	15	16	28	30	18	44	19.424476066011	18.3535901716188	20.9452230450235	22.8907983745649	21.8229107685406	34.0995485193875	17.21	UP_pEhEx_DOWN_CmasM
EHI_120590A	147.598172998633	0.364921263486415	0.500795922478414	0.728682577287046	0.466195852703042	0.828066923525168	140	122	210	175	174	81	181.295109949436	139.946125058594	157.089172837676	133.529657184962	210.954804095892	62.774168865236	17.19	DOWN_pEhEx_UP_CmasM
EHI_139410A	20.7550195917147	-0.589195690574291	0.808506249575803	-0.728745994089005	0.466157052509545	0.828066923525168	14	8	18	20	6	79	18.1295109949436	9.17679508580941	13.4647862432294	15.26053224971	7.27430358951353	61.2241893870821	17.19	UP_pEhEx_DOWN_CmasM
EHI_010255A	37.3448300736479	-0.490797722825224	0.673881022169234	-0.728315098183561	0.466420722110453	0.828081725436194	26	27	29	48	15	107	33.6690918477524	30.9716834146068	21.6932667252029	36.6252773993039	18.1857589737838	82.9239020812377	17.19	UP_pEhEx_DOWN_CmasM
EHI_067560A	34.6292851233236	0.48811505465188	0.670789829431928	0.727672116116087	0.466814323276716	0.828081725436194	23	45	36	65	36	8	29.7841966345502	51.6194723576779	26.9295724864587	49.5967298115573	43.6458215370812	6.19991791261591	17.19	DOWN_pEhEx_UP_CmasM
EHI_152930A	25.5784415468995	-0.433349311135672	0.595892643043154	-0.727227154412592	0.467086814219605	0.828081725436194	11	21	36	42	15	49	14.2446157817414	24.0890871002497	26.9295724864587	32.0471177243909	18.1857589737838	37.9744972147724	17.19	UP_pEhEx_DOWN_CmasM
EHI_159150A	25592.5387068108	-0.324018349220508	0.445505347005974	-0.727305185893007	0.467039021995701	0.828081725436194	19704	15007	32691	20777	26083	50187	25515.9917603121	17214.5204815927	24454.2959487451	15853.4039276112	31622.6100875469	38894.4100350568	17.19	UP_pEhEx_DOWN_CmasM
EHI_177460A	77.4113106633214	-0.530854419507638	0.729908419665738	-0.727289075183902	0.467048889157976	0.828081725436194	14	110	60	181	62	80	18.1295109949436	126.180932429879	44.8826208107646	138.107816859875	75.1678037583064	61.9991791261591	17.19	UP_pEhEx_DOWN_CmasM
EHI_163580A	235.931566527325	-0.2587875228256	0.356456772602872	-0.725999736057518	0.467838932359553	0.82910178757033	163	233	227	370	209	299	211.079306583986	267.274156874199	169.805915400726	282.319846619634	253.388241701388	231.721931984019	17.09	UP_pEhEx_DOWN_CmasM
EHI_148130A	356.189536800616	0.25389155769771	0.349927951492621	0.72555380790455	0.468112347288917	0.829273044234255	330	377	413	443	247	427	427.338473452242	432.456468418769	308.942039914096	338.020789331075	299.45883110164	330.920618585874	17.07	DOWN_pEhEx_UP_CmasM
EHI_178720A	9.06585816073472	0.569759905873261	0.785739585486166	0.725125622276914	0.468374966890561	0.829425054618203	9	10	12	12	7	6	11.6546856396066	11.4709938572618	8.97652416215291	9.15631934982597	8.48668752109911	4.64993843446193	17.06	DOWN_pEhEx_UP_CmasM
EHI_019620A	39.0635409803427	-0.426694735188294	0.58869221245224	-0.72481803931271	0.468563667450724	0.829446099626923	20	25	58	69	48	33	25.899301421348	28.6774846431544	43.3865334504058	52.6488362614993	58.1944287161082	25.5746613895406	17.06	UP_pEhEx_DOWN_CmasM
EHI_004610A	83.3024134573473	0.487023278885968	0.672411686200639	0.724293299597184	0.468885689668522	0.829578795555697	62	83	105	138	105	17	80.2878344061789	95.2092490152727	78.544586418838	105.297672522999	127.300312816487	13.1748255643088	17.04	DOWN_pEhEx_UP_CmasM
EHI_009630A	17.1163312092743	0.479970782411492	0.662833582644305	0.724119590465979	0.468992318442488	0.829578795555697	20	12	27	24	10	16	25.899301421348	13.7651926287141	20.1971793648441	18.3126386996519	12.1238393158559	12.3998358252318	17.04	DOWN_pEhEx_UP_CmasM
EHI_012390A	282.605713897904	0.271225195803383	0.374867482084714	0.723522868121408	0.469358709774387	0.829601246251564	289	252	356	363	179	351	374.244905538479	289.069045202997	266.30355014387	276.978660332236	217.01672375382	272.021398416023	17.04	DOWN_pEhEx_UP_CmasM
EHI_098520A	50.1077967930403	-0.573938028733101	0.793069652732311	-0.723691830541933	0.469254949708477	0.829601246251564	29	30	40	68	8	177	37.5539870609546	34.4129815717853	29.9217472071764	51.8858096490138	9.6990714526847	137.173183816627	17.04	UP_pEhEx_DOWN_CmasM
EHI_001820A	23.1694009540235	-0.413529675726999	0.572142907013919	-0.722773402689302	0.469819110484176	0.830001359778563	19	13	27	34	21	36	24.6043363502806	14.9122920144403	20.1971793648441	25.9429048245069	25.4600625632973	27.8996306067716	17	UP_pEhEx_DOWN_CmasM
EHI_189970A	135.846073414756	-0.376734172860128	0.52137481360311	-0.722578388964741	0.469938949386456	0.830001359778563	80	116	127	146	78	358	103.597205685392	133.063528744236	95.001547382785	111.401885422883	94.5659466636758	277.446326589562	17	UP_pEhEx_DOWN_CmasM
EHI_024990A	376.62226250744	0.393755925911732	0.545451238747434	0.721890240484095	0.470361962028308	0.830049371066588	221	485	456	649	389	141	286.187280705896	556.343202077196	341.107918161811	495.204271503088	471.617349386794	109.273553209855	17	DOWN_pEhEx_UP_CmasM
EHI_117470A	5617.82877003126	-0.280387949905636	0.388526172521986	-0.721670687165276	0.470496968165862	0.830049371066588	3715	3105	8390	4726	4243	13301	4810.7952390154	3561.74359267978	6276.08647670525	3606.06377060646	5144.14502171765	10308.138519463	17	UP_pEhEx_DOWN_CmasM
EHI_199690A	416.947716103389	-0.290597410428308	0.402588699371188	-0.721822075190382	0.470403875447235	0.830049371066588	336	291	458	439	366	789	435.108263878647	333.805921246317	342.60400552217	334.968682881133	443.732518960325	611.466904131744	17	UP_pEhEx_DOWN_CmasM
EHI_008660A	88.8575720533079	-0.298504284752255	0.414265788244344	-0.720562241012742	0.47117889242616	0.830939918936509	65	72	96	105	81	150	84.1727296193811	82.5911557722847	71.8121932972233	80.1177943109772	98.2030984584326	116.248460861548	16.91	UP_pEhEx_DOWN_CmasM
EHI_060350A	8.10678024408407	0.712982552690609	0.990262538733552	0.719993461130463	0.471529021566438	0.831244885444629	6	10	10	15	8	1	7.76979042640441	11.4709938572618	7.48043680179409	11.4453991872825	9.6990714526847	0.774989739076988	16.88	DOWN_pEhEx_UP_CmasM
EHI_078310A	1390.25304043471	-0.319900726957985	0.444627717350867	-0.719479947997806	0.471845252827253	0.831489887683187	1186	1002	1288	1432	1156	2837	1535.82857428594	1149.39358449763	963.480260071079	1092.65410907923	1401.51582491294	2198.64588976142	16.85	UP_pEhEx_DOWN_CmasM
EHI_021200A	81.3190001574941	0.28986413382659	0.403609820414098	0.718179090709917	0.472646868636829	0.831964900853795	57	59	169	67	53	135	73.8130090508419	67.6788637578444	126.41938195032	51.1227830365283	64.2563483740362	104.623614775393	16.8	DOWN_pEhEx_UP_CmasM
EHI_138380A	367.382528017607	-0.242572595165065	0.337757020517861	-0.718186685781229	0.472642186217897	0.831964900853795	260	272	481	437	345	573	336.690918477524	312.01103291752	359.809010166296	333.442629656162	418.272456397028	444.069120491114	16.8	UP_pEhEx_DOWN_CmasM
EHI_170070A	10.9112585748431	0.554418995916055	0.771947192550317	0.718208449057759	0.472628769134693	0.831964900853795	8	12	20	14	4	14	10.3597205685392	13.7651926287141	14.9608736035882	10.682372574797	4.84953572634235	10.8498563470778	16.8	DOWN_pEhEx_UP_CmasM
EHI_152510A	51.0291111634183	0.382642011711433	0.533155124947462	0.717693582611889	0.472946241047259	0.832085881750537	37	28	126	55	16	91	47.9137076294938	32.1187828003329	94.2535037026056	41.9664636867024	19.3981429053694	70.5240662560059	16.79	DOWN_pEhEx_UP_CmasM
EHI_187000A	35.3950317239871	0.405581532460259	0.565276458555635	0.717492346128441	0.473070357413917	0.832085881750537	36	23	63	39	33	29	46.6187425584264	26.3832858717021	47.1267518513028	29.7580378869344	40.0086697423244	22.4747024332327	16.79	DOWN_pEhEx_UP_CmasM
EHI_016460A	174.111813206367	-0.295031927793733	0.411415543571317	-0.717114198536813	0.473303635495627	0.832184165708391	101	150	220	178	180	288	130.791472177807	172.064907858927	164.56960963947	135.818737022419	218.229107685406	223.197044854173	16.78	UP_pEhEx_DOWN_CmasM
EHI_182530A	54.2190573212366	0.592813235632217	0.827176144486885	0.716671097907389	0.473577063406614	0.832352942840175	43	20	67	20	7	223	55.6834980558982	22.9419877145235	50.1189265720204	15.26053224971	8.48668752109911	172.822711814168	16.76	DOWN_pEhEx_UP_CmasM
EHI_012930A	30.415430891963	-0.368175421161009	0.514457985623422	-0.715656927192709	0.474203213249255	0.833141300880995	19	23	38	40	33	42	24.6043363502806	26.3832858717021	28.4256598468176	30.5210644994199	40.0086697423244	32.5495690412335	16.69	UP_pEhEx_DOWN_CmasM
EHI_060020A	923.225472887866	1.53066527299727	2.14263549940771	0.714384352084334	0.474989545274939	0.834210391944867	679	1228	1181	1702	882	0	879.281283254765	1408.63804567174	883.439586291883	1298.67129445032	1069.32262765849	0	16.58	DOWN_pEhEx_UP_CmasM
EHI_011920A	154.719151037486	0.267162894229177	0.374379891979426	0.713614432699977	0.475465630500169	0.834421725655179	141	194	123	253	144	82	182.590075020504	222.537280830878	92.0093726620674	193.045732958831	174.583286148325	63.549158604313	16.56	DOWN_pEhEx_UP_CmasM
EHI_095440A	31.2557344152752	-0.478697266555859	0.67074055662287	-0.713684690495032	0.475422175233239	0.834421725655179	20	16	32	19	20	104	25.899301421348	18.3535901716188	23.9373977657411	14.4975056372245	24.2476786317118	80.5989328640068	16.56	UP_pEhEx_DOWN_CmasM
EHI_044220A	26.289479401151	0.607636596682481	0.851849763305227	0.71331427542436	0.475651305817496	0.834435405979758	15	15	37	9	3	107	19.424476066011	17.2064907858927	27.6776161666381	6.86723951236948	3.63715179475676	82.9239020812377	16.56	DOWN_pEhEx_UP_CmasM
EHI_045470A	18.3300816108558	-0.500251217757613	0.702112564600297	-0.712494324955428	0.476158724414295	0.834598710188259	10	12	20	13	13	55	12.949650710674	13.7651926287141	14.9608736035882	9.91934596231147	15.7609911106126	42.6244356492343	16.54	UP_pEhEx_DOWN_CmasM
EHI_054210A	22.855141441143	-0.544444742988562	0.764486709587362	-0.712170317888758	0.476359314871552	0.834598710188259	15	13	18	13	15	79	19.424476066011	14.9122920144403	13.4647862432294	9.91934596231147	18.1857589737838	61.2241893870821	16.54	UP_pEhEx_DOWN_CmasM
EHI_090410A	528.859779380844	-0.384824969888244	0.540822701763253	-0.711554763943143	0.476740527419408	0.834598710188259	446	325	451	431	396	1389	577.554421696061	372.807300361007	337.367699760914	328.864469981249	480.104036907893	1076.46074757794	16.54	UP_pEhEx_DOWN_CmasM
EHI_092280A	103.230159007188	-0.34083760118163	0.479043075319419	-0.711496770837079	0.476776451158427	0.834598710188259	82	62	114	109	71	242	106.187135827527	71.1201619150229	85.2769795404527	83.1699007609192	86.0792591425767	187.547516856631	16.54	UP_pEhEx_DOWN_CmasM
EHI_103370A	81.5203216094877	-0.53506529627279	0.752088182528387	-0.711439574112168	0.476811883032303	0.834598710188259	9	70	161	134	80	100	11.6546856396066	80.2969570008324	120.435032508885	102.245566073057	96.990714526847	77.4989739076988	16.54	UP_pEhEx_DOWN_CmasM
EHI_180360A	7.80131370431794	0.616412817120234	0.865827568819616	0.71193484628884	0.476505122700956	0.834598710188259	8	9	10	13	4	5	10.3597205685392	10.3238944715356	7.48043680179409	9.91934596231147	4.84953572634235	3.87494869538494	16.54	DOWN_pEhEx_UP_CmasM
EHI_194600A	59.092580932672	-0.412117318089548	0.580260564908047	-0.710228030324369	0.477562741332879	0.835601200892405	37	29	67	47	28	198	47.9137076294938	33.2658821860591	50.1189265720204	35.8622507868184	33.9467500843965	153.447968337244	16.44	UP_pEhEx_DOWN_CmasM
EHI_027620A	9.30633092267542	0.610834473824735	0.862059809717519	0.708575515224279	0.478587935046521	0.836147487263772	6	11	16	14	8	4	7.76979042640441	12.6180932429879	11.9686988828706	10.682372574797	9.6990714526847	3.09995895630795	16.39	DOWN_pEhEx_UP_CmasM
EHI_137810A	10.5028848214561	-0.656260022489049	0.925799490505575	-0.708857618976078	0.478412837368747	0.836147487263772	1	11	14	15	9	21	1.2949650710674	12.6180932429879	10.4726115225117	11.4453991872825	10.9114553842703	16.2747845206168	16.39	UP_pEhEx_DOWN_CmasM
