baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1.1	U2AF84_2.1	U2AF84_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_170630A	65.0936278721601	1.45306736739129	0.43801450912366	3.31739551344648	0.00090860893457837	0.22095383466869	30	29	99	17	16	125	30.3152324669021	30.0143084836433	233.402439204824	10.0963743088851	15.0837514551112	71.6496613135945	77.9	DOWN_pEhEx_UP_U2AF84
EHI_068430A	50.7291147690874	2.00944682923536	0.616452344659226	3.25969533029544	0.0011153195152977	0.244092201979556	13	9	87	2	3	127	13.1366007356576	9.31478539147551	205.111234452724	1.18780874222178	2.82820339783335	72.796055894612	75.59	DOWN_pEhEx_UP_U2AF84
EHI_069200A	222.055941763556	2.25689569589374	0.695305060128817	3.24590719284512	0.0011707699975359	0.244092201979556	21	12	491	15	1	229	21.2206627268315	12.4197138553007	1157.58179444009	8.90856556666334	0.942734465944451	131.262179526505	75.59	DOWN_pEhEx_UP_U2AF84
EHI_126210A	93.1967028457453	-1.35674990963456	0.418366768330686	-3.2429676837099	0.00118291627592284	0.244092201979556	47	67	17	202	190	180	47.4938641981466	69.3434023587621	40.0792067321415	119.9686829644	179.119548529446	103.175512291576	75.59	UP_pEhEx_DOWN_U2AF84
EHI_054940A	33.0545961986013	1.5594011537256	0.486729719958294	3.20383385230558	0.00135610711442135	0.268170181876822	70	65	4	38	27	5	70.7355424227716	67.2734500495453	9.4304015840333	22.5683661022138	25.4538305805002	2.86598645254378	73.18	DOWN_pEhEx_UP_U2AF84
EHI_089770A	28.0043191594829	-4.66886637185666	1.46395121933869	-3.18922263951235	0.00142655961550637	0.270818077407729	0	0	33	51	35	47	0	0	77.8008130682748	30.2891229266554	32.9957063080558	26.9402726539115	72.92	UP_pEhEx_DOWN_U2AF84
EHI_005100A	67.5152102189927	-1.37769300053596	0.437865511077061	-3.14638391397192	0.00165302867162766	0.288754673564104	33	34	16	108	86	268	33.3467557135923	35.1891892566853	37.7216063361332	64.141672079976	81.0751640712228	153.616873856347	71.12	UP_pEhEx_DOWN_U2AF84
EHI_007510A	18368.3281916979	1.1047275028518	0.35865449161783	3.08019982649195	0.00206861755187095	0.288754673564104	32508	34983	1357	37214	15620	1967	32849.5859011351	36206.5708166653	3199.2637373833	22101.5572665206	14725.5123580523	1127.47907043072	71.12	DOWN_pEhEx_UP_U2AF84
EHI_007620A	4465.04892203911	1.11559813736942	0.361913408795499	3.08250015129943	0.00205269626109823	0.288754673564104	7739	8407	462	8869	3753	653	7820.31946871184	8701.04453179273	1089.21138295585	5267.33786738248	3538.08245068953	374.297830702218	71.12	DOWN_pEhEx_UP_U2AF84
EHI_007930A	110.84574640934	-1.16346877466348	0.377412041861381	-3.08275477625276	0.00205094084780948	0.288754673564104	66	61	32	201	186	288	66.6935114271846	63.1335454311118	75.4432126722664	119.374778593289	175.348610665668	165.080819666522	71.12	UP_pEhEx_DOWN_U2AF84
EHI_098440A	523.761111639055	1.64905250461216	0.527461497455711	3.12639408291715	0.00176964237290069	0.288754673564104	751	1121	107	726	540	54	758.891319421449	1160.20826931601	252.263242372891	431.174573426506	509.076611610004	30.9526536874728	71.12	DOWN_pEhEx_UP_U2AF84
EHI_103400A	17.5620719293437	2.20350084390508	0.714053608491046	3.08590394012793	0.00202934371360118	0.288754673564104	39	16	12	7	4	23	39.4098022069727	16.5596184737342	28.2912047520999	4.15733059777622	3.77093786377781	13.1835376817014	71.12	DOWN_pEhEx_UP_U2AF84
EHI_166370A	39.034630252603	1.5393472830972	0.493109766965631	3.12171322942888	0.00179801987814951	0.288754673564104	77	75	7	60	24	7	77.8090966650487	77.6232115956292	16.5032027720583	35.6342622666534	22.6256271826668	4.01238103356129	71.12	DOWN_pEhEx_UP_U2AF84
EHI_170470A	174.164726922732	1.55171596331264	0.500878035698889	3.09799163212954	0.00194836929957703	0.288754673564104	13	11	339	11	4	368	13.1366007356576	11.3847377006923	799.226534246823	6.53294808221978	3.77093786377781	210.936602907222	71.12	DOWN_pEhEx_UP_U2AF84
EHI_174880A	17.463477887009	-2.15641879350181	0.684557964987776	-3.15008940629348	0.00163220504743338	0.288754673564104	3	5	5	24	28	77	3.03152324669021	5.17488077304195	11.7880019800416	14.2537049066613	26.3965650464446	44.1361913691742	71.12	UP_pEhEx_DOWN_U2AF84
EHI_101290A	75.9787439226269	1.62297182312294	0.536076173574292	3.02750225271487	0.00246583876178315	0.327023329642397	14	8	133	6	3	198	14.1471084845543	8.27980923686712	313.560852669107	3.56342622666534	2.82820339783335	113.493063520734	67.3	DOWN_pEhEx_UP_U2AF84
EHI_135760A	273.831370849098	1.69419891321392	0.559936153286095	3.02570016826237	0.00248058151435447	0.327023329642397	29	16	583	19	12	349	29.3047247180054	16.5596184737342	1374.48103087285	11.2841830511069	11.3128135913334	200.045854387556	67.3	DOWN_pEhEx_UP_U2AF84
EHI_022970A	518.879728676169	-0.922342454236371	0.306258744168873	-3.01164447317065	0.00259836723799513	0.333293267879051	249	246	234	693	541	1978	251.616429475287	254.604134033664	551.678492665948	411.575729179846	510.019346075948	1133.78424062632	66.67	UP_pEhEx_DOWN_U2AF84
EHI_077770A	43.3752774873737	-1.84161929027943	0.616520150781756	-2.98711937954377	0.00281619728663504	0.351728219009734	36	21	0	126	132	5	36.3782789602825	21.7344992467762	0	74.831950759972	124.440949504668	2.86598645254378	64.83	UP_pEhEx_DOWN_U2AF84
EHI_086080A	218.193425459226	-1.42752592531923	0.490063820449894	-2.91293881684373	0.00358044745703675	0.40469056955744	109	158	33	372	576	338	110.145344629744	163.526232428126	77.8008130682748	220.932426053251	543.015052384004	193.74068419196	59.53	UP_pEhEx_DOWN_U2AF84
EHI_168290A	53.4113623832462	-1.42089986306039	0.486264326678219	-2.92207300660297	0.00347710026076184	0.40469056955744	32	41	6	119	91	131	32.3362479646956	42.434022338944	14.14560237605	70.6746201621958	85.7888364009451	75.088845056647	59.53	UP_pEhEx_DOWN_U2AF84
EHI_201200A	167.761737011652	-1.03483991558919	0.355265729892474	-2.91286163712554	0.00358133247395965	0.40469056955744	103	118	44	324	285	376	104.082298136364	122.12718624379	103.734417424366	192.425016239928	268.679322794169	215.522181231292	59.53	UP_pEhEx_DOWN_U2AF84
EHI_202460A	356.622908558073	-1.54902835530677	0.528035146074055	-2.93357055268728	0.00335087487618678	0.40469056955744	189	354	8	764	1103	122	190.985964541483	366.38155873137	18.8608031680666	453.742939528719	1039.83611593673	69.9300694420682	59.53	UP_pEhEx_DOWN_U2AF84
EHI_078540A	19.3905579230763	1.95710542471038	0.675628043078727	2.89672023646645	0.00377085860633192	0.413412088121273	11	8	33	5	5	20	11.1155852378641	8.27980923686712	77.8008130682748	2.96952185555445	4.71367232972226	11.4639458101751	58.66	DOWN_pEhEx_UP_U2AF84
EHI_113440A	34.0363707728261	2.34660845653873	0.811523036600459	2.89161040500943	0.00383272900913106	0.413412088121273	12	10	69	3	8	17	12.1260929867608	10.3497615460839	162.674427324574	1.78171311333267	7.54187572755561	9.74435393864885	58.66	DOWN_pEhEx_UP_U2AF84
EHI_050000A	31.3724973339706	-2.67329491396638	0.930813038586674	-2.87199985727043	0.00407883151436569	0.420829007982165	0	9	10	54	73	95	0	9.31478539147551	23.5760039600833	32.070836039988	68.819616013945	54.4537425983318	57.92	UP_pEhEx_DOWN_U2AF84
EHI_152800A	424.948651857675	-1.86675772547948	0.649780782042297	-2.87290387322962	0.00406717848649416	0.420829007982165	90	267	56	755	1419	461	90.9456974007063	276.33863328044	132.025622176466	448.397800188721	1337.74020717518	264.243950924536	57.92	UP_pEhEx_DOWN_U2AF84
EHI_044220A	37.7523920964777	1.89437138862393	0.661629376594213	2.86319116961727	0.00419397438748023	0.423502179637897	34	16	45	9	3	107	34.357263462489	16.5596184737342	106.092017820375	5.345139339998	2.82820339783335	61.3321100844369	57.65	DOWN_pEhEx_UP_U2AF84
EHI_186950A	178.183183468728	-1.0065319312517	0.352776353718994	-2.85317289733501	0.00432850641487278	0.427981071770547	93	130	54	376	268	414	93.9772206473965	134.546900099091	127.31042138445	223.308043537694	252.652836873113	237.303678270625	57.2	UP_pEhEx_DOWN_U2AF84
EHI_049360A	459.158285057088	2.15968355007494	0.771345277018245	2.79989210334382	0.0051119690204122	0.47182673483583	3	8	1074	5	3	359	3.03152324669021	8.27980923686712	2532.06282531294	2.96952185555445	2.82820339783335	205.777827292643	52.82	DOWN_pEhEx_UP_U2AF84
EHI_049690A	1769.49792097329	-1.17763444229046	0.419443608905086	-2.80761088567912	0.00499104936017174	0.47182673483583	1131	1844	191	4559	2928	2874	1142.88426400221	1908.49602909787	450.30167563759	2707.61002789454	2760.32651628535	1647.36901292216	52.82	UP_pEhEx_DOWN_U2AF84
EHI_054230A	63.52252765563	-1.18611060394	0.425112641992232	-2.79010898942326	0.00526903011932132	0.47182673483583	39	38	15	110	96	194	39.4098022069727	39.3290938751188	35.3640059401249	65.3294808221978	90.5025087306673	111.200274358699	52.82	UP_pEhEx_DOWN_U2AF84
EHI_103900A	54.5792848978002	1.75474948668951	0.628756897581679	2.79082343818193	0.00525741428465206	0.47182673483583	71	147	5	79	47	1	71.7460501716683	152.141494727433	11.7880019800416	46.9184453177603	44.3085198993892	0.573197290508756	52.82	DOWN_pEhEx_UP_U2AF84
EHI_134810A	584.251041451723	-1.2106471678009	0.431593583479278	-2.80506294380306	0.00503067547128459	0.47182673483583	193	354	226	1181	923	1465	195.02799553707	366.38155873137	532.817689497882	701.40106228196	870.143912066729	839.734030595327	52.82	UP_pEhEx_DOWN_U2AF84
EHI_009810A	915.758508499311	-0.794737537581551	0.28595892488571	-2.77920172590936	0.00544926729412032	0.478930047738797	480	470	440	1317	958	3141	485.043719470434	486.438792665943	1037.34417424366	782.172056753041	903.139618374784	1800.412689488	52.11	UP_pEhEx_DOWN_U2AF84
EHI_037810A	40.9655678865659	-1.55246445622826	0.561563182316738	-2.7645410260401	0.00570029385430787	0.483099904152592	21	36	3	93	87	75	21.2206627268315	37.259141565902	7.07280118802498	55.2331065133127	82.0178985371673	42.9897967881567	51.69	UP_pEhEx_DOWN_U2AF84
EHI_052110A	40.9655678865659	-1.55246445622826	0.561563182316738	-2.7645410260401	0.00570029385430787	0.483099904152592	21	36	3	93	87	75	21.2206627268315	37.259141565902	7.07280118802498	55.2331065133127	82.0178985371673	42.9897967881567	51.69	UP_pEhEx_DOWN_U2AF84
EHI_000250A	581.482596724809	0.987781506426153	0.365610101305245	2.70173472477847	0.00689787725483829	0.488089247117434	422	393	682	438	278	917	426.434270034423	406.745628761097	1607.88347007768	260.130114546569	262.080181532557	525.621915396529	51.19	DOWN_pEhEx_UP_U2AF84
EHI_006810A	698.812131731905	-0.872264129092018	0.325484413668698	-2.67989523449154	0.00736452054116774	0.488089247117434	254	289	379	699	599	3077	256.668968219771	299.108108681825	893.530550087156	415.139155406512	564.697945100726	1763.72806289544	51.19	UP_pEhEx_DOWN_U2AF84
EHI_013070A	16.6036226428564	1.66881903213931	0.611293881816035	2.72997829976897	0.00633384946308257	0.488089247117434	16	16	19	11	8	14	16.1681239823478	16.5596184737342	44.7944075241582	6.53294808221978	7.54187572755561	8.02476206712258	51.19	DOWN_pEhEx_UP_U2AF84
EHI_022270A	40.220981872834	1.40016921090086	0.508431683402013	2.75389842256106	0.00588900424867511	0.488089247117434	17	13	64	13	6	81	17.1786317312445	13.4546900099091	150.886425344533	7.72075682444156	5.65640679566671	46.4289805312092	51.19	DOWN_pEhEx_UP_U2AF84
EHI_026400A	19.8051968074797	1.91481333123359	0.71499588238119	2.67807602591582	0.00740464091707865	0.488089247117434	9	6	36	7	2	22	9.09456974007063	6.20985692765034	84.8736142562997	4.15733059777622	1.8854689318889	12.6103403911926	51.19	DOWN_pEhEx_UP_U2AF84
EHI_030170A	81.3203151733917	-1.13182758603144	0.421969709524409	-2.68224841851111	0.00731291332051976	0.488089247117434	53	50	20	151	161	164	53.556910691527	51.7488077304195	47.1520079201665	89.6795600377443	151.780249017057	94.004355643436	51.19	UP_pEhEx_DOWN_U2AF84
EHI_033240A	7.39206861834286	-3.65999804076513	1.35138427916851	-2.70833255735156	0.00676222250119716	0.488089247117434	0	0	3	12	18	23	0	0	7.07280118802498	7.12685245333067	16.9692203870001	13.1835376817014	51.19	UP_pEhEx_DOWN_U2AF84
EHI_066770A	530.186614899645	-1.16186428950402	0.427310789473905	-2.71901463320054	0.00654767113587606	0.488089247117434	287	584	49	1430	1086	520	290.015723933363	604.4260742913	115.522419404408	849.283250688572	1023.80963001567	298.062591064553	51.19	UP_pEhEx_DOWN_U2AF84
EHI_083400A	293.566337562854	0.848140900107778	0.316495860374543	2.67978512927178	0.00736694321883413	0.488089247117434	529	491	45	488	270	119	534.558599166374	508.173291912719	106.092017820375	289.825333102114	254.538305805002	68.210477570542	51.19	DOWN_pEhEx_UP_U2AF84
EHI_105350A	866.232447882065	1.60758179149187	0.596024352812781	2.69717467735221	0.00699305770411429	0.488089247117434	81	34	1806	64	15	1344	81.8511276606357	35.1891892566853	4257.82631519104	38.0098797510969	14.1410169891668	770.377158443768	51.19	DOWN_pEhEx_UP_U2AF84
EHI_124880A	89.4493812866778	-1.08557302176997	0.401526305789001	-2.70361619181294	0.00685894631318091	0.488089247117434	48	42	33	124	122	311	48.5043719470434	43.4689984935524	77.8008130682748	73.6441420177503	115.013604845223	178.264357348223	51.19	UP_pEhEx_DOWN_U2AF84
EHI_126530A	22.5536928776014	2.27765055132382	0.835878819867995	2.72485735633727	0.00643292728719817	0.488089247117434	18	19	25	6	0	61	18.1891394801413	19.6645469375594	58.9400099002081	3.56342622666534	0	34.9650347210341	51.19	DOWN_pEhEx_UP_U2AF84
EHI_141940A	10367.0270400784	-0.883285874665098	0.328921041813834	-2.68540397961231	0.00724421867255267	0.488089247117434	7635	9238	1991	21731	19399	15767	7715.22666282658	9561.10971627231	4693.98238845258	12906.1358886107	18288.1059048564	9037.60167945155	51.19	UP_pEhEx_DOWN_U2AF84
EHI_159870A	157.321992486895	1.29944171305794	0.481065642652635	2.70117339058495	0.00690953065685155	0.488089247117434	29	20	275	26	7	390	29.3047247180054	20.6995230921678	648.34010890229	15.4415136488831	6.59914126161116	223.546943298415	51.19	DOWN_pEhEx_UP_U2AF84
EHI_174180A	530.186614899645	-1.16186428950402	0.427310789473905	-2.71901463320054	0.00654767113587606	0.488089247117434	287	584	49	1430	1086	520	290.015723933363	604.4260742913	115.522419404408	849.283250688572	1023.80963001567	298.062591064553	51.19	UP_pEhEx_DOWN_U2AF84
EHI_182790A	238.34493169152	1.59298238498677	0.591975522772931	2.6909598855117	0.00712467612300701	0.488089247117434	29	17	508	25	12	278	29.3047247180054	17.5945946283426	1197.66100117223	14.8476092777722	11.3128135913334	159.348846761434	51.19	DOWN_pEhEx_UP_U2AF84
EHI_027570A	10310.0010358227	0.99161770690748	0.376666949061026	2.63261140745009	0.00847312292034129	0.496462239258516	6458	5502	13554	6686	4080	17215	6525.85904237512	5694.43880265536	31954.9157674969	3970.84462524741	3846.35662105336	9867.59135610823	50.35	DOWN_pEhEx_UP_U2AF84
EHI_036560A	75.815093269714	-2.19945905518311	0.826286098131167	-2.66186138210201	0.00777098733992495	0.496462239258516	36	75	0	225	125	156	36.3782789602825	77.6232115956292	0	133.62848349995	117.841808243056	89.4187773193659	50.35	UP_pEhEx_DOWN_U2AF84
EHI_050740A	319.522048974018	-0.844467252251078	0.320121546471202	-2.63795818044708	0.00834068669178499	0.496462239258516	222	271	78	734	443	654	224.332720255076	280.478537898874	183.892830888649	435.925808395393	417.631368413392	374.871027992726	50.35	UP_pEhEx_DOWN_U2AF84
EHI_056250A	27.4726408795474	-1.43334217634223	0.540669650917611	-2.65104981185757	0.00802420061931972	0.496462239258516	14	23	3	71	55	45	14.1471084845543	23.804451555993	7.07280118802498	42.1672103488731	51.8503956269448	25.793878072894	50.35	UP_pEhEx_DOWN_U2AF84
EHI_148400A	14.4794652449031	-2.78815890851382	1.05305503799804	-2.64768583588411	0.00810448021047621	0.496462239258516	2	0	8	38	26	33	2.02101549779347	0	18.8608031680666	22.5683661022138	24.5110961145557	18.9155105867889	50.35	UP_pEhEx_DOWN_U2AF84
EHI_153540A	10310.0010358227	0.99161770690748	0.376666949061026	2.63261140745009	0.00847312292034129	0.496462239258516	6458	5502	13554	6686	4080	17215	6525.85904237512	5694.43880265536	31954.9157674969	3970.84462524741	3846.35662105336	9867.59135610823	50.35	DOWN_pEhEx_UP_U2AF84
EHI_155680A	285.432542038238	-1.47244292214945	0.559034678824199	-2.63390265027278	0.00844096855468937	0.496462239258516	95	108	122	550	623	529	95.99823614519	111.777424697706	287.627248313016	326.647404110989	587.323572283393	303.221366679132	50.35	UP_pEhEx_DOWN_U2AF84
EHI_162180A	84.5456290549452	1.10711953270344	0.419571639853311	2.63869010090985	0.00832270231372684	0.496462239258516	27	27	131	24	17	197	27.2837092202119	27.9443561744265	308.845651877091	14.2537049066613	16.0264859210557	112.919866230225	50.35	DOWN_pEhEx_UP_U2AF84
EHI_166800A	73.0058955695817	1.23911688914242	0.467704024076824	2.64936118860266	0.00806440932776456	0.496462239258516	36	19	103	19	11	205	36.3782789602825	19.6645469375594	242.832840788858	11.2841830511069	10.370079125389	117.505444554295	50.35	DOWN_pEhEx_UP_U2AF84
EHI_148170A	80.3373942244025	-1.07825575425106	0.411634965450619	-2.61944646288899	0.0088072595904979	0.509747000201257	57	60	15	172	112	208	57.598941687114	62.0985692765034	35.3640059401249	102.151551831073	105.586260185779	119.225036425821	49.03	UP_pEhEx_DOWN_U2AF84
EHI_191790A	118.004603615248	1.42227177648343	0.543925665069294	2.61482748070407	0.00892725344586061	0.510466805470536	30	20	225	29	12	171	30.3152324669021	20.6995230921678	530.460089101873	17.2232267622158	11.3128135913334	98.0167366769973	48.95	DOWN_pEhEx_UP_U2AF84
EHI_138810A	59.5468694782718	1.25403830142454	0.481898127342882	2.60228921896652	0.0092603720261525	0.523211019477616	17	23	96	16	13	119	17.1786317312445	23.804451555993	226.329638016799	9.50246993777423	12.2555480572779	68.210477570542	47.68	DOWN_pEhEx_UP_U2AF84
EHI_005020A	774.823104689732	-0.991066006578698	0.381836030864878	-2.59552773040795	0.00944457814184053	0.52343409741725	478	612	175	1570	1609	1170	483.02270397264	633.405406620335	412.580069301457	932.429862644096	1516.85975570462	670.640829895244	47.66	UP_pEhEx_DOWN_U2AF84
EHI_151360A	35.4503260047293	-1.42547693307241	0.551043749431617	-2.58686707642132	0.00968529467521011	0.52343409741725	22	18	7	61	85	68	22.2311704757282	18.629570782951	16.5032027720583	36.2281666377642	80.1324296052784	38.9774157545954	47.66	UP_pEhEx_DOWN_U2AF84
EHI_160980A	9643.03197715615	-1.09823894606306	0.424661793811038	-2.58614964206492	0.00970547841818753	0.52343409741725	8579	10614	586	23229	18708	9403	8669.1459777851	10985.2369050135	1381.55383206088	13795.8046365348	17636.6763888888	5389.77412265383	47.66	UP_pEhEx_DOWN_U2AF84
EHI_175070A	74.9366062117688	-1.13009176334073	0.436076345299083	-2.59149980392918	0.00955585960425347	0.52343409741725	59	59	10	157	149	125	59.6199571849075	61.063593121895	23.5760039600833	93.2429862644096	140.467435425723	71.6496613135945	47.66	UP_pEhEx_DOWN_U2AF84
EHI_006850A	36.4779530304372	-1.58045573497796	0.617974873947914	-2.5574757188448	0.0105434918444916	0.524254473922373	20	16	7	61	105	53	20.2101549779347	16.5596184737342	16.5032027720583	36.2281666377642	98.9871189241674	30.3794563969641	47.57	UP_pEhEx_DOWN_U2AF84
EHI_008470A	135.630361353791	-1.44965314913725	0.568261097506605	-2.55103359265307	0.0107403973005848	0.524254473922373	113	147	0	347	339	38	114.187375625331	152.141494727433	0	206.084816775479	319.586983955169	21.7814970393327	47.57	UP_pEhEx_DOWN_U2AF84
EHI_023000A	68.329203756121	-1.28447497880909	0.49802647065825	-2.5791299348233	0.00990495222691318	0.524254473922373	29	61	11	157	149	101	29.3047247180054	63.1335454311118	25.9336043560916	93.2429862644096	140.467435425723	57.8929263413843	47.57	UP_pEhEx_DOWN_U2AF84
EHI_025230A	554.27166846743	-1.1904045780712	0.463784731755702	-2.56671791148623	0.0102666094516738	0.524254473922373	274	552	84	1089	1063	1100	276.879123197706	571.306837343831	198.038433264699	646.761860139758	1002.12673729895	630.517019559632	47.57	UP_pEhEx_DOWN_U2AF84
EHI_029210A	61.2291373561677	-1.10507601613042	0.431871410290891	-2.55880799191149	0.0105031735220665	0.524254473922373	29	34	22	90	91	195	29.3047247180054	35.1891892566853	51.8672087121832	53.45139339998	85.7888364009451	111.773471649207	47.57	UP_pEhEx_DOWN_U2AF84
EHI_078180A	112.613674864449	2.16494047718926	0.849566722273228	2.54828775707742	0.010825313620816	0.524254473922373	6	7	265	9	2	53	6.06304649338042	7.24483308225873	624.764104942206	5.345139339998	1.8854689318889	30.3794563969641	47.57	DOWN_pEhEx_UP_U2AF84
EHI_134840A	61.2424163117396	-1.62751543145984	0.633273416184486	-2.57000434546223	0.0101697239311401	0.524254473922373	8	18	38	69	91	217	8.08406199117389	18.629570782951	89.5888150483164	40.9794016066514	85.7888364009451	124.3838120404	47.57	UP_pEhEx_DOWN_U2AF84
EHI_140540A	6062.73429299984	-0.837862177881864	0.328552008351471	-2.55016605159678	0.0107671622167485	0.524254473922373	3436	5056	1843	12921	8262	13719	3472.10462520919	5232.83943770002	4345.05752984335	7673.8383791238	7788.87215763306	7863.69362848962	47.57	UP_pEhEx_DOWN_U2AF84
EHI_160740A	554.27166846743	-1.1904045780712	0.463784731755702	-2.56671791148623	0.0102666094516738	0.524254473922373	274	552	84	1089	1063	1100	276.879123197706	571.306837343831	198.038433264699	646.761860139758	1002.12673729895	630.517019559632	47.57	UP_pEhEx_DOWN_U2AF84
EHI_161170A	351.775137005556	0.954933613590803	0.373514816193618	2.55661508510494	0.0105696101714198	0.524254473922373	635	571	36	678	385	48	641.672420549428	590.971384281391	84.8736142562997	402.667163613183	362.952769388614	27.5134699444203	47.57	DOWN_pEhEx_UP_U2AF84
