baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	UmasM_1.1	UmasM_2.1	UmasM_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_040300A	141.248098800345	0.0862295785543973	0.464928718681505	0.185468384914867	0.852861675236253	0.999717028849961	215	261	21	257	117	72	257.97895504765	176.882433154611	32.7827842127384	190.631815104072	137.504894473231	51.7077108097663	0.03	DOWN_pEhEx_UP_UmasM
EHI_040310A	2449.25013883714	0.536718628918662	0.585077126491878	0.917346798595301	0.358960941513315	0.999717028849961	530	3148	4443	1757	1241	3103	635.94812174537	2133.43256540505	6935.90048843794	1303.26886824068	1458.4920858229	2228.4587033709	0.03	DOWN_pEhEx_UP_UmasM
EHI_040320A	172.996613141661	-0.151438644954488	0.395459399255726	-0.382943597344007	0.701761584767276	0.999717028849961	172	223	83	265	197	171	206.38316403812	151.129435224055	129.570051888442	196.565879387468	231.525335138687	122.805813173195	0.03	UP_pEhEx_DOWN_UmasM
EHI_040330A	16.9743118015939	1.38207750101046	0.888449076673901	1.55560688541043	0.119801600426674	0.999717028849961	4	17	34	0	5	37	4.79960846600279	11.5210780215647	53.076888725386	0	5.87627754159105	26.5720180550188	0.03	DOWN_pEhEx_UP_UmasM
EHI_040340A	500.489333755475	0.0236492464133019	0.587937473528901	0.0402240841553355	0.967914476786054	0.999717028849961	1030	519	24	615	739	74	1235.89917999572	351.731734893653	37.4660391002724	456.18119178601	868.513820647158	53.1440361100376	0.03	DOWN_pEhEx_UP_UmasM
EHI_040360A	88.9576654936741	0.0109208765082251	0.546655886907313	0.0199776070646738	0.984061235974524	0.999717028849961	152	127	15	143	74	68	182.385121708106	86.0692299258071	23.4162744376703	106.07139906569	86.9689076155476	48.8350602092238	0.03	DOWN_pEhEx_UP_UmasM
EHI_040370A	59.8480708982189	0.423534233909284	0.756189952262921	0.560089740205943	0.575418228197561	0.999717028849961	51	9	76	28	16	186	61.1950079415356	6.09939424671074	118.642457150863	20.7692249918834	18.8040881330914	133.57825292523	0.03	DOWN_pEhEx_UP_UmasM
EHI_040400A	310.07572592403	-0.602582251445457	0.521706198743433	-1.15502221920464	0.248081327687211	0.999717028849961	107	455	191	446	444	380	128.389526465575	308.358264694821	298.167227839668	330.824083799285	521.813445693286	272.901807051545	0.03	UP_pEhEx_DOWN_UmasM
EHI_040420A	1157.37224974172	-0.132219626438185	0.475368174226515	-0.278141519787949	0.780903724525821	0.999717028849961	1882	1386	191	1932	1333	625	2258.21578325431	939.306713993454	298.167227839668	1433.07652443995	1566.61559258817	448.851656334777	0.03	UP_pEhEx_DOWN_UmasM
EHI_040440A	144.207020064036	-0.294783711402244	0.385531477690416	-0.764616454065411	0.444499968321436	0.999717028849961	131	247	44	235	172	133	157.187177261591	167.394486548617	68.6877383504995	174.313138324736	202.143947430732	95.5156324680406	0.03	UP_pEhEx_DOWN_UmasM
EHI_040450A	70.5390302096624	0.2116843651003	0.434301779081938	0.48741307380268	0.625965630473333	0.999717028849961	34	73	86	57	28	172	40.7966719610237	49.4728644455427	134.253306775976	42.2802080191912	32.9071542329099	123.523975823331	0.03	DOWN_pEhEx_UP_UmasM
EHI_040460A	1357.71526248079	-0.224974673741998	0.405956150349159	-0.554184666369754	0.579452471163972	0.999717028849961	991	1685	878	2171	1572	1374	1189.10299745219	1141.94214507862	1370.63259708497	1610.35669490639	1847.50165907623	986.755481286374	0.03	UP_pEhEx_DOWN_UmasM
EHI_040580A	25.2549135176154	0.433223264882738	0.611985591795161	0.707897817678923	0.479008715050014	0.999717028849961	40	36	10	47	14	17	47.9960846600279	24.397576986843	15.6108496251135	34.8626276649471	16.4535771164549	12.2087650523059	0.03	DOWN_pEhEx_UP_UmasM
EHI_040590A	309.886827254749	0.132735861038921	0.419255698913488	0.316598823541121	0.751548028573205	0.999717028849961	330	347	218	479	235	357	395.96769844523	235.165533734292	340.316521827475	355.302098968291	276.185044454779	256.384066098425	0.03	DOWN_pEhEx_UP_UmasM
EHI_040600A	20.8268924623933	-0.803651178834428	0.571596597268062	-1.4059761423974	0.159731209279038	0.999717028849961	9	22	13	37	20	39	10.7991190485063	14.9096303808485	20.2941045126476	27.445047310703	23.5051101663642	28.0083433552901	0.03	UP_pEhEx_DOWN_UmasM
EHI_040650A	26.213093083294	-0.0127854369518203	0.592853245993082	-0.0215659390215594	0.982794203932315	0.999717028849961	18	70	6	50	27	14	21.5982380970126	47.4397330299724	9.36650977506811	37.0879017712203	31.7318987245917	10.054277101899	0.03	UP_pEhEx_DOWN_UmasM
EHI_040660A	14655.2119399737	0.0221665452223352	0.395379525063152	0.0560639684586465	0.955290847775718	0.999717028849961	10551	12766	15670	15055	11320	24627	12660.1672311989	8651.65188372326	24462.2013625529	11167.1672233144	13303.8923541621	17686.1915848905	0.03	DOWN_pEhEx_UP_UmasM
EHI_040670A	9.00665590264227	0.424181884601334	0.888475451993777	0.477426679205882	0.633058320051751	0.999717028849961	12	17	3	11	2	18	14.3988253980084	11.5210780215647	4.68325488753405	8.15933838966847	2.35051101663642	12.9269277024416	0.03	DOWN_pEhEx_UP_UmasM
EHI_040680A	10.2445824113973	0.370164736606836	0.776401678276149	0.476769624492204	0.633526177945176	0.999717028849961	9	16	7	10	3	25	10.7991190485063	10.843367549708	10.9275947375795	7.41758035424406	3.52576652495463	17.9540662533911	0.03	DOWN_pEhEx_UP_UmasM
EHI_040700A	34.8100032616339	0.180919090687571	0.575400813111612	0.314422723369487	0.753199999883498	0.999717028849961	20	87	18	47	23	50	23.9980423300139	58.9608110515372	28.0995293252043	34.8626276649471	27.0308766913188	35.9081325067822	0.03	DOWN_pEhEx_UP_UmasM
EHI_040800A	44399.2254469241	0.183988226290171	0.511492463561587	0.359708577148991	0.719065077182488	0.999717028849961	53525	29668	37060	48897	35130	64963	64224.7607856998	20106.314279046	57853.8087106707	36269.7426581472	41286.7260072187	46654.0002407618	0.03	DOWN_pEhEx_UP_UmasM
EHI_040810A	21.7095990381059	0.0349879380297183	0.539613035319105	0.064838941500047	0.948302235834853	0.999717028849961	18	31	15	30	18	29	21.5982380970126	21.0090246275592	23.4162744376703	22.2527410627322	21.1545991497278	20.8267168539337	0.03	DOWN_pEhEx_UP_UmasM
EHI_040820A	353.665088024814	0.419850404289046	0.798368576933161	0.525885432392457	0.598967811096607	0.999717028849961	18	5	1015	33	4	673	21.5982380970126	3.38855235928374	1584.50123694902	24.4780151690054	4.70102203327284	483.323463541288	0.03	DOWN_pEhEx_UP_UmasM
EHI_040830A	16727.3025818376	0.190028897905264	0.444445503946992	0.42756400102526	0.668968579749473	0.999717028849961	16961	14848	15143	20289	14036	20559	20351.5397979683	10062.645086129	23639.5095873094	15049.5287807258	16495.8863147544	14764.7059241387	0.03	DOWN_pEhEx_UP_UmasM
EHI_040840A	50.3483957822524	0.618131482190544	0.556632304375881	1.11048438499023	0.266790353197921	0.999717028849961	41	35	77	50	19	69	49.1959867765286	23.7198665149862	120.203542113374	37.0879017712203	22.329854658046	49.5532228593594	0.03	DOWN_pEhEx_UP_UmasM
EHI_040850A	8.91373548413421	-0.0652623058727426	0.798843764607478	-0.0816959570371185	0.934888493431222	0.999717028849961	10	20	1	19	8	4	11.999021165007	13.554209437135	1.56108496251135	14.0934026730637	9.40204406654568	2.87265060054257	0.03	UP_pEhEx_DOWN_UmasM
EHI_041070A	22.3043699483506	-0.21502283784835	0.697725362324001	-0.308176898045023	0.757947730247996	0.999717028849961	12	63	2	51	28	4	14.3988253980084	42.6957597269752	3.1221699250227	37.8296598066447	32.9071542329099	2.87265060054257	0.03	UP_pEhEx_DOWN_UmasM
EHI_041465A	258.362669298968	0.536517225796548	0.568111140659248	0.944387792103429	0.344971517564971	0.999717028849961	551	513	2	426	183	10	661.146066191884	347.665472062512	3.1221699250227	315.988923090797	215.071758022233	7.18162650135644	0.03	DOWN_pEhEx_UP_UmasM
EHI_041580A	36.7896895771949	1.18083534379231	0.770181437669448	1.53319112359484	0.125228770687771	0.999717028849961	102	29	6	30	37	5	122.390015883071	19.6536036838457	9.36650977506811	22.2527410627322	43.4844538077738	3.59081325067822	0.03	DOWN_pEhEx_UP_UmasM
EHI_041880A	10.8634850715017	-1.090087588641	1.08556742936878	-1.00416386780769	0.315299634869193	0.999717028849961	1	34	0	25	16	5	1.1999021165007	23.0421560431295	0	18.5439508856102	18.8040881330914	3.59081325067822	0.03	UP_pEhEx_DOWN_UmasM
EHI_041900A	22.4985728170331	-0.709891483429541	0.554039776864391	-1.28130057276248	0.200088111798522	0.999717028849961	14	21	13	29	26	44	16.7986296310098	14.2319199089917	20.2941045126476	21.5109830273078	30.5566432162735	31.5991566059683	0.03	UP_pEhEx_DOWN_UmasM
EHI_041910A	22.7533563373919	0.689642261608857	0.861905381228196	0.800136855655933	0.423631509652555	0.999717028849961	4	75	15	12	12	48	4.79960846600279	50.8282853892562	23.4162744376703	8.90109642509288	14.1030660998185	34.4718072065109	0.03	DOWN_pEhEx_UP_UmasM
EHI_041930A	10.0215755583654	0.413983161270738	1.00805872554523	0.410673654996465	0.681311847221031	0.999717028849961	2	8	20	11	0	18	2.39980423300139	5.42168377485399	31.221699250227	8.15933838966847	0	12.9269277024416	0.03	DOWN_pEhEx_UP_UmasM
EHI_041950A	40.3841083512955	-0.51278474086461	0.590101479352736	-0.868977216303656	0.384859592760137	0.999717028849961	34	77	8	66	32	70	40.7966719610237	52.1837063329697	12.4886797000908	48.9560303380108	37.6081762661827	50.2713855094951	0.03	UP_pEhEx_DOWN_UmasM
EHI_041960A	78.9443076286049	-0.0414985407137173	0.481279078703301	-0.0862255239216419	0.931287141109023	0.999717028849961	37	132	65	115	63	110	44.3963783105258	89.4577822850909	101.470522563238	85.3021740738067	74.0410970240473	78.9978915149208	0.03	UP_pEhEx_DOWN_UmasM
EHI_041980A	31.8380442354886	0.63231826482457	0.509194164423289	1.24180186852835	0.214309673169832	0.999717028849961	42	66	13	50	23	16	50.3958888930293	44.7288911425454	20.2941045126476	37.0879017712203	27.0308766913188	11.4906024021703	0.03	DOWN_pEhEx_UP_UmasM
EHI_042090A	59.9176154181372	0.0554786377225996	0.564973250233634	0.0981969282610416	0.921775921570048	0.999717028849961	109	75	9	98	58	32	130.789330698576	50.8282853892562	14.0497646626022	72.6922874715918	68.1648194824562	22.9812048043406	0.03	DOWN_pEhEx_UP_UmasM
EHI_042140A	63.4389124337077	0.0229963375365321	0.540689691992137	0.0425314887210141	0.966075010084475	0.999717028849961	17	59	97	41	42	124	20.3983359805119	39.9849178395482	151.425241363601	30.4120794524007	49.3607313493648	89.0521686168198	0.03	DOWN_pEhEx_UP_UmasM
EHI_042170A	3051.73669457356	-0.391019960510893	0.392712522468624	-0.995690073881292	0.319400754458399	0.999717028849961	2524	3536	1588	3818	3898	4168	3028.55294204776	2396.38422848546	2479.00292046803	2832.03217925038	4581.14597142438	2993.30192576536	0.03	UP_pEhEx_DOWN_UmasM
EHI_042190A	60.5269898034452	0.740499542895202	0.664779400531567	1.11390266049623	0.26532094793981	0.999717028849961	4	37	109	10	6	207	4.79960846600279	25.0752874586997	170.158260913737	7.41758035424406	7.05153304990926	148.659668578078	0.03	DOWN_pEhEx_UP_UmasM
EHI_042210A	16.7535826397911	0.251492581021503	0.655295382147306	0.383785065289792	0.701137758171683	0.999717028849961	19	32	5	38	14	5	22.7981402135132	21.686735099416	7.80542481255676	28.1868053461274	16.4535771164549	3.59081325067822	0.03	DOWN_pEhEx_UP_UmasM
EHI_042220A	11.2340740501796	1.93479095234783	0.79668587632454	2.42854933148039	0.0151593626419119	0.999717028849961	6	12	24	2	2	15	7.19941269900418	8.13252566228099	37.4660391002724	1.48351607084881	2.35051101663642	10.7724397520347	0.03	DOWN_pEhEx_UP_UmasM
EHI_042250A	149.362423565988	0.211499314490499	0.496659401458329	0.425843775169621	0.670221686710313	0.999717028849961	110	120	163	157	43	364	131.989232815077	81.3252566228099	254.45684888935	116.456011561632	50.5359868576831	261.411204649374	0.03	DOWN_pEhEx_UP_UmasM
EHI_042260A	125.837974934233	0.472907696964049	0.46121530669115	1.02535126242184	0.305197475939138	0.999717028849961	139	189	92	175	55	170	166.786394193597	128.087279180926	143.619816551044	129.807656199271	64.6390529575016	122.087650523059	0.03	DOWN_pEhEx_UP_UmasM
EHI_042370A	821.053452642995	-0.00567081614357676	0.357084963457878	-0.015880859526155	0.987329439963502	0.999717028849961	880	1861	61	1629	1037	121	1055.91386252061	1261.21918812541	95.2261827131924	1208.32383970636	1218.73996212598	86.8976806664129	0.03	UP_pEhEx_DOWN_UmasM
EHI_042690A	63.5719806120031	0.0464880389969601	0.474774966888383	0.0979159438452221	0.921999039467494	0.999717028849961	82	130	11	85	75	37	98.3919735530572	88.1023613413774	17.1719345876249	63.0494330110745	88.1441631238658	26.5720180550188	0.03	DOWN_pEhEx_UP_UmasM
EHI_042720A	66064.2378105107	-0.0952634136921856	0.445702716576527	-0.213737565756633	0.830751714969783	0.999717028849961	82867	67343	30915	91671	59270	91063	99432.2886880633	45639.056306249	48260.9416160384	67997.7008653908	69657.3939780203	65398.0454093021	0.03	UP_pEhEx_DOWN_UmasM
EHI_042860A	14.9693660881448	-0.0644121397168519	0.830082739908887	-0.077597252201536	0.938148428217773	0.999717028849961	23	22	0	21	27	0	27.597748679516	14.9096303808485	0	15.5769187439125	31.7318987245917	0	0.03	UP_pEhEx_DOWN_UmasM
EHI_042870A	260.378385206596	0.315690161455075	0.401062252124549	0.787135063902842	0.431202805214172	0.999717028849961	323	363	149	381	196	255	387.568383629725	246.008901284	232.601659414191	282.609811496699	230.350079630369	183.131475784589	0.03	DOWN_pEhEx_UP_UmasM
EHI_042880A	9.00922872106734	-0.228376719539288	0.777163556676944	-0.293859275280224	0.768865438435617	0.999717028849961	7	20	2	19	9	6	8.39931481550488	13.554209437135	3.1221699250227	14.0934026730637	10.5772995748639	4.30897590081386	0.03	UP_pEhEx_DOWN_UmasM
EHI_042890A	25.2104739854802	0.0536597710050384	0.564051494386418	0.095132752131807	0.924209383601653	0.999717028849961	30	34	12	46	17	27	35.9970634950209	23.0421560431295	18.7330195501362	34.1208696295227	19.9793436414096	19.3903915536624	0.03	DOWN_pEhEx_UP_UmasM
EHI_042900A	587.000243140544	0.0316821974598785	0.469785798355992	0.0674396662707767	0.946231691933253	0.999717028849961	237	345	987	422	343	1040	284.376801610665	233.810112790578	1540.7908579987	313.021890949099	403.112639353146	746.889156141069	0.03	DOWN_pEhEx_UP_UmasM
EHI_042910A	31.5984174148139	0.557271050904529	0.666667222981696	0.835905878816288	0.403207854912504	0.999717028849961	3	13	76	10	5	63	3.59970634950209	8.81023613413774	118.642457150863	7.41758035424406	5.87627754159105	45.2442469585456	0.03	DOWN_pEhEx_UP_UmasM
EHI_042920A	32631.6093471373	0.277213449014078	0.529423600510525	0.52361369751322	0.600547252499648	0.999717028849961	35097	17840	34585	28446	21748	57002	42112.964582825	12090.3548179244	53990.1234284551	21100.0490756827	25559.4567949044	40936.707383032	0.03	DOWN_pEhEx_UP_UmasM
EHI_042930A	17282.1326164341	0.347174006376385	0.502985478775312	0.6902266984361	0.490051636169378	0.999717028849961	22178	12760	14700	19649	12228	23031	26611.4291397525	8647.58562089212	22947.9489489169	14574.8036380542	14371.0243557151	16540.003995274	0.03	DOWN_pEhEx_UP_UmasM
EHI_042970A	36.3345772283443	0.191041349343917	0.501557163066014	0.38089646287989	0.70328007722173	0.999717028849961	15	33	51	29	15	82	17.9985317475105	22.3644455712727	79.6153330880789	21.5109830273078	17.6288326247732	58.8893373111228	0.03	DOWN_pEhEx_UP_UmasM
EHI_042980A	58.114059163982	0.777563416152811	0.67400314362293	1.15364953933778	0.24864387949226	0.999717028849961	6	54	132	24	17	85	7.19941269900418	36.5963654802644	206.063215051498	17.8021928501858	19.9793436414096	61.0438252615297	0.03	DOWN_pEhEx_UP_UmasM
EHI_043010A	661.548684943855	-0.343329613690008	0.421608188410493	-0.814333362414988	0.415454002192386	0.999717028849961	898	973	87	1222	800	348	1077.51210061763	659.412289116617	135.814391738488	906.428319288625	940.204406654569	249.920602247204	0.03	UP_pEhEx_DOWN_UmasM
EHI_043140A	41.9400005962782	0.0884217916414249	0.465068836362028	0.190126245252421	0.849210204429663	0.999717028849961	44	66	20	70	39	35	52.7956931260307	44.7288911425454	31.221699250227	51.9230624797084	45.8349648244102	25.1356927547475	0.03	DOWN_pEhEx_UP_UmasM
EHI_043240A	451.077901304664	-0.107784978737887	0.449147133957949	-0.239976993258468	0.810348092244203	0.999717028849961	677	618	90	804	445	300	812.333732870972	418.825071607471	140.497646626022	596.373460481223	522.988701201604	215.448795040693	0.03	UP_pEhEx_DOWN_UmasM
EHI_044180A	17.923798191172	0.372892808087414	0.934835008811235	0.398886225454475	0.689977039187845	0.999717028849961	2	18	31	1	11	43	2.39980423300139	12.1987884934215	48.3936338378519	0.741758035424406	12.9278105915003	30.8809939558327	0.03	DOWN_pEhEx_UP_UmasM
EHI_044190A	11.9006976628463	0.122242083735886	0.700621379441806	0.174476667887694	0.861490865847015	0.999717028849961	9	29	4	21	12	7	10.7991190485063	19.6536036838457	6.24433985004541	15.5769187439125	14.1030660998185	5.02713855094951	0.03	DOWN_pEhEx_UP_UmasM
EHI_044200A	37.5273766504736	0.908381161545692	0.565165104189368	1.60728458783493	0.107991953620469	0.999717028849961	61	81	8	68	26	5	73.1940291065425	54.8945482203967	12.4886797000908	50.4395464088596	30.5566432162735	3.59081325067822	0.03	DOWN_pEhEx_UP_UmasM
EHI_044210A	106.705136047362	0.108823472931321	0.443692956279379	0.245267524289474	0.806249295743084	0.999717028849961	48	134	126	106	73	182	57.5953015920335	90.8132032288044	196.69670527643	78.6263517549871	85.7936521072294	130.705602324687	0.03	DOWN_pEhEx_UP_UmasM
EHI_044220A	40.5850719273696	1.71614215729641	0.772428671188861	2.22174839089681	0.026300314264937	0.999717028849961	42	16	61	9	3	107	50.3958888930293	10.843367549708	95.2261827131924	6.67582231881966	3.52576652495463	76.8434035645139	0.03	DOWN_pEhEx_UP_UmasM
EHI_044230A	15.677108093286	-0.763512243890947	0.6961270628369	-1.09680011689164	0.272728779099122	0.999717028849961	11	31	1	30	27	6	13.1989232815077	21.0090246275592	1.56108496251135	22.2527410627322	31.7318987245917	4.30897590081386	0.03	UP_pEhEx_DOWN_UmasM
EHI_044370A	637.682550741098	0.390780310669714	0.419087138108343	0.932455986202777	0.351100922785798	0.999717028849961	756	736	486	759	378	911	907.126000074527	498.794907286567	758.687291780517	562.994348887124	444.246582144284	654.246174273571	0.03	DOWN_pEhEx_UP_UmasM
EHI_044470A	46.9458432424019	-0.512738352948296	0.485425023182019	-1.05626683516897	0.290846323415214	0.999717028849961	37	80	13	72	57	59	44.3963783105258	54.2168377485399	20.2941045126476	53.4065785505573	66.989563974138	42.371596358003	0.03	UP_pEhEx_DOWN_UmasM
EHI_044480A	156.174252242605	-0.475147833665331	0.471733536731178	-1.0072377659596	0.313820528504487	0.999717028849961	182	298	14	297	178	91	218.382185203127	201.957720613311	21.8551894751589	220.302136521049	209.195480480641	65.3528011623436	0.03	UP_pEhEx_DOWN_UmasM
EHI_044490A	59.7648052047806	0.219928592560467	0.462229488644574	0.475799571345779	0.634217175280886	0.999717028849961	36	58	76	65	30	103	43.1964761940251	39.3072073676914	118.642457150863	48.2142723025864	35.2576652495463	73.9707529639713	0.03	DOWN_pEhEx_UP_UmasM
EHI_044500A	19.6420076862192	-0.02970534652752	0.561837043877396	-0.0528718190643234	0.957834038108841	0.999717028849961	14	22	17	22	13	39	16.7986296310098	14.9096303808485	26.538444362693	16.3186767793369	15.2783216081367	28.0083433552901	0.03	UP_pEhEx_DOWN_UmasM
EHI_044510A	68.6989737757635	0.243219778176879	0.47493780512418	0.512108692028181	0.608574941597272	0.999717028849961	109	113	15	101	68	37	130.789330698576	76.5812833198126	23.4162744376703	74.917561577865	79.9173745656383	26.5720180550188	0.03	DOWN_pEhEx_UP_UmasM
EHI_044520A	16.4288089117736	0.195468646655815	0.617220108884317	0.316691961007464	0.751477349253012	0.999717028849961	13	34	9	27	11	18	15.5987275145091	23.0421560431295	14.0497646626022	20.027466956459	12.9278105915003	12.9269277024416	0.03	DOWN_pEhEx_UP_UmasM
EHI_044530A	287.703800371364	0.546006250280711	0.461120076999103	1.18408691686997	0.236378658525825	0.999717028849961	220	252	411	306	127	381	263.978465630153	170.783038907901	641.605919592165	226.977958839868	149.257449556413	273.61996970168	0.03	DOWN_pEhEx_UP_UmasM
EHI_044540A	27.2583355648202	-0.00695935344955633	0.593159120789333	-0.0117326923006686	0.990638880726285	0.999717028849961	43	46	2	51	29	8	51.59579100953	31.1746817054105	3.1221699250227	37.8296598066447	34.0824097412281	5.74530120108515	0.03	UP_pEhEx_DOWN_UmasM
EHI_044550A	69675.6413352879	0.287012689468082	0.581809394507285	0.493310510585934	0.621793202909486	0.999717028849961	133569	63017	23394	80340	53808	77595	160269.725798882	42707.2808049967	36520.0216129906	59592.8405659968	63238.1483915863	55725.8308372753	0.03	DOWN_pEhEx_UP_UmasM
EHI_044560A	36.2079030405236	0.0815558651579712	0.491749628708254	0.165848351268114	0.868276294174994	0.999717028849961	33	43	28	53	27	47	39.596769844523	29.1415502898402	43.7103789503178	39.3131758774935	31.7318987245917	33.7536445563753	0.03	DOWN_pEhEx_UP_UmasM
EHI_044580A	30.2822641299239	0.304487438775174	0.553201608979532	0.55040953213576	0.582038512157936	0.999717028849961	13	21	51	21	14	56	15.5987275145091	14.2319199089917	79.6153330880789	15.5769187439125	16.4535771164549	40.217108407596	0.03	DOWN_pEhEx_UP_UmasM
EHI_044590A	7797.16321756095	-0.0835259380202311	0.354106172504538	-0.235878232309438	0.813527159802104	0.999717028849961	5552	8190	6957	9672	6084	13069	6661.85655081187	5550.44876450677	10860.4680841915	7174.28371862486	7150.25451260799	9385.66767462273	0.03	UP_pEhEx_DOWN_UmasM
EHI_044610A	122.465338057795	-0.419101467571489	1.6753609890676	-0.250155918817672	0.802466773313445	0.999717028849961	0	26	349	19	32	168	0	17.6204722682755	544.818651916462	14.0934026730637	37.6081762661827	120.651325222788	0.03	UP_pEhEx_DOWN_UmasM
EHI_044620A	57.0526012778365	1.17908743158705	0.845305130629311	1.39486605352703	0.163056235525256	0.999717028849961	1	26	159	3	9	87	1.1999021165007	17.6204722682755	248.212509039305	2.22527410627322	10.5772995748639	62.480150561801	0.03	DOWN_pEhEx_UP_UmasM
EHI_044640A	437.757319709108	0.302038542739779	0.398379387539558	0.758168098518368	0.448350356482797	0.999717028849961	243	416	617	409	228	722	291.576214309669	281.927556292408	963.189421869504	303.379036488582	267.958255896552	518.513433397935	0.03	DOWN_pEhEx_UP_UmasM
EHI_044650A	16.8643685728847	-0.237950310705896	0.600921113172271	-0.395975953398864	0.692122767816003	0.999717028849961	12	20	12	27	11	30	14.3988253980084	13.554209437135	18.7330195501362	20.027466956459	12.9278105915003	21.5448795040693	0.03	UP_pEhEx_DOWN_UmasM
EHI_044680A	18.902858704852	-0.295821580681049	0.656859127321317	-0.450357722648104	0.652452524021532	0.999717028849961	27	29	2	39	17	13	32.3973571455188	19.6536036838457	3.1221699250227	28.9285633815519	19.9793436414096	9.33611445176337	0.03	UP_pEhEx_DOWN_UmasM
EHI_044720A	32.7247597115312	-0.0169627296500374	0.527663981696785	-0.0321468401073939	0.974354949690882	0.999717028849961	28	30	29	47	20	54	33.5972592620195	20.3313141557025	45.2714639128292	34.8626276649471	23.5051101663642	38.7807831073248	0.03	UP_pEhEx_DOWN_UmasM
EHI_044730A	2906.05624374727	0.133382813912351	0.559540400643461	0.238379237243573	0.811586969605581	0.999717028849961	4666	2134	1395	3515	2411	3861	5598.74327559225	1446.2341469423	2177.71352270334	2607.27949451679	2833.54103055521	2772.82599217372	0.03	DOWN_pEhEx_UP_UmasM
EHI_044740A	624.579144414431	0.0678582804875381	0.414358071009109	0.163767246821763	0.869914376761218	0.999717028849961	705	800	341	858	424	964	845.930992132992	542.168377485399	532.329972216371	636.428394394141	498.308335526921	692.30879473076	0.03	DOWN_pEhEx_UP_UmasM
EHI_044750A	10.7470459589432	-0.211788526177274	0.854143940399304	-0.247954139999243	0.804169889870526	0.999717028849961	11	10	6	20	2	25	13.1989232815077	6.77710471856749	9.36650977506811	14.8351607084881	2.35051101663642	17.9540662533911	0.03	UP_pEhEx_DOWN_UmasM
EHI_044760A	9.92297014279094	0.650430357517796	0.767515086800796	0.847449605491092	0.396744565003877	0.999717028849961	7	11	13	9	2	20	8.39931481550488	7.45481519042424	20.2941045126476	6.67582231881966	2.35051101663642	14.3632530027129	0.03	DOWN_pEhEx_UP_UmasM
EHI_044770A	7632.45848413356	-0.545069671483274	0.464930077171364	-1.17236913300916	0.241048886582485	0.999717028849961	3153	11279	4576	10867	10162	10054	3783.2913733267	7643.89641207227	7143.52478845194	8060.68457095702	11942.9464755297	7220.40728446376	0.03	UP_pEhEx_DOWN_UmasM
EHI_044780A	84.2729764139467	-0.00742014365471854	0.513567839927194	-0.0144482249039785	0.988472385486736	0.999717028849961	41	50	129	71	56	143	49.1959867765286	33.8855235928374	201.379960163964	52.6648205151329	65.8143084658198	102.697258969397	0.03	UP_pEhEx_DOWN_UmasM
EHI_044790A	50.0109233392408	-0.0322000422045655	0.513818046285506	-0.0626681807642726	0.950030735642561	0.999717028849961	39	132	11	83	51	35	46.7961825435272	89.4577822850909	17.1719345876249	61.5659169402257	59.9380309242287	25.1356927547475	0.03	UP_pEhEx_DOWN_UmasM
EHI_044800A	44.2581641983837	-0.221210081581959	0.459490199672208	-0.481425026561538	0.630214453253466	0.999717028849961	45	63	17	77	45	45	53.9955952425314	42.6957597269752	26.538444362693	57.1153687276793	52.8864978743195	32.317319256104	0.03	UP_pEhEx_DOWN_UmasM
EHI_044810A	28871.0747717176	0.193711602361925	0.505548453129403	0.383171189947922	0.701592837967067	0.999717028849961	18759	17141	43272	22358	21063	42067	22508.9638034366	11616.6351980965	67551.2684977912	16584.2261560189	24754.4067717065	30210.9482032561	0.03	DOWN_pEhEx_UP_UmasM
EHI_044820A	203.488408742833	-0.322897997510348	0.685001760544681	-0.47138272645255	0.63736744900243	0.999717028849961	33	389	157	238	262	262	39.596769844523	263.629373552275	245.090339114282	176.538412431009	307.916943179371	188.158614335539	0.03	UP_pEhEx_DOWN_UmasM
EHI_044830A	27086.0432737138	0.199239083007473	0.534365150953547	0.372851939637047	0.709258643398921	0.999717028849961	51419	27841	6728	36062	26602	18706	61697.7669283494	18868.1372469637	10502.9796277764	26749.2782734749	31264.147032281	13433.9505334374	0.03	DOWN_pEhEx_UP_UmasM
EHI_044840A	14.2335538394079	0.464456707349882	0.673789204950077	0.689320493616835	0.490621604143131	0.999717028849961	14	14	15	16	5	25	16.7986296310098	9.48794660599449	23.4162744376703	11.8681285667905	5.87627754159105	17.9540662533911	0.03	DOWN_pEhEx_UP_UmasM
EHI_044850A	76.1294632284273	0.29098027389566	0.464705758777181	0.626160249576723	0.531209837053862	0.999717028849961	70	68	79	83	40	132	83.9931481550488	46.0843120862589	123.325712038397	61.5659169402257	47.0102203327284	94.797469817905	0.03	DOWN_pEhEx_UP_UmasM
EHI_044860A	40.8715960334378	0.23877199978018	0.484130356296875	0.493197744521852	0.621872871409302	0.999717028849961	34	73	27	55	24	61	40.7966719610237	49.4728644455427	42.1492939878065	40.7966919483424	28.2061321996371	43.8079216582743	0.03	DOWN_pEhEx_UP_UmasM
