baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	CDC5_1.1	CDC5_2.1	CDC5_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_092720A	21.4595345408838	-1.28951702887537	0.749474895580362	-1.72056067051695	0.085330575414359	0.390108158058716	6	5	37	15	31	61	8.54057040012021	5.85680512531333	26.1465492387906	10.8006144959035	34.6516440704024	42.7610239147726	60.99	UP_pEhEx_DOWN_CDC5
EHI_104390A	3095.64775946715	-1.03716058165805	0.602475821564377	-1.72149743530782	0.0851605971714945	0.390108158058716	1364	4085	657	5677	4479	3265	1941.55633762733	4785.00978738099	464.277914861769	4087.67256621628	5006.60367068815	2288.7662800284	60.99	UP_pEhEx_DOWN_CDC5
EHI_114350A	68.4173851729431	-0.874924113255242	0.508532275640055	-1.72048885619705	0.0853436176086318	0.390108158058716	20	41	101	100	84	138	28.4685680004007	48.0258020275693	71.3730127869691	72.0040966393568	93.8947774810905	96.7380541022724	60.99	UP_pEhEx_DOWN_CDC5
EHI_115510A	362.491214306993	0.702884901239368	0.409348786446388	1.71708070113315	0.0859644278230427	0.390108158058716	405	417	399	542	238	245	576.488502008114	488.457547451132	281.958733683175	390.262203785314	266.03520286309	171.745096051136	60.99	DOWN_pEhEx_UP_CDC5
EHI_118070A	79.2364211716987	-0.869562259626633	0.506396091118796	-1.71715831712975	0.0859502492413956	0.390108158058716	47	66	44	127	97	143	66.9011348009417	77.3098276541359	31.0931936893727	91.4452027319831	108.426112091259	100.2430560625	60.99	UP_pEhEx_DOWN_CDC5
EHI_155530A	606.530989673592	1.55914086880345	0.907287046004107	1.71846481846098	0.0857118662473911	0.390108158058716	481	754	974	945	616	20	684.669060409637	883.20621289725	688.29024212384	680.438713241922	688.561701527997	14.020007840909	60.99	DOWN_pEhEx_UP_CDC5
EHI_158240A	173.49312096026	-0.985512559712512	0.572992606907534	-1.71993939857508	0.0854434579176519	0.390108158058716	90	120	99	232	149	526	128.108556001803	140.56332300752	69.9596858010885	167.049504203308	166.551450531934	368.726206215908	60.99	UP_pEhEx_DOWN_CDC5
EHI_193360A	226.006532529483	-0.88939655911332	0.517292780238167	-1.71932915573234	0.0855544539698556	0.390108158058716	60	87	480	213	265	542	85.4057040012021	101.908409180452	339.198476611338	153.36872584183	296.21566705344	379.942212488635	60.99	UP_pEhEx_DOWN_CDC5
EHI_009620A	670.140046826568	-0.874991500653668	0.511093935808628	-1.71199742229244	0.0868971434984346	0.390215677606255	191	123	1005	396	255	3316	271.874824403827	144.077406082708	710.196810404989	285.136222691853	285.03771735331	2324.51730002272	60.98	UP_pEhEx_DOWN_CDC5
EHI_025470A	40.0692827224964	-0.975758926594816	0.570854624426432	-1.70929494978728	0.0873963283255757	0.390215677606255	16	38	12	105	69	17	22.7748544003206	44.5117189523813	8.47996191528345	75.6043014713246	77.1278529308957	11.9170066647727	60.98	UP_pEhEx_DOWN_CDC5
EHI_026410A	44842.1535615685	0.671301873784587	0.391996381998529	1.71252058593517	0.0868007742136444	0.390215677606255	30453	32653	123437	38074	28311	58727	43347.6650658101	38248.4515513712	87228.4215780703	27414.8397544687	31645.8933960375	41167.6500236533	60.98	DOWN_pEhEx_UP_CDC5
EHI_030840A	46.7310444135479	-1.03914174652471	0.607728246982986	-1.7098789659415	0.0872882567726107	0.390215677606255	14	7	72	29	21	224	19.9279976002805	8.19952717543866	50.8797714917007	20.8811880254135	23.4736943702726	157.024087818181	60.98	UP_pEhEx_DOWN_CDC5
EHI_051700A	18.6090437771288	-1.1712865865869	0.685623839929787	-1.70835160385737	0.0875711214761318	0.390215677606255	11	16	5	34	29	24	15.6577124002204	18.7417764010026	3.53331746470144	24.4813928573813	32.4160541303765	16.8240094090909	60.98	UP_pEhEx_DOWN_CDC5
EHI_065490A	480.357190768947	0.870983211834801	0.509603674904152	1.70913840446425	0.0874253152079786	0.390215677606255	414	580	688	723	433	175	589.299357608295	679.389394536346	486.184483142918	520.58961870255	484.005222015621	122.675068607954	60.98	DOWN_pEhEx_UP_CDC5
EHI_098970A	69.5338192127314	1.51587000373522	0.884274996041704	1.71425180008565	0.0864824911804887	0.390215677606255	57	96	88	126	62	2	81.135418801142	112.450658406016	62.1863873787453	90.7251617655895	69.3032881408049	1.4020007840909	60.98	DOWN_pEhEx_UP_CDC5
EHI_102170A	78045.8110893295	-1.51015402238404	0.883988819642047	-1.70834063602246	0.0875731553703807	0.390215677606255	36720	115568	2619	146157	101099	86358	52268.2908487357	135371.850944442	1850.75168801061	105239.027525185	113007.953673342	60536.9918562612	60.98	UP_pEhEx_DOWN_CDC5
EHI_117960A	365.746680449866	-0.688922126821127	0.401376127533549	-1.71640035259332	0.0860887920895162	0.390215677606255	151	181	603	428	380	868	214.937688403025	212.016345536342	426.118086242994	308.177533616447	424.762088604933	608.468340295453	60.98	UP_pEhEx_DOWN_CDC5
EHI_141940A	12620.1813674198	-0.795105176572924	0.464343491901984	-1.71232113820766	0.0868375032722961	0.390215677606255	4985	8249	14970	21731	19399	15767	7095.79057409988	9662.55709574193	10578.7524893161	15647.2102406986	21684.1046232818	11052.6731813806	60.98	UP_pEhEx_DOWN_CDC5
EHI_146170A	176.335593262708	1.27732990589677	0.745897030221241	1.71247485127793	0.0868091953165324	0.390215677606255	143	164	423	239	153	29	203.550261202865	192.103208110277	298.918657513742	172.089790968063	171.022630411986	20.3290113693181	60.98	DOWN_pEhEx_UP_CDC5
EHI_151290A	295.429745136044	-1.31253757901843	0.767334702280744	-1.71051507916582	0.0871706674396786	0.390215677606255	165	264	49	499	238	811	234.865686003306	309.239310616544	34.6265111540741	359.30044223039	266.03520286309	568.511317948862	60.98	UP_pEhEx_DOWN_CDC5
EHI_159670A	312.645273360015	1.0766808724973	0.629840321631609	1.70945053137936	0.0873675275773157	0.390215677606255	315	358	368	386	388	52	448.379946006311	419.347246972434	260.052165402026	277.935813027917	433.704448365037	36.4520203863635	60.98	DOWN_pEhEx_UP_CDC5
EHI_170060A	557.4613406824	-1.13831855380014	0.663431501484665	-1.71580419568974	0.0861978859985369	0.390215677606255	116	138	1528	839	673	830	165.117694402324	161.647821458648	1079.78181721276	604.114370804203	752.276014818737	581.830325397725	60.98	UP_pEhEx_DOWN_CDC5
EHI_176150A	178.246268347687	-1.25819294580663	0.735443324121899	-1.71079525034629	0.0871189166918682	0.390215677606255	49	27	103	78	59	1103	69.7479916009817	31.626747676692	72.7863397728496	56.1631953786983	65.9499032307659	773.203432426134	60.98	UP_pEhEx_DOWN_CDC5
EHI_199960A	392.978051756806	-0.863103471413662	0.505096577724979	-1.70878899101077	0.0874900427046553	0.390215677606255	198	256	311	440	389	1148	281.838823203967	299.868422416042	219.77234630443	316.81802521317	434.82224333505	804.748450068179	60.98	UP_pEhEx_DOWN_CDC5
EHI_131470A	3902.88394070825	-0.87563566457597	0.513260563424769	-1.70602560760411	0.0880033119200186	0.391505545953394	1205	1281	8950	5832	4039	7365	1715.23122202414	1500.51347310527	6324.63826181558	4199.27891600729	4514.77388388243	5162.86788741476	60.85	UP_pEhEx_DOWN_CDC5
EHI_186820A	1066.08251811699	-0.903972489119913	0.529967331858395	-1.70571360681804	0.0880614150075419	0.391505545953394	733	1199	230	1926	1525	991	1043.37301721469	1404.46186905014	162.532603376266	1386.79890127401	1704.6373292698	694.691388517043	60.85	UP_pEhEx_DOWN_CDC5
EHI_068660A	3434.20998858713	-1.16237239949753	0.681739034182195	-1.70501077570232	0.088192414731263	0.391645909387199	1907	4189	537	5878	4304	5080	2714.47795883821	4906.83133398751	379.478295708935	4232.40080046139	4810.98955093587	3561.0819915909	60.84	UP_pEhEx_DOWN_CDC5
EHI_110300A	71.8529646962296	-0.842931895484573	0.494664798041805	-1.7040466570927	0.088372371018859	0.391791199916483	21	26	116	53	48	281	29.8919964004207	30.4553866516293	81.9729651810734	38.1621712188591	53.6541585606231	196.981110164772	60.82	UP_pEhEx_DOWN_CDC5
EHI_193300A	35.7127982000739	1.03276510181439	0.606164617385643	1.70377001922126	0.0884240611134181	0.391791199916483	35	38	63	18	17	62	49.8199940007012	44.5117189523813	44.5198000552381	12.9607373950842	19.0025144902207	43.462024306818	60.82	DOWN_pEhEx_UP_CDC5
EHI_025370A	211.550675998981	0.92673284519198	0.544576328443229	1.70175014371487	0.0888022161195598	0.392143418492092	144	469	99	235	216	49	204.973689602885	549.36832075439	69.9596858010885	169.209627102488	241.443713522804	34.3490192102272	60.79	DOWN_pEhEx_UP_CDC5
EHI_032670A	24.2058158931486	-1.39483406262909	0.819482230623567	-1.70209189474154	0.0887381430875127	0.392143418492092	5	6	47	25	47	39	7.11714200010018	7.02816615037599	33.2131841681935	18.0010241598392	52.5363635906101	27.3390152897726	60.79	UP_pEhEx_DOWN_CDC5
EHI_126080A	342.247921923032	-0.775305969929318	0.455535551470465	-1.70196588921904	0.0887617628371093	0.392143418492092	162	225	337	397	343	930	230.595400803246	263.5562306391	238.145597120877	285.856263658246	383.403674714453	651.930364602271	60.79	UP_pEhEx_DOWN_CDC5
EHI_100390A	26.2770604476653	-1.49714221048845	0.881275265503045	-1.69883607210269	0.0893500748988462	0.39295653595275	10	23	4	39	22	87	14.2342840002004	26.9413035764413	2.82665397176115	28.0815976893491	24.5914893402856	60.9870341079544	60.7	UP_pEhEx_DOWN_CDC5
EHI_111810A	23.5672093419937	1.64731909186129	0.970169748884659	1.69796996222064	0.0895134312612823	0.39295653595275	19	17	80	15	23	2	27.0451396003807	19.9131374260653	56.533079435223	10.8006144959035	25.7092843102986	1.4020007840909	60.7	DOWN_pEhEx_UP_CDC5
EHI_120310A	135.657647549374	1.26533020858161	0.744575758350403	1.69939753529571	0.0892443060611086	0.39295653595275	86	132	393	147	119	29	122.414842401723	154.619655308272	277.718752725533	105.846022059854	133.017601431545	20.3290113693181	60.7	DOWN_pEhEx_UP_CDC5
EHI_170100A	47.8296980259653	-1.10567726141437	0.650431781210583	-1.69991272467727	0.0891473430621154	0.39295653595275	25	43	17	71	55	109	35.5857100005009	50.3685240776946	12.0132793799849	51.1229086139433	61.478723350714	76.4090427329543	60.7	UP_pEhEx_DOWN_CDC5
EHI_178070A	213.875969876538	1.05802655902016	0.623251611639593	1.69759137282742	0.0895849122329447	0.39295653595275	131	198	638	218	171	94	186.469120402625	231.929482962408	450.851308495904	156.968930673798	191.14293987222	65.8940368522725	60.7	DOWN_pEhEx_UP_CDC5
EHI_188980A	48.1486881640395	-1.16132264879145	0.684064654953712	-1.69767965700557	0.0895682393039494	0.39295653595275	29	34	17	58	55	132	41.279423600581	39.8262748521306	12.0132793799849	41.7623760508269	61.478723350714	92.5320517499997	60.7	UP_pEhEx_DOWN_CDC5
EHI_098180A	43.9925845170373	2.05749662969333	1.21254580999461	1.69684032779139	0.0897268520988452	0.393141346404173	12	81	55	14	0	147	17.0811408002404	94.8802430300759	38.8664921117158	10.0805735295099	0	103.047057630681	60.69	DOWN_pEhEx_UP_CDC5
EHI_108760A	179.883040254535	0.664516092573505	0.391993548676327	1.69522201275359	0.0900333125685051	0.393608455280068	150	172	350	181	126	208	213.514260003005	201.474096310778	247.332222529101	130.327414917236	140.842166221636	145.808081545454	60.64	DOWN_pEhEx_UP_CDC5
EHI_127260A	152.396824861855	-0.869427986020134	0.512796008647721	-1.69546558740361	0.0899871330296429	0.393608455280068	70	83	165	134	186	423	99.6399880014025	97.2229650802012	116.599476335147	96.4854894967381	207.909864422415	296.523165835226	60.64	UP_pEhEx_DOWN_CDC5
EHI_001940A	1448.85401926606	-1.00914142034536	0.595565251869486	-1.69442629028079	0.0901843072655446	0.393715242204665	298	247	4658	1316	1251	3341	424.18166320597	289.326173190478	3291.63855011586	947.573911773935	1398.36150748624	2342.04230982386	60.63	UP_pEhEx_DOWN_CDC5
EHI_009530A	9788.26451215281	-1.22862229836532	0.725486777947406	-1.69351439021592	0.090357598109423	0.393715242204665	6026	12623	893	16507	13509	11054	8577.57953852073	14786.090219366	631.050499195677	11885.7162322586	15100.2922499054	7748.85833367043	60.63	UP_pEhEx_DOWN_CDC5
EHI_197480A	18094.9627850841	-1.23533961028378	0.72939246580832	-1.69365556705438	0.0903307523764605	0.393715242204665	2603	4348	56500	22670	23333	24879	3705.18412525215	5093.07773697247	39926.4873511263	16323.3287081422	26081.5100353129	17440.1887536988	60.63	UP_pEhEx_DOWN_CDC5
EHI_153440A	123.867601094765	-1.30503355933958	0.771112188135545	-1.69240426933855	0.0905689188937715	0.394199968533222	74	108	20	170	129	329	105.333701601483	126.506990706768	14.1332698588058	122.406964286907	144.195551131675	230.629128982954	60.58	UP_pEhEx_DOWN_CDC5
EHI_055660A	18.1289441576194	-1.18474362174138	0.700336345644981	-1.69167804742488	0.0907073762916529	0.394366837983246	9	14	8	28	23	40	12.8108556001803	16.3990543508773	5.6533079435223	20.1611470590199	25.7092843102986	28.0400156818181	60.56	UP_pEhEx_DOWN_CDC5
EHI_092660A	29.7368645379146	1.46256090392911	0.86568922087204	1.68947570174874	0.0911283044720248	0.394455375071765	22	31	76	36	26	3	31.3154248004408	36.3121917769426	53.7064254634619	25.9214747901684	29.0626692203375	2.10300117613636	60.55	DOWN_pEhEx_UP_CDC5
EHI_141330A	226.063238778972	-0.94752610787922	0.560627372039138	-1.69011745615066	0.0910054859151319	0.394455375071765	102	87	204	186	161	929	145.189696802044	101.908409180452	144.159352559819	133.927619749204	179.96499017209	651.229364210225	60.55	UP_pEhEx_DOWN_CDC5
EHI_177310A	22.8731077533101	1.2656694745784	0.749020783784792	1.68976549379976	0.091072827757646	0.394455375071765	22	34	22	31	24	2	31.3154248004408	39.8262748521306	15.5465968446863	22.3212699582006	26.8270792803116	1.4020007840909	60.55	DOWN_pEhEx_UP_CDC5
EHI_199600A	36.5729620651086	1.10575048187144	0.654483198724776	1.68950170764649	0.0911233248900112	0.394455375071765	39	40	53	63	25	9	55.5137076007814	46.8544410025066	37.4531651258352	45.3625808827948	27.9448742503245	6.30900352840907	60.55	DOWN_pEhEx_UP_CDC5
EHI_103570A	21.894544886049	1.43759194484	0.851365343161991	1.68857231080226	0.0913014206754378	0.394484963033776	11	35	51	37	7	6	15.6577124002204	40.9976358771933	36.0398381399547	26.641515756562	7.82456479009087	4.20600235227271	60.55	DOWN_pEhEx_UP_CDC5
EHI_160210A	60.6961682237751	-1.15886006132291	0.686367874574703	-1.68839496172658	0.0913354369857334	0.394484963033776	11	17	154	86	76	104	15.6577124002204	19.9131374260653	108.826177912804	61.9235231098468	84.9524177209866	72.904040772727	60.55	UP_pEhEx_DOWN_CDC5
EHI_010100A	31.0573125139308	1.15653579360276	0.685955306203527	1.6860220821145	0.0917915462088222	0.394842802265622	25	22	97	24	25	16	35.5857100005009	25.7699425513786	68.5463588152079	17.2809831934456	27.9448742503245	11.2160062727272	60.52	DOWN_pEhEx_UP_CDC5
EHI_042720A	86773.0599342604	0.679073953138479	0.402787033625546	1.68593796832543	0.0918077478871787	0.394842802265622	62883	73695	210442	91671	59270	91063	89509.4480784599	86323.4507419931	148711.67878134	66006.8754302648	66251.7078726694	63835.198700835	60.52	DOWN_pEhEx_UP_CDC5
EHI_082500A	35.0139529015058	1.12975146109858	0.670022194054855	1.68614035642839	0.0917687685465697	0.394842802265622	30	29	92	41	26	14	42.7028520006011	33.9694697268173	65.0130413505065	29.5216796221363	29.0626692203375	9.81400548863633	60.52	DOWN_pEhEx_UP_CDC5
EHI_121520A	32.3810158556038	0.932415982055532	0.553074317531916	1.68587828524821	0.0918192452082534	0.394842802265622	32	35	55	43	22	19	45.5497088006411	40.9976358771933	38.8664921117158	30.9617615549234	24.5914893402856	13.3190074488636	60.52	DOWN_pEhEx_UP_CDC5
EHI_118800A	16.8288337742223	1.26177140053839	0.748983539065601	1.68464503520668	0.0920570769856365	0.395003078699806	15	29	15	25	14	2	21.3514260003005	33.9694697268173	10.5999523941043	18.0010241598392	15.6491295801817	1.4020007840909	60.5	DOWN_pEhEx_UP_CDC5
EHI_184220A	134.804666726957	1.61405419575973	0.958068108160979	1.68469671624695	0.092047100392567	0.395003078699806	95	148	328	132	152	5	135.225698001903	173.361431709275	231.785625684414	95.045407563951	169.904835441973	3.50500196022726	60.5	DOWN_pEhEx_UP_CDC5
EHI_140540A	7785.12637225084	-0.814268024859628	0.483516986084429	-1.68405257373408	0.0921715087925095	0.395063735727633	2646	3177	15661	12921	8262	13719	3766.39154645301	3721.41397662409	11067.0569629378	9303.64932677129	9235.22204224725	9617.02437847156	60.49	UP_pEhEx_DOWN_CDC5
EHI_011370A	102.046390459192	-0.909773687491958	0.541523197553197	-1.68002717446391	0.0929520286610933	0.396857276082518	47	44	101	92	81	379	66.9011348009417	51.5398851027573	71.3730127869691	66.2437689082082	90.5413925710515	265.679148585226	60.31	UP_pEhEx_DOWN_CDC5
EHI_039040A	40.1510624040044	-0.874763333718673	0.520442578821356	-1.68080662366201	0.0928004816728696	0.396857276082518	25	34	19	88	48	50	35.5857100005009	39.8262748521306	13.4266063658655	63.363605042634	53.6541585606231	35.0500196022726	60.31	UP_pEhEx_DOWN_CDC5
EHI_110830A	33.3273509534544	0.977404486775327	0.582113157457986	1.679062694689	0.0931398257352191	0.396857276082518	26	26	95	35	19	27	37.0091384005209	30.4553866516293	67.1330318293273	25.2014338237749	21.2381044302467	18.9270105852272	60.31	DOWN_pEhEx_UP_CDC5
EHI_127160A	411.948200695915	-0.829431527639331	0.493854085138566	-1.67950727269292	0.0930532226742881	0.396857276082518	219	263	345	443	449	1123	311.730819604388	308.067949591481	243.798905064399	318.978148112351	501.889941535829	787.223440267043	60.31	UP_pEhEx_DOWN_CDC5
EHI_164360A	21.6287555249765	-1.46385009964088	0.871971318488947	-1.67878239639534	0.0931944606185146	0.396857276082518	7	3	14	9	11	125	9.96399880014025	3.514083075188	9.89328890116403	6.48036869754211	12.2957446701428	87.6250490056815	60.31	UP_pEhEx_DOWN_CDC5
EHI_197030A	56908.3704338144	0.865887037679999	0.515181872577553	1.68074049917129	0.092813330441157	0.396857276082518	40662	58239	128557	73060	44670	31337	57879.4456016147	68218.8947386246	90846.5386619246	52606.1930047141	49931.9013104799	21967.2492855283	60.31	DOWN_pEhEx_UP_CDC5
EHI_069260A	21.3713500610255	1.00574436969926	0.600388763480609	1.67515521754388	0.0939037814240062	0.399214853486491	22	19	45	15	13	25	31.3154248004408	22.2558594761906	31.7998571823129	10.8006144959035	14.5313346101688	17.5250098011363	60.08	DOWN_pEhEx_UP_CDC5
EHI_118040A	312.116120781487	-0.825626617790079	0.493088234601122	-1.67439934651444	0.09405214116158	0.399214853486491	159	209	265	336	350	829	226.325115603186	244.814454238097	187.265825629176	241.933764708239	391.228239504544	581.12932500568	60.08	UP_pEhEx_DOWN_CDC5
EHI_183040A	24.3836503522049	1.48737405373691	0.888101835904194	1.67477871749086	0.0939776560693498	0.399214853486491	26	17	62	20	26	3	37.0091384005209	19.9131374260653	43.8131365622978	14.4008193278714	29.0626692203375	2.10300117613636	60.08	DOWN_pEhEx_UP_CDC5
EHI_169650A	29.4019620563806	1.00090696521026	0.598271923925888	1.67299671801789	0.0943279421354009	0.399954536137076	13	11	122	12	6	62	18.5045692002605	12.8849712756893	86.2129461387151	8.64049159672281	6.70676982007789	43.462024306818	60	DOWN_pEhEx_UP_CDC5
EHI_035420A	27.150438452842	-1.09380267002285	0.655477101604443	-1.66871225149664	0.0951744199453393	0.400098228564239	13	7	29	28	19	106	18.5045692002605	8.19952717543866	20.4932412952683	20.1611470590199	21.2381044302467	74.3060415568179	59.99	UP_pEhEx_DOWN_CDC5
EHI_045000A	1190.13420600558	-0.731613590574256	0.437576963469475	-1.67196550927501	0.0945311235238388	0.400098228564239	528	665	1524	1150	1271	3259	751.570195210579	778.955081666673	1076.955163241	828.047111352603	1420.7174068865	2284.56027767613	59.99	UP_pEhEx_DOWN_CDC5
EHI_074730A	53.4168430320135	-1.18817781088933	0.711340364918289	-1.67033654982564	0.0948527956159257	0.400098228564239	31	36	18	87	38	166	44.1262804006211	42.168996902256	12.7199428729252	62.6435640762404	42.4762088604933	116.366065079545	59.99	UP_pEhEx_DOWN_CDC5
EHI_127250A	112.614520328634	-1.43335373581461	0.85858553140766	-1.66943616376182	0.0950309716677356	0.400098228564239	74	109	8	173	124	248	105.333701601483	127.678351731831	5.6533079435223	124.567087186087	138.60657628161	173.848097227272	59.99	UP_pEhEx_DOWN_CDC5
EHI_156330A	1984.49059965279	1.07651934632384	0.644027005436732	1.67154379744344	0.0946143153473046	0.400098228564239	1395	3719	538	3561	2295	79	1985.68261802795	4356.29165220805	380.184959201875	2564.06588132749	2565.33945617979	55.3790309715907	59.99	DOWN_pEhEx_UP_CDC5
EHI_182550A	155.674783043716	-1.27590190959755	0.764083058455937	-1.66984713962367	0.0949496110357174	0.400098228564239	32	36	391	220	261	171	45.5497088006411	42.168996902256	276.305425739652	158.409012606585	291.744487173388	119.871067039772	59.99	UP_pEhEx_DOWN_CDC5
EHI_182670A	8673.53793126798	0.750337873093146	0.449645255646413	1.66873299266653	0.0951703075253473	0.400098228564239	6698	7279	21073	7878	7137	7759	9534.1234233342	8526.33690143114	14891.5197867307	5672.48273324853	7977.70270098265	5439.06204188066	59.99	DOWN_pEhEx_UP_CDC5
EHI_192810A	5224.24922784543	-1.37093131105224	0.821221120245681	-1.66938145799527	0.095041805944512	0.400098228564239	3319	4669	553	6820	5603	13677	4724.3588596665	5469.08462601759	390.784911595979	4910.67939080413	6263.00521698274	9587.58236200565	59.99	UP_pEhEx_DOWN_CDC5
EHI_135460A	33.8391810329913	-1.04143151982771	0.624345334310518	-1.66803764294611	0.0953082544231829	0.40023370380908	12	39	8	79	57	20	17.0811408002404	45.683079977444	5.6533079435223	56.8832363450919	63.71431329074	14.020007840909	59.98	UP_pEhEx_DOWN_CDC5
EHI_155450A	737.704367286032	-0.773068886637203	0.463839796502565	-1.66667218394429	0.0955796068646931	0.400945762981924	448	818	249	1323	1096	680	637.695923208976	958.17331850126	175.959209742132	952.61419853869	1225.10328713423	476.680266590908	59.91	UP_pEhEx_DOWN_CDC5
EHI_105280A	72.400933336001	-1.20470544594857	0.723498276434538	-1.66511170128209	0.0958904726611735	0.401821884906768	17	20	155	136	109	82	24.1982828003406	23.4272205012533	109.532841405745	97.9255714295252	121.839651731415	57.4820321477271	59.82	UP_pEhEx_DOWN_CDC5
EHI_095070A	35.4294801636717	-0.942572071506584	0.56626284202334	-1.66454868933062	0.0960028294853641	0.401865191650212	17	23	22	83	62	24	24.1982828003406	26.9413035764413	15.5465968446863	59.7634002106661	69.3032881408049	16.8240094090909	59.81	UP_pEhEx_DOWN_CDC5
EHI_045150A	21.2624491744864	-1.16682509334513	0.701593241860744	-1.66310765800781	0.0962908872516002	0.402643104972456	7	15	14	26	20	70	9.96399880014025	17.57041537594	9.89328890116403	18.7210651262328	22.3558994002596	49.0700274431817	59.74	UP_pEhEx_DOWN_CDC5
EHI_169970A	27.978205595853	1.09915401685076	0.661280321105377	1.66216048137263	0.0964806013673416	0.403008577715757	23	24	75	35	17	14	32.7388532004608	28.112664601504	52.9997619705216	25.2014338237749	19.0025144902207	9.81400548863633	59.7	DOWN_pEhEx_UP_CDC5
EHI_164430A	243.156639435919	0.738739518906845	0.444614911266749	1.66152663841639	0.0966077234478665	0.403112100276638	278	283	241	248	266	122	395.71309520557	331.495170092734	170.305901798609	178.570159665605	297.333462023453	85.5220478295452	59.69	DOWN_pEhEx_UP_CDC5
EHI_009260A	551.100275328543	-0.81393059376691	0.490214206867705	-1.66035700794483	0.0968426535469631	0.403652789800528	342	587	202	1075	659	683	486.812512806852	687.588921711785	142.746025573938	774.044038873085	736.626885238555	478.783267767044	59.63	UP_pEhEx_DOWN_CDC5
EHI_041980A	18.3037566441911	-1.35325481790063	0.815531725904758	-1.65935275712213	0.0970447301195989	0.403652789800528	6	23	2	50	23	16	8.54057040012021	26.9413035764413	1.41332698588058	36.0020483196784	25.7092843102986	11.2160062727272	59.63	UP_pEhEx_DOWN_CDC5
EHI_052770A	38.0424469934548	-1.20411958608942	0.725528164888916	-1.65964554425504	0.0969857803467221	0.403652789800528	23	28	11	53	38	106	32.7388532004608	32.7981087017546	7.77329842234317	38.1621712188591	42.4762088604933	74.3060415568179	59.63	UP_pEhEx_DOWN_CDC5
EHI_035730A	27.5259849002724	1.00708012864766	0.607395750276631	1.65802959304374	0.0973114934185243	0.404335414109248	23	27	66	33	9	29	32.7388532004608	31.626747676692	46.639790534059	23.7613518909877	10.0601547301168	20.3290113693181	59.57	DOWN_pEhEx_UP_CDC5
EHI_130990A	48.0895437685594	-1.02011098958315	0.615517478990232	-1.65732253656982	0.0974542833096284	0.404356270938096	15	12	92	31	53	152	21.3514260003005	14.056332300752	65.0130413505065	22.3212699582006	59.243133410688	106.552059590909	59.56	UP_pEhEx_DOWN_CDC5
EHI_152510A	59.5355368655608	0.980077129822809	0.591987824243022	1.65556974263117	0.0978089818668114	0.404356270938096	58	32	164	55	16	91	82.558847201162	37.4835528020053	115.892812842207	39.6022531516462	17.8847195202077	63.7910356761362	59.56	DOWN_pEhEx_UP_CDC5
EHI_155340A	313.61617111166	0.883822413657979	0.533484405049403	1.65669775028594	0.09758059808559	0.404356270938096	242	282	764	447	189	191	344.469672804849	330.323809067672	539.89090860638	321.858311977925	211.263249332454	133.891074880681	59.56	DOWN_pEhEx_UP_CDC5
EHI_168600A	131.818006043842	-0.74948171174419	0.452690494227129	-1.65561619097783	0.0977995692078417	0.404356270938096	62	103	122	182	162	262	88.2525608012422	120.650185581455	86.2129461387151	131.047455883629	181.082785142103	183.662102715909	59.56	UP_pEhEx_DOWN_CDC5
EHI_192040A	30.0758089354069	-1.44465953744136	0.872659771923524	-1.65546709487597	0.0978297857842106	0.404356270938096	7	6	53	8	48	95	9.96399880014025	7.02816615037599	37.4531651258352	5.76032773114854	53.6541585606231	66.595037244318	59.56	UP_pEhEx_DOWN_CDC5
EHI_048300A	34.1080048432139	-5.05028320932733	3.05468680753046	-1.65329001875979	0.0982718533835962	0.405332806783231	1	0	61	78	93	0	1.42342840002004	0	43.1064730693576	56.1631953786983	103.954932211207	0	59.47	UP_pEhEx_DOWN_CDC5
EHI_189150A	16282.821310803	-1.39580973455509	0.844137456223977	-1.65353370385775	0.0982222925899883	0.405332806783231	9334	13435	1790	18486	16340	51117	13286.280685787	15737.2353717169	1264.92765236312	13310.6773047515	18264.7698100121	35833.0370401874	59.47	UP_pEhEx_DOWN_CDC5
EHI_000900A	34.7924110835153	-1.0129933482683	0.613022465081457	-1.65245713814697	0.0984413958566974	0.405607383137585	12	8	64	27	35	112	17.0811408002404	9.37088820050132	45.2264635481784	19.4411060926263	39.1228239504544	78.5120439090907	59.44	UP_pEhEx_DOWN_CDC5
EHI_008730A	293.582109966766	-1.10934684397522	0.671865908151619	-1.65114322741448	0.0987093323831335	0.406265448386178	156	367	51	580	324	419	222.054830403125	429.889496197998	36.0398381399547	417.623760508269	362.165570284206	293.719164267045	59.37	UP_pEhEx_DOWN_CDC5
EHI_086080A	293.20364820709	-1.11837934203859	0.677533377654137	-1.65066309487337	0.0988073875486058	0.406265448386178	87	97	528	372	576	338	123.838270801743	113.622019431079	373.118324272472	267.855239498407	643.849902727477	236.938132511363	59.37	UP_pEhEx_DOWN_CDC5
EHI_177990A	48.1325107335207	-1.1417278497756	0.691981499347805	-1.64993984788853	0.0989552395801296	0.406449101883348	18	62	10	112	55	59	25.6217112003606	72.6243835538853	7.06663492940288	80.6445882360796	61.478723350714	41.3590231306817	59.36	UP_pEhEx_DOWN_CDC5
