baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	CDC5_1.1	CDC5_2.1	CDC5_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_050520A	889.986842836856	-1.5241523796758	0.42217833203667	-3.61020986634486	0.000305949357735399	0.0384807250066757	219	359	936	1211	1190	2488	311.730819604388	420.518607997497	661.437029392109	871.969610302611	1330.17601431545	1744.08897540909	96.15	UP_pEhEx_DOWN_CDC5
EHI_140640A	31.8587275821704	-4.50640218046149	1.25017490562671	-3.60461737008107	0.000312613150600057	0.0384807250066757	0	0	61	32	51	97	0	0	43.1064730693576	23.0413109245942	57.0075434706621	67.9970380284089	96.15	UP_pEhEx_DOWN_CDC5
EHI_195110A	339.051749902819	11.0221440103139	3.05044107827239	3.61329516863058	0.000302330204020683	0.0384807250066757	958	545	5	0	0	41	1363.64440721919	638.391758659153	3.53331746470144	0	0	28.7410160738635	96.15	DOWN_pEhEx_UP_CDC5
EHI_035670A	244.349889082748	-2.01879690013361	0.563325688207091	-3.58371177170861	0.000338745877879582	0.0388196694148784	40	29	401	284	294	797	56.9371360008014	33.9694697268173	283.372060669055	204.491634455773	328.631721183817	558.697312460225	96.12	UP_pEhEx_DOWN_CDC5
EHI_080100A	20.502334553685	3.65483152192851	1.01727553843636	3.59276457934523	0.000327188167024247	0.0388196694148784	26	28	58	3	9	0	37.0091384005209	32.7981087017546	40.9864825905367	2.1601228991807	10.0601547301168	0	96.12	DOWN_pEhEx_UP_CDC5
EHI_171280A	998.414880698298	-2.17171048590186	0.606795215513915	-3.57898419496035	0.000344932325341646	0.0388196694148784	312	500	209	1594	1434	2942	444.109660806251	585.680512531333	147.69267002452	1147.74530043135	1602.91798699862	2062.34315339772	96.12	UP_pEhEx_DOWN_CDC5
EHI_026360A	39.992288269414	-2.81470358736183	0.79614117436778	-3.53543275738377	0.000407107842347175	0.0428644222286393	9	18	3	57	78	108	12.8108556001803	21.084498451128	2.11999047882086	41.0423350844334	87.1880076610126	75.7080423409088	95.71	UP_pEhEx_DOWN_CDC5
EHI_098440A	963.212437621872	2.5941093486831	0.733123339226617	3.53843508981676	0.000402506229212124	0.0428644222286393	1090	1448	1935	726	540	54	1551.53695602184	1696.13076429074	1367.39385883946	522.74974160173	603.60928380701	37.8540211704544	95.71	DOWN_pEhEx_UP_CDC5
EHI_179390A	221.644742277159	-1.96010368855757	0.555065320533118	-3.53130274230602	0.000413518163160267	0.0428644222286393	46	35	303	300	329	607	65.4777064009216	40.9976358771933	214.119038360907	216.01228991807	367.754545134271	425.50723797159	95.71	UP_pEhEx_DOWN_CDC5
EHI_031240A	211.927224768695	-2.78601062886804	0.793060904428935	-3.51298445467335	0.000443103400754218	0.044753443476176	42	55	22	191	226	1058	59.7839928008415	64.4248563784466	15.5465968446863	137.527824581171	252.621663222934	741.658414784089	95.52	UP_pEhEx_DOWN_CDC5
EHI_014250A	260.77158479828	2.64812811399755	0.759336434290541	3.48742401182386	0.000487697489255333	0.0457390573851609	315	326	638	117	167	18	448.379946006311	381.863694170429	450.851308495904	84.2447930680474	186.671759992168	12.6180070568181	95.43	DOWN_pEhEx_UP_CDC5
EHI_017750A	908.834442819157	-1.66644192577911	0.476848227535422	-3.49470089129211	0.000474593296777293	0.0457390573851609	176	141	1594	950	880	3200	250.523398403526	165.161904533836	1126.42160774682	684.038918073889	983.659573611424	2243.20125454545	95.43	UP_pEhEx_DOWN_CDC5
EHI_096200A	21.5640534510768	-2.63938420638116	0.755519935490867	-3.49346732282628	0.000476791332095506	0.0457390573851609	3	3	14	19	30	92	4.27028520006011	3.514083075188	9.89328890116403	13.6807783614778	33.5338491003895	64.4920360681816	95.43	UP_pEhEx_DOWN_CDC5
EHI_099720A	170.708976843999	-1.76961105338671	0.508589481657699	-3.47944878375942	0.000502446398211402	0.0460264270361561	28	31	198	105	143	817	39.855995200561	36.3121917769426	139.919371602177	75.6043014713246	159.844680711856	572.717320301135	95.4	UP_pEhEx_DOWN_CDC5
EHI_044550A	101849.361121544	1.33312291402415	0.383936385362983	3.47224947894372	0.00051611646769517	0.0462041537784381	98905	103273	250407	80340	53808	77595	140784.185903982	120969.967141297	176953.485276699	57848.0912400592	60146.3117464585	54394.1254207669	95.38	DOWN_pEhEx_UP_CDC5
EHI_083400A	432.443183954505	1.49875553141229	0.433943351472409	3.45380457224861	0.000552737763630745	0.0483829789098112	496	671	518	488	270	119	706.020486409937	785.983247817049	366.051689343069	351.379991600061	301.804641903505	83.4190466534088	95.16	DOWN_pEhEx_UP_CDC5
EHI_058110A	44.7415101715089	2.67335562188747	0.777151024186937	3.43994350993021	0.000581835615123355	0.0487627763398063	51	30	176	26	12	6	72.5948484010218	35.14083075188	124.372774757491	18.7210651262328	13.4135396401558	4.20600235227271	95.12	DOWN_pEhEx_UP_CDC5
EHI_089770A	22.843078563379	-4.44226775981168	1.28989379155238	-3.44390196224251	0.000573383573147256	0.0487627763398063	0	0	40	51	35	47	0	0	28.2665397176115	36.722089286072	39.1228239504544	32.9470184261363	95.12	UP_pEhEx_DOWN_CDC5
