baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1.1	CmasM_2.1	CmasM_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_142900A	25.0713825530505	-2.29266041972661	0.628206892845233	-3.64953082469828	0.000262719714311442	0.0410806059944991	4	4	21	32	19	100	5.1798602842696	4.58839754290471	15.7089172837676	24.4168515995359	23.0352947001262	77.4989739076988	95.89	UP_pEhEx_DOWN_CmasM
EHI_148190A	1842.93414475542	-1.87453795375629	0.477628283368458	-3.92467954480454	8.68452671064606e-05	0.0214416393682319	346	686	1348	1695	2191	6277	448.057914589321	786.910178608157	1008.36288088184	1293.33010816292	2656.33319410402	4864.61059218625	97.86	UP_pEhEx_DOWN_CmasM
EHI_163670A	3406.45152518364	-1.55154787690624	0.416600230062176	-3.72430873759882	0.000195851127887098	0.0382807350382656	1116	1427	2673	3643	4428	9302	1445.18101931122	1636.91082343125	1999.52075711956	2779.70594928467	5368.43604906098	7208.95455289414	96.17	UP_pEhEx_DOWN_CmasM
EHI_169350A	3284.17508015808	-3.08452731711279	0.6304520613213	-4.89256440949411	9.95305276491917e-07	0.00108092279401888	175	275	2699	1248	3834	14895	226.618887436795	315.452331074699	2018.96989280423	952.257212381901	4648.27999369914	11543.4721635517	99.89	UP_pEhEx_DOWN_CmasM
EHI_172280A	85.3607314526137	-2.95180036908628	0.699310800150173	-4.22101355856709	2.43206306135888e-05	0.00814914844345323	6	32	16	135	227	100	7.76979042640441	36.7071803432377	11.9686988828706	103.008592685542	275.211152469928	77.4989739076988	99.19	UP_pEhEx_DOWN_CmasM
EHI_176820A	1926.9527970739	-1.88033227314869	0.508727361712518	-3.69614928282798	0.000218894292233945	0.0393711362133399	389	464	1350	1125	1655	8582	503.741412645219	532.254114976946	1009.8589682422	858.404939046185	2006.49540677415	6650.96194075871	96.06	UP_pEhEx_DOWN_CmasM
EHI_178340A	2179.47228913818	-2.49693509281147	0.624308949020142	-3.9995183422093	6.34715286741435e-05	0.0165413856116893	287	544	1479	1876	4864	4705	371.654975396344	624.02206583504	1106.35660298535	1431.43792502279	5897.0354432323	3646.32672235723	98.35	UP_pEhEx_DOWN_CmasM
EHI_179390A	220.701111801496	-2.26435606793519	0.465562595517204	-4.86369843655432	1.15212406098794e-06	0.00108092279401888	37	77	120	300	329	607	47.9137076294938	88.3266527009156	89.7652416215291	228.907983745649	398.874313491658	470.418771619732	99.89	UP_pEhEx_DOWN_CmasM
EHI_181610A	203.655792666566	1.97291907743977	0.539087332436763	3.65973926436345	0.000252472009897123	0.0408395240837036	240	186	597	139	82	59	310.791617056176	213.360485745069	446.582077067107	106.060699135484	99.4154823900182	45.7243946055423	95.92	DOWN_pEhEx_UP_CmasM
EHI_187780A	139.219324665648	-2.29228341674056	0.502192159183611	-4.56455437390143	5.00556457090112e-06	0.00293692452823173	16	28	98	99	118	633	20.7194411370784	32.1187828003329	73.3082806575821	75.5396346360643	143.061303927099	490.568504835734	99.71	UP_pEhEx_DOWN_CmasM
EHI_194430A	85.885402032907	-2.34086715755553	0.58385439921487	-4.00933376660924	6.08903004649466e-05	0.0165413856116893	8	27	58	92	117	282	10.3597205685392	30.9716834146068	43.3865334504058	70.1984483486658	141.848919995514	218.547106419711	98.35	UP_pEhEx_DOWN_CmasM
