logFC	AveExpr	t	P.Value	adj.P.Val	B	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_179080A	-0.65101149695061	2.79925774568295	-1.7129189123513	0.137975924342213	0.484069669163139	-5.05973934842359	26	47	75	73	4.01796079620087	7.33307373487087	7.10026115533306	10.7487488023233	51.59	UP_pEhEx_DOWN_U2AF84
EHI_181510A	-2.05916817317796	-0.744323885046825	-1.72249697749875	0.136167569304026	0.484069669163139	-4.30686476764841	7	0	15	6	1.08175867590024	0	1.42005223106661	0.883458805670409	51.59	UP_pEhEx_DOWN_U2AF84
EHI_187190A	-0.75732275613306	2.53593179354875	-1.71448446543879	0.137678754983992	0.484069669163139	-5.0167948909562	19	41	63	65	2.93620212030064	6.39693666233417	5.96421937047977	9.57080372809609	51.59	UP_pEhEx_DOWN_U2AF84
EHI_194250A	0.717990838766304	1.00226426164923	1.71251405963811	0.138052873984875	0.484069669163139	-4.74909096527758	21	12	15	11	3.24527602770071	1.87227414507341	1.42005223106661	1.61967447706242	51.59	DOWN_pEhEx_UP_U2AF84
EHI_200840A	0.36091601700673	4.44442705121429	1.71564037937151	0.137459742151163	0.484069669163139	-5.22181391761895	146	172	207	127	22.5623952402049	26.8359294127189	19.5967207887193	18.699878053357	51.59	DOWN_pEhEx_UP_U2AF84
EHI_148820A	-0.341416746079932	11.0276813078672	-1.7106949279595	0.138399148734025	0.484243584705746	-5.36308260289086	11974	11890	21956	18078	1850.4254836042	1855.11163207691	2078.57778568657	2661.86138148494	51.58	UP_pEhEx_DOWN_U2AF84
EHI_166380A	-0.815620427467086	0.402981674838811	-1.71095661559965	0.138349284075932	0.484243584705746	-4.54337621933667	6	6	20	10	0.927221722200202	0.936137072536707	1.89340297475548	1.47243134278401	51.58	UP_pEhEx_DOWN_U2AF84
EHI_096380A	-0.441245657073584	3.173815444864	-1.70901812073725	0.138719079958539	0.484646586364371	-5.11464972762062	44	55	100	79	6.79962596280148	8.58125649825315	9.46701487377742	11.6322076079937	51.54	UP_pEhEx_DOWN_U2AF84
EHI_177490A	0.446375445600783	3.61603304315738	1.70921075182619	0.138682289824348	0.484646586364371	-5.17059980656432	106	80	125	62	16.3809170922036	12.4818276338228	11.8337685922218	9.12907432526089	51.54	DOWN_pEhEx_UP_U2AF84
EHI_131880A	-0.638864513040717	2.65004780346812	-1.70827243329994	0.138861586450471	0.484786688979741	-5.04476739522985	30	33	61	73	4.63610861100101	5.14875389895189	5.77487907300422	10.7487488023233	51.52	UP_pEhEx_DOWN_U2AF84
EHI_098360A	0.483446555452274	3.66615506121312	1.70766834590606	0.138977136461842	0.484832545328194	-5.17738695544248	100	94	141	57	15.4536953700034	14.6661474697417	13.3484909720262	8.39285865386888	51.52	DOWN_pEhEx_UP_U2AF84
EHI_166990A	0.448514696220639	2.45375725777922	1.70711439490477	0.139083178529846	0.484845189366932	-5.03087829505058	37	45	51	30	5.71786728690125	7.0210280440253	4.82817758562648	4.41729402835204	51.52	DOWN_pEhEx_UP_U2AF84
EHI_126950A	-0.583613935837318	1.34064432429899	-1.70626278849273	0.139246353779751	0.485056835020855	-4.80770142380971	11	15	33	20	1.69990649070037	2.34034268134177	3.12411490834655	2.94486268556803	51.49	UP_pEhEx_DOWN_U2AF84
EHI_154290A	0.816634704467856	0.78754910530792	1.70514214874178	0.139461361732555	0.485448592971997	-4.6992014444363	11	17	10	12	1.69990649070037	2.65238837218734	0.946701487377742	1.76691761134082	51.46	DOWN_pEhEx_UP_U2AF84
EHI_035990A	0.72689803294385	3.38850623915622	1.70422563314946	0.139637445860922	0.485704385529468	-5.15219235146315	90	86	132	34	13.908325833003	13.4179647063595	12.4964596333862	5.00626656546565	51.43	DOWN_pEhEx_UP_U2AF84
EHI_158100A	-0.438906452841153	4.03464798698048	-1.70240324037744	0.13998821224323	0.486566957973164	-5.20898175661875	108	75	186	140	16.6899909996036	11.7017134067088	17.608647665226	20.6140387989762	51.34	UP_pEhEx_DOWN_U2AF84
EHI_103440A	-0.415440718610818	8.12899660667152	-1.70042035421555	0.140370841974468	0.486833617788188	-5.3077155174108	1318	1845	3124	2403	203.679704976644	287.862149805038	295.749544656807	353.825251670999	51.32	UP_pEhEx_DOWN_U2AF84
EHI_103700A	-0.415440718610818	8.12899660667152	-1.70042035421555	0.140370841974468	0.486833617788188	-5.3077155174108	1318	1845	3124	2403	203.679704976644	287.862149805038	295.749544656807	353.825251670999	51.32	UP_pEhEx_DOWN_U2AF84
EHI_114420A	0.57188325800406	2.21240356048032	1.69999452170516	0.140453145575871	0.486833617788188	-5.00397854325322	38	35	51	19	5.87240424060128	5.46079958979746	4.82817758562648	2.79761955128963	51.32	DOWN_pEhEx_UP_U2AF84
EHI_199670A	0.457773704732843	2.35775805623072	1.69987485607388	0.140476282614843	0.486833617788188	-5.02649164066599	35	42	49	27	5.40879337950118	6.55295950775695	4.63883728815093	3.97556462551684	51.32	DOWN_pEhEx_UP_U2AF84
EHI_075200A	1.43144026720726	0.062658766172645	1.69918306780462	0.14061011063191	0.486940939086657	-4.47798221723625	14	10	15	1	2.16351735180047	1.56022845422785	1.42005223106661	0.147243134278401	51.31	DOWN_pEhEx_UP_U2AF84
EHI_004190A	0.443539482346806	2.23522301421394	1.6956934447899	0.14128707510247	0.487072859440913	-5.01357722135876	35	35	45	25	5.40879337950118	5.46079958979746	4.26015669319984	3.68107835696004	51.29	DOWN_pEhEx_UP_U2AF84
EHI_005040A	-1.06201809021023	0.425410777185718	-1.69372629567567	0.141670082236636	0.487072859440913	-4.54477231019062	7	4	15	18	1.08175867590024	0.624091381691138	1.42005223106661	2.65037641701123	51.29	UP_pEhEx_DOWN_U2AF84
EHI_040420A	0.318054368031726	7.72477321152524	1.69379127870968	0.141657413862703	0.487072859440913	-5.30477518837956	1520	1520	1932	1333	234.896169624051	237.154725042633	182.90272736138	196.275097993109	51.29	DOWN_pEhEx_UP_U2AF84
EHI_062980A	0.461530775228546	2.3930978121706	1.69501060733856	0.141419910694417	0.487072859440913	-5.03776375235316	41	38	53	26	6.33601510170138	5.92886812606581	5.01751788310203	3.82832149123844	51.29	DOWN_pEhEx_UP_U2AF84
EHI_118800A	0.535191376225584	1.45789381082879	1.69578555862682	0.141269165032846	0.487072859440913	-4.87612195033462	19	23	25	14	2.93620212030064	3.58852544472404	2.36675371844435	2.06140387989762	51.29	DOWN_pEhEx_UP_U2AF84
EHI_128100A	-0.467791736262214	8.38092161861781	-1.69369036943347	0.141677086491368	0.487072859440913	-5.32365342539743	1710	1940	3275	3379	264.258190827058	302.684320120202	310.04473711621	497.534550726718	51.29	UP_pEhEx_DOWN_U2AF84
EHI_129910A	-0.406251657586111	3.89128822375656	-1.69783281829708	0.140871676128575	0.487072859440913	-5.20369680551195	96	71	187	111	14.8355475552032	11.0776220250177	17.7033178139638	16.3439879049026	51.29	UP_pEhEx_DOWN_U2AF84
EHI_130480A	1.61579247738904	0.77465144769354	1.69445516328237	0.14152805320895	0.487072859440913	-4.66701840496266	8	41	8	8	1.23629562960027	6.39693666233417	0.757361189902193	1.17794507422721	51.29	DOWN_pEhEx_UP_U2AF84
EHI_146390A	0.319112715431707	11.7868075385247	1.69675625270843	0.141080562898987	0.487072859440913	-5.39943806343972	28044	23015	31988	22459	4333.83432956374	3590.86578740539	3028.30871782392	3306.93355275862	51.29	DOWN_pEhEx_UP_U2AF84
EHI_181230A	0.534994530285062	1.39376353611001	1.69458915341053	0.14150195858045	0.487072859440913	-4.86436098093994	22	18	23	14	3.39981298140074	2.80841121761012	2.17741342096881	2.06140387989762	51.29	DOWN_pEhEx_UP_U2AF84
EHI_167020A	0.536589658856659	5.45483500119584	1.69311659719366	0.141788995848026	0.487103850758023	-5.28894429508062	375	309	513	184	57.9513576375126	48.2110592356404	48.5657863024782	27.0927367072259	51.29	DOWN_pEhEx_UP_U2AF84
EHI_136990A	-0.635841259573615	0.945884884212159	-1.69170729933658	0.14206423132488	0.487695483025369	-4.71403801702906	10	9	26	15	1.54536953700034	1.40420560880506	2.46142386718213	2.20864701417602	51.23	UP_pEhEx_DOWN_U2AF84
EHI_200080A	-0.409842642434595	7.55063464722557	-1.69099995805517	0.142202570083134	0.487816642589535	-5.30368372425634	978	1117	1930	1741	151.137140718633	174.27751833725	182.713387063904	256.350296778697	51.22	UP_pEhEx_DOWN_U2AF84
EHI_050620A	0.519398251334073	2.6025881722337	1.68812711736903	0.142765771396945	0.48820857078389	-5.07541936707872	37	58	53	34	5.71786728690125	9.0493250345215	5.01751788310203	5.00626656546565	51.18	DOWN_pEhEx_UP_U2AF84
EHI_107300A	1.02271041303224	2.98168930807333	1.6877876669774	0.142832461034155	0.48820857078389	-5.12134285220767	100	55	106	19	15.4536953700034	8.58125649825315	10.0350357662041	2.79761955128963	51.18	DOWN_pEhEx_UP_U2AF84
EHI_125770A	0.498693162999216	1.61125622741107	1.68879775679898	0.142634103867232	0.48820857078389	-4.91532684082107	22	24	28	16	3.39981298140074	3.74454829014683	2.65076416465768	2.35589014845442	51.18	DOWN_pEhEx_UP_U2AF84
EHI_130920A	1.01668588883966	0.498967068710097	1.68840895659095	0.142710423184938	0.48820857078389	-4.62001898408908	15	12	17	3	2.3180543055005	1.87227414507341	1.60939252854216	0.441729402835204	51.18	DOWN_pEhEx_UP_U2AF84
EHI_200760A	-0.533271981776635	1.52339961326036	-1.68803050678135	0.142784748785796	0.48820857078389	-4.87896388408772	16	14	39	21	2.47259125920054	2.18431983591898	3.69213580077319	3.09210581984643	51.18	UP_pEhEx_DOWN_U2AF84
EHI_024490A	0.510640647395687	7.11788429554961	1.68459587682172	0.143461009520053	0.488288689973385	-5.30151500237099	1188	961	1600	605	183.58990099564	149.937954451296	151.472237980439	89.0820962384329	51.17	DOWN_pEhEx_UP_U2AF84
EHI_077500A	-0.44791191369649	8.01822953591296	-1.6853327221689	0.143315667592862	0.488288689973385	-5.32401762646491	1275	1596	2634	2505	197.034615967543	249.012461294764	249.361171775297	368.844051367396	51.17	UP_pEhEx_DOWN_U2AF84
EHI_078720A	0.626003539383939	1.99163447505487	1.68455900121361	0.14346828694266	0.488288689973385	-4.98789645592299	31	33	45	15	4.79064556470104	5.14875389895189	4.26015669319984	2.20864701417602	51.17	DOWN_pEhEx_UP_U2AF84
EHI_135460A	-0.439261015723897	2.77375774212511	-1.68521053016052	0.143339759962369	0.488288689973385	-5.09646122227544	33	42	79	57	5.09971947210111	6.55295950775695	7.47894175028416	8.39285865386888	51.17	UP_pEhEx_DOWN_U2AF84
EHI_153080A	-0.328419360212176	10.5876454234921	-1.68452614524413	0.143474771388462	0.488288689973385	-5.3874123558465	8469	9221	16516	12934	1308.77346088558	1438.6866576435	1563.57217655308	1904.44269875684	51.17	UP_pEhEx_DOWN_U2AF84
EHI_199650A	-0.806877062175925	1.3185371730706	-1.68576916612895	0.143229646776388	0.488288689973385	-4.80879836369345	19	7	33	23	2.93620212030064	1.09215991795949	3.12411490834655	3.38659208840323	51.17	UP_pEhEx_DOWN_U2AF84
EHI_027720A	0.37254091406409	3.47062256823573	1.68243577090565	0.143887911107013	0.488640868852655	-5.18998420298236	85	77	108	62	13.1356410645029	12.0137590975544	10.2243760636796	9.12907432526089	51.14	DOWN_pEhEx_UP_U2AF84
EHI_105250A	0.502285539763084	2.97556762229631	1.68295170569578	0.143785835273003	0.488640868852655	-5.13005848563831	57	64	86	35	8.80860636090192	9.98546210705821	8.14163279144858	5.15350969974405	51.14	DOWN_pEhEx_UP_U2AF84
EHI_163570A	0.639372709451159	0.958158331383533	1.68337859334004	0.143701430105261	0.488640868852655	-4.7727509204967	16	15	19	8	2.47259125920054	2.34034268134177	1.79873282601771	1.17794507422721	51.14	DOWN_pEhEx_UP_U2AF84
EHI_118150A	0.345299271817845	5.24934179212527	1.67464023348498	0.145438791659848	0.493553576858581	-5.30841241928533	305	249	354	230	47.1337708785103	38.8496885102734	33.5132326531721	33.8659208840323	50.64	DOWN_pEhEx_UP_U2AF84
EHI_086210A	-0.650324223375227	0.87746606355185	-1.67346696346397	0.145673602872093	0.493996300857083	-4.7155620726777	10	8	24	15	1.54536953700034	1.24818276338228	2.27208356970658	2.20864701417602	50.6	UP_pEhEx_DOWN_U2AF84
EHI_007310A	0.432895409585024	3.03641920671641	1.67188164667193	0.145991460851489	0.494365933956329	-5.15210607814156	68	54	67	53	10.5085128516023	8.42523365283037	6.34289996543087	7.80388611675528	50.56	DOWN_pEhEx_UP_U2AF84
EHI_164810A	-0.3673553214051	3.93381496599534	-1.6719009391647	0.145987588656565	0.494365933956329	-5.24141889611306	86	86	167	129	13.2901780182029	13.4179647063595	15.8099148392083	18.9943643219138	50.56	UP_pEhEx_DOWN_U2AF84
EHI_006885A	1.72097971302326	2.3656101561035	1.67117825589288	0.146132706166792	0.494490515363542	-5.0301466759163	67	65	105	4	10.3539758979023	10.141484952481	9.94036561746629	0.588972537113606	50.55	DOWN_pEhEx_UP_U2AF84
EHI_023240A	0.598465315696038	2.92205967756809	1.67055988376074	0.146256988269216	0.49455755890462	-5.13879494904018	59	62	89	29	9.11768026830199	9.67341641621264	8.4256432376619	4.27005089407364	50.54	DOWN_pEhEx_UP_U2AF84
EHI_154210A	-0.984906531012655	2.19806406326781	-1.66791358222613	0.146790003660962	0.496005622648818	-5.01279039448932	20	20	40	77	3.09073907400067	3.12045690845569	3.78680594951097	11.3377213394369	50.4	UP_pEhEx_DOWN_U2AF84
EHI_161900A	0.80428300657675	0.811805218906636	1.6670939568363	0.146955471995949	0.496210559507006	-4.75124808374678	20	10	12	10	3.09073907400067	1.56022845422785	1.13604178485329	1.47243134278401	50.38	DOWN_pEhEx_UP_U2AF84
EHI_056420A	0.443360974017405	7.26767399774664	1.66590363873751	0.147196097608819	0.496668799772023	-5.32851678781089	1272	1055	1714	728	196.571005106443	164.604101921038	162.264634936545	107.193001754676	50.33	DOWN_pEhEx_UP_U2AF84
EHI_049610A	0.376159982334862	3.0542722923422	1.66418644906494	0.147543901868431	0.497487771684582	-5.16413529457106	61	60	78	48	9.42675417570205	9.36137072536707	7.38427160154639	7.06767044536327	50.25	DOWN_pEhEx_UP_U2AF84
EHI_201510A	-0.34647839660925	3.91105069085935	-1.66284923784595	0.147815293480232	0.498048113405992	-5.25156338716579	87	84	186	110	13.4447149719029	13.1059190155139	17.608647665226	16.1967447706242	50.2	UP_pEhEx_DOWN_U2AF84
EHI_103420A	0.335136645260004	4.29876827126426	1.6611832710986	0.148154081100583	0.498834580320171	-5.28445721391615	138	146	190	115	21.3260996106046	22.7793354317265	17.9873282601771	16.9329604420162	50.12	DOWN_pEhEx_UP_U2AF84
EHI_166900A	0.813469876315292	0.53127604565168	1.66000206423433	0.148394742652224	0.499289773785095	-4.67470957048218	15	10	14	5	2.3180543055005	1.56022845422785	1.32538208232884	0.736215671392007	50.07	DOWN_pEhEx_UP_U2AF84
EHI_004610A	-0.379231411735431	3.64261753659899	-1.65583679192932	0.149246396090217	0.499316211371794	-5.23445406335295	66	74	138	105	10.1994389442022	11.5456905612861	13.0644805258128	15.4605290992322	50.07	UP_pEhEx_DOWN_U2AF84
EHI_013260A	0.40690678707331	6.10887799290653	1.65590772860509	0.149231852644346	0.499316211371794	-5.33854201005213	587	445	723	356	90.7131918219198	69.4301662131391	68.4465175374107	52.4185558031109	50.07	DOWN_pEhEx_UP_U2AF84
EHI_022880A	0.875706043705725	0.434845562538108	1.65708900030361	0.148989868855878	0.499316211371794	-4.64785491237108	14	10	14	4	2.16351735180047	1.56022845422785	1.32538208232884	0.588972537113606	50.07	DOWN_pEhEx_UP_U2AF84
EHI_036640A	-0.466741058300722	2.84669002664595	-1.65746944478636	0.148912015270837	0.499316211371794	-5.14119917677489	34	45	100	50	5.25425642580114	7.0210280440253	9.46701487377742	7.36215671392007	50.07	UP_pEhEx_DOWN_U2AF84
EHI_068060A	-0.702067387416615	1.00488515573258	-1.65880255844959	0.148639518300253	0.499316211371794	-4.76091266259859	10	9	22	21	1.54536953700034	1.40420560880506	2.08274327223103	3.09210581984643	50.07	UP_pEhEx_DOWN_U2AF84
EHI_094090A	0.943500840825657	2.93273037725675	1.65594182870861	0.149224861923118	0.499316211371794	-5.15647566367992	93	52	100	20	14.3719366941031	8.1131879619848	9.46701487377742	2.94486268556803	50.07	DOWN_pEhEx_UP_U2AF84
EHI_111790A	-0.636565378259444	2.48036073852917	-1.6573969959857	0.14892683806032	0.499316211371794	-5.08416440280162	26	30	54	65	4.01796079620087	4.68068536268354	5.11218803183981	9.57080372809609	50.07	UP_pEhEx_DOWN_U2AF84
EHI_198840A	0.572486455579979	1.01538476345731	1.65652395991751	0.149105570286649	0.499316211371794	-4.82285333074838	15	16	18	10	2.3180543055005	2.49636552676455	1.70406267727993	1.47243134278401	50.07	DOWN_pEhEx_UP_U2AF84
EHI_104350A	0.536636546538522	1.32524283928824	1.6544576710964	0.149529415180374	0.499909782107268	-4.90004913044332	17	21	21	14	2.62712821290057	3.27647975387848	1.98807312349326	2.06140387989762	50.01	DOWN_pEhEx_UP_U2AF84
EHI_031740A	0.652012017263759	0.856969400757469	1.65381607651601	0.149661257513434	0.499997454529708	-4.78274096225407	16	12	13	11	2.47259125920054	1.87227414507341	1.23071193359106	1.61967447706242	50	DOWN_pEhEx_UP_U2AF84
EHI_057830A	-0.472698018136458	2.24987865601436	-1.65046979599502	0.150350707367513	0.50194657875727	-5.06133128880046	23	28	53	42	3.55434993510077	4.36863967183797	5.01751788310203	6.18421163969286	49.81	UP_pEhEx_DOWN_U2AF84
EHI_048740A	-0.32733479514648	6.68285585590206	-1.64879090296445	0.150697768779727	0.502750695844416	-5.34679830725529	558	624	1165	815	86.2316201646188	97.3582555438176	110.290723279507	120.003154436897	49.72	UP_pEhEx_DOWN_U2AF84
EHI_045150A	-0.626084491460415	1.13736632761614	-1.64737310459441	0.150991457109745	0.503060583970458	-4.8198298892429	13	9	26	20	2.00898039810044	1.40420560880506	2.46142386718213	2.94486268556803	49.69	UP_pEhEx_DOWN_U2AF84
EHI_153790A	0.578489699915066	1.13430752161642	1.64731653035632	0.151003187541618	0.503060583970458	-4.86536042350029	17	16	16	14	2.62712821290057	2.49636552676455	1.51472237980439	2.06140387989762	49.69	DOWN_pEhEx_UP_U2AF84
EHI_000410A	-0.509931781685623	1.51565543796174	-1.64453919876617	0.151580135065938	0.504100977984088	-4.93243723607676	15	15	38	21	2.3180543055005	2.34034268134177	3.59746565203542	3.09210581984643	49.59	UP_pEhEx_DOWN_U2AF84
EHI_028530A	0.720452004751518	1.18823749183054	1.64343523705433	0.151810054455906	0.504100977984088	-4.87923874797229	26	13	19	11	4.01796079620087	2.0282969904962	1.79873282601771	1.61967447706242	49.59	DOWN_pEhEx_UP_U2AF84
EHI_068210A	-0.669920914972448	1.57815423388293	-1.64325363871631	0.151847907605684	0.504100977984088	-4.93576933564081	15	14	30	34	2.3180543055005	2.18431983591898	2.84010446213323	5.00626656546565	49.59	UP_pEhEx_DOWN_U2AF84
EHI_138480A	0.446614797654193	5.03168557143761	1.6444880647858	0.151590777212793	0.504100977984088	-5.34057065055456	265	226	238	237	40.9522927305089	35.2611630655493	22.5314953995903	34.8966228239811	49.59	DOWN_pEhEx_UP_U2AF84
EHI_164440A	0.376881628799821	7.55062173225743	1.64341956086806	0.151813321710654	0.504100977984088	-5.36484820461749	1405	1342	1485	1311	217.124419948547	209.382658557377	140.585170875595	193.035749038984	49.59	DOWN_pEhEx_UP_U2AF84
EHI_140650A	0.4952000570516	2.39767335825934	1.64214919172775	0.152078318888666	0.504512096439343	-5.10543730670014	46	35	54	25	7.10869987020155	5.46079958979746	5.11218803183981	3.68107835696004	49.55	DOWN_pEhEx_UP_U2AF84
EHI_000770A	0.884005763680083	0.00444342418903668	1.63705865118386	0.153144666059829	0.504575002319603	-4.56130564700551	10	7	8	4	1.54536953700034	1.09215991795949	0.757361189902193	0.588972537113606	49.54	DOWN_pEhEx_UP_U2AF84
EHI_004580A	-1.19439661066414	0.941280327362368	-1.63545114425781	0.153482890439423	0.504575002319603	-4.72849541119896	18	3	25	24	2.78166516660061	0.468068536268354	2.36675371844435	3.53383522268163	49.54	UP_pEhEx_DOWN_U2AF84
EHI_042720A	0.263560675408013	13.2190058872179	1.63739806500801	0.153073343949646	0.504575002319603	-5.51483444907423	68802	65784	91671	59270	10632.4514884697	10263.8068632925	8678.5072049405	8727.10056868085	49.54	DOWN_pEhEx_UP_U2AF84
EHI_044850A	0.421160340414781	2.99900161666034	1.63594288360005	0.153379350883096	0.504575002319603	-5.19322819516738	62	57	83	40	9.58129112940209	8.89330218909872	7.85762234523526	5.88972537113606	49.54	DOWN_pEhEx_UP_U2AF84
EHI_045480A	-0.583220803597697	6.63936211881997	-1.63714891083248	0.153125696396469	0.504575002319603	-5.36322176402344	388	706	1060	1009	59.9603380356131	110.152128868486	100.350357662041	148.568322486907	49.54	UP_pEhEx_DOWN_U2AF84
EHI_068090A	-0.395164994202074	4.58730864993551	-1.63623864700579	0.153317107901514	0.504575002319603	-5.32922788899973	126	143	250	218	19.4716561662042	22.3112668954582	23.6675371844435	32.0990032726915	49.54	UP_pEhEx_DOWN_U2AF84
EHI_087580A	0.418632890637296	2.5904190009804	1.64109639291392	0.15229826817955	0.504575002319603	-5.13388938603192	49	40	53	36	7.57231073130165	6.24091381691138	5.01751788310203	5.30075283402245	49.54	DOWN_pEhEx_UP_U2AF84
EHI_123220A	1.09571293631156	1.61303623724345	1.63648030118722	0.153266270137851	0.504575002319603	-4.96336124123004	47	19	37	7	7.26323682390158	2.96443406303291	3.50279550329764	1.03070193994881	49.54	DOWN_pEhEx_UP_U2AF84
EHI_134700A	0.700000823959322	0.481950999973808	1.63975611980694	0.152578718686824	0.504575002319603	-4.68873580531586	10	12	11	7	1.54536953700034	1.87227414507341	1.04137163611552	1.03070193994881	49.54	DOWN_pEhEx_UP_U2AF84
EHI_141010A	-1.06012943842167	2.14878211754347	-1.63637202454961	0.153289046727894	0.504575002319603	-5.04075239924626	16	22	38	80	2.47259125920054	3.43250259930126	3.59746565203542	11.7794507422721	49.54	UP_pEhEx_DOWN_U2AF84
EHI_148790A	-0.463371788015682	9.15950232958434	-1.63980588883217	0.152568295711072	0.504575002319603	-5.41355499392349	3195	3066	5483	5921	493.745567071608	478.366044066257	519.076425529216	871.826598062415	49.54	UP_pEhEx_DOWN_U2AF84
EHI_153770A	0.382877018079203	5.14226156183529	1.63935599411197	0.152662540666633	0.504575002319603	-5.35091755627148	223	301	311	220	34.4617406751075	46.9628764722582	29.4424162574478	32.3934895412483	49.54	DOWN_pEhEx_UP_U2AF84
EHI_182800A	-2.70295983163405	1.27279301184017	-1.63973721981313	0.152582677034395	0.504575002319603	-4.65800082549997	73	0	66	41	11.2811976201025	0	6.2482298166931	6.03696850541446	49.54	UP_pEhEx_DOWN_U2AF84
EHI_080000A	-0.527675989421125	2.08250209885992	-1.63439064217559	0.153706415950546	0.504959176342738	-5.05237859770128	22	22	44	42	3.39981298140074	3.43250259930126	4.16548654446206	6.18421163969286	49.5	UP_pEhEx_DOWN_U2AF84
EHI_023410A	-0.370924673121443	3.90965393389817	-1.63300343348429	0.153999274354193	0.505199089606497	-5.28928641260943	88	81	162	129	13.599251925603	12.6378504792455	15.3365640955194	18.9943643219138	49.48	UP_pEhEx_DOWN_U2AF84
EHI_045000A	-0.508884625953908	6.90001102777436	-1.6330041148262	0.153999130382355	0.505199089606497	-5.36945024119191	573	721	1150	1271	88.5496744701193	112.492471549828	108.87067104844	187.146023667848	49.48	UP_pEhEx_DOWN_U2AF84
EHI_183420A	-0.643620764266182	0.867841109201096	-1.63252881530747	0.154099595562269	0.505199089606497	-4.76343426378111	10	8	25	14	1.54536953700034	1.24818276338228	2.36675371844435	2.06140387989762	49.48	UP_pEhEx_DOWN_U2AF84
EHI_138420A	0.477415704216215	1.76422395990341	1.6310257954458	0.154417706570778	0.505761753054393	-5.01630511696295	26	25	33	17	4.01796079620087	3.90057113556961	3.12411490834655	2.50313328273282	49.42	DOWN_pEhEx_UP_U2AF84
EHI_193480A	2.05037657617085	0.0692465979093831	1.6307087197858	0.154484895419656	0.505761753054393	-4.50233273881518	14	19	25	0	2.16351735180047	2.96443406303291	2.36675371844435	0	49.42	DOWN_pEhEx_UP_U2AF84
EHI_020110A	-0.830794371920945	0.332533246251237	-1.62904407179765	0.154838097481843	0.506252857579227	-4.61507297915575	5	6	15	13	0.772684768500168	0.936137072536707	1.42005223106661	1.91416074561922	49.37	UP_pEhEx_DOWN_U2AF84
EHI_175480A	0.363447246622941	5.15457126344687	1.62899376848229	0.154848782799899	0.506252857579227	-5.36461970017641	284	238	370	190	43.8884948508096	37.1334372106227	35.0279550329764	27.9761955128963	49.37	DOWN_pEhEx_UP_U2AF84
EHI_194560A	-0.369010382254612	3.49181522424343	-1.62751204638609	0.155163844341759	0.506932808222144	-5.25518968017056	58	69	135	86	8.96314331460195	10.7655763341721	12.7804700795995	12.6629095479425	49.31	UP_pEhEx_DOWN_U2AF84
EHI_044740A	0.355662428239982	6.33265093755075	1.62699607098434	0.155273701473416	0.506941863982862	-5.3740282791592	595	578	858	424	91.94948745152	90.1812046543695	81.2269876170102	62.4310889340422	49.31	DOWN_pEhEx_UP_U2AF84
EHI_148020A	-0.323374359944242	4.68936925236749	-1.62637008139755	0.155407082030745	0.507027654261575	-5.34720367015467	145	151	292	204	22.4078582865049	23.5594496588405	27.6436834314301	30.0375993927939	49.3	UP_pEhEx_DOWN_U2AF84
EHI_010690A	0.920875495778279	0.108084912503295	1.62581764789556	0.155524881124578	0.507062525649966	-4.59584165951579	10	9	11	3	1.54536953700034	1.40420560880506	1.04137163611552	0.441729402835204	49.29	DOWN_pEhEx_UP_U2AF84
EHI_065820A	0.363900582287191	5.48393133483888	1.62461463392965	0.155781704092016	0.507550300875157	-5.37799802734538	378	282	428	260	58.4149684986127	43.9984424092252	40.5188236597673	38.2832149123844	49.24	DOWN_pEhEx_UP_U2AF84
EHI_179040A	0.814935129710407	0.192703513445106	1.62132732324819	0.156485563297593	0.509492886279783	-4.62846959899183	9	9	7	7	1.3908325833003	1.40420560880506	0.662691041164419	1.03070193994881	49.05	DOWN_pEhEx_UP_U2AF84
EHI_153730A	-0.351429086743382	4.1199454206807	-1.61850189914859	0.157092959668407	0.511118949189167	-5.32465969489972	101	96	189	146	15.6082323237034	14.9781931605873	17.8926581114393	21.4974976046466	48.89	UP_pEhEx_DOWN_U2AF84
EHI_012050A	-0.698794674533583	0.673782450446049	-1.61797606356819	0.157206250217369	0.511136255857847	-4.72149634946224	8	7	19	15	1.23629562960027	1.09215991795949	1.79873282601771	2.20864701417602	48.89	UP_pEhEx_DOWN_U2AF84
EHI_066300A	0.60653898330505	1.94735611873529	1.61663408423066	0.157495732428351	0.511375032452547	-5.06588525936781	35	27	43	15	5.40879337950118	4.21261682641518	4.07081639572429	2.20864701417602	48.86	DOWN_pEhEx_UP_U2AF84
EHI_129320A	0.323606033887475	4.32472056631663	1.61692485841528	0.157432965427015	0.511375032452547	-5.34272587981131	149	139	192	119	23.026006101305	21.6871755137671	18.1766685576526	17.5219329791298	48.86	DOWN_pEhEx_UP_U2AF84
EHI_186320A	0.552228159741957	1.16627930817944	1.61603807687545	0.157624462439528	0.511442224255465	-4.91106452131861	19	15	18	13	2.93620212030064	2.34034268134177	1.70406267727993	1.91416074561922	48.86	DOWN_pEhEx_UP_U2AF84
EHI_184680A	-0.544553357577991	3.5137768685543	-1.61361610477514	0.158148614251336	0.512791465661522	-5.27181802031813	62	58	109	126	9.58129112940209	9.0493250345215	10.3190462124174	18.5526349190786	48.72	UP_pEhEx_DOWN_U2AF84
