logFC	AveExpr	t	P.Value	adj.P.Val	B	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_158240A	-0.285616198626748	4.29263857057825	-0.904101263090278	0.399935928922781	0.747819254046632	-6.11464785051463	112	163	232	149	14.7378780701677	21.2204201499776	21.8116899209649	21.3461371919582	25.22	UP_pEhEx_DOWN_EhMyb10
EHI_167050A	0.256750702103666	11.0161914600445	0.904671333626	0.399656378693514	0.747819254046632	-6.16900189967294	17478	17091	17737	15049	2299.89850812848	2225.01963670716	1667.56010400066	2155.95985638778	25.22	DOWN_pEhEx_UP_EhMyb10
EHI_175040A	-0.348988658022534	4.49586382533826	-0.903081996456404	0.400436123788512	0.747819254046632	-6.11784364621725	198	117	224	214	26.0544630169035	15.2318353223766	21.0595626823109	30.6582104636179	25.22	UP_pEhEx_DOWN_EhMyb10
EHI_182700A	0.278904493007639	5.04304175181707	0.903935647815235	0.400017170785847	0.747819254046632	-6.11986178238835	325	236	317	209	42.7661640428972	30.7240438981271	29.8030418316632	29.9418971350287	25.22	DOWN_pEhEx_UP_EhMyb10
EHI_189150A	0.269850651378597	11.1117345847676	0.902747485875906	0.400600384545756	0.747819254046632	-6.17250028938874	16871	20392	18486	16340	2220.02447251606	2654.76569140088	1737.97801671964	2340.91195782951	25.22	DOWN_pEhEx_UP_EhMyb10
EHI_002790A	-0.336996385387035	2.29994196894505	-0.901750866024172	0.401090074647467	0.747966385117247	-5.9837165921303	29	37	48	47	3.81605771459698	4.81690518741823	4.51276343192377	6.7333452887385	25.2	UP_pEhEx_DOWN_EhMyb10
EHI_124480A	0.264486075023827	7.26018373149598	0.901989570416283	0.400972745847464	0.747966385117247	-6.09146009741269	1350	1219	1407	1032	177.644066024342	158.697497931428	132.280378098265	147.847071020811	25.2	DOWN_pEhEx_UP_EhMyb10
EHI_127410A	-0.303532988585853	3.19518680381746	-0.901614041346555	0.401157338874944	0.747966385117247	-6.06839635945334	74	53	120	63	9.73752658207506	6.89989121440989	11.2819085798094	9.02554794022395	25.2	UP_pEhEx_DOWN_EhMyb10
EHI_005040A	-0.484144436007799	0.703376598111319	-0.897692112657705	0.403089016931686	0.748314427274263	-5.6906968283853	12	8	15	18	1.57905836466082	1.04149301349583	1.41023857247618	2.57872798292113	25.17	UP_pEhEx_DOWN_EhMyb10
EHI_022870A	0.421599346101114	0.893912123836661	0.90006065883944	0.401921593073548	0.748314427274263	-5.76016559384315	14	19	21	8	1.84223475877096	2.4735459070526	1.97433400146665	1.14610132574272	25.17	DOWN_pEhEx_UP_EhMyb10
EHI_083590A	-0.343255356585828	8.62922457866303	-0.898425467120391	0.402727283626054	0.748314427274263	-6.1298560912226	3453	2083	3915	3781	454.374044431151	271.178743388977	368.072267416282	541.676139079155	25.17	UP_pEhEx_DOWN_EhMyb10
EHI_093230A	-0.333495852279094	1.57822386069	-0.899943398822002	0.401979328834927	0.748314427274263	-5.88809453655058	22	18	38	21	2.8949403352115	2.34335928036562	3.57260438360631	3.00851598007465	25.17	UP_pEhEx_DOWN_EhMyb10
EHI_103780A	0.400855341072795	1.62159020047689	0.898085555020718	0.402894917706844	0.748314427274263	-5.89798139552961	22	31	21	25	2.8949403352115	4.03578542729635	1.97433400146665	3.58156664294601	25.17	DOWN_pEhEx_UP_EhMyb10
EHI_105090A	0.569823247988348	-0.103788770446768	0.898478619649223	0.402701075207079	0.748314427274263	-5.47421826207529	9	8	11	3	1.18429377349561	1.04149301349583	1.0341749531492	0.429787997153521	25.17	DOWN_pEhEx_UP_EhMyb10
EHI_127040A	-0.327850436986375	1.58104502963633	-0.900700098713213	0.401606859758804	0.748314427274263	-5.88778647434409	22	18	35	23	2.8949403352115	2.34335928036562	3.29055666911108	3.29504131151033	25.17	UP_pEhEx_DOWN_EhMyb10
EHI_134850A	0.421421092528014	3.05288306340179	0.897673925359389	0.403097991082322	0.748314427274263	-6.06277523734838	95	57	108	34	12.5008787202315	7.42063772115781	10.1537177218285	4.87093063440657	25.17	DOWN_pEhEx_UP_EhMyb10
EHI_166490A	-0.474017447447274	6.47841860397896	-0.898089179059581	0.402893130166107	0.748314427274263	-6.0998268280382	859	389	777	1052	113.034261270304	50.6425977812349	73.050358054266	150.712324335168	25.17	UP_pEhEx_DOWN_EhMyb10
EHI_186790A	0.459110873257989	2.38336564225571	0.899491237337722	0.40220201991102	0.748314427274263	-5.99775910950442	35	63	69	20	4.60558689692739	8.20175748127968	6.48709743339041	2.86525331435681	25.17	DOWN_pEhEx_UP_EhMyb10
EHI_188900A	-0.342412055675627	2.11872300091451	-0.899890001734021	0.40200562223664	0.748314427274263	-5.96289606233028	34	25	61	28	4.47399869987232	3.25466566717448	5.73497019473645	4.01135464009953	25.17	UP_pEhEx_DOWN_EhMyb10
EHI_021370A	0.288481699481846	3.35861458359821	0.896762332246932	0.403547991026491	0.748319376872764	-6.08577638661096	83	90	116	54	10.9218203555707	11.7167964018281	10.9058449604824	7.73618394876338	25.17	DOWN_pEhEx_UP_EhMyb10
EHI_039200A	-0.368727644143986	2.33598902531483	-0.896376688034153	0.403738474801159	0.748319376872764	-5.9929902352721	27	42	76	31	3.55288132048684	5.46783832085312	7.14520876721263	4.44114263725305	25.17	UP_pEhEx_DOWN_EhMyb10
EHI_061870A	0.632921337237369	-0.0738045540441087	0.896653358191068	0.403601810432391	0.748319376872764	-5.4829449157398	6	13	11	3	0.78952918233041	1.69242614693073	1.0341749531492	0.429787997153521	25.17	DOWN_pEhEx_UP_EhMyb10
EHI_175400A	0.460223677750071	3.34633684635171	0.896582218833617	0.403636947197838	0.748319376872764	-6.08478947519849	63	128	63	89	8.2900564144693	16.6638882159333	5.92300200439994	12.7503772488878	25.17	DOWN_pEhEx_UP_EhMyb10
EHI_013030A	-0.313089185465922	1.83144296530593	-0.895162269202424	0.404338763056756	0.749136129105943	-5.92897306044229	25	23	45	25	3.28970492637671	2.99429241380052	4.23071571742853	3.58156664294601	25.09	UP_pEhEx_DOWN_EhMyb10
EHI_182600A	0.331989544383304	3.09931143880771	0.894641019896151	0.404596623016769	0.749318055176675	-6.06926344626802	59	91	96	44	7.76370362624903	11.8469830285151	9.02552686384753	6.30355729158498	25.07	DOWN_pEhEx_UP_EhMyb10
EHI_098730A	0.341822152203447	2.8601116891869	0.894261708094656	0.404784344835181	0.749369992233336	-6.04996003472186	79	49	79	38	10.3954675673504	6.37914470766198	7.42725648170787	5.44398129727794	25.06	DOWN_pEhEx_UP_EhMyb10
EHI_186480A	-0.36082789591885	11.608673055711	-0.89356640556272	0.405128620938068	0.749711600182316	-6.19046677558935	30030	14742	33742	27593	3951.5935575637	1919.21125061945	3172.28466083274	3953.04673515237	25.03	UP_pEhEx_DOWN_EhMyb10
EHI_001150A	0.311663503311115	3.26734782791994	0.891376060887022	0.406214600096049	0.751350808364745	-6.08443974204177	78	86	115	47	10.2638793702953	11.1960498950802	10.8118290556507	6.7333452887385	24.86	DOWN_pEhEx_UP_EhMyb10
EHI_153730A	-0.287736982458108	4.12881890302123	-0.891134267776217	0.406334615731882	0.751350808364745	-6.12340312967345	100	145	189	146	13.1588197055068	18.877060869612	17.7690060131998	20.9163491948047	24.86	UP_pEhEx_DOWN_EhMyb10
EHI_127250A	0.253269267686224	4.21850802455205	0.890306571899547	0.406745649740874	0.751518635525166	-6.12626658824315	146	164	173	124	19.21187677004	21.3506067766646	16.2647515358919	17.7645705490122	24.85	DOWN_pEhEx_UP_EhMyb10
EHI_152880A	0.411929314099455	4.67059969364304	0.890561377494147	0.406619079964971	0.751518635525166	-6.131615538773	177	284	345	104	23.2911108787471	36.9730019791021	32.4354871669521	14.8993172346554	24.85	DOWN_pEhEx_UP_EhMyb10
EHI_110740A	0.287860451613762	9.97418985104126	0.889961432274579	0.406917138366347	0.751539602657719	-6.16448344777978	7034	10235	8562	7195	925.591378085351	1332.46012414123	804.964177169402	1030.77487983986	24.85	DOWN_pEhEx_UP_EhMyb10
EHI_065740A	0.239438896072207	12.5818445197729	0.88906259041215	0.407363998237936	0.751773198478424	-6.21545235976586	50109	51609	53968	43867	6593.75296623242	6718.8016166883	5073.85035195962	6284.50335704451	24.82	DOWN_pEhEx_UP_EhMyb10
EHI_183230A	-0.462247661274946	0.279300833723849	-0.889315408273306	0.407238272459828	0.751773198478424	-5.58489421311559	6	9	14	10	0.78952918233041	1.17167964018281	1.31622266764443	1.4326266571784	24.82	UP_pEhEx_DOWN_EhMyb10
EHI_083420A	0.314237721679525	2.15507320373221	0.88774876409835	0.408017830040802	0.752537563431261	-5.98241055754988	44	32	44	26	5.78988067042301	4.16597205398333	4.13669981259679	3.72482930866385	24.75	DOWN_pEhEx_UP_EhMyb10
EHI_125790A	-0.268552942160976	3.175041980259	-0.887585986660633	0.408098891739305	0.752537563431261	-6.07974013294545	64	61	114	63	8.42164461152437	7.94138422790572	10.7178131508189	9.02554794022395	24.75	UP_pEhEx_DOWN_EhMyb10
EHI_008100A	0.37036799298189	1.30076350026188	0.886474774481796	0.408652587859512	0.75269850938585	-5.85596070465849	17	26	25	13	2.23699934993616	3.38485229386146	2.35039762079363	1.86241465433193	24.73	DOWN_pEhEx_UP_EhMyb10
EHI_175090A	0.323509975037996	3.81673865798833	0.886445194416729	0.408667334735808	0.75269850938585	-6.11866394234064	149	97	159	73	19.6066413612052	12.628102788637	14.9485288682475	10.4581745974024	24.73	DOWN_pEhEx_UP_EhMyb10
EHI_192590A	-0.342274962067966	8.25074004042794	-0.886475590462357	0.408652181065367	0.75269850938585	-6.13095747778466	2247	1891	2681	3272	295.678678782739	246.182911065077	252.056640853909	468.755442228774	24.73	UP_pEhEx_DOWN_EhMyb10
EHI_009370A	0.529347202888991	1.38386730242795	0.884471151843398	0.409652376937382	0.753716024908728	-5.86778477122614	19	31	38	8	2.5001757440463	4.03578542729635	3.57260438360631	1.14610132574272	24.63	DOWN_pEhEx_UP_EhMyb10
EHI_013070A	0.496302340053882	0.436577085226761	0.88457061060848	0.409602704796216	0.753716024908728	-5.64774821925471	8	17	11	8	1.05270557644055	2.21317265367864	1.0341749531492	1.14610132574272	24.63	DOWN_pEhEx_UP_EhMyb10
EHI_126040A	-0.384578489645536	1.16621892012895	-0.884372613652771	0.409701593765644	0.753716024908728	-5.82699199798894	11	19	26	18	1.44747016760575	2.4735459070526	2.44441352562537	2.57872798292113	24.63	UP_pEhEx_DOWN_EhMyb10
EHI_004770A	0.254433127172264	5.36103250959401	0.881993635933057	0.410891163462196	0.754130711821699	-6.13672518445865	371	316	416	252	48.8192211074304	41.1389740330854	39.110616410006	36.1021917608958	24.59	DOWN_pEhEx_UP_EhMyb10
EHI_035150A	0.616025227528417	0.265696910802935	0.882209881364619	0.410782926853179	0.754130711821699	-5.59415264104445	7	18	14	4	0.921117379385478	2.34335928036562	1.31622266764443	0.573050662871362	24.59	DOWN_pEhEx_UP_EhMyb10
EHI_045570A	-0.323884642511468	1.61175921658272	-0.882150799432463	0.410812496821384	0.754130711821699	-5.90890027461135	23	18	35	24	3.02652853226657	2.34335928036562	3.29055666911108	3.43830397722817	24.59	UP_pEhEx_DOWN_EhMyb10
EHI_111020A	-0.293261430102657	4.15701044279194	-0.882430154214923	0.410672696319312	0.754130711821699	-6.13172224701476	149	101	230	125	19.6066413612052	13.1488492953849	21.6236581113014	17.9078332147301	24.59	UP_pEhEx_DOWN_EhMyb10
EHI_140750A	0.291637098739461	2.73748728800971	0.882714917936066	0.410530225561217	0.754130711821699	-6.04938126613056	65	48	63	42	8.55323280857944	6.248958080975	5.92300200439994	6.0170319601493	24.59	DOWN_pEhEx_UP_EhMyb10
EHI_177640A	-0.276169035339489	6.60523157118543	-0.882152573381228	0.410811608953045	0.754130711821699	-6.11112351736529	576	792	1171	727	75.7948015037194	103.107808336087	110.092624557974	104.15195797687	24.59	UP_pEhEx_DOWN_EhMyb10
EHI_130740A	1.06554792813348	-0.228501241406734	0.87982970447154	0.411975442334912	0.755234668311617	-5.43575594813462	4	23	14	1	0.526352788220273	2.99429241380052	1.31622266764443	0.14326266571784	24.48	DOWN_pEhEx_UP_EhMyb10
EHI_130870A	0.296319299238052	2.84401241174409	0.879962410571166	0.411908886015032	0.755234668311617	-6.06143847845229	71	51	64	48	9.34276199090985	6.63951796103593	6.01701790923169	6.87660795445634	24.48	DOWN_pEhEx_UP_EhMyb10
EHI_164820A	0.587178436691903	0.168268231024057	0.88012338739081	0.411828161803193	0.755234668311617	-5.57097163187469	7	13	6	10	0.921117379385478	1.69242614693073	0.564095428990471	1.4326266571784	24.48	DOWN_pEhEx_UP_EhMyb10
EHI_080870A	-0.368856114490184	1.03639943107338	-0.879264133261943	0.41225918422154	0.755459723370437	-5.80212939671961	11	16	24	16	1.44747016760575	2.08298602699167	2.25638171596188	2.29220265148545	24.45	UP_pEhEx_DOWN_EhMyb10
EHI_096820A	0.623624990404323	1.04045319948568	0.878246054911881	0.412770312131342	0.755806115814432	-5.80296179007532	12	33	28	6	1.57905836466082	4.29615868067031	2.63244533528886	0.859575994307043	24.42	DOWN_pEhEx_UP_EhMyb10
EHI_168260A	-0.411464940690958	1.14476246081771	-0.878394318085635	0.412695846978142	0.755806115814432	-5.82665469949773	20	10	27	17	2.63176394110137	1.30186626686979	2.53842943045712	2.43546531720329	24.42	UP_pEhEx_DOWN_EhMyb10
EHI_065700A	0.451802141110118	0.791320150760697	0.877916410618763	0.412935911814812	0.755814443895051	-5.75347933752744	11	21	18	8	1.44747016760575	2.73391916042656	1.69228628697141	1.14610132574272	24.42	DOWN_pEhEx_UP_EhMyb10
EHI_148370A	-0.333935847500799	1.31815734505076	-0.877055407132665	0.413368677998074	0.756311581226105	-5.86542154830213	18	15	28	20	2.36858754699123	1.95279940030469	2.63244533528886	2.86525331435681	24.37	UP_pEhEx_DOWN_EhMyb10
EHI_118820A	0.249547286821938	5.41501791689239	0.876193973900062	0.413801998261653	0.756809344443467	-6.14112709029553	337	374	392	289	44.345222407558	48.6897983809302	36.8542346940441	41.4029103924559	24.32	DOWN_pEhEx_UP_EhMyb10
EHI_017560A	0.255499852755857	6.10812245093237	0.875305189820974	0.41424943105773	0.757248936056999	-6.12711072199855	565	585	734	403	74.3473313361136	76.1591766118828	69.0076741465009	57.7348542842897	24.28	DOWN_pEhEx_UP_EhMyb10
EHI_050430A	0.319037775092647	1.52584485997182	0.875075602337631	0.414365068782095	0.757248936056999	-5.90369152475056	25	23	25	19	3.28970492637671	2.99429241380052	2.35039762079363	2.72199064863897	24.28	DOWN_pEhEx_UP_EhMyb10
EHI_097630A	-0.251382626194869	4.7992610354934	-0.874322822008127	0.414744394733402	0.757647117354556	-6.14633223852926	209	181	306	223	27.5019331845093	23.5637794303432	28.768866878514	31.9475744550784	24.24	UP_pEhEx_DOWN_EhMyb10
EHI_011940A	-0.273047575112405	2.81002278621026	-0.873810369112064	0.415002767447663	0.757692008424167	-6.06276390652274	44	53	85	51	5.78988067042301	6.89989121440989	7.99135191069834	7.30639595160986	24.23	UP_pEhEx_DOWN_EhMyb10
EHI_015250A	0.528598526765129	3.34443185291588	0.871206473338332	0.416317470062405	0.757692008424167	-6.10699088529621	55	153	60	89	7.23735083802876	19.9185538831078	5.64095428990471	12.7503772488878	24.23	DOWN_pEhEx_UP_EhMyb10
EHI_067980A	0.585397894426767	1.09624391493396	0.870774041802058	0.416536103210102	0.757692008424167	-5.82213188344525	14	30	31	6	1.84223475877096	3.90559880060937	2.9144930497841	0.859575994307043	24.23	DOWN_pEhEx_UP_EhMyb10
EHI_110220A	0.522597296141988	0.166600712708697	0.873275338004711	0.415272651532502	0.757692008424167	-5.57491096723674	7	14	11	5	0.921117379385478	1.82261277361771	1.0341749531492	0.716313328589202	24.23	DOWN_pEhEx_UP_EhMyb10
EHI_134790A	0.345985381253907	1.39926070893675	0.870756576316166	0.41654493537915	0.757692008424167	-5.88647686880941	24	21	29	13	3.15811672932164	2.73391916042656	2.72646124012061	1.86241465433193	24.23	DOWN_pEhEx_UP_EhMyb10
EHI_148760A	-0.424995497728342	1.64229892584002	-0.871022021801051	0.416410716529625	0.757692008424167	-5.92201656972077	31	13	39	24	4.07923410870712	1.69242614693073	3.66662028843806	3.43830397722817	24.23	UP_pEhEx_DOWN_EhMyb10
EHI_152510A	0.538507042390522	2.10683498768234	0.871694668743544	0.416070745663059	0.757692008424167	-5.98888894028188	24	66	55	16	3.15811672932164	8.59231736134062	5.17087476574598	2.29220265148545	24.23	DOWN_pEhEx_UP_EhMyb10
EHI_160710A	-0.287421694337252	3.8053920273748	-0.87175639456096	0.416039558378271	0.757692008424167	-6.12996224739317	102	91	199	88	13.421996099617	11.8469830285151	18.7091650615173	12.60711458317	24.23	UP_pEhEx_DOWN_EhMyb10
EHI_160990A	0.239538412414531	11.1724808940354	0.871442216460229	0.416198316542983	0.757692008424167	-6.20167587433572	20124	18261	24564	13624	2648.0808775362	2377.33798993093	2309.40668628699	1951.81055773986	24.23	DOWN_pEhEx_UP_EhMyb10
EHI_163620A	0.472346612557149	1.67462661459927	0.87356847495705	0.415124769209951	0.757692008424167	-5.92671579593957	45	18	34	15	5.92146886747808	2.34335928036562	3.19654076427933	2.14893998576761	24.23	DOWN_pEhEx_UP_EhMyb10
EHI_168190A	0.252527238553314	3.81516982314655	0.872341836263988	0.415743847298857	0.757692008424167	-6.13119817027291	110	124	129	95	14.4747016760575	16.1431417091854	12.1280517232951	13.6099532431948	24.23	DOWN_pEhEx_UP_EhMyb10
EHI_009450A	-0.337970553668255	2.16119128730799	-0.868923282045345	0.41747279209862	0.758615665068259	-5.9956337689459	23	39	57	32	3.02652853226657	5.07727844079218	5.35890657540947	4.58440530297089	24.14	UP_pEhEx_DOWN_EhMyb10
EHI_097180A	-0.255200021868775	3.53902285871196	-0.868042962798426	0.417918878733006	0.758615665068259	-6.12047696314056	86	76	141	84	11.3165849467359	9.89418362821041	13.2562425812761	12.0340639202986	24.14	UP_pEhEx_DOWN_EhMyb10
EHI_137000A	-0.316722556829672	4.43078182994616	-0.868282707490497	0.417797357239746	0.758615665068259	-6.14826480379167	190	114	289	148	25.001757440463	14.8412754423156	27.1705964963743	21.2028745262404	24.14	UP_pEhEx_DOWN_EhMyb10
EHI_158060A	-0.426158223320046	1.58992424057209	-0.868700794813303	0.417585500325303	0.758615665068259	-5.91562214334382	26	14	28	32	3.42129312343178	1.82261277361771	2.63244533528886	4.58440530297089	24.14	UP_pEhEx_DOWN_EhMyb10
EHI_163240A	0.281956405895812	9.65017018546493	0.86897201002128	0.417448110350843	0.758615665068259	-6.17758629802238	8211	5586	8517	4623	1080.47068601917	727.222496673465	800.733461451973	662.303303613576	24.14	DOWN_pEhEx_UP_EhMyb10
EHI_182520A	0.250897223571621	6.0832508654474	0.867838356097081	0.418022610242173	0.758615665068259	-6.13433182923815	605	527	649	441	79.6108592183163	68.608352264038	61.0163222358026	63.1788355815676	24.14	DOWN_pEhEx_UP_EhMyb10
EHI_022130A	-0.360577036535545	6.24895835790001	-0.866151295117061	0.4188786436586	0.758995163972899	-6.1323025242423	354	742	865	636	46.5822217574942	96.5984770017385	81.3237576794595	91.1150553965465	24.1	UP_pEhEx_DOWN_EhMyb10
EHI_100260A	0.353611622377606	1.15595371395591	0.866629014013486	0.418636112157157	0.758995163972899	-5.84647359163294	20	18	24	11	2.63176394110137	2.34335928036562	2.25638171596188	1.57588932289624	24.1	DOWN_pEhEx_UP_EhMyb10
EHI_147580A	-0.485019370025278	0.143247977817006	-0.866371662291487	0.41876675326543	0.758995163972899	-5.56404812670368	6	7	11	11	0.78952918233041	0.911306386808854	1.0341749531492	1.57588932289624	24.1	UP_pEhEx_DOWN_EhMyb10
EHI_152170A	0.278189289887248	2.74145362756888	0.866732299056876	0.418583689394621	0.758995163972899	-6.06383500272215	58	54	72	37	7.63211542919396	7.03007784109687	6.76914514788565	5.3007186315601	24.1	DOWN_pEhEx_UP_EhMyb10
EHI_069080A	-0.369705844335952	2.53552723518548	-0.865709522441911	0.419103018304836	0.759108631765572	-6.04269861510228	55	27	75	42	7.23735083802876	3.51503892054844	7.05119286238088	6.0170319601493	24.09	UP_pEhEx_DOWN_EhMyb10
EHI_081920A	-0.429379649620097	0.487690256369407	-0.864357714225247	0.419790148988714	0.75991249393473	-5.66626060286521	7	11	18	10	0.921117379385478	1.43205289355677	1.69228628697141	1.4326266571784	24.01	UP_pEhEx_DOWN_EhMyb10
EHI_188850A	0.362569292827099	4.32763568088606	0.864199392739942	0.419870679048104	0.75991249393473	-6.15140528283897	123	245	224	103	16.1853482377734	31.8957235383099	21.0595626823109	14.7560545689376	24.01	DOWN_pEhEx_UP_EhMyb10
EHI_103270A	-0.35704494942683	5.58073296637016	-0.863501084469263	0.420226009131866	0.760014424955261	-6.14887461503112	459	227	523	415	60.3989824482764	29.5523642579443	49.1703182270027	59.4540062729038	24	UP_pEhEx_DOWN_EhMyb10
EHI_187150A	0.226147328534085	11.4887791764097	0.863452201483688	0.420250891276135	0.760014424955261	-6.21478379519895	23464	24024	27427	19120	3087.58545570012	3127.60351952799	2578.57422182027	2739.18216852511	24	DOWN_pEhEx_UP_EhMyb10
EHI_047810A	0.277426578094675	6.8425538274229	0.862992550212198	0.420484913661006	0.760144722577466	-6.12361892734509	918	1013	1316	613	120.797964896553	131.87905283391	123.724930758577	87.8200140850362	23.99	DOWN_pEhEx_UP_EhMyb10
EHI_011370A	-0.315189458653925	3.17134794073101	-0.861639414870722	0.421174394774849	0.76038247088059	-6.10197242335706	76	49	92	81	10.0007029761852	6.37914470766198	8.64946324452055	11.6042759231451	23.96	UP_pEhEx_DOWN_EhMyb10
EHI_031360A	-0.346911333423134	4.33480227466544	-0.860207453799823	0.421904949735184	0.76038247088059	-6.1541250552997	114	163	329	116	15.0010544642778	21.2204201499776	30.9312326896441	16.6184692232695	23.96	UP_pEhEx_DOWN_EhMyb10
EHI_067940A	-0.308410840552285	4.8319706146987	-0.862125533223343	0.420926600365559	0.76038247088059	-6.15693530935469	228	167	269	276	30.0021089285556	21.7411666567255	25.2902783997394	39.540495738124	23.96	UP_pEhEx_DOWN_EhMyb10
EHI_100310A	-0.352062928619437	1.53428727634447	-0.861463801210263	0.421263938720091	0.76038247088059	-5.91460670683828	15	24	31	25	1.97382295582602	3.1244790404875	2.9144930497841	3.58156664294601	23.96	UP_pEhEx_DOWN_EhMyb10
EHI_140210A	0.528705902317232	0.0406928570717389	0.860308753232546	0.421853238285191	0.76038247088059	-5.54825877642866	12	7	11	4	1.57905836466082	0.911306386808854	1.0341749531492	0.573050662871362	23.96	DOWN_pEhEx_UP_EhMyb10
EHI_155360A	0.491656074805742	0.650878920066426	0.860192417119172	0.421912626075657	0.76038247088059	-5.72839066688596	16	13	21	5	2.10541115288109	1.69242614693073	1.97433400146665	0.716313328589202	23.96	DOWN_pEhEx_UP_EhMyb10
EHI_178570A	0.240751462131972	4.71060616922562	0.861061120050607	0.421469315555185	0.76038247088059	-6.15822725328648	212	222	245	175	27.8966977756745	28.9014311245094	23.0338966837776	25.0709665006221	23.96	DOWN_pEhEx_UP_EhMyb10
EHI_183040A	-0.422586758007035	1.2008229415269	-0.860250056887908	0.4218832010924	0.76038247088059	-5.85251418044071	16	13	20	26	2.10541115288109	1.69242614693073	1.8803180966349	3.72482930866385	23.96	UP_pEhEx_DOWN_EhMyb10
EHI_199970A	-0.276296281213814	8.81403436657228	-0.859787696759921	0.422119277622243	0.76046286751677	-6.1686088984396	3793	2572	5040	3615	499.114031429874	334.84000383891	473.840160351995	517.894536569993	23.95	UP_pEhEx_DOWN_EhMyb10
EHI_067920A	0.424694518087478	0.465221523370451	0.859407532303857	0.422313458830166	0.760520745314647	-5.67744974527284	12	12	15	6	1.57905836466082	1.56223952024375	1.41023857247618	0.859575994307043	23.95	DOWN_pEhEx_UP_EhMyb10
EHI_000010A	0.646800184888697	-0.285803780682846	0.856496196623567	0.423802700369722	0.760558205720051	-5.45629658474592	6	10	11	2	0.78952918233041	1.30186626686979	1.0341749531492	0.286525331435681	23.94	DOWN_pEhEx_UP_EhMyb10
EHI_000660A	0.428635410610376	1.30335199892137	0.856403379653485	0.423850242754113	0.760558205720051	-5.88019973374342	23	21	33	9	3.02652853226657	2.73391916042656	3.10252485944759	1.28936399146056	23.94	DOWN_pEhEx_UP_EhMyb10
EHI_014050A	0.366945432590918	0.731705327115392	0.856893360321611	0.423599310902889	0.760558205720051	-5.75759587382043	14	14	16	9	1.84223475877096	1.82261277361771	1.50425447730792	1.28936399146056	23.94	DOWN_pEhEx_UP_EhMyb10
EHI_021350A	0.336786779519743	1.17099702427595	0.856199117449604	0.423954883052131	0.760558205720051	-5.85875270495271	20	18	23	12	2.63176394110137	2.34335928036562	2.16236581113014	1.71915198861409	23.94	DOWN_pEhEx_UP_EhMyb10
EHI_024430A	0.379113870891103	0.643879403668388	0.858768185365272	0.422640174330915	0.760558205720051	-5.73211678599403	13	13	13	10	1.71064656171589	1.69242614693073	1.22220676281269	1.4326266571784	23.94	DOWN_pEhEx_UP_EhMyb10
EHI_041465A	0.384369706240014	5.21247731930734	0.856603459009387	0.423747763694331	0.760558205720051	-6.16056052502272	221	472	426	183	29.0809915491701	61.4480877962541	40.0507754583234	26.2170678263648	23.94	DOWN_pEhEx_UP_EhMyb10
EHI_042870A	0.257752986686981	5.11839058632124	0.857908886289853	0.423079581954773	0.760558205720051	-6.1603291626022	268	313	381	196	35.2656368107583	40.7484141530245	35.8200597408949	28.0794824806967	23.94	DOWN_pEhEx_UP_EhMyb10
EHI_064320A	0.457370287143371	0.135444049080261	0.85649898180708	0.42380127381341	0.760558205720051	-5.58044327353845	10	9	11	5	1.31588197055068	1.17167964018281	1.0341749531492	0.716313328589202	23.94	DOWN_pEhEx_UP_EhMyb10
EHI_126090A	-0.269658931326311	4.24698477072028	-0.858324503021341	0.422867011886615	0.760558205720051	-6.15465722365619	121	143	189	170	15.9221718436633	18.616687616238	17.7690060131998	24.3546531720329	23.94	UP_pEhEx_DOWN_EhMyb10
EHI_165220A	-0.297809027161833	1.79644400240392	-0.857146345043779	0.423469793665815	0.760558205720051	-5.95746188550719	25	22	41	26	3.28970492637671	2.86410578711354	3.85465209810155	3.72482930866385	23.94	UP_pEhEx_DOWN_EhMyb10
EHI_054260A	0.253178679721982	6.73907194196799	0.855855753350324	0.424130825891491	0.760583097404955	-6.13081566711621	823	964	987	719	108.297086176321	125.499908126248	92.7936980689324	103.005856651127	23.94	DOWN_pEhEx_UP_EhMyb10
EHI_130980A	0.390527867888324	0.878936152172166	0.854402141573187	0.424876264676242	0.761338033648569	-5.79644671267097	17	15	21	8	2.23699934993616	1.95279940030469	1.97433400146665	1.14610132574272	23.87	DOWN_pEhEx_UP_EhMyb10
EHI_146930A	0.342968079875193	0.975294749156767	0.85441056801888	0.424871940666012	0.761338033648569	-5.82032938106816	17	16	19	11	2.23699934993616	2.08298602699167	1.78630219180316	1.57588932289624	23.87	DOWN_pEhEx_UP_EhMyb10
EHI_000560A	0.288289144364185	2.71917576253317	0.846132194030289	0.429135563037699	0.761348588102518	-6.0795714971618	66	46	63	41	8.68482100563451	5.98858482760104	5.92300200439994	5.87376929443146	23.87	DOWN_pEhEx_UP_EhMyb10
EHI_004870A	-0.402602942800725	0.94289516774062	-0.848390272697001	0.427969485312174	0.761348588102518	-5.80630480925161	13	12	30	11	1.71064656171589	1.56223952024375	2.82047714495235	1.57588932289624	23.87	UP_pEhEx_DOWN_EhMyb10
EHI_023220A	-0.801155366927367	5.5094924740888	-0.851847530746556	0.426188648618557	0.761348588102518	-6.15855194494919	754	92	497	537	99.2175005795215	11.9771696552021	46.7259047013773	76.9320514904803	23.87	UP_pEhEx_DOWN_EhMyb10
