CDC5_1	CDC5_2	pEhEx_1	pEhEx_2
EHI_003940A	989.525707378736	1241.50650975021	1204.21115410459	1370.35771031829
EHI_003950A	2.93954907502038	2.14299167390715	2.25367028216705	1.28954615149149
EHI_004170A	76.7957195849075	67.5756707838722	106.767629617664	166.924585165287
EHI_004190A	6.61398541879586	5.85751057534622	4.22563177906321	3.5820726430319
EHI_004200A	10435.031772688	8718.83305834705	5777.28376833522	8288.34296435294
EHI_004230A	24.2512798689182	38.8595823535164	60.0978741911212	77.802617806653
EHI_004350A	0.918609085943869	6.42897502172146	7.60613720231378	10.4596521176532
EHI_004370A	48.5025597378363	26.2873645332611	30.8940634513733	36.6804238646467
EHI_004380A	64.4863578332596	50.1460051694274	62.163738616441	61.75493236587
EHI_004400A	18.5559035360662	17.4296656144448	21.8793823227051	32.5252195987297
EHI_004430A	8.26748177349483	0	7.41833134546653	8.74025724899785
EHI_004440A	0	23.2871761897911	17.6537505436419	13.8984418549638
EHI_004470A	1.83721817188774	1.85725945071953	1.69025271162528	0.716414528606381
EHI_004490A	52.5444397159893	36.7165906796092	38.3123947968398	76.6563545608827
EHI_004510A	0.918609085943869	1.14292889275048	1.12683514108352	0.286565811442552
EHI_004530A	20.2093998907651	22.7157117434158	10.2354191981753	9.0268230604404
EHI_004550A	434.318375834261	312.019587720881	240.203690907638	507.221486253318
EHI_004560A	1.65349635469896	0.42859833478143	1.59634978320166	1.86267777437659
EHI_004570A	11.9419181172703	13.8580128245996	16.0574007604402	12.465612797751
EHI_004580A	2.93954907502038	2.42872389709477	2.34757321059067	3.43878973731063
EHI_004590A	4.40932361253057	3.28592056665763	4.50734056433409	4.44177007735956
EHI_004600A	53.4630488019332	71.7187880200927	84.9821502233823	123.796430543183
EHI_004610A	7.34887268755096	10.2863600347543	12.9586041224605	15.044705100734
EHI_004640A	16.9024071813672	19.572657288352	17.9354593289127	13.1820273263574
EHI_004750A	38.214137975265	44.0027623708935	44.4160851443755	43.1281546221041
EHI_004760A	79.9189904771167	63.2896874360579	69.206458248213	83.9637827526678
EHI_004770A	44.2769579424945	43.7170301477059	39.0636182242288	36.1072922417616
EHI_004780A	23.7001144173518	27.7160256491992	28.452587312359	21.6357187639127
EHI_004790A	453.058001187516	600.037668694002	593.93602227944	692.916132068092
EHI_004800A	15.432632643857	16.572468944882	15.4939831898984	9.0268230604404
EHI_004810A	87.0841413474788	124.436383198209	101.509065625941	102.303994684991
EHI_004820A	29.7629343845814	25.7159000868858	24.9781789606848	28.9431469556978
EHI_004830A	22.4140616970304	21.2870506274777	19.9074208258089	22.4954161982404
EHI_004840A	94.249292217841	99.5776797808857	137.379984283766	214.064661147587
EHI_004850A	2.38838362345406	1.28579500434429	1.87805856847254	0.859697434327657
EHI_004860A	36.7443634377548	26.7159628680425	66.5771762523515	61.75493236587
EHI_004870A	1.65349635469896	1.71439333912572	2.81708785270881	1.57611196293404
EHI_004880A	27.7419943955049	25.0015695289168	44.5099880727992	71.068321237753
EHI_004900A	6.24654178441831	4.57171557100192	3.75611713694508	6.0178820402936
EHI_004930A	10.1046999453826	9.14343114200385	9.7659045560572	11.0327837405383
EHI_004940A	13.779136289158	13.4294144898182	15.4000802614748	16.620817063668
EHI_004960A	24.9861671376732	23.0014439666034	21.5037706090106	19.3431922723723
EHI_004970A	82.1236522833819	52.8604612897097	59.910068334274	35.2475948074339
EHI_004980A	1.65349635469896	1.4286611159381	2.15976735374342	2.00596068009787
EHI_004990A	5.69537633285199	5.28604612897098	5.25856399172311	8.45369143755529
EHI_005000A	2.57210544064283	1.85725945071953	3.4744083516742	5.44475041740849
EHI_005010A	6.98142905317341	9.42916336519147	18.5927798278781	27.2237520870425
EHI_005020A	68.8956814457902	67.5756707838722	147.427597625094	230.542195305533
EHI_005030A	0.183721817188774	0.857196669562861	1.4085439263544	3.43878973731063
EHI_005040A	1.46977453751019	1.4286611159381	1.4085439263544	2.57909230298297
EHI_005060A	54.5653797050658	45.8600218216131	68.455234820824	114.769607482742
EHI_005070A	6.06281996722954	6.85757335650289	16.3391095457111	22.0655674810765
EHI_005080A	4.40932361253057	8.57196669562861	7.79394305916103	8.31040853183402
EHI_005100A	5.69537633285199	4.57171557100192	10.1415162697517	12.3223298920297
EHI_005120A	2.02093998907651	1.71439333912572	1.31464099793078	1.28954615149149
EHI_005130A	13.0442490204029	14.4294772709748	13.334215836155	12.465612797751
EHI_005140A	52.7281615331781	59.8609007578064	33.3355395903876	58.3161426285594
EHI_005150A	136.137866536881	182.011426170514	256.918412167043	250.458519200791
EHI_005260A	2.02093998907651	1.85725945071953	0.657320498965388	1.00298034004893
EHI_005460A	508.358268161337	396.739191896011	311.757722366441	342.589427579571
EHI_005657A	1.65349635469896	2.57159000868858	1.12683514108352	2.00596068009787
EHI_005860A	3.85815816096425	3.00018834347001	3.75611713694508	3.86863845447446
EHI_005870A	38.9490252440201	44.1456284824873	35.5892098725546	45.9938127365296
EHI_005890A	2539.40295718323	2663.4529184434	1821.24729677624	1762.95287199458
EHI_005900A	4.40932361253057	2.71445612028239	4.69514642118135	4.87161879452339
EHI_005910A	40.4187997815303	59.0037040882436	49.3929403508278	37.2535554875318
EHI_005940A	7.34887268755096	12.8579500434429	12.8647011940369	5.44475041740849
EHI_005950A	17.2698508157447	21.0013184042901	29.1099078113243	36.9669896760892
EHI_005960A	2.93954907502038	2.71445612028239	3.38050542325057	7.45071109750636
EHI_005970A	2139.62428298046	1655.53250114907	1191.72206462425	1113.73802617148
EHI_006010A	19.2907908048213	17.8582639492263	19.1561973984199	17.7670803094382
EHI_006020A	1.46977453751019	1.4286611159381	1.59634978320166	0.429848717163828
EHI_006030A	6.43026360160709	9.14343114200385	11.2683514108352	8.74025724899785
EHI_006040A	6.06281996722954	1.71439333912572	3.09879663797969	1.71939486865531
EHI_006050A	34.907145265867	25.1444356405106	24.7903731038375	22.4954161982404
EHI_006060A	2.75582725783161	2.28585778550096	3.09879663797969	4.15520426591701
EHI_006070A	240.308136882916	247.872703615261	244.804934400395	271.234540530376
EHI_006130A	3.12327089220916	4.42884945940811	4.78904934960497	4.72833588880211
EHI_006150A	9.00236904224992	7.85763613765956	4.8829522780286	3.72535554875318
EHI_006160A	11.0233090313264	5.14318001737716	15.4000802614748	11.7491982691446
EHI_006170A	11.0233090313264	11.7150211506924	23.4757321059067	47.9997734166275
EHI_006190A	13.9628581063468	17.5725317260386	13.334215836155	13.1820273263574
EHI_006200A	10.8395872141377	9.42916336519147	5.63417570541761	0
EHI_006550A	9.55353449381624	10.7149583695358	9.7659045560572	8.45369143755529
EHI_006670A	331.434158208548	251.872954739887	251.847654032167	207.043798767244
EHI_006680A	4.04187997815303	6.00037668694003	7.51223427389015	8.59697434327657
EHI_006690A	0.367443634377548	0.857196669562861	1.12683514108352	1.14626324577021
EHI_006700A	2.02093998907651	2.42872389709477	3.8500200653687	3.5820726430319
EHI_006710A	2.02093998907651	1.57152722753191	2.62928199586155	2.57909230298297
EHI_006720A	4.59304542971935	4.57171557100192	4.31953470748684	4.87161879452339
EHI_006730A	11.0233090313264	11.5721550390986	7.60613720231378	5.58803332312977
EHI_006740A	2.57210544064283	1.71439333912572	1.69025271162528	0.859697434327657
EHI_006760A	1.46977453751019	2.28585778550096	1.4085439263544	0.716414528606381
EHI_006810A	36.0094761689997	33.0020717781701	65.6381469681152	85.8264605270444
EHI_006830A	22.2303398798416	19.2869250651644	18.3110710426072	11.3193495519808
EHI_006840A	33.8048143627344	23.8586406361663	48.9234257087096	84.8234801869955
EHI_006850A	4.04187997815303	4.42884945940811	5.72807863384124	15.044705100734
EHI_006860A	1097.37041406855	2057.41487306246	1771.57264764015	2020.00240485855
EHI_006880A	6.61398541879586	7.0004394680967	9.95371041290445	9.17010596616167
EHI_006885A	17.4535726329335	14.8580756057563	9.85980748448083	0.573131622885105
EHI_006900A	21.8628962454641	21.0013184042901	33.2416366619639	43.9878520564318
EHI_006920A	3.85815816096425	5.00031390578335	4.41343763591046	3.43878973731063
EHI_006930A	19.6582344391988	16.8582011680696	16.5269154025583	13.8984418549638
EHI_006940A	9.55353449381624	9.71489558837909	19.1561973984199	26.6506204641574
EHI_006960A	0.551165451566322	0.571464446375241	2.34757321059067	3.15222392586808
EHI_006970A	0.551165451566322	0.28573222318762	1.4085439263544	1.86267777437659
EHI_006980A	375.159950699476	635.039866034486	676.852308077503	937.643335040031
EHI_007000A	14.1465799235356	28.1446239839806	24.6025672469903	21.779001669634
EHI_007020A	3.30699270939793	3.28592056665763	3.00489370955606	2.29252649154042
EHI_007030A	6.43026360160709	10.2863600347543	13.1464099793078	11.8924811748659
EHI_007140A	2.57210544064283	3.42878667825144	4.22563177906321	5.87459913457232
EHI_007150A	20.2093998907651	25.4301678636982	21.1281588953161	21.3491529524701
EHI_007260A	0.367443634377548	0.571464446375241	1.69025271162528	3.5820726430319
EHI_007270A	2.20466180626529	1.4286611159381	2.72318492428518	1.71939486865531
EHI_007310A	6.98142905317341	7.14330557969051	6.291496204383	7.59399400322764
EHI_007320A	2.20466180626529	3.28592056665763	3.56831128009782	7.88055981467019
EHI_007330A	144.956513761943	208.441656815369	204.896189820354	253.467460220938
EHI_007340A	1.28605272032142	0.28573222318762	1.50244685477803	2.14924358581914
EHI_007350A	931.469613147084	922.629348672826	692.252388338978	712.689173057628
EHI_007360A	29.7629343845814	27.7160256491992	26.0111111733447	20.4894555181425
EHI_007460A	8.26748177349483	10.4292261463481	16.7147212594056	13.4685931378
EHI_007480A	24.8024453204845	27.2874273144177	22.6306057500941	25.3610743126659
EHI_007490A	2.20466180626529	2.8573222318762	2.53537906743793	4.01192136019573
EHI_007500A	20.7605653423315	19.0011928419767	18.5927798278781	14.4715734778489
EHI_007510A	7579.44356812287	6512.40883089224	3494.50357835685	2238.07898736633
EHI_007620A	1878.37185893802	1522.52415125523	832.825072189147	537.740745171949
EHI_007630A	18.9233471704437	22.8585778550096	17.6537505436419	6.87757947462126
EHI_007640A	3.85815816096425	6.42897502172146	1.4085439263544	5.01490170024467
EHI_007770A	86.5329758959125	117.007345395331	96.907822133183	64.6205904802955
EHI_007920A	8.4512035906836	6.71470724490908	7.79394305916103	6.44773075745743
EHI_007930A	8.81864722506115	8.4291005840348	18.874488613149	26.6506204641574
EHI_007940A	25.5373325892396	35.5736617868587	83.0101887264862	90.8413622272891
EHI_007950A	1.65349635469896	1.28579500434429	1.22073806950715	0.859697434327657
EHI_007970A	4.2256017953418	3.57165278984525	4.03782592221596	4.87161879452339
EHI_007980A	3.12327089220916	2.28585778550096	1.22073806950715	4.58505298308084
EHI_007990A	11.0233090313264	8.57196669562861	8.63906941497368	7.73727690894891
EHI_008000A	1.65349635469896	1.57152722753191	1.50244685477803	1.00298034004893
EHI_008010A	2491.63528471415	2130.84805442168	1763.21528701044	1543.01361171242
EHI_008020A	2.20466180626529	2.8573222318762	0.845126355812642	2.00596068009787
EHI_008030A	13.9628581063468	11.8578872622862	13.1464099793078	14.0417247606851
EHI_008040A	2.93954907502038	3.85738501303287	4.97685520645223	7.30742819178508
EHI_008080A	3.4907145265867	1.4286611159381	1.78415564004891	2.29252649154042
EHI_008090A	32.7024834596018	35.2879295636711	49.4868432792514	49.4326024738403
EHI_008100A	2.20466180626529	2.00012556231334	2.34757321059067	1.86267777437659
EHI_008110A	0.918609085943869	1.14292889275048	1.59634978320166	2.29252649154042
EHI_008120A	11.5744744828928	8.71483280722242	12.1134777666479	9.5999546833255
EHI_008130A	15.6163544610458	8.14336836084718	6.00978741911212	1.14626324577021
EHI_008150A	4.04187997815303	3.85738501303287	3.94392299379233	3.43878973731063
EHI_008200A	27.0071071267498	27.858891760793	42.9136382895975	51.1519973424956
EHI_008210A	241.410467786049	241.015130258758	284.338067266742	269.228579850278
EHI_008220A	2.38838362345406	4.14311723622049	4.8829522780286	3.0089410201468
EHI_008230A	17.2698508157447	14.8580756057563	27.1379463144282	25.0745085012233
EHI_008240A	3.30699270939793	3.14305445506382	3.28660249482694	3.29550683158935
EHI_008370A	3.30699270939793	3.42878667825144	4.03782592221596	2.72237520870425
EHI_008380A	20.0256780735764	18.4297283956015	20.9403530384688	32.2386537872871
EHI_008390A	10.4721435797601	20.5727200695087	14.5549539056622	13.8984418549638
EHI_008420A	39.8676343299639	27.1445612028239	21.9732852511287	8.31040853183402
EHI_008450A	17.2698508157447	28.573222318762	22.5367028216705	26.2207717469935
EHI_008470A	11.9419181172703	22.0013811854468	32.5843161629985	48.5729050395126
EHI_008600A	2.57210544064283	4.42884945940811	3.09879663797969	4.01192136019573
EHI_008610A	6.79770723598463	3.71451890143906	2.91099078113243	1.71939486865531
EHI_008620A	2331.42986012554	2267.42805710536	1862.28287649737	2304.84882143245
EHI_008630A	33.6210925455456	44.5742268172688	16.3391095457111	35.3908777131552
EHI_008650A	5332.89318753854	4252.98127603613	3608.87734517683	5269.22885789993
EHI_008660A	11.2070308485152	8.85769891881623	9.85980748448083	11.6059153634234
EHI_008680A	1.10233090313264	1.14292889275048	1.12683514108352	0.573131622885105
EHI_008690A	1.28605272032142	1.28579500434429	1.0329322126599	0.716414528606381
EHI_008710A	5.87909815004076	12.0007533738801	12.0195748382242	9.31338887188295
EHI_008720A	1.65349635469896	1.71439333912572	1.78415564004891	1.57611196293404
EHI_008730A	28.6606034814487	52.4318629549283	54.4636984857036	46.4236614536935
EHI_008740A	2.02093998907651	2.00012556231334	1.87805856847254	2.14924358581914
EHI_008750A	0.734887268755096	2.00012556231334	1.4085439263544	1.00298034004893
EHI_008760A	1.28605272032142	1.28579500434429	1.87805856847254	0.716414528606381
EHI_008770A	63.9351923816933	64.4326163288084	66.5771762523515	49.5758853795616
EHI_008780A	2.02093998907651	2.14299167390715	1.4085439263544	0.859697434327657
EHI_008790A	10.8395872141377	10.1434939231605	11.6439631245297	8.31040853183402
EHI_009020A	2.38838362345406	1.85725945071953	1.59634978320166	1.14626324577021
EHI_009030A	11.7581963000815	9.71489558837909	11.5500601961061	8.88354015471912
EHI_009240A	14.1465799235356	12.1436194854739	20.8464501100452	29.6595614843042
EHI_009260A	62.8328614785607	83.8624075055666	100.945648055399	94.423434870321
EHI_009370A	3.67443634377548	3.71451890143906	3.56831128009782	1.14626324577021
EHI_009380A	33.9885361799232	32.7163395549825	39.5331328663469	50.0057340967254
EHI_009390A	2.38838362345406	2.28585778550096	1.97196149689616	1.43282905721276
EHI_009405A	60.9956433066729	46.5743523795821	44.8855997864937	76.5130716551615
EHI_009410A	10.6558653969489	8.85769891881623	9.95371041290445	10.3163692119319
EHI_009440A	2.20466180626529	1.28579500434429	1.50244685477803	0.716414528606381
EHI_009450A	6.06281996722954	4.00025112462668	5.35246692014673	4.58505298308084
EHI_009460A	1.83721817188774	2.00012556231334	1.12683514108352	1.71939486865531
EHI_009470A	162.410086394876	109.292575369265	86.0150824360422	104.883086987974
EHI_009490A	0	4.42884945940811	16.3391095457111	17.7670803094382
EHI_009500A	271.17340217063	276.588792045616	197.102246761193	65.1937221031807
EHI_009510A	5.69537633285199	5.14318001737716	6.10369034753575	5.15818460596594
EHI_009520A	2.57210544064283	2.14299167390715	2.15976735374342	1.14626324577021
EHI_009530A	1107.10767037955	1803.39892664867	1550.05563948881	1935.60877338872
EHI_009540A	13.779136289158	17.4296656144448	11.3622543392589	10.3163692119319
EHI_009560A	4.04187997815303	3.57165278984525	6.10369034753575	4.87161879452339
EHI_009570A	12.3093617516479	19.4297911767582	9.10858405709181	16.620817063668
EHI_009590A	2.75582725783161	9.28629725359766	4.22563177906321	6.30444785173615
EHI_009610A	21.6791744282753	22.0013811854468	24.414761390143	12.3223298920297
EHI_009620A	35.0908670830558	17.5725317260386	37.1855596557563	36.5371409589254
EHI_009630A	2.20466180626529	2.8573222318762	2.25367028216705	1.43282905721276
EHI_009640A	5.69537633285199	5.85751057534622	7.13662256019565	10.889500834817
EHI_009680A	3870.4675227159	3301.06437448658	2678.67493621238	3023.41259362465
EHI_009690A	4.77676724690812	3.57165278984525	2.91099078113243	2.57909230298297
EHI_009700A	10.2884217625713	11.7150211506924	9.39029284236269	6.16116494601487
EHI_009800A	2.93954907502038	4.57171557100192	7.23052548861927	4.87161879452339
EHI_009810A	76.6119977677187	40.5739756926421	123.670156733917	137.265023680983
EHI_009840A	7.16515087036218	4.57171557100192	2.91099078113243	6.16116494601487
EHI_009850A	1.10233090313264	0.42859833478143	1.0329322126599	0.573131622885105
EHI_009860A	12.6768053860254	16.2867367216944	12.7707982656133	13.6118760435212
EHI_009870A	1425.13013593332	1159.07276336058	977.905096603651	1015.58923575241
EHI_009880A	2.02093998907651	2.00012556231334	1.50244685477803	1.00298034004893
EHI_009900A	5.51165451566322	6.00037668694003	5.35246692014673	1.43282905721276
EHI_009940A	3.67443634377548	4.14311723622049	6.76101084650114	20.9193042353063
EHI_009950A	1.10233090313264	1.00006278115667	2.34757321059067	2.57909230298297
EHI_009990A	3.4907145265867	6.14324279853384	6.10369034753575	5.15818460596594
EHI_010010A	10.6558653969489	15.2866739405377	14.3671480488149	13.3253102320787
EHI_010020A	17.6372944501223	18.2868622840077	57.2807863384124	181.109592831693
EHI_010030A	26.823385309561	9.00056503041004	66.1076616102334	110.327837405383
EHI_010040A	0.918609085943869	1.57152722753191	1.0329322126599	0.716414528606381
EHI_010050A	2.20466180626529	1.57152722753191	1.22073806950715	1.28954615149149
EHI_010060A	98.4748940131828	78.4334952650018	62.91496204383	65.4802879146232
EHI_010070A	68.8956814457902	60.2894990925879	65.5442440396916	63.0444785173615
EHI_010100A	4.59304542971935	3.14305445506382	2.25367028216705	3.5820726430319
EHI_010255A	2.57210544064283	3.71451890143906	4.50734056433409	2.14924358581914
EHI_010260A	3.30699270939793	0.571464446375241	2.34757321059067	2.00596068009787
EHI_010290A	27.3745507611273	19.2869250651644	17.8415564004891	16.3342512522255
EHI_010300A	4.04187997815303	8.57196669562861	7.41833134546653	8.45369143755529
EHI_010320A	1.83721817188774	1.14292889275048	2.34757321059067	1.14626324577021
EHI_010340A	21.8628962454641	20.8584522926963	22.6306057500941	23.0685478211255
EHI_010350A	8.63492540787237	5.71464446375241	11.1744484824116	6.16116494601487
EHI_010360A	1.83721817188774	2.14299167390715	1.87805856847254	1.28954615149149
EHI_010510A	53.646770619122	79.1478258229708	65.2625352544207	63.4743272345253
EHI_010520A	1.28605272032142	2.00012556231334	2.4414761390143	1.86267777437659
EHI_010530A	55.3002669738209	60.1466329809941	73.4320900272762	72.7877161064083
EHI_010540A	0.734887268755096	1.28579500434429	2.34757321059067	3.43878973731063
EHI_010560A	4.96048906409689	4.42884945940811	7.70004013073741	10.4596521176532
EHI_010570A	168.105462727728	142.86611159381	157.850822680117	184.691665474725
EHI_010590A	0.918609085943869	1.4286611159381	1.12683514108352	0.429848717163828
EHI_010600A	2.93954907502038	3.00018834347001	3.56831128009782	1.43282905721276
EHI_010620A	9.36981267662747	10.572092257942	13.8976334066968	13.4685931378
EHI_010650A	631.635607495005	684.757272869132	748.688048321577	923.171761562182
EHI_010660A	2.02093998907651	2.00012556231334	2.53537906743793	1.28954615149149
EHI_010670A	1.46977453751019	1.85725945071953	1.87805856847254	1.14626324577021
EHI_010690A	1.83721817188774	1.14292889275048	1.0329322126599	0.429848717163828
EHI_010700A	5.87909815004076	4.2859833478143	5.07075813487585	5.15818460596594
EHI_010710A	66.8747414567137	53.1461935128974	68.3613318924004	75.7966571265551
EHI_010720A	7.16515087036218	8.28623447244099	10.6110309118698	7.73727690894891
EHI_010730A	19.1070689876325	16.1438706101005	14.6488568340858	13.3253102320787
EHI_010750A	1.10233090313264	1.14292889275048	1.59634978320166	0.859697434327657
EHI_010850A	137.056475622825	86.7197297374427	78.6906540189994	115.915870728512
EHI_010950A	1.28605272032142	0.714330557969051	1.59634978320166	2.00596068009787
EHI_011190A	1.28605272032142	0.571464446375241	1.0329322126599	0.859697434327657
EHI_011210A	9459.10147978121	32972.0698947354	27030.3335584547	21426.3824386539
EHI_011220A	2.75582725783161	4.42884945940811	4.60124349275772	1.71939486865531
EHI_011370A	8.63492540787237	6.28610891012765	8.63906941497368	11.6059153634234
EHI_011390A	9.18609085943869	16.2867367216944	18.7805856847254	21.3491529524701
EHI_011400A	6.98142905317341	2.00012556231334	1.12683514108352	0.429848717163828
EHI_011410A	62.2816960269944	89.7199180809128	95.3114723499813	105.456218610859
EHI_011510A	3.67443634377548	4.00025112462668	7.04271963177202	5.58803332312977
EHI_011530A	4.40932361253057	4.00025112462668	2.81708785270881	2.43580939726169
EHI_011550A	6.24654178441831	8.28623447244099	8.54516648655005	8.16712562611274
EHI_011660A	2.75582725783161	3.28592056665763	1.0329322126599	3.29550683158935
EHI_011790A	0.551165451566322	0.714330557969051	1.22073806950715	1.14626324577021
EHI_011800A	4.2256017953418	2.00012556231334	1.59634978320166	1.00298034004893
EHI_011810A	2.38838362345406	2.42872389709477	2.53537906743793	1.86267777437659
EHI_011830A	9.73725631100502	8.00050224925337	10.0476133413281	17.623797403717
EHI_011840A	1.83721817188774	1.4286611159381	1.0329322126599	0.143282905721276
