logFC	AveExpr	t	P.Value	adj.P.Val	B	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_177460A	-1.09767944085581	3.0885687727912	-1.34853895797519	0.221671668999846	0.704931706448838	-5.2266544385444	14	110	181	62	2.1762642501105	14.780874996182	17.244338873941	8.97539033172561	29.51	UP_pEhEx_DOWN_CmasM
EHI_177540A	-0.619149704760761	5.30029640904898	-1.34746187443664	0.222000210213149	0.704931706448838	-5.31774476461136	129	373	464	372	20.0527205903039	50.1206033961444	44.2064819751857	53.8523419903537	29.51	UP_pEhEx_DOWN_CmasM
EHI_181560A	0.382945609674757	10.2282154697646	1.35024168917803	0.221153165954984	0.704931706448838	-5.33192462803938	8477	10600	12367	6465	1317.72800344191	1424.33886326845	1178.23612626535	935.901588622679	29.51	DOWN_pEhEx_UP_CmasM
EHI_182510A	0.824638244790615	1.21949632571435	1.34411689731583	0.223023273671012	0.704931706448838	-5.02572186469085	12	33	12	19	1.86536935723757	4.4342624988546	1.14327108556515	2.75052284359333	29.51	DOWN_pEhEx_UP_CmasM
EHI_182630A	0.393885810115376	5.32989215134451	1.35540731349396	0.219586739988854	0.704931706448838	-5.31132456972434	337	301	377	236	52.3857894490885	40.4458488531889	35.9177666048384	34.164389004633	29.51	DOWN_pEhEx_UP_CmasM
EHI_186320A	0.534649674824635	1.15550727825957	1.33886463992294	0.224638096444229	0.704931706448838	-5.02266403467233	18	18	18	13	2.79805403585636	2.41868863573887	1.71490662834772	1.8819366824586	29.51	DOWN_pEhEx_UP_CmasM
EHI_187120A	-0.443691857607486	2.70168092777112	-1.33862235160535	0.224712837446435	0.704931706448838	-5.214225737681	38	38	70	59	5.90700296458564	5.10612045322651	6.66908133246336	8.54109725115824	29.51	UP_pEhEx_DOWN_CmasM
EHI_188870A	0.40298239397577	6.94344524058814	1.34289491760071	0.223398056057659	0.704931706448838	-5.30854513671159	1040	921	1194	695	161.665344293923	123.756235195306	113.755473013732	100.61123033144	29.51	DOWN_pEhEx_UP_CmasM
EHI_194870A	0.934306537502384	2.75275080858746	1.34765736313737	0.221940548570418	0.704931706448838	-5.20903388561131	35	111	28	63	5.44066062527625	14.9152465870564	2.66763253298535	9.12015469191473	29.51	DOWN_pEhEx_UP_CmasM
EHI_201250A	-0.401433084604704	8.46307198220787	-1.33865466961457	0.224702866730467	0.704931706448838	-5.33149142137274	1780	2532	3759	3175	276.696454656906	340.228868093935	358.129667553283	459.626843600465	29.51	UP_pEhEx_DOWN_CmasM
EHI_178880A	0.448886756752935	4.54172049543502	1.33758123711019	0.225034250078111	0.705002105919246	-5.32344004341568	217	163	234	122	33.7320958767128	21.9025693125242	22.2937861685204	17.661251943073	29.5	DOWN_pEhEx_UP_CmasM
EHI_197990A	0.4617545776005	9.24903378591485	1.33753336617894	0.22504903854043	0.705002105919246	-5.33976438172732	3852	6327	4414	4421	598.783563673261	850.169055462213	420.533214307047	640.003236396112	29.5	DOWN_pEhEx_UP_CmasM
EHI_048740A	-0.37051194811129	6.653801664433	-1.33692394874766	0.225237377012793	0.705117279854316	-5.31900333927188	582	644	1165	815	90.4704138260222	86.5353045231019	110.992567890283	117.982953554135	29.49	UP_pEhEx_DOWN_CmasM
EHI_125830A	0.503380248034445	5.55277311310484	1.33548581838272	0.225682378320842	0.706035254840992	-5.33320676474514	464	321	509	221	72.1276151465194	43.1332806706765	48.493748546055	31.9929236017961	29.4	DOWN_pEhEx_UP_CmasM
EHI_001950A	-0.475784306673097	4.90411296394335	-1.33031214949633	0.227289691155286	0.707161558906239	-5.33589471569615	123	249	338	267	19.1200359116851	33.4585261277211	32.2021355767517	38.6520841704958	29.28	UP_pEhEx_DOWN_CmasM
EHI_004370A	-0.54487654831538	4.82280820953533	-1.32895004091875	0.227714534660694	0.707161558906239	-5.3359327687432	220	119	329	256	34.1984382160222	15.9902193140514	31.3446822625778	37.0596762084154	29.28	UP_pEhEx_DOWN_CmasM
EHI_044490A	0.479716130645919	2.64180333194233	1.33145789769361	0.226932871879932	0.707161558906239	-5.21951192351871	55	47	65	30	8.54960955400554	6.31546477109594	6.19271838014455	4.34293080567368	29.28	DOWN_pEhEx_UP_CmasM
EHI_045460A	0.405389750293177	3.78306058249174	1.33253826124152	0.226596867794549	0.707161558906239	-5.30058671109963	88	135	124	83	13.6793752864089	18.1401647680415	11.8138012175065	12.0154418956972	29.28	DOWN_pEhEx_UP_CmasM
EHI_073600A	-0.532625973579309	2.42655359870419	-1.33301092630732	0.226450002156895	0.707161558906239	-5.19423918458722	39	24	70	42	6.06245041102211	3.22491818098516	6.66908133246336	6.08010312794316	29.28	UP_pEhEx_DOWN_CmasM
EHI_097970A	-0.971385268795126	-0.285923406572449	-1.32997708855732	0.227394132282121	0.707161558906239	-4.66428670577596	3	4	10	9	0.466342339309393	0.537486363497527	0.952725904637623	1.3028792417021	29.28	UP_pEhEx_DOWN_CmasM
EHI_114340A	0.386888535044183	6.29126959255561	1.33372492305947	0.226228309585078	0.707161558906239	-5.32574146342758	646	593	737	461	100.419050397956	79.6823533885084	70.2158991717928	66.7363700471856	29.28	DOWN_pEhEx_UP_CmasM
EHI_125170A	0.554829697035695	1.11906760568168	1.33022807436158	0.227315894061025	0.707161558906239	-5.02341614010457	18	18	21	10	2.79805403585636	2.41868863573887	2.00072439973901	1.44764360189123	29.28	DOWN_pEhEx_UP_CmasM
EHI_142250A	-0.430129608580728	5.70635209886591	-1.32905927221226	0.227680439483496	0.707161558906239	-5.33839556359343	283	342	509	521	43.9916273415194	45.9550840790386	48.493748546055	75.422231658533	29.28	UP_pEhEx_DOWN_CmasM
EHI_161650A	-0.482884181675013	3.86516027781935	-1.32896391143421	0.227710204904055	0.707161558906239	-5.30529597348305	59	121	168	128	9.1713993397514	16.2589624958002	16.0057951979121	18.5298381042077	29.28	UP_pEhEx_DOWN_CmasM
EHI_188080A	-0.473811552545042	3.74233147166287	-1.3301006691268	0.227355606325463	0.707161558906239	-5.2976031141204	56	108	149	121	8.705057000442	14.5121318144332	14.1956159791006	17.5164875828839	29.28	UP_pEhEx_DOWN_CmasM
EHI_099200A	-0.549457686383598	1.46757146998919	-1.32795521116769	0.228025265383843	0.707654125794289	-5.07377313563092	11	21	36	22	1.70992191080111	2.82180340836202	3.42981325669544	3.1848159241607	29.23	UP_pEhEx_DOWN_CmasM
EHI_004470A	0.724423174072899	0.67020142624347	1.32605681672678	0.228619257038613	0.708594265101811	-4.91773061391986	12	17	18	5	1.86536935723757	2.28431704486449	1.71490662834772	0.723821800945614	29.14	DOWN_pEhEx_UP_CmasM
EHI_053160A	0.805149076092197	1.54643987886245	1.32455602659604	0.22908980539835	0.708594265101811	-5.10261869369719	18	35	13	28	2.79805403585636	4.70300568060336	1.23854367602891	4.05340208529544	29.14	DOWN_pEhEx_UP_CmasM
EHI_136210A	-0.522367023972482	4.62414034347708	-1.32597363573066	0.228645314800401	0.708594265101811	-5.33573957891196	95	211	266	238	14.7675074114641	28.3524056744946	25.3425090633608	34.4539177250112	29.14	UP_pEhEx_DOWN_CmasM
EHI_149000A	0.448554290141161	12.6597291093798	1.32511221208258	0.228915323152048	0.708594265101811	-5.38260896364574	62948	43458	53191	41822	9785.10585828256	5839.52059621888	5067.64435935798	6054.33507182949	29.14	DOWN_pEhEx_UP_CmasM
EHI_156330A	0.402938120563879	8.59267198869489	1.32467336431617	0.229052985370004	0.708594265101811	-5.34908065680643	2396	3935	3561	2295	372.452081661769	528.752210090692	339.265694641458	332.234206634037	29.14	DOWN_pEhEx_UP_CmasM
EHI_021240A	-0.919822299581083	1.51345313658246	-1.32303189987993	0.229568542634231	0.708709684393594	-5.06255407241319	7	25	26	45	1.08813212505525	3.35928977185954	2.47708735205782	6.51439620851052	29.13	UP_pEhEx_DOWN_CmasM
EHI_044980A	0.427009528790887	2.49913079170883	1.32168885342861	0.229991130683066	0.708709684393594	-5.21838312820307	40	50	47	36	6.21789785745857	6.71857954371909	4.47781175179683	5.21151696680842	29.13	DOWN_pEhEx_UP_CmasM
EHI_068440A	-0.498505065913528	5.03560045402226	-1.32214717465269	0.229846843595114	0.708709684393594	-5.34637861884656	127	285	406	271	19.741825697431	38.2959033991988	38.6806717282875	39.2311416112523	29.13	UP_pEhEx_DOWN_CmasM
EHI_126090A	-0.413914065188596	4.19188905767324	-1.32152989625785	0.230041191623888	0.708709684393594	-5.32883002635581	111	107	189	170	17.2546665544475	14.3777602235588	18.0065195976511	24.6099412321509	29.13	UP_pEhEx_DOWN_CmasM
EHI_146200A	0.606134814451073	1.03038561571043	1.32239902590234	0.2297675905595	0.708709684393594	-5.01474569764153	16	17	13	15	2.48715914298343	2.28431704486449	1.23854367602891	2.17146540283684	29.13	DOWN_pEhEx_UP_CmasM
EHI_199120A	0.38583825766038	5.9408794599468	1.32321496029799	0.229510995801459	0.708709684393594	-5.34306014479925	505	466	601	348	78.5009604504145	62.6171613474619	57.2588268687212	50.3779973458147	29.13	DOWN_pEhEx_UP_CmasM
EHI_115370A	-0.421748531518116	2.84806854034654	-1.32081075664743	0.230267792529525	0.70893829970043	-5.24671719402821	40	45	78	64	6.21789785745857	6.04672158934718	7.43126205617346	9.26491905210386	29.11	UP_pEhEx_DOWN_CmasM
EHI_004580A	-0.566202569832669	1.25693847124424	-1.31984126987025	0.230573588402222	0.709410273311599	-5.0395630588318	12	14	25	24	1.86536935723757	1.88120227224134	2.38181476159406	3.47434464453895	29.06	UP_pEhEx_DOWN_CmasM
EHI_004930A	-0.564313135806708	3.11190578444939	-1.3119675525792	0.233070360275702	0.711294288410788	-5.27595633968572	30	78	104	77	4.66342339309393	10.4809840882018	9.90834940823128	11.1468557345625	28.87	UP_pEhEx_DOWN_CmasM
EHI_012930A	-0.470480999314285	1.87117794446756	-1.31240881612269	0.232929809697023	0.711294288410788	-5.15512010368175	19	23	40	33	2.95350148229282	3.09054659011078	3.81090361855049	4.77722388624105	28.87	UP_pEhEx_DOWN_CmasM
EHI_023480A	0.524281165744372	2.97217805580767	1.31166153353844	0.23316787665487	0.711294288410788	-5.26921905049276	80	53	81	37	12.4357957149171	7.12169431634223	7.71707982756475	5.35628132699754	28.87	DOWN_pEhEx_UP_CmasM
EHI_025390A	0.460819590646629	1.80984836760886	1.31646346884074	0.231641804925036	0.711294288410788	-5.15055146740285	28	28	31	20	4.352528500221	3.76240454448269	2.95345030437663	2.89528720378246	28.87	DOWN_pEhEx_UP_CmasM
EHI_051710A	0.442529264407961	12.4753050411033	1.31325883970354	0.232659271025737	0.711294288410788	-5.39426551707959	54669	38583	46086	37542	8498.15644923507	5184.45909070627	4390.73260411295	5434.74361022005	28.87	DOWN_pEhEx_UP_CmasM
EHI_068500A	0.492299579254886	4.4163365067324	1.31420501601014	0.232358453868905	0.711294288410788	-5.34693689147674	222	138	204	114	34.5093331088951	18.5432795406647	19.4356084546075	16.50313706156	28.87	DOWN_pEhEx_UP_CmasM
EHI_109850A	-0.495689045981038	3.24552357025304	-1.31164343976735	0.233173643556847	0.711294288410788	-5.2863684493628	40	74	98	94	6.21789785745857	9.94349772470425	9.33671386544871	13.6078498577775	28.87	UP_pEhEx_DOWN_CmasM
EHI_117940A	0.394619055975734	3.13991465140601	1.31576039324041	0.231864695563271	0.711294288410788	-5.27776169370819	68	71	81	52	10.5704263576796	9.54038295208111	7.71707982756475	7.52774672983438	28.87	DOWN_pEhEx_UP_CmasM
EHI_131540A	-0.44413773634954	2.12567723390016	-1.3126005906965	0.232868749134904	0.711294288410788	-5.18627275130898	24	27	57	32	3.73073871447514	3.62803295360831	5.43053765643445	4.63245952605193	28.87	UP_pEhEx_DOWN_CmasM
EHI_158200A	-1.75284838152746	-0.754358986420325	-1.31494121147593	0.232124631909282	0.711294288410788	-4.59143605479026	9	0	9	9	1.39902701792818	0	0.857453314173861	1.3028792417021	28.87	UP_pEhEx_DOWN_CmasM
EHI_160990A	0.359321381890938	11.2491467306978	1.31418522481645	0.232364742572757	0.711294288410788	-5.38135583278918	18098	20115	24564	13624	2813.28788560713	2702.88455043819	2340.27591215186	1972.26964321661	28.87	DOWN_pEhEx_UP_CmasM
EHI_182890A	-1.14319849335565	0.137769882953916	-1.31656015940292	0.231611166581215	0.711294288410788	-4.75093877875149	10	2	12	15	1.55447446436464	0.268743181748764	1.14327108556515	2.17146540283684	28.87	UP_pEhEx_DOWN_CmasM
EHI_195120A	-0.564313135806708	3.11190578444939	-1.3119675525792	0.233070360275702	0.711294288410788	-5.27595633968572	30	78	104	77	4.66342339309393	10.4809840882018	9.90834940823128	11.1468557345625	28.87	UP_pEhEx_DOWN_CmasM
EHI_000610A	-0.476435578719666	7.7129482076395	-1.31065095567782	0.233490162747087	0.711591784446511	-5.35327743131483	1247	1211	1952	2279	193.842965706271	162.723996548876	185.972096585264	329.917976871011	28.84	UP_pEhEx_DOWN_CmasM
EHI_076260A	0.773602542975596	1.22219075109056	1.31037856958381	0.233577096915267	0.711591784446511	-5.05459038313946	24	20	31	6	3.73073871447514	2.68743181748764	2.95345030437663	0.868586161134737	28.84	DOWN_pEhEx_UP_CmasM
EHI_010570A	-0.371656698784283	7.24759932801611	-1.30934047551382	0.233908672969171	0.711787473680462	-5.34963861528198	828	1030	1681	1289	128.710485649392	138.402738600613	160.153224569584	186.601260283779	28.82	UP_pEhEx_DOWN_CmasM
EHI_012980A	-0.410559611147962	5.92038699375958	-1.30856078899542	0.234157982632134	0.711787473680462	-5.35966065474569	326	405	603	584	50.6758675382874	54.4204943041246	57.4493720496487	84.5423863504477	28.82	UP_pEhEx_DOWN_CmasM
EHI_049640A	0.402011553688932	3.45161066658549	1.30835157046837	0.234224921176546	0.711787473680462	-5.30832560977797	81	93	113	57	12.5912431613536	12.4965579513175	10.7658027224051	8.25156853078	28.82	DOWN_pEhEx_UP_CmasM
EHI_146980A	0.409715576285514	4.44700668315023	1.30826270560488	0.234253358169559	0.711787473680462	-5.35463007104654	154	196	238	108	23.9389067512155	26.3368318113788	22.6748765303754	15.6345509004253	28.82	DOWN_pEhEx_UP_CmasM
EHI_006710A	-0.52732696074857	1.16996714642996	-1.30723624984814	0.234582046028445	0.711804187967184	-5.03823028822672	12	13	28	18	1.86536935723757	1.74683068136696	2.66763253298535	2.60575848340421	28.82	UP_pEhEx_DOWN_CmasM
EHI_068650A	0.361673357413877	7.39956190087732	1.30608086106647	0.234952503469649	0.711804187967184	-5.35399904995377	1219	1438	1615	995	189.49043720605	193.226347677361	153.865233598976	144.040538388177	28.82	DOWN_pEhEx_UP_CmasM
EHI_122760A	0.440269408187101	2.03294323011735	1.30538171923952	0.2351769210889	0.711804187967184	-5.18979938258417	32	33	36	24	4.97431828596686	4.4342624988546	3.42981325669544	3.47434464453895	28.82	DOWN_pEhEx_UP_CmasM
EHI_125810A	-0.581990252234444	1.24065706055296	-1.30604635513744	0.234963575132249	0.711804187967184	-5.0491050918606	10	16	25	24	1.55447446436464	2.14994545399011	2.38181476159406	3.47434464453895	28.82	UP_pEhEx_DOWN_CmasM
EHI_148750A	2.01439944755454	-0.747380674040509	1.30702305907325	0.234650363826099	0.711804187967184	-4.6082477314144	18	4	10	0	2.79805403585636	0.537486363497527	0.952725904637623	0	28.82	DOWN_pEhEx_UP_CmasM
EHI_150430A	0.855326591695005	1.79345646344361	1.30570423593263	0.235073373111912	0.711804187967184	-5.1576468068997	19	49	15	33	2.95350148229282	6.58420795284471	1.42908885695644	4.77722388624105	28.82	DOWN_pEhEx_UP_CmasM
EHI_009500A	0.688347710019118	7.18763494912253	1.30461862230246	0.235422081807165	0.712082915843259	-5.35410946673966	1052	1557	2099	455	163.53071365116	209.216566991412	199.977167383437	65.8677838860509	28.79	DOWN_pEhEx_UP_CmasM
EHI_008110A	-0.668304913422249	0.64684608319801	-1.28872356254942	0.240579731471073	0.712741999962515	-4.92012823964112	8	8	17	16	1.24357957149171	1.07497272699505	1.61963403788396	2.31622976302596	28.73	UP_pEhEx_DOWN_CmasM
EHI_013920A	-0.399490174408831	3.75463777179784	-1.29045639592405	0.240012712402548	0.712741999962515	-5.34391679615749	67	97	146	119	10.4149789112431	13.034044314815	13.9097982077093	17.2269588625056	28.73	UP_pEhEx_DOWN_CmasM
EHI_017650A	-0.766500530164684	0.233220224704452	-1.29319713334795	0.239118264451763	0.712741999962515	-4.81354372730917	4	8	16	10	0.621789785745857	1.07497272699505	1.5243614474202	1.44764360189123	28.73	UP_pEhEx_DOWN_CmasM
EHI_030790A	0.420269255632584	9.1820590328866	1.30107424540417	0.236563719995149	0.712741999962515	-5.38094178797535	5417	3991	5241	3486	842.058817346327	536.277019179658	499.323646620578	504.648559619282	28.73	DOWN_pEhEx_UP_CmasM
EHI_045150A	-0.625092483246833	1.15414390149282	-1.2962352496366	0.238130165346695	0.712741999962515	-5.04171104756298	16	9	26	20	2.48715914298343	1.20934431786944	2.47708735205782	2.89528720378246	28.73	UP_pEhEx_DOWN_CmasM
EHI_045610A	0.395329277338936	3.66465048619255	1.29226054234913	0.239423596275745	0.712741999962515	-5.33982284702075	97	104	132	66	15.078402304337	13.9746454509357	12.5759819412166	9.5544477724821	28.73	DOWN_pEhEx_UP_CmasM
EHI_049430A	0.812844808703029	1.48328049269026	1.29730820958754	0.237782054790584	0.712741999962515	-5.11691762119504	40	17	31	9	6.21789785745857	2.28431704486449	2.95345030437663	1.3028792417021	28.73	DOWN_pEhEx_UP_CmasM
EHI_064680A	-0.459575828278629	5.01014666876343	-1.29614181423192	0.238160500530696	0.712741999962515	-5.37595275766356	132	272	396	261	20.5190629296133	36.5490727178318	37.7279458236499	37.783498009361	28.73	UP_pEhEx_DOWN_CmasM
EHI_076880A	0.819150095586612	0.144357714690654	1.29156243845398	0.239651401608863	0.712741999962515	-4.82228241775889	7	12	6	8	1.08813212505525	1.61245909049258	0.571635542782574	1.15811488151298	28.73	DOWN_pEhEx_UP_CmasM
EHI_087400A	0.429583503818112	4.33828065519535	1.29506035059536	0.238511859235831	0.712741999962515	-5.36642315812959	144	183	229	95	22.3844322868509	24.5900011300119	21.8174232162016	13.7526142179667	28.73	DOWN_pEhEx_UP_CmasM
EHI_104710A	0.370723954911385	3.81793567509138	1.30187523384554	0.236305300288982	0.712741999962515	-5.33732318233165	107	114	127	87	16.6328767687017	15.3183613596795	12.0996189888978	12.5944993364537	28.73	DOWN_pEhEx_UP_CmasM
EHI_105250A	0.472786484732247	2.94977359200151	1.29889224733046	0.237268942847022	0.712741999962515	-5.28184536008095	65	61	86	35	10.1040840183702	8.19666704333729	8.19344277988356	5.0667526066193	28.73	DOWN_pEhEx_UP_CmasM
EHI_111060A	0.400861567901039	3.37976676304696	1.28821510758027	0.240746329810376	0.712741999962515	-5.32610059178757	74	92	108	54	11.5031110362984	12.3621863604431	10.2894397700863	7.81727545021263	28.73	DOWN_pEhEx_UP_CmasM
EHI_117820A	-0.424948870317445	6.27966909556997	-1.29001619707944	0.240156644149506	0.712741999962515	-5.37616658053659	440	489	749	782	68.3968764320443	65.7077079375727	71.359170257358	113.205729667894	28.73	UP_pEhEx_DOWN_CmasM
EHI_118150A	0.361641609326952	5.24995391775563	1.28953051408583	0.240315535117289	0.712741999962515	-5.38666324843516	303	293	354	230	47.1005762702487	39.3708761261939	33.7264970241719	33.2958028434982	28.73	DOWN_pEhEx_UP_CmasM
EHI_118170A	-0.455021068055356	7.90260962813798	-1.3012217333517	0.236516117995408	0.712741999962515	-5.36678589832961	1003	1989	2758	2066	155.913788775774	267.265094249145	262.761804499057	299.083168150728	28.73	UP_pEhEx_DOWN_CmasM
EHI_123230A	0.736215204891888	5.18608344126816	1.30132531596112	0.236482691528637	0.712741999962515	-5.37252311205203	246	430	534	107	38.2400718233702	57.7797840759842	50.8755633076491	15.4897865402361	28.73	DOWN_pEhEx_UP_CmasM
EHI_126860A	-0.791888045401164	3.22400114894277	-1.29564772879291	0.238320968759165	0.712741999962515	-5.29996818570356	22	105	120	92	3.41984382160222	14.1090170418101	11.4327108556515	13.3183211373993	28.73	UP_pEhEx_DOWN_CmasM
EHI_129820A	-0.464893472376348	3.26739558875504	-1.28935315306677	0.240373581522782	0.712741999962515	-5.31331722510106	41	77	133	69	6.37334530389504	10.3466124973274	12.6712545316804	9.98874085304947	28.73	UP_pEhEx_DOWN_CmasM
EHI_136470A	0.408799147638583	3.67682621188394	1.29896197378219	0.237246378838956	0.712741999962515	-5.33296392411631	96	108	137	64	14.9229548579006	14.5121318144332	13.0523448935354	9.26491905210386	28.73	DOWN_pEhEx_UP_CmasM
EHI_138770A	0.478833754182246	9.36723240139397	1.29737674304445	0.237759834938631	0.712741999962515	-5.38651581856575	6870	4236	5555	4083	1067.92395701851	569.198058943881	529.2392400262	591.072882652188	28.73	DOWN_pEhEx_UP_CmasM
EHI_142100A	-0.378368881930262	4.32052133366663	-1.29949561998045	0.237073748964515	0.712741999962515	-5.3586227979062	112	130	213	176	17.410114000884	17.4683068136696	20.2930617687814	25.4785273932856	28.73	UP_pEhEx_DOWN_CmasM
EHI_148280A	-0.412383684621944	6.73022753008155	-1.29473632232006	0.238617221425271	0.712741999962515	-5.36672323837069	503	805	1140	953	78.1900655575416	108.169130653877	108.610753128689	137.960435260234	28.73	UP_pEhEx_DOWN_CmasM
EHI_153190A	-0.423432809874087	6.28738454866504	-1.28790133844779	0.240849188293438	0.712741999962515	-5.37845329688776	407	535	760	778	63.267110699641	71.8888011177942	72.4071687524594	112.626672227138	28.73	UP_pEhEx_DOWN_CmasM
EHI_153360A	0.416091798113789	3.02290142572859	1.2912840542518	0.23974229666379	0.712741999962515	-5.29622031771112	68	61	68	52	10.5704263576796	8.19666704333729	6.47853615153584	7.52774672983438	28.73	DOWN_pEhEx_UP_CmasM
EHI_156090A	0.408161833776112	3.08802992038839	1.2953480875649	0.238418331695662	0.712741999962515	-5.29676114054116	71	64	79	49	11.036768696989	8.59978181596043	7.52653464663722	7.09345364926701	28.73	DOWN_pEhEx_UP_CmasM
EHI_164730A	-0.399490174408831	3.75463777179784	-1.29045639592405	0.240012712402548	0.712741999962515	-5.34391679615749	67	97	146	119	10.4149789112431	13.034044314815	13.9097982077093	17.2269588625056	28.73	UP_pEhEx_DOWN_CmasM
EHI_170630A	-0.668304913422249	0.64684608319801	-1.28872356254942	0.240579731471073	0.712741999962515	-4.92012823964112	8	8	17	16	1.24357957149171	1.07497272699505	1.61963403788396	2.31622976302596	28.73	UP_pEhEx_DOWN_CmasM
EHI_171070A	0.385391855035295	3.43277897020271	1.29372321699645	0.23894690842174	0.712741999962515	-5.32355722096396	74	97	93	69	11.5031110362984	13.034044314815	8.8603509131299	9.98874085304947	28.73	DOWN_pEhEx_UP_CmasM
EHI_178890A	0.40592246317009	6.3019618069701	1.29087136163504	0.239877099979792	0.712741999962515	-5.37431865291272	698	564	774	440	108.502317612652	75.7855772531513	73.740985018952	63.696318483214	28.73	DOWN_pEhEx_UP_CmasM
EHI_180390A	-2.15508181984115	1.92462985421171	-1.30308528768219	0.235915373615099	0.712741999962515	-5.06667054649345	7	18	19	266	1.08813212505525	2.41868863573887	1.81017921881148	38.5073198103067	28.73	UP_pEhEx_DOWN_CmasM
EHI_186990A	-0.413591039222742	2.60659252802192	-1.2933165304792	0.239079365002824	0.712741999962515	-5.25705367247603	34	38	68	52	5.28521317883979	5.10612045322651	6.47853615153584	7.52774672983438	28.73	UP_pEhEx_DOWN_CmasM
EHI_194040A	0.431026443372289	8.41931547545479	1.29578971518263	0.238274844999421	0.712741999962515	-5.38024213355554	3261	2320	3063	2056	506.91412282931	311.742090828566	291.819944590504	297.635524548836	28.73	DOWN_pEhEx_UP_CmasM
EHI_198620A	-0.435653700512547	3.39560019336511	-1.29391474474775	0.238884550584682	0.712741999962515	-5.31726143252399	64	60	107	101	9.94863657193372	8.06229545246291	10.1941671796226	14.6212003791014	28.73	UP_pEhEx_DOWN_CmasM
EHI_023140A	0.386307921357372	3.83275747478002	1.28651649731939	0.241303618462228	0.713574218515236	-5.35535632873	111	114	146	76	17.2546665544475	15.3183613596795	13.9097982077093	11.0020913743733	28.64	DOWN_pEhEx_UP_CmasM
EHI_071380.mRNA	0.71218907073629	0.229616944149421	1.28610987221404	0.241437192593074	0.713574218515236	-4.84861812843891	8	12	9	6	1.24357957149171	1.61245909049258	0.857453314173861	0.868586161134737	28.64	DOWN_pEhEx_UP_CmasM
EHI_045930A	-1.44383169332615	1.99372893632558	-1.28531416014731	0.241698765889223	0.71389375169312	-5.15858506808969	3	71	49	70	0.466342339309393	9.54038295208111	4.66835693272435	10.1335052132386	28.61	UP_pEhEx_DOWN_CmasM
EHI_152170A	0.411846085714337	2.82494852658602	1.28435003472664	0.242016031892783	0.714014721166201	-5.28784826805706	51	62	72	37	7.92781976825968	8.33103863421167	6.85962651339089	5.35628132699754	28.6	DOWN_pEhEx_UP_CmasM
EHI_193080A	-0.395362654524676	10.0664738563464	-1.28425691871408	0.242046692880288	0.714014721166201	-5.40627098709033	4993	8376	12223	8975	776.149100057266	1125.49644516382	1164.51687323857	1299.26013269738	28.6	UP_pEhEx_DOWN_CmasM
EHI_001830A	-0.439662017925893	2.41832028017596	-1.26870407319463	0.247215488633041	0.714138163329091	-5.26604481629244	34	29	70	39	5.28521317883979	3.89677613535707	6.66908133246336	5.64581004737579	28.59	UP_pEhEx_DOWN_CmasM
EHI_002790A	-0.475923159688315	2.24637665730303	-1.27638768235194	0.244650087237518	0.714138163329091	-5.23858401308314	23	32	48	47	3.57529126803868	4.29989090798022	4.57308434226059	6.80392492888877	28.59	UP_pEhEx_DOWN_CmasM
EHI_022910A	0.939209751431496	-0.177895653413002	1.27539751432727	0.244979382777662	0.714138163329091	-4.75491698230383	8	9	10	2	1.24357957149171	1.20934431786944	0.952725904637623	0.289528720378246	28.59	DOWN_pEhEx_UP_CmasM
EHI_023200A	0.635897843735343	0.938272280291031	1.27727735055274	0.244354542217311	0.714138163329091	-5.03801501265482	13	21	21	7	2.02081680367404	2.82180340836202	2.00072439973901	1.01335052132386	28.59	DOWN_pEhEx_UP_CmasM
EHI_038640A	-0.699479933292531	0.769483251598739	-1.27208735410104	0.246083020393059	0.714138163329091	-4.96179894868712	6	12	18	19	0.932684678618786	1.61245909049258	1.71490662834772	2.75052284359333	28.59	UP_pEhEx_DOWN_CmasM
EHI_039040A	-0.440949212067195	2.72381218164319	-1.27127603030273	0.246354180062795	0.714138163329091	-5.29152067384465	30	50	88	48	4.66342339309393	6.71857954371909	8.38398796081109	6.94868928907789	28.59	UP_pEhEx_DOWN_CmasM
EHI_045070A	0.460853784337313	2.40223912350122	1.26785266362341	0.247501186560441	0.714138163329091	-5.26904795044826	49	37	49	29	7.61692487538675	4.97174886235213	4.66835693272435	4.19816644548456	28.59	DOWN_pEhEx_UP_CmasM
EHI_045480A	-0.647328352206781	6.60227496072526	-1.26822624048913	0.247375794393607	0.714138163329091	-5.39835057457201	300	961	1060	1009	46.6342339309393	129.131098830281	100.988945891588	146.067239430825	28.59	UP_pEhEx_DOWN_CmasM
EHI_049670A	0.773087689385774	7.96346346557112	1.27833026956591	0.244005166363534	0.714138163329091	-5.39405035342976	1276	3965	1257	2116	198.350941652928	532.783357816924	119.757646212949	306.321386160184	28.59	DOWN_pEhEx_UP_CmasM
EHI_049940A	-0.523981588619735	2.58022934386128	-1.26923778976718	0.247036541039441	0.714138163329091	-5.27987842700063	22	52	77	48	3.41984382160222	6.98732272546785	7.3359894657097	6.94868928907789	28.59	UP_pEhEx_DOWN_CmasM
EHI_056480A	-0.474430455626976	9.94879172397426	-1.27309257928183	0.245747414161084	0.714138163329091	-5.41798698213575	5527	6079	8833	11155	859.158036454338	816.844900925367	841.542791566413	1614.84643790966	28.59	UP_pEhEx_DOWN_CmasM
