logFC	AveExpr	t	P.Value	adj.P.Val	B	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_004580A	0.445962365837179	1.86621047984296	0.753384457236638	0.477629163184823	0.999154291130592	-4.60279755381545	16	66	25	24	2.53439376315665	6.6484490409706	2.5620582612817	3.78234755850215	0.08	DOWN_pEhEx_UP_UmasM
EHI_004590A	0.678435895288499	2.6385269259265	1.28773579265922	0.241811486082972	0.999154291130592	-4.58465147936258	32	117	48	31	5.06878752631331	11.7858869362661	4.91915186166085	4.88553226306528	0.08	DOWN_pEhEx_UP_UmasM
EHI_004600A	-0.303750985716242	6.6636452397845	-0.734867555069767	0.488093325510852	0.999154291130592	-4.60514550009748	569	919	905	864	90.1293782022585	92.5746161916967	92.7465090583974	136.164512106077	0.08	UP_pEhEx_DOWN_UmasM
EHI_004610A	-0.253418970030823	3.81179493500073	-0.635655755649033	0.546730956080242	0.999154291130592	-4.60864870626407	70	146	138	105	11.0879727138104	14.707175151238	14.142561602275	16.5477705684469	0.08	UP_pEhEx_DOWN_UmasM
EHI_004640A	0.120525154135334	4.14127284639613	0.306404202451429	0.768882688742542	0.999154291130592	-4.61666219224515	114	185	191	92	18.0575555624912	18.6358041299933	19.5741251161922	14.4989989742582	0.08	DOWN_pEhEx_UP_UmasM
EHI_004750A	-0.0528893623066739	5.55916570847134	-0.141418410586205	0.891824350389873	0.999154291130592	-4.61879595042479	285	470	473	301	45.1438889062279	47.3450158978209	48.4741423034497	47.4369422962145	0.08	UP_pEhEx_DOWN_UmasM
EHI_004760A	-0.242646527456414	6.26341302093193	-0.606318153225783	0.564879329815903	0.999154291130592	-4.60936084500935	503	620	737	586	79.6750039292373	62.4551273545723	75.5294775425844	92.3523195534275	0.08	UP_pEhEx_DOWN_UmasM
EHI_004770A	-0.0880055515951783	5.31982092081033	-0.200839110555612	0.846966779265859	0.999154291130592	-4.61839328529226	325	288	416	252	51.4798733141196	29.0114139969626	42.6326494677274	39.7146493642726	0.08	UP_pEhEx_DOWN_UmasM
EHI_004780A	0.175071946966717	4.85687458237423	0.417043050868512	0.690081372888852	0.999154291130592	-4.61486047519504	238	249	303	151	37.6991072269552	25.0827850182073	31.0521461267341	23.797270055576	0.08	DOWN_pEhEx_UP_UmasM
EHI_004790A	-0.18401541283884	9.36307793098446	-0.40515468055283	0.698372309972565	0.999154291130592	-4.61031147463232	4625	5156	6325	4836	732.598197162471	519.384897806733	648.200740104269	762.143033038183	0.08	UP_pEhEx_DOWN_UmasM
EHI_004800A	0.111582619902467	3.76425511681071	0.252998060975612	0.808087806160906	0.999154291130592	-4.6170876455769	99	126	165	63	15.6815614095318	12.6924936236711	16.9095845244592	9.92866234106814	0.08	DOWN_pEhEx_UP_UmasM
EHI_004810A	0.159852837680225	6.88066599691819	0.375377675387658	0.719334306408601	0.999154291130592	-4.61427719452289	982	985	1081	714	155.54841721374	99.2230652326673	110.783399217821	112.524839865439	0.08	DOWN_pEhEx_UP_UmasM
EHI_004820A	-0.147115833321158	4.81047927139118	-0.379235744938351	0.716602984578393	0.999154291130592	-4.61564460376821	188	236	266	202	29.7791267170907	23.7732420252888	27.2602999000372	31.8347586173931	0.08	UP_pEhEx_DOWN_UmasM
EHI_004830A	-0.0909014922067068	4.49354544264733	-0.240746687277892	0.817171687358016	0.999154291130592	-4.61782768602193	142	209	212	157	22.4927446480153	21.0534219630736	21.7262540556688	24.7428569452016	0.08	UP_pEhEx_DOWN_UmasM
EHI_004840A	-0.868726115844613	7.1257382982646	-1.93042564688898	0.098088685673666	0.999154291130592	-4.55731865432914	552	1221	1463	1494	87.4365848289046	122.996307257956	149.931649450205	235.451135516759	0.08	UP_pEhEx_DOWN_UmasM
EHI_004850A	0.697748430221868	0.931418261924866	1.13515444047535	0.296453527660411	0.999154291130592	-4.59186865568046	11	33	20	6	1.7423957121702	3.3242245204853	2.04964660902536	0.945586889625537	0.08	DOWN_pEhEx_UP_UmasM
EHI_004860A	-0.526373449425891	5.87597092668766	-1.08801396616426	0.315301434453868	0.999154291130592	-4.59195841344037	212	709	709	431	33.5807173618257	71.4204601522448	72.6599722899489	67.9246582381011	0.08	UP_pEhEx_DOWN_UmasM
EHI_004870A	0.0943926576138198	1.30448857794294	0.181769868284037	0.861304214999611	0.999154291130592	-4.61134905232299	13	30	30	11	2.05919493256478	3.02202229135027	3.07446991353803	1.73357596431348	0.08	DOWN_pEhEx_UP_UmasM
EHI_004880A	-0.773080650850273	5.56419300728164	-1.25191208888131	0.253794795722055	0.999154291130592	-4.58477137181948	130	632	474	496	20.5919493256478	63.6639362711124	48.5766246339009	78.1685162090444	0.08	UP_pEhEx_DOWN_UmasM
EHI_004900A	-0.321377401202556	2.24591756557985	-0.564047211450579	0.591651990083855	0.999154291130592	-4.6081978309377	41	27	40	42	6.49438401808893	2.71982006221524	4.09929321805071	6.61910822737876	0.08	UP_pEhEx_DOWN_UmasM
EHI_004930A	-0.615166109651069	3.19267631310834	-1.16801977499456	0.28387443684179	0.999154291130592	-4.58890394626019	29	113	104	77	4.59358869572144	11.3829506307527	10.6581623669319	12.1350317501944	0.08	UP_pEhEx_DOWN_UmasM
EHI_004940A	-0.121955833672765	4.07460075722565	-0.308045129523147	0.76768898051503	0.999154291130592	-4.61658620426045	87	186	164	116	13.7807660871643	18.7365382063717	16.8071021940079	18.2813465327604	0.08	UP_pEhEx_DOWN_UmasM
EHI_004960A	-0.0920377258636209	4.44083511394663	-0.240163376347092	0.817604964858677	0.999154291130592	-4.61780850669189	146	189	229	135	23.1263430888045	19.0387404355067	23.4684536733403	21.2757050165746	0.08	UP_pEhEx_DOWN_UmasM
EHI_004970A	0.254748973452018	5.77328682814719	0.404231412538904	0.699018095065466	0.999154291130592	-4.6148212749772	667	330	638	246	105.652540001593	33.242245204853	65.3837268279089	38.769062474647	0.08	DOWN_pEhEx_UP_UmasM
EHI_004980A	-0.445556868236941	1.02216313134808	-0.926347945353323	0.387387289633076	0.999154291130592	-4.59721751233957	12	15	23	14	1.90079532236749	1.51101114567514	2.35709360037916	2.20636940912625	0.08	UP_pEhEx_DOWN_UmasM
EHI_004990A	-0.211704577408549	2.76884785309312	-0.477741227256546	0.648488964497308	0.999154291130592	-4.61116670933553	40	61	56	59	6.33598440789164	6.14477865907889	5.739010505271	9.29827108131778	0.08	UP_pEhEx_DOWN_UmasM
EHI_005000A	-0.657669917475946	1.92460073635969	-1.29910129768406	0.238114206931892	0.999154291130592	-4.58522846178604	14	38	37	38	2.21759454276207	3.82789490237701	3.79184622669691	5.9887169676284	0.08	UP_pEhEx_DOWN_UmasM
EHI_005010A	-0.65187812201369	4.29472455942842	-0.974946939619161	0.364483904161618	0.999154291130592	-4.59664022998811	50	301	198	190	7.91998050986455	30.3209569898811	20.291501429351	29.943584838142	0.08	UP_pEhEx_DOWN_UmasM
EHI_005020A	-0.725205242090525	7.30734258606547	-1.17313658375245	0.281956880877391	0.999154291130592	-4.58878881741847	453	2130	1570	1609	71.7550234193728	214.563582685869	160.89725880849	253.574884234582	0.08	UP_pEhEx_DOWN_UmasM
EHI_005030A	-0.910151199186968	0.756578674999712	-1.23010848403705	0.261337211285942	0.999154291130592	-4.58998654796037	4	18	15	24	0.633598440789164	1.81321337481016	1.53723495676902	3.78234755850215	0.08	UP_pEhEx_DOWN_UmasM
EHI_005040A	-0.0244027250908969	0.971834571712509	-0.0274351375865382	0.978936323525422	0.999154291130592	-4.61021902145135	4	44	15	18	0.633598440789164	4.43229936064707	1.53723495676902	2.83676066887661	0.08	UP_pEhEx_DOWN_UmasM
EHI_005060A	-0.806639291342264	6.20419312377896	-1.7887645938489	0.120090389021117	0.999154291130592	-4.56139587962639	301	650	729	801	47.6782826693846	65.4771496459226	74.7096188989742	126.235849765009	0.08	UP_pEhEx_DOWN_UmasM
EHI_005070A	-0.648184729293399	4.04915549248764	-1.00036895082749	0.352928798821656	0.999154291130592	-4.59559415648679	43	248	174	154	6.81118323848351	24.9820509418289	17.8319254985206	24.2700635003888	0.08	UP_pEhEx_DOWN_UmasM
EHI_005080A	-0.20664262773234	3.05418667810491	-0.472890933836473	0.651765450507937	0.999154291130592	-4.61185813623834	62	60	83	58	9.82077583223204	6.04404458270054	8.50603342745523	9.14067326638019	0.08	UP_pEhEx_DOWN_UmasM
EHI_005100A	-0.651181643498681	3.27086883715031	-0.915035826292341	0.392872428448452	0.999154291130592	-4.59875870610831	22	159	108	86	3.4847914243404	16.0167181441564	11.0680916887369	13.5534120846327	0.08	UP_pEhEx_DOWN_UmasM
EHI_005120A	0.187943681258863	0.699201796071925	0.343327387026345	0.742193672164288	0.999154291130592	-4.60679301210718	14	13	14	9	2.21759454276207	1.30954299291845	1.43475262631775	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_005130A	0.0628834134579582	3.85810892988088	0.165386843665209	0.873667855870732	0.999154291130592	-4.61817393207562	88	155	142	87	13.9391656973616	15.6137818386431	14.55249092408	13.7110098995703	0.08	DOWN_pEhEx_UP_UmasM
EHI_005140A	-0.358670402745725	5.41892675661885	-0.800405701159156	0.451749658688942	0.999154291130592	-4.6034234822185	271	330	355	407	42.9262943634658	33.242245204853	36.3812273102001	64.1423106795989	0.08	UP_pEhEx_DOWN_UmasM
EHI_005150A	-0.144290653907024	8.05327443021303	-0.298567417750068	0.774592997051065	0.999154291130592	-4.61394557136803	1148	3515	2736	1748	181.84275250649	354.080278469874	280.391656114669	275.480980510907	0.08	UP_pEhEx_DOWN_UmasM
EHI_005260A	0.775762360375681	0.367781826805638	0.885849508800171	0.4072941769059	0.999154291130592	-4.59725464096514	22	8	7	7	3.4847914243404	0.805872611026739	0.717376313158875	1.10318470456313	0.08	DOWN_pEhEx_UP_UmasM
EHI_005460A	0.0534787046106015	8.5038221591108	0.104294791163956	0.920081892618519	0.999154291130592	-4.61497146815716	3398	2496	3320	2391	538.241875450395	251.432254640343	340.241337098209	376.816375515777	0.08	DOWN_pEhEx_UP_UmasM
EHI_005657A	-0.134536681744653	0.71457920538707	-0.223769272533643	0.829810164554614	0.999154291130592	-4.60795673211784	13	11	12	14	2.05919493256478	1.10807484016177	1.22978796541521	2.20636940912625	0.08	UP_pEhEx_DOWN_UmasM
EHI_005860A	0.270670660641902	2.19458001966739	0.363945817106576	0.727453606428967	0.999154291130592	-4.61199503080297	14	105	40	27	2.21759454276207	10.577078019726	4.09929321805071	4.25514100331492	0.08	DOWN_pEhEx_UP_UmasM
EHI_005870A	-0.174254538178286	5.38538784610618	-0.429919215288223	0.681153548323432	0.999154291130592	-4.61452544406195	288	336	379	321	45.6190877368198	33.846649663123	38.8408032410305	50.5888985949662	0.08	UP_pEhEx_DOWN_UmasM
EHI_005890A	0.240811900072089	11.0512606058026	0.436912249847032	0.676327939806678	0.999154291130592	-4.60767945533339	21093	15631	19395	12304	3341.12297789146	1574.57434786987	1987.64479910234	1939.0835149921	0.08	DOWN_pEhEx_UP_UmasM
EHI_005900A	-0.307152437541839	2.24965869329468	-0.731824487796835	0.489827652388272	0.999154291130592	-4.6038771066148	24	46	50	34	3.80159064473498	4.63376751340375	5.12411652256339	5.35832570787804	0.08	UP_pEhEx_DOWN_UmasM
EHI_005910A	0.473479685140841	5.79083888780978	1.18514132834048	0.277500871746018	0.999154291130592	-4.5877660790031	455	583	526	260	72.0718226397674	58.7279665285736	53.9057058173669	40.9754318837733	0.08	DOWN_pEhEx_UP_UmasM
EHI_005920A	0.774472291808196	0.0250724029635612	0.994286831485375	0.355666839535576	0.999154291130592	-4.59527015558145	14	8	7	4	2.21759454276207	0.805872611026739	0.717376313158875	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_005940A	0.447948770991898	3.44589989078747	0.877324012149695	0.411580256329884	0.999154291130592	-4.60023241260074	86	119	137	38	13.622366476967	11.9873550890227	14.0400792718237	5.9887169676284	0.08	DOWN_pEhEx_UP_UmasM
EHI_005950A	-0.489162270024917	4.9245022235326	-1.13916890800594	0.294892491879098	0.999154291130592	-4.58967985367955	127	322	310	258	20.1167504950559	32.4363725938263	31.769522439893	40.6602362538981	0.08	UP_pEhEx_DOWN_UmasM
EHI_005960A	0.032537939762935	2.45022053181176	0.0342761725551729	0.973686167845207	0.999154291130592	-4.61557537614974	12	144	36	52	1.90079532236749	14.5057069984813	3.68936389624564	8.19508637675466	0.08	DOWN_pEhEx_UP_UmasM
EHI_005970A	0.136769822378292	10.3572573971432	0.213594474104041	0.83741123252951	0.999154291130592	-4.61118163752721	15250	7635	12691	7773	2415.59405550869	769.104673148644	1300.60325575704	1225.00781550988	0.08	DOWN_pEhEx_UP_UmasM
EHI_006000A	0.380585552127691	-0.0641098972353508	0.482078343502096	0.645566298381641	0.999154291130592	-4.60148398022739	4	16	12	3	0.633598440789164	1.61174522205348	1.22978796541521	0.472793444812769	0.08	DOWN_pEhEx_UP_UmasM
EHI_006010A	0.0965292762941658	4.39098598680146	0.247142000536922	0.812425910221615	0.999154291130592	-4.61769021915205	157	187	204	124	24.8687388009747	18.83727228275	20.9063954120586	19.5421290522611	0.08	DOWN_pEhEx_UP_UmasM
EHI_006020A	0.912706903176135	0.539512832854473	1.3284227451496	0.228804058179976	0.999154291130592	-4.58842323529929	14	19	17	3	2.21759454276207	1.91394745118851	1.74219961767155	0.472793444812769	0.08	DOWN_pEhEx_UP_UmasM
EHI_006030A	-0.216684818218098	3.33698026744855	-0.466398436107952	0.656164411691503	0.999154291130592	-4.6125304599154	43	125	120	61	6.81118323848351	12.5917595472928	12.2978796541521	9.61346671119296	0.08	UP_pEhEx_DOWN_UmasM
EHI_006040A	1.06705935985512	1.9264767507349	2.24149363439447	0.0628551512730368	0.999154291130592	-4.55329116087977	35	54	33	12	5.54398635690518	5.43964012443049	3.38191690489184	1.89117377925107	0.08	DOWN_pEhEx_UP_UmasM
EHI_006050A	0.120680697880308	4.75825349965792	0.305060072345859	0.769860998093651	0.999154291130592	-4.61697647768279	209	238	264	157	33.1055185312338	23.9747101780455	27.0553352391347	24.7428569452016	0.08	DOWN_pEhEx_UP_UmasM
EHI_006060A	0.098604314494891	2.03488192503261	0.21093802064269	0.839398886359177	0.999154291130592	-4.61349947768498	21	51	33	29	3.32639181414311	5.13743789529546	3.38191690489184	4.5703366331901	0.08	DOWN_pEhEx_UP_UmasM
EHI_006070A	-0.314798880183932	7.98242031077124	-0.748892157399854	0.48015373235293	0.999154291130592	-4.60385733289603	1652	1945	2607	1893	261.676156045925	195.927778555876	267.171435486455	298.332663676857	0.08	UP_pEhEx_DOWN_UmasM
EHI_006130A	-0.175204052700864	2.31033405741769	-0.422916920495882	0.686001884777356	0.999154291130592	-4.61125964284594	27	49	51	33	4.27678947532686	4.93596974253878	5.22659885301466	5.20072789294045	0.08	UP_pEhEx_DOWN_UmasM
EHI_006150A	0.466007889479411	2.49139976094658	0.953579268924325	0.374421905207167	0.999154291130592	-4.59709646972917	57	48	52	26	9.02877778124558	4.83523566616044	5.32908118346593	4.09754318837733	0.08	DOWN_pEhEx_UP_UmasM
EHI_006160A	-0.470284185416803	3.64715724024689	-1.03784805026903	0.336421884912533	0.999154291130592	-4.59406678210139	50	139	164	82	7.91998050986455	14.0020366165896	16.8071021940079	12.9230208248823	0.08	UP_pEhEx_DOWN_UmasM
EHI_006170A	-0.970315096250218	4.71589323452734	-1.50862114117426	0.178401937440671	0.999154291130592	-4.57303053713671	68	321	250	335	10.7711734934158	32.3356385174479	25.620582612817	52.7952680040925	0.08	UP_pEhEx_DOWN_UmasM
EHI_006190A	0.204999896545992	3.97067612417049	0.508495194774522	0.627913017606344	0.999154291130592	-4.61231637250668	127	139	142	92	20.1167504950559	14.0020366165896	14.55249092408	14.4989989742582	0.08	DOWN_pEhEx_UP_UmasM
EHI_006200A	-1.37166173928818	-0.486956037199678	-0.489015807419327	0.640905482543469	0.999154291130592	-4.59994705843848	66	0	60	0	10.4543742730212	0	6.14893982707607	0	0.08	UP_pEhEx_DOWN_UmasM
EHI_006550A	0.24191142416372	3.44596592649218	0.615632413816291	0.559078520109292	0.999154291130592	-4.60886099400658	68	128	104	59	10.7711734934158	12.8939617764278	10.6581623669319	9.29827108131778	0.08	DOWN_pEhEx_UP_UmasM
EHI_006670A	0.166729402867562	8.0425049182087	0.349772455049225	0.737573075034753	0.999154291130592	-4.61320171909515	2381	2030	2682	1445	377.14947187975	204.490175048035	274.8576102703	227.728842584817	0.08	DOWN_pEhEx_UP_UmasM
EHI_006680A	-4.52300641283186	1.27399865464791	-2.63957268808319	0.0358053553326063	0.999154291130592	-4.56761176295642	54	0	80	60	8.55357895065371	0	8.19858643610143	9.45586889625537	0.08	UP_pEhEx_DOWN_UmasM
EHI_006690A	-0.130159302752593	0.225526587592605	-0.174639110072241	0.866680551981764	0.999154291130592	-4.60507738888293	3	19	12	8	0.475198830591873	1.91394745118851	1.22978796541521	1.26078251950072	0.08	UP_pEhEx_DOWN_UmasM
EHI_006700A	0.620596792231101	2.34339269023022	1.05550304438043	0.328862575075943	0.999154291130592	-4.59353324721036	23	103	41	25	3.64319103453769	10.3756098669693	4.20177554850198	3.93994537343974	0.08	DOWN_pEhEx_UP_UmasM
EHI_006710A	-0.340028001656164	1.33939587974355	-0.578786433392793	0.582234512457584	0.999154291130592	-4.60590049386127	8	35	28	18	1.26719688157833	3.52569267324198	2.8695052526355	2.83676066887661	0.08	UP_pEhEx_DOWN_UmasM
EHI_006720A	-0.216283575097949	2.23750416392127	-0.519552290059315	0.620601068462661	0.999154291130592	-4.60918013569172	27	43	46	34	4.27678947532686	4.33156528426872	4.71418720075832	5.35832570787804	0.08	UP_pEhEx_DOWN_UmasM
EHI_006730A	0.284071343460174	3.00827665264558	0.551516147386444	0.599726685396002	0.999154291130592	-4.60990227630136	83	60	81	39	13.1471676463751	6.04404458270054	8.30106876655269	6.14631478256599	0.08	DOWN_pEhEx_UP_UmasM
EHI_006740A	0.576212388917913	0.795977640056013	1.01566967394065	0.346114116013316	0.999154291130592	-4.59491165518819	11	25	18	6	1.7423957121702	2.51835190945856	1.84468194812282	0.945586889625537	0.08	DOWN_pEhEx_UP_UmasM
EHI_006750A	0.796754628997701	0.356285275487093	1.29355809712287	0.239911219044722	0.999154291130592	-4.58955604525534	9	19	12	4	1.42559649177562	1.91394745118851	1.22978796541521	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_006760A	0.30340754425279	0.423445482820034	0.514923844323254	0.623656204895591	0.999154291130592	-4.60330953846335	9	15	15	5	1.42559649177562	1.51101114567514	1.53723495676902	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_006800A	0.156806129896058	-0.0105786958971389	0.228191226419244	0.826512871264312	0.999154291130592	-4.60352440551037	4	14	10	5	0.633598440789164	1.41027706929679	1.02482330451268	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_006810A	-0.0167379165287067	6.36547329162631	-0.0229343532333006	0.982391090447107	0.999154291130592	-4.61842935478452	242	1763	699	599	38.3327056677444	177.594176655018	71.6351489854362	94.4010911476161	0.08	UP_pEhEx_DOWN_UmasM
EHI_006830A	0.304535788215725	4.14031008184922	0.71786806475204	0.497834531227862	0.999154291130592	-4.60620627861528	134	179	195	79	21.225547766437	18.0313996717233	19.9840544379972	12.4502273800696	0.08	DOWN_pEhEx_UP_UmasM
EHI_006840A	-0.828927884314202	5.73415735287556	-1.29374003842401	0.23985204872108	0.999154291130592	-4.58296870302219	141	712	521	592	22.334345037818	71.7226623813798	53.3932941651105	93.297906443053	0.08	UP_pEhEx_DOWN_UmasM
EHI_006850A	-2.35592517443488	2.1203561205613	-3.38787730180103	0.0130300922145595	0.999154291130592	-4.52793569450281	7	28	61	105	1.10879727138104	2.82055413859359	6.25142215752734	16.5477705684469	0.08	UP_pEhEx_DOWN_UmasM
EHI_006860A	-0.122208249804735	10.9503041634927	-0.226716357082085	0.827612209012362	0.999154291130592	-4.61024616114437	16790	13317	18866	14098	2659.52945521251	1341.47569513039	1933.43164629362	2221.81399499014	0.08	UP_pEhEx_DOWN_UmasM
EHI_006880A	-0.456972405782812	3.15976252269111	-1.00274563140072	0.351863381925235	0.999154291130592	-4.59544447845922	35	101	106	64	5.54398635690518	10.1741417142126	10.8631270278344	10.0862601560057	0.08	UP_pEhEx_DOWN_UmasM
EHI_006885A	2.7105740723696	2.88703732203689	2.45750661682763	0.0462448114156565	0.999154291130592	-4.54282282275197	152	160	105	4	24.0767407499882	16.1174522205348	10.7606446973831	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_006900A	-0.582223783472864	5.09921973974841	-1.23096546737392	0.261037157194882	0.999154291130592	-4.58561393293584	126	388	354	307	19.9583508848587	39.0848216347969	36.2787449797488	48.38252918584	0.08	UP_pEhEx_DOWN_UmasM
EHI_006920A	0.163307687499185	2.20686490527465	0.368225707197789	0.724409344356299	0.999154291130592	-4.61195809222705	36	41	47	24	5.70238596710247	4.13009713151204	4.81666953120959	3.78234755850215	0.08	DOWN_pEhEx_UP_UmasM
EHI_006930A	-0.0323064823563157	4.04644169260441	-0.065242630650624	0.949942862415161	0.999154291130592	-4.61898178950122	153	109	176	97	24.2351403601855	10.9800143252393	18.0368901594231	15.2869880489462	0.08	UP_pEhEx_DOWN_UmasM
