U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2
EHI_001130A	216.660809087447	229.041537080648	145.508018609959	267.393531849577
EHI_001140A	2.78166516660061	3.58852544472404	5.39619847805313	4.41729402835204
EHI_001150A	12.3629562960027	11.5456905612861	10.887067104844	6.92042731108487
EHI_001180A	1.23629562960027	0.312045690845569	1.04137163611552	0.588972537113606
EHI_001400A	285.738827391362	263.834631609929	226.356325632018	281.234386471747
EHI_001410A	3.39981298140074	3.27647975387848	3.3134552058221	2.06140387989762
EHI_001420A	1080.21330636324	1377.21365654692	1146.64484151192	1575.05980737606
EHI_001430A	1.08175867590024	1.40420560880506	1.13604178485329	2.35589014845442
EHI_001635A	44.1975687582096	70.990394667367	51.8792415083002	30.9210581984643
EHI_001780A	748.113392861863	485.543094955705	599.262041510111	367.224376890333
EHI_001800A	1.08175867590024	1.24818276338228	1.13604178485329	0.147243134278401
EHI_001810A	72.9414421464159	66.621754995529	80.1856159808947	65.8176810224454
EHI_001820A	2.16351735180047	0	3.21878505708432	3.09210581984643
EHI_001830A	4.48157165730098	4.83670820810632	6.62691041164419	5.74248223685766
EHI_001840A	13.908325833003	16.6944444602379	15.8099148392083	18.2581486505218
EHI_001850A	20.2443409347044	20.7510384412303	22.2474849533769	19.2888505904706
EHI_001910A	4.32703470360094	2.0282969904962	2.08274327223103	1.32518820850561
EHI_001940A	51.9244164432113	76.2951714117416	124.585915738911	184.20116098228
EHI_001950A	25.8076712679056	31.828660466248	31.9985102733677	39.3139168523332
EHI_001990A	4.17249774990091	2.65238837218734	5.11218803183981	1.17794507422721
EHI_002110A	20.7079517958045	22.7793354317265	21.4901237634747	13.1046389507777
EHI_002130A	17.9262866292039	18.4106957598886	21.4901237634747	17.3746898448514
EHI_002140A	42.4976622675093	39.0057113556961	33.9865833968609	34.1604071525891
EHI_002150A	3.70888688880081	2.80841121761012	3.40812535455987	2.94486268556803
EHI_002160A	218.515252531848	205.014018885539	182.713387063904	225.576481714511
EHI_002180A	95.9674482477209	81.7559710015391	74.221396610415	44.1729402835204
EHI_002190A	13.599251925603	41.6580997278835	17.5139775164882	51.9768264002757
EHI_002200A	36.1616471658079	37.9135514377366	23.9515476306569	18.2581486505218
EHI_002210A	2.62712821290057	2.49636552676455	2.5560940159199	2.94486268556803
EHI_002670A	26.4258190827058	18.7227414507341	33.3238923556965	41.5225638665092
EHI_002780A	6.02694119430131	4.0565939809924	4.44949699067539	2.94486268556803
EHI_002790A	4.63610861100101	4.68068536268354	4.54416713941316	6.92042731108487
EHI_002990A	8.19045854610178	5.46079958979746	7.85762234523526	5.44799596830085
EHI_003000A	10.8175867590024	11.8577362521316	9.46701487377742	8.83458805670409
EHI_003010A	92.5676352663202	115.924974149129	116.065602352511	158.43361248356
EHI_003040A	2.00898039810044	2.0282969904962	1.79873282601771	1.76691761134082
EHI_003240.mRNA	21.7897104717047	12.9498961700911	7.00559100659529	0.736215671392007
EHI_003260A	210.324793985746	182.858774835503	135.946333587444	164.176094720418
EHI_003890A	5.87240424060128	4.0565939809924	3.3134552058221	1.47243134278401
EHI_003900A	3.09073907400067	2.80841121761012	3.59746565203542	3.68107835696004
EHI_003930A	15.7627692774034	25.7437694947595	12.9698103770751	23.853387753101
EHI_003940A	1128.27429896395	1339.30010510918	1214.04998741322	1408.23333623863
EHI_003950A	3.09073907400067	1.71625129965063	2.27208356970658	1.32518820850561
EHI_004170A	80.6682898314176	85.5005192916859	107.639959114849	171.538251434338
EHI_004190A	5.40879337950118	5.46079958979746	4.26015669319984	3.68107835696004
EHI_004200A	9529.98486077367	7606.42576005159	5824.48623094282	8517.42634546841
EHI_004210A	1.23629562960027	1.09215991795949	1.04137163611552	0.147243134278401
EHI_004230A	45.5884013415099	52.5796989074784	60.5888951921755	79.953021913172
EHI_004350A	5.09971947210111	7.17705088944809	7.66828204775971	10.7487488023233
EHI_004370A	38.4797014713084	26.2118380310278	31.1464789347277	37.6942423752708
EHI_004380A	55.6333033320121	48.0550363902176	62.6716384644065	63.461790873991
EHI_004400A	12.6720302034028	14.3541017788962	22.0581446559014	33.4241914811971
EHI_004430A	0	0	7.47894175028416	8.98183119098249
EHI_004440A	25.1895234531055	26.5238837218734	17.7979879627015	14.2825840250049
EHI_004470A	1.08175867590024	1.24818276338228	1.70406267727993	0.736215671392007
EHI_004490A	51.7698794895113	26.5238837218734	38.6254206850119	78.7750768389448
EHI_004510A	1.23629562960027	1.56022845422785	1.13604178485329	0.294486268556803
EHI_004530A	14.8355475552032	18.7227414507341	10.3190462124174	9.27631745953929
EHI_004550A	311.855572566668	321.095015880091	242.166240471226	521.240695345541
EHI_004560A	0.463610861100101	0	1.60939252854216	1.91416074561922
EHI_004570A	15.4536953700034	17.1625129965063	16.1885954341594	12.8101526822209
EHI_004580A	2.78166516660061	0.468068536268354	2.36675371844435	3.53383522268163
EHI_004590A	3.86342384250084	3.74454829014683	4.54416713941316	4.56453716263044
EHI_004600A	76.1867181741166	73.3307373487087	85.6764846076856	127.218068016539
EHI_004610A	10.1994389442022	11.5456905612861	13.0644805258128	15.4605290992322
EHI_004640A	20.5534148421045	20.1269470595392	18.0819984089149	13.5463683536129
EHI_004750A	41.415903591609	50.707424762405	44.7789803529672	44.3201834177988
EHI_004760A	74.0232008223161	77.5433541751239	69.7718996197396	86.2844766871432
EHI_004770A	39.0978492861085	42.2821911095746	39.3827818749141	37.1052698381572
EHI_004780A	28.5893364345062	29.3322949394835	28.6850550675456	22.2337132760386
EHI_004790A	608.102912809632	665.593458573599	598.788690766422	712.067797370349
EHI_004800A	12.6720302034028	13.4179647063595	15.6205745417327	9.27631745953929
EHI_004810A	129.965578061728	124.662253492805	102.338430785534	105.131597874779
EHI_004820A	19.6261931199043	22.467289740881	25.1822595642479	29.7431131242371
EHI_004830A	22.0987843791048	24.1835410405316	20.0700715324081	23.117172081709
EHI_004840A	90.8677287756198	105.003374969534	138.502427603364	219.981242611932
EHI_004850A	1.54536953700034	0.624091381691138	1.89340297475548	0.883458805670409
EHI_004860A	41.8795144527091	46.0267393997214	67.1211354550819	63.461790873991
EHI_004870A	2.00898039810044	2.18431983591898	2.84010446213323	1.61967447706242
EHI_004880A	34.4617406751075	36.8213915197772	44.873650501705	73.0325946020871
EHI_004900A	6.49055205540141	4.83670820810632	3.78680594951097	6.18421163969286
EHI_004930A	4.01796079620087	13.2619418609367	9.84569546872851	11.3377213394369
EHI_004940A	12.5174932497027	16.2263759239696	15.525904392995	17.0802035762946
EHI_004960A	23.9532278235052	27.6160436398329	21.6794640609503	19.8778231275842
EHI_004970A	75.8776442667165	55.3881101250885	60.3995548946999	36.2218110324868
EHI_004980A	3.39981298140074	1.24818276338228	2.17741342096881	2.06140387989762
EHI_004990A	5.40879337950118	6.39693666233417	5.30152832931535	8.68734492242569
EHI_005000A	2.3180543055005	3.12045690845569	3.50279550329764	5.59523910257925
EHI_005010A	8.80860636090192	10.9215991795949	18.7446894500793	27.9761955128963
EHI_005020A	73.8686638686161	95.4859813987441	148.632133518305	236.914203053948
EHI_005030A	0.309073907400067	0.780114227113923	1.42005223106661	3.53383522268163
EHI_005040A	1.08175867590024	0.624091381691138	1.42005223106661	2.65037641701123
EHI_005060A	52.8516381654115	65.6856179229923	69.0145384298374	117.941750557
EHI_005070A	8.80860636090192	9.82943926163543	16.4726058803727	22.6754426788738
EHI_005080A	10.1994389442022	9.67341641621264	7.85762234523526	8.54010178814728
EHI_005100A	5.09971947210111	5.30477674437467	10.2243760636796	12.6629095479425
EHI_005120A	1.8544434444004	1.40420560880506	1.32538208232884	1.32518820850561
EHI_005130A	13.908325833003	12.6378504792455	13.4431611207639	12.8101526822209
EHI_005140A	35.6980363047078	47.5869678539493	33.6079028019098	59.9279556513094
EHI_005150A	188.998694375141	207.510384412303	259.01752694655	257.380998718646
EHI_005460A	444.448278841297	393.489616156263	314.30489380941	352.058334059658
EHI_005657A	1.3908325833003	3.12045690845569	1.13604178485329	2.06140387989762
EHI_005860A	2.78166516660061	2.49636552676455	3.78680594951097	3.97556462551684
EHI_005870A	40.4886818694088	48.0550363902176	35.8799863716164	47.2650461033669
EHI_005890A	2656.49023410358	2630.2331281373	1836.12753476913	1811.67952416145
EHI_005900A	4.17249774990091	4.99273105352911	4.73350743688871	5.00626656546565
EHI_005910A	54.0879337950118	51.0194704532505	49.7964982360692	38.2832149123844
EHI_005940A	12.2084193423027	14.0420560880506	12.9698103770751	5.59523910257925
EHI_005950A	23.6441539161051	26.5238837218734	29.34774610871	37.9887286438276
EHI_005960A	2.62712821290057	2.0282969904962	3.40812535455987	7.65664298247687
EHI_005970A	1769.13904595799	1474.10384355447	1201.45885763109	1144.52088274601
EHI_006010A	21.1715626569046	27.4600207944101	19.3127103425059	18.2581486505218
EHI_006020A	3.55434993510077	1.09215991795949	1.60939252854216	0.441729402835204
EHI_006030A	7.57231073130165	9.82943926163543	11.3604178485329	8.98183119098249
EHI_006040A	6.64508900910145	2.80841121761012	3.12411490834655	1.76691761134082
EHI_006050A	28.2802625271062	27.6160436398329	24.9929192667724	23.117172081709
EHI_006060A	2.62712821290057	3.27647975387848	3.12411490834655	4.27005089407364
EHI_006070A	212.488311337546	247.140187149691	246.805077759377	278.731253189014
EHI_006130A	4.79064556470104	4.68068536268354	4.82817758562648	4.85902343118725
EHI_006150A	5.40879337950118	7.33307373487087	4.92284773436426	3.82832149123844
EHI_006160A	8.49953245350185	8.58125649825315	15.525904392995	12.0739370108289
EHI_006170A	13.2901780182029	18.2546729144658	23.6675371844435	49.3264499832645
EHI_006190A	16.8445279533037	15.1342160060101	13.4431611207639	13.5463683536129
EHI_006200A	12.0538823886026	6.0848909714886	5.68020892426645	0
EHI_006550A	10.1994389442022	9.98546210705821	9.84569546872851	8.68734492242569
EHI_006670A	263.176432151157	305.180685646967	253.90533891471	212.76632903229
EHI_006680A	7.41777377760162	2.18431983591898	7.57361189902193	8.83458805670409
EHI_006690A	0.927221722200202	0.624091381691138	1.13604178485329	1.17794507422721
EHI_006700A	5.40879337950118	3.27647975387848	3.88147609824874	3.68107835696004
EHI_006710A	2.3180543055005	1.56022845422785	2.65076416465768	2.65037641701123
EHI_006720A	4.94518251840108	5.14875389895189	4.35482684193761	5.00626656546565
EHI_006730A	11.1266606664024	10.141484952481	7.66828204775971	5.74248223685766
EHI_006740A	2.00898039810044	1.56022845422785	1.70406267727993	0.883458805670409
EHI_006760A	1.23629562960027	1.71625129965063	1.42005223106661	0.736215671392007
EHI_006810A	39.2523862398085	45.0906023271847	66.1744339677041	88.1986374327625
EHI_006830A	23.026006101305	20.5950155958076	18.460679003866	11.6322076079937
EHI_006840A	27.9711886197061	40.565939809924	49.3231474923803	87.1679354928137
EHI_006850A	3.09073907400067	2.49636552676455	5.77487907300422	15.4605290992322
EHI_006860A	2286.5287669457	2318.03141444631	1786.04702608685	2075.8337070569
EHI_006880A	7.57231073130165	13.2619418609367	10.0350357662041	9.42356059381769
EHI_006885A	10.3539758979023	10.141484952481	9.94036561746629	0.588972537113606
EHI_006900A	21.0170257032046	26.5238837218734	33.5132326531721	45.2036422234692
EHI_006920A	4.32703470360094	5.14875389895189	4.44949699067539	3.53383522268163
EHI_006930A	18.544434444004	17.0064901510835	16.6619461778483	14.2825840250049
EHI_006940A	10.9721237127024	14.3541017788962	19.3127103425059	27.3872229757827
EHI_006960A	0.927221722200202	1.09215991795949	2.36675371844435	3.23934895412483
EHI_006970A	0.463610861100101	1.40420560880506	1.42005223106661	1.91416074561922
EHI_006980A	615.984297448334	779.178090041386	682.382432101876	963.559070717859
EHI_007000A	30.5983168326067	31.6726376208253	24.8035789692968	22.380956410317
EHI_007020A	2.16351735180047	2.96443406303291	3.02944475960877	2.35589014845442
EHI_007030A	11.2811976201025	9.36137072536707	13.2538208232884	12.2211801451073
EHI_007140A	2.3180543055005	3.27647975387848	4.26015669319984	6.03696850541446
EHI_007150A	27.8166516660061	31.5166147754025	21.3007834659992	21.9392270074818
EHI_007260A	2.47259125920054	1.87227414507341	1.70406267727993	3.68107835696004
EHI_007270A	2.00898039810044	2.0282969904962	2.74543431339545	1.76691761134082
EHI_007310A	10.5085128516023	8.42523365283037	6.34289996543087	7.80388611675528
EHI_007320A	2.16351735180047	4.21261682641518	3.59746565203542	8.09837238531208
EHI_007330A	217.433493855947	229.041537080648	206.570264545823	260.473104538492
EHI_007340A	1.08175867590024	0.936137072536707	1.51472237980439	2.20864701417602
EHI_007350A	1030.76148117922	952.207425615254	697.908336494871	732.387349900769
EHI_007360A	29.5165581567064	27.6160436398329	26.2236312003634	21.0557682018114
EHI_007460A	12.3629562960027	14.1980789334734	16.8512864753238	13.8408546221697
EHI_007480A	21.4806365643047	29.6443406303291	22.8155058458036	26.0620347672771
EHI_007490A	3.24527602770071	3.12045690845569	2.5560940159199	4.12280775979524
EHI_007500A	20.8624887495045	19.8149013686936	18.7446894500793	14.8715565621185
EHI_007510A	5023.68729088069	5458.14720142527	3523.05491512753	2299.93775742863
EHI_007620A	1195.96148468456	1311.68406146935	839.629549155319	552.603482946841
EHI_007630A	24.2623017309053	24.4955867313772	17.7979879627015	7.06767044536327
EHI_007640A	1.08175867590024	4.83670820810632	1.42005223106661	5.15350969974405
EHI_007770A	115.284567460225	107.343717650876	97.6995934973829	66.406653559559
EHI_007920A	8.80860636090192	11.2336448704405	7.85762234523526	6.62594104252806
EHI_007930A	10.1994389442022	9.51739357078986	19.0286998962926	27.3872229757827
EHI_007940A	30.4437798789066	59.9127726423493	83.6884114841924	93.3521471325065
EHI_007950A	0.927221722200202	1.40420560880506	1.23071193359106	0.883458805670409
EHI_007970A	3.24527602770071	2.96443406303291	4.07081639572429	5.00626656546565
EHI_007980A	0.618147814800135	1.87227414507341	1.23071193359106	4.71178029690885
EHI_007990A	7.41777377760162	10.141484952481	8.70965368387522	7.95112925103368
EHI_008000A	1.8544434444004	1.24818276338228	1.51472237980439	1.03070193994881
EHI_008010A	2399.18620619302	2138.13707367384	1777.62138284919	1585.66131304411
EHI_008020A	1.08175867590024	1.87227414507341	0.852031338639967	2.06140387989762
EHI_008030A	12.6720302034028	14.0420560880506	13.2538208232884	14.4298271592833
EHI_008040A	3.39981298140074	3.27647975387848	5.01751788310203	7.50939984819847
EHI_008080A	2.93620212030064	1.87227414507341	1.79873282601771	2.35589014845442
EHI_008090A	40.6432188231088	46.0267393997214	49.891168384807	50.7988813260485
EHI_008100A	3.09073907400067	2.0282969904962	2.36675371844435	1.91416074561922
EHI_008110A	1.69990649070037	1.40420560880506	1.60939252854216	2.35589014845442
EHI_008120A	10.6630498053023	10.141484952481	12.2124491871729	9.8652899966529
EHI_008130A	11.4357345738025	5.61682243522024	6.05888951921755	1.17794507422721
EHI_008150A	3.55434993510077	2.34034268134177	3.97614624698652	3.53383522268163
EHI_008200A	24.7259125920054	29.0202492486379	43.2642579731628	52.5657989373893
EHI_008210A	213.260996106046	254.317238039139	286.66121037798	276.669849309116
EHI_008220A	3.86342384250084	3.90057113556961	4.92284773436426	3.09210581984643
EHI_008230A	22.4078582865049	20.5950155958076	27.3596729852167	25.7675484987203
EHI_008240A	3.55434993510077	3.27647975387848	3.3134552058221	3.38659208840323
EHI_008370A	3.24527602770071	2.49636552676455	4.07081639572429	2.79761955128963
EHI_008380A	20.2443409347044	19.5028556778481	21.1114431685236	33.1297052126403
EHI_008390A	19.1625822588042	21.5311526683443	14.673873054355	14.2825840250049
EHI_008420A	32.143686369607	22.3112668954582	22.1528148046392	8.54010178814728
EHI_008450A	29.0529472956063	31.3605919299797	22.7208356970658	26.9454935729475
EHI_008470A	17.4626757681038	22.9353582771493	32.8505416120076	49.9154225203781
EHI_008600A	3.24527602770071	3.43250259930126	3.12411490834655	4.12280775979524
EHI_008610A	2.93620212030064	3.12045690845569	2.934774610871	1.76691761134082
EHI_008620A	2595.91174825317	2499.32996082759	1877.49838976754	2368.55305800237
EHI_008630A	18.544434444004	33.3888889204759	16.4726058803727	36.3690541667652
EHI_008650A	4255.79316794523	4222.60228852224	3638.36315629014	5414.86626308821
EHI_008660A	12.9811041108028	12.9498961700911	9.94036561746629	11.9266938765505
EHI_008680A	1.08175867590024	0.936137072536707	1.13604178485329	0.588972537113606
EHI_008710A	12.5174932497027	14.0420560880506	12.1177790384351	9.57080372809609
EHI_008720A	0.618147814800135	1.09215991795949	1.79873282601771	1.61967447706242
EHI_008730A	59.1876532671129	60.3808411786176	54.908686267909	47.7067755062021
EHI_008740A	1.69990649070037	2.65238837218734	1.89340297475548	2.20864701417602
EHI_008750A	1.3908325833003	1.24818276338228	1.42005223106661	1.03070193994881
EHI_008760A	1.69990649070037	1.09215991795949	1.89340297475548	0.736215671392007
EHI_008770A	74.3322747297162	61.7850467874227	67.1211354550819	50.9461244603269
EHI_008780A	2.16351735180047	1.40420560880506	1.42005223106661	0.883458805670409
EHI_008790A	10.1994389442022	8.1131879619848	11.739098443484	8.54010178814728
EHI_009020A	2.3180543055005	2.80841121761012	1.60939252854216	1.17794507422721
EHI_009030A	8.19045854610178	8.42523365283037	11.6444282947462	9.12907432526089
EHI_009240A	12.5174932497027	15.6022845422785	21.0167730197859	30.4793287956291
EHI_009260A	97.9764286458213	102.038940906501	101.770409893107	97.0332254894665
EHI_009370A	5.09971947210111	2.80841121761012	3.59746565203542	1.17794507422721
EHI_009380A	34.7708145825076	42.750259645843	39.8561326186029	51.3878538631621
EHI_009390A	2.16351735180047	1.56022845422785	1.98807312349326	1.47243134278401
EHI_009405A	37.8615536565082	58.9766355698126	45.2523310966561	78.6278337046664
EHI_009410A	9.89036503680215	8.1131879619848	10.0350357662041	10.6015056680449
EHI_009440A	3.55434993510077	2.49636552676455	1.51472237980439	0.736215671392007
EHI_009450A	4.32703470360094	3.43250259930126	5.39619847805313	4.71178029690885
EHI_009460A	1.23629562960027	2.0282969904962	1.13604178485329	1.76691761134082
EHI_009470A	114.357345738025	116.237019839974	86.7178562438011	107.78197429179
EHI_009490A	10.5085128516023	8.1131879619848	16.4726058803727	18.2581486505218
EHI_009500A	214.651828689347	204.389927503848	198.712642200588	66.9956260966727
EHI_009510A	7.26323682390158	5.30477674437467	6.15355966795532	5.30075283402245
EHI_009520A	2.93620212030064	1.40420560880506	2.17741342096881	1.17794507422721
EHI_009530A	1751.98544409728	1933.27907763372	1562.72014521444	1989.10750096693
EHI_009540A	16.3809170922036	19.9709242141164	11.4550879972707	10.6015056680449
EHI_009560A	4.01796079620087	5.30477674437467	6.15355966795532	5.00626656546565
EHI_009570A	9.42675417570205	17.1625129965063	9.18300442756409	17.0802035762946
EHI_009590A	5.87240424060128	7.64511942571644	4.26015669319984	6.47869790824966
EHI_009610A	16.9990649070037	17.6305815327747	24.6142386718213	12.6629095479425
EHI_009620A	33.6890559066073	28.7082035577924	37.4893789001586	37.5469992409924
EHI_009630A	2.78166516660061	1.56022845422785	2.27208356970658	1.47243134278401
EHI_009640A	6.02694119430131	8.42523365283037	7.19493130407084	11.1904782051585
EHI_009680A	3560.84048715618	3226.55244334318	2700.56066289375	3106.97737640855
EHI_009690A	3.24527602770071	2.96443406303291	2.934774610871	2.65037641701123
EHI_009700A	10.1994389442022	11.0776220250177	9.46701487377742	6.33145477397126
EHI_009800A	5.56333033320121	4.68068536268354	7.28960145280861	5.00626656546565
EHI_009810A	74.1777377760161	73.3307373487087	124.680585887649	141.058922638709
EHI_009820A	1.69990649070037	1.56022845422785	1.13604178485329	0
EHI_009840A	3.24527602770071	1.56022845422785	2.934774610871	6.33145477397126
EHI_009860A	10.8175867590024	17.4745586873519	12.8751402283373	13.9880977564481
EHI_009870A	1248.50404894257	1255.82788280799	985.89492895518	1043.65933576531
EHI_009880A	1.69990649070037	1.71625129965063	1.51472237980439	1.03070193994881
EHI_009900A	6.64508900910145	4.52466251726075	5.39619847805313	1.47243134278401
EHI_009940A	6.18147814800135	5.46079958979746	6.81625070911974	21.4974976046466
EHI_009950A	0.927221722200202	1.71625129965063	2.36675371844435	2.65037641701123
EHI_009990A	6.02694119430131	6.70898235317974	6.15355966795532	5.30075283402245
EHI_010010A	12.3629562960027	14.0420560880506	14.4845327568794	13.6936114878913
EHI_010020A	21.6351735180047	21.0630841320759	57.7487907300422	186.115321727899
EHI_010030A	19.1625822588042	21.0630841320759	66.647784711393	113.377213394369
EHI_010040A	1.08175867590024	0.312045690845569	1.04137163611552	0.736215671392007
EHI_010050A	0.927221722200202	1.71625129965063	1.23071193359106	1.32518820850561
EHI_010060A	74.0232008223161	88.1529076638733	63.4289996543087	67.2901123652295
EHI_010070A	62.5874662485136	63.8133437779189	66.0797638189664	64.7869790824966
EHI_010100A	0.927221722200202	1.56022845422785	2.27208356970658	3.68107835696004
EHI_010255A	4.48157165730098	3.90057113556961	4.54416713941316	2.20864701417602
EHI_010260A	1.08175867590024	0.624091381691138	2.36675371844435	2.06140387989762
EHI_010290A	22.0987843791048	23.5594496588405	17.9873282601771	16.7857173077378
EHI_010300A	8.49953245350185	8.89330218909872	7.47894175028416	8.68734492242569
EHI_010320A	1.54536953700034	1.40420560880506	2.36675371844435	1.17794507422721
EHI_010340A	25.1895234531055	20.9070612866531	22.8155058458036	23.7061446188226
EHI_010350A	6.79962596280148	5.46079958979746	11.2657476997951	6.33145477397126
EHI_010360A	2.16351735180047	1.71625129965063	1.89340297475548	1.32518820850561
EHI_010510A	84.9953245350185	87.8408619730277	65.7957533727531	65.2287084853318
EHI_010520A	2.47259125920054	2.0282969904962	2.46142386718213	1.91416074561922
EHI_010530A	69.078018303915	75.2030114937822	74.0320563129394	74.7995122134279
EHI_010540A	1.54536953700034	2.34034268134177	2.36675371844435	3.53383522268163
EHI_010550A	1.3908325833003	1.24818276338228	1.60939252854216	0.588972537113606
EHI_010560A	5.40879337950118	5.77284528064303	7.76295219649748	10.7487488023233
EHI_010570A	124.402247728527	169.596832974567	159.140520028198	189.796400084859
EHI_010590A	1.23629562960027	0.936137072536707	1.13604178485329	0.441729402835204
EHI_010600A	3.24527602770071	2.96443406303291	3.59746565203542	1.47243134278401
EHI_010620A	8.80860636090192	14.1980789334734	14.0111820131906	13.8408546221697
EHI_010650A	771.912083731668	831.913811794287	754.805095886273	948.68751415574
EHI_010660A	3.86342384250084	1.87227414507341	2.5560940159199	1.32518820850561
EHI_010670A	2.16351735180047	1.40420560880506	1.89340297475548	1.17794507422721
EHI_010690A	1.54536953700034	1.40420560880506	1.04137163611552	0.441729402835204
EHI_010700A	4.01796079620087	3.43250259930126	5.11218803183981	5.30075283402245
EHI_010710A	58.5695054523128	64.5934580050328	68.9198682810996	77.8916180332744
EHI_010720A	9.42675417570205	10.4535306433266	10.6977268073685	7.95112925103368
EHI_010730A	15.4536953700034	16.6944444602379	14.7685432030928	13.6936114878913
EHI_010750A	1.69990649070037	1.40420560880506	1.60939252854216	0.883458805670409
EHI_010850A	75.2594964519164	145.257269088612	79.3335846422547	119.119695631227
EHI_010950A	0.772684768500168	1.40420560880506	1.60939252854216	2.06140387989762
EHI_011190A	1.08175867590024	0.312045690845569	1.04137163611552	0.883458805670409
EHI_011210A	36172.4647525669	33539.7630119997	27251.1809947632	22018.5910568579
EHI_011220A	3.55434993510077	4.21261682641518	4.63883728815093	1.76691761134082
EHI_011260A	1.23629562960027	1.24818276338228	1.23071193359106	0.588972537113606
EHI_011370A	5.71786728690125	7.95716511656201	8.70965368387522	11.9266938765505
EHI_011390A	14.2173997404031	19.0347871415797	18.9340297475548	21.9392270074818
EHI_011400A	2.00898039810044	0.468068536268354	1.13604178485329	0.441729402835204
EHI_011410A	90.5586548682197	105.31542066038	96.0902009688408	108.370946828903
EHI_011510A	6.33601510170138	4.99273105352911	7.10026115533306	5.74248223685766
EHI_011530A	4.32703470360094	3.74454829014683	2.84010446213323	2.50313328273282
EHI_011550A	7.57231073130165	9.51739357078986	8.61498353513745	8.39285865386888
EHI_011660A	0.772684768500168	2.49636552676455	1.04137163611552	3.38659208840323
EHI_011790A	0.618147814800135	0.780114227113923	1.23071193359106	1.17794507422721
EHI_011800A	2.47259125920054	1.87227414507341	1.60939252854216	1.03070193994881
EHI_011810A	2.3180543055005	3.58852544472404	2.5560940159199	1.91416074561922
EHI_011830A	8.19045854610178	15.7583073877012	10.1297059149418	18.1109055162434
EHI_011840A	1.54536953700034	0.780114227113923	1.04137163611552	0.147243134278401
EHI_011850A	23.3350800087051	20.4389927503848	17.5139775164882	20.3195525304194
