logFC	AveExpr	t	P.Value	adj.P.Val	B	CDC5_1	CDC5_2	pEhEx_1	pEhEx_2	CDC5_1	CDC5_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_164800A	-1.46820051831867	5.32113637978055	-3.27493553295676	0.0123198308852275	0.128496825009496	-3.0388622539919	81	267	577	574	14.8814671922907	38.1452517955473	54.1819897004327	82.2443878840125	87.15	UP_pEhEx_DOWN_CDC5
EHI_175070A	-1.23684068563217	3.51949653974978	-3.27472539919685	0.0123235553869551	0.128496825009496	-2.94389688867733	29	70	157	149	5.32793269847444	10.0006278115667	14.7427597625094	21.3491529524701	87.15	UP_pEhEx_DOWN_CDC5
EHI_130670A	-1.01870668124687	3.96114952134848	-3.26804347557425	0.012442614431284	0.129355129501554	-2.99465825580986	70	65	276	130	12.8605272032142	9.28629725359766	25.917208244921	18.6267777437659	87.06	UP_pEhEx_DOWN_CDC5
EHI_151990A	0.82963373247481	5.58341694840064	3.26544335687085	0.0124892731260441	0.129355129501554	-3.06902862200528	347	447	339	283	63.7514705645045	63.8611518824331	31.8330927356095	40.5490623191212	87.06	DOWN_pEhEx_UP_CDC5
EHI_197990A	0.954187150368522	9.47693801398426	3.26685096012418	0.0124639909036871	0.129355129501554	-3.13538289461263	6268	5967	4414	4421	1151.56835013923	852.482087880265	414.487526061889	633.453726193762	87.06	DOWN_pEhEx_UP_CDC5
EHI_069560A	-0.880044771595221	5.52399918814371	-3.25906848150676	0.0126044569803376	0.129420277504374	-3.07253027012098	189	231	563	513	34.7234234486783	33.0020717781701	52.8673487025019	73.5041306350147	87.06	UP_pEhEx_DOWN_CDC5
EHI_070720A	-1.16680960667916	5.54699817910781	-3.25922819918735	0.0126015574043014	0.129420277504374	-3.07013941885724	145	254	542	673	26.6396634923722	36.2879923448278	50.8953872056058	96.4293955504189	87.06	UP_pEhEx_DOWN_CDC5
EHI_152010A	-0.890333923821397	4.81833631016748	-3.26269090117779	0.0125388679490875	0.129420277504374	-3.05082081267143	108	150	350	313	19.8419562563876	21.4299167390715	32.8660249482694	44.8475494907594	87.06	UP_pEhEx_DOWN_CDC5
EHI_178460A	0.81200485936868	6.75262458080558	3.26014136084571	0.0125849931076307	0.129420277504374	-3.07829149823017	859	905	885	555	157.817040965157	129.293830992398	83.1040916549098	79.5220126753083	87.06	DOWN_pEhEx_UP_CDC5
EHI_040340A	1.07166208014875	6.82612815626406	3.25604771077369	0.0126594307722823	0.129704598903944	-3.08608336167513	946	1089	615	739	173.80083906058	155.581195525659	57.7503009805305	105.886067328023	87.03	DOWN_pEhEx_UP_CDC5
EHI_148230A	0.738823414207271	12.7756198352707	3.24926264357455	0.0127838392876929	0.130417107239683	-3.23542756365149	56778	55164	59066	37002	10431.3573363442	7881.06617996094	5546.47037026995	5301.75407749866	86.96	DOWN_pEhEx_UP_CDC5
EHI_196370A	-1.951536348442	1.61379406658934	-3.25044857110498	0.0127620013341509	0.130417107239683	-2.71543518634228	8	10	42	65	1.46977453751019	1.4286611159381	3.94392299379233	9.31338887188295	86.96	UP_pEhEx_DOWN_CDC5
EHI_100350A	-1.78575049255974	1.59201134865939	-3.24235856887375	0.0129117623696428	0.131211011307418	-2.73658025105827	10	9	41	56	1.83721817188774	1.28579500434429	3.8500200653687	8.02384272039147	86.88	UP_pEhEx_DOWN_CDC5
EHI_139300A	1.59563384771006	0.559632906619827	3.24208494294558	0.0129168601791905	0.131211011307418	-2.64282016537819	15	16	9	5	2.75582725783161	2.28585778550096	0.845126355812642	0.716414528606381	86.88	DOWN_pEhEx_UP_CDC5
EHI_164500A	-0.816941643750477	7.19430998277842	-3.23927402807865	0.0129693529457935	0.131463334550752	-3.12038978399071	529	875	2019	1391	97.1888412928614	125.007847644584	189.590012487303	199.306521858295	86.85	UP_pEhEx_DOWN_CDC5
EHI_181270A	1.04393330624779	2.72509879799175	3.23732210603342	0.013005937437646	0.131553673571423	-2.94123528676193	52	66	58	26	9.55353449381624	9.42916336519147	5.44636984857036	3.72535554875318	86.84	DOWN_pEhEx_UP_CDC5
EHI_107170A	2.16861017185848	4.99201459047773	3.23338637303207	0.0130800373637191	0.13202228795567	-3.09448302825569	287	624	355	45	52.7281615331781	89.1484536345375	33.3355395903876	6.44773075745743	86.8	DOWN_pEhEx_UP_CDC5
EHI_011880A	-1.94100024315527	1.19687296941871	-3.23163165522147	0.013113218456954	0.132076780814321	-2.68527260008066	12	4	41	33	2.20466180626529	0.571464446375241	3.8500200653687	4.72833588880211	86.79	UP_pEhEx_DOWN_CDC5
EHI_036900A	-0.884099239558692	5.6577983679083	-3.22700513060796	0.013201133030011	0.132596234142154	-3.12170982818526	200	262	610	572	36.7443634377548	37.4309212375783	57.2807863384124	81.95782207257	86.74	UP_pEhEx_DOWN_CDC5
EHI_058110A	1.54501528101203	1.88039914343428	3.2259863878218	0.0132205753015105	0.132596234142154	-2.85735019855665	51	30	26	12	9.36981267662747	4.2859833478143	2.4414761390143	1.71939486865531	86.74	DOWN_pEhEx_UP_CDC5
EHI_198550A	-1.41640617488452	2.38012844909727	-3.22273143031924	0.0132828984824808	0.132940840812028	-2.90444973323951	19	19	65	83	3.4907145265867	2.71445612028239	6.10369034753575	11.8924811748659	86.71	UP_pEhEx_DOWN_CDC5
EHI_064640A	-0.870412580459714	4.03449657081424	-3.21901620700611	0.013354415258645	0.133096205743393	-3.07530003603191	74	75	230	157	13.5954144719693	10.7149583695358	21.5976735374342	22.4954161982404	86.69	UP_pEhEx_DOWN_CDC5
EHI_181520A	1.00945445894028	3.1044678875968	3.22021758117837	0.0133312446700558	0.133096205743393	-3.00626863516379	76	75	73	36	13.9628581063468	10.7149583695358	6.85491377492476	5.15818460596594	86.69	DOWN_pEhEx_UP_CDC5
EHI_192420A	2.54603714515046	-0.0956835237406831	3.20732058093247	0.0135822288348655	0.135083506027093	-2.62223644355863	16	13	6	1	2.93954907502038	1.85725945071953	0.563417570541761	0.143282905721276	86.49	DOWN_pEhEx_UP_CDC5
EHI_153280A	-1.68498611019861	0.771595019267976	-3.20482796088487	0.0136313116119054	0.135288633409183	-2.67670128087221	6	5	34	19	1.10233090313264	0.714330557969051	3.19269956640331	2.72237520870425	86.47	UP_pEhEx_DOWN_CDC5
EHI_030480A	-0.799127190346997	4.36320021966417	-3.2012878795498	0.0137013433777754	0.135455193397729	-3.12345342473102	85	108	290	188	15.6163544610458	15.4295400521315	27.2318492428518	26.9371862755999	86.45	UP_pEhEx_DOWN_CDC5
EHI_150460A	-1.78325533663759	0.672809031604368	-3.20109955787827	0.013705079517103	0.135455193397729	-2.66747227583031	6	4	30	20	1.10233090313264	0.571464446375241	2.81708785270881	2.86565811442552	86.45	UP_pEhEx_DOWN_CDC5
EHI_076140A	1.1892839719932	2.05061842658494	3.19758789223381	0.0137749459523662	0.135863263604874	-2.92609227993558	30	47	23	24	5.51165451566322	6.71470724490908	2.15976735374342	3.43878973731063	86.41	DOWN_pEhEx_UP_CDC5
EHI_049910A	-0.823653049012451	6.59003150652457	-3.18070348366703	0.0141161759971678	0.137335777885896	-3.20024439536489	369	539	1202	1017	67.7933505426576	77.0048341490637	112.8713199652	145.718715118538	86.27	UP_pEhEx_DOWN_CDC5
EHI_058500A	-1.20532334529185	2.22802129277024	-3.18244384309957	0.0140805936463516	0.137335777885896	-2.95048333322186	19	18	62	60	3.4907145265867	2.57159000868858	5.82198156226487	8.59697434327657	86.27	UP_pEhEx_DOWN_CDC5
EHI_065830A	-1.14835480665026	4.06764552267372	-3.18375576710373	0.0140538335909925	0.137335777885896	-3.12328490674023	66	72	195	237	12.1256399344591	10.2863600347543	18.3110710426072	33.9580486559424	86.27	UP_pEhEx_DOWN_CDC5
EHI_087790A	1.08089804136168	3.27971672765812	3.18268408775255	0.0140756892093577	0.137335777885896	-3.07883778681444	59	125	65	51	10.8395872141377	17.8582639492263	6.10369034753575	7.30742819178508	86.27	DOWN_pEhEx_UP_CDC5
EHI_099790A	0.705837714841219	13.3474374799831	3.18623520508487	0.0140034059970744	0.137335777885896	-3.34498236959773	82861	81577	86126	57397	15223.373494079	11654.5887854882	8087.48361341329	8224.00893968409	86.27	DOWN_pEhEx_UP_CDC5
EHI_137890A	-0.957009042318654	4.7238467185584	-3.18020130351803	0.0141264609562901	0.137335777885896	-3.16891775512855	124	110	338	296	22.781505331408	15.7152722753191	31.7391898071859	42.4117400934977	86.27	UP_pEhEx_DOWN_CDC5
EHI_166860A	2.51790356682165	0.575290140997886	3.18813768494286	0.0139648426468736	0.137335777885896	-2.67243992288602	24	24	15	1	4.40932361253057	3.42878667825144	1.4085439263544	0.143282905721276	86.27	DOWN_pEhEx_UP_CDC5
EHI_138050A	1.46616323647429	1.20769221034805	3.17674066994204	0.0141975528542665	0.137745237284047	-2.83257928050422	20	29	20	6	3.67443634377548	4.14311723622049	1.87805856847254	0.859697434327657	86.23	DOWN_pEhEx_UP_CDC5
EHI_139050A	-1.93890235938314	1.74923689512922	-3.17518371112834	0.0142296609030774	0.137775576238757	-2.85310429923254	15	7	47	65	2.75582725783161	1.00006278115667	4.41343763591046	9.31338887188295	86.22	UP_pEhEx_DOWN_CDC5
EHI_054230A	-1.11706306697233	3.0276163848926	-3.17353857908791	0.0142636707868648	0.13782416853812	-3.05225642408971	38	30	110	96	6.98142905317341	4.2859833478143	10.329322126599	13.7551589492425	86.22	UP_pEhEx_DOWN_CDC5
EHI_099200A	-1.60710817352991	0.908028058687172	-3.17135339538358	0.0143089782317744	0.137981506113297	-2.73760653669207	4	9	36	22	0.734887268755096	1.28579500434429	3.38050542325057	3.15222392586808	86.2	UP_pEhEx_DOWN_CDC5
EHI_187160A	-1.17314514792719	2.65412648016956	-3.16808665784685	0.0143769947104919	0.138356746667366	-3.02041756009629	19	33	81	83	3.4907145265867	4.71458168259573	7.60613720231378	11.8924811748659	86.16	UP_pEhEx_DOWN_CDC5
EHI_107240A	1.22511339654378	2.32116260657681	3.16648922345859	0.01441037920432	0.138397864115833	-2.99980299136168	46	49	46	16	8.4512035906836	7.0004394680967	4.31953470748684	2.29252649154042	86.16	DOWN_pEhEx_UP_CDC5
EHI_045590A	1.86356540539038	2.48795439957832	3.1547122777245	0.0146590482697195	0.139937982880013	-3.02934474002446	58	69	15	44	10.6558653969489	9.8577616999729	1.4085439263544	6.30444785173615	86.01	DOWN_pEhEx_UP_CDC5
EHI_103730A	-0.787902505600095	4.83657974116038	-3.15479038658967	0.0146573841412942	0.139937982880013	-3.21265744799453	116	154	372	281	21.3117307938978	22.0013811854468	34.9318893735892	40.2624965076786	86.01	UP_pEhEx_DOWN_CDC5
EHI_151800A	-0.790589956781036	4.96296636848638	-3.15710844151454	0.0146080882340003	0.139937982880013	-3.21306621882844	120	177	415	301	22.0466180626529	25.2873017521044	38.9697152958052	43.1281546221041	86.01	UP_pEhEx_DOWN_CDC5
EHI_074380A	-4.34698150095871	0.602318215690359	-3.1528882943997	0.0146979655321459	0.140028312905455	-2.69682507863338	8	0	49	71	1.46977453751019	0	4.60124349275772	10.1730863062106	86	UP_pEhEx_DOWN_CDC5
EHI_098250A	-1.31002860302457	1.26495677550015	-3.14812697003353	0.0148000707370675	0.140536393233367	-2.84355161256326	8	10	41	25	1.46977453751019	1.4286611159381	3.8500200653687	3.5820726430319	85.95	UP_pEhEx_DOWN_CDC5
EHI_126260A	1.1804286772199	5.02703123584421	3.14764634302544	0.014810419228001	0.140536393233367	-3.23368120808233	289	320	336	102	53.0956051675557	45.7171557100192	31.5513839503386	14.6148563835702	85.95	DOWN_pEhEx_UP_CDC5
EHI_087730A	1.9169457135308	0.104396808810086	3.14291375659869	0.0149127270205461	0.141082283178961	-2.71881298950427	9	17	6	3	1.65349635469896	2.42872389709477	0.563417570541761	0.429848717163828	85.89	DOWN_pEhEx_UP_CDC5
EHI_138300A	-1.22437264234748	2.48731179535821	-3.14224238724705	0.0149273008916739	0.141082283178961	-3.03859156836313	17	28	71	78	3.12327089220916	4.00025112462668	6.66710791807751	11.1760666462595	85.89	UP_pEhEx_DOWN_CDC5
EHI_083260A	-0.934108854810623	3.73625140591232	-3.14030518213421	0.014969437557269	0.14119981378424	-3.16670793429704	43	80	185	137	7.90003813911728	11.4292889275048	17.372041758371	19.6297580838148	85.88	UP_pEhEx_DOWN_CDC5
EHI_078690A	0.827085867446318	4.2404594179426	3.1381394194687	0.0150166944910549	0.141365080416783	-3.21963763466917	148	163	164	90	27.1908289439385	23.2871761897911	15.4000802614748	12.8954615149149	85.86	DOWN_pEhEx_UP_CDC5
EHI_021190A	0.895860758233492	4.2013848740588	3.13508671136898	0.01508357243351	0.141714038238946	-3.22174915644954	164	146	145	92	30.1303780189589	20.8584522926963	13.6159246214259	13.1820273263574	85.83	DOWN_pEhEx_UP_CDC5
EHI_006900A	-0.83161670930288	4.84302610858729	-3.12084536730023	0.0153997521284696	0.143268926846858	-3.26286078374205	119	147	354	307	21.8628962454641	21.0013184042901	33.2416366619639	43.9878520564318	85.67	UP_pEhEx_DOWN_CDC5
EHI_009240A	-0.917838569495051	4.18029700922532	-3.12327952403464	0.0153452180318551	0.143268926846858	-3.22600158451758	77	85	222	207	14.1465799235356	12.1436194854739	20.8464501100452	29.6595614843042	85.67	UP_pEhEx_DOWN_CDC5
EHI_129330A	-1.09209510373475	2.0905249356342	-3.12342486948056	0.0153419682159844	0.143268926846858	-3.02156596762807	16	19	58	49	2.93954907502038	2.71445612028239	5.44636984857036	7.02086238034253	85.67	UP_pEhEx_DOWN_CDC5
EHI_134830A	-0.897164816495665	4.80904123214575	-3.12143040782555	0.0153866264052916	0.143268926846858	-3.26000225181441	113	141	334	325	20.7605653423315	20.1441217347272	31.3635780934914	46.5669443594148	85.67	UP_pEhEx_DOWN_CDC5
EHI_179000A	-0.801213121754091	9.19986671476507	-3.12467848639085	0.0153139684267832	0.143268926846858	-3.34031303827519	2276	3311	7046	6375	418.150855921649	473.029695487105	661.640033672875	913.428523973136	85.67	UP_pEhEx_DOWN_CDC5
EHI_114120A	-0.827302195534071	4.88389110182173	-3.11525909758381	0.0155256803577574	0.143597440507352	-3.27247768124089	104	178	405	284	19.1070689876325	25.4301678636982	38.0306860115689	40.6923452248424	85.64	UP_pEhEx_DOWN_CDC5
EHI_116360A	0.629067354748518	14.6927575440722	3.11527640619909	0.0155252885043696	0.143597440507352	-3.48537268705271	190353	217306	242646	138762	34971.9990673347	31045.6632460045	22785.1699702794	19882.2225636957	85.64	DOWN_pEhEx_UP_CDC5
EHI_126530A	3.14262403941793	-0.682701151163082	3.11724266273025	0.0154808419001071	0.143597440507352	-2.74812251654878	10	12	6	0	1.83721817188774	1.71439333912572	0.563417570541761	0	85.64	DOWN_pEhEx_UP_CDC5
EHI_093840A	-1.40370398577404	1.13911150965057	-3.10785442258122	0.0156942777564992	0.144594179175189	-2.87054604213583	6	10	35	27	1.10233090313264	1.4286611159381	3.28660249482694	3.86863845447446	85.54	UP_pEhEx_DOWN_CDC5
EHI_095180A	-0.755436278599976	6.39638720868409	-3.10856954786585	0.0156779110516169	0.144594179175189	-3.30561752924377	373	428	1111	801	68.5282378114127	61.1466957621507	104.326153478649	114.769607482742	85.54	UP_pEhEx_DOWN_CDC5
EHI_110970A	-0.748552381488316	5.40410588818401	-3.10378949283164	0.0157876528946836	0.145173117720166	-3.3025741087354	184	220	577	387	33.8048143627344	31.4305445506382	54.1819897004327	55.4504845141339	85.48	UP_pEhEx_DOWN_CDC5
EHI_015120A	1.41843877878606	3.36413277747126	3.10012899376586	0.0158722395760448	0.145669163985554	-3.20348966622225	119	94	102	27	21.8628962454641	13.4294144898182	9.57809869920994	3.86863845447446	85.43	DOWN_pEhEx_UP_CDC5
EHI_050290A	-1.87825669273568	1.7606017686808	-3.09565130395171	0.0159763605121913	0.145878402673449	-2.97307828114769	16	7	47	63	2.93954907502038	1.00006278115667	4.41343763591046	9.0268230604404	85.41	UP_pEhEx_DOWN_CDC5
EHI_087370A	-0.852842671921143	3.49355830503908	-3.0954561664951	0.0159809144489364	0.145878402673449	-3.21476853329297	43	61	169	100	7.90003813911728	8.71483280722242	15.8695949035929	14.3282905721276	85.41	UP_pEhEx_DOWN_CDC5
EHI_161040A	-0.924916638291165	7.06853993295978	-3.09519143851589	0.0159870946135606	0.145878402673449	-3.33406716336178	477	753	1577	1619	87.6353067990452	107.578182030139	148.08491812406	231.975024362746	85.41	UP_pEhEx_DOWN_CDC5
EHI_140740A	-0.839255013173113	5.88291404129937	-3.09357888379226	0.0160247947408051	0.145942287735225	-3.32301609453145	243	304	706	655	44.6444015768721	43.4312979245183	66.2954674670806	93.8503032474359	85.41	UP_pEhEx_DOWN_CDC5
EHI_046390A	-0.733177124738342	7.19020183511935	-3.09024888099968	0.0161029443778359	0.146094270176015	-3.34175180793525	630	774	1917	1375	115.744744828928	110.578370373609	180.011913788093	197.013995366755	85.39	UP_pEhEx_DOWN_CDC5
EHI_131140A	1.19116830235482	1.94363995839882	3.09042322731159	0.0160988428041171	0.146094270176015	-3.06804016119304	35	37	34	13	6.43026360160709	5.28604612897098	3.19269956640331	1.86267777437659	85.39	DOWN_pEhEx_UP_CDC5
EHI_008200A	-0.769481557313993	5.1669013427617	-3.07696787488763	0.0164186478514811	0.146443249316963	-3.33794466858618	147	195	457	357	27.0071071267498	27.858891760793	42.9136382895975	51.1519973424956	85.36	UP_pEhEx_DOWN_CDC5
EHI_065350A	-1.20778061529561	2.86085172440547	-3.0855119262466	0.0162148060792507	0.146443249316963	-3.16239204495918	25	33	87	105	4.59304542971935	4.71458168259573	8.16955477285554	15.044705100734	85.36	UP_pEhEx_DOWN_CDC5
EHI_070450A	1.09511154933352	2.26875496568409	3.07957087320267	0.0163562615789601	0.146443249316963	-3.12220371927473	45	42	40	19	8.26748177349483	6.00037668694003	3.75611713694508	2.72237520870425	85.36	DOWN_pEhEx_UP_CDC5
EHI_083580A	-0.925105026459021	4.21079222960213	-3.08589351950441	0.0162057646011493	0.146443249316963	-3.28353852937173	80	85	225	214	14.6977453751019	12.1436194854739	21.1281588953161	30.6625418243531	85.36	UP_pEhEx_DOWN_CDC5
EHI_085470A	-1.58007769076883	1.03892432629425	-3.0813667304929	0.0163133658251526	0.146443249316963	-2.87976901867537	4	11	41	23	0.734887268755096	1.57152722753191	3.8500200653687	3.29550683158935	85.36	UP_pEhEx_DOWN_CDC5
EHI_091130A	4.67078459383991	0.683357000062198	3.07750729113696	0.0164056990457738	0.146443249316963	-2.78929196668773	21	71	0	24	3.85815816096425	10.1434939231605	0	3.43878973731063	85.36	DOWN_pEhEx_UP_CDC5
EHI_114000A	2.08748635771236	-0.129660018997626	3.07795698021037	0.016394912388124	0.146443249316963	-2.78414468468003	12	11	5	2	2.20466180626529	1.57152722753191	0.469514642118135	0.286565811442552	85.36	DOWN_pEhEx_UP_CDC5
EHI_152160A	1.47705261479192	3.84152904041667	3.07941091953414	0.0163600879866161	0.146443249316963	-3.27549926813876	100	207	56	101	18.3721817188774	29.5732850999187	5.25856399172311	14.4715734778489	85.36	DOWN_pEhEx_UP_CDC5
EHI_172720.mRNA	0.773956096052103	5.77543692211195	3.08152666620805	0.0163095513645172	0.146443249316963	-3.3434408065156	424	460	478	272	77.8980504880401	65.7184113331527	44.8855997864937	38.9729503561871	85.36	DOWN_pEhEx_UP_CDC5
EHI_166490A	-1.10804515109942	6.1563016691987	-3.07471402798638	0.0164728685932176	0.146651717775574	-3.35420547379879	268	333	777	1052	49.2374470065914	47.5744151607388	72.9625753851581	150.733616818783	85.33	UP_pEhEx_DOWN_CDC5
EHI_050700A	-0.768202949416147	5.054937192368	-3.06956241685161	0.0165975106285266	0.147000991676401	-3.34637383780546	150	164	445	313	27.5582725783161	23.4300423013849	41.786803148514	44.8475494907594	85.3	UP_pEhEx_DOWN_CDC5
EHI_093970A	-1.04144753240915	4.79874650024821	-3.07110926328427	0.0165599809664443	0.147000991676401	-3.33262216449712	83	170	344	346	15.2489108266682	24.2872389709477	32.3026073777277	49.5758853795616	85.3	UP_pEhEx_DOWN_CDC5
EHI_160900A	-3.50901653659602	0.158080062689889	-3.06925968890998	0.0166048659087563	0.147000991676401	-2.79574388976559	8	0	40	25	1.46977453751019	0	3.75611713694508	3.5820726430319	85.3	UP_pEhEx_DOWN_CDC5
EHI_096750A	-1.28569875162642	2.73920178394838	-3.06559954546529	0.0166940674827483	0.147515979206292	-3.17674733584752	15	43	96	86	2.75582725783161	6.14324279853384	9.01468112866818	12.3223298920297	85.25	UP_pEhEx_DOWN_CDC5
EHI_081690A	-1.01225987652187	4.63342254242673	-3.05662568276831	0.0169149128956857	0.149190159380501	-3.3481800252668	70	163	348	267	12.8605272032142	23.2871761897911	32.6782190914222	38.2565358275807	85.08	UP_pEhEx_DOWN_CDC5
EHI_065810A	-0.846538802196717	4.14354543420154	-3.05072558980726	0.0170617882318655	0.14933038978326	-3.33296375285856	76	86	221	188	13.9628581063468	12.2864855970677	20.7525471816215	26.9371862755999	85.07	UP_pEhEx_DOWN_CDC5
EHI_091550A	-2.95936911487233	-1.00340821996269	-3.04985032172266	0.0170836910465908	0.14933038978326	-2.82454520881241	2	0	16	8	0.367443634377548	0	1.50244685477803	1.14626324577021	85.07	UP_pEhEx_DOWN_CDC5
EHI_093900A	-0.801202703380462	5.89311004533806	-3.04843060765542	0.0171192811173489	0.14933038978326	-3.3908047677452	277	278	767	595	50.8909433612904	39.7167790230792	72.0235461009218	85.2533289041593	85.07	UP_pEhEx_DOWN_CDC5
EHI_101230A	-0.94016303127177	5.20948638743538	-3.04956494101598	0.0170908388460292	0.14933038978326	-3.37798680654612	117	230	470	416	21.4954526110865	32.8592056665763	44.1343763591046	59.6056887800509	85.07	UP_pEhEx_DOWN_CDC5
EHI_137980A	-0.837317319118948	3.58891325555072	-3.04999988830611	0.017079946178158	0.14933038978326	-3.29054136196786	45	67	164	117	8.26748177349483	9.57202947678528	15.4000802614748	16.7640999693893	85.07	UP_pEhEx_DOWN_CDC5
EHI_143940A	1.14066279017131	2.00719051958087	3.05123304113632	0.0170491032497627	0.14933038978326	-3.13321744729273	34	40	36	14	6.24654178441831	5.71464446375241	3.38050542325057	2.00596068009787	85.07	DOWN_pEhEx_UP_CDC5
EHI_055430A	-1.11908629179429	3.04714630719495	-3.03419798051349	0.017480414779156	0.151409062326945	-3.25897847135969	34	34	100	110	6.24654178441831	4.85744779418954	9.39029284236269	15.7611196293404	84.86	UP_pEhEx_DOWN_CDC5
EHI_118720A	-0.787512736662674	4.13339207153644	-3.03572445174911	0.0174413016669229	0.151409062326945	-3.35570381879824	69	97	232	170	12.6768053860254	13.8580128245996	21.7854793942814	24.3580939726169	84.86	UP_pEhEx_DOWN_CDC5
EHI_126130A	-1.43444589415426	1.95799311784916	-3.03452342180725	0.0174720681907909	0.151409062326945	-3.11636029987548	12	16	48	64	2.20466180626529	2.28585778550096	4.50734056433409	9.17010596616167	84.86	UP_pEhEx_DOWN_CDC5
EHI_152220A	-0.78127203294168	4.14481587214656	-3.03402020894918	0.0174849758555937	0.151409062326945	-3.3592148591074	72	95	233	171	13.2279708375917	13.572280601412	21.8793823227051	24.5013768783382	84.86	UP_pEhEx_DOWN_CDC5
EHI_025450A	0.848461848931691	7.92257810796684	3.02504523278188	0.0177168813168271	0.152490000484597	-3.45647474712094	1741	2329	2386	1013	319.859683725655	332.735173901984	224.052387218774	145.145583495653	84.75	DOWN_pEhEx_UP_CDC5
EHI_041960A	-1.04416605028039	2.78498968339928	-3.02345219336489	0.0177583810173138	0.152490000484597	-3.2497200060477	20	42	115	63	3.67443634377548	6.00037668694003	10.7988367687171	9.0268230604404	84.75	UP_pEhEx_DOWN_CDC5
EHI_045540A	0.946783114908393	5.5610890271732	3.02201275556394	0.0177959672191876	0.152490000484597	-3.43126894446046	300	543	292	294	55.1165451566322	77.5762985954389	27.4196550996991	42.1251742820552	84.75	DOWN_pEhEx_UP_CDC5
EHI_138340A	-0.933329475518218	2.66589781142858	-3.02719880695846	0.0176609414031798	0.152490000484597	-3.23359632613286	22	35	93	61	4.04187997815303	5.00031390578335	8.7329723433973	8.74025724899785	84.75	UP_pEhEx_DOWN_CDC5
EHI_163510A	0.931579117888674	4.52315459129431	3.02501766413639	0.0177175986298323	0.152490000484597	-3.40137532134519	195	198	220	92	35.8257543518109	28.2874900955744	20.6586442531979	13.1820273263574	84.75	DOWN_pEhEx_UP_CDC5
EHI_183160A	-1.15209612864436	3.42103797706391	-3.02177202346207	0.0178022613102548	0.152490000484597	-3.3107496914013	35	54	125	153	6.43026360160709	7.71477002606575	11.7378660529534	21.9222845753553	84.75	UP_pEhEx_DOWN_CDC5
EHI_027600A	-0.923383357669311	6.06293981063021	-3.01695439481656	0.017928714599376	0.153217780603472	-3.43951496742732	204	438	1026	614	37.4792507065099	62.5753568780888	96.3444045626412	87.9757041128636	84.68	UP_pEhEx_DOWN_CDC5
EHI_182990A	-0.692965973737406	9.60238716663144	-3.01486263774989	0.0179839128264066	0.153217780603472	-3.51480015806294	3341	4267	11560	6271	613.814591227694	609.609698170788	1085.51785257713	898.527101778123	84.68	UP_pEhEx_DOWN_CDC5
EHI_188730A	-0.692965973737406	9.60238716663144	-3.01486263774989	0.0179839128264066	0.153217780603472	-3.51480015806294	3341	4267	11560	6271	613.814591227694	609.609698170788	1085.51785257713	898.527101778123	84.68	UP_pEhEx_DOWN_CDC5
EHI_004170A	-0.882717156584619	6.61681765294353	-3.012369161072	0.0180499453100929	0.153275244918125	-3.4525347835763	418	473	1137	1165	76.7957195849075	67.5756707838722	106.767629617664	166.924585165287	84.67	UP_pEhEx_DOWN_CDC5
EHI_013000A	-1.10748220319371	2.77338583024552	-3.0118211683622	0.018064491435399	0.153275244918125	-3.26465235392977	32	25	90	82	5.87909815004076	3.57165278984525	8.45126355812642	11.7491982691446	84.67	UP_pEhEx_DOWN_CDC5
EHI_103800A	-0.864506247575282	4.06806048257787	-3.01095976900924	0.0180873816573555	0.153275244918125	-3.38638248211922	60	96	211	181	11.0233090313264	13.7151467130058	19.8135178973853	25.934205935551	84.67	UP_pEhEx_DOWN_CDC5
EHI_095200A	1.71422789687724	0.631046736640912	3.00890784259629	0.0181420310011872	0.153464796049189	-2.96511401777403	21	14	9	5	3.85815816096425	2.00012556231334	0.845126355812642	0.716414528606381	84.65	DOWN_pEhEx_UP_CDC5
EHI_152460A	-1.36964626939412	1.45320553535035	-3.00706305671674	0.0181913116815722	0.153608340558071	-3.07212425711834	10	10	37	38	1.83721817188774	1.4286611159381	3.4744083516742	5.44475041740849	84.64	UP_pEhEx_DOWN_CDC5
EHI_028880A	-0.757908580288353	6.11717605732487	-3.0033314995034	0.018291425183608	0.153906965173226	-3.46061936528577	272	398	1057	572	49.9723342753465	56.8607124143364	99.2553953437736	81.95782207257	84.61	UP_pEhEx_DOWN_CDC5
EHI_095820A	-1.18965577229303	3.05888586734653	-3.00381776310543	0.018278346535202	0.153906965173226	-3.30288954959732	21	52	111	108	3.85815816096425	7.42903780287813	10.4232250550226	15.4745538178978	84.61	UP_pEhEx_DOWN_CDC5
EHI_005970A	0.705773926092796	10.5241301733264	2.99719803935751	0.0184572387718155	0.154198311080483	-3.56097551202419	11646	11588	12691	7773	2139.62428298046	1655.53250114907	1191.72206462425	1113.73802617148	84.58	DOWN_pEhEx_UP_CDC5
EHI_006150A	0.951290350751494	2.59963013082803	2.99071881197643	0.0186341159796068	0.154198311080483	-3.29006003015453	49	55	52	26	9.00236904224992	7.85763613765956	4.8829522780286	3.72535554875318	84.58	DOWN_pEhEx_UP_CDC5
EHI_052180A	1.31445366760071	4.55879415110323	2.99446290548332	0.018531689474399	0.154198311080483	-3.44582758553514	256	209	244	66	47.0327852003261	29.8590173231063	22.912314535365	9.45667177760423	84.58	DOWN_pEhEx_UP_CDC5
