logFC	AveExpr	t	P.Value	adj.P.Val	B	CDC5_1	CDC5_2	pEhEx_1	pEhEx_2	CDC5_1	CDC5_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_136380A	-0.314953647513821	5.84094605284754	-1.16087436873146	0.281290391114197	0.546041045062022	-6.05575723552722	242	414	755	402	44.4606797596833	59.1465701998374	70.8967109598383	57.599728099953	45.4	UP_pEhEx_DOWN_CDC5
EHI_078260A	-0.550834680981322	0.945468446803519	-1.15932651549833	0.281882795179533	0.546967676850408	-5.50992307861541	6	14	28	14	1.10233090313264	2.00012556231334	2.62928199586155	2.00596068009787	45.3	UP_pEhEx_DOWN_CDC5
EHI_084670A	0.429168868687633	2.5113898653116	1.15830661926808	0.282273695074495	0.547502711703038	-5.82703113837821	38	44	68	25	6.98142905317341	6.28610891012765	6.38539913280663	3.5820726430319	45.25	DOWN_pEhEx_UP_CDC5
EHI_148560A	-0.340663824599971	5.6115837128051	-1.15749517372822	0.282585018489634	0.547883025244583	-6.05755120330906	195	367	512	439	35.8257543518109	52.4318629549283	48.078299352897	62.9011956116402	45.21	UP_pEhEx_DOWN_CDC5
EHI_075540A	0.433709003357273	1.60494722963451	1.15577620831509	0.283245454977625	0.548269093226234	-5.69751438116619	17	27	32	15	3.12327089220916	3.85738501303287	3.00489370955606	2.14924358581914	45.17	DOWN_pEhEx_UP_CDC5
EHI_094680A	0.390922346167813	3.554834009234	1.15611769708977	0.283114152475111	0.548269093226234	-5.96090356069504	57	117	93	85	10.4721435797601	16.7153350564758	8.7329723433973	12.1790469863085	45.17	DOWN_pEhEx_UP_CDC5
EHI_124560A	-0.285541845418403	6.5247870873635	-1.1561219736401	0.283112508456753	0.548269093226234	-6.06318481579303	484	546	1013	758	88.9213595193666	78.0048969302203	95.1236664931341	108.608442536727	45.17	UP_pEhEx_DOWN_CDC5
EHI_151400A	0.396627565373903	3.83092095423329	1.15578968070088	0.283240273897835	0.548269093226234	-5.98794574796086	85	120	177	63	15.6163544610458	17.1439333912572	16.620818330982	9.0268230604404	45.17	DOWN_pEhEx_UP_CDC5
EHI_180150A	0.687677342280919	0.627578692995523	1.15544769923313	0.283371813842362	0.548290436714119	-5.46529998827605	11	14	21	4	2.02093998907651	2.00012556231334	1.97196149689616	0.573131622885105	45.17	DOWN_pEhEx_UP_CDC5
EHI_114440A	-0.455037252041823	1.43724125033155	-1.15509095054669	0.283509087160627	0.548332872400984	-5.64940405565461	15	13	35	20	2.75582725783161	1.85725945071953	3.28660249482694	2.86565811442552	45.17	UP_pEhEx_DOWN_CDC5
EHI_101240A	-0.344071589065947	5.92384005259509	-1.15405232249796	0.283909050816464	0.548883134437361	-6.06348547123212	230	479	709	490	42.256017953418	68.4328674534351	66.5771762523515	70.2086238034253	45.11	UP_pEhEx_DOWN_CDC5
EHI_036510A	0.522873307191057	1.06490667162472	1.15142086680743	0.284924461122096	0.550068863334422	-5.59391321325043	17	14	22	9	3.12327089220916	2.00012556231334	2.06586442531979	1.28954615149149	44.99	DOWN_pEhEx_UP_CDC5
EHI_087840A	-0.500525373821559	0.864602933849687	-1.15149836402416	0.284894514572315	0.550068863334422	-5.50160796239062	8	10	22	15	1.46977453751019	1.4286611159381	2.06586442531979	2.14924358581914	44.99	UP_pEhEx_DOWN_CDC5
EHI_103780A	-1.00406871635705	1.02776310633895	-1.15126372062394	0.284985193603846	0.550068863334422	-5.52100779583808	25	3	21	25	4.59304542971935	0.42859833478143	1.97196149689616	3.5820726430319	44.99	UP_pEhEx_DOWN_CDC5
EHI_138080A	0.310005349019236	6.81282127341978	1.15190825958873	0.284736165132367	0.550068863334422	-6.06755856240006	798	747	1008	751	146.610010116642	106.720985360576	94.6541518510159	107.605462196678	44.99	DOWN_pEhEx_UP_CDC5
EHI_117890A	-0.292078822928297	4.69320671148257	-1.15070750639153	0.285200239442398	0.550260526911186	-6.04286135973675	139	149	294	206	25.5373325892396	21.2870506274777	27.6074609565463	29.5162785785829	44.97	UP_pEhEx_DOWN_CDC5
EHI_025310A	0.536621756717615	1.48867877921294	1.14982881138376	0.285540234396765	0.550518707084564	-5.68336116974407	19	23	36	10	3.4907145265867	3.28592056665763	3.38050542325057	1.43282905721276	44.95	DOWN_pEhEx_UP_CDC5
EHI_050590A	-0.547626572050907	0.648592465567119	-1.14976314359906	0.285565656640836	0.550518707084564	-5.4370210569283	7	8	18	14	1.28605272032142	1.14292889275048	1.69025271162528	2.00596068009787	44.95	UP_pEhEx_DOWN_CDC5
EHI_127460A	0.578014970901415	3.61288432742799	1.14875530417215	0.285956057781631	0.551047871379763	-5.97502384831301	76	115	186	38	13.9628581063468	16.4296028332882	17.4659446867946	5.44475041740849	44.9	DOWN_pEhEx_UP_CDC5
EHI_068660A	-0.343736300471061	9.01386851896318	-1.1472146631023	0.286553689795956	0.551975786584269	-6.13727295874302	1907	4189	5878	4304	350.357505378992	598.466141466471	551.961413274079	616.689626224373	44.8	UP_pEhEx_DOWN_CDC5
EHI_062840A	0.529302592560063	0.711801283856766	1.14602435729805	0.287016120747719	0.552502399929962	-5.50533331295418	11	13	17	7	2.02093998907651	1.85725945071953	1.59634978320166	1.00298034004893	44.75	DOWN_pEhEx_UP_CDC5
EHI_137830A	0.736593544023248	-0.0683480384129201	1.14591274354672	0.287059513636307	0.552502399929962	-5.25600283347157	8	7	10	3	1.46977453751019	1.00006278115667	0.939029284236269	0.429848717163828	44.75	DOWN_pEhEx_UP_CDC5
EHI_016350A	-0.602929444327486	4.08330352805189	-1.14561154965822	0.287176637686272	0.552504142274599	-6.00780242640372	45	153	152	219	8.26748177349483	21.8585150738529	14.2732451203913	31.3789563529595	44.75	UP_pEhEx_DOWN_CDC5
EHI_092640A	-0.322904918505862	5.8452954106544	-1.14499743107938	0.287415568291829	0.552740134166406	-6.07310998536772	313	321	577	531	57.5049287800862	45.8600218216131	54.1819897004327	76.0832229379976	44.73	UP_pEhEx_DOWN_CDC5
EHI_044530A	0.340634395802835	4.69393791856714	1.14469007971018	0.287535208106356	0.55274661517898	-6.05265867022067	165	196	306	127	30.3140998361477	28.0017578723868	28.7342960976298	18.1969290266021	44.73	DOWN_pEhEx_UP_CDC5
EHI_058920A	-0.263684789895795	9.02000584511184	-1.1440149691761	0.287798144718265	0.552805002016417	-6.14108845554152	2707	3157	5656	4253	497.334959130011	451.028314301659	531.114963164034	609.382198032588	44.72	UP_pEhEx_DOWN_CDC5
EHI_197810A	0.356674247942693	2.81429131878082	1.14417411530672	0.287736144108883	0.552805002016417	-5.8827064142115	48	50	73	38	8.81864722506115	7.14330557969051	6.85491377492476	5.44475041740849	44.72	DOWN_pEhEx_UP_CDC5
EHI_007770A	0.346012488871701	6.48070110205383	1.14226254761716	0.288481578766086	0.552810437448739	-6.07586398092273	471	819	1032	451	86.5329758959125	117.007345395331	96.907822133183	64.6205904802955	44.72	DOWN_pEhEx_UP_CDC5
EHI_037210A	0.450081382925683	1.23044805017554	1.14221875689651	0.288498673813698	0.552810437448739	-5.64188562164093	17	16	20	14	3.12327089220916	2.28585778550096	1.87805856847254	2.00596068009787	44.72	DOWN_pEhEx_UP_CDC5
EHI_079260A	-0.525377874214851	0.788054542294173	-1.14255836207883	0.288366120162387	0.552810437448739	-5.48973310115991	9	8	21	14	1.65349635469896	1.14292889275048	1.97196149689616	2.00596068009787	44.72	UP_pEhEx_DOWN_CDC5
EHI_098520A	0.781131074198196	1.93933469580125	1.14240455164176	0.288426148829067	0.552810437448739	-5.76193533553187	30	34	68	8	5.51165451566322	4.85744779418954	6.38539913280663	1.14626324577021	44.72	DOWN_pEhEx_UP_CDC5
EHI_100480A	0.277935757957307	5.94097958710556	1.14313237937243	0.288142184354346	0.552810437448739	-6.07638398971126	390	446	570	405	71.6515087036218	63.7182857708393	53.5246692014673	58.0295768171168	44.72	DOWN_pEhEx_UP_CDC5
EHI_158590A	-0.305929862324803	3.58285839725177	-1.14353498711482	0.287985203492367	0.552810437448739	-5.97040441779914	55	79	141	93	10.1046999453826	11.286422815911	13.2403129077314	13.3253102320787	44.72	UP_pEhEx_DOWN_CDC5
EHI_064670A	0.48848077734698	2.96625714408592	1.14178210314866	0.28866918012224	0.552914295850576	-5.90524539091858	37	83	51	65	6.79770723598463	11.8578872622862	4.78904934960497	9.31338887188295	44.71	DOWN_pEhEx_UP_CDC5
EHI_006030A	-0.365080526876633	3.13724007028756	-1.13970304408605	0.289482145781786	0.553396372039945	-5.92315427388216	35	64	120	61	6.43026360160709	9.14343114200385	11.2683514108352	8.74025724899785	44.66	UP_pEhEx_DOWN_CDC5
EHI_098060A	-0.59567951520885	2.88396115340594	-1.13949685507897	0.289562872510255	0.553396372039945	-5.88809324357665	33	39	57	110	6.06281996722954	5.57177835215859	5.35246692014673	15.7611196293404	44.66	UP_pEhEx_DOWN_CDC5
EHI_103580A	0.479459153358446	3.68633706596807	1.13935274649593	0.289619304508915	0.553396372039945	-5.99255262458371	62	136	82	110	11.390752665704	19.4297911767582	7.70004013073741	15.7611196293404	44.66	DOWN_pEhEx_UP_CDC5
EHI_110220A	0.633785804535423	0.248838975844127	1.14055726652568	0.289147897425437	0.553396372039945	-5.36341272498514	10	8	11	5	1.83721817188774	1.14292889275048	1.0329322126599	0.716414528606381	44.66	DOWN_pEhEx_UP_CDC5
EHI_177470A	0.240957882538451	11.233051959772	1.13989939036673	0.289405289691694	0.553396372039945	-6.19861551700499	14005	18631	24258	15016	2573.02404972878	2661.73852510428	2277.89723770034	2151.53611231068	44.66	DOWN_pEhEx_UP_CDC5
EHI_178010A	-0.383625605854868	4.24097349492741	-1.1399102124053	0.289401054089635	0.553396372039945	-6.0294925463971	99	104	174	199	18.1884599016886	14.8580756057563	16.3391095457111	28.513298238534	44.66	UP_pEhEx_DOWN_CDC5
EHI_045570A	-0.407172402074966	1.57107576008638	-1.13864463946304	0.28989672477334	0.553448820322045	-5.69492159010832	14	17	35	24	2.57210544064283	2.42872389709477	3.28660249482694	3.43878973731063	44.66	UP_pEhEx_DOWN_CDC5
EHI_167460A	0.555395389085661	0.976873014945124	1.13855126350212	0.289933323490533	0.553448820322045	-5.58542147273066	12	18	24	7	2.20466180626529	2.57159000868858	2.25367028216705	1.00298034004893	44.66	DOWN_pEhEx_UP_CDC5
EHI_169290A	0.365612210986992	7.16928891818268	1.13839136165514	0.28999600576824	0.553448820322045	-6.08895794275353	964	1060	1785	665	177.107831769978	151.438078289439	167.616727236174	95.2831323046486	44.66	DOWN_pEhEx_UP_CDC5
EHI_197530A	-0.473351690521618	1.04416019174584	-1.13621635289114	0.290849714936928	0.554855355060256	-5.56805842986098	8	13	25	17	1.46977453751019	1.85725945071953	2.34757321059067	2.43580939726169	44.51	UP_pEhEx_DOWN_CDC5
EHI_054490A	0.528208465299724	2.00154907213501	1.13475193186022	0.29142566283086	0.555731087484118	-5.78137071275279	27	33	54	14	4.96048906409689	4.71458168259573	5.07075813487585	2.00596068009787	44.43	DOWN_pEhEx_UP_CDC5
EHI_120590A	-0.346106086182327	4.16360644091618	-1.13417536579486	0.29165267692686	0.555940988817279	-6.03086103166105	78	121	175	174	14.3303017407244	17.286799502851	16.4330124741347	24.9312255955021	44.41	UP_pEhEx_DOWN_CDC5
EHI_135040A	0.484318060359106	2.16586958490919	1.13296973716039	0.292127839138391	0.55662354599756	-5.80692377892377	35	31	55	18	6.43026360160709	4.42884945940811	5.16466106329948	2.57909230298297	44.34	DOWN_pEhEx_UP_CDC5
EHI_026470A	0.318206082027597	4.85402385594025	1.1321040729891	0.29246940223126	0.556980643433219	-6.07235543164271	168	236	332	149	30.865265287714	33.7164023361392	31.1757722366441	21.3491529524701	44.3	DOWN_pEhEx_UP_CDC5
EHI_111770A	-0.330793802220344	3.31371413317114	-1.13160432879556	0.292666732708494	0.556980643433219	-5.9532228572154	55	54	124	73	10.1046999453826	7.71477002606575	11.6439631245297	10.4596521176532	44.3	UP_pEhEx_DOWN_CDC5
EHI_148060A	0.278300299505689	5.49262750348124	1.13176254608869	0.292604246869245	0.556980643433219	-6.08684311885694	290	322	417	297	53.2793269847444	46.0028879332069	39.1575211526524	42.555022999219	44.3	DOWN_pEhEx_UP_CDC5
EHI_111020A	-0.410344410249244	4.08945071608917	-1.13051911008591	0.293095617535838	0.557573655768457	-6.02843894480251	56	145	230	125	10.2884217625713	20.7155861811025	21.5976735374342	17.9103632151595	44.24	UP_pEhEx_DOWN_CDC5
EHI_087880A	-0.437184532515133	1.67746367113793	-1.13017764268838	0.293230672897279	0.557607447581466	-5.72330086646082	13	21	47	21	2.38838362345406	3.00018834347001	4.41343763591046	3.0089410201468	44.24	UP_pEhEx_DOWN_CDC5
EHI_092370A	-0.485900982597856	3.79173864160055	-1.12969484945603	0.293421710848904	0.557747626299757	-6.00228826120335	65	78	113	178	11.9419181172703	11.1435567043172	10.6110309118698	25.5043572183872	44.23	UP_pEhEx_DOWN_CDC5
EHI_078710A	0.271776489380704	7.23581137965833	1.12920870508709	0.293614176818122	0.557890406312292	-6.10074698775711	922	1134	1559	895	169.39151544805	162.010170547381	146.394665412434	128.238200620542	44.21	DOWN_pEhEx_UP_CDC5
EHI_147550A	0.320644467396986	3.52051958458043	1.12838893436553	0.293938958303244	0.558284381851227	-5.9870332609905	67	93	124	62	12.3093617516479	13.2865483782243	11.6439631245297	8.88354015471912	44.17	DOWN_pEhEx_UP_CDC5
EHI_005120A	0.497295954476031	0.701477179763998	1.12791857358469	0.29412544001611	0.558415471979467	-5.52102595790649	11	12	14	9	2.02093998907651	1.71439333912572	1.31464099793078	1.28954615149149	44.16	DOWN_pEhEx_UP_CDC5
EHI_012240A	0.325759221917426	6.45724362990919	1.12707699486358	0.294459336033046	0.558767346603469	-6.09231329467891	663	555	881	519	121.807564796157	79.2906919345646	82.7284799412153	74.3638280693423	44.12	DOWN_pEhEx_UP_CDC5
EHI_017590A	0.481862069732126	1.94923350742314	1.12602747278461	0.294876163791231	0.558767346603469	-5.78300124429793	24	33	49	15	4.40932361253057	4.71458168259573	4.60124349275772	2.14924358581914	44.12	DOWN_pEhEx_UP_CDC5
EHI_019290A	0.787797326256332	1.30355527996074	1.12641648604375	0.294721607725442	0.558767346603469	-5.66790532607352	11	37	37	6	2.02093998907651	5.28604612897098	3.4744083516742	0.859697434327657	44.12	DOWN_pEhEx_UP_CDC5
EHI_103270A	-0.28134160928309	5.61724205721774	-1.1256756639945	0.2950159949463	0.558767346603469	-6.09246072279317	251	300	523	415	46.1141761143822	42.859833478143	49.1112315655569	59.4624058743296	44.12	UP_pEhEx_DOWN_CDC5
EHI_130900A	0.47614644566745	1.2727677445378	1.125832121309	0.294953802243653	0.558767346603469	-5.66806345370719	20	15	22	13	3.67443634377548	2.14299167390715	2.06586442531979	1.86267777437659	44.12	DOWN_pEhEx_UP_CDC5
EHI_190990A	-0.874543820540256	4.28997164232652	-1.12578955609971	0.294970721113054	0.558767346603469	-6.03859584391726	27	277	294	184	4.96048906409689	39.5739129114854	27.6074609565463	26.3640546527148	44.12	UP_pEhEx_DOWN_CDC5
EHI_000540A	0.54616409203733	1.70359668947934	1.12505927517423	0.295261116476846	0.55882245443617	-5.74591058710682	23	26	44	11	4.2256017953418	3.71451890143906	4.13172885063958	1.57611196293404	44.12	DOWN_pEhEx_UP_CDC5
EHI_164310A	0.967350401833913	-0.452999754670274	1.12501133915523	0.295280186273382	0.55882245443617	-5.15592559744005	5	8	11	1	0.918609085943869	1.14292889275048	1.0329322126599	0.143282905721276	44.12	DOWN_pEhEx_UP_CDC5
EHI_099870A	0.446253890010746	1.61462257785504	1.12449525424029	0.295485557153992	0.558988594791117	-5.73232185196119	15	30	24	21	2.75582725783161	4.2859833478143	2.25367028216705	3.0089410201468	44.1	DOWN_pEhEx_UP_CDC5
EHI_131080A	-0.903016305262825	-0.265918390587586	-1.12341107814386	0.295917370905198	0.559582808784133	-5.16559906309632	1	8	12	8	0.183721817188774	1.14292889275048	1.12683514108352	1.14626324577021	44.04	UP_pEhEx_DOWN_CDC5
EHI_074770A	-0.485505628429135	1.58348409594041	-1.12309603130479	0.296042945830225	0.559597679712481	-5.70948299122746	14	16	28	33	2.57210544064283	2.28585778550096	2.62928199586155	4.72833588880211	44.04	UP_pEhEx_DOWN_CDC5
EHI_012330A	-0.470798071814493	2.27305206096944	-1.12081777477768	0.296952322625366	0.560799598860489	-5.8267144207968	16	37	48	51	2.93954907502038	5.28604612897098	4.50734056433409	7.30742819178508	43.92	UP_pEhEx_DOWN_CDC5
EHI_100430A	0.460440742627826	2.4735091335762	1.12103830898226	0.296864196735864	0.560799598860489	-5.86186947975697	38	43	71	22	6.98142905317341	6.14324279853384	6.66710791807751	3.15222392586808	43.92	DOWN_pEhEx_UP_CDC5
EHI_108620A	0.359520942036007	3.79135075333851	1.12061671195188	0.297032686144449	0.560799598860489	-6.02241826465093	67	138	145	76	12.3093617516479	19.7155233999458	13.6159246214259	10.889500834817	43.92	DOWN_pEhEx_UP_CDC5
EHI_053130A	0.271078351495931	5.37271362374407	1.11966827382563	0.297412007848817	0.561292848476886	-6.09831902186207	258	305	418	252	47.4002288347037	43.5741640361121	39.251424081076	36.1072922417616	43.87	DOWN_pEhEx_UP_CDC5
EHI_017740A	-0.676334487878503	0.36800875481568	-1.11747214728052	0.298291836982795	0.562506700918766	-5.38700122081613	9	4	17	10	1.65349635469896	0.571464446375241	1.59634978320166	1.43282905721276	43.75	UP_pEhEx_DOWN_CDC5
EHI_068750A	0.433365281197971	2.08883954116444	1.11762903583565	0.298228913442585	0.562506700918766	-5.81235825487841	31	30	49	19	5.69537633285199	4.2859833478143	4.60124349275772	2.72237520870425	43.75	DOWN_pEhEx_UP_CDC5
EHI_057670A	0.298660189001617	11.538125224451	1.11627623122124	0.298771837250079	0.562938766146385	-6.23191346324483	20403	20275	23758	22533	3748.47623610255	2896.6104125645	2230.94577348853	3228.59371461752	43.71	DOWN_pEhEx_UP_CDC5
EHI_070800A	-0.734820535616846	-0.252589436954472	-1.11643786251648	0.298706927500879	0.562938766146385	-5.19458212678916	3	4	10	8	0.551165451566322	0.571464446375241	0.939029284236269	1.14626324577021	43.71	UP_pEhEx_DOWN_CDC5
EHI_118260A	-0.71343199560641	3.85876007964604	-1.11601642243381	0.298876198097071	0.562938766146385	-6.0172923237774	26	177	212	125	4.77676724690812	25.2873017521044	19.9074208258089	17.9103632151595	43.71	UP_pEhEx_DOWN_CDC5
EHI_004470A	0.592986496213509	0.587167993465393	1.11510859331838	0.299241088860045	0.563222632717681	-5.49824264421601	10	13	18	5	1.83721817188774	1.85725945071953	1.69025271162528	0.716414528606381	43.68	DOWN_pEhEx_UP_CDC5
EHI_092140A	0.286618695252753	5.90583870755853	1.11321880221164	0.300001819748796	0.563222632717681	-6.10862934355993	395	422	524	417	72.5701177895657	60.2894990925879	49.2051344939805	59.7489716857722	43.68	DOWN_pEhEx_UP_CDC5
EHI_097630A	-0.27381204151513	4.78670684603722	-1.11343294807345	0.299915537588182	0.563222632717681	-6.08699206383923	137	174	306	223	25.169888954862	24.858703417323	28.7342960976298	31.9520879758446	43.68	UP_pEhEx_DOWN_CDC5
EHI_151270A	0.573854291553981	0.874173611755543	1.11327489796401	0.29997921610451	0.563222632717681	-5.58413907022448	13	15	23	6	2.38838362345406	2.14299167390715	2.15976735374342	0.859697434327657	43.68	DOWN_pEhEx_UP_CDC5
EHI_155340A	0.324082484214222	5.24208199233821	1.11299213261524	0.30009316968319	0.563222632717681	-6.10331773488526	242	282	447	189	44.4606797596833	40.2882434694545	41.9746090053612	27.0804691813212	43.68	DOWN_pEhEx_UP_CDC5
EHI_156320A	0.469223095635683	2.28669931099703	1.1143917257643	0.299529478831388	0.563222632717681	-5.84346288817669	30	42	63	19	5.51165451566322	6.00037668694003	5.9158844906885	2.72237520870425	43.68	DOWN_pEhEx_UP_CDC5
EHI_167150A	-0.439534261846841	1.52407248298358	-1.11469906727735	0.299405810407497	0.563222632717681	-5.71120598815516	16	14	39	20	2.93954907502038	2.00012556231334	3.66221420852145	2.86565811442552	43.68	UP_pEhEx_DOWN_CDC5
EHI_174900A	-0.616792447665773	0.503270100863418	-1.1133500469438	0.299948937161057	0.563222632717681	-5.4321955567681	9	5	17	12	1.65349635469896	0.714330557969051	1.59634978320166	1.71939486865531	43.68	UP_pEhEx_DOWN_CDC5
EHI_190870A	-0.356003792860929	2.37421853608147	-1.11468095744415	0.299413096320575	0.563222632717681	-5.85025915833634	26	30	67	37	4.77676724690812	4.2859833478143	6.291496204383	5.30146751168722	43.68	UP_pEhEx_DOWN_CDC5
EHI_008730A	-0.369266937709404	5.46685706904354	-1.11225104225585	0.300391992407769	0.56356098338853	-6.10456182362096	156	367	580	324	28.6606034814487	52.4318629549283	54.4636984857036	46.4236614536935	43.64	UP_pEhEx_DOWN_CDC5
EHI_161020A	-0.379792553990693	2.82838344441079	-1.11053128924274	0.301086355600522	0.564640842021649	-5.91617190529565	42	35	96	49	7.7163163219285	5.00031390578335	9.01468112866818	7.02086238034253	43.54	UP_pEhEx_DOWN_CDC5
EHI_010260A	-0.770330829987329	0.860591692205857	-1.10852199293202	0.301899260632082	0.564855684272779	-5.53808200466866	18	4	25	14	3.30699270939793	0.571464446375241	2.34757321059067	2.00596068009787	43.51	UP_pEhEx_DOWN_CDC5
EHI_021450A	0.254238814897528	10.7155626175396	1.10876982005374	0.301798901320869	0.564855684272779	-6.21953602855395	10128	12665	14642	12052	1860.7345644879	1809.39930333561	1374.92667797875	1726.84557975282	43.51	DOWN_pEhEx_UP_CDC5
EHI_068250A	-0.262070475203204	8.72481899836497	-1.1084860489567	0.301913818623713	0.564855684272779	-6.17094289366324	1969	2881	4559	3506	361.748258044696	411.597267501767	428.103450683315	502.349867458794	43.51	UP_pEhEx_DOWN_CDC5
EHI_104670A	0.547476342408697	0.591085205581161	1.10864324140607	0.301850156867088	0.564855684272779	-5.50725687182542	10	11	10	11	1.83721817188774	1.57152722753191	0.939029284236269	1.57611196293404	43.51	DOWN_pEhEx_UP_CDC5
EHI_152870A	0.421779029173821	3.76642393498385	1.10959031976963	0.301466825851792	0.564855684272779	-6.03192291012755	91	101	87	119	16.7186853641784	14.4294772709748	8.16955477285554	17.0506657808319	43.51	DOWN_pEhEx_UP_CDC5
EHI_171300A	-0.28617625234831	10.5829506268836	-1.10912668864352	0.301654432078451	0.564855684272779	-6.21612574121778	6629	11051	15627	13689	1217.89192614438	1578.8133992232	1467.42106247602	1961.39969641855	43.51	UP_pEhEx_DOWN_CDC5
EHI_125940A	-0.370433926980768	3.28908036824968	-1.10770843670809	0.302228904640524	0.565222742982317	-5.97468899487413	47	58	93	99	8.63492540787237	8.28623447244099	8.7329723433973	14.1850076664063	43.48	UP_pEhEx_DOWN_CDC5
EHI_000610A	-0.361597403874551	7.75061335624239	-1.1022210039899	0.304459917889931	0.565562132893515	-6.14608254742454	1152	1187	1952	2279	211.647533401468	169.582074461853	183.29851628292	326.541742138788	43.44	UP_pEhEx_DOWN_CDC5
EHI_005140A	0.350908695048477	5.63922230241563	1.09929941821864	0.305653123444309	0.565562132893515	-6.12280373497922	287	419	355	407	52.7281615331781	59.8609007578064	33.3355395903876	58.3161426285594	43.44	DOWN_pEhEx_UP_CDC5
EHI_012030A	-0.289879972160262	4.35138931397788	-1.10312625671911	0.304090962936796	0.565562132893515	-6.07675922805475	89	144	232	163	16.3512417298009	20.5727200695087	21.7854793942814	23.355113632568	43.44	UP_pEhEx_DOWN_CDC5
EHI_013180A	-0.317908037440087	3.14686868823252	-1.10111846401415	0.304909766666878	0.565562132893515	-5.96615786034081	43	55	115	62	7.90003813911728	7.85763613765956	10.7988367687171	8.88354015471912	43.44	UP_pEhEx_DOWN_CDC5
EHI_021420A	0.385247559181398	1.82626085999508	1.10170488539393	0.304670433758214	0.565562132893515	-5.79002933257243	24	25	30	23	4.40932361253057	3.57165278984525	2.81708785270881	3.29550683158935	43.44	DOWN_pEhEx_UP_CDC5
EHI_022130A	0.300491187233912	6.57788984882707	1.09936214178853	0.305627467159984	0.565562132893515	-6.12214834839573	685	624	865	636	125.84944477431	89.1484536345375	81.2260330864373	91.1279280387316	43.44	DOWN_pEhEx_UP_CDC5
EHI_035250A	0.997319314212941	0.0107979301147118	1.10243063551203	0.30437444615837	0.565562132893515	-5.30796037131062	10	9	19	1	1.83721817188774	1.28579500434429	1.78415564004891	0.143282905721276	43.44	DOWN_pEhEx_UP_CDC5
EHI_042090A	0.306670402058774	3.29203565606852	1.09989964611843	0.305407678595453	0.565562132893515	-5.99092447433047	55	81	98	58	10.1046999453826	11.5721550390986	9.20248698551544	8.31040853183402	43.44	DOWN_pEhEx_UP_CDC5
EHI_042870A	0.287872544890284	5.13365250255381	1.10569615213952	0.303045503844077	0.565562132893515	-6.10864573469999	197	290	381	196	36.1931979861885	41.4311723622049	35.7770157294019	28.0834495213701	43.44	DOWN_pEhEx_UP_CDC5
EHI_050920A	-0.496058455960852	0.849508609454736	-1.10619617551841	0.302842425408192	0.565562132893515	-5.5477128185403	9	9	24	13	1.65349635469896	1.28579500434429	2.25367028216705	1.86267777437659	43.44	UP_pEhEx_DOWN_CDC5
EHI_073470A	0.305201603023054	6.54932785811922	1.1029675943705	0.304155603184768	0.565562132893515	-6.11819086303771	651	633	788	669	119.602902989892	90.4342486388818	73.995507597818	95.8562639275338	43.44	DOWN_pEhEx_UP_CDC5
EHI_081280A	-0.371643977183505	1.87346161290708	-1.09948501516914	0.305577212359509	0.565562132893515	-5.79067563765393	17	22	42	30	3.12327089220916	3.14305445506382	3.94392299379233	4.29848717163828	43.44	UP_pEhEx_DOWN_CDC5
EHI_081330A	-0.288288390803258	6.91725033597657	-1.09914764832182	0.305715210148525	0.565562132893515	-6.12827024981477	664	684	1280	1037	121.991286613346	97.7204203301661	120.195748382242	148.584373232963	43.44	UP_pEhEx_DOWN_CDC5
EHI_082230A	-0.289879972160262	4.35138931397788	-1.10312625671911	0.304090962936796	0.565562132893515	-6.07675922805475	89	144	232	163	16.3512417298009	20.5727200695087	21.7854793942814	23.355113632568	43.44	UP_pEhEx_DOWN_CDC5
EHI_088070A	0.423727586236815	4.5650676199594	1.10057304494428	0.305132500901946	0.565562132893515	-6.09432733667885	100	283	235	132	18.3721817188774	40.4311095810483	22.0671881795523	18.9133435552085	43.44	DOWN_pEhEx_UP_CDC5
EHI_092420A	0.365982953099839	2.57006447043854	1.0997322333653	0.30547612102338	0.565562132893515	-5.89735027473091	43	40	61	32	7.90003813911728	5.71464446375241	5.72807863384124	4.58505298308084	43.44	DOWN_pEhEx_UP_CDC5
EHI_107340A	0.41699251971964	2.68217526130975	1.10345098510415	0.303958700514107	0.565562132893515	-5.90850570638605	51	40	48	47	9.36981267662747	5.71464446375241	4.50734056433409	6.73429656889998	43.44	DOWN_pEhEx_UP_CDC5
EHI_141820A	0.598153274553387	0.377943194047488	1.10405220422428	0.303713944898254	0.565562132893515	-5.44331675640392	7	13	14	5	1.28605272032142	1.85725945071953	1.31464099793078	0.716414528606381	43.44	DOWN_pEhEx_UP_CDC5
EHI_148670A	0.304889978873065	3.8788177316622	1.10696309665238	0.302531162288958	0.565562132893515	-6.0443124853854	95	107	158	81	17.4535726329335	15.2866739405377	14.8366626909331	11.6059153634234	43.44	DOWN_pEhEx_UP_CDC5
EHI_152430A	0.526462345153182	1.30818961002327	1.10538521431277	0.303171842661443	0.565562132893515	-5.69624095789484	12	27	29	10	2.20466180626529	3.85738501303287	2.72318492428518	1.43282905721276	43.44	DOWN_pEhEx_UP_CDC5
EHI_155720A	0.271941361298627	4.40911870565297	1.10146493661592	0.30476834449523	0.565562132893515	-6.08540069249895	129	160	209	132	23.7001144173518	22.8585778550096	19.625712040538	18.9133435552085	43.44	DOWN_pEhEx_UP_CDC5
