CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3
EHI_001100A	59.1431729051438	32.0549649978833	19.3129529878565	41.6251522172186	48.1937535005529	108.606493497079
EHI_001120A	64.1177876265631	97.4469015883459	168.121410076628	100.802067647076	132.270886040059	53.8168936953829
EHI_001130A	942.54524500342	1323.20970477261	8842.95951646146	633.838994377154	1151.10509472264	95.6296678804412
EHI_001140A	16.8548542762995	19.7174227776716	46.0720221434827	32.5612178946902	26.6787940712733	10.9576565144108
EHI_001150A	84.1071938160475	93.3438181677302	101.159187936911	74.4420522431909	47.4589258312825	48.7229205678453
EHI_001180A	23.1052403983194	12.0128358938888	6.73893529819393	25.3007171113522	15.6225009664521	56.9991129283968
EHI_001400A	2229.55459504028	1909.44206644113	1547.73328903049	1830.76816097714	2249.86613440274	2596.70931231824
EHI_001410A	28.3757978539335	24.0472570418211	20.7506761685218	28.6511586881635	18.36199465874	27.7027864282196
EHI_001420A	6303.1718022889	8746.61823298341	12039.9658537587	8444.04420708223	11474.2966780657	5749.53491879474
EHI_001430A	9.14167731971033	16.5749822598223	24.1466043976558	9.42757988555777	17.4924748180075	6.37783529131351
EHI_001635A	122.617871177076	406.547146640072	557.051140204677	277.031881881471	164.003278928589	77.6136158188585
EHI_001780A	13442.74115676	6480.39419103028	5336.49248200826	8892.61104105267	5392.12601887927	12671.8432689589
EHI_001800A	17.7959419435782	13.7629555053006	8.47160486113565	20.9795899433749	5.10958951787545	19.6930974912151
EHI_001810A	594.044150519192	599.092867421451	695.036553107708	617.540846308611	501.814912711868	455.319981262068
EHI_001820A	29.180195495	18.3411303680519	21.9899637769373	31.4844402276249	30.0186866379492	31.5583409960457
EHI_001830A	55.3948552796511	42.0380726843957	39.6573461297813	68.6218842141066	59.126524136158	76.776948869358
EHI_001840A	245.207655619029	163.677545262391	116.244997431025	159.910988373482	182.394849547515	291.320060144833
EHI_001850A	272.797046188191	275.470876706774	193.18954212983	252.587186305042	216.971708728637	334.202308219713
EHI_001870A	22.7907406745456	7.22369101377823	8.79354440541057	16.9864104244355	7.52779398406321	16.4161184400855
EHI_001910A	42.4688442505776	21.5449453679735	16.3634287328039	26.6539677644409	17.6267219618489	40.6004467463745
EHI_001940A	377.216600981651	1142.51289265771	599.371948429105	1454.62214938492	2126.61070705792	1947.27675011221
EHI_001950A	115.676153191274	204.457187043673	497.70630981238	191.634964067052	232.56727138355	60.3707804498034
EHI_001990A	53.7633065457322	56.5419920737797	33.1825706837017	69.6450764436436	17.7727799061674	59.639835290225
EHI_002110A	114.609621561217	173.447776890513	209.603617785556	145.585652001058	88.5194663134401	71.5344484373221
EHI_002130A	163.114476172935	132.81272965157	178.486543270242	170.008303929217	136.353451779777	119.999992824942
EHI_002140A	480.688713315346	347.531358593119	238.873759919755	340.35974408136	338.451506988022	574.319731114174
EHI_002150A	27.0453196687403	27.1415574270384	28.8640193705705	28.0342488390596	24.2310334481548	23.3475026644496
EHI_002160A	1852.43060390718	1355.5649248014	1535.10950637425	1350.38731044	1648.94769232422	1459.4652049393
EHI_002180A	693.466599844105	700.343855673026	738.592748920076	579.699296904063	342.085914699237	401.167674784442
EHI_002190A	79.7131246233499	311.331338223565	1190.80868406805	81.2584669906879	235.645760042427	16.9717377772392
EHI_002200A	178.695541890568	174.086956528567	373.095814671357	129.752304140446	98.2427357343012	48.7524796988798
EHI_002210A	25.3888270168646	21.4890008256314	20.8052727731845	21.1129784989719	23.8032986440071	23.9420235570408
EHI_002670A	280.070388612886	277.23955537664	177.059677365692	359.484591823764	442.625452426954	627.796387369629
EHI_002780A	56.3514605220525	54.548903887642	21.9123378749719	79.0538264257063	52.7585780577073	177.367541425425
EHI_002790A	39.2201139195911	47.4560735632719	37.5216741675954	49.0530397625801	72.8121891466086	68.2904183262986
EHI_002990A	47.6475617849838	49.125341367666	84.5862139484113	59.4747667027509	41.3637364447229	27.0790330069925
EHI_003000A	161.312380265677	102.54022264155	100.405644979833	89.833870475529	83.0890619624978	108.24565949005
EHI_003010A	677.842243325471	939.814777642845	703.874412705092	937.668703300415	1265.5984100529	1185.19552900911
EHI_003020A	12.807773989915	11.541569309079	8.15515558835388	20.0069137930374	15.9581438834401	27.9267238663747
EHI_003040A	19.2204076108839	14.4017643472732	10.3898609244044	20.024019028625	19.5152787536475	31.7632151832849
EHI_003240.mRNA	46.7623377690801	8.80269374639723	99.0577496417477	38.4401145334154	5.41845709635106	3.26247806863142
EHI_003260A	1895.40100209318	1276.95273567765	876.634713498449	1148.50179787125	1371.78375504948	2151.172049216
EHI_003890A	60.9886602972317	33.7442093363076	25.1299250481757	36.8401623697875	17.4060146207623	45.2866257956716
EHI_003900A	26.551339985331	37.0029302471801	29.5489649336839	37.3077474028924	37.7372886498822	39.2294580451631
EHI_003930A	76.0896001453748	129.075784172078	440.686866056893	66.7297735809072	120.129378942709	18.7285478418654
EHI_003940A	5530.33841493931	8521.71963109616	18349.6097437439	7377.24947647829	8465.48774316435	2725.2114877603
EHI_003950A	42.8265408232103	28.6135120066079	15.5513099644155	41.6279075784848	25.2391509666623	79.0158929282273
EHI_004170A	633.987549686427	892.014026358744	716.878983743835	996.785346445224	1570.35090764891	1283.82180783682
EHI_004190A	46.3828308456675	38.8583520649726	34.4207342098398	34.6910160368369	29.9218741503588	37.8802234083663
EHI_004200A	105266.106604917	65021.78793202	58883.8209475684	54138.2580706563	78321.7374210941	89571.0555557378
EHI_004230A	368.633198255241	392.324955472943	393.915803655292	487.639480906337	636.027005188849	515.41622724138
EHI_004350A	15.9081394088634	43.3773730547825	116.775644299808	38.6642132164371	53.0170836352773	9.59520011323001
EHI_004370A	460.322774904597	220.082492325314	225.186831377393	417.652911791511	499.556176072159	665.479425717275
EHI_004380A	483.945324016806	562.881697623196	383.827093563532	572.682699586628	573.69653029644	760.977271211456
EHI_004400A	100.829386979947	212.240615097498	169.650524588216	238.38004926028	356.251860319066	250.728449135225
EHI_004430A	80.7207308366183	132.977831291689	112.521598931202	43.2593794123538	51.0885299377722	39.5243525943164
EHI_004440A	96.2931605234219	2.3092364311465	47.2941160615457	212.367756274875	169.072518021528	46.9471948581335
EHI_004470A	16.530615506844	20.1072548678683	16.0894835475677	15.1996761858239	7.5659962552413	11.5204412038405
EHI_004490A	1101.23384774938	572.984281230963	343.108984590803	809.330497947265	1629.57142317466	2922.72701878845
EHI_004530A	93.382025470595	89.0883595727126	240.032607015114	58.8350151608229	52.500944522806	19.7584462903712
EHI_004550A	3683.86630829464	2482.0527921631	4062.63326054448	2141.75873154188	4558.41247974855	2260.57027687226
EHI_004560A	8.75340710349477	13.4799078358336	15.0201299243875	23.991714734589	27.7861685557108	18.9094350945045
EHI_004570A	130.805510555829	146.416311894423	90.6955772668805	177.651789158158	139.549769627424	240.691280888115
EHI_004580A	36.0632309007955	36.8791619493839	19.5320790401	44.7662318120479	64.7074942182596	109.174709477956
EHI_004590A	62.1459663504853	41.7409122979197	46.8818333272128	56.7303947244249	56.3859428357283	62.2994527777464
EHI_004600A	821.760515369665	834.581158547272	616.862719867885	912.629884542564	1339.61793533413	1481.38696583663
EHI_004610A	56.8831359195128	66.6136900603071	155.079935868172	76.1940647741086	88.9213850785658	30.203461551738
EHI_004640A	153.593484678996	136.113874055816	195.407980901841	126.475115970882	94.192930190564	75.9516064431935
EHI_004740A	38.0745089204186	11.5871407081186	6.34581320230975	10.9278601205152	3.24584513002403	20.0000803369512
EHI_004750A	205.017323313018	310.012813445033	630.453620372365	259.739926502789	254.361805606836	94.4412821984706
EHI_004760A	569.128975035745	650.965947544791	651.33373584161	578.022644175326	706.746057697396	575.022330253948
EHI_004770A	471.861312658385	341.242583827627	288.866762195818	379.476091695644	353.845640927766	500.571596059363
EHI_004780A	171.857541773469	195.336033153039	221.377002245695	190.025701619739	146.115262134648	128.601956613875
EHI_004790A	4483.65288642438	5440.59073523389	4281.43941768373	5204.4184016543	6122.48024265011	6314.42036713722
EHI_004800A	100.545414076033	97.7453090524537	110.898765506531	118.020248125656	70.0894868683214	77.1484000503108
EHI_004810A	653.30550460573	939.003465058928	903.99790182786	678.597771965193	689.635237083283	552.963362206811
EHI_004820A	222.50819354409	253.733201567425	169.900054307526	243.941355434155	284.689766703262	362.664765073002
EHI_004830A	206.20342774322	197.257009295372	176.613627899825	195.019536521162	221.933924348892	233.70840976077
EHI_004840A	879.946852053831	1222.04887524515	956.625409105854	1463.14716957423	2297.80427680594	1981.20338203996
EHI_004850A	28.1402603265927	20.1647935890734	10.8409046665807	36.8677943001776	18.6221848980791	63.3698585306813
EHI_004860A	246.381084924699	466.928771676405	425.979892478404	560.935645492303	524.805964152	416.299722021486
EHI_004870A	13.1528129215168	22.763496431313	16.4879064548499	24.638342684049	14.7228945472719	19.0962638873388
EHI_004880A	301.582588511557	339.464899116809	290.493609097607	443.521706291972	712.839191525084	611.246262101389
EHI_004900A	57.353809130492	32.6213343379292	43.154293390159	40.39470237809	63.9501980705025	50.3765161365903
EHI_004930A	40.7467895612731	90.5987121418413	105.57984777328	83.5198661648442	94.8769072937185	49.375253865804
EHI_004940A	52.8425475936756	113.093510748473	185.19061728823	103.375774708162	112.352824397116	42.1721945167605
EHI_004960A	149.439431315348	178.135727528316	336.484011092127	161.958974252878	147.078455439677	71.2430847140723
EHI_004970A	567.496635568008	511.837294487413	312.149287514159	520.414579886815	309.550842814272	670.932898937409
EHI_004980A	34.853377067413	30.9322974808393	16.2376175959123	34.7223923055665	32.6836010551201	72.2058115098644
EHI_004990A	74.7590608591085	55.3294799770179	48.3401398592449	60.8650021910962	97.2797738055455	102.805841227817
EHI_005000A	19.860512145057	37.8153777970669	48.7460696648536	41.7378132551431	64.6448520667968	29.2694667097341
EHI_005010A	71.9783422823039	145.018690783503	80.8275426745097	173.421383215288	255.095917098098	259.819335248381
EHI_005020A	619.352511662319	1014.17876614006	1069.94001460926	1234.20500735586	1945.13293653059	1105.38313932664
EHI_005040A	11.8308123933279	12.3336382355777	13.5805429794771	19.5822110578315	34.163193753223	23.1715538042568
EHI_005060A	549.459033454828	504.69230145131	451.983198523816	575.470522101869	971.596885717064	839.503435046488
EHI_005070A	88.3059544303541	132.306373385355	77.1087233498643	183.854969019334	249.570591272531	301.700562708271
EHI_005080A	81.0492763414666	77.3956512623095	76.7125697724873	58.7786416475974	63.0615248755092	59.4397277116174
EHI_005100A	58.2102889144478	75.1890852956932	55.6626568136862	120.412782745076	147.018020014027	159.810873316889
EHI_005120A	25.875546847454	11.859526094374	12.7307662092836	15.5650034102536	15.4156249353217	21.0701883254825
EHI_005130A	163.021448709905	115.695176822066	117.65609185372	125.795513834894	118.703102666638	139.43949623064
EHI_005140A	284.554772562759	378.643260271528	700.070631369003	228.059122471962	400.973707829903	132.938813498934
EHI_005150A	864.675048124588	1443.52283678376	2938.5783404258	1536.26303837805	1510.26269915162	532.169498203091
EHI_005460A	4723.85200899044	3399.83540464134	3357.99929989669	2934.14802260999	3251.23138865329	3610.6161111024
EHI_005657A	8.44155435919096	9.10402215764113	30.7083454883767	7.81926027449151	12.7515711629281	3.14582056560446
EHI_005860A	29.4694074878218	28.4233617339926	18.8440561803038	33.7300020970147	34.9544808735278	51.2742142227354
EHI_005870A	261.079715161321	269.122091464204	412.885758926998	242.062823688975	314.929310170315	165.818253627122
EHI_005890A	13964.0218392795	13771.7073903171	31715.0979365321	10381.4490841168	10133.7548203577	4091.65459653411
EHI_005900A	33.3521455996502	40.802306280913	37.0367611636836	45.192033945713	47.1881341230054	44.8938547226951
EHI_005910A	219.030290981982	274.815861477115	909.721700354456	227.497322261616	173.387619625349	47.9999637106618
EHI_005920A	38.595447372334	3.27606052356213	4.58341676325619	16.9053545783148	15.254711986882	43.1269452586627
EHI_005940A	95.9358025649853	131.601591200616	86.8554667693995	100.781813414347	44.071366317486	81.9141486683506
EHI_005950A	156.096993947069	241.026861553193	258.381713382734	253.902566444733	324.593806614772	208.582390787977
EHI_005960A	36.6466133676325	34.6465306244615	16.9241864294805	55.6039223196292	120.246795652939	185.342869541559
EHI_005970A	23914.6906216999	14605.3713337313	10634.5872304118	13036.6966606453	12286.2421288051	22258.9155772283
EHI_006000A	2.1201767032985	18.5482808126814	16.268062782601	13.4581577455639	6.47359600967345	3.38008241649898
EHI_006010A	158.60687361197	157.072644872389	211.098839921276	155.742682215415	145.783327818422	108.020430655443
EHI_006020A	37.7287791611844	29.9824652513615	13.4423159845497	22.6277694788097	7.88765800282521	33.61243831788
EHI_006030A	52.1688106813653	72.2935236439729	86.8045227439581	100.68097921984	79.1754889182215	61.2448569714062
EHI_006040A	114.06473358482	26.1672376337056	22.6834956600873	61.5180361761995	35.7715095707163	122.82108346494
EHI_006050A	363.531335139933	240.292532360922	169.352011799181	255.875369384968	234.318825932833	423.880308188221
EHI_006060A	32.184194024113	29.998509269494	29.2579320632023	35.5267589462695	47.2641082339535	43.4204683677593
EHI_006070A	1713.88689489167	1580.11545565155	2468.69546340044	1798.96097173787	2009.73586436314	1198.73765151671
EHI_006130A	35.8570563674864	35.7060929612371	45.5532486414374	36.9012615029407	36.7446894690812	27.4340492585293
EHI_006150A	65.5274199409471	46.5980042075099	59.2943432203858	38.3443260846296	29.9188064311464	29.9928970775859
EHI_006160A	55.4423140563421	69.6316811914196	55.9054066836442	158.063085105973	122.091049317595	152.881543928018
EHI_006170A	96.4163538297301	226.330728636745	153.613191366949	248.50115024942	510.077042057526	340.22414480366
EHI_006190A	230.166363453105	148.599012726316	101.121739691569	137.539398796761	137.116498049382	248.90697533394
EHI_006200A	130.817204598898	54.4312827888218	18.7550370027252	60.6619810034621	2.14431137657151	39.3457725957241
EHI_006550A	49.4052684011838	56.5768066422524	132.145516193635	56.4046559288537	49.4400380104882	19.665698689588
EHI_006670A	1930.21528013419	2049.11721513123	2064.65688892356	1957.04059256911	1622.73454474188	1636.26304865472
EHI_006680A	1.71424331807696	1.70495519695185	2.57628738211552	49.656213011395	57.0383235341593	22.0778049192186
EHI_006700A	46.4993282493565	49.7209177301539	25.9594015842913	63.1715436462071	59.4334258222574	120.605580075962
EHI_006710A	26.0052721925002	24.8577369952632	16.2466763209688	35.7870277703942	35.4210072990308	57.5310268189068
EHI_006720A	34.0016054228899	39.8633075111144	43.2534634183322	36.3342009329504	41.0609370071788	31.5018396997047
EHI_006730A	63.8298024988031	60.124978208605	155.841449704006	44.6551307145592	33.5022559182525	14.5320148759298
EHI_006740A	14.9194406059004	12.2811855260563	14.7617555682926	14.8123296274549	8.49502512968117	9.80922023737353
EHI_006760A	15.1720754050083	17.7984278380937	14.4149320872092	12.8634309542308	7.50285648597365	10.6267177490574
EHI_006770A	152.163936779988	151.364436496373	19.5761173737309	3.00311060666631	2.99773664213041	18.3965447750035
EHI_006810A	547.380071832303	439.710053176047	335.654539056002	874.030979886299	1151.68318080536	1509.33090434104
EHI_006830A	92.3789971697755	124.601113224669	145.162233935458	115.762216436664	72.7970244265233	62.8231393537347
EHI_006840A	114.681043092856	360.210562114828	437.325883014772	373.164823138132	651.056398459682	217.43501951165
EHI_006850A	33.447763696458	25.0021946187362	43.9551098169374	50.4915239610397	130.531736735978	51.1732768907486
EHI_006860A	20485.484413175	16502.5770715511	18541.7487062748	15228.1933461279	17509.4719917159	15659.27798792
EHI_006880A	42.2144510837053	76.9065812552866	61.4966801440725	109.363856586666	101.753515544976	97.41482433455
EHI_006885A	225.51666174947	133.981132400142	22.0677387703676	108.300134023465	8.40547377828318	231.366935976127
EHI_006900A	153.790990559468	291.999828731155	239.706298499965	318.272742066734	424.01648665833	318.466472438742
EHI_006920A	46.2869331274182	41.9746309464283	41.5089083035784	37.031090452014	29.4960332113641	33.5833399590886
EHI_006930A	204.540498018773	181.414466509469	122.500274510144	176.337881899357	149.865693216544	254.600957068361
EHI_006940A	131.343942707603	169.126591254422	113.660124114498	230.318280796598	322.184439882306	362.084011805217
EHI_006960A	9.17967712604385	9.55795269924005	9.34453550435575	23.7036158233579	31.3765555617089	26.6109056516951
EHI_006970A	2.05592607468638	21.4036953014264	7.60523448279425	15.4087207530696	19.8609893112681	12.2614070458648
EHI_006980A	4084.1937340387	4802.32058475888	7054.06260653367	4965.17033995683	6935.40341302739	3483.50916569148
EHI_007000A	261.548767141707	209.74846230273	233.484741485014	185.211850197298	165.527954033219	166.495486611658
EHI_007020A	17.4810352509954	20.1385343036685	51.5821108700086	27.0683209446424	21.2659372945084	8.79142554310813
EHI_007030A	70.9291086834647	82.0436386389886	69.9219873946269	106.545119924896	97.3554784558283	106.325866737288
EHI_007140A	18.9083277367167	26.8962139515874	43.3087793554333	27.7859410923721	38.2731975311317	15.8459889086589
EHI_007150A	117.14519473259	135.096189503649	408.273898593125	98.8942131798853	100.73804970012	27.8216741267041
EHI_007260A	12.2325435583565	9.70714912066089	17.1115524805232	17.9227682158104	35.9796161194557	15.6059024713746
EHI_007270A	19.1102955305395	14.6983370205577	18.6669766432893	25.1563463805065	16.7198367451852	17.7608834407556
EHI_007310A	69.4046834736549	56.5631018125353	77.498290556266	55.679829719274	67.3464328050179	47.8952258936041
EHI_007320A	10.899526857437	34.9173129453427	85.4749257976339	22.9345593192525	49.0339303892935	7.48378075930292
EHI_007330A	1342.99890352123	1466.59927976106	2601.09261801018	1357.46838673133	1692.95829189291	762.406731031905
EHI_007340A	12.4522412975178	12.6973791537157	12.1354129585916	18.756183885947	26.0715432022265	22.9020493771689
EHI_007350A	9107.35445576494	6485.8505986238	5843.26846616381	5335.16947220457	5538.81926073145	6807.94896711103
EHI_007360A	214.39866006492	187.682247593665	235.166672973071	175.979118483386	140.143999620873	125.141751189912
EHI_007460A	66.4529776444817	87.0350707892354	96.2356316550247	107.58549054647	87.7372405457425	71.1473004590222
EHI_007480A	102.70458400419	152.387855042267	454.316028624328	125.752944919022	141.898994023178	33.9473948844697
EHI_007490A	22.912772761131	20.3585560796175	23.0477267100591	23.3944284806259	36.1728847411935	26.2694019906481
EHI_007500A	181.410403539445	178.600956480126	143.104918142238	163.950829535253	129.102928012361	177.307894122163
EHI_007510A	30086.4041903087	27750.2155714712	103064.542173682	18065.8580409942	11668.3181635501	3662.70155681331
EHI_007620A	7843.45894895096	6861.2159924414	21268.2740263205	4516.00415836448	2940.99811048372	1139.15956317154
EHI_007630A	194.246497608308	119.473733427058	111.725890344133	130.095598310729	52.2024702391467	105.890585712745
EHI_007640A	19.9604046732127	45.0076798367708	81.8753808809467	11.4979272168887	36.7022330176722	7.50269379746401
EHI_007770A	745.82987634795	817.238174913504	589.505728999335	721.430503422288	485.710035837367	742.550486497143
EHI_007920A	81.0613656263112	64.2608082786147	60.311920410046	84.8829151502009	71.1686771862727	92.6862716978967
EHI_007930A	97.7920876223107	127.55015964381	112.293255146802	187.23160800311	265.706545263242	218.510746122127
EHI_007940A	116.951403013539	813.443632610447	512.504824366501	833.961612651714	920.094804285985	519.901511315425
EHI_007950A	18.3079803405851	11.5337775018062	15.5324637478487	12.6993431853823	9.58689643694781	10.0288339643507
EHI_007960A	44.8603996055993	3.90179246248793	6.21396373789105	13.8397764181211	3.90329886329346	15.8770388727574
EHI_007970A	47.3526955874653	34.5164189097982	34.4637114206484	45.797756663895	55.2405777900343	58.9470405195723
EHI_007980A	21.7092427943202	36.5611939151944	39.6826493068137	13.978002408909	47.1459321522664	17.903202572003
EHI_007990A	66.8919244005409	75.9950867378088	95.6034069931388	79.0189966035453	71.5549423336098	54.5909964962898
EHI_008000A	13.8401031075549	14.293808191978	24.0095989243327	12.4125502698456	8.93593590925074	6.09640261747261
EHI_008010A	24854.7682435943	19381.4033048947	16870.8941410686	17288.2029137834	15256.68638323	20818.5386517326
EHI_008020A	12.8848493153453	20.4313719698928	31.5056993839704	7.25982754837903	14.9673068208465	5.35055876292331
EHI_008030A	158.819632672693	122.860231546649	86.5516278427188	166.331512266448	178.966651928137	284.394471605305
EHI_008040A	36.2496204999678	49.2172777225203	33.4268908403103	54.3205180311674	79.387597010747	82.6732373696956
EHI_008080A	33.7443839021705	23.7637195308523	16.7600729315819	22.4032871637778	28.3601018315375	43.0546786507295
EHI_008090A	354.267419846866	390.65928905679	291.700264449082	425.205569265308	428.295776683085	526.067717494693
EHI_008100A	37.5506171524502	23.9568484011038	20.9865853190669	29.0036307522942	23.653941921027	37.6874184111573
EHI_008110A	19.4649825885783	17.395585448178	13.0144560622266	24.3470758310827	34.1298199132336	42.4849321091869
EHI_008120A	91.2358976776858	66.4372804276255	50.9615455573968	126.585139976166	101.588228364749	172.345525270805
EHI_008130A	126.44891528554	71.3740770251083	42.1632350384667	60.9390479281543	13.3996204059175	62.2575534771502
EHI_008150A	32.7753318146846	36.0898367411162	34.5904797553238	36.0752268643693	31.9523000828863	32.6846169029109
EHI_008200A	588.703320207995	386.154955438052	244.236846529346	555.028320182361	666.653393878702	1217.49602088841
EHI_008210A	1228.9859543841	1817.58685787743	3025.39124647996	1818.98756605599	1736.89480143376	814.441885445998
EHI_008220A	29.9447623166235	28.6745279221936	28.1829539734494	40.3496501394833	25.7790038062215	32.0268947727897
EHI_008230A	183.180758815291	256.097297731659	138.167024674651	280.43449518188	261.433751545153	421.333499244427
EHI_008240A	32.9325027962533	33.0517420980742	28.3020511153144	33.2542635925883	33.5984123843926	38.230241207011
EHI_008370A	27.810520367464	29.7062678375292	39.7070587039783	39.3685880552713	27.410434225597	23.291287392462
EHI_008380A	188.118537375213	191.208348414655	233.108004565858	209.977296442821	324.827222823428	209.69319844717
EHI_008390A	119.610265412263	116.909695245745	198.747054118297	97.2379279481415	93.6942214018522	53.1324076473037
EHI_008420A	223.56908015776	211.420708287006	103.031795849357	160.723628744144	62.4094887531449	199.158840039863
EHI_008450A	282.738920329368	236.400975304578	179.310096631308	205.260700809801	240.474348506844	311.982185184297
EHI_008470A	47.4403248952806	208.218010649655	305.571461510061	183.507537391502	275.034957164847	66.5238023107301
EHI_008600A	22.2222403539345	19.0555010622789	65.7577882384617	16.314939373461	20.8294376222111	5.70709320114041
EHI_008610A	29.4575998460783	26.1203906514351	64.2178409348668	29.1592615476467	18.1857069831279	10.1190746807463
EHI_008620A	22567.2024832645	19358.3374372832	16927.0594527386	16382.7793437921	20446.2180836178	21927.2114713781
EHI_008630A	109.62867649577	238.252178184382	819.445577046619	84.1828384229706	182.022355855942	22.6112811344005
EHI_008640A	12.807773989915	11.541569309079	8.15515558835388	20.0069137930374	15.9581438834401	27.9267238663747
EHI_008650A	44889.9383532976	42530.7048449976	39376.7515896211	38354.0838785112	56469.9898601874	51471.2725799315
EHI_008660A	94.7083392797075	92.224932115663	73.5054555307349	92.8055783826448	109.778918290164	125.397183134365
EHI_008710A	59.4197061689323	84.8420262168766	119.818071977924	75.1418708859531	59.0777994218009	36.6200047881215
EHI_008720A	18.2602397430129	20.5401537175683	21.23359250632	20.7030225409697	18.6736482880028	17.8136659415491
EHI_008730A	418.378250275603	453.891276246599	401.171345307254	437.835290305437	376.60311327043	422.291886033252
EHI_008740A	20.7019473512791	27.8271255072707	14.245476014607	18.1894711269715	20.6862113268818	31.8235654105442
EHI_008750A	18.0971268289712	16.1147759117996	14.2069588100328	12.3952721146631	9.41360669275757	12.2885978966654
EHI_008760A	19.4605488413683	14.5784300161587	12.8072231156349	21.2300643099569	9.4703273769286	18.3436840140697
EHI_008770A	581.21544441126	603.788710440681	381.046468640881	549.284532020234	412.932239877504	711.628779391166
