pEhEx_mean	UmasM_mean	theta	prob	log2FC	UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	UmasM_1	UmasM_2	UmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_165150A	7.40639063182711	10.5895431132979	-0.267705935598721	0.585694485171132	-0.51579779745317	14.1461919869715	7.39692773119443	9.34854314235478	5.54413095982548	9.53070759571156	7.03599102572537	14.4909245527201	7.4869111914894	9.78886049789718	5.65545050299993	9.6071504207721	7.0691989373566	58.57	DOWN_pEhEx_UP_UmasM
EHI_158220A	38.3674620915879	55.6279213800146	-0.267690524533873	0.585672059740975	-0.535925860603429	44.1671512730315	77.515130249754	40.1764223423212	50.6691320540504	20.935868925012	42.0799355233867	45.2434731124481	78.4581000743303	42.0687360185321	51.6865078473308	21.1037889823271	42.2785410610003	58.57	DOWN_pEhEx_UP_UmasM
EHI_086110A	4375.081239493	3763.63984745555	0.39515959146047	0.5855523175692	0.217181226731133	4391.88260920136	3842.82142101381	2742.00069423142	4339.14445128608	3336.52477603379	5300.78379422824	4498.90964246452	3889.56925759198	2871.14921247587	4426.26930125541	3363.28599782169	5325.80201258176	58.56	UP_pEhEx_DOWN_UmasM
EHI_153120A	27.4230066506889	37.616475720452	-0.267570393078922	0.585497333787688	-0.455977932938345	39.1916869517433	29.5058469907544	40.7103383832545	35.6159793850525	22.6397517978042	23.3499769748275	40.1467602895952	29.8647849590092	42.6277995605943	36.3311058103813	22.8213381667819	23.460182341653	58.55	DOWN_pEhEx_UP_UmasM
EHI_141350A	23.3915861082451	32.3824746589206	-0.267509156336534	0.585408324524089	-0.46922355065285	28.2490427386277	28.7243321887693	37.0765150936395	31.101066044196	19.8036268434014	18.7436181646809	28.9374516752658	29.0737630469494	38.8228228156197	31.7255383897027	19.9624655410691	18.8320828050402	58.54	DOWN_pEhEx_UP_UmasM
EHI_094470A	13.7104985563146	6.3017109581605	0.394491350998154	0.584648476541909	1.12146554434089	12.5720797452349	2.32481300381563	3.59532034423233	6.9966661577685	18.7659986855248	15.148600624775	12.8784523231953	2.35309430197403	3.76466030685473	7.13715087684725	18.9165148922385	15.2200977868728	58.46	UP_pEhEx_DOWN_UmasM
EHI_111990A	2475.44093895331	1991.28602679494	0.394465137366589	0.58461300366997	0.313985065190272	2696.88342774459	1902.42656390298	1218.97246307335	2208.17876394114	1776.73450952289	3346.46368525286	2762.60454509034	1925.56954047353	1276.38619302532	2252.51636221049	1790.98514138065	3362.25805877192	58.46	UP_pEhEx_DOWN_UmasM
EHI_013100A	3.83699841263654	34.6369048308047	-1.70475434009868	0.584462396420984	-3.17425994274344	36.8457612558073	40.086959740723	24.0388876589602	3.19544318738326	3.19544318738326	4.9887610204912	37.7436660648452	40.5746167087589	25.1711217710561	3.25960387883103	3.22107283786944	5.01230657853869	58.45	DOWN_pEhEx_UP_UmasM
EHI_143120A	30.4517688208104	46.3835333894688	-0.266603137611622	0.584093792845486	-0.607086694396248	17.372235009607	72.52745303091	44.5216787640949	43.5693392454105	21.4720003008029	25.4934329007932	17.7955839329897	73.4097478737512	46.6186544702771	44.4441596593504	21.6442205002173	25.6137547806608	58.41	DOWN_pEhEx_UP_UmasM
EHI_151290A	468.036528797877	569.738269994942	-0.266562009485777	0.584034100828945	-0.283678184928006	380.886647244054	595.734369565359	675.559577252563	582.984158470925	437.82754408782	373.855539038658	390.168582006763	602.981464837639	707.378503692503	594.689785677279	441.339221895924	375.620032719484	58.4	DOWN_pEhEx_UP_UmasM
EHI_197150A	13.7959736741208	6.98744248544922	0.393760959017459	0.583652995035905	0.981410872815072	7.71414430131687	9.27649140632346	3.40714874103502	7.76962990135281	9.93724459074958	23.0524503048869	7.90213247226755	9.38933971665875	3.56762580155103	7.92563481132347	10.0169481219099	23.1612514289658	58.37	UP_pEhEx_DOWN_UmasM
EHI_022300A	22.5725373742847	31.9303266070631	-0.266137348251031	0.583418767209416	-0.500358709240158	22.4779987726541	27.5496149185864	42.5133951323556	24.8914068085857	26.5959500596006	15.9622830118604	23.0257715016633	27.8847553674668	44.5157804703445	25.3911965961971	26.8092678576033	16.0376205274645	58.34	DOWN_pEhEx_UP_UmasM
EHI_092500A	59.1730373360718	80.2805340111956	-0.266130406307202	0.58340872355109	-0.440110263135294	70.6323794260149	71.7028834256504	90.8553385341667	50.9895119530246	82.1733543983898	43.9250769721734	72.3536399183711	72.5751473976988	95.1346344406086	52.0133205929051	82.8324411757179	44.1323910618523	58.34	DOWN_pEhEx_UP_UmasM
EHI_164070A	28.9883803438477	39.7545785382446	-0.265518929576753	0.582522646588107	-0.455646296748776	26.5311547633412	50.795074580775	38.101945076807	30.8063840283899	27.0163178348224	28.4346779311817	27.1777000005516	51.4129955261755	39.8965506577805	31.4249395101682	27.2330072712874	28.5688816657443	58.25	DOWN_pEhEx_UP_UmasM
EHI_124470A	22.8177630659092	30.4964727002412	-0.265460144429802	0.582437608446862	-0.41848502225305	32.3188537397479	28.1743412984038	28.291846122229	27.0603442836484	17.9112662762657	22.8285421205732	33.1064410552614	28.5170815297123	29.624395020839	27.6036837512092	18.0549269416276	22.936286460587	58.24	DOWN_pEhEx_UP_UmasM
EHI_020250A	57.9574545528007	75.1094173112889	-0.265221805370168	0.582093186569139	-0.373999571741885	78.2066728700051	73.6178612817002	66.8624189553546	61.5218287857482	48.1005533222882	62.5535484193206	80.1125134680945	74.5134209165073	70.0116458510626	62.7571137971076	48.4863528178666	62.8487836890266	58.21	DOWN_pEhEx_UP_UmasM
EHI_177580A	22.8818706434511	34.0703221565455	-0.265133907754828	0.581965756981526	-0.574310588654228	15.0720327180062	51.2256612726211	32.4860240221117	16.6620359340485	30.3105654713149	21.3688508765948	15.4393273591867	51.8488202954907	34.016119136579	16.9965897607844	30.5536770378529	21.4697058818068	58.2	DOWN_pEhEx_UP_UmasM
EHI_160930A	1065.72917514221	824.364982693057	0.392207816210287	0.581506881594517	0.370485736014392	1103.06994514098	764.524827072823	540.272664764355	1094.36447475621	726.947038652304	1336.40589899	1129.95096957066	773.825254482882	565.719563537608	1116.33800934242	732.777653509167	1342.71336141212	58.15	UP_pEhEx_DOWN_UmasM
EHI_135040A	33.3282628470131	45.8473267127301	-0.264711197288178	0.581353509586805	-0.460091492429355	50.8487783039138	37.0620102645781	45.5591146460659	44.4955325316214	23.8368571870717	30.6991963556066	52.0879266079969	37.5128687899399	47.7049536903254	45.3889498030778	24.0280451640026	30.8440879843764	58.14	DOWN_pEhEx_UP_UmasM
EHI_067390A	10.2705561315259	15.9114918724705	-0.264518593334624	0.581075142231639	-0.631554807068198	4.83045576848737	24.2167520013892	17.0159474757243	13.8303209098087	9.25577466781549	7.52484330145497	4.94817051549062	24.5113482474767	17.8174003738357	14.1080172731869	9.33001234184192	7.5603584592316	58.11	DOWN_pEhEx_UP_UmasM
EHI_122760A	16.0411167306923	22.5752300558695	-0.264479325244378	0.581018434484339	-0.492966108701686	28.4157058167555	12.8969245702618	24.4387224348067	17.2234935428694	17.9815304658132	12.6740450444675	29.1081762132261	13.0538153690053	25.5897888064829	17.5693207693461	18.1257546982655	12.7338629956712	58.1	DOWN_pEhEx_UP_UmasM
EHI_014050A	7.10526224334231	9.64268639111076	-0.264245218357257	0.580679870296694	-0.440547230205855	8.59127139414255	8.36575795120343	11.0518221623291	8.19061168814227	7.41832588372999	5.5853118327554	8.80063452405574	8.46752720944084	11.5723641370882	8.35506941074123	7.47782595568973	5.6116729439474	58.07	DOWN_pEhEx_UP_UmasM
EHI_177320A	1002.32708149679	828.860709421443	0.391552554875322	0.58059043206885	0.274151787297794	944.10659781034	672.772013315375	796.976009037271	945.83508458781	1073.79149139325	966.829697578512	967.113799331646	680.956269799648	834.513662058321	964.826326010071	1082.40403713592	971.392863597664	58.06	UP_pEhEx_DOWN_UmasM
EHI_049600A	24.3371268600032	33.9579312549218	-0.2641747841642	0.580577914092835	-0.480589711873548	30.2110515857379	34.0025198687261	34.4933140204985	33.4933958758767	15.5835122586513	23.1745055246806	30.9472732725852	34.4161597618987	36.1179527029246	34.1659033536548	15.7085027370028	23.2838827152921	58.06	DOWN_pEhEx_UP_UmasM
EHI_153780A	5.8869579689811	8.85789109266442	-0.264026995194763	0.580364145939979	-0.58944093216675	14.6014370791377	4.98074329204547	6.33335356699368	5.87166238585302	5.2944721220395	6.33335356699368	14.9572636416886	5.04133392271624	6.63165517954112	5.98955836976901	5.3369374271754	6.36324522615202	58.04	DOWN_pEhEx_UP_UmasM
EHI_130950A	49.7202505026284	65.7047227685401	-0.263811006384713	0.580052124922017	-0.402163508230694	67.5618640564135	67.0347467643921	56.7203545010462	54.0619894983061	37.4842207787744	56.0089860634644	69.2082982886349	67.8502229584367	59.3918891047831	55.1474898260694	37.7848699910965	56.273332827545	58.01	DOWN_pEhEx_UP_UmasM
EHI_109960A	7.26313007998609	9.65630720312208	-0.263361959158632	0.579403649548962	-0.41088015590285	11.0311368850512	8.49689828542592	8.60510844606953	6.19538448829261	8.01735062421981	7.42443477947616	11.2999577892924	8.60026286289403	9.01040994999718	6.31978042627177	8.08165528628834	7.4594760370854	57.94	DOWN_pEhEx_UP_UmasM
EHI_010590A	7.41723797163486	10.4383772896707	-0.263355682892875	0.579394572758315	-0.492943491760205	9.57160758499961	12.1578181334406	8.6488824625447	9.3603965276245	4.75026105764991	7.89059482678263	9.80486080566526	12.3057177189226	9.05624572720687	9.54834213586093	4.78836141603098	7.92783622955982	57.94	DOWN_pEhEx_UP_UmasM
EHI_196920A	35411.1979287968	38462.4816072765	-0.263346477934672	0.57938126118018	-0.119246199040848	41393.3447225163	25135.3456707427	45305.3662405385	36241.1058621494	41570.9526518742	27931.3704862826	42402.0708831857	25441.1165882582	47439.2537084728	36968.7840822249	41904.3802624954	28063.1987503405	57.94	DOWN_pEhEx_UP_UmasM
EHI_003010A	1090.15423927304	894.037958177632	0.390578755514884	0.579213491677651	0.286124277225835	728.379031018609	933.90115279156	934.780077954983	955.209058041935	1317.50012782144	980.870774481256	746.12910626372	945.262039413075	978.808316972681	974.388517680939	1328.06738432122	985.500210460004	57.92	UP_pEhEx_DOWN_UmasM
EHI_153420A	15.59889480668	22.8789162729201	-0.2630215934124	0.578911978121838	-0.552574899556209	14.7920013427723	31.8899415730337	19.7731096743504	9.18639448133332	21.2568038807855	16.1258063487808	15.152471819926	32.277881998522	20.7044251991421	9.37084633582459	21.427298057014	16.2019156488431	57.89	DOWN_pEhEx_UP_UmasM
EHI_031210A	19.307694750266	28.807756292659	-0.262967809382024	0.578834390860546	-0.577281376372291	33.3858017904304	34.2464926246736	16.4543341803964	21.5372597367821	8.38907897955774	27.0936003031939	34.1993898656799	34.6631004409618	17.2293350338126	21.9697022480614	8.4563651585128	27.2214745260789	57.88	DOWN_pEhEx_UP_UmasM
EHI_131040A	8.62468364474772	12.2982361278716	-0.2628828345756	0.578711867474939	-0.511907967648905	12.2625045899616	14.8832319159737	8.68768708595348	9.36864816859086	5.42389282738935	10.7517827778477	12.5613330431378	15.0642860991211	9.09687805241923	9.55675945994508	5.46739617552876	10.8025281882753	57.87	DOWN_pEhEx_UP_UmasM
EHI_132380A	144.120439538663	181.169514138064	-0.262801499180841	0.578594659054187	-0.330065252970771	175.826864273649	155.379053151591	195.495668881038	165.494903218439	135.000083643239	128.654892906417	180.111639010512	157.26923585555	204.70353524384	168.817843667983	136.08287709519	129.262108051937	57.86	DOWN_pEhEx_UP_UmasM
EHI_039050A	9.59277858233808	14.2519837664018	-0.262437960113482	0.578069850096246	-0.571142082672098	7.76288848696775	15.0818774118092	18.4270838253324	13.9364873224141	7.8597669077631	6.78015715933633	7.95206451880709	15.2653481129675	19.2950013924631	14.2163153808474	7.92280764012353	6.8121576066038	57.81	DOWN_pEhEx_UP_UmasM
EHI_118490A	8.86948665073914	14.0938310421298	-0.262295993740095	0.577865013144542	-0.668141312583852	24.9174254910606	4.8379984607443	11.4876614353242	11.9637088355756	5.90947052851013	8.46379682907612	25.5246453018262	4.89685260373715	12.0287314852287	12.203925852796	5.95686854353417	8.50374358513892	57.79	DOWN_pEhEx_UP_UmasM
EHI_199020A	131.338082856211	88.5196082050584	0.389477255448615	0.577638996432884	0.56921633068632	99.9270892109593	90.7965702920189	67.3365294904151	102.624049067389	133.171225669948	154.698207695527	102.362240796857	91.9011085374496	70.5080870416973	104.684617683764	134.239350424039	155.428340009779	57.76	UP_pEhEx_DOWN_UmasM
EHI_074040A	37.9692769523726	53.3574715508302	-0.26186292324685	0.577241350250527	-0.490857777161602	77.640214939435	28.5902723477557	49.5031970538567	40.6171522186882	36.682225336763	35.7486795243468	79.5322513635125	28.9380723709703	51.8348027902515	41.4326962350174	36.976441994455	35.9174033027367	57.72	DOWN_pEhEx_UP_UmasM
EHI_077490A	14.7910750696123	22.9374763435908	-0.261709140599307	0.577019282703757	-0.6329797534254	28.5053147058666	21.4787075659532	16.9421174127944	3.76686927404269	25.3939102376246	15.1341904893265	29.1999688067776	21.7399955627653	17.7400929072533	3.84250352038768	25.5975868501325	15.2056196396115	57.7	DOWN_pEhEx_UP_UmasM
EHI_158250A	237.441063024326	162.652813481918	0.389038995391605	0.577008150765175	0.545773678468779	112.703333938681	223.674121008539	136.280057738066	213.881059190206	245.204784847037	247.714704031861	115.449833456917	226.395111684426	142.698862649446	218.175535993739	247.171495742721	248.883848217971	57.7	UP_pEhEx_DOWN_UmasM
EHI_068640A	130.274899097679	167.010745600659	-0.261680870170039	0.576978484746664	-0.358381792447664	204.580125603002	119.838563524542	162.200756688764	139.117209096658	120.974797843621	127.546261632641	209.565596722385	121.29639696764	169.840429220048	141.910516880432	121.94509886434	128.148244348324	57.7	DOWN_pEhEx_UP_UmasM
EHI_095170A	46.0515421707842	59.4164732659194	-0.261672397240311	0.576966258735515	-0.367613504872599	60.0312553970126	54.1596560447065	58.67780583923	51.0118000277708	39.663219981476	46.2474012230509	61.4941740904094	54.8185070483111	61.4415366048402	52.0360561856333	39.9813462649584	46.4656760342856	57.7	DOWN_pEhEx_UP_UmasM
EHI_013220A	2141.72964519447	1665.3580373144	0.38880923581473	0.576674679764817	0.362943999934948	648.542306277082	2066.88979784012	2103.20888201184	1916.77047916735	3098.144469154	1402.11952112393	664.346817727607	2092.03346597057	2202.27023937832	1955.25694632647	3122.99371704975	1408.73713348069	57.67	UP_pEhEx_DOWN_UmasM
EHI_050610A	95.4989646555096	64.5990032885961	0.38870076958903	0.576517502376449	0.563973186918442	66.8995332785015	68.7083800876105	52.5498856758206	75.3682339683192	103.386665078936	105.508759059373	68.5298269840954	69.5442159935734	55.0249907635856	76.8815382960875	104.215897187135	106.006730920672	57.65	UP_pEhEx_DOWN_UmasM
EHI_169580A	956.081164836293	1149.8995001768	-0.261340210038666	0.576487489718281	-0.26630277329385	480.54146540219	1348.14393983869	1498.36836378642	914.339969072868	1234.71060011048	709.843192440562	492.251916700268	1364.54408069322	1568.94166975767	932.698826105807	1244.61382769949	713.193453963127	57.65	DOWN_pEhEx_UP_UmasM
EHI_004760A	578.0519124657	452.670748839802	0.388665602209252	0.576466575953152	0.352736977060102	518.921423858985	401.11601853273	398.900608460183	493.262648383344	616.259126102013	611.491080806928	531.567167252937	405.995585920566	417.688868659322	503.16677458111	621.201947828049	614.37714784432	57.65	UP_pEhEx_DOWN_UmasM
EHI_023020A	578.0519124657	452.670748839802	0.388665602209252	0.576466575953152	0.352736977060102	518.921423858985	401.11601853273	398.900608460183	493.262648383344	616.259126102013	611.491080806928	531.567167252937	405.995585920566	417.688868659322	503.16677458111	621.201947828049	614.37714784432	57.65	UP_pEhEx_DOWN_UmasM
EHI_004770A	409.588477127323	500.425781199493	-0.261285409294297	0.576408612328522	-0.288980988092022	553.081505655938	308.076893322972	594.08303300529	459.590206163893	437.885680951573	324.48837412985	566.559705774279	311.824641834995	622.064405726388	468.818229846657	441.39782505728	326.019868586575	57.64	DOWN_pEhEx_UP_UmasM
EHI_050985A	8.23622658995962	11.8802595667114	-0.26083379458432	0.575758345275965	-0.528510931149786	14.8571111357698	11.8700145858421	7.9516089780001	8.54029668714133	4.99835568961198	10.8375184253805	15.2191682919404	12.0144130476091	8.32613058892763	8.71177566782846	5.0384459374487	10.888668484108	57.58	DOWN_pEhEx_UP_UmasM
EHI_152880A	139.744870708415	193.287078802953	-0.260704123780734	0.575571516657737	-0.467949866566893	309.031246834088	144.404297621123	112.301404046104	154.789244616173	74.1796553292117	184.341483895718	316.562116959116	146.160972669686	117.590811871506	157.897228198064	74.7746271461976	185.211524190653	57.56	DOWN_pEhEx_UP_UmasM
EHI_049790A	30.3340482317703	42.80115825153	-0.260634081099465	0.575470668688049	-0.496711792499434	24.7341162488148	45.9051750879706	53.3653137847206	34.7599296426716	36.0098376174582	19.9141779452097	25.336868944652	46.4636105154849	55.8788256213318	35.4578676092596	36.2986612635313	20.0081673006531	57.55	DOWN_pEhEx_UP_UmasM
EHI_056360A	14.8435333729486	20.6728796730666	-0.260501303772879	0.575279627490412	-0.477904812316133	21.1559014520085	21.7132523503274	17.331855921679	18.8707507160836	9.02065481659278	16.1180749131413	21.6714556163371	21.977393579192	18.1481881404928	19.2496529036935	9.09300666782223	16.1941477229877	57.53	DOWN_pEhEx_UP_UmasM
EHI_184010A	42.7520180692976	57.0374775438537	-0.260410670710615	0.575149323418883	-0.415917657984478	60.2980817109504	42.0942655492262	63.4896873395003	46.2655135051789	48.5927704002221	32.7864627831825	61.7675027704892	42.6063413474959	66.4800582248724	47.1944698854391	48.9825178150502	32.9412057262624	57.51	DOWN_pEhEx_UP_UmasM
EHI_106260A	6.42557235995279	8.57380566109602	-0.260307693698061	0.575001370270224	-0.416110747992738	9.83829839434691	7.08630820799883	8.04898747349586	7.28507044618958	5.73661091653187	6.09641315915517	10.0780506790047	7.17251298874628	8.42809562170204	7.43134597971144	5.78262247866711	6.12518652579486	57.5	DOWN_pEhEx_UP_UmasM
EHI_181710A	135.039246961923	177.446169066508	-0.260213514821163	0.574866149049923	-0.394002663920607	156.452451313869	126.138883881628	232.336548869971	132.23655047929	170.484678523964	100.959928472562	160.265085484872	127.673360580859	243.279624516783	134.89170283716	171.852082814258	101.436431124534	57.49	DOWN_pEhEx_UP_UmasM
EHI_146380A	178.694838051721	230.495279578054	-0.259727908748781	0.574167121934136	-0.367239245396001	281.509927176314	129.675926331464	259.816132799999	201.190410888696	185.004576933326	146.651926292564	288.370122454914	131.253431072933	272.053499711581	205.230074596769	186.488440787912	147.3440824069	57.42	DOWN_pEhEx_UP_UmasM
EHI_012020A	550.432428702204	666.470432698533	-0.259717083695481	0.574151563580885	-0.275975404137134	929.303491863366	389.300464893789	625.740773434061	528.093398851297	632.951150722579	481.222305208834	951.949952296269	394.036296336058	655.213229026125	538.696885013431	638.027853957953	483.493540025355	57.42	DOWN_pEhEx_UP_UmasM
EHI_163700A	100.961266042773	62.2110375906999	0.387069495992293	0.57413329873257	0.698559433131618	62.1795338242678	80.8981253885324	38.2805907153807	88.0773010793835	73.6986316766174	137.249666017785	63.6948045241165	81.8822492732551	40.0836105245348	89.84578833036	74.2897453533177	137.897446090822	57.41	UP_pEhEx_DOWN_UmasM
EHI_010280A	9.07788288885362	14.5548088725363	-0.259678011312118	0.574095416180745	-0.681068113020632	9.71224771844101	20.1165670082572	12.4553006522342	2.80309237952065	16.8968383757089	7.55869160785543	9.94892823841753	20.3612845956718	13.0419466100231	2.85937513427972	17.0323626321253	7.59436652018031	57.41	DOWN_pEhEx_UP_UmasM
EHI_009900A	46.6226796807914	66.818139435587	-0.25966065538287	0.574070480333867	-0.519207884045637	72.6427286517041	77.4182947084401	44.7782756781969	61.3995122587121	18.5691489213506	57.8480183863823	74.4129799146691	78.3600865308237	46.8873371257548	62.6323412999635	18.7180862576672	58.1210448691612	57.41	DOWN_pEhEx_UP_UmasM
EHI_023270A	8.6465571583618	11.9000750913458	-0.259586735461562	0.573964310114921	-0.460772969886144	11.3339817761285	11.7533747565333	11.525996631814	11.4193816653589	6.13655563301105	8.13141551138943	11.6101827934363	11.8963542973873	12.0688722734653	11.6486692416326	6.18577502664134	8.16979352050738	57.4	DOWN_pEhEx_UP_UmasM
EHI_022910A	18.3870092165901	27.1176615118119	-0.259254507468362	0.573487006371792	-0.560545939424576	39.8951684136457	18.6316905606616	20.7007169664743	23.1184331047865	9.58900300712147	21.7273425659398	40.8673850908175	18.8583446593252	21.6757228913241	23.582623693137	9.66591340144605	21.8298895517551	57.35	DOWN_pEhEx_UP_UmasM
EHI_169970A	19.7530278225007	26.1760159797696	-0.259054605456753	0.573199377010988	-0.406171721858073	23.9979996304979	29.6450046945734	22.5223394049365	21.166165721081	16.5608323371304	20.9662404453113	24.58281369163	30.0056355131805	23.5831439363377	21.5911571067281	16.6936615941914	21.0651952417859	57.32	DOWN_pEhEx_UP_UmasM
EHI_200010A	76.2423080558929	100.853970359404	-0.258721970658497	0.572721629580298	-0.403604181025008	77.1180888409248	128.740691524385	87.305497423012	76.3090751048127	65.2808303002051	84.8972331525684	78.9974014259827	130.306819155358	91.4175954434456	77.8412704014764	65.8044274245876	85.2979243708999	57.27	DOWN_pEhEx_UP_UmasM
EHI_035810A	11.1084812644478	15.0783913625213	-0.258529315483268	0.572445416001312	-0.440820935941066	12.5895351135678	18.3938220614523	12.8694879077877	11.2039245203191	9.30849260926787	12.4790010134143	12.8963330663511	18.6175824951469	13.4756421284457	11.4288859738635	9.38315311741605	12.5378984112911	57.24	DOWN_pEhEx_UP_UmasM
EHI_148810A	84.2726237988642	119.663363415717	-0.258403518146119	0.572264422679338	-0.505845570151517	37.4651296027819	178.75923917321	130.182145428588	76.8623433905203	111.007800820113	64.1433875713915	38.3781279747795	180.933841316836	136.313738035167	78.4056476550753	111.898159674713	64.4461264376593	57.23	DOWN_pEhEx_UP_UmasM
EHI_155900A	25.3436045666125	10.6454316543165	0.385683498107944	0.572079327684226	1.2513872806694	1.24586047190221	21.3124650852323	8.27271030839338	17.9485557008554	50.2505174499082	8.27271030839338	1.27622119918763	21.5717307459872	8.66235582542124	18.3089413114657	50.65356113539	8.31175518947232	57.21	UP_pEhEx_DOWN_UmasM
EHI_020990A	44.4735573605112	23.2278288344142	0.385636084611462	0.572008213640264	0.937093499917093	24.5362861628134	10.4195462615257	32.4908289621256	29.4123347661165	78.9517312223271	25.3473235337747	25.1342178811612	10.5462998085912	34.0211503897678	30.0028993998858	79.5849783676672	25.4669558182561	57.2	UP_pEhEx_DOWN_UmasM
EHI_033710A	57089.9343811864	44740.9995088543	0.385582829448303	0.571928375454606	0.351638917708769	34309.3677943913	29418.3141709294	65892.4142753074	38916.899348309	100715.801056742	32006.206689626	35145.4625116033	29776.18730439	68995.9538495709	39698.3043130568	101523.610999886	32157.267041965	57.19	UP_pEhEx_DOWN_UmasM
EHI_119510A	11.4535033584437	17.6653352417341	-0.258028827036786	0.571726241185644	-0.625132175605016	16.3524434616224	13.0573440844927	21.887344200471	20.2983120895057	5.78618653652683	7.94622292181299	16.7509407954615	13.2161863830365	22.9182403916149	20.7058780083828	5.83259572920612	7.98372687365501	57.17	DOWN_pEhEx_UP_UmasM
EHI_000800A	336.467978369956	413.142887406202	-0.258023058470132	0.571717966259522	-0.296171620599061	526.753233208741	259.431670166959	417.711070292019	350.550392783941	338.180873816123	313.46526374188	539.589832186591	262.587650628047	437.38530520232	357.589026948088	340.893316844758	314.944732197673	57.17	DOWN_pEhEx_UP_UmasM
EHI_167000A	7.49798115424333	10.828866798181	-0.257954481500534	0.571619618308552	-0.530308173407244	8.63644870661563	15.2980515707326	7.57850073488954	7.88431710954178	5.22790623742921	9.11351415607924	8.8469127752731	15.4841520256958	7.93544890871186	8.04262480198927	5.26983763842199	9.15652739638023	57.16	DOWN_pEhEx_UP_UmasM
EHI_049610A	31.071810182355	39.1771921029925	-0.257881425667003	0.571514897267135	-0.334407708391331	40.5163702991336	36.844865918445	36.6722563810456	31.862130470413	30.8790599756082	29.7806840511912	41.5037252212854	37.2930828876961	38.399523475564	32.5018840826983	31.1267312587783	29.9212405585366	57.15	DOWN_pEhEx_UP_UmasM
EHI_092830.mRNA	10.0282489707354	13.1434861029337	-0.257624214861872	0.571146077493359	-0.390278259148249	13.7198192243759	14.108591936515	10.4604093295683	9.66046088970343	9.71423968250081	10.4604093295683	14.0541613913126	14.2802226416499	10.9530956983159	9.85443143276763	9.79215456103299	10.5097795387361	57.11	DOWN_pEhEx_UP_UmasM
EHI_176830A	106.483112116029	137.242011338162	-0.257613570503402	0.571130770232086	-0.366097532718867	164.855814510741	101.458038682595	133.504229141753	116.79366526673	91.2570902818694	108.502067230933	168.873232623488	102.692273452377	139.792292237178	119.138742891586	91.9890348639369	109.014166670406	57.11	DOWN_pEhEx_UP_UmasM
EHI_182660A	17.3221820658084	24.3744106261056	-0.257482881618101	0.570942920916475	-0.492746657861665	21.1141049773568	32.2801686985084	17.5606450800384	14.516245380478	14.5240604603465	22.3399285330703	21.6286405915371	32.6728562282442	18.3877532920366	14.8077142898657	14.6405534071492	22.4453667534805	57.09	DOWN_pEhEx_UP_UmasM
EHI_137710A	21.8353834005544	31.5579374264632	-0.256891579554356	0.570095061627982	-0.531335053155194	19.8701010198999	29.5502311628057	41.9980262153873	20.8279723998393	31.4450138298955	13.1720106373148	20.354321148722	29.90970906352	43.9761376237176	21.2461732665939	31.6972244519385	13.2341788469743	57.01	DOWN_pEhEx_UP_UmasM
EHI_169830A	127.729372384904	89.1374868678636	0.383808326517605	0.569257122995348	0.51898613093183	103.711202951075	69.1365974678837	86.7670154297552	126.805488481966	130.580796573121	123.030171286315	106.238570678243	69.9776426286934	90.85375089223	129.351591586693	131.628144305539	123.610839317458	56.93	UP_pEhEx_DOWN_UmasM
EHI_159880A	16.4084634828864	23.1463752339545	-0.256190372438293	0.569089542230846	-0.49634613370899	31.4200755183822	12.6163536274524	23.4468168800676	19.4538463107041	15.6367359673423	13.7954308189526	32.1857602524394	12.7698312869563	24.5511643968207	19.8444563630254	15.7621533364165	13.8605413976721	56.91	DOWN_pEhEx_UP_UmasM
EHI_196400A	24.7053968593151	33.3263568522039	-0.256122637523356	0.568992642253672	-0.431837383574906	32.4492995944679	34.8592009127815	29.6816254685365	29.0582000429996	16.700949512747	27.5171381785381	33.240065782022	35.2832623116811	31.0796331190862	29.6416540735227	16.8349026058545	27.647011381849	56.9	DOWN_pEhEx_UP_UmasM
EHI_044230A	16.0910586857559	9.99823239094788	0.383561808343837	0.568883385534221	0.686514283644539	7.97003837721955	12.9510969579727	8.1559797724606	12.9738296422478	17.7529964058356	17.1919347688002	8.16426250350203	13.1086467626003	8.54012726908996	13.2343286815857	17.895387638063	17.2730758971054	56.89	UP_pEhEx_DOWN_UmasM
EHI_050700A	389.4123035518	294.016760057578	0.383373725905554	0.568598817393236	0.405400070556102	247.682336926735	344.299351823536	262.962391760878	354.824853439795	392.231005764857	411.74495579446	253.718178061791	348.487745732501	275.347947797162	361.949313680377	395.376967998605	413.68827693524	56.86	UP_pEhEx_DOWN_UmasM
EHI_086040A	128.447910540965	80.2200684338384	0.383354716136906	0.568570083402088	0.679148320149965	37.4410885992171	103.932035691082	91.0207532202664	118.535598940973	167.885231224823	97.665653431119	38.3535011091785	105.1963665791	95.3078401756495	120.915652518285	169.231786161262	98.1266080253886	56.86	UP_pEhEx_DOWN_UmasM
EHI_198770A	131.249746436592	171.1986794739	-0.255065772974701	0.567478001849168	-0.383356938062787	228.426446577416	136.836039149804	134.418952129843	149.939755225983	96.3039280406223	143.303216003977	233.99303545773	138.500646503453	140.750098773264	152.950366839669	97.0763517300412	143.979567141454	56.75	DOWN_pEhEx_UP_UmasM
