pEhEx_mean	U2AF84_mean	theta	prob	log2FC	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_098800A	512.084682872633	200.548340707614	1.15390992354099	0.963240115211567	1.35243237715946	202.937109132802	234.805570497242	163.242728970507	401.813787562132	512.87298966697	593.823843727253	204.680944846927	235.832885506872	159.26653732782	402.269197165545	519.440388369574	616.735456569851	96.32	UP_pEhEx_DOWN_U2AF84
EHI_177520A	1671.60633165082	782.292296026998	1.154114262599	0.963232904599103	1.09545546580633	501.087374103356	861.925703916349	984.075050178947	1356.01746685476	2424.40382424364	1202.64307233176	505.393210835695	865.696778047783	960.105400719062	1357.55435631928	2455.44859916981	1249.04486766579	96.32	UP_pEhEx_DOWN_U2AF84
EHI_056250A	42.4702792291815	15.6080567384505	0.81937336351141	0.962683084818001	1.44416266643997	12.8308163090667	20.1610202690187	13.7673753477565	36.8033997318347	43.5653051783712	45.0584407840028	12.9410713324912	20.2492282220411	13.4320359231787	36.8451121423963	44.1231640137385	46.7969387601945	96.27	UP_pEhEx_DOWN_U2AF84
EHI_114920A	1771.05604498792	560.592304041298	1.32062287679568	0.962241491944518	1.65958602290935	186.191341616777	738.2262010522	756.535273771787	1427.52033841807	2872.35679360855	1001.57710584557	187.791281187019	741.456068449454	738.107933994145	1429.138268144	2909.13765877365	1040.22113660242	96.22	UP_pEhEx_DOWN_U2AF84
EHI_033850A	29.2095775004699	6.85643190344995	0.824125915380949	0.962191553516223	2.09091159425229	7.60171653461482	9.3459430709282	3.57212549396195	18.4153021274021	19.0410272586016	47.5193556185247	7.6670379774912	9.38683318940186	3.48511729687229	18.4361737492782	19.284849842816	49.3528035171939	96.22	UP_pEhEx_DOWN_U2AF84
EHI_037810A	64.1936593479161	20.4622321652028	0.826836265337264	0.961732347858926	1.64946727084358	17.4560211535065	29.0052110060884	14.7918815756397	45.1909708456506	64.3497346909839	79.2082278239372	17.60602049687	29.1321138242836	14.4315876974891	45.2421896010734	65.1737405806231	82.2643332144845	96.17	UP_pEhEx_DOWN_U2AF84
EHI_052110A	64.1936593479161	20.4622321652028	0.826836265337264	0.961732347858926	1.64946727084358	17.4560211535065	29.0052110060884	14.7918815756397	45.1909708456506	64.3497346909839	79.2082278239372	17.60602049687	29.1321138242836	14.4315876974891	45.2421896010734	65.1737405806231	82.2643332144845	96.17	UP_pEhEx_DOWN_U2AF84
EHI_048140A	552.940137195182	178.249258102102	0.981160986337908	0.960597071175122	1.63322722683409	84.7072072397115	211.641970678381	238.371871512079	379.908263104786	974.514020667399	301.964233766426	85.4350950757984	212.567940929789	232.565718617335	380.338845321698	986.992786841371	313.614974452322	96.06	UP_pEhEx_DOWN_U2AF84
EHI_155680A	474.29405125038	167.703182675576	0.980847459390966	0.960590196290239	1.4998717051145	117.069353483224	134.208717484266	252.686888030007	416.832841302392	725.458481051663	276.592451454911	118.075328785159	134.795903851279	246.53205651783	417.305273271685	734.748061870385	287.264268071677	96.06	UP_pEhEx_DOWN_U2AF84
EHI_086080A	324.005281884368	115.423540742986	0.979783138203306	0.960556733829131	1.48907983885041	94.2048316258269	137.196217907209	114.598629284173	198.340246938229	470.417924742864	292.676277718711	95.0143324141955	137.796475105631	111.807288347295	198.565042741646	476.441681366592	303.968659515329	96.06	UP_pEhEx_DOWN_U2AF84
EHI_048860A	15.9069052391885	3.81617830368138	0.831913345819399	0.96055146261529	2.05945269486729	1.58509388409141	6.69306472385471	3.13399192696446	16.9371844430374	16.7385601803721	13.5515056600809	1.59871457346228	6.72234804041605	3.05765558667641	16.9563807889292	16.9528994039749	14.0743658557396	96.06	UP_pEhEx_DOWN_U2AF84
EHI_050000A	70.0329974217882	11.6389729793046	0.985388640384132	0.960534994129161	2.58907107560787	2.53561611811288	17.6175848181333	14.715606905141	58.3252844748021	118.667625954236	33.1506132152193	2.55740463162316	17.6946648008559	14.3571708904879	58.3913894604792	120.187178803449	34.4296693250489	96.05	UP_pEhEx_DOWN_U2AF84
EHI_126980A	90.8208776683445	9.24530238721638	0.987107598520304	0.960442521290596	3.29623156672955	1.73036510027148	23.2500863091472	2.55949348487643	31.7045378360681	97.8230114565093	135.786700358155	1.74523410315234	23.3518094607317	2.49715051457534	31.7404712745146	99.075646575667	141.025783194999	96.04	UP_pEhEx_DOWN_U2AF84
EHI_054230A	101.19824081965	42.3939711661018	0.796983777340904	0.960021255486735	1.25525319189073	45.6927565825802	45.0321914617476	36.3790627866998	78.7685992528072	105.152063679578	114.429428503628	46.085393794897	45.2292150932874	35.4929582334772	78.8578743788918	106.498548170863	118.844479854916	96	UP_pEhEx_DOWN_U2AF84
EHI_168290A	86.75914167801	29.9763227354996	0.834830565306607	0.95970075241647	1.5331923648502	29.8438802796881	38.1154259692046	21.8221543931408	66.773844458711	78.3051313028638	109.769884085682	30.1003283216563	38.2821875546033	21.290620348895	66.8495249131021	79.3078376806349	114.00515539133	95.97	UP_pEhEx_DOWN_U2AF84
EHI_148470A	688.375378384778	282.564382375667	0.970624940306508	0.959404860356545	1.28461587293188	204.755456013053	301.747420139185	341.28013227003	441.701191198673	1092.98325466165	516.316084937975	206.514916756252	303.067617326881	332.967387081898	442.201808575522	1106.97903325255	536.237201894569	95.94	UP_pEhEx_DOWN_U2AF84
EHI_036560A	159.779500203823	19.0303501238741	1.01945055359874	0.959356843008347	3.06970831164914	17.3386960421845	34.9529116981805	4.53064400200784	63.449385952546	54.4818042393704	340.62394046758	17.4876872125226	35.105836736295	4.42028865000912	63.5212985164945	55.1794501238017	353.766295614401	95.94	UP_pEhEx_DOWN_U2AF84
EHI_167060A	741.727388820655	309.303674842157	1.00435937552682	0.958788961268073	1.26186506834386	341.023936976696	386.247976696215	199.027318096031	531.193143078527	602.475696035112	1037.38130348782	343.954350853255	387.937878443685	194.179501817349	531.795189265377	610.190467887419	1077.40677408273	95.88	UP_pEhEx_DOWN_U2AF84
EHI_202460A	312.224390326333	101.850701740685	1.01058462877761	0.958615368641137	1.61612732172729	76.7608851550991	144.101926866876	84.0936669047556	191.283621452674	423.560046577896	309.433049152275	77.4204903576829	144.732397737194	82.0453518731564	191.500419384656	428.983782583523	321.371960494033	95.86	UP_pEhEx_DOWN_U2AF84
EHI_035440A	8233.05439138322	3705.27672664907	0.962229144302019	0.956973180965986	1.15184646375568	4622.31126914496	5034.63457634029	1429.1232338795	4401.51406139123	5123.19910841853	14353.9421355007	4662.03072463234	5056.66197397536	1394.3133045506	4406.5026701328	5188.80227305322	14907.7628829288	95.7	UP_pEhEx_DOWN_U2AF84
EHI_124880A	137.547895144513	62.105115099818	0.785653575951718	0.956476852544433	1.14715006101784	66.8232831706634	59.3606269493885	60.1319774600503	106.205403721375	159.742461021265	140.757780477238	67.3974946996739	59.6203399660642	58.6673102877803	106.325775302158	161.787981944375	146.188663398065	95.65	UP_pEhEx_DOWN_U2AF84
EHI_170050A	528.935935869461	188.767821167765	0.959508246297058	0.955946400771797	1.48648014267433	175.772561790445	287.681933289357	101.176065251452	337.330078135357	434.747082195597	773.638175753721	177.282972932711	288.940591537717	98.7116649830303	337.71240288841	440.314069502583	803.487597514671	95.59	UP_pEhEx_DOWN_U2AF84
EHI_039020A	1512.21248279624	474.158927893021	0.783902562526427	0.955861238625728	1.67321826292033	62.2100192042813	488.589485890496	873.929322955114	455.759603062796	3818.08616385766	301.428247962837	62.7445890211492	490.727149453329	852.642552682725	456.276154028709	3866.97720437674	313.058308611461	95.59	UP_pEhEx_DOWN_U2AF84
EHI_146950A	221.744994741554	85.8871682115885	0.782139252399592	0.95522800040435	1.36838703036991	106.106314659367	99.299469083541	51.8724692698615	153.337224369908	179.451742353085	315.835236835855	107.018084723442	99.7339214469228	50.6089834160223	153.511014435606	181.749642932086	328.021164943782	95.52	UP_pEhEx_DOWN_U2AF84
EHI_134840A	102.585149127247	32.8018363985871	0.780920254349442	0.954784599021033	1.64497340147274	17.1601567105325	35.6157480361029	45.6720802597174	80.5216990304462	160.762025545938	65.2263112474303	17.307613694914	35.7715730979154	44.5596206422014	80.6129610930152	162.820602112202	67.7429498200275	95.48	UP_pEhEx_DOWN_U2AF84
EHI_090020A	14138.4661009514	6259.22173793496	1.3872668815348	0.954514912797033	1.17557041800655	3128.17780821304	7357.04831347094	8291.80893180705	11223.0832586361	21900.7081168124	9109.63899812748	3155.05819596177	7389.23667315505	8089.84084670255	11235.8033296096	22181.1492493545	9461.1178484055	95.45	UP_pEhEx_DOWN_U2AF84
EHI_030170A	123.348513033721	54.4012857758904	0.778372284781551	0.953844896481786	1.18102766892637	54.6802644888104	52.2308105391332	56.3138173450466	95.5908958804259	155.706779106141	114.372333833925	55.150131229698	52.4593293750293	54.9421511685052	95.6992371403089	157.700622649651	118.785182291238	95.38	UP_pEhEx_DOWN_U2AF84
EHI_148400A	32.90510188902	6.76616980540465	0.854059008576329	0.95229856714951	2.28190000019143	5.90138308921142	2.55143753499281	11.9220459364161	42.215322425582	44.3396758297046	12.3580765265611	5.9520935907933	2.56260051579551	11.6316542006551	42.2631686265808	44.9074505719599	12.8348904299547	95.23	UP_pEhEx_DOWN_U2AF84
EHI_077770A	29.7881376607807	8.75379157675417	0.95092048558222	0.952229900011924	1.76675799017006	11.3155468710892	7.18849388856653	7.76562506509566	23.193443812453	36.6425123924108	28.4079805779536	11.4127812056226	7.21994479346931	7.57647352567457	23.2197309070609	37.1117240553262	29.5040508343394	95.22	UP_pEhEx_DOWN_U2AF84
EHI_080590A	17.4381646627157	4.14510844044171	0.854337983742622	0.952185376681058	2.07276645713343	4.92098575587231	4.95532708379466	2.5389831024419	9.17725776136397	14.7210105769638	26.9557705124423	4.96327171700806	4.9770074974238	2.47713971464436	9.18765912499781	14.9095148415907	27.9958098850255	95.22	UP_pEhEx_DOWN_U2AF84
EHI_180390A	52.9783431915529	9.23523769051925	0.77162045627193	0.951301052481817	2.52018172861426	5.58129829311339	11.332112300967	10.7769872160483	7.55221739968413	132.476291023821	19.5822557864024	5.62925831056071	11.3816922535761	10.5144862962706	7.5607769674176	134.172665446581	20.33780150573	95.13	UP_pEhEx_DOWN_U2AF84
EHI_175070A	106.892505502965	46.0606511544922	0.770344958653703	0.950816801618592	1.21455399408603	49.2306671204657	49.7428631006169	39.1123609678712	80.4880734090088	116.816351485822	118.072629142819	49.6537055480935	49.9604967358709	38.1596799891411	80.5792973608127	118.312198548638	122.628246763775	95.08	UP_pEhEx_DOWN_U2AF84
EHI_035670A	405.058079257708	153.46909053905	0.770312554243269	0.950804534737444	1.40018066499423	66.4111354799608	112.808073218894	282.403207225709	403.298915913129	641.034622790742	172.296041872546	66.9818054296829	113.301628063354	275.524559217799	403.756008738309	649.243146216344	178.943771241104	95.08	UP_pEhEx_DOWN_U2AF84
EHI_112990A	352.00638390398	103.816268504537	0.769638444691363	0.950548189751945	1.76156905486693	135.280865109953	152.013912474298	23.0945713168272	147.74904120961	154.930657159327	710.696487578331	136.443331674223	152.678999651006	22.5320443237996	147.916497713953	156.914562370405	738.117418792181	95.05	UP_pEhEx_DOWN_U2AF84
EHI_151360A	57.1607612062998	21.4865154309823	0.769619271478013	0.950540909396739	1.4115935957298	22.9489264549243	19.3053211316362	22.2278029550133	38.2794435112579	79.9725886538489	51.3668353597607	23.1461262560053	19.3897852528333	21.6863883088457	38.3228288472717	80.9966470182993	53.3487312656666	95.05	UP_pEhEx_DOWN_U2AF84
EHI_166490A	847.457283867111	422.90830643871	0.947108920488058	0.950486497890452	1.00279575400748	348.138197362918	505.562751566517	413.962617693504	551.478764696354	1147.49635639455	811.823904806947	351.129743978551	507.774676104312	403.879505807063	552.103802296594	1162.19018163796	843.146653463443	95.05	UP_pEhEx_DOWN_U2AF84
EHI_112810A	27.1864795014	5.98648048458928	0.768643517693342	0.950170380011438	2.18310936080718	4.36645223798727	10.6126128643595	2.90935658682145	13.5568677210732	20.6493249898849	44.8534553248856	4.40397310043161	10.6590448824068	2.83849181128706	13.5722328676747	20.9137420149193	46.5840443100066	95.02	UP_pEhEx_DOWN_U2AF84
