pEhEx_mean	CDC5_mean	theta	prob	log2FC	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_188960A	7215.08430182809	1484.50523823998	3.4084732052251	0.999999999999972	2.28103406737874	1282.46998168779	1529.47972987307	1635.61149047856	6109.49115014264	8840.27538410998	6292.00075501734	1303.00999893974	1555.383704718	1589.29172268161	6164.70201892201	9090.0774655325	6459.13618403274	100	UP_pEhEx_DOWN_CDC5
EHI_143430A	108931.392665834	309134.523606311	-2.07439981684229	0.999999999999415	-1.50481500021393	232101.995888846	259938.665522505	430397.309184259	114640.391003064	137189.304860414	70233.8325071526	235819.337478	264341.106771907	418208.654642576	115676.384906474	141065.900601383	72099.4651071039	100	DOWN_pEhEx_UP_CDC5
EHI_044730A	3014.87551230354	6493.56824314284	-2.03324079905504	0.999999992900345	-1.1069130303211	6448.51675669246	5410.16287328139	7531.14076984231	3078.86649132161	3281.04292551414	2518.09199603542	6551.79609057412	5501.7918895012	7317.86231482044	3106.68990405175	3373.75625359703	2584.98047911801	100	DOWN_pEhEx_UP_CDC5
EHI_188760A	3244.45635758112	6995.11413668004	-2.03210689397417	0.999999991092437	-1.10837083759059	7799.21450274262	6489.26223576088	6645.77154876507	4256.26139408776	2137.86500863501	3124.34958028482	7924.1265885812	6599.16737698899	6457.56634431254	4294.72480839588	2198.27524539272	3207.34218118027	100	DOWN_pEhEx_UP_CDC5
EHI_016370A	1512.58197238192	3787.54075011083	-2.02106325734998	0.999999925090084	-1.3242480811519	3761.64330731243	3229.39732465562	4322.81256104137	1750.88001421103	1439.91444686235	1261.47203839862	3821.88972206764	3284.09188871439	4200.3924904911	1766.70254416277	1480.60250354247	1294.98072324112	100	DOWN_pEhEx_UP_CDC5
EHI_108690A	1512.58197238192	3787.54075011083	-2.02106325734998	0.999999925090084	-1.3242480811519	3761.64330731243	3229.39732465562	4322.81256104137	1750.88001421103	1439.91444686235	1261.47203839862	3821.88972206764	3284.09188871439	4200.3924904911	1766.70254416277	1480.60250354247	1294.98072324112	100	DOWN_pEhEx_UP_CDC5
EHI_038860A	73063.125239294	154222.42289244	-1.9929449027843	0.999991799538053	-1.07779716785566	147148.738634053	117640.831748232	195033.791323437	72370.696633409	88625.7001126054	54587.0858953324	149505.470310663	119633.251187877	189510.523738652	73024.7034790046	91130.0207806528	56037.0914460377	100	DOWN_pEhEx_UP_CDC5
EHI_092120A	15294.1745576425	32834.7422741832	-1.97093776932545	0.999843269152893	-1.1022408860512	31125.1478741919	25278.2030047988	41506.6025034321	15554.2203819587	18096.0694604982	11470.677969664	31623.6477092243	25706.3263214873	40331.1545433319	15694.7823370168	18607.415048773	11775.3754352561	99.98	DOWN_pEhEx_UP_CDC5
EHI_103310A	1540.41275571204	316.270694489204	1.88070052799308	0.999805044757423	2.2840851871975	189.236098098996	428.287731153086	335.033097379229	1305.26060051619	1996.52162280457	1239.89788885206	192.266900203642	435.54140990246	325.545113609709	1317.05611178988	2052.93788081822	1272.8334960869	99.98	UP_pEhEx_DOWN_CDC5
EHI_025830A	2363.02279692288	1051.60388546211	1.64976978572398	0.9997215387952	1.16804217002931	1034.37866965687	1150.49362957918	970.875203066723	1968.11520342047	2470.05114760959	2491.60404913516	1050.94526070631	1169.97892085685	943.380462275487	1985.90086634531	2539.84805902731	2557.7889286199	99.97	UP_pEhEx_DOWN_CDC5
EHI_005890A	7235.17875667058	16390.4745215297	-1.50940784356426	0.994849707317986	-1.17975705618561	12088.993969583	13473.6670735502	23325.5201657434	8617.31387691193	8493.69754540444	4294.21196476598	12282.6110898584	13701.863319715	22664.9521249158	8695.1876922587	8733.70628196813	4408.27980851852	99.48	DOWN_pEhEx_UP_CDC5
EHI_176820A	2786.69599326469	1018.01871228903	1.43668538492158	0.993739370242067	1.45279154432345	1121.4013877146	832.483946333535	1086.16564711925	1725.79421237385	3940.88806411929	2536.91562504979	1139.36173312534	846.583278795047	1055.40593379095	1741.39004440928	4052.24681690652	2604.30412322034	99.37	UP_pEhEx_DOWN_CDC5
EHI_120600A	1839.39760775448	6396.85714795913	-1.52305286267076	0.993724111582851	-1.79812989671924	4577.26580196367	4582.48473508613	9879.99217200659	3269.19268861034	1292.12954750765	883.33689228739	4650.57521261775	4660.09581222983	9600.19532177219	3298.73606040836	1328.6416058328	906.801112367124	99.37	DOWN_pEhEx_UP_CDC5
EHI_169350A	6608.59164139475	909.736419855102	1.42286939076995	0.993663055438743	2.86082233596703	635.423153678396	396.29030437093	1661.21478970038	3013.86439062877	14370.6821844157	2316.45394886274	645.600080019911	403.002059927548	1614.16994820365	3041.10038578787	14776.758484661	2377.98628803623	99.37	UP_pEhEx_DOWN_CDC5
EHI_056480A	13258.0270859499	6293.98733712632	1.42180827193078	0.993496747787334	1.0748199241902	7207.95051377974	7200.82531366761	4507.41255964547	7434.76983556793	14586.0559479882	16719.8171825705	7323.39292570223	7322.78181570206	4379.76470173835	7501.95711707939	14998.2181236261	17163.9483781429	99.35	UP_pEhEx_DOWN_CDC5
EHI_040310A	1828.77874187837	899.90161064122	1.42078318887594	0.99330525837275	1.02304135822836	921.487898734736	784.815444052549	983.108138140586	1774.24372917279	1946.84737601597	1656.83015539603	936.246433131435	798.107440751537	955.266966234507	1790.27739471164	2001.85997524053	1700.84080154971	99.33	UP_pEhEx_DOWN_CDC5
EHI_007510A	10639.6050372981	73721.3362746617	-1.61641136449938	0.99270637611562	-2.79263762532467	37613.8625509303	34343.2935352189	146251.090411263	17236.1233925679	11240.9379895419	3157.12772420958	38216.285529043	34924.9474103584	142109.326558821	17391.8845392012	11558.5762513518	3240.99101621911	99.27	DOWN_pEhEx_UP_CDC5
EHI_031240A	419.709240047851	54.5004479663663	1.18819827476379	0.991681432520268	2.94505023173562	69.2350966350809	74.7557304217181	20.589899510256	157.321127548078	287.546125311087	767.139991370078	70.3439647564644	76.0218279858346	20.0068029926357	158.74282305689	295.671394885472	787.517654464009	99.17	UP_pEhEx_DOWN_CDC5
EHI_175050A	2379.41233846261	687.513871304594	1.20613309893595	0.990757679299095	1.79114457737688	643.684842818573	1134.65601808844	306.443789617489	1252.26851153025	1734.10747427598	3909.26487001033	653.994088231796	1153.87307626589	297.76544194108	1263.58513852381	1783.10862386269	4013.1073021116	99.08	UP_pEhEx_DOWN_CDC5
EHI_161200A	608148.067593541	88682.6176451615	1.20719181371941	0.990628742719007	2.77769936364789	112279.079576101	146298.775793639	10638.6121253782	94936.0560610001	178433.93333299	1461763.81012848	114077.339390722	148776.559404616	10337.3315057457	95793.9838335108	183475.989830812	1500592.87754875	99.06	UP_pEhEx_DOWN_CDC5
EHI_194430A	151.255675800189	28.1466388007178	1.17608795784813	0.990286386599926	2.42595472510646	20.4648752478599	32.2512400082591	31.7577848197189	107.899258118786	210.850051918827	127.063623974524	20.7926403391697	32.7974618989936	30.8584189084628	108.874333069382	216.808099552958	130.438835474348	99.03	UP_pEhEx_DOWN_CDC5
EHI_103510A	4385.60032473997	1613.68470377254	1.08550034230447	0.990140588715677	1.4424156206821	823.693891761454	1213.92286841069	2765.28825925257	3454.59469951048	7602.39370087301	1974.98256314371	836.886159018141	1234.48242656161	2686.97656310353	3485.81353098978	7817.21662072063	2027.44434292428	99.01	UP_pEhEx_DOWN_CDC5
EHI_009530A	12643.4145917892	4997.73553676504	1.08677812566772	0.990086817099222	1.3390396770314	4811.26464540817	8327.06719824138	2022.46766364373	6694.2316918719	8511.42459358501	21395.4137974946	4888.32177752935	8468.09825280339	1965.19230632191	6754.7268032381	8751.93424820166	21963.7436186814	99.01	UP_pEhEx_DOWN_CDC5
EHI_090400A	5158.57578628582	1653.85268460295	1.07297247632216	0.990067784040544	1.64114207832879	1393.56352246192	3082.54191239716	557.633890223936	2607.0304332358	2905.96023414105	9380.14980155148	1415.88281195935	3134.74926539279	541.841954020719	2630.58991005898	2988.07474794051	9629.31623085631	99.01	UP_pEhEx_DOWN_CDC5
EHI_148320A	24115.2490174651	9253.33132349346	1.21182722934592	0.990027744220083	1.3819009538102	10276.4051910566	13559.7454101277	4141.60846268275	12216.3895290918	18063.8017536005	39611.9936932953	10440.9919205132	13789.3995187419	4024.32000915076	12326.7878360331	18574.2355444487	40664.2134589723	99	UP_pEhEx_DOWN_CDC5
EHI_178590A	3074.31449085437	967.528552349339	1.06868650243996	0.989816838708032	1.6678886130793	1214.7739892839	1348.07167988306	359.957161746895	1433.04362580609	1854.26459359762	5589.64320069861	1234.22978868146	1370.90324423975	349.763339897374	1445.99389967262	1906.66105579623	5738.12179292491	98.98	UP_pEhEx_DOWN_CDC5
EHI_004790A	5959.00469152886	2221.88436276184	1.06862484725947	0.989812596246199	1.42328764919321	2423.20880826451	3409.72912322749	893.378718062894	3156.6878074578	3749.63955274023	10328.6157215434	2462.01887901667	3467.47786988359	868.078642209729	3185.21448374424	3855.59414398999	10602.9764037761	98.98	UP_pEhEx_DOWN_CDC5
EHI_192810A	9058.04902508183	2794.34122472997	1.06682075747774	0.98967901372993	1.69669214475646	3520.94800303964	4092.64479308162	839.39429453959	3675.09553625335	4690.61284250075	17714.9121046368	3577.33944592586	4161.95971481516	815.623032819125	3708.30701204034	4823.1567735767	18185.476166826	98.97	UP_pEhEx_DOWN_CDC5
EHI_022010A	3662.7605206407	1731.84774521422	1.0939577737422	0.989568589825764	1.08061927593485	1168.76201002245	1277.56947566929	2709.76877081744	4726.78210230055	4131.63782380483	1986.25672028301	1187.48088234856	1299.20698214551	2633.02936113587	4769.4975658286	4248.3866447664	2039.01797731472	98.96	UP_pEhEx_DOWN_CDC5
EHI_000730A	1358.43276307004	338.058576733839	1.17160362701684	0.989399808676567	2.00659800505365	378.198044947587	494.633213767666	149.285511587622	675.332028566477	955.68760565867	2301.70828624716	384.25525835515	503.010550241398	145.057814318165	681.434937482357	982.692731937016	2362.84893401066	98.94	UP_pEhEx_DOWN_CDC5
EHI_025360A	743.261305531413	222.679904019313	1.17132897454206	0.989341633331093	1.73889813623587	257.163996196557	256.360858514569	155.839768445385	562.330693252455	607.395663223387	996.910792733549	261.282730353208	260.70270437266	151.426457625582	567.412420249482	624.559008744607	1023.39189461529	98.93	UP_pEhEx_DOWN_CDC5
EHI_164500A	2033.04908675901	694.701543457418	1.21702501566395	0.989340623859985	1.54917984085166	720.514761921048	984.131068812732	393.333680362702	1395.16262303246	1493.29302242843	3020.62592966265	732.054514002157	1000.79876695395	382.194650802698	1407.77057001416	1535.48941212991	3100.86330252797	98.93	UP_pEhEx_DOWN_CDC5
EHI_169580A	982.725081978027	185.502822663086	1.21764157390412	0.989260713554158	2.40534673860561	219.120076624067	258.053152582803	83.0450582602608	465.201501003835	620.572619232659	1753.83290167544	222.629500016717	262.423659914542	80.6932602705226	469.405481072992	638.108309606829	1800.42024739517	98.93	UP_pEhEx_DOWN_CDC5
EHI_068170A	883.289501758358	337.630025650684	1.0973638878067	0.989204140957175	1.38744315507054	378.396534037577	331.165386392754	301.913303535016	570.886383555054	1081.85214086749	938.715399536539	384.456926443005	336.774156271214	293.363257148106	576.045427481266	1112.42233295289	963.650647819812	98.92	UP_pEhEx_DOWN_CDC5
EHI_200080A	2344.70695597325	628.575883358341	1.17036226948016	0.989131688289821	1.89924879814316	712.685595986222	945.589822679114	243.802359743406	1094.24456023353	1532.95841024095	4150.22079265162	724.09995627987	961.604768481845	236.89798865198	1104.1331403694	1576.27563566366	4260.46377571791	98.91	UP_pEhEx_DOWN_CDC5
EHI_004600A	1373.4591609369	290.977677977968	1.09969346186902	0.988915292873859	2.23883362551722	327.685040415954	466.392535430452	88.0474473307401	516.685267033349	765.584619808857	2673.49431675734	332.933238408465	474.291574737532	85.5539839751595	521.354500816878	787.217953978184	2744.51077670374	98.89	UP_pEhEx_DOWN_CDC5
EHI_092110A	1148.20522796643	385.378021636512	1.10039968817614	0.988822010496338	1.57503432832366	559.219942452119	328.315143070405	265.449095241768	636.15363963384	1118.40725396344	1591.4829925366	568.176399468355	333.875639912039	257.931698521894	641.902497314161	1150.01039388602	1633.7578114829	98.88	UP_pEhEx_DOWN_CDC5
EHI_013895A	11808.0193453016	24046.8840133566	-1.4903519847365	0.988708092700174	-1.02608297209064	20877.6198592269	18956.0402886823	31877.3699896192	9316.08687155782	17530.2129932599	8066.28160854743	21211.9954611601	19277.088538755	30974.6174811584	9400.2754295183	18025.5690204451	8280.54754551962	98.87	DOWN_pEhEx_UP_CDC5
EHI_189150A	29391.9847430791	8576.88752493619	1.1013621011993	0.98869081486145	1.77689667588086	10755.3464471486	12792.0361417963	2410.70751391816	10820.3082825183	14859.260754159	58870.2912003309	10927.6038915563	13008.6879718012	2342.43738196989	10918.0903409676	15279.1429527906	60434.0722231132	98.87	UP_pEhEx_DOWN_CDC5
EHI_025600A	55521.2334387157	207187.429640765	-1.54039420193332	0.988649250039135	-1.89982495154531	131203.044738708	122931.65748231	360901.759706214	63675.6917273981	77040.9014117141	24128.9082287425	133304.390455116	125013.684789288	350681.187275401	64251.1226714818	79217.8672517043	24769.8483025765	98.86	DOWN_pEhEx_UP_CDC5
EHI_174220A	642.902766133189	181.258864605393	1.05515196127608	0.988498776442801	1.82654900507007	186.288569538695	255.393583969718	105.617573583721	410.323751665357	512.961607579559	946.193082445357	189.272164076424	259.71904761954	102.62653230518	414.03180692782	527.456504140535	971.326961623581	98.85	UP_pEhEx_DOWN_CDC5
EHI_104390A	3784.94429801706	1869.19107597913	1.05353994288414	0.988303627076286	1.01785801410392	1297.64775879093	3209.0267919191	1163.81772233173	2741.70654430465	3360.49990584776	4940.89662651354	1318.43086306089	3263.37635123065	1130.85893782196	2766.48307585682	3455.4584715741	5072.14245904695	98.83	UP_pEhEx_DOWN_CDC5
EHI_140550A	3843.81099032196	1847.49995316909	1.22710615716865	0.988182437156809	1.0569630691765	1213.41562770789	1740.29159471257	2568.04629536963	3748.63101370104	5107.81344933385	2508.98445105575	1232.84967160973	1769.76597662936	2495.32040124024	3782.50702234292	5252.14633215954	2575.63100895481	98.82	UP_pEhEx_DOWN_CDC5
EHI_083590A	3867.90054033376	1469.83630005362	1.10518520597706	0.98812951434927	1.39589521079231	1616.16625564033	2147.00961380013	680.361270045611	1989.77429414451	2984.88616289972	6242.30041186132	1642.05074669811	2183.37235986431	661.093750692751	2007.75568813541	3069.23090827291	6408.11564266011	98.81	UP_pEhEx_DOWN_CDC5
EHI_159820A	129.13106951157	36.2768247610366	1.0517567666524	0.988081144743352	1.83171607102383	33.5303515363529	42.9617712860583	32.536361625978	111.983812437672	127.79706495906	138.7019976833	34.0673730720259	43.6893916794188	31.6149467763965	112.995799102677	131.408261606151	142.386361177632	98.81	UP_pEhEx_DOWN_CDC5
EHI_109880A	44.8462431768885	8.62180237709283	1.2289932664834	0.988005960123119	2.37892573436337	8.50118515006393	8.71484494508896	8.61604022097437	34.1559421522006	54.5159358041526	43.1390675061377	8.63733998576193	8.86244358260324	8.37203791071424	34.464606031705	56.0564075250961	44.2849775013348	98.8	UP_pEhEx_DOWN_CDC5
EHI_129750A	3485.16646650303	1584.32685831936	1.74179856365869	0.987970871260789	1.13735756228948	1675.14622255952	1528.90477973238	1539.80876070423	2728.10072664991	3995.89892985029	3508.83138859421	1701.97533575687	1554.79901695627	1496.20208230735	2752.75430377024	4108.81213972889	3602.03704166215	98.8	UP_pEhEx_DOWN_CDC5
EHI_056460A	354.063506027486	95.9078215755428	1.10637172509533	0.987944046155938	1.88428776884044	88.6555877563351	127.090146527792	73.2772028491262	272.701025361185	333.503157408838	428.79724224666	90.075494130752	129.242603925162	71.2020260479477	275.165397623492	342.927047419262	440.187452425253	98.79	UP_pEhEx_DOWN_CDC5
EHI_192590A	4446.45268946626	1541.44928530106	1.10698082819332	0.987847657632782	1.52836741075801	2057.76468988286	1948.29361330859	640.312726040129	1815.25380724495	3440.4410803342	7615.6320360175	2090.7218138968	1981.29081344399	622.179363098947	1831.65807681341	3537.65856571071	7817.92729584375	98.78	UP_pEhEx_DOWN_CDC5
EHI_135060A	2869.77738297233	1049.13036443588	1.04989712069193	0.987842840335438	1.45174486951846	771.342718503634	480.781145368755	1855.19166411358	2545.48329283459	4751.38081117314	1231.87356646537	783.696530266447	488.923876816774	1802.65348643457	2568.48657422203	4885.6418793742	1264.5960223328	98.78	UP_pEhEx_DOWN_CDC5
EHI_006810A	1131.75954812144	321.700443660435	1.23386328754825	0.987601585185191	1.81477764723419	390.62851683849	380.489678206195	196.677031465108	705.84798641887	939.043420992433	1647.44160384637	396.884816470865	386.933827063155	191.107228072621	712.226665035247	965.578227988568	1691.20286039376	98.76	UP_pEhEx_DOWN_CDC5
EHI_049670A	592.656243652997	5109.6703085071	-1.35107918920942	0.98751092885012	-3.10796275601817	1573.70522400976	1962.79250578447	11552.9612949253	462.386121192833	1207.0091172951	102.244142281751	1598.90965991251	1996.03526585678	11225.7867258645	466.564658952395	1241.11590432328	104.960069893639	98.75	DOWN_pEhEx_UP_CDC5
EHI_006860A	17365.9887989743	5171.03327848607	1.11005688964319	0.987345496949421	1.74774006390545	4759.65891672371	9481.2239936586	1493.06405692005	7635.75885609688	8865.13360732691	33522.8962346719	4835.88953237853	9641.80238056613	1450.78116711088	7704.76245555788	9115.63811436744	34413.3703242614	98.73	UP_pEhEx_DOWN_CDC5
EHI_177630A	4199.65529653983	1314.11500048426	1.2375020664209	0.98733843304952	1.67617938386907	1057.57839683328	2366.57084493449	570.281698616544	2344.68091280794	3018.59298398391	6811.81699565719	1074.51655431565	2406.65218137756	554.131582276237	2365.86956289765	3103.89019222722	6992.7603871588	98.73	UP_pEhEx_DOWN_CDC5
EHI_023360A	1377.50326729484	365.131501166207	1.04562502009655	0.987274451971707	1.91556769514315	431.617457141375	544.040606164214	129.115634335452	541.382294131773	933.517806491375	2503.61832904092	438.530234939307	553.254729046289	125.459138745766	546.274712512654	959.896474685998	2570.122345777	98.73	UP_pEhEx_DOWN_CDC5
EHI_121800A	5440.8647940036	2113.7413645045	1.11306695457409	0.98684181433961	1.36403711708751	2669.90085688038	2733.87180653061	969.652917490577	2924.38462912075	3898.26464549632	8944.2916955346	2712.66194325618	2780.17392163709	942.192791266675	2950.81200450291	4008.418976676	9181.88035579977	98.68	UP_pEhEx_DOWN_CDC5
EHI_039020A	1864.27173712085	182.503312914112	1.24531810670585	0.986812406339218	3.35261760517947	25.474715273762	176.355187377493	342.908068694002	552.045523287271	4672.24174691081	355.236455466009	25.8827178770845	179.342020251687	333.197069346008	557.034304218027	4804.26656090987	364.672658622671	98.68	UP_pEhEx_DOWN_CDC5
EHI_188180A	28569.9484756805	5697.71296304059	1.24697925708198	0.986696342568897	2.32604358532793	6635.80562628568	9372.14221327533	1281.21416859289	7577.87468123733	14484.4099163877	59975.9691659535	6742.0845754936	9530.87314078874	1244.9307705287	7646.3551871208	14893.6998522866	61569.1204905417	98.67	UP_pEhEx_DOWN_CDC5
EHI_148850A	9976.18645755111	4860.51075658667	1.03918855000003	0.986380996335994	1.03738050538773	3859.41603711936	8396.27292629461	2497.45048760993	7323.82570681039	6898.25292849135	14772.367831037	3921.22837823985	8538.47608101826	2426.72383440169	7390.01039717569	7093.17874978574	15164.7686159614	98.64	UP_pEhEx_DOWN_CDC5
EHI_014400A	1260.82140442961	441.09499087788	1.11676560989349	0.986225733130271	1.51520264990007	535.868899411869	515.615393015005	275.147467163556	843.162823324093	1010.58825560314	1814.7847962764	544.451366522886	524.348093363654	267.355416995696	850.782402574504	1039.14472457521	1862.99121698517	98.62	UP_pEhEx_DOWN_CDC5
EHI_030790A	5934.42610736753	1387.32735502895	1.03771574383604	0.986172893480458	2.09680027235785	1210.44694213249	2765.76223209071	257.088844318745	1990.7448514623	2057.2434624513	12956.7954529678	1229.83343961702	2812.60445816785	249.808206073444	2008.73501628393	2115.37555410954	13300.9688965215	98.62	UP_pEhEx_DOWN_CDC5
EHI_035670A	437.957630724304	114.932847577907	1.03758345056461	0.986154177453187	1.93000012985472	110.285070705883	67.1438284695073	164.077734630739	390.779927030491	626.905489055011	278.120020691156	112.051394508604	68.2810073478506	159.431128384091	394.311366677865	644.62012906528	285.507767575788	98.62	UP_pEhEx_DOWN_CDC5
EHI_158570A	11613.8544924904	3030.65968066986	1.03718667407909	0.98609814073548	1.93814310106384	1185.99998201616	1577.43723196327	6212.81056383905	5924.6271584535	25833.3635958722	2930.87599825096	1204.99493740636	1604.15343720491	6036.86661605026	5978.16742957812	26563.3440224994	3008.7293292392	98.61	UP_pEhEx_DOWN_CDC5
EHI_005070A	232.731156776005	55.0590532919963	1.03691445462291	0.98605969329014	2.07961265483665	58.5952305687545	70.0106691577864	37.2276042656961	153.472162822223	210.266308394645	314.737184956483	59.5336907775309	71.1964021736073	36.1733355745906	154.859075616535	216.207861028223	323.097599470555	98.61	UP_pEhEx_DOWN_CDC5
EHI_178960A	12641.2517274682	2496.53002447187	1.40033594026605	0.986001533210493	2.34014316276224	2556.9686935401	4257.56080014379	765.993715579879	4263.61196013506	8276.9865886612	23916.8210582666	2597.92106032289	4329.66881551238	744.301124615501	4302.14180078336	8510.87166439881	24552.1274264469	98.6	UP_pEhEx_DOWN_CDC5
EHI_035510A	233.653086755166	67.1320547395988	1.03613597112095	0.985949130739992	1.79929439116388	75.7635589088215	70.3700620404925	55.2464729490079	192.144840341938	211.222821107175	279.736914245549	76.9769867701178	71.5618819001017	53.6819181549778	193.881234307663	217.191402182302	287.167610933973	98.59	UP_pEhEx_DOWN_CDC5
EHI_118270A	73377.6480832449	19308.8521841902	1.25631004426743	0.985936684245506	1.92607825799481	11633.9465908289	11700.1873615887	33992.0886689189	41119.9696807989	147773.312630346	29536.6338419711	11820.2756800832	11898.3471365604	33029.4482966522	41491.5667900288	151948.983576086	30321.2202018682	98.59	UP_pEhEx_DOWN_CDC5
EHI_011210A	142608.687215612	51039.0498591191	1.03562079350191	0.985876271558804	1.48238849101251	30027.6489813857	111222.131683429	14884.7941133996	85277.0495849263	68830.8664855176	257593.992086701	30508.5712929562	113105.841055351	14463.2635659244	86047.6898688419	70775.8391212235	264436.502768993	98.59	UP_pEhEx_DOWN_CDC5
