EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3
EHI_001940A	1180.73691099408	588.678599808876	4042.32926128507	2122.77554833062	3216.06407798814	590.172653764225
EHI_001950A	76.3750804748166	47.938199042984	36.1496135663046	75.5718292215256	94.8655330054583	117.771132645292
EHI_001990A	56.3356476084727	27.4623329416238	23.2226077302277	52.6907452518471	14.3239534986764	46.7254705871788
EHI_002110A	86.1159333962618	88.5433597221244	104.117515022069	101.980461095585	64.4089196923026	61.9936040252577
EHI_002130A	122.991690124152	90.1015161859011	66.3193865564445	100.236302569084	83.3952935521697	132.140494440133
EHI_002140A	413.206129321949	521.680703162539	526.275601216321	335.33119192171	345.518243974586	303.983321323431
EHI_002150A	23.9941476557652	23.5105700397651	54.6896553106657	29.3021348340352	26.2342688069754	12.0995495545916
EHI_002160A	1107.9008792271	1096.82688090162	569.393306868964	801.915468971975	1014.62696843479	1577.28841503788
EHI_002180A	331.102108115905	267.794051806864	111.275501087435	292.707331417936	179.23699787985	546.413916304518
EHI_002190A	51.1834655365004	71.0351479069146	166.510067802758	42.9695725849773	128.01393374625	22.6175764379508
EHI_002200A	94.4901474003023	101.910039461625	76.2025417298103	67.2644251648321	52.8958865004602	64.9725862129407
EHI_002210A	19.3480165764373	17.9773409741572	31.2043733588705	21.0176107259543	24.4815261536585	13.2926234627484
EHI_002670A	304.323355344484	333.925793824187	670.441805687053	436.595168477892	556.993353521183	247.200818809337
EHI_002780A	84.7281614209495	138.562447779823	289.436961875707	128.253033132324	88.6945891377631	47.0941475490442
EHI_002790A	37.5165558298768	46.2163291528137	49.4444710653726	42.5595033636165	65.2088359989157	44.2117588423202
EHI_002990A	30.4402194200028	36.0326982823813	36.6378242527691	38.3179446864958	27.7459093284866	26.9005282805367
EHI_003000A	71.6313109756301	94.0122546404834	74.3857875343184	72.7274560617714	69.7024185536283	76.4784755670066
EHI_003010A	690.226143979711	424.707555318804	452.656942164782	697.548687232803	975.504021280403	931.581455744878
EHI_003020A	8.92275478708295	13.9176823256299	34.6246671008787	28.8283826877585	23.791503374641	9.38890269024918
EHI_003040A	8.50487800326598	12.9245745988755	5.39317847592009	14.2015789804262	14.3172853396628	28.4551247909836
EHI_003240.mRNA	8.88671032157637	22.8880409275476	8.04834193677981	13.8265387319783	2.63396838481125	7.72885055731353
EHI_003260A	1774.32295896227	1634.36673124215	1613.25226035994	1068.87223217683	1322.94528684409	1231.21431049493
EHI_003890A	26.2333235963991	52.8684492496455	33.8374447248832	34.4047119145756	17.0086045100483	26.7025579342728
EHI_003900A	20.7780374763406	28.6279529711578	51.4285191239704	39.4147782861916	41.2637703974405	19.5443932354252
EHI_003930A	51.2191129300449	53.3869046714191	74.4924829581711	33.4557841592062	61.8997817054533	26.7998220590985
EHI_003940A	3441.12770847798	2592.27729345408	1967.47019166573	3238.62310199909	3851.24293173931	4511.33234136522
EHI_003950A	26.6340760476464	59.3142201552849	157.171949970183	75.6777855215563	47.5127652268133	18.3596700174888
EHI_004170A	727.85667418366	526.334830136045	895.336495631549	891.36755812758	1455.02391767117	777.761733239668
EHI_004190A	22.8134389781728	43.6053287217218	31.3073521392348	28.9738594688912	25.9137387155265	26.2429453534923
EHI_004200A	72087.6872811386	89528.101323016	94687.1543933037	50065.9479187582	75061.4089319985	51682.9262514204
EHI_004230A	343.45354698544	191.898587703859	164.302927456102	306.936435432869	414.6761042107	513.978769735258
EHI_004350A	17.6265340917876	12.4941448195665	20.3703958696235	19.5593136779858	27.5404834835057	14.0750728088461
EHI_004370A	231.795662996659	513.882737641618	393.391648019558	382.703380085886	474.229926550393	390.157668807154
EHI_004380A	364.127034063772	338.200384528739	340.029719759126	484.765599018942	503.222273901078	498.669333849514
EHI_004400A	235.582047425413	53.3018700618193	193.038866816656	212.064966239093	328.176604640203	153.735672557947
EHI_004430A	2.23377058540422	2.25949684052914	8.98855073593706	66.0149534986883	80.800332247701	12.0154623133077
EHI_004440A	108.432567853089	95.2496576457713	61.6528407756422	76.5944874894538	63.3261044915327	103.221248009065
EHI_004470A	10.8472314460584	12.2547747113506	10.2718133774391	12.0107314364565	6.3815325906645	9.20677596397925
EHI_004490A	1055.78833805919	2043.04569516172	2590.85200439201	1066.49227845861	2224.68114069384	1023.4371672438
EHI_004530A	68.0894611521068	81.6355219356622	121.126525923373	37.8339082088076	35.0097210726399	19.9364395633644
EHI_004550A	2358.64125839658	2526.8583045957	1925.34181566859	1320.56971199522	2912.04962174268	2315.58325217617
EHI_004560A	42.997790961918	14.3047118454359	42.1356494878584	20.1473944548165	24.0419182120586	13.3728631107152
EHI_004570A	155.533751954782	140.508149964961	190.475634592877	176.304162120721	143.549505027437	126.59542052018
EHI_004580A	45.8191196196296	37.657384654772	130.914706381165	69.1200943629624	103.288666285139	31.4383882093511
EHI_004590A	32.4410367820618	48.6707326573167	25.9603542861838	38.0139533388952	39.1158243408487	58.1710561011891
EHI_004600A	795.619715334132	686.512723096916	943.429100414867	855.918952043801	1301.78191072768	838.992597049205
EHI_004610A	33.9714319536134	35.8407450494802	41.636278062919	43.9056236184757	52.9778113272987	35.0501807294535
EHI_004640A	98.2527102396226	94.8714009769237	78.9061465175098	79.3586203658195	61.3529639831462	76.9145344117464
EHI_004750A	145.489939066998	101.608301563146	118.451408651426	137.077603086103	139.098562294168	121.534338950897
EHI_004760A	302.225386955151	335.697779169715	153.220305070972	321.118751334211	406.723004141446	684.027845188084
EHI_004770A	559.435016677837	465.872293476399	1044.14469380019	433.905291557614	419.259841486395	214.731238981652
EHI_004780A	113.298744125812	110.718443466954	96.0495440703019	126.615785581184	100.975573434041	119.041546881836
EHI_004790A	4457.48404137544	3000.2707935793	3969.08826420364	4314.678688657	5260.0709434885	4253.3637353425
EHI_004800A	66.575734174034	69.4774889250604	47.557301226745	74.9099535029206	46.2884492327446	76.8835803224347
EHI_004810A	501.308162258564	409.055860673822	386.683725110304	458.342632328888	482.67778653005	498.741776069298
EHI_004820A	259.87172855116	205.629101917726	429.730955603049	269.6799555484	326.070141386592	163.403121660356
EHI_004830A	128.74503117208	130.849771413422	122.474500195398	152.883613070784	180.195321209129	171.486878349323
EHI_004840A	1731.10685440037	802.916058756847	2299.29908564463	1489.31033458279	2423.61697210594	999.008824037526
EHI_004850A	39.5522151026882	48.1578028531188	76.2841216584387	48.5433190100779	25.5498133667049	23.1247094674756
EHI_004860A	188.460736659228	142.531618980708	123.982807272699	349.447132293893	338.817144136374	421.158062544819
EHI_004870A	15.2725793616998	13.9974962977076	22.4548347568761	23.1065264405905	14.3973920975216	11.5928230424699
EHI_004880A	272.31981502126	192.401340954691	220.460946177895	345.03859417409	574.36315905607	451.647262617201
EHI_004900A	63.9091175339623	50.7998180330684	50.0046054253211	29.6131574338035	48.2323517274807	41.7166778657739
EHI_004930A	60.28582154084	22.25041485133	40.4438401035927	53.6631432588722	63.0635013405752	48.6487427606084
EHI_004940A	68.4592123263669	36.6488976023203	67.0277645810919	63.1737423971651	71.0746298651076	44.6080766075263
EHI_004960A	168.06485977683	131.326930367191	207.243045822791	106.129323823514	99.8928273997191	67.7284919285905
EHI_004970A	435.008027356548	838.941658793719	1760.9089063298	744.007349533941	458.552590691195	209.808679321839
EHI_004980A	19.69295850045	60.1726144813413	47.6636501248663	40.3150621910295	39.2812753553402	31.2214248206431
EHI_004990A	63.4498809991236	74.2432109749723	82.6809948813054	56.0723057290287	92.5718325230668	60.7618761677788
EHI_005000A	25.6338025788764	12.1075690377949	22.1995585419459	28.2461532185059	44.9666361119351	27.2652822501872
EHI_005010A	116.919482679464	54.5262399545261	139.717538487383	180.403407750411	274.829819979996	127.807622828821
EHI_005020A	614.885031276699	386.456314636365	543.380407580875	869.823968552901	1420.33572509987	937.713979452063
EHI_005040A	15.0896177518107	10.5967061076782	9.94193860103962	13.3130158037134	23.5591416710222	22.241884457781
EHI_005060A	456.252767095904	409.157497974284	400.2054803799	450.539082153201	787.95887995106	614.313532864008
EHI_005070A	90.4383621499651	71.5830104823446	126.656531664012	191.068296969405	268.609540841243	148.536947228716
EHI_005080A	84.3593266721249	77.6239238039985	156.35337143495	58.900340949626	65.4290833527268	31.4358953657411
EHI_005100A	63.2904094430893	44.694131468487	42.3131796295533	89.8226437442419	113.485324089875	126.341335414549
EHI_005120A	11.5409412031507	17.859896893003	8.45223583651286	11.2190931364155	11.4795516379397	18.8264089004931
EHI_005130A	69.1508706874782	84.9566700608172	34.5317004828907	74.3949229066514	72.7486011525964	153.270241209776
EHI_005140A	290.914873990377	131.478672335735	172.761929048119	123.251078169221	224.085255104274	165.305351147575
EHI_005150A	551.183332684647	463.786143478631	601.553516144665	855.879101017342	871.939592911342	629.700825297591
EHI_005460A	2779.3630863554	3389.83425561442	2149.19863991512	2076.82912548684	2384.77006159751	3042.06016811487
EHI_005657A	7.30096991412154	6.85559290248633	5.64667837619234	4.08800013485469	6.46330543708588	5.42252474579454
EHI_005860A	16.9452970197255	33.2477284618167	29.3530946494207	33.5351820512625	35.960454646088	27.6255581839702
EHI_005870A	76.5636382517679	73.897196272661	8.39550375004762	63.4486605463772	85.2707919797667	578.278896492046
EHI_005890A	5666.7212303131	5570.230970976	2782.75698169063	4332.60230164653	4382.85919214552	7275.27634926197
EHI_005900A	28.8167713764088	28.2118102198277	21.3427132308056	30.9461743302305	33.4243728826512	40.893430651928
EHI_005910A	100.53913627351	139.35514558576	210.826146640439	130.979925694216	103.550833629937	55.111036779826
EHI_005920A	19.7267815075137	41.1707428740467	46.6307457219146	22.8050788554613	21.283434277857	15.7502278539997
EHI_005940A	57.8430569158408	38.8735933889184	20.3733941489246	60.7324081158356	27.8096855598137	88.001280482838
EHI_005950A	181.083080086819	71.5558816448114	81.7832326093106	151.757075587899	200.856984127488	224.506229031041
EHI_005960A	58.6867056667414	64.9832143933063	257.899185750809	100.32707233829	224.637596843241	42.3847503109103
EHI_005970A	19761.361487045	25378.9437798234	31964.7785241273	14182.7571994385	13851.8714247718	10207.8234647008
EHI_006010A	53.725550787804	46.535893332375	6.16528755780148	44.5045040913514	43.1967067170033	335.398075973834
EHI_006020A	15.2202417628307	39.5048204287514	15.74288810367	21.0892876063698	7.8724397378065	20.261480080706
EHI_006030A	73.871997087493	34.4712143823269	43.4535995127081	63.3835463539152	51.7410668716375	61.8786503196985
EHI_006040A	69.9122646006178	105.052091621625	42.6284420719278	50.7097229261444	30.7863328432924	85.3178318636183
EHI_006050A	243.633240266793	315.800741614018	241.173966733952	229.159050443449	217.464884810116	257.055804795903
EHI_006060A	15.7182434490226	21.3180395004945	9.57838403042214	21.5742806190059	29.4954454616852	47.4097342955831
EHI_006070A	1490.17225368011	1084.91616396724	1162.30593064081	1125.63496172866	1303.10615823152	1202.92971481463
EHI_006100A	42.5607566654446	28.2558328352398	27.669355955731	16.5148898846003	19.8659304455886	25.9562918196328
EHI_006130A	34.7923685988675	26.4438578347789	53.5978833894145	32.3885904628107	33.3855969498984	17.8700985147469
EHI_006150A	31.1750000127004	40.5429178699531	28.2139386282778	26.3202697019217	21.3587097919827	27.478139292392
EHI_006160A	81.1003782148001	56.6312119829944	79.4012019789688	133.626638728322	107.021688557337	101.068540211116
EHI_006170A	321.760512608923	94.2793383968819	600.551666438695	302.162950753065	642.49415583212	134.080975414668
EHI_006190A	174.5444509753	236.929117391351	252.050290053992	144.313034603515	149.046123022313	121.070950650605
EHI_006200A	65.3285016767951	124.411866781402	26.4329304462088	49.7673447827101	2.23415129932916	27.6749678713212
EHI_006550A	28.5942817061171	29.9013528802905	26.9753777858869	29.7080582313887	27.0304054457396	26.2406490651786
EHI_006670A	1269.44407113154	1463.02625815624	763.205887420765	1167.34342185815	1003.16246949069	1756.71342262325
EHI_006680A	9.00001947570731	13.2403522145707	5.34011046958501	20.5265936458395	24.3007597864682	41.6689784771257
EHI_006700A	48.0165881669775	40.8789764391132	22.1804111776131	46.9461884313959	45.7578812113732	96.9063061115434
EHI_006710A	21.2462975552161	28.0104264651966	35.7381876632509	38.3478804700895	39.2795868226152	27.8947374653876
EHI_006720A	24.2457128726507	21.0378645689601	10.1729912879189	19.1422186025449	22.3017943846127	42.2704831101103
EHI_006730A	22.7136666557155	24.4727254377034	7.68461394439881	15.551280708491	12.2536106086059	35.558784298218
EHI_006760A	7.31781103479313	6.64570038917925	3.1517758671556	7.51778035089047	4.76921308661212	13.3371301118444
EHI_006770A	43.000987979278	16.4699621033037	1.92091303205948	2.09889464136516	2.12938601843473	31.3097448866956
EHI_006800A	9.04779229531789	24.4275310650722	22.5067584196962	21.9789078117083	18.3397114089167	14.5325993432783
EHI_006810A	478.848230541848	418.860564354558	259.948191094739	622.519785383067	849.831943661332	1261.8717651382
EHI_006830A	60.7506584171177	59.390819259242	48.212546548072	72.1145384879175	47.1590965039313	64.4440500967384
EHI_006840A	196.458165116619	65.6170534820399	184.804365390623	254.729658956618	460.160018131145	193.656242549099
EHI_006850A	53.699277554451	11.3526367975246	10.8179346426337	23.7470525846126	62.4908900053413	79.8585861837085
EHI_006860A	14313.7832283498	11686.0181665674	8057.21649544837	9575.93211760578	11410.3393167092	15590.9688763476
EHI_006880A	69.4086638730788	36.1908010632756	60.1136686638124	87.0357082570996	83.9105543368375	70.4530226816598
EHI_006885A	50.0840083093301	183.356761298798	46.5974479281746	139.628714457591	11.3147703420433	84.2578707556436
EHI_006900A	217.320654359931	116.948935819943	277.333743760992	286.541277536367	395.437393403006	191.731817169876
EHI_006920A	16.9824792808911	16.6384665479815	4.07260003694063	15.854219858855	13.2034276691958	61.0989640824833
EHI_006930A	143.164735156214	163.84139298883	131.950474417478	151.216980934935	133.205592178748	164.580358783543
EHI_006940A	186.949989527857	113.392587407692	160.269614160048	202.438966689012	293.234159515878	225.664813456601
EHI_006960A	13.0208217021305	4.49138027620002	29.6156102237971	32.2176689106844	44.1276744678151	9.64834468628912
EHI_006980A	3698.16632041478	2625.69469201778	3681.79591510784	3354.30503176361	4855.30671622506	3134.64182985026
EHI_007000A	192.412714810032	199.302454512327	196.62242133045	141.469380992716	131.03680361486	126.913517050477
EHI_007020A	12.5842336236667	16.3804324551511	33.7545215425524	20.0791834054768	16.4142048897198	7.56801228967098
EHI_007030A	75.6239142595659	51.3865073776696	69.4138252172146	87.7891209993896	83.1267624925514	73.1935504204737
EHI_007140A	7.99619987150635	7.85931602404191	4.7157395422363	13.4432461025126	18.9134124186269	24.6262969811258
EHI_007150A	65.5091055670378	68.6323778109424	105.673429902287	57.6895387818716	60.8616324737168	31.8592326959774
EHI_007260A	6.77256147119595	10.235620946842	3.44290031263478	8.03595200477285	15.937683636341	28.204106210046
EHI_007270A	10.7674717510333	9.06954570615374	3.50582020291602	11.8025990087277	8.3339013031583	28.9103445297177
EHI_007300A	17.3530698021085	20.5789323637337	28.6534412239149	12.8724426344879	6.9109687007747	6.68819901448118
EHI_007310A	55.6067681530609	54.3857929812271	105.355201021235	50.650627517553	63.3724275076999	29.1101966299378
EHI_007320A	12.945933440714	10.0109239987211	21.9669066879424	13.5127137385465	29.2682802639323	9.05215621017511
EHI_007330A	798.623424506511	784.854834601945	622.253606044995	737.275413294349	952.713975415877	935.061035407631
EHI_007340A	16.9403517174227	13.8167328071082	26.546701683567	18.4480168121593	26.3731867331759	13.0036082620724
EHI_007350A	4426.56807528853	6225.77196629343	3663.62888781033	3917.26922499325	4214.48205868902	5445.03700753313
EHI_007360A	84.7196603375986	104.598109510644	50.4168914274236	98.5859378232518	81.4500142888236	148.179997672431
EHI_007460A	90.2489682243093	38.7018694407014	80.788851596285	84.8101473906506	71.7128669746363	52.3526315529799
EHI_007480A	69.4497648402608	66.2583322415069	62.4722424552538	56.6505194570373	66.1338364766788	55.3014639930748
EHI_007490A	13.6582587081143	22.0259592336121	8.60805741107243	13.4314635441191	21.1478923868552	31.8549879052592
EHI_007500A	135.703464573091	120.49870884091	98.0239654945889	123.097317994793	100.516246165007	138.513369574235
EHI_007510A	11786.8357606296	21116.8639423274	17072.897966979	8602.50252809357	5758.19697101269	5404.13376413361
EHI_007620A	3236.67360389236	5895.42825987896	4737.7994101279	2334.7269189501	1575.87992530217	1496.90887556207
EHI_007630A	61.7631453949213	115.300885744084	30.2081737551809	74.6163936837034	31.3456175934967	121.61727343544
EHI_007640A	9.7468484572711	15.2470007330352	12.0571555789039	6.5268841829694	20.1973859869953	10.0763417459975
EHI_007770A	567.727619144704	329.315998930801	290.734909173977	523.724059512025	365.526873173128	604.536940293537
EHI_007920A	69.7553880004439	55.5611840765213	41.1161916772061	59.129945008693	51.4268598224358	81.1698536104478
EHI_007930A	98.1377473320414	67.0691971096636	90.6267463628385	148.621481892023	218.334919178875	157.584536559777
EHI_007940A	695.17134689529	108.95285917469	770.595109107032	777.222229752765	888.560585406382	297.444888207891
EHI_007950A	7.36740398500595	7.25201917608121	3.1282655991743	6.77386932738402	5.43262840160496	14.4756084360787
EHI_007970A	39.98068686203	32.0030508636934	38.0429162315544	38.3957119354314	47.8510812375833	40.1758915465399
EHI_007980A	15.8944034922189	9.36866163217876	7.47676632045838	8.09397528014068	26.6970179639984	22.4912806358825
EHI_007990A	60.2403411769508	43.434840595301	33.0903674194653	45.4706044785857	42.6941026617226	62.9079287131436
EHI_008000A	7.20178734913576	9.49953475417138	8.86436559906614	8.45998190924896	6.42429685549735	6.28778207447549
EHI_008010A	15728.0811078008	18338.2013355253	12651.0089167972	12965.0254110448	11857.1907435591	16157.27474755
EHI_008020A	9.00945321742402	12.4503935723226	14.895841590237	5.45689267957672	11.1243999424199	5.16113125287789
EHI_008030A	258.844035650556	183.124760102903	507.738467877742	212.725133285213	237.11614085763	104.569103119157
EHI_008040A	12.7183932063328	22.7441308948335	16.2498667587242	44.8877969622819	67.7224798216143	57.1761982288593
EHI_008080A	20.577285622487	43.4497805400187	82.7237418266139	31.6486470118808	41.4279848471613	14.4197434178057
EHI_008090A	280.588898998129	275.003581517443	228.221204852008	329.165232917219	343.559580638157	391.503074940607
EHI_008100A	28.3061596653896	41.033233415407	44.8750504721908	28.7037330478322	24.2795638098248	20.6693819574821
EHI_008110A	28.4798513040423	15.5901124340714	39.9699940313133	27.9265952102686	40.3557189930906	19.0126161173592
EHI_008120A	67.8710048786004	100.546750547874	54.2086738200901	96.6158814127333	80.4109701738629	131.77851088074
EHI_008130A	39.6382348147443	131.153336625382	54.4330869434272	57.3101192031807	13.3006590817772	35.9293536186333
EHI_008150A	23.1111131979211	25.2260020371415	23.5916695034697	27.5270270131636	25.2815993306228	25.7630332816878
EHI_008200A	381.404463227736	465.489295787239	403.300700675546	538.776446544306	670.497219698351	657.189257071726
EHI_008210A	996.008349436229	624.087184078076	615.568701277447	951.818877470382	941.876688519831	1052.61911026099
EHI_008220A	18.2295833017876	22.9759662079385	16.0280688404275	28.6237432459522	19.0942268799059	27.9317908803502
EHI_008230A	295.154968465736	178.277183454497	442.244573364872	328.866540519311	317.682243524675	174.556977606835
EHI_008240A	19.6076743597401	8.53583076958725	3.28993581775639	14.782158032483	15.4373924492458	66.2817112670131
EHI_008370A	17.6081164279625	14.7669797704589	8.50204843076764	20.5989758657014	15.0314526317223	31.4237645219963
EHI_008380A	142.073739630867	117.38787011758	97.2212090466951	131.973667721648	211.211567392537	210.398432772844
EHI_008390A	62.5776534954827	48.3852806572595	18.2232291461562	39.2511811354775	39.1920227257732	101.408833376251
EHI_008420A	95.6605942304421	185.076060087051	88.465065345171	139.674500570571	56.3784582101206	126.476851099555
EHI_008450A	383.412636805617	389.196149878692	1176.52871659862	278.332680917143	337.868362777482	105.513641521092
EHI_008470A	102.342266310245	22.3809984615592	43.5062567948957	87.1958549241611	135.087759843869	99.7216394987799
EHI_008600A	8.9611901391795	9.35187200286544	6.76314249938484	7.76400158216265	10.0642349876596	9.96391495269125
EHI_008610A	16.8734192236971	38.9586436246816	35.681282674749	18.7766254862018	12.3174089701754	10.3932127314414
EHI_008620A	14462.4023054664	13282.0871525626	7122.60331335351	10410.5686286891	13464.5423100099	21509.9455431784
EHI_008630A	59.3842011847634	88.6350104074835	134.146445332082	44.1483550124888	98.2146637248991	30.1345430760985
EHI_008640A	8.92275478708295	13.9176823256299	34.6246671008787	28.8283826877585	23.791503374641	9.38890269024918
EHI_008650A	59558.9384867069	46365.2721978762	135282.011099219	43901.6978118834	66985.9508998589	21965.9821887629
EHI_008660A	110.802988006163	70.3579249947094	51.6493084893135	63.1234478660797	77.2428328102727	113.354657863686
EHI_008710A	56.6944493209569	44.6719546198814	67.7691311714642	52.87439228474	43.1451534053737	31.9944815255173
EHI_008720A	18.1271704809329	10.0995983007208	24.086658203953	19.5934406495185	18.3052541542412	10.7497989722788
EHI_008730A	249.254888428239	188.330300065629	89.0382858981736	242.435864295564	216.158178659142	505.170087685474
EHI_008740A	16.6725971021544	16.3633896165081	20.2436897956192	18.8432022266887	22.125999964343	16.5637256803008
EHI_008750A	8.20070401808423	6.9883991407355	3.2613636666469	7.29127625288964	5.85305306047498	15.3266693525533
