pEhEx_mean	CmasM_mean	theta	prob	log2FC	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_044830A	24991.9204551498	54531.7216481046	-2.15637709499445	1	-1.12563393746144	51081.6866625224	42999.6512124543	68132.1231578668	26281.0634129284	29883.8058446296	18843.9344507257	51654.1826221417	43245.9760485321	65690.1304717236	26489.2215594594	30066.5997616327	19375.4793587008	100	DOWN_pEhEx_UP_CmasM
EHI_089770A	44.1962440002399	2.00528208074489	2.74151010139195	1	4.4620466696418	1.96663999513239	1.96663999513239	2.049152876872	44.1312243764756	46.5710576683669	41.6510745026538	1.98868103419747	1.97790595336148	1.97570710553568	44.4807640326919	46.855924532194	42.8259574137289	100	UP_pEhEx_DOWN_CmasM
EHI_163670A	5506.6336668643	1866.51739933633	2.08401940151809	0.999999999999997	1.5608216780139	1837.47574303166	2075.48782497293	1664.8746553819	3646.89039477551	6830.97723844554	5986.73098992471	1858.06917890887	2087.37732137237	1605.2021904219	3675.77544913008	6872.76110937772	6155.6031743102	100	UP_pEhEx_DOWN_CmasM
EHI_188960A	7484.99806317771	2455.19257432426	2.54198458392201	0.999999999999997	1.60816575544683	1504.99936965314	3563.65843898594	2268.55210835127	6135.82666703796	8808.47422305874	7458.18748706152	1521.86658987726	3584.07296691974	2187.24262612814	6184.42524489528	8862.35409078459	7668.56614189272	100	UP_pEhEx_DOWN_CmasM
EHI_156660A	14967.5166018645	7398.18506889139	3.0253221876551	0.999999999999997	1.01659157478449	6735.58418296493	8572.95228553107	6794.31744019154	14474.6280679984	13782.2905829825	16481.8141549643	6811.07297322158	8622.06270868317	6550.79540202111	14589.2737999089	13866.5943993717	16946.7289746996	100	UP_pEhEx_DOWN_CmasM
EHI_119540A	7734.09256612659	2112.5383858848	2.45983174288699	0.999999999999992	1.87225447541161	1620.47301168713	2901.08244206518	1796.52537290655	5246.9103073798	8995.95709483622	8865.28177143196	1638.63439813453	2917.70138284354	1732.13428074958	5288.4682575829	9050.98376189149	9115.3513837887	100	UP_pEhEx_DOWN_CmasM
EHI_158270A	3392.51334917684	7248.94212415125	-2.72078395050598	0.999999999999989	-1.09541597798753	7684.76485152531	6284.13497425489	7645.84172984025	3401.9430729222	3590.7208284047	3167.83470750182	7770.8915461505	6320.1338364265	7371.79934398335	3428.8880314856	3612.68462807939	3257.19218284659	100	DOWN_pEhEx_UP_CmasM
EHI_195110A	6.26906752154244	1106.47625364733	-1.93997382058617	0.999999996890346	-7.46350590557744	3313.25874441819	3.19424255995371	19.7322824711033	3.19424255995371	3.19424255995371	12.1662432815197	3350.39195924104	3.21254087756298	19.0250376761085	3.21954243463547	3.21378117268689	12.5094255761932	100	DOWN_pEhEx_UP_CmasM
EHI_141800A	3352.28430276348	1250.06805064718	2.02499141825203	0.999999992779102	1.42313787345482	995.521691692849	1581.17485326939	1158.12840275164	2663.73940978504	3705.26916765611	3653.27976496031	1006.67896122416	1590.23266247387	1116.61874536755	2684.83745477928	3727.93363911694	3756.33055095995	100	UP_pEhEx_DOWN_CmasM
EHI_013900A	14919.6374199413	38073.1545330231	-1.90919455157122	0.999999267452588	-1.35156163330925	34867.3143883481	26618.5646568711	51614.6925310653	18809.0363720313	16202.1126366398	9814.52415016365	35258.0884194012	26771.0499303756	49764.717866892	18958.0126173118	16301.2180734765	10091.3697499963	100	DOWN_pEhEx_UP_CmasM
