pEhEx_mean	CmasM_mean	theta	prob	log2FC	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_146110A	6469.98385519388	9853.92767022115	-1.5552754254152	0.999992812689045	-0.606936769813515	10383.9496182417	8153.43938517237	10828.1908694471	6599.80973636659	7100.08575434221	5689.94261420955	10500.3273181522	8200.14661565896	10440.086673045	6652.08327418332	7143.51571412852	5850.44306761337	100	DOWN_pEhEx_UP_CmasM
EHI_105140A	11981.275261652	5424.71714755871	1.62067772188347	0.999954908352103	1.14316165324827	2530.93055638401	7925.03897441451	5730.45620613055	10125.931758002	15843.2422577053	9960.71783840989	2559.29585933846	7970.43780606172	5525.06509992343	10206.1338089437	15940.1525483615	10241.6872326003	100	UP_pEhEx_DOWN_CmasM
EHI_167270A	11981.275261652	5424.71714755871	1.62067772188347	0.999954908352103	1.14316165324827	2530.93055638401	7925.03897441451	5730.45620613055	10125.931758002	15843.2422577053	9960.71783840989	2559.29585933846	7970.43780606172	5525.06509992343	10206.1338089437	15940.1525483615	10241.6872326003	100	UP_pEhEx_DOWN_CmasM
EHI_036530A	73797.11302922	93528.9067979465	-1.65395722446095	0.999947322775997	-0.341847946262144	105097.648076298	85597.9977409216	88557.44471875	72921.6369557977	70922.1975849446	76893.5595063345	106275.525762419	86088.3485267442	85383.367319083	73499.2099615864	71356.0160338537	79062.5534666216	99.99	DOWN_pEhEx_UP_CmasM
EHI_169350A	5646.89508700536	662.109613150553	1.96285023647036	0.999892415887861	3.09231584585654	512.097561628408	709.768002923753	751.029942685854	2211.47796509606	10461.0828523097	4279.73731333005	517.836874562612	713.833930949765	724.1115150469	2228.99389080561	10525.0714326334	4400.45905444627	99.99	UP_pEhEx_DOWN_CmasM
EHI_007620A	2824.45837111118	12397.6543830008	-1.53410199837175	0.999890790615992	-2.13402104829335	7756.52797202384	6822.13517940261	22058.9098379135	4480.51640145846	2923.11791888321	1107.90797687708	7843.45894895096	6861.2159924414	21268.2740263205	4516.00415836448	2940.99811048372	1139.15956317154	99.99	DOWN_pEhEx_UP_CmasM
EHI_058090A	5822.38692363218	1736.51039582726	1.96247291838746	0.999887562631699	1.74541966856717	1654.53496997696	2315.99246400759	1231.32503255315	3659.33449293091	5962.67923316954	7736.77420494094	1673.07810445916	2329.25969869365	1187.19186035195	3688.31811028374	5999.15187987762	7955.01116302115	99.99	UP_pEhEx_DOWN_CmasM
EHI_146570A	38460.5729222555	43111.3598964486	-1.52846734509175	0.99979433386686	-0.164687817597284	43365.2802124589	42809.1491009167	42497.8625052741	36430.7863005732	39868.3041179661	38789.7010447786	43851.2948555033	43054.3826397381	40974.6534138132	36719.3349347683	40112.1714323197	39883.8710614565	99.98	DOWN_pEhEx_UP_CmasM
EHI_178340A	4192.6757410557	735.200477786892	1.66834244560103	0.999399982977682	2.51166164804972	490.776408462183	820.369497459311	878.1020215013	1945.0398400012	7766.96107361855	2884.69142948622	496.276765425282	825.069009578292	846.62907430978	1960.44545284351	7814.4701909391	2966.06207129312	99.94	UP_pEhEx_DOWN_CmasM
EHI_197840A	2524.30651189598	1155.13099837814	1.59428287743871	0.999253664829616	1.12783062836277	1048.81000211796	1366.40886618559	1036.79966988351	2030.11799232954	2713.22700856502	2801.70549255217	1060.56449825642	1374.23638176974	999.638678951453	2046.19746338757	2729.82333485601	2880.73528816656	99.93	UP_pEhEx_DOWN_CmasM
EHI_102170A	101609.740756198	126676.573005702	-1.51321237312939	0.999058042328138	-0.318111031804867	119594.157392061	120192.202399254	137823.985333206	103534.985716514	110394.153315382	90542.1810079352	120934.504126369	120880.727159782	132884.095769235	104355.030567411	111069.414686162	93096.1718105232	99.91	DOWN_pEhEx_UP_CmasM
EHI_086120A	11856.006360546	17655.1419703419	-1.50833929119409	0.998557169105541	-0.574470295553805	18389.5050237995	14316.1749993951	19889.98632517	12955.0779734296	12544.2569360022	10044.3186645887	18595.6046656355	14398.1856520529	19177.089106027	13057.6881675737	12620.9879211099	10327.6462496109	99.86	DOWN_pEhEx_UP_CmasM
EHI_016370A	1562.13557916894	3017.49440260068	-1.68510650147011	0.998486247343662	-0.94983142307895	3354.98880359763	2641.24792461453	3007.50906694974	1738.36914444451	1418.37114175349	1519.42603347005	3392.58970638921	2656.37839529804	2899.71387718318	1752.13783003416	1427.04706536621	1562.28561639036	99.85	DOWN_pEhEx_UP_CmasM
EHI_108690A	1562.13557916894	3017.49440260068	-1.68510650147011	0.998486247343662	-0.94983142307895	3354.98880359763	2641.24792461453	3007.50906694974	1738.36914444451	1418.37114175349	1519.42603347005	3392.58970638921	2656.37839529804	2899.71387718318	1752.13783003416	1427.04706536621	1562.28561639036	99.85	DOWN_pEhEx_UP_CmasM
EHI_188760A	3404.47005648675	6543.03448391398	-1.68520283862573	0.998472897822613	-0.942529629956409	7693.87337666873	5856.69543137718	5991.91446517481	4498.18745225956	2241.5481853075	3445.63150421446	7780.10215472506	5890.24569286567	5777.15216771861	4533.81517204015	2255.25933625908	3542.82500091298	99.85	DOWN_pEhEx_UP_CmasM
EHI_007510A	10969.8442247673	55673.7306962738	-1.50416988356462	0.997964149554684	-2.34345372226284	29752.9492024634	27592.1530665552	106895.907043587	17923.8925431835	11597.3790617274	3562.21937900942	30086.4041903087	27750.2155714712	103064.542173682	18065.8580409942	11668.3181635501	3662.70155681331	99.8	DOWN_pEhEx_UP_CmasM
EHI_143430A	112108.954094299	220855.238778652	-1.84355636568053	0.997766866338135	-0.978199543931699	176349.554755758	198074.055443889	282403.81057456	116393.282656203	138189.666213111	81984.8763434142	178325.985335377	199208.728815945	272281.888520786	117315.171150809	139034.947784935	84297.4848735097	99.78	DOWN_pEhEx_UP_CmasM
EHI_148190A	3057.20126681977	829.635248619084	1.93232614630901	0.997722011094693	1.88166243709255	645.299060715055	1128.58865147496	707.248159720259	1918.56224645827	3820.48826505959	3399.29674103595	652.531224121212	1135.05380658053	681.89895947116	1933.75814454475	3843.8575112147	3495.18323852503	99.77	UP_pEhEx_DOWN_CmasM
EHI_039010A	21558.6027070745	28011.8760905346	-1.69335916119668	0.996943515225878	-0.377774936188862	26363.5603022888	27492.5291349451	29675.927113113	24196.7847394377	20530.2340517301	19847.1970873115	26659.0288496364	27650.0209410779	28612.2820422435	24388.4344373299	20655.8138362736	20407.04177245	99.69	DOWN_pEhEx_UP_CmasM
EHI_048990A	57886.1577463835	112157.023480524	-1.83329435682824	0.9949798876822	-0.954229663007127	148586.41502414	82848.4863529355	103462.724269562	52968.7444299192	59797.5804723475	60382.3907510015	150251.691325951	83323.0864774656	99754.4115934793	53388.2813219913	60163.3516200613	62085.6418644557	99.5	DOWN_pEhEx_UP_CmasM
EHI_105180A	9980.61048778768	15319.7994611614	-1.24518888683612	0.992142553175969	-0.618197443008551	13575.6635809854	12923.7438208402	19077.0484131237	11149.9598365953	11170.9172551869	7629.5694057186	13727.8122874408	12997.77788829	18393.2885280824	11238.2726623365	11239.2477661067	7844.78235810159	99.21	DOWN_pEhEx_UP_CmasM
EHI_044730A	3098.00230170907	4938.90581386398	-1.24595938182546	0.992110602845881	-0.67285324043247	6091.16550837391	3934.0923982677	4717.51271173587	2968.72523296477	3138.76145606492	3161.55873665319	6159.43200211667	3956.62896863033	4548.42754302399	2992.23890637838	3157.96070076873	3250.73918100925	99.21	DOWN_pEhEx_UP_CmasM
EHI_113890A	9482.89959934446	12683.2201880385	-1.24806924058189	0.991997474617309	-0.41952091642346	14400.5229675508	10734.6431653443	12706.0611978274	8770.26990069371	10372.2089930036	9245.62960168257	14561.9162525806	10796.1369017701	12250.6503420276	8839.73448431506	10435.6539477614	9506.42796885205	99.2	DOWN_pEhEx_UP_CmasM
EHI_055670A	8714.14955234596	19626.1596393478	-1.23347344291898	0.991965413422371	-1.17134612206692	15219.1004811631	12154.8784142113	30775.7048723923	10170.9926854511	11540.7039839199	4514.25721102595	15389.6679409275	12224.5080123244	29672.641548868	10251.5516397263	11611.2964143874	4641.59422974065	99.2	DOWN_pEhEx_UP_CmasM
EHI_194540A	61117.0362419302	36647.8233321424	1.91329937860078	0.991265868688813	0.737847071034628	30095.2486652699	46576.8035986641	32859.7278194668	50399.7498991127	65366.6362703192	66940.1669797838	30432.5399606501	46843.620263171	31681.9689109727	50798.9391693409	65766.472340306	68828.3981764135	99.13	UP_pEhEx_DOWN_CmasM
EHI_181560A	6209.69161185195	12643.3626013537	-1.30688649773374	0.990999350211279	-1.02578668294955	9254.34703078612	10223.4913036787	18053.5096416208	8213.70894984567	6619.09010181189	3832.55031290498	9358.06475489031	10282.0568908059	17406.4354501722	8278.76531397682	6659.57789687377	3940.65791690402	99.1	DOWN_pEhEx_UP_CmasM
EHI_166810A	2874.703411442	4449.96989965234	-1.30235009249498	0.990933985568003	-0.630382459305336	4057.35916219582	4198.87611113967	5002.93332908704	3298.72771844642	2898.80106615262	2420.98028296419	4102.83185268131	4222.92950321667	4823.61810988296	3324.85516378581	2916.53251589667	2489.27067874553	99.09	DOWN_pEhEx_UP_CmasM
EHI_005890A	8089.17064982493	20394.0896523896	-1.31338303151422	0.990823274545087	-1.33408740819051	13809.2551644973	13693.2650963653	32894.0883974304	10299.8693670683	10072.1453017475	3979.40456515598	13964.0218392795	13771.7073903171	31715.0979365321	10381.4490841168	10133.7548203577	4091.65459653411	99.08	DOWN_pEhEx_UP_CmasM
EHI_049670A	630.413603821693	4208.1654779247	-1.2621636036236	0.990810918864294	-2.73882086447415	834.107893014981	2287.32301976347	9252.44219922904	500.468822852903	1296.30735210117	108.589674416062	843.45612385537	2300.42602064868	8920.81601275123	504.432766812278	1304.2366332564	111.652744320357	99.08	DOWN_pEhEx_UP_CmasM
EHI_013890A	10212.830179422	13923.6057357393	-1.26449140926386	0.990615119929923	-0.447150146782327	15793.8833384947	11483.427751636	14252.9323041579	9476.64574223001	11361.8460828154	9742.36672594049	15970.892654137	11549.2109237961	13742.0784685568	9551.70514839024	11431.3444713628	10017.1769275117	99.06	DOWN_pEhEx_UP_CmasM
EHI_060020A	197.382200025906	2806.18337230802	-1.29409875749612	0.990567474660553	-3.82954548791675	214.656567997713	342.249827915799	7638.72090958785	326.694439311303	261.211591820103	9.31823627434525	217.062322895673	344.210416673659	7364.93374828832	329.282009985311	262.809376596368	9.58108271206177	99.06	DOWN_pEhEx_UP_CmasM
EHI_131230A	425.782875235283	1863.69864631941	-1.31928764842892	0.990347240367974	-2.12997876838005	938.971215256722	1379.67022865533	3194.49055103637	380.318282536601	726.126083611875	176.702924778121	949.494697585815	1387.57371236584	3079.99356782173	383.330578787358	730.567667516937	181.687315916591	99.03	DOWN_pEhEx_UP_CmasM
EHI_197990A	1889.26791047475	9052.25502494789	-1.22190970912257	0.990300972835035	-2.26044992977884	2970.33237293981	4309.66882194001	19354.7429018846	2071.14366284834	3196.80546801076	437.435948784712	3003.62225417394	4334.35689349828	18661.0298863799	2087.54807614335	3216.35975759599	449.775030718464	99.03	DOWN_pEhEx_UP_CmasM
EHI_191770A	4666.52228617211	11941.5018619281	-1.26952758067101	0.990265650560764	-1.35556460257864	8133.57699343041	7699.02875450007	19521.57137774	6313.38744829709	5434.92325447851	2299.04861468987	8224.73373218014	7743.13287959031	18821.8788932418	6363.39238945649	5468.16771187669	2363.89959299915	99.03	DOWN_pEhEx_UP_CmasM
EHI_025850A	5058.11755461728	19073.5237873429	-1.32129763000643	0.990117382932913	-1.91489893082338	9251.36418369711	10930.7643961017	36109.2209226518	7384.29150684084	6129.59483356184	1738.42219056132	9355.04847766188	10993.3816190827	34814.9936285585	7442.77850218642	6167.08847326402	1787.45916135529	99.01	DOWN_pEhEx_UP_CmasM
EHI_187740A	45005.1845281128	55750.1208656483	-1.27383335370859	0.990077315647025	-0.308883725515286	49332.4534512184	58525.5935342007	58425.8655049442	50829.3790754384	40802.5225674466	43111.2922397064	49885.3449496045	58860.8592125766	56331.764666283	51231.9712069448	41052.1043296388	44327.3646011426	99.01	DOWN_pEhEx_UP_CmasM
EHI_009870A	7009.12822926564	11250.8345041395	-1.27950432728822	0.99000834950025	-0.682725090748446	10760.2250066504	8763.71654794779	13946.9698475192	7656.75916947747	8033.01103512906	5344.38167199023	10880.8197979226	8813.9197700958	13447.0823233541	7717.40423440924	8082.1475326714	5495.13463026707	99	DOWN_pEhEx_UP_CmasM
EHI_118270A	64475.835223145	13984.7204186638	1.80940670167921	0.989747456446517	2.20490714501179	6378.3656921645	21880.2714616186	13518.5781128293	30692.7262501818	109431.376370273	53271.6981708311	6449.85097047693	22005.6132755438	13034.0450123109	30935.826801626	110100.748605984	54774.3726773644	98.97	UP_pEhEx_DOWN_CmasM
EHI_069110A	34460.3916709185	38673.3126567444	-1.32444275514392	0.989693507776681	-0.166399248188447	37616.6367259204	40632.1201506437	37217.246845309	34599.8723988579	33092.6984997193	35400.5453931083	38038.2236770783	40864.8825115789	35883.3056677525	34873.9193502919	33295.1206414778	36399.1149695654	98.97	DOWN_pEhEx_UP_CmasM
EHI_144610A	2374.38059525865	833.129398179298	1.55544496558958	0.98912411907125	1.51093871514792	577.381248238878	1220.19085208817	694.861269386616	1596.71835544789	2870.28694747564	2630.5075574329	583.852225478931	1227.180753242	669.956040265918	1609.36510144062	2887.8439814351	2704.70824525632	98.91	UP_pEhEx_DOWN_CmasM
EHI_087570A	7790.20843704206	2870.46799089669	1.70765325694991	0.988376968852923	1.44037596201619	1230.1937357401	4624.36717723579	2722.82185762827	5721.36988008796	10568.0268035853	7052.76072299207	1243.98108281642	4650.85800808621	2625.23043153117	5766.68576899038	10632.6695410086	7251.70320282694	98.84	UP_pEhEx_DOWN_CmasM
EHI_122900A	190.229702628888	1523.59487665013	-1.21032991549881	0.987195731483752	-3.00166490917164	275.629064203226	774.322252698392	3427.18767859722	148.283382877292	395.890785153744	30.8492345657195	278.718165913052	778.757981747099	3304.35036108427	149.457855677579	398.312378564568	31.7194219244802	98.72	DOWN_pEhEx_UP_CmasM
EHI_075040A	9.4952548803651	316.476318391297	-1.81581216896459	0.984794708416388	-5.05874701098785	316.747439587749	531.382717232047	104.499490315137	4.53982001753198	5.42340567130496	18.1504019076149	320.297373844654	534.426759614392	100.754017853286	4.57577748643596	5.45657967769855	18.6623838260896	98.48	DOWN_pEhEx_UP_CmasM
EHI_157010A	502.69465249517	1487.19435070033	-1.19991884098362	0.983446638808604	-1.56483894781772	1668.16925501141	675.38515288557	2071.10042098404	630.090385120053	575.272482703656	305.860493659503	1686.86519519766	679.254117688376	1996.86800540831	635.080991651184	578.791322004253	314.488128635658	98.34	DOWN_pEhEx_UP_CmasM
EHI_030820A	2078.29487008817	1017.5868306952	1.38469757054491	0.983089695302062	1.0302484545283	1075.81319689101	1068.2194876122	897.038362785929	1664.86664370135	2169.25499941733	2375.3772551239	1087.87033025456	1074.33881608956	864.886698936596	1678.05315557604	2182.52394582876	2442.38129230003	98.31	UP_pEhEx_DOWN_CmasM
EHI_036630A	174.166636537855	8.77468975710938	1.39148228399548	0.983081939128751	4.31097635909995	3.85624933442296	3.85624933442296	18.1267104629918	189.518066127402	290.046462234222	46.1926015737908	3.89946809455958	3.8783399783792	17.4770126064918	191.019136641917	291.820624776314	47.4955907248555	98.31	UP_pEhEx_DOWN_CmasM
EHI_013220A	2077.07305107183	867.729838218015	1.37617019374506	0.982594129250532	1.25923411254099	533.524106348331	1203.30826244396	854.286850180874	1642.7847463261	2602.95993233377	1974.37981355382	539.503556425261	1210.20145115922	823.667486754078	1655.79635938649	2618.88177456187	2030.07261693559	98.26	UP_pEhEx_DOWN_CmasM
EHI_167310A	10201.0624843863	3971.40108874797	1.54360620259405	0.982268714800585	1.36099944563194	1958.45085947593	5790.61782562538	4104.07376205908	6808.29067805243	14992.8227572408	8781.87148155803	1980.40011913077	5823.7895594992	3956.97548233693	6862.21548110629	15084.531183302	9029.58827768252	98.23	UP_pEhEx_DOWN_CmasM
EHI_140640A	74.8235250787987	4.56218028447884	1.37069801293832	0.982077624366801	4.03569657147917	2.99596293419036	2.99596293419036	7.51318708106086	57.623967591191	137.200660386543	30.6900571163156	3.0295400689143	3.01312540081163	7.24389930532159	58.0803759983047	138.039892385903	31.5557544380877	98.21	UP_pEhEx_DOWN_CmasM
EHI_179390A	400.412364968166	84.3169707054726	1.36819812549408	0.981812079901149	2.2475915854774	61.4590848015459	111.203629848131	79.2279407838399	294.738919727482	496.768722135272	406.689982623709	62.1478850356345	111.84066329192	76.3882516186568	297.073387944276	499.807367916731	418.161790167583	98.18	UP_pEhEx_DOWN_CmasM
EHI_104360A	1632.71180287701	633.397283357355	1.36576012262586	0.981543722059975	1.36608757217237	526.445105398107	751.958169385571	612.904919777988	1123.91213333718	2117.90363924065	1644.52068459896	532.3452178551	756.265785089152	590.93717149674	1132.81403593006	2130.85847852935	1690.90890560684	98.15	UP_pEhEx_DOWN_CmasM
EHI_038620A	9351.90029379639	6106.94182260714	1.25532325273713	0.980786551527503	0.614809447012593	4151.62872594148	7627.96001081183	6438.34040155632	8388.80731607839	11000.9376332131	8624.15242133186	4198.15793879115	7671.65701639887	6207.57729829781	8455.25054004861	11068.2284090646	8867.42031833854	98.08	UP_pEhEx_DOWN_CmasM
EHI_134810A	1155.98872461102	438.805021867921	1.26153653760827	0.980538564766255	1.39747538426309	227.416856002177	647.43120469187	435.479181257724	1088.66367090611	1311.10351932945	1063.06886651824	229.96562131744	651.140034435149	419.87072923378	1097.28638941528	1319.1233060039	1093.05564259742	98.05	UP_pEhEx_DOWN_CmasM
EHI_016010A	348.804882633839	2048.5763157823	-1.19220486550565	0.980273829341698	-2.55412949818159	664.361734797217	872.409386452857	4486.71081401397	534.879718243934	444.938902652955	73.5884626480037	671.807542360501	877.407010690527	4325.89805074114	539.11621236966	447.66051466134	75.6642272771231	98.03	DOWN_pEhEx_UP_CmasM
EHI_110740A	2075.99939557578	20087.6645039704	-1.37359951436076	0.980214619501234	-3.27443190984559	3193.69202943252	6695.39045680214	48993.0221594651	2628.24051010591	3404.09496119227	244.899031444121	3229.48520508073	6733.74520876513	47237.0134481521	2649.05738743791	3424.91720368179	251.807081006305	98.02	DOWN_pEhEx_UP_CmasM
EHI_006810A	1166.2457105214	443.447518024805	1.26777601779617	0.980111008858479	1.39503649791193	541.313324405624	437.205507859535	348.132302816851	867.162651635299	1144.68136878023	1467.92407554474	547.380071832303	439.710053176047	335.654539056002	874.030979886299	1151.68318080536	1509.33090434104	98.01	UP_pEhEx_DOWN_CmasM
EHI_142900A	43.7304442904316	10.636820942672	1.23586477811445	0.979879810909509	2.03957097307992	11.1228533552742	10.1214335155806	10.5007917755727	44.3569427968556	40.8116192715321	45.6313875450274	11.2475122892558	10.1794144615022	10.1244222229133	44.7082702470924	41.0612566766427	46.9185461135748	97.99	UP_pEhEx_DOWN_CmasM
EHI_019860A	73.2494718869176	12.6235598847083	1.10273021819466	0.979618142507791	2.5366995456848	17.4298070729628	11.9272970904059	8.45768443975181	55.6589669715991	56.4618385910104	105.944453309162	17.6251509384099	11.9956229818446	8.15454397404631	56.0998116672876	56.8072055998481	108.932907489575	97.96	UP_pEhEx_DOWN_CmasM
EHI_177520A	2108.8714214738	946.593955459703	1.10628342799118	0.979600126532478	1.15565352147083	464.238450188658	1302.45940153614	1055.5378856184	1680.66211066136	3008.42358049485	1639.27355001285	469.441384046124	1309.92058062794	1017.70527924777	1693.97372992134	3026.82557163153	1685.5137611835	97.96	UP_pEhEx_DOWN_CmasM
EHI_181250A	1854.50345791208	1008.74479791886	1.10128908665666	0.979591170032238	0.878471724329957	876.079415717133	1297.69909914579	843.327731370496	1673.21779626013	1690.59602420758	2174.82683571218	885.89804071903	1305.13300869766	813.101164861528	1686.47045311575	1700.93709893352	2236.17379768942	97.96	UP_pEhEx_DOWN_CmasM
