pEhEx_mean	CmasM_mean	theta	prob	log2FC	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_046600A	163.33781755029	50.5178221796675	0.832248810665064	0.96384235851075	1.69299450519401	29.8619047432442	75.6861145838541	45.4724602402262	120.333924790436	203.158687751416	165.302100238082	30.1965808459537	76.1196848394852	43.8426355675051	121.287024988689	204.40137325474	169.964899818971	96.38	UP_pEhEx_DOWN_CmasM
EHI_148470A	861.322661177719	329.667111208727	1.00928740183507	0.963794255097448	1.38554382302374	284.830601911892	337.879954983694	360.035760667475	532.205589914807	1319.08208453877	731.391163439031	288.022829487457	339.815510788883	347.131352973284	536.420903710504	1327.15067467535	752.022059268167	96.38	UP_pEhEx_DOWN_CmasM
EHI_009620A	795.072276220719	341.149148915699	0.887539741963109	0.963792446435953	1.22068339773998	498.886482401705	285.741803811852	236.886691820303	635.122988803695	630.448491133249	1103.00872872083	504.477732694018	287.378684600414	228.39619509045	640.153455877702	634.304832248638	1134.12211826995	96.38	UP_pEhEx_DOWN_CmasM
EHI_049660A	196.710470891761	72.7398692235347	0.831197783535021	0.963753825549817	1.43525551713141	58.1349692791964	91.743802059006	67.4431419967912	147.816990219956	233.191531151593	207.356077935035	58.7865146215578	92.2693592755444	65.0258437848293	148.987768975234	234.6179222081	213.205125417781	96.38	UP_pEhEx_DOWN_CmasM
EHI_151350A	118.219955254752	34.0682243201051	0.853084724245962	0.963745975921451	1.79497492027792	21.7397651600514	52.612715957133	27.6058283433138	100.428093753984	116.914687850706	135.839787686266	21.9834127083289	52.9141095328557	26.6163797868217	101.223530587229	117.629834169703	139.671521851647	96.37	UP_pEhEx_DOWN_CmasM
EHI_006960A	26.9137790894587	9.47693308766229	0.854268001561558	0.96366726510955	1.50585282401523	9.07793651572942	9.50351153853558	9.69191321837725	23.5173475812052	31.1857975931105	25.8808648029554	9.17967712604385	9.55795269924005	9.34453550435575	23.7036158233579	31.3765555617089	26.6109056516951	96.37	UP_pEhEx_DOWN_CmasM
EHI_017890A	40.9467901044098	14.0862644122567	0.829838038084986	0.963626295850367	1.53946129191283	12.8764374950068	15.7023085876958	13.4840099993613	32.0781218687721	48.312511466983	42.1174993085438	13.0207496530779	15.7922597496203	13.000715889738	32.3321953926431	48.6080304934826	43.3055390118573	96.36	UP_pEhEx_DOWN_CmasM
EHI_191530A	40.9467901044098	14.0862644122567	0.829838038084986	0.963626295850367	1.53946129191283	12.8764374950068	15.7023085876958	13.4840099993613	32.0781218687721	48.312511466983	42.1174993085438	13.0207496530779	15.7922597496203	13.000715889738	32.3321953926431	48.6080304934826	43.3055390118573	96.36	UP_pEhEx_DOWN_CmasM
EHI_050960A	4611.25199811373	3003.4906284173	0.855521023017832	0.963580861092561	0.618518346727699	1426.7467288038	4509.95299553239	3030.62793557315	4450.60420378823	5308.60604633942	4060.36512444663	1442.73693568629	4535.78840119311	2922.00411893466	4485.85504228924	5341.07784387692	4174.89887068007	96.36	UP_pEhEx_DOWN_CmasM
EHI_141940A	18662.3824186342	12585.1269703293	0.829320131316269	0.963572066956031	0.56841339895766	5809.45517523517	16227.4601992761	15432.1888717194	18016.1792386836	24790.2858376311	13237.2298728086	5874.5644116898	16320.4197085008	14879.0681027013	18158.8756896975	24941.9236000851	13610.6222847269	96.36	UP_pEhEx_DOWN_CmasM
EHI_156310A	892.516950496058	260.983948091875	1.0068069582344	0.963484034394924	1.77391849270006	217.488172879359	290.743539424024	270.365785838891	302.486915245349	1686.11596408387	690.349425160623	219.925662875745	292.409072810224	260.675330866981	304.882751161044	1696.42963508008	709.822626079846	96.35	UP_pEhEx_DOWN_CmasM
EHI_178590A	2901.42658945786	1945.35409203654	0.828146652127661	0.963442151151115	0.576729649466825	2158.24669700095	2140.04281848828	1522.53098019572	2213.74344518961	2842.06416560904	3602.95286814247	2182.43516051152	2152.30212017096	1467.96039959824	2231.27731454664	2859.44856583928	3704.58404584282	96.34	UP_pEhEx_DOWN_CmasM
EHI_126980A	124.125552476698	19.2186060097648	0.857711161263822	0.963425717331544	2.69122453764434	41.5280842705313	2.32775610700339	13.6321978790826	71.6002830226275	224.641901997502	76.969204445227	41.9935086135581	2.34109073008333	13.1435924170212	72.1673902956824	226.015996495459	79.1403321787019	96.34	UP_pEhEx_DOWN_CmasM
EHI_183900A	268.004190398567	779.496314670494	-0.819615227183308	0.963365882249777	-1.54028664389566	400.508166698596	445.883128517256	1454.85207656768	369.363651234936	343.176312684669	95.5108096490245	404.996845953538	448.437383852938	1402.70724435445	372.28918175206	345.275461057686	98.2049542640075	96.34	DOWN_pEhEx_UP_CmasM
EHI_046390A	1884.93889227696	1151.47786234622	1.00533331247703	0.963343062754389	0.711031078637466	899.831600317868	1449.1170762223	1090.46092642396	1752.89705535521	1937.85030625144	1948.07992049149	909.916426978412	1457.41838835375	1051.37660784662	1766.78080870147	1949.70379137603	2003.03086318201	96.33	UP_pEhEx_DOWN_CmasM
EHI_050130A	1587.48598517199	918.891420009265	0.827301904745216	0.963341088859588	0.788777553456714	652.07522205155	1052.8036353564	1033.69482528441	1243.11885436885	2165.48913922479	1351.0197946167	659.383329014789	1058.83465364582	996.64511824388	1252.9649291862	2178.73505054025	1389.12901720394	96.33	UP_pEhEx_DOWN_CmasM
EHI_013340A	152.621250598435	60.1565306942979	0.85901484755493	0.963333018863093	1.34316258096166	56.2862711284743	66.8623735241568	56.520445499529	133.911910031296	160.456397505349	162.057249316816	56.9170972602733	67.2453967053621	54.4946387562459	134.972554136619	161.437880706006	166.6285189686	96.33	UP_pEhEx_DOWN_CmasM
EHI_164840A	37.3093748871201	10.3817326587039	0.859341182327259	0.963309909542827	1.84549094592177	12.2453526518673	6.91533298111187	11.7595181811693	30.2875081427059	49.7029154230757	31.8657105272544	12.3825919518071	6.95494768064931	11.3380333358425	30.5273991797988	50.0069393028952	32.7645703812865	96.33	UP_pEhEx_DOWN_CmasM
EHI_138790A	91.8528010825302	19.9975931913955	0.995683327753611	0.963284606466913	2.19949734247449	24.4817614373619	21.9691151157265	13.4620236904496	65.232309886876	73.6954591454645	134.46838325553	24.7561397992169	22.0949658732808	12.9795176144743	65.7489798749447	74.1462411413247	138.261433193696	96.33	UP_pEhEx_DOWN_CmasM
EHI_135080A	48446.2225603757	32609.4582964025	0.883724842566501	0.963281956835834	0.571093705038703	15528.8019591	43746.0968345063	37891.3332756455	43783.2844339962	64633.4829681658	36979.3517933156	15702.840385788	43996.6977074893	36533.2314810935	44130.0682453521	65028.8344700036	38022.4559389681	96.33	UP_pEhEx_DOWN_CmasM
EHI_172960A	582.980701250914	264.628957460694	0.82666783297995	0.963260202643285	1.13947718630138	221.249533727409	316.888618743157	252.183310859651	379.030601150302	784.16702002903	581.755034513	223.729179025016	318.703925027414	243.144552456955	382.032698370432	788.963630003041	598.165032493668	96.33	UP_pEhEx_DOWN_CmasM
EHI_004490A	1771.71897226939	671.504003708032	1.00414291447813	0.963253989205454	1.39968187708118	1089.0286032478	569.720618988932	355.863863061952	802.970600356254	1619.66422562522	2842.54522635498	1101.23384774938	572.984281230963	343.108984590803	809.330497947265	1629.57142317466	2922.72701878845	96.33	UP_pEhEx_DOWN_CmasM
EHI_197480A	25405.011222098	13278.6099225673	0.996745329149749	0.963216090029773	0.936008976023471	2586.58737603334	21664.1068522928	15332.5657303126	23732.1275724632	37650.6840788944	15017.3059197651	2615.57645056732	21788.2103605468	14783.015655578	23920.0969712316	37880.9866065045	15440.9102638594	96.32	UP_pEhEx_DOWN_CmasM
EHI_093910A	119.667823660511	29.9595501430699	0.860977587482727	0.963195924086252	1.99794742559866	31.393470852705	39.786147794905	18.6568287875978	45.7298708277304	143.929302741174	166.87560531732	31.7453119213123	40.0140639769532	17.9881304213313	46.0920725013477	144.809692647211	171.582789929091	96.32	UP_pEhEx_DOWN_CmasM
EHI_098780A	29805.612088415	23425.4803757027	0.999583579356945	0.963122299117719	0.347505367935234	20315.8160199193	26219.0911115824	23382.2332067428	24553.0950990893	35278.3332531664	29387.2780994073	20543.5047151774	26369.2879884887	22544.1668170568	24747.5669394073	35494.124533374	30216.2269621745	96.31	UP_pEhEx_DOWN_CmasM
EHI_083630A	22.5445177723233	6.51419293240856	0.862774438785743	0.963078288990391	1.79111829690733	8.49813157413598	5.41037876168693	5.56056528235118	21.4738456022119	18.5275003456659	27.2977415339024	8.59337404376405	5.44137228428568	5.36126340944667	21.6439283659577	18.6408297648861	28.0677492809314	96.31	UP_pEhEx_DOWN_CmasM
EHI_023500A	7357.45056888987	5551.79618603637	0.880770347705811	0.962998501894373	0.406251338838454	6714.0344130179	5052.68302664707	4824.58820273639	6019.93194260162	7609.12736385256	8355.18145796156	6789.28168509002	5081.62747812978	4651.66523250345	6067.61258077544	7655.67104048617	8590.86229047561	96.3	UP_pEhEx_DOWN_CmasM
EHI_069950A	115.421171956582	32.9210023269905	0.8247593787777	0.962996744338387	1.80982771849229	20.4738043179722	52.0317970196287	26.0457115773254	82.9416536543552	126.537455614335	135.267800936248	20.70326366076	52.3298627831943	25.1121807517874	83.5985898149527	127.311462689592	139.083400644932	96.3	UP_pEhEx_DOWN_CmasM
EHI_178620A	202.755023767421	54.3413589971488	0.86464627052972	0.96296585426709	1.89961511049969	83.1334210729546	45.7828791436029	33.9343731253787	90.1824722254775	228.922599833106	284.88400148973	84.0651355636688	46.0451477872368	32.7180967620396	90.8967590095811	230.322878597183	292.91993691242	96.3	UP_pEhEx_DOWN_CmasM
EHI_192810A	8090.41714417673	5733.2620846866	0.880194855306324	0.962955880328105	0.496857859852157	6273.83368653931	6532.10317495966	4354.39111375704	6137.80434120596	7772.32456125016	10227.7805026942	6344.14742658076	6569.52253066247	4198.32095537136	6186.41858315505	7819.86648606913	10516.2831325622	96.3	UP_pEhEx_DOWN_CmasM
EHI_131940A	9938.3084641149	6473.05489144112	0.865039964098717	0.962943642231728	0.618553582826473	2593.0201343623	9694.29984808488	7021.55583810396	9519.31991687806	12354.5302763247	7939.54307169131	2622.0813037779	9749.83394554	6769.88911751365	9594.71732218848	12430.100737252	8163.49968236842	96.29	UP_pEhEx_DOWN_CmasM
EHI_117810A	18.6628978955049	3.92427415280937	0.865846066155318	0.962901930757161	2.24967528116568	3.70703128303158	3.70703128303158	4.28327270744407	8.3376194506195	32.2584919209712	15.3853562728049	3.74857768782707	3.72826712675078	4.12975157615481	8.40365724308068	32.4558113696888	15.819342487604	96.29	UP_pEhEx_DOWN_CmasM
EHI_108610A	2443.62739667036	1558.58062312575	0.82402122431695	0.96288597322149	0.648791534937133	1646.4521710501	1857.05072447403	1162.54506679564	2146.43040400554	1966.23290459542	3174.51507738743	1664.9047178867	1867.68889716604	1120.87710726576	2163.43112302271	1978.26000101814	3264.06099090606	96.29	UP_pEhEx_DOWN_CmasM
EHI_188880A	102.800988562689	21.9541951832605	0.8668579257352	0.962853518372462	2.22728558502525	12.5161069100345	20.4124445332254	32.2204526913669	73.2059634083144	179.225394888275	56.8890290547309	12.6563806774905	20.5293778550505	31.0656066925973	73.785788410776	180.32168470251	58.4937403103745	96.29	UP_pEhEx_DOWN_CmasM
EHI_193350A	861.214599864747	375.929968560537	0.869319380043857	0.962761023863473	1.19590884780688	303.443981104952	439.44613650516	379.065475268031	474.472234703481	1324.7274743458	781.443459008219	306.844817383149	441.963517332387	365.479004228092	478.230273691649	1332.83059632618	803.486217254507	96.28	UP_pEhEx_DOWN_CmasM
EHI_079890A	150.374763226116	51.100439234131	0.87613785126985	0.962749872025694	1.55715486877251	45.4240020172252	62.8754559785343	44.4679219418971	111.868704322216	165.643424075173	171.789619622757	45.9330897025322	63.2356399788814	42.8741019474947	112.754756069083	166.656635393368	176.63541749964	96.27	UP_pEhEx_DOWN_CmasM
EHI_164500A	2084.78770312841	1201.72392287921	0.869729147582127	0.962749397468861	0.794794981799935	851.58903432814	1853.01890647452	894.643344424798	1770.67305452239	1880.32269160672	2571.05668140335	861.133184360419	1863.63398277202	862.577522863214	1784.6976019827	1891.8242905602	2643.58039404356	96.27	UP_pEhEx_DOWN_CmasM
EHI_055430A	135.200652375816	46.5088461945545	0.876116630389089	0.962749274289323	1.53952505838246	48.4866094422305	48.5459624353281	41.9261513202541	96.1660751719868	161.599099248671	146.488046022736	49.0300211777259	48.824059487326	40.4234335105513	96.9277548518554	162.587572152337	150.620143549726	96.27	UP_pEhEx_DOWN_CmasM
EHI_025830A	2536.28847026941	1522.69322051133	0.87003199902009	0.962740784617279	0.73609353388209	715.508559845185	2315.8946220895	1515.63909519143	2362.45251999928	2941.68188270442	2294.8494327828	723.527593403936	2329.16129628509	1461.31553365036	2381.16423383308	2959.67562676474	2359.58196163737	96.27	UP_pEhEx_DOWN_CmasM
EHI_032670A	46.0964798407019	7.68778745044364	0.870119171934589	0.962738302330119	2.58401622881177	2.34135161834508	10.6716856224618	9.86282722912179	31.0224337848935	85.4575296675778	22.3363736639652	2.36759222293605	10.7328187046498	9.50932361229772	31.2681457721173	85.9802581535866	22.9664324085843	96.27	UP_pEhEx_DOWN_CmasM
EHI_150120A	658.999012897986	281.855133701275	0.874702629148866	0.962717727534043	1.22532245932535	405.600425317897	234.112805661034	203.958955277915	506.082179834082	591.58869513646	867.239368634118	410.146175857586	235.453928131848	196.648655026329	510.09058417037	595.207337802022	891.702236067582	96.27	UP_pEhEx_DOWN_CmasM
EHI_005960A	119.303347288434	29.4245869594737	0.87274535110481	0.962703433181465	2.01954045219265	36.2404499744341	34.449187385702	17.5533332919229	55.1669744318278	119.515739166382	180.258192320912	36.6466133676325	34.6465306244615	16.9241864294805	55.6039223196292	120.246795652939	185.342869541559	96.27	UP_pEhEx_DOWN_CmasM
EHI_023070A	330.935611153871	122.097966496918	0.822268929115933	0.962604770456649	1.43851137191582	167.50192786177	109.425186591569	88.567544771837	195.219962612726	359.341934638016	432.36526983914	169.379199016947	110.052032167985	85.3931053659001	196.766194777873	361.539965240861	444.561319351476	96.26	UP_pEhEx_DOWN_CmasM
EHI_190990A	129.748650895358	364.445787413531	-0.81725519296877	0.962593577062963	-1.4899846868146	305.399982505127	231.329013432519	544.058592263062	161.431599859462	155.794487159306	73.0422048093737	308.822740590761	232.654188863181	524.558435192346	162.710212603944	156.747454284825	75.1025607363813	96.26	DOWN_pEhEx_UP_CmasM
EHI_186840A	1178.19998739683	531.449723313757	0.821188324307457	0.962418599693188	1.14857932249423	787.216742736253	505.488418617111	301.229437646383	627.608571652526	1013.4488416345	1861.22084442468	796.039442885891	508.384124706444	290.432767155445	632.579521076053	1019.64792766817	1913.7216883996	96.24	UP_pEhEx_DOWN_CmasM
EHI_128100A	3758.42636119915	2590.03288798669	0.819168973888445	0.962046962752596	0.537158320176424	1897.33002443224	3289.84210437673	2545.9668461809	2933.81991676163	4664.76785825973	3653.7728749582	1918.59427477362	3308.6880669423	2454.71426033192	2957.05712396796	4693.30141229079	3756.83757047919	96.2	UP_pEhEx_DOWN_CmasM
EHI_147570A	3413.23710539708	1648.73939727276	1.46754104361436	0.961660927250081	1.04977725498099	1233.83085668266	1866.07506446858	1815.14425020059	2850.15388176893	4389.40971673952	2990.76335483589	1247.65896664644	1876.76493337224	1750.08581993541	2872.72841538029	4416.25895406979	3075.12604652208	96.17	UP_pEhEx_DOWN_CmasM
EHI_004170A	1268.8766697526	756.160660541591	0.815643547347975	0.961322537102803	0.746787151426533	626.960910366636	886.933201993135	743.528546205972	988.952387302215	1560.80374914897	1248.60157240061	633.987549686427	892.014026358744	716.878983743835	996.785346445224	1570.35090764891	1283.82180783682	96.13	UP_pEhEx_DOWN_CmasM
EHI_099720A	267.629965535035	85.7960915978198	0.815573716796274	0.961307535786835	1.64125582522454	78.5122905164169	125.944593074551	52.8726268006776	133.757318801819	278.093065580876	385.05435662505	79.3922138712987	126.666070583536	50.9775652355879	134.816738473287	279.794111324956	395.915871936136	96.13	UP_pEhEx_DOWN_CmasM
EHI_152080A	8438.71494063957	6034.31019113322	0.81526554794381	0.961240983868229	0.483834460519925	3731.28046102365	7752.49458509098	6512.93541434011	7272.78720386483	10698.862872658	7323.51483382008	3773.09863751135	7796.90499085059	6279.49867539849	7330.39103369032	10764.3059110093	7530.09467671733	96.12	UP_pEhEx_DOWN_CmasM
EHI_139010A	2783.19417071585	3880.16599596023	-0.813095920127766	0.961229316321085	-0.479376810731755	4924.14766426736	2995.50106452083	3663.90356299814	2695.60574122284	2761.51812115256	2868.97324105475	4979.33485221177	3012.66088530736	3532.58187083769	2716.95618226304	2778.40983557692	2949.90050820201	96.12	DOWN_pEhEx_UP_CmasM
EHI_098570A	35169.5781547865	24574.8638859777	0.814073983272469	0.960975172725769	0.517144604648086	23139.344542882	21694.4057908212	28358.7760827563	23925.6433050519	51757.6286995578	29773.1666882867	23398.6778210988	21818.6828674846	27342.3403609221	24115.1454376974	52074.2208944735	30613.0005981761	96.1	UP_pEhEx_DOWN_CmasM
EHI_058330A	943.235674048056	504.385445361118	0.81383862950045	0.960921221374495	0.90309163781992	433.700027875893	659.716597438252	415.433267946217	673.735216104613	1046.1904057095	1097.6694295205	438.560703587055	663.495804435045	400.543301879042	679.071509831908	1052.58976605821	1128.63220947642	96.09	UP_pEhEx_DOWN_CmasM
EHI_044930A	346.649613197733	1486.93647038037	-1.0115246696396	0.96071977648355	-2.10079295347335	525.491670759322	675.110734311191	3174.50891933923	371.016203415714	592.635695939391	83.1031209046481	531.381097635746	678.97812709868	3060.72811809867	373.954822908486	596.260742922357	85.4472725927793	96.07	DOWN_pEhEx_UP_CmasM
EHI_040420A	1095.17093392982	1803.51369799595	-0.811187039601228	0.960613766395405	-0.719654317900998	1610.19048602386	1418.21006528274	2333.60911257582	1216.71012520929	1293.91373542244	777.95535919834	1628.23663147627	1426.3343256431	2249.96785613027	1226.34703070849	1301.82837525084	799.89972601277	96.06	DOWN_pEhEx_UP_CmasM
EHI_015320A	10707.434112625	17347.3232770753	-1.0109269106414	0.960213927931981	-0.69610026981524	25646.1016918414	11740.501446088	14462.3075389427	9373.36265227105	10454.0640686306	12165.6160198298	25933.5293505162	11807.7572728827	13943.9492727102	9447.604008711	10518.0097163049	12508.7806208652	96.02	DOWN_pEhEx_UP_CmasM
EHI_124880A	175.210860959433	71.1528347991501	0.810361251082317	0.960095185845726	1.30009906599371	72.6533472657087	69.2363302782351	70.4603138533929	138.398095956685	208.714590872337	177.204291119428	73.4676067485099	69.6329527443605	67.9348741177978	139.494272724159	209.991260845352	182.202824672077	96.01	UP_pEhEx_DOWN_CmasM
EHI_146370A	14649.56372295	16087.7809006924	-0.809165792072894	0.959976364948224	-0.135107638297579	16085.8298049966	15312.2676544605	16590.2418073312	14602.2910597059	15231.7781142125	14028.6939650354	16266.1110989822	15399.9844547975	15995.6140858234	14717.9479414057	15324.948187626	14424.411794672	96	DOWN_pEhEx_UP_CmasM
EHI_184520A	138.111439218722	467.403235767668	-0.88598951431354	0.959771090347591	-1.75883490452154	306.742787052543	314.869480989487	762.299317731306	116.224449093567	233.523673223366	66.161215598495	310.180594566421	316.673220580476	734.976972965409	117.145000348468	234.952095933759	68.0274743327725	95.98	DOWN_pEhEx_UP_CmasM
EHI_098800A	665.846725881115	360.801903577226	0.808307367297203	0.959582297504054	0.883983165125965	309.923442609008	378.577420026711	387.326072036209	608.201885439966	777.35055455332	609.170252005087	313.396897192784	380.746112523078	373.443524550152	613.019124955761	782.105469422266	626.35357146472	95.96	UP_pEhEx_DOWN_CmasM
EHI_109900A	588.078894650679	306.772294082088	0.721606261157163	0.959450409252113	0.938841522307016	255.118391560739	415.724822214505	247.101443170509	463.89730107753	593.176579652721	699.030392371628	257.977620727505	418.10631475684	238.244829153658	467.571581712824	596.804935125011	718.748463804988	95.95	UP_pEhEx_DOWN_CmasM
EHI_010350A	269.487378256722	92.5748543847524	0.720919816932208	0.959442890440326	1.54152542409163	133.027065349918	96.0519058681696	48.7330982063761	226.982184311947	127.84566963886	445.428073501229	134.517960862746	96.602142191042	46.9864056936927	228.779987925887	128.627678826266	457.992595255316	95.94	UP_pEhEx_DOWN_CmasM
EHI_088230A	1675.82989802054	1159.58953828923	0.719449616610349	0.959404816547724	0.531261495698963	1125.52065744404	1312.11652524358	1027.94578578364	1344.27233457049	1798.46799188625	1866.03669749981	1138.13488518306	1319.63302546817	991.102135912066	1354.91959161639	1809.46890022272	1918.67338583283	95.94	UP_pEhEx_DOWN_CmasM
EHI_092680A	1320.16128169431	720.458189349033	0.724929515007287	0.959398298820653	0.873727578352592	960.851489210537	763.479316443568	435.795263189174	1072.54926057071	870.878978836134	1983.97026240758	971.620193834592	767.852931395526	420.175482151411	1081.04434551593	876.205990415742	2039.93359073025	95.94	UP_pEhEx_DOWN_CmasM
EHI_153800A	62.8226408053295	25.2594157075394	0.717407630454799	0.959306593566608	1.31446332166166	19.5641086092261	31.0703994651201	24.7813885751554	57.0179574287189	66.8942965272172	64.0556888155189	19.7833725737528	31.2483872124463	23.8931736355918	57.4695659557737	67.3034770228659	65.8625553860728	95.93	UP_pEhEx_DOWN_CmasM
EHI_176150A	212.98877932725	63.2489150529752	0.807109157663356	0.959276866237797	1.75166479069905	85.5027226575786	68.5919165302066	35.6400417027321	133.522504189158	155.193214950857	344.108468858666	86.4609910010127	68.9848474521828	34.3626307380063	134.580064020566	156.142504201385	353.814992986692	95.93	UP_pEhEx_DOWN_CmasM
EHI_152160A	39.8385775016592	231.143268320074	-0.88732036524512	0.959244404327672	-2.53654930721891	96.4067209796163	132.301542910939	452.921559463815	29.430792171575	79.0063134555417	11.7981596966237	97.4871954480028	133.059436404292	436.687937431453	29.6638976229458	79.4895810011682	12.1309591831967	95.92	DOWN_pEhEx_UP_CmasM
EHI_063550A	177.814287163152	62.7125300413689	0.7277168888372	0.959244205128457	1.50354561842763	64.7994131415682	83.071221124387	40.1396976511961	97.2092417137635	175.536315030805	256.679475219724	65.5256499718894	83.547097191966	38.7010099434742	97.9791837538893	176.610039400706	263.919824542288	95.92	UP_pEhEx_DOWN_CmasM
EHI_182980A	1742.98997530094	2604.63387548012	-0.806685527951017	0.959220671033362	-0.579516320107212	2373.6139576899	2391.75027084936	2992.92100441345	2415.75947420513	1377.24340722806	1433.25587236334	2400.21614115833	2405.45148648237	2885.64868022582	2434.89340370846	1385.66775981497	1473.68478930593	95.92	DOWN_pEhEx_UP_CmasM
EHI_146180A	2387.88292314749	1697.85963372358	0.715445046708151	0.959153997005767	0.4920149109959	1165.94593588996	2283.49179208415	1622.01247407302	2320.88488842977	2436.70726318951	2388.49836028799	1179.01322831986	2296.57284566273	1563.87627612508	2339.26736744505	2451.61216745585	2455.8725142598	95.92	UP_pEhEx_DOWN_CmasM
EHI_023360A	1301.38761165016	809.700859500942	0.729098192231581	0.959132301225307	0.684589811339827	912.660188780992	832.927540771142	675.497887335114	885.441683863951	1515.26584088011	1487.7549434944	922.888791333496	837.698992030861	651.286680874465	892.454790482909	1524.53445210706	1529.72115636768	95.91	UP_pEhEx_DOWN_CmasM
EHI_029560A	109.960239326487	42.4667786755377	0.714582564983645	0.959074013156114	1.37257536988737	49.7200428846203	42.5262227927294	34.7532049277086	69.2087692091968	128.511711733686	130.664309336968	50.2772782760747	42.7698355794163	33.5075799813547	69.756934589567	129.297794981941	134.35005492602	95.91	UP_pEhEx_DOWN_CmasM
EHI_096200A	44.5462197071756	10.0146105813186	0.713430470969663	0.958951153075486	2.15319668361631	2.57730230736511	20.2095314402806	7.23240289024481	28.2092393101905	64.9624578998868	40.3107989370235	2.60618731986346	20.3253023681572	6.97317898612112	28.4326694993575	65.35982168278	41.4478756959886	95.9	UP_pEhEx_DOWN_CmasM
EHI_110340A	23850.3137265992	32639.067244601	-0.805464000194035	0.958861503853557	-0.452591585190157	23122.7269069976	31482.4721901677	42446.7996543095	26427.5415169186	28419.3288948175	16776.8346241462	23381.8739437251	31662.8205088844	40925.4207583982	26636.8598376084	28593.164867193	17250.0713062055	95.89	DOWN_pEhEx_UP_CmasM
EHI_187160A	149.885044027627	50.0023876992481	0.732997644666003	0.958696031125665	1.58378754130302	76.6079659205518	40.0589321597942	33.1072404338516	93.837297855443	146.872868674077	205.915006980365	77.4665466337127	40.2884109955401	31.9206101741352	94.5805325446246	147.771263848574	211.723405100315	95.87	UP_pEhEx_DOWN_CmasM
EHI_029600A	51.482247016535	276.895934348935	-0.888777490078815	0.958658045738054	-2.42719694229085	125.547182096667	109.367138953074	580.143701146184	74.5791592387206	67.2586198683234	13.5508978987384	126.954247117186	109.993652001792	559.350181005495	75.1698605856585	67.6700288649509	13.9331381785165	95.87	DOWN_pEhEx_UP_CmasM
EHI_008630A	94.8385247451452	405.945931805327	-0.804721319114067	0.958648247296436	-2.0977424603906	108.413635018658	236.895117155846	849.907993416785	83.5213111079261	180.915726583833	21.9909655733104	109.62867649577	238.252178184382	819.445577046619	84.1828384229706	182.022355855942	22.6112811344005	95.86	DOWN_pEhEx_UP_CmasM
EHI_118700A	37.3162306387686	14.3060804617161	0.733425882692756	0.958636640264824	1.38317480422402	17.4550587552574	11.4086277051151	13.8344460204399	32.57609679028	39.5319854913637	39.4938061196933	17.6506856279235	11.473982382888	13.3385915771478	32.8341145052612	39.7737956045885	40.6078373531584	95.86	UP_pEhEx_DOWN_CmasM
EHI_142730A	25019.5082273068	19037.1668107729	0.733845555511046	0.958577956367514	0.39423464595984	19986.9778999743	17336.812794211	19465.3599039018	17016.7611900544	34314.262156229	23603.895365148	20210.9811551592	17436.1272641946	18767.6821519795	17151.5417890595	34524.1563852713	24269.7080393816	95.86	UP_pEhEx_DOWN_CmasM
EHI_129750A	3652.16011625325	1899.53949801497	1.48528312032721	0.958547166463191	0.943100305704223	1630.62481927785	2324.58127736515	1721.12589097199	2839.23475172649	4125.97786152612	3954.60274354509	1648.89998170267	2337.897713335	1659.43726829475	2861.72280079057	4151.21573312446	4066.15317145027	95.85	UP_pEhEx_DOWN_CmasM
EHI_117960A	525.634752074819	279.646768015241	0.734103881594026	0.95854175186546	0.910455005222864	276.58015764343	318.038238731898	241.376909698413	410.484626337323	561.003636310003	599.070209199289	279.679918694936	319.860130649929	232.725474505038	413.735853947688	564.43519561899	615.968629221504	95.85	UP_pEhEx_DOWN_CmasM
EHI_006940A	301.605461814798	139.096637897045	0.734356236599505	0.958506049123464	1.11657500586685	129.888225615521	168.163262786118	117.885373627637	228.508388937933	320.225676462749	352.150636265384	131.343942707603	169.126591254422	113.660124114498	230.318280796598	322.184439882306	362.084011805217	95.85	UP_pEhEx_DOWN_CmasM
EHI_092720A	36.787103032655	10.9141913286631	0.708550415830836	0.958240717172113	1.75299482934621	15.2532768007582	7.2137160724636	10.1177162854142	19.1817955703555	56.0478685799004	34.9489526944422	15.4242272902571	7.25504006879747	9.75507693081486	19.3337242404526	56.3907034079227	35.9347838589672	95.82	UP_pEhEx_DOWN_CmasM
EHI_167090A	483.654212177994	230.406334946872	0.708385561078082	0.958212787216918	1.06979557972631	212.79903552019	314.066554625481	163.359198729285	355.621752734392	427.676339545779	658.045955226085	215.183972197224	315.865694627883	157.504075624039	358.438441075812	430.292359530702	676.607948085307	95.82	UP_pEhEx_DOWN_CmasM
EHI_140010A	48.0845496125025	14.9498011401317	0.708041153885506	0.958151796987873	1.68544711183222	19.5515046572126	16.0033076671343	9.26157303424974	32.7878970712744	37.9635661529693	72.3039425421465	19.7706273634514	16.0949831116242	8.92961958023196	33.0475923421914	38.1957825244912	74.3434737549777	95.82	UP_pEhEx_DOWN_CmasM
