pEhEx_mean	EhMyb10_mean	theta	prob	log2FC	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	EhMyb10_1	EhMyb10_2	EhMyb10_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_159820A	145.53315441612	20.1706804872231	0.898748484220985	0.974118669432139	2.85101619467311	34.7583433143674	20.828862855947	4.12106189199086	44.1091550218813	50.8068610600568	343.599350690381	35.1004828272615	21.2761357692081	4.19184648746251	44.3561121443968	51.833538560425	335.627128934242	97.41	UP_pEhEx_DOWN_EhMyb10
EHI_030800A	72235.4460584223	267149.262522534	-1.28890561449037	0.974017373873794	-1.88686718561432	101857.09388615	159917.298995616	501898.798701655	74760.3707576816	118647.757880463	27799.2069535673	102859.711766175	163351.316334791	510519.563049515	75178.9370628251	121045.327439839	27154.2073572836	97.4	DOWN_pEhEx_UP_EhMyb10
EHI_092720A	28.4430568782365	7.28884480774689	0.895840972659528	0.9734255581387	1.96431443658357	6.95141767821335	7.92779512299567	6.33658897376534	14.5049829586982	42.0924790509457	30.2069464554337	7.01984311025528	8.09803427838898	6.44542812710341	14.5861930578679	42.9430610446895	29.5060822796583	97.34	UP_pEhEx_DOWN_EhMyb10
EHI_108500A	43586.818671229	90655.7926160522	-1.07523595075639	0.971677574661544	-1.05650729888325	58858.2898121389	56036.2362498051	145916.290599802	50406.1510508623	59305.2864026863	23418.6959967805	59437.6542088816	57239.5420091727	148422.592585439	50688.3636213464	60503.6954744563	22875.3333933564	97.17	DOWN_pEhEx_UP_EhMyb10
EHI_086080A	319.889168687932	101.898169623951	0.888091068060866	0.97150715196076	1.65044400733661	163.093819311178	45.7723497007246	90.2171937337971	200.956054633371	486.475135802509	289.62429576089	164.699213428799	46.7552517601908	91.7667913206338	202.081161858384	496.305561575647	282.90440788237	97.15	UP_pEhEx_DOWN_EhMyb10
EHI_056490A	7359.21405938594	23510.9934373043	-1.5007967289464	0.97145465516065	-1.67571189575957	12725.6464576019	17032.7822609591	37785.2400946168	7431.66910089023	11050.2017224518	4018.86791756617	12850.9098063435	17398.5392490141	38434.2507149364	7473.27732520858	11273.4982073411	3925.62179767945	97.15	DOWN_pEhEx_UP_EhMyb10
EHI_199150A	4.03762528488207	60.0887160608548	-1.05341215384783	0.971275854703156	-3.89551516406983	3.44940850059449	157.048442364006	13.4883655666426	3.44940850059449	3.44940850059449	5.35527323336702	3.4833623324412	160.420854714363	13.7200457804399	3.46872095392226	3.51911227727444	5.23101972213268	97.13	DOWN_pEhEx_UP_EhMyb10
EHI_194240A	108.428621511722	440.474206044196	-0.95200111997455	0.971172162485188	-2.02231190813385	158.343099040631	278.428587008707	822.159405192834	140.757467925562	142.139421877669	48.2604232457178	159.901730022721	284.407481109064	836.281061803448	141.545536960986	145.01169824571	47.1406807450787	97.12	DOWN_pEhEx_UP_EhMyb10
EHI_126110A	3314.80533607989	1347.09304621411	1.06398837456738	0.970027977307932	1.29907464583588	2298.15150853617	1098.78338548773	580.662674810878	2171.13544338557	2225.77072921684	5637.28323779099	2320.77308260188	1122.37833876333	590.636311125793	2183.29113672008	2270.74789728011	5506.48650612215	97	UP_pEhEx_DOWN_EhMyb10
EHI_105860A	89.0480616581496	313.779916414649	-0.959643579769595	0.969628690472002	-1.81709690198816	143.048480960701	359.528366923435	400.920218139947	142.905949443744	60.2272270027046	67.2698078182259	144.456561235227	367.248773994431	407.806544092147	143.706047338331	61.4442661502353	65.7090079379518	96.96	DOWN_pEhEx_UP_EhMyb10
EHI_105350A	128.585046243248	416.063569576566	-0.92612727250642	0.969586863121168	-1.69408109722769	178.419515727522	459.195786512122	559.142802070026	218.637684219829	84.3412133893186	87.5177363784334	180.175766468523	469.056422621301	568.746806594279	219.861786865677	86.0455348989315	85.4871423141479	96.96	DOWN_pEhEx_UP_EhMyb10
EHI_198580A	755.689953204429	337.200086388916	0.880252693631829	0.969580554699179	1.16418953659461	517.047405409367	254.794364263888	219.371134783087	432.491486227701	874.353608437662	991.972912300932	522.136898479561	260.26574397266	223.139119210585	434.9129076514	892.022072074641	968.957071272544	96.96	UP_pEhEx_DOWN_EhMyb10
EHI_053420A	29.1370039545691	9.19778195554639	0.879328393520042	0.969360996087429	1.66349463585789	9.62945660374997	10.0500980892514	7.15082182159656	21.6267622613131	31.4295285245483	35.5535787701701	9.72424298531149	10.2659109582509	7.27364648261785	21.7478455823319	32.0646393956015	34.7286615704994	96.94	UP_pEhEx_DOWN_EhMyb10
EHI_122780A	1951.30277788161	4002.40524939747	-1.44657633187773	0.969318883612659	-1.03642959558702	3416.43953264274	3058.07247178775	5111.29597977169	2193.42635647505	2247.22971943395	1505.49516658052	3450.06883847468	3123.74062625589	5199.0891330284	2205.70685155994	2292.64051913626	1470.564537938	96.93	DOWN_pEhEx_UP_EhMyb10
