"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","EhMyb10_1","EhMyb10_2","EhMyb10_3","pEhEx_1","pEhEx_2","pEhEx_3","EhMyb10_1.1","EhMyb10_2.1","EhMyb10_3.1","pEhEx_1.1","pEhEx_2.1","pEhEx_3.1","Certeza","DE"
3332.298112697,-1.90249890042623,0.40316048381971,-4.71896174545969,2.3705138774597e-06,0.0104373726024551,1658,1348,485,7493,6979,8726,1486.4193846799,1213.07795109627,1520.89076299382,4429.4008700767,6553.39065595221,4790.60905138308,98.96,"UP_pEhEx_DOWN_EhMyb10"
