edgeR	NOISeq	DESeq2
EHI_000130A	0.0217521019028174	0.0499044401821196	0.0554887436452963
EHI_000690A	0.015615642168442	0.0293755809942455	0.635126550881058
EHI_001060A	0.0245695844905173	0.0209243453854682	0.431216925772041
EHI_001940A	0.102479641107571	0.0279760726992947	0.113149515888086
EHI_004430A	1.44144848756358e-14	1.0991207943789e-14	0.000115554894581792
EHI_004860A	0.212077631964669	0.0465239756890892	0.318453429010683
EHI_005020A	0.301698005227884	0.0449533017409245	0.354579283842488
EHI_005030A	0.011613036688286	0.0652005890369428	0.202636311321194
EHI_005070A	0.0223183052113031	0.0511859762598023	0.13610647333851
EHI_006770A	7.42463442974809e-05	1.66533453693773e-15	0.0042368030078213
EHI_006960A	0.0385646082398859	0.0815022296774852	0.399913645845695
EHI_010020A	0.051989836194305	0.0616965782185238	0.0492899858523946
EHI_010030A	0.00498031818053234	0.0220145651809812	0.00562492275691061
EHI_012420A	0.00403364071197749	0.0453261132386394	0.0554887436452963
EHI_014110A	0.867765887358484	0.049985145343199	0.999463876637262
EHI_015310A	0.404873247431509	0.0241009703319689	0.399984970078678
EHI_015320A	0.334110910201627	0.0149499745970217	0.210990894635763
EHI_017660A	0.403244631333544	0.0443332104042129	0.866222162709224
EHI_017750A	0.00253440239269298	0.0370423928694481	0.0024919260929278
EHI_018630A	0.000356086275895614	7.7715611723761e-16	0.00918074129146106
EHI_020080A	0.0118141252689332	0.0553594592929901	0.0108293721875243
EHI_022010A	0.269852586793479	0.0380996745101431	0.210990894635763
EHI_023400A	0.257475266966146	0.0263785575056098	0.155583030069426
EHI_025830A	0.54219141581782	0.0364530226353442	0.650960133175495
EHI_027610A	0.587548952349312	0.0496836955244447	0.702830307258334
EHI_028990A	0.0222397613670964	0.0626553459661753	0.0222064768881954
EHI_030070A	0.697222615515873	0.028191261532177	0.784701907858999
EHI_032670A	0.0262241032792995	0.0484110622785148	0.104637074028299
EHI_032780A	0.0409661896831181	0.0523628569581351	0.147895603391155
EHI_033240A	0.00159360419101844	0	0.0598346126327275
EHI_035060A	3.07117030427833e-20	1.77635683940025e-15	2.27344228590946e-06
EHI_035510A	0.0239816255437113	0.044577949299702	0.181624552711561
EHI_035600A	0.37865310486064	0.0341883305792743	0.399457893837846
EHI_035670A	4.50688319591237e-05	0.0222787484387118	0.000576198006127507
EHI_036560A	0.0215822568934794	0.0499733181147781	0.104637074028299
EHI_038300A	0.0073452197665559	0.0455498907064914	0.0467267431411715
EHI_040310A	0.0156266643540445	0.00576971222291844	0.00683704084375704
EHI_044610A	0.0353664933127745	0.0480963469481775	0.202636311321194
EHI_044770A	0.546659917539431	0.0314107069381484	0.637083119588879
EHI_044820A	0.026585829205361	0.0473755896092452	0.09974536601577
EHI_045280A	0.0148471966525684	0.0452681139728739	0.196293280571071
EHI_046600A	0.0477713254902169	0.0628161624679511	0.145694970111337
EHI_047920A	0.0248726910349014	0.0886411479446544	0.450281699683706
EHI_048140A	0.00170504422119294	0.0269800993541367	0.000499398981816305
EHI_049000A	0.629713841623201	0.00183687761497697	0.960062336890381
EHI_049690A	0.0980713609395113	3.77475828372553e-15	0.0505726717683507
