edgeR	limma	NOISeq	DESeq2
EHI_000130A	0.000598309931298164	0.0596337208191387	0.0143588995133976	0.000449774096889661
EHI_000140A	0.000719138993872341	0.0392504407391788	0.0249385620124907	0.00342323437648408
EHI_000690A	4.45548086070838e-17	0.0287002366818155	6.77236045021345e-15	2.1272980261193e-08
EHI_001130A	0.13134235328703	0.180691704659343	0.0387637960318937	0.137973687925945
EHI_001940A	0.000268596347735411	0.0391618650406857	0.00124773144422874	0.000193936830732724
EHI_004230A	0.0350619566273844	0.100972400470582	0.0325273375220808	0.0544818358591714
EHI_004530A	0.0152699266231095	0.069039257615036	0.0741800104285772	0.0600329229899721
EHI_004860A	0.033295417777564	0.0862276956041147	0.0312249079214155	0.0488640287417489
EHI_004880A	0.0302416692580076	0.103351106115255	0.0425832835252182	0.0526875108654809
EHI_005010A	0.00545736605722732	0.0679332751903082	0.042049407878707	0.0273848538263542
EHI_005020A	0.00132598624729025	0.0485037879614367	0.00129306134212381	0.00131182944464834
EHI_005070A	0.00150530469708397	0.0462754382532496	0.0319824310815162	0.0174299554152844
EHI_005100A	0.0495942967738359	0.10611002188924	0.0724193325649876	0.221938441837011
EHI_006170A	0.00532311155311586	0.0772350734269097	0.0314400813070677	0.0107922651447293
EHI_006810A	0.0120877492046172	0.0708319228807758	0.0175543663702368	0.0214632053947991
EHI_006840A	0.0351495899367214	0.113398517831925	0.0415584341651021	0.0478914150647747
EHI_006940A	0.0141743455195792	0.0733099936133685	0.0347410777899479	0.0602123112128728
EHI_007510A	0.00346178793605796	0.0485037879614367	6.88338275267597e-15	0.00112982022989945
EHI_007620A	0.00401093211854831	0.054942310795526	4.66293670342566e-15	0.0012010019039727
EHI_007930A	0.00532311155311586	0.0627271922499286	0.0401025665162555	0.0304045449476802
EHI_007940A	0.000393226945711936	0.0370912263742878	0.000484863714769412	0.000785578959321838
EHI_008470A	0.0408852896340233	0.112737917480171	0.0314959832706289	0.0688467999639725
EHI_009490A	0.0622434891561055	0.105886647831297	0.0373887011284703	0.647217563764719
EHI_009500A	0.217046448277939	0.190374352183181	0.0455785809618582	0.138785197420415
EHI_009810A	0.0410504236577045	0.10263680572608	0.0248926807240828	0.040144516805825
EHI_009940A	0.0379327435620589	0.192602139118366	0.0377963679129167	0.0646322168865309
EHI_010020A	8.88347443698023e-05	0.049500478384297	0.00073902914836077	7.32754709870055e-06
EHI_010030A	0.0013896460579028	0.0485037879614367	0.0167678902727164	0.000309228521100393
EHI_011400A	0.0294542904251944	0.213894049384872	0.0767072435013397	0.104573240918861
EHI_012570A	0.0102216645816733	0.0708319228807758	0.0398525247164825	0.0458109351641678
EHI_013220A	0.000695577373939581	0.0428788537434815	0.00615154513889393	0.000641000322243754
EHI_013340A	0.00129536480864032	0.0428788537434815	0.0286618948633575	0.0303067029865174
EHI_014010A	0.0468553650363818	0.100006913014399	0.102700092665034	0.185551061229994
EHI_014110A	0.0145608258416899	0.0725479333065177	0	0.0168054411822813
EHI_014250A	0.0085122400584423	0.0673851458388811	0.0192833405591605	0.0111590758430171
EHI_015310A	3.10150078948364e-05	0.0290090535609886	0	2.8547987270709e-05
EHI_015320A	0.00597335647432671	0.0526507090133885	5.44009282066327e-15	0.00378179198565402
EHI_015440A	0.00072382775135947	0.0428788537434815	0.013839602028341	0.00270911683532862
EHI_016370A	0.0122477829064304	0.0708319228807758	0.00328303670767971	0.00491510624677643
EHI_017030A	4.2805878414858e-05	0.0363882660921992	0.0237086040511403	0.0011011166604742
EHI_017660A	2.71198641944858e-06	0.0350493201898209	0.000662422398588602	1.89054983952284e-06
EHI_017750A	1.66692208066963e-05	0.0290090535609886	2.25696538682651e-05	1.16584752113753e-05
EHI_020080A	0.00114653441625842	0.0428788537434815	0.000314719931487795	0.00137941468158776
EHI_022010A	1.72717073911241e-07	0.0184381754628985	0	9.08093698146643e-09
EHI_023000A	3.72522141067058e-06	0.0287002366818155	0.021310782495055	0.000314536032080849
EHI_023400A	0.00021998980511865	0.0370912263742878	9.99200722162641e-16	7.14480656981759e-06
EHI_024240A	0.00573970251087684	0.0708319228807758	0.0151638293900732	0.00437161831375778
EHI_024510A	0.0166946600544988	0.0780108533055616	0.0416582416399772	0.0458109351641678
