edgeR	NOISeq	DESeq2
EHI_013100A	7.0382396611393	-8.27073496193982	6.38061356874229
EHI_018630A	6.51717807017256	-7.73905455193559	5.84875676201958
EHI_022240A	3.66180212075031	-3.91179585559404	3.75553073600444
EHI_055340A	6.4004601613904	-7.63044682460578	5.7405901465412
EHI_088600A	10.6263944779354	-11.8781570637331	10.002297088423
EHI_112990A	-1.09476617643927	1.09462362008569	-1.13536185436533
EHI_126240A	-1.17001103567388	1.17052790240593	-1.22822488212035
EHI_131470A	-1.0818992243464	1.08226514516163	-1.14189109720897
EHI_156560A	7.49996694619277	-8.76534380421393	6.88742042330081
EHI_159450A	3.8323426253082	-4.15056008931973	3.98955815644624
EHI_166800A	2.31365309783107	-2.33155949492533	2.28713156756037
EHI_195110A	10.7761752671116	-12.0273652968595	10.1690893509404
