edgeR	NOISeq	DESeq2
EHI_126210A	0.0182460431709765	0.0434155325018331	0.0452515046840784
EHI_126870A	0.164804447566843	6.88080608002295e-06	0.101916077133864
EHI_134490A	0.295163415009183	0.0399314842014018	0.197751322771624
EHI_134810A	0.00935351764252682	0.0153807185096606	0.00650668839798943
EHI_134840A	0.0105554549689089	0.0358036319957248	0.0316537948086834
EHI_135060A	0.0315134210633999	0.00508852164262941	0.0118730892083787
EHI_136740A	0.0248602929055897	0.0285529661745891	0.00810825705841974
EHI_138470A	0.0922770288044136	0.029339761048237	0.0321831672898565
EHI_141800A	0.00544254017589598	4.3737950705669e-08	0.00283474183994395
EHI_141810A	0.10964063893066	0.0428327037136157	0.103148598354727
EHI_143440A	0.0566596112204007	0.0434169453888767	0.0579535795781127
EHI_144610A	0.0307141928323821	0.0173033316635608	0.0197359441011973
EHI_147570A	0.0188771596056708	0.016264893066145	0.0127237462253468
EHI_148190A	0.0133825189638468	0.00244193862522601	0.00704398638396496
EHI_148470A	0.0650853875780664	0.0364738039683744	0.0350942877113186
EHI_151350A	0.0259397670481846	0.0500116668232283	0.0855001886109826
EHI_151360A	0.087231022298418	0.0484362868580239	0.178352642808741
EHI_152800A	0.0441922080958605	0.03981959213441	0.0085322610069252
EHI_155680A	1.66896533166926e-05	0.0153654321713314	2.53072193903785e-05
EHI_155900A	1.0172659945302e-10	5.55111512312578e-16	1.73499249408733e-05
EHI_156310A	0.185127398657506	0.0319709235617952	0.428138216573066
EHI_156660A	0.00542406224289212	0	0.000935592114168807
EHI_157010A	0.0132937951822906	6.46709281582059e-06	0.00728721789295704
EHI_157360A	0.0650759796056506	0.0471683228554163	0.0933635901783245
EHI_158570A	0.0602629872404586	0.0167256144414251	0.24590883172467
EHI_160740A	0.261566284548132	0.0320148290723693	0.195084131757184
EHI_161940A	0.0147885214269843	0.0264153279307373	0.0206311869664486
EHI_162230A	0.0589203491157868	0.0490990458646616	0.101916077133864
EHI_163670A	0.0237955736643144	0.00717376987047502	0.0141175036189798
EHI_165810.mRNA	0.00544254017589598	0.00190781843518584	0.00283474183994395
