edgeR_EhMyb10_1	edgeR_EhMyb10_2	edgeR_pEhEx_1	edgeR_pEhEx_2	NOISeq_EhMyb10_1	NOISeq_EhMyb10_2	NOISeq_pEhEx_1	NOISeq_pEhEx_2	DESeq2_EhMyb10_1	DESeq2_EhMyb10_2	DESeq2_pEhEx_1	DESeq2_pEhEx_2
EHI_157360A	3.28970492637671	3.1244790404875	9.21355867351102	15.3291052318089	27.1849102751046	25.2045839894635	73.5605530097973	126.674081612341	26.5328630957889	25.1328309474122	70.0187519772102	125.89649904494
EHI_158270A	787.555359374584	757.686167318218	381.140478187895	397.697160032725	6508.06751986005	6112.11161744491	3043.00491736447	3286.4229023912	6351.96742513185	6094.71150474745	2896.49000526133	3266.24935839957
EHI_158570A	314.758967355723	29.6825508846312	406.618788397298	1739.49528714602	2601.05221512201	239.443547899904	3246.4223649732	14374.5485881967	2538.66434100508	238.761894000416	3090.11328879014	14286.3111346137
EHI_159450A	1.44747016760575	2.60373253373958	0.282047714495235	0	11.961360521046	21.0038199912196	2.25185366356522	0	11.6744597621471	20.9440257895101	2.14343118297582	0
EHI_159910A	0.263176394110137	0	1.69228628697141	1.71915198861409	2.17479282200837	0	13.5111219813913	14.2064390593279	2.12262904766311	0	12.8605870978549	14.1192335377503
EHI_161170A	105.533734038165	164.035149625594	63.7427834759232	55.1561263013686	872.091921625357	1323.24065944684	508.918927965741	455.789919820105	851.174248112906	1319.47362473914	484.415447352536	452.992076002823
EHI_163670A	201.329941494255	155.442832264253	342.499941302047	634.367083798597	1663.7165088364	1253.92805347581	2734.50096545604	5242.17601289201	1623.81122146228	1250.35833963376	2602.83993319364	5209.99717542987
EHI_165810.mRNA	134.48313739028	226.524730435344	58.9479723295042	39.3972330724061	1111.31913204628	1827.33233923611	470.637415685132	325.564228442932	1084.66344335585	1822.13024368738	447.977117241947	323.565768573445
EHI_167270A	629.123170120282	219.755025847621	1064.73012221951	1646.94760509229	5198.84224101101	1772.72240725893	8500.74757995872	13609.7686188362	5074.14473843866	1767.67577663466	8091.45271573373	13526.2257291648
EHI_167310A	497.008620276993	119.771696552021	498.472327417913	1085.35795547836	4107.09624436281	966.175719596102	3979.77604140761	8968.99852612237	4008.58495651178	963.425186317466	3788.15737737927	8913.9427734997
EHI_169350A	15.6589954495531	32.5466566717448	117.331849230018	549.2690603622	129.400172909498	262.547749890245	936.771124043133	4538.95727945528	126.296428335955	261.800322368877	891.667372117942	4511.09511531123
EHI_170060A	45.2663397869435	12.758289415324	78.8793441538342	96.4157740281066	374.06436538544	102.918717956976	629.768407910408	796.744457243975	365.092196198055	102.6257263686	599.446254172238	791.85368090883
EHI_170160A	0.131588197055068	0.130186626686979	1.41023857247618	1.14610132574272	1.08739641100419	1.05019099956098	11.2592683178261	9.47095937288529	1.06131452383155	1.04720128947551	10.7171559148791	9.41282235850021
EHI_172280A	2.23699934993616	1.56223952024375	12.6921471522856	32.5206251179498	18.4857389870711	12.6022919947318	101.333414860435	268.73847220562	18.0423469051364	12.5664154737061	96.454403233912	267.088834422444
EHI_174910A	58.6883358865605	40.0974810195896	88.3749505418404	169.19320821277	484.978799307867	323.458827864782	705.58081458377	1398.15037742219	473.346277628873	322.537997158456	671.608437332425	1389.56790067359
EHI_175700A	1.57905836466082	1.30186626686979	0.470079524158726	0.429787997153521	13.0487569320502	10.5019099956098	3.75308943927537	3.55160976483198	12.7357742859786	10.4720128947551	3.5723853049597	3.52980838443758
EHI_176820A	56.1881601425142	64.0518203299937	105.767892935713	237.099711763026	464.318267498787	516.693971784002	844.445123836959	1959.30472026564	453.181301676074	515.223034421949	803.786693615933	1947.27762541473
EHI_177520A	110.402497329202	43.742706566825	198.091511480487	350.707005677273	912.325588832511	352.864175852489	1581.55188971064	2898.1135681029	890.442885494674	351.85963326377	1505.40316751002	2880.32364170107
EHI_178340A	39.6080473135756	47.6483053674343	176.373837464354	696.829606051576	327.30631971226	384.369905839319	1408.15915761612	5758.34329871426	319.455671673298	383.275671948036	1340.35896642088	5722.99599396813
EHI_178640A	2.5001757440463	1.82261277361771	0	0	20.6605318090795	14.7026739938537	0	0	20.1649759527995	14.6608180526571	0	0
EHI_179390A	6.84258624686355	4.29615868067031	28.2047714495235	47.1334170211695	56.5446133722176	34.6563029855124	225.185366356522	389.493204209908	55.1883552392408	34.5576425526917	214.343118297582	387.102319493321
EHI_179850A	0	0	1.0341749531492	2.86525331435681	0	0	8.25679676640582	23.6773984322132	0	0	7.85924767091135	23.5320558962505
EHI_180000A	1.71064656171589	1.04149301349583	5.07685886091424	7.59292128304554	14.1361533430544	8.40152799648784	40.533365944174	62.7451058453651	13.7970888098102	8.37761031580406	38.5817612935648	62.3599481250639
EHI_181610A	34.4761076284279	62.6197674364369	13.0682107716126	11.7475385888629	284.897859683097	505.141870788832	104.335886411855	97.0773335720742	278.064405243867	503.703820237719	99.3123114778798	96.4814291746272
EHI_182550A	10.6586439614605	4.9470918141052	20.6834990629839	37.3915557523564	88.079109291339	39.9072579833173	165.135935328116	308.990049540383	85.9664764303559	39.7936490000693	157.184953418227	307.093329446069
EHI_182850A	1862.10457652627	688.687255174119	2593.14668706919	2818.26316000136	15387.7466121202	5555.51038767759	20703.5425828187	23289.0890979249	15018.6618267403	5539.69482132543	19706.7062962797	23146.130179552
EHI_183200A	0	0	2.44441352562537	5.15745596584226	0	0	19.5160650842319	42.6193171779838	0	0	18.5764035857905	42.357700613251
EHI_186720A	1131.13214188537	186.557436042441	1636.81690312068	2055.24620238814	9347.25954899198	1504.92370237088	13068.2574275569	16983.7978954265	9123.05964685604	1500.6394478184	12439.0456318697	16879.5436943805
EHI_186950A	16.4485246318835	13.0186626686979	35.3499802167362	38.3943944123812	135.924551375523	105.019099956098	282.232325833508	317.277138991657	132.664315478944	104.720128947551	268.64337493297	315.329549009757
EHI_187780A	1.84223475877096	2.08298602699167	9.30757457834277	16.9049945547052	15.2235497540586	16.8030559929757	74.3111708976524	139.696650750058	14.8584033336418	16.7552206316081	70.7332290382022	138.839129787878
EHI_188170A	15.2642308583879	23.9543393104042	47.94811146419	77.6483648190695	126.137983676485	193.23514391922	382.815122806088	641.657497512978	123.11248476446	192.685037263493	364.38330110589	637.718714788389
EHI_188960A	218.173230717303	175.491572774048	704.461174904266	999.830144044808	1802.90324944494	1415.6574674082	5624.37983369808	8262.22818292081	1759.65948051272	1411.62733821298	5353.57661801261	8211.51090499662
EHI_193940A	1.71064656171589	0	10.1537177218285	22.3489758519831	14.1361533430544	0	81.0667318883481	184.683707771263	13.7970888098102	0	77.1635225871296	183.550035990754
EHI_194430A	1.84223475877096	1.30186626686979	8.64946324452055	16.7617318889873	15.2235497540586	10.5019099956098	69.0568456826669	138.512780828447	14.8584033336418	10.4720128947551	65.7318896112586	137.662526993066
EHI_194540A	2833.62023538384	2279.82820654238	4701.82941654041	6028.34971074101	23415.9943145641	18390.9447843119	37539.1511895201	49816.062431455	22854.3469561887	18338.5889812951	35731.712297268	49510.2690029163
EHI_195110A	4.07923410870712	299.819801260113	0	0	33.7092887411297	2418.58987198894	0	0	32.9007502387782	2411.70456966209	0	0
EHI_196370A	0.921117379385478	1.30186626686979	3.9486680029333	9.31207327165963	7.6117748770293	10.5019099956098	31.5259512899131	76.951544904693	7.42920166682088	10.4720128947551	30.0080365616615	76.4791816628142
EHI_198930A	103.428322885284	41.9200937932073	115.82759475271	194.980488041981	854.69357904929	338.161501858636	924.761237837452	1611.24696331211	834.193215731602	337.198815211113	880.235739142071	1601.35640373985
EHI_199650A	0.921117379385478	1.17167964018281	3.10252485944759	3.29504131151033	7.6117748770293	9.45171899604882	24.7703902992175	27.2290081970452	7.42920166682088	9.42481160527956	23.5777430127341	27.0618642806881
EHI_201200A	14.7378780701677	11.5866097751411	30.4611531654854	40.8298597295845	121.788398032469	93.4669989609273	243.200195665044	337.402927659038	118.867226669134	93.2009147633201	231.490567761389	335.33179652157
EHI_202460A	38.42375354008	20.8298602699167	71.8281512914533	158.018720286778	317.519752013222	168.030559929757	573.472066321277	1305.80852353656	309.903840958814	167.552206316081	545.860474597843	1297.79288267822
