edgeR_EhMyb10_1	edgeR_EhMyb10_2	edgeR_pEhEx_1	edgeR_pEhEx_2	NOISeq_EhMyb10_1	NOISeq_EhMyb10_2	NOISeq_pEhEx_1	NOISeq_pEhEx_2	DESeq2_EhMyb10_1	DESeq2_EhMyb10_2	DESeq2_pEhEx_1	DESeq2_pEhEx_2
EHI_035600A	335.681490687479	130.57718656704	529.497576012389	636.516023784365	2773.94824447168	1053.34157255966	4227.47994439978	5259.93406171617	2707.41335029429	1050.34289334393	4023.93480750661	5227.64621735206
EHI_035670A	6.71099804980848	5.98858482760104	26.7005169722156	42.1192237210451	55.4572169612134	48.3087859798051	213.175480150841	348.057756953534	54.1270407154093	48.1712593158733	202.911485321711	345.921221674883
EHI_036560A	7.8952918233041	4.42634530735729	21.1535785871427	17.9078332147301	65.2437846602511	35.7064939850733	168.889024767392	147.983740201333	63.6788714298932	35.6048438421672	160.757338723187	147.075349351566
EHI_038300A	3.55288132048684	1.30186626686979	12.9741948667808	10.744699928838	29.359703097113	10.5019099956098	103.585268524	88.7902441207996	28.655492143452	10.4720128947551	98.5978344168878	88.2452096109395
EHI_040310A	50.003514880926	60.9273412895062	165.185944789376	177.78896815584	413.21063618159	491.489387794539	1318.83562896137	1469.18257271883	403.299519055991	490.090203474537	1255.33619616284	1460.16406836235
EHI_044610A	0.263176394110137	0.520746506747916	1.78630219180316	4.58440530297089	2.17479282200837	4.20076399824392	14.2617398692464	37.8838374915412	2.12262904766311	4.18880515790203	13.5750641588469	37.6512894340009
EHI_044770A	823.873701761783	308.021558741393	1021.67083780657	1455.83520902469	6808.1889292972	2484.75190496128	8156.9645873211	12030.4861434075	6644.89023370936	2477.67825089905	7764.22222179942	11956.6376008849
EHI_044820A	11.0534085526257	7.68101097453177	22.3757853499553	37.5348184180742	91.3412985243516	61.9612689740978	178.647057309508	310.173919461993	89.1504200018505	61.7848760790549	170.045540516082	308.269932240882
EHI_045280A	2.10541115288109	2.73391916042656	7.33324057687612	9.02554794022395	17.398342576067	22.0540109907806	58.5481952526958	74.5838050614717	16.9810323813049	21.9912270789856	55.7292107573714	74.1259760731892
EHI_046600A	5.92146886747808	2.4735459070526	11.8460040087999	19.9135105347798	48.9328384951883	19.9536289916586	94.5778538697394	164.557919103882	47.7591535724199	19.8968245000346	90.0241096849846	163.547788478941
EHI_047920A	0.657940985275342	0	2.44441352562537	2.29220265148545	5.43698205502093	0	19.5160650842319	18.9419187457706	5.30657261915777	0	18.5764035857905	18.8256447170004
EHI_048140A	37.8974007518597	24.735459070526	124.100994377904	315.75091524212	313.170166369205	199.536289916586	990.815611968699	2609.2493072299	305.658582863488	198.968245000346	943.109720509362	2593.23255976681
EHI_049000A	406.870705294271	27.9901247377005	634.325309899784	843.100787749491	3362.22970282494	225.791064905611	5064.41888935819	6967.07448867874	3281.58450768717	225.148277237234	4820.57673051263	6924.30744747172
EHI_049690A	185.539357847646	117.298150644968	428.618510127926	419.473085221837	1533.2289395159	946.222090604443	3422.06695073129	3466.37113047602	1496.45347860249	943.528361817432	3257.30092106226	3445.09298321108
EHI_049990A	0	0	7.42725648170787	9.45533593737747	0	0	59.2988131405509	78.1354148263037	0	0	56.4436878183633	77.6557844576268
EHI_050000A	0.526352788220273	1.82261277361771	5.07685886091424	10.4581745974024	4.34958564401674	14.7026739938537	40.533365944174	86.4225042775783	4.24525809532622	14.6608180526571	38.5817612935648	85.8920040213144
EHI_050740A	34.2129312343178	21.7411666567255	69.0076741465009	63.4653609130033	282.723066861088	175.381896926684	550.953529685625	524.454375273523	275.941776196204	174.88261534241	524.426162768085	521.235038101949
EHI_056460A	19.8698177553153	8.85269061471458	36.3841551698854	43.6951130439413	164.196858061632	71.4129879701467	290.489122599914	361.080326091252	160.258493098565	71.2096876843345	276.502622603881	358.863852417821
EHI_056690A	12.2377023261214	5.72821157422708	29.3329623075045	38.8241824095348	101.127866223389	46.2084039806831	234.192781010783	320.828748756489	98.7022507163345	46.0768567369223	222.916843029486	318.859357394195
EHI_057550A	66.8468041039747	101.155008935783	32.0594235476251	22.3489758519831	552.397376790126	815.998406658882	255.960699758581	184.683707771263	539.14777810643	813.675401922469	243.636677798252	183.550035990754
EHI_057850A	64.4782165569835	39.1861746327807	108.024274651675	114.323607242837	532.824241392051	316.107490867855	862.459953145481	944.728197445308	520.044116677462	315.207588132128	820.93414307974	938.929030260396
EHI_058090A	134.614725587335	125.630094752935	301.69703860507	486.090224780633	1112.40652845728	1013.43431457635	2408.73280212693	4016.87064402497	1085.72475787968	1010.54924434386	2292.75688872314	3992.2132827989
EHI_058320A	2.36858754699123	1.82261277361771	7.14520876721263	14.4695292375019	19.5731353980753	14.7026739938537	57.0469594769857	119.570862082677	19.103661428968	14.6608180526571	54.3002566353875	118.836882276065
EHI_059870A	101.717676323568	149.714620690026	74.2725648170786	48.2795183469122	840.557425706235	1207.71964949513	592.988131405509	398.964163582793	820.396126921791	1204.28148289683	564.436878183633	396.515141851822
EHI_062500A	4.21082230576219	3.77541217392239	14.760497058584	19.6269852033441	34.7966851521339	30.4555389872684	117.847008393247	162.190179260661	33.9620647626097	30.3688373947897	112.172898575735	161.194582889316
EHI_069280A	5.26352788220273	3.25466566717448	14.6664811537522	14.6127919032197	43.4958564401674	26.2547749890245	117.096390505392	120.754732004287	42.4525809532622	26.1800322368877	111.458421514743	120.013485070878
EHI_069950A	1.97382295582602	1.56223952024375	6.20504971889518	9.45533593737747	16.3109461650628	12.6022919947318	49.5407805984349	78.1354148263037	15.9197178574733	12.5664154737061	47.1554860254681	77.6557844576268
EHI_072640A	0.263176394110137	0.260373253373958	1.78630219180316	1.4326266571784	2.17479282200837	2.10038199912196	14.2617398692464	11.8386992161066	2.12262904766311	2.09440257895101	13.5750641588469	11.7660279481253
EHI_073540A	3.68446951754191	14.8412754423156	1.8803180966349	1.00283866002488	30.4470995081172	119.721773949952	15.0123577571015	8.28708945127463	29.7168066672835	119.380947000208	14.2895412198388	8.23621956368769
EHI_076020A	41.5818702694016	17.5751946027422	74.1785489122469	99.7108153396169	343.617265877323	141.775784940732	592.237513517654	823.97346544102	335.375389530771	141.372174079193	563.722401122641	818.915545189519
EHI_079890A	3.28970492637671	3.51503892054844	8.64946324452055	12.7503772488878	27.1849102751046	28.3551569881465	69.0568456826669	105.364423023349	26.5328630957889	28.2744348158387	65.7318896112586	104.717648738315
EHI_079930A	4.86876329103753	7.68101097453177	2.16236581113014	1.57588932289624	40.2336672071549	61.9612689740978	17.2642114206667	13.0225691377173	39.2686373817675	61.7848760790549	16.4329724028146	12.9426307429378
EHI_083140A	0.263176394110137	0	2.53842943045712	18.1943585461657	2.17479282200837	0	20.266682972087	150.351480044554	2.12262904766311	0	19.2908806467824	149.428554941191
EHI_083270A	202.382647070695	43.0917734333901	504.395329422313	524.341356527296	1672.41568012444	347.613220854685	4027.06496834248	4332.96391309502	1632.30173765293	346.623626816393	3833.16943222176	4306.36622901385
EHI_083380A	1.57905836466082	1.04149301349583	0	0	13.0487569320502	8.40152799648784	0	0	12.7357742859786	8.37761031580406	0	0
EHI_083410A	202.382647070695	43.0917734333901	504.395329422313	524.341356527296	1672.41568012444	347.613220854685	4027.06496834248	4332.96391309502	1632.30173765293	346.623626816393	3833.16943222176	4306.36622901385
EHI_085680A	0	0	0.940159048317451	1.57588932289624	0	0	7.50617887855075	13.0225691377173	0	0	7.14477060991941	12.9426307429378
EHI_089770A	0	0	4.794811146419	5.01419330012442	0	0	38.2815122806088	41.4354472563732	0	0	36.438330110589	41.1810978184384
EHI_092170A	5.26352788220273	2.99429241380052	21.6236581113014	19.1971972061906	43.4958564401674	24.1543929899026	172.642114206667	158.638569495829	42.4525809532622	24.0856296579367	164.329724028146	157.664774504879
EHI_092430A	1104.55132608024	108.054900150193	1110.04578834841	1531.90768452087	9127.60547396913	871.658529635614	8862.54540190487	12659.1210717828	8908.67411304207	869.177070264671	8435.83065913185	12581.4136849303
EHI_092470A	1364.04325067284	261.284559760767	1740.42243024527	2312.83247534882	11271.9511964694	2107.73333611889	13895.4383399731	19112.3960144825	11001.5863540379	2101.73298797734	13226.3993530828	18995.0755194534
EHI_092930A	14.7378780701677	20.3091137631687	76.5289465330405	90.2554794022395	121.788398032469	163.829795931513	611.002960714031	745.838050614717	118.867226669134	163.363401158179	581.58432764744	741.259760731892
EHI_093840A	1.18429377349561	0.911306386808854	3.29055666911108	3.86809197438169	9.78656769903767	7.35133699692686	26.2716260749276	31.9644878834879	9.55183071448399	7.33040902632855	25.0066971347179	31.7682754599382
EHI_094810A	0.921117379385478	0.650933133434895	2.44441352562537	5.3007186315601	7.6117748770293	5.2509549978049	19.5160650842319	43.8031870995945	7.42920166682088	5.23600644737754	18.5764035857905	43.5343034080635
EHI_095830A	12.3692905231764	3.64522554723541	36.1021074553901	43.5518503782235	102.215262634393	29.4053479877075	288.237268936349	359.896456169641	99.7635652401661	29.3216361053142	274.359191420905	357.687249623008
EHI_096340A	113.560614058524	139.039317301694	240.022605035445	335.521163111182	938.423102696612	1121.60398753113	1916.32746769401	2772.62335641217	915.914434066631	1118.41097715984	1824.05993671243	2755.60374545094
EHI_098440A	100.401794353017	251.780936012618	68.255546907847	77.3618394876338	829.683461596193	2031.06939315094	544.948586582784	639.289757669757	809.782981683476	2025.28729384563	518.710346280149	635.365509198764
EHI_098470A	0	0	45.6917297482281	1111.00197264185	0	0	364.800293497566	9180.91124209068	0	0	347.235851642083	9124.55467377114
EHI_098800A	33.9497548402076	35.2805758321713	65.7171174773898	83.0923461163475	280.54827403908	284.601760881026	524.681903610697	686.644554534184	273.819147148541	283.791549447862	499.419465633367	682.429620991265
EHI_099860A	2.23699934993616	2.34335928036562	10.9998608653142	23.2085518462902	18.4857389870711	18.9034379920976	87.8222928790438	191.786927300927	18.0423469051364	18.8496232105591	83.5938161360571	190.609652759629
EHI_103310A	156.984719086697	29.0316177511963	304.611531654854	457.151166305629	1297.26391832799	234.192592902099	2432.00195665044	3777.72891985962	1266.14822693104	233.525887553038	2314.90567761389	3754.53951824677
EHI_103370A	3.94764591165205	1.82261277361771	12.5981312474538	11.4610132574272	32.6218923301256	14.7026739938537	100.58279697258	94.7095937288529	31.8394357149466	14.6608180526571	95.7399261729201	94.1282235850021
EHI_103400A	3.42129312343178	8.85269061471458	0.658111333822216	0.573050662871362	28.2723066861088	71.4129879701467	5.25432521498552	4.73547968644265	27.5941776196204	71.2096876843345	5.00133942694359	4.70641117925011
EHI_103510A	141.588900031254	43.482333313451	253.654911236048	547.693171039304	1170.0385382405	350.763793853367	2025.16706143299	4525.93471031756	1141.97442764275	349.765230684819	1927.65911055626	4498.15248456829
EHI_104360A	56.9776893248446	42.0502804198942	94.5800002607356	176.356341498662	470.842645964812	339.211692858197	755.121595182205	1457.34387350272	459.549188819063	338.246016500589	718.763923357893	1448.39804041422
EHI_105140A	629.123170120282	219.755025847621	1064.73012221951	1646.94760509229	5198.84224101101	1772.72240725893	8500.74757995872	13609.7686188362	5074.14473843866	1767.67577663466	8091.45271573373	13526.2257291648
EHI_108640A	2.10541115288109	3.64522554723541	0.752127238653961	0.573050662871362	17.398342576067	29.4053479877075	6.0049431028406	4.73547968644265	16.9810323813049	29.3216361053142	5.71581648793553	4.70641117925011
EHI_109930A	1.84223475877096	4.03578542729635	0	0.429787997153521	15.2235497540586	32.5559209863904	0	3.55160976483198	14.8584033336418	32.4632399737407	0	3.52980838443758
EHI_110570A	20.0014059523704	10.2847435082713	32.0594235476251	56.8752782899827	165.284254472636	82.9650889653174	255.960699758581	469.996358879433	161.319807622396	82.7289018685651	243.636677798252	467.111309540573
EHI_111760A	692.811857494935	278.599381110135	1253.32602731199	1437.64085047853	5725.14210393704	2247.4087390605	10006.487062996	11880.134663363	5587.82096797313	2241.01075947758	9524.69370008356	11807.2090459437
EHI_112800A	7.63211542919396	8.20175748127968	23.5039762079363	32.2340997865141	63.0689918382427	66.1620329723418	187.654471963769	266.370732362399	61.5562423822301	65.9736812369569	178.619265247985	264.735628832819
EHI_112830A	223.305170402451	230.169955982579	92.5116503544372	115.612971234297	1845.3117094741	1856.73768722381	738.608001649394	955.383026739804	1801.05074694215	1851.4518797927	703.04542801607	949.518455413709
EHI_114010A	30.5284617167759	171.976533853499	0.0940159048317451	18.0510958804479	252.275967352971	1387.30231042006	0.750617887855075	149.167610122943	246.224969528921	1383.35290339714	0.714477060991941	148.251952146378
EHI_114920A	107.244380599881	3.77541217392239	184.553221184716	367.755262897696	886.228074968411	30.4555389872684	1473.46291385951	3038.99408877457	864.971336922717	30.3688373947897	1402.51847072718	3020.33937428376
EHI_116040A	0.526352788220273	0.260373253373958	2.63244533528886	3.43830397722817	4.34958564401674	2.10038199912196	21.0173008599421	28.4128781186559	4.24525809532622	2.09440257895101	20.0053577077743	28.2384670755006
EHI_117270A	43.5556932252276	56.240622728775	11.1878926749777	0.716313328589202	359.928212042385	453.682511810344	89.3235286547539	5.91934960805331	351.295107388244	452.390957053419	85.022770258041	5.88301397406263
EHI_117850A	355.156543851629	57.6726756223317	660.367715538178	1105.12820334742	2934.8829133003	465.234612805514	5272.34004429405	9132.37257530464	2864.48789982136	463.91017123765	5018.48687640739	9076.31395918383
EHI_118230A	3.42129312343178	5.98858482760104	14.1964016295935	26.6468558235183	28.2723066861088	48.3087859798051	113.343301066116	220.199805419583	27.5941776196204	48.1712593158733	107.886036209783	218.84811983513
EHI_118270A	1180.60930397807	461.381404978654	2363.27779975558	8330.00769816383	9756.12059952955	3721.87690244411	18868.281847013	68836.1165920519	9522.1139078167	3711.2813699012	17959.8098821544	68413.5695043744
EHI_118670A	4.86876329103753	4.68671856073125	12.9741948667808	26.073805160647	40.2336672071549	37.8068759841953	103.585268524	215.46432573314	39.2686373817675	37.6992464211183	98.5978344168878	214.14170865588
EHI_118750A	1909.4763274661	132.660172594032	1845.72024365682	3496.03883151246	15779.2093200817	1070.14462855264	14736.1303743708	28889.977697065	15400.7350553197	1067.09811397554	14026.6136613938	28712.6380018101
EHI_119540A	200.408824114869	87.355226506963	360.174931410416	610.585481289436	1656.10473395937	704.678160705418	2875.61712837279	5045.65360590464	1616.38201979546	702.672065238065	2737.16162066013	5014.68111149099
EHI_120650A	2.5001757440463	3.38485229386146	0.752127238653961	0	20.6605318090795	27.3049659885855	6.0049431028406	0	20.1649759527995	27.2272335263632	5.71581648793553	0
EHI_120950A	0.526352788220273	0.781119760121874	4.04268390776504	5.58724396299578	4.34958564401674	6.30114599736588	32.2765691777682	46.1709269428158	4.24525809532622	6.28320773685304	30.7225136226535	45.8875089976885
EHI_123020A	2.36858754699123	4.16597205398333	0	0	19.5731353980753	33.6061119859514	0	0	19.103661428968	33.5104412632162	0	0
EHI_125340A	0.394764591165205	0.260373253373958	1.41023857247618	1.57588932289624	3.26218923301256	2.10038199912196	11.2592683178261	13.0225691377173	3.18394357149466	2.09440257895101	10.7171559148791	12.9426307429378
EHI_126210A	8.15846821741424	4.55653193404427	18.9912127760125	27.2199064863897	67.4185774822595	36.7566849846343	151.624813346725	224.935285106026	65.8015004775564	36.6520451316427	144.324366320372	223.55453101438
EHI_126860A	5.13193968514766	2.73391916042656	11.2819085798094	13.1801652460413	42.4084600291632	22.0540109907806	90.074146542609	108.916032788181	41.3912664294306	21.9912270789856	85.7372473190329	108.247457122752
EHI_126870A	4708.22569063034	231.341635622762	6473.84119080914	8178.86558583151	38907.0435857297	1866.18940621986	51686.7971398126	67587.1338247527	37973.833662693	1860.87669139798	49198.1759428441	67172.2535558471
EHI_126980A	0.78952918233041	1.82261277361771	5.73497019473645	18.1943585461657	6.52437846602511	14.7026739938537	45.7876911591596	150.351480044554	6.36788714298932	14.6608180526571	43.5831007205084	149.428554941191
EHI_127400A	1.97382295582602	2.60373253373958	7.23922467204437	6.16029462586714	16.3109461650628	21.0038199912196	57.7975773648408	50.9064066292584	15.9197178574733	20.9440257895101	55.0147336963795	50.5939201769386
EHI_131470A	369.762833724742	164.555896132342	548.300756978738	578.637906834358	3055.58391492176	1327.44142344508	4377.6035219708	4781.65061338546	2982.29381196667	1323.66242989704	4166.830219705	4752.2986882478
EHI_131940A	662.678160369324	199.9666585912	877.07437617535	1125.32823921364	5476.12832581708	1613.09337532567	7002.51427579999	9299.29823425175	5344.77994201571	1608.50118063438	6665.35650199382	9242.2149532524
EHI_134600A	0.263176394110137	0.130186626686979	1.41023857247618	3.43830397722817	2.17479282200837	1.05019099956098	11.2592683178261	28.4128781186559	2.12262904766311	1.04720128947551	10.7171559148791	28.2384670755006
EHI_134810A	41.5818702694016	25.5165788306479	111.032783606291	132.231440457567	343.617265877323	205.837435913952	886.479725556843	1092.71193764664	335.375389530771	205.251452737199	843.797409031482	1086.00437961196
EHI_134840A	2.8949403352115	2.60373253373958	6.48709743339041	13.0369025803235	23.9227210420921	21.0038199912196	51.7926342620002	107.73216286657	23.3489195242942	20.9440257895101	49.2989172084439	107.07085432794
EHI_135060A	98.4279713971911	31.374977031562	170.826899079281	312.885661927764	813.372515431131	253.096030894196	1363.87270223267	2585.57190879768	793.863263826003	252.375510763597	1298.20481982236	2569.70050387056
EHI_135080A	3560.9082005072	1122.46909529513	4468.29390893835	6520.74349281323	29426.0342781843	9054.74679821477	35674.6163560881	53885.0233520309	28720.2323294057	9028.96951785782	33956.951277764	53554.252808687
EHI_137810A	0.394764591165205	0.390559880060937	1.41023857247618	1.28936399146056	3.26218923301256	3.15057299868294	11.2592683178261	10.654829294496	3.18394357149466	3.14160386842652	10.7171559148791	10.5894251533127
EHI_138470A	27.1071685933441	17.7053812294292	53.9651293734217	139.394573743459	224.003660666862	142.825975940293	430.854667628813	1151.90543372717	218.6307919093	142.419375368669	410.109833009374	1144.83451935259
EHI_140540A	649.519340663817	327.028806237691	1214.77950633098	1183.6361441608	5367.38868471666	2638.07979089718	9698.73372897542	9781.13329234728	5238.64848963255	2630.56963916247	9231.75810507687	9721.09229074109
EHI_140550A	364.762482236649	46.2162524738776	393.26852991119	525.630720518757	3014.2628513036	372.817804844148	3139.83462489778	4343.61874238952	2941.96386006107	371.756457763805	2988.65754612929	4316.95565416716
EHI_140770A	0.657940985275342	0.520746506747916	1.97433400146665	5.01419330012442	5.43698205502093	4.20076399824392	15.7629756449566	41.4354472563732	5.30657261915777	4.18880515790203	15.0040182808308	41.1810978184384
EHI_141800A	84.2164461152437	43.2219600600771	177.690060131998	244.406107714636	695.933703042679	348.663411854246	1418.66780804609	2019.68208626779	679.241295252195	347.670828105868	1350.36164527477	2007.28436795017
EHI_143440A	9.21117379385478	5.72821157422708	27.3586283060378	43.5518503782235	76.117748770293	46.2084039806831	218.429805365827	359.896456169641	74.2920166682088	46.0768567369223	207.912824748655	357.687249623008
EHI_144610A	61.9780408129372	46.3464391005646	155.502306591706	276.496944835432	512.163709582971	373.867995843709	1241.52198651229	2284.86894870858	499.879140724662	372.803659053281	1181.74505888067	2270.84339398818
EHI_146540A	3.81605771459698	4.68671856073125	0.940159048317451	0.859575994307043	31.5344959191214	37.8068759841953	7.50617887855075	7.10321952966397	30.7781211911151	37.6992464211183	7.14477060991941	7.05961676887516
EHI_148190A	82.3742113564728	52.0746506747916	159.356958689808	313.888500587788	680.71015328862	420.076399824392	1272.29731991435	2593.85899824896	664.382891918553	418.880515790203	1211.03861838134	2577.93672343425
EHI_148470A	45.5295161810536	22.0015399100995	53.0249703251042	130.225763137517	376.239158207448	177.482278925806	423.348488750262	1076.13775874409	367.214825245718	176.977017921361	402.965062399455	1069.53194048459
EHI_151890A	2.23699934993616	1.69242614693073	6.01701790923169	7.16313328589202	18.4857389870711	13.6524829942927	48.0395448227248	59.1934960805331	18.0423469051364	13.6136167631816	45.7265319034842	58.8301397406263
EHI_152800A	25.1333456375181	13.7997824288198	70.9820081479676	203.289722653616	207.692714501799	111.320245953464	566.716505330582	1679.91141876553	202.711074051827	111.003336684404	539.430181048915	1669.59936583898
EHI_153690A	137.904430513712	49.601104767739	187.655746044163	257.299747629241	1139.59143873239	400.122770832734	1498.23330415873	2126.23037921275	1112.25762097547	398.983691290168	1426.09621373991	2113.1786194833
EHI_155680A	9.73752658207506	8.7225039880276	51.7087476574598	89.2526407422146	80.4673344143097	70.3627969705857	412.839838320291	737.550961163442	78.537274763535	70.162486394859	392.962383545567	733.023541168204
EHI_155900A	0	0	7.7093041962031	21.9191878548296	0	0	61.5506668041161	181.132098006431	0	0	58.5871190013392	180.020227606317
EHI_156380A	0.263176394110137	0.260373253373958	2.35039762079363	3.58156664294601	2.17479282200837	2.10038199912196	18.7654471963769	29.5967480402665	2.12262904766311	2.09440257895101	17.8619265247985	29.4150698703132
EHI_156660A	433.58310929645	552.9026035396	1180.1816533529	1110.85870997613	3582.97117425879	4460.16117513548	9422.50634624475	9179.72737216907	3497.03135602497	4447.46387640248	8968.83054663183	9123.37807097633
EHI_157010A	136.720136740216	306.980065727897	73.9905171025834	66.7604022245136	1129.80487103335	2476.35037696479	590.736277741944	551.683383470568	1102.70579026098	2469.30064058325	562.293447000657	548.296902382637
