edgeR	limma	NOISeq	DESeq2
EHI_148470A	-2.06574926058659	-1.93037362229825	2.04318526506611	-2.07179259232718
EHI_150460A	-1.78791089197108	-1.78325533663759	1.73569408959137	-1.77141480253117
EHI_150530A	-1.9139127404451	-1.85220042264618	1.90909968599127	-1.91457763948581
EHI_151350A	-3.09873333233708	-3.27189761062981	3.02843223663537	-3.09007222544041
EHI_151890A	-2.32164244443297	-2.31227243147143	2.28410202499344	-2.31762732208056
EHI_152670A	-1.10929899840733	-1.11252874479704	1.08559196851042	-1.09490956159874
EHI_152800A	-3.88180569916365	-3.8305976795537	3.84949073530376	-3.89896563355983
EHI_153260A	-1.78779034099249	-1.82077930597801	1.74855873472171	-1.78444190192679
EHI_153280A	-1.72597409134752	-1.68498611019861	1.67560975783422	-1.70228423288228
EHI_153620A	1.07436517285648	1.0712171267091	-1.10640691390686	1.09381967042073
EHI_153650A	-1.22357484803553	-1.19913902051831	1.20266122186949	-1.21576845303677
EHI_153690A	-1.11746450494915	-1.09471411828231	1.09132032874001	-1.11129372490328
EHI_154240A	-1.22350756184749	-1.19367412336601	1.19991605362923	-1.22008579045918
EHI_154290A	1.59217211577669	1.66015883358419	-1.58719758704369	1.58374879797444
EHI_155310A	-1.18483313503204	-1.14273356327633	1.16178953875482	-1.18347825449376
EHI_155420A	-1.46184249800371	-1.42428265695145	1.43725260239944	-1.45879405730301
EHI_155680A	-2.98113270761418	-2.9208669358231	2.95974279831641	-2.98239012182007
EHI_155700A	-1.35924454649764	-1.42597793308774	1.34585915268817	-1.35093696314832
EHI_155900A	-9.79337253374839	-7.29588689962392	10.7977346629132	-8.96055950991454
EHI_156310A	-2.14494841856074	-1.68297342478821	2.11938269610947	-2.16751982158148
EHI_156380A	-4.92625307415985	-4.3675202655084	5.26070331069524	-5.20121679306137
EHI_156690A	1.00426389590066	0.995691326757472	-1.03148731661456	1.01908447925655
EHI_157010A	1.14238202485043	1.14039039396498	-1.17053052067934	1.158128664156
EHI_157360A	-1.59464146491727	-1.57652445709255	1.56325962283323	-1.59592712321104
EHI_158130A	1.70995433229707	1.68999164832008	-1.73758399544597	1.73124363510446
EHI_158150A	-1.3688481170867	-1.29771511280934	1.34540225930123	-1.36978190571402
EHI_158570A	-3.56168091445553	-3.20363202915152	3.5356134622998	-3.5772045147795
EHI_159330A	1.58624212919607	1.58843865001133	-1.66249352927642	1.63903578947792
EHI_159490A	1.55584076731964	1.57897836206476	-1.624098500295	1.60023183611683
EHI_159680A	-1.18459622124453	-1.15198641880028	1.17174774907239	-1.18366434290015
EHI_159780A	1.40228521441992	1.39434341312348	-1.42141177382698	1.41536933635878
EHI_159820A	-1.72956226910995	-1.71497492400315	1.71705783574176	-1.72454959265404
EHI_160210A	-2.06621612883121	-2.00901874511827	2.06489315224177	-2.07355708602788
EHI_160740A	-1.3310829761293	-1.29952747967955	1.30610958722853	-1.32658571557963
EHI_160910A	-3.2219822348721	-3.09250037486709	3.19581539478653	-3.25221037259581
EHI_160980A	-1.5249744716166	-1.64215300514129	1.49931841907827	-1.51192555058636
EHI_161170A	1.21767353493054	1.20520261938278	-1.24665701399038	1.23357975798512
EHI_161860A	-1.50347209780769	-1.50080806821873	1.46827353282582	-1.49331268894777
EHI_161870A	-1.529645408046	-1.57998291032655	1.52957230679865	-1.52499248454044
EHI_161900A	1.60411449939501	1.60595614905753	-1.61874549824513	1.61408761837649
EHI_161940A	-1.11097549559711	-1.10821761223189	1.08326820109362	-1.10705695414258
EHI_162230A	-2.3551702610209	-2.21299320457401	2.38291052473769	-2.37934411821364
EHI_163670A	-1.5441917614752	-1.478715177835	1.51711391338206	-1.54644514281419
EHI_164800A	-1.35769031974616	-1.46820051831867	1.33756041601882	-1.34967695828121
EHI_164840A	-1.83520266647844	-1.68410050987925	1.84815164241308	-1.87262010002831
EHI_165180A	2.23769255781249	3.08637487840715	-2.48379366909135	2.4318938336262
EHI_165770A	-1.29844846460665	-1.28527601187765	1.27314311471839	-1.28744170755017
EHI_165810.mRNA	1.26218139465193	1.29319850694828	-1.29200542091704	1.28558006843672
EHI_166030A	-1.30690345673614	-1.30103576844672	1.28310749469056	-1.29683594229414
EHI_166370A	1.42753722681674	1.41880532067324	-1.46861816075376	1.46195715110577
EHI_166490A	-1.20675342800796	-1.10804515109942	1.18130745193751	-1.21029663697688
EHI_166800A	2.32788242206308	2.28111536273779	-2.38369726354448	2.36535186650347
EHI_166860A	2.19667262140331	2.51790356682165	-2.36380131616297	2.31284292069497
EHI_167270A	-1.97477819160531	-1.93671926343416	1.94821144481881	-1.97124545589515
EHI_167310A	-1.71287848497597	-1.59779569793082	1.68627171620952	-1.7173045237016
EHI_167620A	2.06156503704406	2.03294913989091	-2.09185061646794	2.08622588947783
EHI_168290A	-1.40589440807497	-1.4427287442994	1.40475415068874	-1.40329090318848
EHI_169280A	-1.15777338809744	-1.14513713009659	1.13139203504925	-1.15004046208377
EHI_169300A	-1.65149541541144	-1.52952244648839	1.64263941390789	-1.65983715749642
EHI_169310A	1.32540752820795	1.32833908069415	-1.3659656329343	1.35193499495642
EHI_169350A	-4.1058265432246	-3.74449304974802	4.07784978627461	-4.12679828396491
EHI_169580A	-1.2317434448583	-1.21210451652116	1.21181711982426	-1.22604613799783
EHI_170050A	-1.08228350019196	-1.07499138609629	1.05765025892933	-1.07373848656345
EHI_170060A	-2.09373820189191	-2.08418790550288	2.06742815544848	-2.08582455509074
EHI_170120A	-1.51438935023799	-1.50552757368129	1.49282535396272	-1.50541108517818
EHI_170300A	-2.10875435114949	-2.16839575391398	2.06140573602965	-2.10142994761523
EHI_170470A	1.84135432067483	1.82420572781863	-1.94800327235713	1.92325382734084
EHI_170580A	-1.29582791441357	-1.35316262815559	1.27025840714217	-1.27931317146453
EHI_171280A	-1.46209894907291	-1.44792864309829	1.43716200287725	-1.45508324175627
EHI_172280A	-4.03078357466615	-3.79619310454866	4.03072517762363	-4.05474563908616
EHI_174180A	-1.84340628742575	-1.84553982061164	1.81920840564483	-1.8324471318654
EHI_174220A	-1.110600703465	-1.11273740746039	1.08846856316447	-1.10125104598463
EHI_174670A	-1.33173780953128	-1.32263564865772	1.30395868321693	-1.3296860880714
EHI_174910A	-1.56728947917246	-1.49273676442044	1.54064608308772	-1.5702736896033
EHI_176820A	-1.56624691364236	-1.46137750565266	1.53902724530636	-1.57337235020786
EHI_177420A	1.03441475224428	1.05608661585591	-1.05345052330364	1.04090131891413
EHI_177520A	-2.17843933859112	-2.11074103213613	2.15240443707944	-2.17857243645845
EHI_178340A	-3.55077384558201	-3.2443035053485	3.52329470784056	-3.56895214433231
EHI_179080A	-1.2984144330817	-1.24108312945046	1.29091838916568	-1.30339300619196
EHI_179390A	-2.49022974598049	-2.48739318289519	2.45748011317591	-2.49219279581571
EHI_179990A	-2.41585148307741	-2.41883039625461	2.37418077315541	-2.42202240262775
EHI_180000A	-2.02841110086408	-1.93768965138642	2.03121442867965	-2.04430579723784
EHI_180390A	-3.05964456560588	-1.59125484351401	3.04819351362791	-3.10088041778814
EHI_180800A	1.38194086241622	1.44671664399035	-1.42127699252888	1.41311577299859
EHI_181610A	1.83258414407224	1.81267876221774	-1.8656653912296	1.85040729173769
EHI_182530A	1.48429129902783	1.48387353444517	-1.57959806916181	1.55463053200161
EHI_182550A	-2.39237778217214	-2.31756607184513	2.36990116983094	-2.39621322538706
EHI_182950A	-2.12814264623304	-1.95888010094785	2.12576063827033	-2.15036671982357
EHI_186720A	-2.06566111522486	-2.06608787452669	2.0393873623916	-2.05616050809623
EHI_186950A	-1.56963687015583	-1.56339871708068	1.54705486304118	-1.55877880030764
EHI_187040A	-1.2531705679542	-1.18472150576438	1.23001604279585	-1.25502435027473
EHI_187760A	-1.48043089094905	-1.45536466002518	1.48057941614104	-1.4851762072926
EHI_187780A	-2.52554937712146	-2.41271714303459	2.5179360318531	-2.53700713992018
EHI_187800A	-1.85442832816294	-1.80901339958334	1.8324434041001	-1.86009846454737
EHI_188170A	-1.44063784042609	-1.42885027704474	1.41255706264073	-1.44056381524571
EHI_188760A	1.12068840454308	1.18851353736323	-1.14835336404173	1.14953137019847
EHI_188880A	-4.3143944366766	-4.96360988972874	4.43139403933667	-4.43415748308329
EHI_188960A	-2.45221379921198	-2.42801597279333	2.42591974750998	-2.44662170395297
EHI_190440A	-1.3260118324854	-1.29390374047202	1.30782123514717	-1.32310144857073
EHI_192060A	-1.30150837546654	-1.27319319693319	1.28178872176141	-1.28784932306697
EHI_192420A	2.56244410508211	2.54603714515046	-2.79043298484594	2.72206349961536
EHI_192540A	-1.37346034459025	-1.34740407191459	1.36227941368	-1.37297605142953
EHI_193300A	1.53909070010213	1.54946520198298	-1.55032176389778	1.54310203656755
EHI_193350A	-1.68585845750801	-1.51437393128888	1.66012223974304	-1.69638543100108
EHI_193360A	-1.29789390413915	-1.21627349832405	1.27881364711202	-1.30028477716544
EHI_193390A	-1.02846376030778	-0.999901728368934	1.00717042792461	-1.02472645014436
EHI_193440A	0.986654547473355	0.988674706462326	-1.01455827625945	1.00505163985046
EHI_193940A	-5.99703335086688	-6.11689579798099	6.18939834641031	-6.10304892655689
EHI_194050A	-1.79672846338832	-1.57150824115719	1.78142844518467	-1.81065744163852
EHI_194075A	-1.19192959204678	-1.19257163512391	1.16905744784937	-1.17799343095788
EHI_194190A	-1.50460609243444	-1.4784994730212	1.47625319661053	-1.50399299599451
EHI_194430A	-2.71980632030826	-2.59248340771421	2.73152375640632	-2.73724434415882
EHI_195110A	12.8975685050093	10.9790232381308	-14.4137250002733	12.5476455123944
EHI_196370A	-2.1648922637757	-1.951536348442	2.16647231952049	-2.18921147529885
EHI_196530A	-1.16336170820386	-1.16081783877531	1.14938969334144	-1.15587709149492
EHI_196580A	-1.63023467260021	-1.60034546789481	1.61557527729706	-1.62800226267173
EHI_197160A	-1.32499645754162	-1.17968429305956	1.29975042102838	-1.33067558608789
EHI_197410A	-1.564296354325	-1.51716552580309	1.55312762134399	-1.56263520303048
EHI_197480A	-2.31513387463219	-2.28367516999573	2.28875092360493	-2.31103092524263
EHI_197840A	-1.03513596626366	-1.02196166402111	1.00803031287904	-1.02930412637151
EHI_198330A	-1.07221418355123	-1.06711716587857	1.0457638368284	-1.05710557869892
EHI_198550A	-1.52686230903157	-1.41640617488452	1.50888421192627	-1.53546633630969
EHI_198930A	-1.52218223780347	-1.46581803827827	1.49613362873806	-1.52143465191324
EHI_200240A	-1.47902808616728	-1.40835144388123	1.47280624686914	-1.48585707169996
EHI_201200A	-1.15765392881725	-1.14234422057773	1.13229844375391	-1.15190695191764
EHI_201940A	-1.88177902474763	-2.33202062874466	1.87298127952456	-1.86689986290758
EHI_202460A	-1.92642973217407	-1.80901376283486	1.90184101173236	-1.93110855389394
EHI_202700A	1.06966224808561	1.06763511963237	-1.09674699640826	1.0819684570013
