edgeR_U2AF84_1	edgeR_U2AF84_2	edgeR_pEhEx_1	edgeR_pEhEx_2	NOISeq_U2AF84_1	NOISeq_U2AF84_2	NOISeq_pEhEx_1	NOISeq_pEhEx_2	DESeq2_U2AF84_1	DESeq2_U2AF84_2	DESeq2_pEhEx_1	DESeq2_pEhEx_2
EHI_126530A	2.78166516660061	2.96443406303291	0.568020892426645	0	20.6508227882888	22.0076820310017	4.27324045053409	0	20.2162259290996	21.6478868402715	4.07895261497072	0
EHI_126870A	1763.26664171738	4545.56957854741	6518.89177193439	8406.11053595394	13090.3271119097	33745.8846469055	49041.8440305545	62692.7942417314	12814.8409917237	33194.1860633932	46812.0996857114	63132.5185725447
EHI_127360A	1.08175867590024	1.09215991795949	3.12411490834655	3.53383522268163	8.03087552877898	8.10809337984274	23.5028224779375	26.3553522823884	7.8618656390943	7.97553725694213	22.4342393823389	26.5402074923993
EHI_134490A	20.0898039810044	58.0404984972759	74.6947473541038	102.039492054932	149.144831248753	430.887248185928	561.931119245233	761.010797153965	146.006076154608	423.84283708321	536.382268868649	766.348491343029
EHI_134600A	0.309073907400067	0.780114227113923	1.42005223106661	3.53383522268163	2.29453586536542	5.79149527131624	10.6831011263352	26.3553522823884	2.24624732545551	5.69681232638724	10.1973815374268	26.5402074923993
EHI_134810A	29.8256320641065	55.2320872796657	111.805445659311	135.905412938965	221.422711007763	410.03786520919	841.11616201346	1013.58292319352	216.762866906457	403.334312708216	802.873839713403	1020.69214647852
EHI_134840A	1.23629562960027	2.80841121761012	6.53224026290642	13.3991252193345	9.17814346146169	20.8493829767385	49.142265181142	99.9307107373893	8.98498930182205	20.508524374994	46.9079550721632	100.631620075347
EHI_135060A	43.5794209434095	98.7624611526226	172.015660256536	321.579005264029	323.529557016525	733.203301348636	1294.07964977007	2398.33705769734	316.720872889227	721.216440520624	1235.2428169003	2415.15888180833
EHI_136740A	6.02694119430131	10.2975077979038	18.8393595988171	67.5845986337863	44.7434493746258	76.4477375813744	141.729141609381	504.046112400678	43.8018228463825	75.1979227083115	135.285261729862	507.581468292136
EHI_138470A	14.0628627867031	38.381619974005	54.3406653754824	143.267569652885	104.401381874127	284.941567348759	408.806669767761	1068.48990711516	102.204253308226	280.283166458252	390.219800165532	1075.98424542102
EHI_139050A	1.8544434444004	2.34034268134177	4.44949699067539	9.57080372809609	13.7672151921925	17.3744858139487	33.473716862517	71.3790790981352	13.4774839527331	17.0904369791617	31.9517954839373	71.879728625248
EHI_139060A	1.8544434444004	1.56022845422785	3.59746565203542	6.03696850541446	13.7672151921925	11.5829905426325	27.0638561867159	45.0237268157468	13.4774839527331	11.3936246527745	25.8333665614812	45.3395211328487
EHI_140640A	0	0	3.02944475960877	7.50939984819847	0	0	22.7906157361818	56.0051236000753	0	0	21.7544139465105	56.3979409213484
EHI_141800A	57.0241359153124	90.1812046543695	178.926581114393	251.196787078953	423.341867159921	669.496853364157	1346.07074191824	1873.42629140644	414.432631546542	658.551504930365	1284.87007371578	1886.56641591805
EHI_141810A	19.3171192125042	34.9491173747037	50.8378698721847	65.9649241567238	143.408491585339	259.458988154968	382.455020322801	491.966575937916	140.39045784097	255.217192222148	365.066259039879	495.417206524786
EHI_143440A	8.96314331460195	17.4745586873519	27.5490132826923	44.761912820634	66.5415400955973	129.729494077484	207.252161850903	333.834462243586	65.1411724382099	127.608596111074	197.82920182608	336.175961570391
EHI_144610A	74.7958855908163	96.4221184712809	156.584426012278	284.179249157315	555.277679418432	715.828815534687	1177.9899508639	2119.4095793754	543.591852760234	704.126003541462	1124.43127086026	2134.27501918044
EHI_147570A	132.283632367229	171.157061428795	290.732026773704	451.889179100414	982.061350376401	1270.65406252678	2187.1869039317	3370.19067311041	961.39385529496	1249.88062440936	2087.74391342918	3393.82903309056
EHI_148190A	67.9962596280148	89.2450675818328	160.465902110527	322.609707203978	504.797890380393	662.547059038578	1207.19042727588	2406.02403544637	494.174411600213	651.7153301387	1152.30411372923	2422.89977566028
EHI_148400A	0.309073907400067	0	3.59746565203542	3.82832149123844	2.29453586536542	0	27.0638561867159	28.5516316392541	2.24624732545551	0	25.8333665614812	28.7518914500992
EHI_148470A	25.0349864994055	36.9774143651999	53.3939638881046	133.844009059067	185.857405094599	274.51687586039	401.684602350204	998.20896769546	181.946033361897	270.028904270755	383.421545807247	1005.21035877462
EHI_151350A	1.8544434444004	4.36863967183797	9.37234472503964	11.0432350708801	13.7672151921925	32.4323735193709	70.5084674338125	82.3604758824637	13.4774839527331	31.9021490277685	67.3027181470168	82.9381484137477
EHI_151360A	3.39981298140074	2.80841121761012	5.77487907300422	12.5156664136641	25.2398945190197	20.8493829767385	43.4446112470966	93.3418726667922	24.7087205800106	20.508524374994	41.4693515855356	93.9965682022474
EHI_152290A	3.70888688880081	2.34034268134177	0.568020892426645	0.883458805670409	27.5344303843851	17.3744858139487	4.27324045053409	6.5888380705971	26.9549679054662	17.0904369791617	4.07895261497072	6.63505187309982
EHI_152800A	13.908325833003	41.6580997278835	71.4759622970195	208.938007541052	103.254113941444	309.265847488287	537.71609002554	1558.26020369621	101.081129645498	304.209778229078	513.268204050482	1569.18976798811
EHI_153250A	1.54536953700034	0.780114227113923	3.97614624698652	7.95112925103368	11.4726793268271	5.79149527131624	29.9126831537386	59.2995426353739	11.2312366272776	5.69681232638724	28.552668304795	59.7154668578983
EHI_155380A	1.54536953700034	2.65238837218734	6.43757011416864	7.21491357964167	11.4726793268271	19.6910839224752	48.4300584393863	53.8088442432096	11.2312366272776	19.3691619097166	46.2281296363348	54.1862569636485
EHI_155680A	14.6810106015032	16.8504673056607	52.0685818057758	91.7324726554441	108.990453604858	125.096297860431	391.713707965625	684.141019663665	106.696747959137	123.051146249964	373.903989705649	688.939552823531
EHI_155900A	0	0	7.76295219649748	22.5281995445954	0	0	58.4009528239659	168.015370800226	0	0	55.7456857379331	169.193822764045
EHI_156310A	16.9990649070037	25.5877466493367	25.1822595642479	142.531353981493	126.199472595098	189.961044899173	189.446993307011	1062.999208723	123.543602900053	186.855444305501	180.833565930368	1070.45503552677
EHI_156380A	0.927221722200202	0.780114227113923	2.36675371844435	3.68107835696004	6.88360759609627	5.79149527131624	17.805168543892	27.4534919608212	6.73874197636654	5.69681232638724	16.9956358957113	27.6460494712492
EHI_156660A	551.38785080172	519.556075257873	1188.39437710528	1141.72326319472	4093.45198381191	3857.13585069662	8940.33122925907	8514.97506656831	4007.30522861264	3794.0770093739	8533.84869595457	8574.69870400266
EHI_157010A	155.927786283334	143.697040634385	74.5054070566283	68.6153005737351	1157.59334407686	1066.79342897645	560.506705761721	511.733090149708	1133.23177569231	1049.35283052053	535.022617996992	515.322362144086
EHI_157360A	1.8544434444004	5.30477674437467	9.27767457630187	15.755015367789	13.7672151921925	39.3821678449504	69.7962606920568	117.500945592315	13.4774839527331	38.7383238194332	66.6228927111884	118.325091736947
EHI_158570A	73.2505160538159	261.338266083164	409.448393290873	1787.82613640835	543.805000091605	1940.15091589094	3080.29415809332	13333.6119755317	532.360616132957	1908.43212933972	2940.24500995806	13427.1333071963
EHI_160740A	42.3431253138092	86.1246106733771	103.095791975436	156.519451737941	314.351413555063	639.381077953313	775.593141771937	1167.32247817412	307.735883587405	628.928080833151	740.329899617185	1175.51002351752
EHI_161940A	25.3440604068055	29.9563863211746	53.5833041855802	77.008159227604	188.151940959965	222.393418418544	403.109015833716	574.32705182038	184.192280687352	218.75759333327	384.781196678904	578.355354938534
EHI_162230A	1.8544434444004	2.96443406303291	5.20685818057758	12.9573958164993	13.7672151921925	22.0076820310017	39.1713707965625	96.6362917020907	13.4774839527331	21.6478868402715	37.3903989705649	97.3140941387973
EHI_163670A	182.97175318084	197.368899459822	344.883351851711	651.992598584762	1358.36523229633	1465.24830364301	2594.56916021595	4862.56249610066	1329.77841666966	1441.29351857597	2476.60406272305	4896.66828234766
EHI_164840A	0.154536953700034	0.156022845422785	1.79873282601771	3.09210581984643	1.14726793268271	1.15829905426325	13.5319280933579	23.0609332470898	1.12312366272776	1.13936246527745	12.9166832807406	23.2226815558494
EHI_165810.mRNA	139.39233223743	118.733385366739	59.3581832585844	40.4918619265604	1034.83567527981	881.465580294332	446.553627080812	301.988411569034	1013.05754378044	867.054836076137	426.25054826444	304.106544183742
EHI_166370A	11.8993454349026	11.7017134067088	5.68020892426645	3.53383522268163	88.3396308165688	86.8724290697436	42.7324045053409	26.3553522823884	86.4805220300373	85.4521848958085	40.7895261497072	26.5402074923993
EHI_167270A	389.896734185185	667.30970987325	1072.13943445529	1692.7070716645	2894.55699415848	4954.04505508391	8065.74135038309	12624.213743264	2833.64100106213	4873.05326399164	7699.02306075723	12712.7593888592
EHI_167310A	217.897104717047	407.687695089736	501.941128607679	1115.51398529317	1617.64778508262	3026.63542878987	3776.12014478862	8319.50620380726	1583.60436444614	2977.15412176997	3604.43446076246	8377.85883176737
EHI_169350A	23.6441539161051	54.1399273617062	118.148345624742	564.530176823391	175.531993700455	401.929771829347	888.834013711091	4210.26752711154	171.837920397347	395.358775451274	848.422143913909	4239.79814691078
EHI_170060A	21.1715626569046	37.9135514377366	79.4282547909925	99.0946293693642	157.175706777532	281.466670185969	597.541456333017	739.048003585307	153.867941793703	276.86507906242	570.373540660072	744.231651766029
EHI_170120A	13.2901780182029	19.5028556778481	32.7558714632699	39.0194305837764	98.6650422107132	144.787381782906	246.423532647466	291.007014784705	96.5886349945871	142.420308159681	235.219600796645	293.048124395242
EHI_172280A	2.62712821290057	2.49636552676455	12.7804700795995	33.4241914811971	19.5035548556061	18.532784868212	96.147910137017	249.277707004257	19.0931022663719	18.2297994444392	91.7764338368411	251.026129198943
EHI_172960A	21.7897104717047	27.3039979489873	37.2053684539452	77.8916180332744	161.764778508262	202.702334496068	279.897249509983	580.915889890977	158.360436444614	199.388431423553	267.171396280582	584.990406811634
EHI_174180A	44.3521057119097	91.1173417269062	135.378312695017	159.906043826344	329.265896679938	676.446647689737	1018.45564071062	1192.57969077807	322.336491202866	665.387679722029	972.150373234687	1200.94438903107
EHI_174880A	0.463610861100101	0.780114227113923	2.27208356970658	4.12280775979524	3.44180379804813	5.79149527131624	17.0929618021364	30.7479109961198	3.36937098818327	5.69681232638724	16.3158104598829	30.9635754077991
EHI_174910A	50.9971947210111	57.7284528064303	88.9899398135077	173.894141582792	378.598417785295	428.570650077402	669.474337250341	1296.90296022919	370.63080870016	421.564112152656	639.035909678745	1305.99937702181
EHI_176820A	63.8237618781139	60.5368640240404	106.503917329996	243.687387230754	473.82165619796	449.42003305414	801.232584475142	1817.42116780637	463.850072706564	442.07263652765	764.803615307009	1830.1684749967
EHI_177520A	74.7958855908163	128.718847473797	199.47000339049	360.451192713527	555.277679418432	955.59671976718	1500.61960487922	2688.24593280361	543.591852760234	939.974033853894	1432.39219329055	2707.10116422472
EHI_178340A	33.5345189529073	72.2385774307492	177.601199032064	716.190605130145	248.957141392148	536.292462123884	1336.09984753366	5341.35139589738	243.717834811923	527.524821423458	1275.35251761418	5378.81538512625
EHI_179390A	5.87240424060128	12.7938733246683	28.4010446213323	48.4429911775941	43.596181441943	94.9805224495863	213.662022526704	361.287954204407	42.6786991836548	93.4277221527507	203.947630748536	363.82201104164
EHI_179850A	0.463610861100101	0	1.04137163611552	2.94486268556803	3.44180379804813	0	7.8342741593125	21.962793568657	3.36937098818327	0	7.47807979411298	22.1168395769994
EHI_179990A	0.309073907400067	0	3.97614624698652	6.03696850541446	2.29453586536542	0	29.9126831537386	45.0237268157468	2.24624732545551	0	28.552668304795	45.3395211328487
EHI_180000A	1.54536953700034	2.65238837218734	5.11218803183981	7.80388611675528	11.4726793268271	19.6910839224752	38.4591640548068	58.201402956941	11.2312366272776	19.3691619097166	36.7105735347364	58.6096248790484
EHI_180390A	1.23629562960027	2.96443406303291	1.79873282601771	39.1666737180548	9.17814346146169	22.0076820310017	13.5319280933579	292.105154463138	8.98498930182205	21.6478868402715	12.9166832807406	294.153966374092
EHI_181610A	23.3350800087051	33.7009346113215	13.1591506745506	12.0739370108289	173.237457835089	250.192595720862	98.9967371040397	90.0474536314936	169.591673071891	246.102292499929	94.4957355801549	90.6790422656975
EHI_182550A	6.49055205540141	11.3896677158633	20.8274327223103	38.4304580466628	48.1852531726739	84.5558309612171	156.68548318625	286.614456070974	47.1711938345658	83.1734599652537	149.56159588226	288.624756479842
EHI_182950A	1.54536953700034	2.18431983591898	3.97614624698652	8.54010178814728	11.4726793268271	16.2161867596855	29.9126831537386	63.6921013491053	11.2312366272776	15.9510745138843	28.552668304795	64.1388347732982
EHI_183560A	0.154536953700034	0.468068536268354	1.42005223106661	1.76691761134082	1.14726793268271	3.47489716278974	10.6831011263352	13.1776761411942	1.12312366272776	3.41808739583234	10.1973815374268	13.2701037461996
EHI_186720A	498.381675682608	1093.5641235683	1648.20728952465	2112.35000435795	3699.93908290175	8118.5180713311	12399.5193739664	15753.9118267977	3622.07381229702	7985.79151912963	11835.7608377734	15864.4090285817
EHI_186950A	14.3719366941031	20.282969904962	35.5959759254031	39.4611599866116	106.695917739492	150.578877054222	267.789734900136	294.301433820004	104.450500633681	148.117120486068	255.614363871498	296.365650331792
EHI_187780A	2.16351735180047	2.49636552676455	9.37234472503964	17.3746898448514	16.061751057558	18.532784868212	70.5084674338125	129.580482055076	15.7237312781886	18.2297994444392	67.3027181470168	130.489353504296
EHI_187800A	2.00898039810044	1.71625129965063	4.63883728815093	6.92042731108487	14.9144831248753	12.7412895968957	34.8981303460284	51.6125648863439	14.6006076154608	12.5329871180519	33.3114463555942	51.9745730059486
EHI_188170A	23.7986908698052	28.7082035577924	48.2817758562648	79.8057787788936	176.679261633138	213.127025984438	363.225438295398	595.191705710604	172.961044060075	209.64269361105	346.710972272511	599.366352536683
EHI_188880A	0.927221722200202	0.936137072536707	6.43757011416864	16.1967447706242	6.88360759609627	6.94979432557949	48.4300584393863	120.795364627613	6.73874197636654	6.83617479166468	46.2281296363348	121.642617673497
EHI_188960A	240.459499957252	372.58255486961	709.363424492142	1027.60983412896	1785.1489032543	2766.01814158064	5336.56511597532	7663.91681578285	1747.58041920439	2720.79756708254	5093.9319906626	7717.67117039394
EHI_192030A	2.16351735180047	1.09215991795949	0	0	16.061751057558	8.10809337984274	0	0	15.7237312781886	7.97553725694213	0	0
EHI_193350A	26.7348929901058	40.8779855007696	44.4002997580161	125.451150405198	198.477352354109	303.474352216971	334.024961883415	935.615006024787	194.300393651902	298.512965902691	318.838129403544	942.177365980174
EHI_193940A	0	4.52466251726075	10.2243760636796	22.9699289474306	0	33.5906725736342	76.9183281096136	171.309789835524	0	33.041511493046	73.4211470694729	172.511348700595
EHI_194430A	2.16351735180047	3.58852544472404	8.70965368387522	17.227446710573	16.061751057558	26.6408782480547	65.5230202415227	128.482342376643	15.7237312781886	26.2053367013813	62.5439400962176	129.383511525446
EHI_194730A	9.11768026830199	9.0493250345215	2.934774610871	2.50313328273282	67.68880802828	67.1813451472684	22.0784089944261	18.6683745333584	66.2642961009377	66.0830229860919	21.074588510682	18.7993136404495
EHI_195110A	86.3861571183188	26.3678608764506	0	0	641.322774369636	195.752540170489	0	0	627.826127464816	192.552256631889	0	0
EHI_196370A	1.69990649070037	1.87227414507341	3.97614624698652	9.57080372809609	12.6199472595098	13.899588651159	29.9126831537386	71.3790790981352	12.3543602900053	13.6723495833294	28.552668304795	71.879728625248
EHI_197480A	555.405811597921	1515.76194328235	2146.17227188534	3435.62405211794	4123.28095006167	11252.8753121675	16145.7268356013	25622.8931168737	4036.50644384356	11068.9063501704	15411.642630231	25802.6108925063
EHI_198930A	57.6422837301126	86.2806335187999	116.633623244938	200.397905752904	427.930938890651	640.539377007576	877.438705843	1494.56810234711	418.925126197453	630.067443298428	837.544936940654	1505.05093321481
EHI_199150A	1.54536953700034	2.65238837218734	0	0	11.4726793268271	19.6910839224752	0	0	11.2312366272776	19.3691619097166	0	0
EHI_201200A	15.9173062311035	18.4106957598886	30.6731281910388	41.9642932693444	118.168597066319	136.679288403063	230.754984328841	312.969808353362	115.681737260959	134.444770902739	220.263441208419	315.164963972241
EHI_201940A	11.8993454349026	10.7655763341721	23.2888565894924	28.7124111842883	88.3396308165688	79.9226347441641	175.202858471898	214.137237294406	86.4805220300373	78.6160101041439	167.237057213799	215.639185875744
EHI_202460A	29.2074842493064	55.2320872796657	72.3279936356595	162.409177109077	216.833639277032	410.03786520919	544.125950701341	1211.24806531143	212.270372255546	403.334312708216	519.386632972938	1219.74370267152
