edgeR_U2AF84_1	edgeR_U2AF84_2	edgeR_pEhEx_1	edgeR_pEhEx_2	NOISeq_U2AF84_1	NOISeq_U2AF84_2	NOISeq_pEhEx_1	NOISeq_pEhEx_2	DESeq2_U2AF84_1	DESeq2_U2AF84_2	DESeq2_pEhEx_1	DESeq2_pEhEx_2
EHI_050640A	4.63610861100101	5.61682243522024	0.378680594951097	1.17794507422721	34.4180379804814	41.6987659534769	2.84882696702273	8.78511742746279	33.6937098818327	41.0170487499881	2.71930174331381	8.84673583079976
EHI_051690A	0.618147814800135	2.34034268134177	7.28960145280861	11.3377213394369	4.58907173073085	17.3744858139487	54.8399191151875	84.5567552393294	4.49249465091103	17.0904369791617	52.3465585587909	85.1498323714476
EHI_052120A	0	0	3.02944475960877	2.20864701417602	0	0	22.7906157361818	16.4720951764927	0	0	21.7544139465105	16.5876296827495
EHI_052720A	0.927221722200202	1.71625129965063	4.35482684193761	6.62594104252806	6.88360759609627	12.7412895968957	32.7615101207614	49.4162855294782	6.73874197636654	12.5329871180519	31.2719700481088	49.7628890482486
EHI_054940A	10.8175867590024	10.141484952481	3.59746565203542	3.97556462551684	80.3087552877898	75.2894385271111	27.0638561867159	29.6497713176869	78.618656390943	74.0585602430341	25.8333665614812	29.8577334289492
EHI_055430A	3.70888688880081	5.14875389895189	9.46701487377742	16.1967447706242	27.5344303843851	38.2238687906872	71.2206741755682	120.795364627613	26.9549679054662	37.5989613541558	67.9825435828453	121.642617673497
EHI_056380A	21.4806365643047	48.2110592356404	59.0741728123711	93.7938765353417	159.470242642897	357.914407767344	444.417006855545	699.514975161725	156.114189119158	352.063001770731	424.211071956954	704.42134052743
EHI_056690A	13.4447149719029	19.1908099870025	29.5370864061855	39.9028893894468	99.8123101433959	142.47078367438	222.208503427773	297.595852855302	97.7117586573148	140.141583229126	212.105535978477	299.683176268342
EHI_057550A	112.966513154725	68.0259606043341	32.282520719581	22.9699289474306	838.652858791062	505.018387658776	242.862498938687	171.309789835524	821.00339745399	496.762034860967	231.820473617502	172.511348700595
EHI_058090A	161.800190523935	169.440810129144	303.796507299517	499.595954606616	1201.1895255188	1257.91277292989	2285.47143429398	3725.98792892266	1175.91047487596	1237.34763729131	2181.5598235735	3752.12183423795
EHI_058320A	2.00898039810044	3.58852544472404	7.19493130407084	14.8715565621185	14.9144831248753	26.6408782480547	54.1277123734318	110.912107521718	14.6006076154608	26.2053367013813	51.6667331229624	111.690039863847
EHI_062500A	4.79064556470104	5.92886812606581	14.8632133518305	20.172309396141	35.5653059131641	44.0153640620034	111.816458455642	150.4451359453	34.8168335445605	43.295773680543	106.732593425067	151.500351102446
EHI_064640A	11.4357345738025	10.9215991795949	21.7741342096881	23.117172081709	84.8978270185207	81.0809337984274	163.807550603807	172.407929513957	83.111151041854	79.7553725694213	156.359850240544	173.617190679445
EHI_066770A	44.3521057119097	91.1173417269062	135.378312695017	159.906043826344	329.265896679938	676.446647689737	1018.45564071062	1192.57969077807	322.336491202866	665.387679722029	972.150373234687	1200.94438903107
EHI_068170A	30.9073907400067	49.9273105352911	58.0328011762556	110.285107574523	229.453586536542	370.655697364239	436.582732696233	822.506619146204	224.624732545551	364.595988888783	416.732992162841	828.275642158627
EHI_068430A	2.00898039810044	1.40420560880506	0.189340297475548	0.441729402835204	14.9144831248753	10.4246914883692	1.42441348351136	3.29441903529855	14.6006076154608	10.254262187497	1.35965087165691	3.31752593654991
EHI_068610A	19.1625822588042	22.3112668954582	9.08833427882632	10.1597762652097	142.261223652656	165.636764759644	68.3718472085454	75.7716378118666	139.267334178242	162.928832534675	65.2632418395314	76.3030965406479
EHI_069950A	2.47259125920054	3.43250259930126	6.2482298166931	9.71804686237449	18.3562869229234	25.4825791937915	47.005644955875	72.4772187765681	17.9699786036441	25.0659742361038	44.8684787646779	72.985570604098
EHI_073180A	8.34499549980182	36.6653686743544	51.1218803183981	59.6334693827526	61.9524683648664	272.200277751863	384.591640548068	444.746569765304	60.6486777872989	267.7501793402	367.105735347364	447.866001434238
EHI_073410A	0	0	1.04137163611552	1.47243134278401	0	0	7.8342741593125	10.9813967843285	0	0	7.47807979411298	11.0584197884997
EHI_073540A	5.40879337950118	8.73727934367593	1.89340297475548	1.03070193994881	40.1543776438949	64.8647470387419	14.2441348351136	7.68697774902994	39.3093281954715	63.804298055537	13.5965087165691	7.74089385194979
EHI_075530A	3.86342384250084	3.58852544472404	8.70965368387522	11.4849644737153	28.6816983170678	26.6408782480547	65.5230202415227	85.6548949177622	28.0780915681939	26.2053367013813	62.5439400962176	86.2556743502976
EHI_076020A	34.3072037214075	49.7712876898683	74.6947473541038	102.481221457767	254.693481055562	369.497398309976	561.931119245233	764.305216189263	249.333453125562	363.456626423506	536.382268868649	769.666017279579
EHI_077770A	5.56333033320121	3.27647975387848	11.9284387409595	19.436093724749	41.3016455765776	24.3242801395282	89.7380494612159	144.954437553136	40.4324518581992	23.9266117708264	85.658004914385	145.971141208196
EHI_079260A	0.927221722200202	0.780114227113923	1.98807312349326	2.06140387989762	6.88360759609627	5.79149527131624	14.9563415768693	15.3739554980599	6.73874197636654	5.69681232638724	14.2763341523975	15.4817877038996
EHI_080590A	0.618147814800135	0.624091381691138	1.42005223106661	2.50313328273282	4.58907173073085	4.63319621705299	10.6831011263352	18.6683745333584	4.49249465091103	4.55744986110979	10.1973815374268	18.7993136404495
EHI_083100A	1.08175867590024	2.34034268134177	6.62691041164419	16.9329604420162	8.03087552877898	17.3744858139487	49.8544719228977	126.286063019778	7.8618656390943	17.0904369791617	47.5877805079917	127.171827567746
EHI_083140A	0	0.468068536268354	2.5560940159199	18.699878053357	0	3.47489716278974	19.2295820274034	139.463739160972	0	3.41808739583234	18.3552867673682	140.441931313946
EHI_083270A	87.7769897016191	275.380322171215	507.905347978158	538.909871458949	651.64818576378	2044.39783077463	3820.98916951923	4019.19122306423	637.934240429366	2010.97475121469	3647.26346321965	4047.38164259089
EHI_083410A	87.7769897016191	275.380322171215	507.905347978158	538.909871458949	651.64818576378	2044.39783077463	3820.98916951923	4019.19122306423	637.934240429366	2010.97475121469	3647.26346321965	4047.38164259089
EHI_086080A	16.8445279533037	24.6516095768	35.217295330452	84.8120453443592	125.052204662416	183.011250573593	264.940907933114	632.528454777321	122.420479237325	180.019269513837	252.895062128184	636.964979817582
EHI_087570A	215.579050411547	422.197819714055	495.030207749821	922.772722522742	1600.43876609238	3134.35724083635	3724.12905264046	6882.04136473867	1566.75750950522	3083.11483104077	3554.80720394698	6930.31168145276
EHI_087650A	1.3908325833003	2.49636552676455	0.473350743688871	0.294486268556803	10.3254113941444	18.532784868212	3.56103370877841	2.1962793568657	10.1081129645498	18.2297994444392	3.39912717914226	2.21168395769994
EHI_089770A	0	0	4.82817758562648	5.15350969974405	0	0	36.3225438295398	38.4348887451497	0	0	34.6710972272511	38.7044692597489
EHI_090020A	433.939765989694	1019.76531768332	1531.19498568476	3018.33700957295	3221.52835497305	7570.64261866459	11519.2318411564	22510.765268195	3153.73124493954	7446.8730730534	10995.4965990894	22668.6547244455
EHI_092110A	12.3629562960027	9.98546210705821	24.6142386718213	43.4367246121284	91.7814346146169	74.1311394728479	185.173752856477	323.951205137691	89.8498930182205	72.9191977777566	176.754613315398	326.223383760741
EHI_092170A	6.95416291650151	7.17705088944809	21.7741342096881	19.7305799933058	51.627056970722	53.2817564961094	163.807550603807	147.150716910002	50.5405648227491	52.4106734027626	156.359850240544	148.182825165896
EHI_092470A	766.503290352167	1263.78504792455	1752.53379343368	2377.09315979051	5690.44894610625	9382.22233953231	13184.3712033812	17728.3669686199	5570.69336712967	9228.83596874732	12584.9284680563	17852.7129065539
EHI_092930A	21.0170257032046	41.5020768824607	77.0615010725482	92.7631745953929	156.028438844849	308.107548434024	579.736287789125	691.827997412695	152.744818130975	303.070415763801	553.37790476436	696.680446675481
EHI_094810A	0.927221722200202	1.24818276338228	2.46142386718213	5.44799596830085	6.88360759609627	9.26639243410598	18.5173752856477	40.6311681020154	6.73874197636654	9.11489972221958	17.6754613315398	40.9161532174489
EHI_095830A	8.03592159240175	18.098650069043	36.3533371153053	44.761912820634	59.657932499501	134.362690294537	273.487388834182	333.834462243586	58.4024304618434	132.166045972184	261.052967358126	336.175961570391
EHI_096200A	0.927221722200202	0.468068536268354	1.79873282601771	4.41729402835204	6.88360759609627	3.47489716278974	13.5319280933579	32.9441903529855	6.73874197636654	3.41808739583234	12.9166832807406	33.1752593654991
EHI_096340A	135.99251925603	152.434319978061	241.692889727537	344.843420480016	1009.59578076079	1131.65817601519	1818.26381170225	2571.84312688973	988.348823200426	1113.15712857607	1735.59433767004	2589.88191446663
EHI_096360A	20.3988778884044	28.7082035577924	36.9213580077319	67.4373554995079	151.439367114118	213.127025984438	277.760629284716	502.947972722245	148.252323480064	209.64269361105	265.131919973097	506.475626313286
EHI_096790A	36.4707210732079	44.3104881000708	54.5300056729579	108.66543309746	270.75523211312	328.956931410762	410.231083251273	810.427082683443	265.057184403751	323.578940138795	391.579451037189	816.111380391277
EHI_097650A	1.23629562960027	0.936137072536707	2.5560940159199	6.18421163969286	9.17814346146169	6.94979432557949	19.2295820274034	46.1218664941797	8.98498930182205	6.83617479166468	18.3552867673682	46.4453631116987
EHI_097930A	4.94518251840108	4.83670820810632	9.75102531999074	16.6384741734594	36.7125738458468	35.9072706821607	73.3572944008352	124.089783662912	35.9399572072882	35.3202364236009	70.0220198903306	124.960143610047
EHI_098470A	0	0	46.0096922865582	1141.870506329	0	0	346.132476493261	8516.07320624675	0	0	330.395161812628	8575.80454598151
EHI_098800A	33.8435928603074	39.1617342011189	66.1744339677041	85.4010178814728	251.251677257514	290.733062620075	497.832512487221	636.921013491053	245.964082137379	285.979978784639	475.197979644088	641.388347732982
EHI_100350A	2.3180543055005	1.40420560880506	3.88147609824874	8.24561551959048	17.2090189902407	10.4246914883692	29.2004764119829	61.4958219922396	16.8468549409164	10.254262187497	27.8728428689666	61.9271508155983
EHI_100490A	2.93620212030064	3.58852544472404	7.19493130407084	8.24561551959048	21.7980907209715	26.6408782480547	54.1277123734318	61.4958219922396	21.3393495918274	26.2053367013813	51.6667331229624	61.9271508155983
EHI_100810A	31.989149415907	31.9846833116708	13.3484909720262	3.53383522268163	237.484462065321	237.451306123966	100.421150587551	26.3553522823884	232.486598184646	233.569305381877	95.8553864518118	26.5402074923993
EHI_103310A	90.4041179145197	185.667186053114	306.731281910388	469.852841482379	671.151740619386	1378.37587457327	2307.54984328841	3504.16371387922	657.027342695738	1355.84133368016	2202.63441208419	3528.74175451025
EHI_103400A	6.02694119430131	2.49636552676455	0.662691041164419	0.588972537113606	44.7434493746258	18.532784868212	4.98544719228977	4.3925587137314	43.8018228463825	18.2297994444392	4.75877805079917	4.42336791539988
EHI_103510A	73.2505160538159	123.258047884	255.420061294515	562.910502346329	543.805000091605	915.056252867966	1921.53378925683	4198.18799064878	532.360616132957	900.096347569183	1834.16902586517	4227.63388514343
EHI_104360A	40.9522927305089	58.3525441881214	95.2381696302008	181.256298296712	304.026002160919	433.203846294455	716.479982206216	1351.80994415084	297.627770622856	426.121562013765	683.904388443423	1361.29147596431
EHI_105140A	389.896734185185	667.30970987325	1072.13943445529	1692.7070716645	2894.55699415848	4954.04505508391	8065.74135038309	12624.213743264	2833.64100106213	4873.05326399164	7699.02306075723	12712.7593888592
EHI_105280A	4.79064556470104	5.77284528064303	12.8751402283373	16.0495016363458	35.5653059131641	42.8570650077402	96.8601168787727	119.697224949181	34.8168335445605	42.1564112152655	92.4562592726696	120.536775694647
EHI_107170A	77.5775507574169	67.8699377589113	33.6079028019098	6.62594104252806	575.928502206721	503.860088604513	252.833393323267	49.4162855294782	563.808078689334	495.62267239569	241.338029719101	49.7628890482486
EHI_109870A	1.69990649070037	2.34034268134177	5.11218803183981	4.85902343118725	12.6199472595098	17.3744858139487	38.4591640548068	36.238609388284	12.3543602900053	17.0904369791617	36.7105735347364	36.492785302049
EHI_110570A	16.3809170922036	16.0703530785468	32.282520719581	58.4555243085254	121.610400864367	119.304802589115	242.862498938687	435.961452337841	119.051108249142	117.354333923577	231.820473617502	439.019265603438
EHI_111760A	539.488505366817	793.376168974859	1262.04775282327	1477.58485248376	4005.11235299535	5889.95069092862	9494.42807434499	11019.8316730736	3920.8247065826	5793.65813593582	9062.7528850291	11097.1242577594
EHI_112800A	9.11768026830199	12.9498961700911	23.6675371844435	33.1297052126403	67.68880802828	96.1388215038496	178.05168543892	247.081427647391	66.2642961009377	94.5670846180281	169.956358957113	248.814445241243
EHI_114920A	24.4168386846053	97.5142783892403	185.837501972251	377.973125692656	181.268333363868	723.93690891453	1398.0618340664	2818.92455453712	177.453538710986	712.101540798405	1334.49733053125	2838.69635970787
EHI_115360A	2.93620212030064	4.83670820810632	10.1297059149418	14.2825840250049	21.7980907209715	35.9072706821607	76.2061213678579	106.519548807986	21.3393495918274	35.3202364236009	72.7413216336444	107.266671948447
EHI_116040A	0.772684768500168	0	2.65076416465768	3.53383522268163	5.73633966341356	0	19.9417887691591	26.3553522823884	5.61561831363878	0	19.0351122031967	26.5402074923993
EHI_117270A	61.8147814800135	41.970145418729	11.2657476997951	0.736215671392007	458.907173073085	311.582445596814	84.7526022689261	5.49069839216425	449.249465091103	306.488503159633	80.8992268635859	5.52920989424985
EHI_117850A	181.42638364384	422.665888250323	664.963124734126	1135.83353782359	1346.8925529695	3137.83213799914	5002.54015409191	8471.049479431	1318.54718004239	3086.5329184366	4775.09386125905	8530.46502484866
EHI_118270A	668.372324752646	1332.27907706516	2379.72352882143	8561.45204261765	4961.93380885273	9890.71562435387	17902.7408675126	63851.331602478	4857.50984129755	9729.01609100412	17088.7719804198	64299.1818602315
EHI_118670A	4.32703470360094	6.39693666233417	13.0644805258128	26.7982504386691	32.1235021151159	47.4902612247932	98.2845303622841	199.861421474779	31.4474625563772	46.7138610763753	93.8159101443265	201.263240150694
EHI_118750A	564.832565773623	1465.99065559248	1858.56436001998	3593.17420579583	4193.26429395531	10883.3779138575	13982.0427541475	26797.9025727968	4105.01698726995	10705.4497237469	13346.3329561842	26985.8618098758
EHI_119540A	129.656504154328	187.69548304361	362.681339814413	627.550238294547	962.557795520795	1393.43376227869	2728.46402766602	4680.2713094808	942.300753028588	1370.65304572877	2604.4112446588	4713.09851385857
EHI_120470A	1.23629562960027	1.24818276338228	2.5560940159199	3.38659208840323	9.17814346146169	9.26639243410598	19.2295820274034	25.2572126039555	8.98498930182205	9.11489972221958	18.3552867673682	25.4343655135493
EHI_123020A	4.94518251840108	2.96443406303291	0	0	36.7125738458468	22.0076820310017	0	0	35.9399572072882	21.6478868402715	0	0
EHI_126130A	2.62712821290057	2.0282969904962	4.54416713941316	9.42356059381769	19.5035548556061	15.0578877054222	34.1859236042727	70.2809394197023	19.0931022663719	14.8117120486068	32.6316209197657	70.773886646398
EHI_126210A	7.26323682390158	10.4535306433266	19.1233700450304	27.9761955128963	53.9215928360874	77.6060366356376	143.865761834648	208.646538902241	52.7868121482046	76.337285173589	137.324738037347	210.109975981494
