edgeR_CDC5_1	edgeR_CDC5_2	edgeR_pEhEx_1	edgeR_pEhEx_2	limma_CDC5_1	limma_CDC5_2	limma_pEhEx_1	limma_pEhEx_2	NOISeq_CDC5_1	NOISeq_CDC5_2	NOISeq_pEhEx_1	NOISeq_pEhEx_2	DESeq2_CDC5_1	DESeq2_CDC5_2	DESeq2_pEhEx_1	DESeq2_pEhEx_2
EHI_009950A	1.10233090313264	1.00006278115667	2.34757321059067	2.57909230298297	1.10233090313264	1.00006278115667	2.34757321059067	2.57909230298297	8.09162009595767	7.70262245174018	16.8826078081427	18.9317337006886	7.860639004256	7.24235733060453	16.145538892496	18.9853323758405
EHI_010020A	17.6372944501223	18.2868622840077	57.2807863384124	181.109592831693	17.6372944501223	18.2868622840077	57.2807863384124	181.109592831693	129.465921535323	140.847953403249	411.935630518682	1329.42841098169	125.770224068096	132.431676902483	393.951148976902	1333.19222905902
EHI_010030A	26.823385309561	9.00056503041004	66.1076616102334	110.327837405383	26.823385309561	9.00056503041004	66.1076616102334	110.327837405383	196.896089001637	69.3236020656617	475.414235877299	809.857497196123	191.275549103563	65.1812159754408	454.658375212687	812.150329410954
EHI_011400A	6.98142905317341	2.00012556231334	1.12683514108352	0.429848717163828	6.98142905317341	2.00012556231334	1.12683514108352	0.429848717163828	51.2469272743986	15.4052449034804	8.1036517479085	3.15528895011477	49.7840470269547	14.4847146612091	7.74985866839807	3.16422206264008
EHI_012570A	9.18609085943869	8.57196669562861	18.3110710426072	26.3640546527148	9.18609085943869	8.57196669562861	18.3110710426072	26.3640546527148	67.430167466314	66.022478157773	131.684340903513	193.524388940372	65.5053250354667	62.0773485480389	125.935203361469	194.072286508592
EHI_013220A	68.1607941770351	71.8616541316865	158.695949035929	249.025690143578	68.1607941770351	71.8616541316865	158.695949035929	249.025690143578	500.33184260005	553.48844188933	1141.26428783045	1827.96406509982	486.049511763163	520.415105327726	1091.43842913273	1833.13931495615
EHI_013340A	4.59304542971935	4.71458168259573	12.7707982656133	15.1879880064553	4.59304542971935	4.71458168259573	12.7707982656133	15.1879880064553	33.715083733157	36.3123629867752	91.8413864762964	111.486876237388	32.7526625177333	34.1425417014214	87.8317315751781	111.802512879949
EHI_014010A	14.1465799235356	11.5721550390986	5.82198156226487	6.30444785173615	14.1465799235356	11.5721550390986	5.82198156226487	6.30444785173615	103.842457898123	89.1303455129936	41.8688673641939	46.2775712683499	100.878200554619	83.8044205398525	40.04093645339	46.4085902520545
EHI_014110A	523.423457170817	776.905914847139	1253.97970616911	1628.84007223947	523.423457170817	776.905914847139	1253.97970616911	1628.84007223947	3842.17094223057	5983.83727036616	9018.01378679751	11956.4415949682	3732.49342052089	5626.27702340392	8624.30105481565	11990.2921360308
EHI_014250A	57.8723724144638	46.5743523795821	10.9866426255643	23.9282452554531	57.8723724144638	46.5743523795821	10.9866426255643	23.9282452554531	424.810055037778	358.7221313239	79.0106045421079	175.644418223055	412.68354772344	337.286927111011	75.5611220168811	176.141694820298
EHI_015310A	417.232246835705	492.888084998645	1196.88672568755	1653.34144911781	417.232246835705	492.888084998645	1196.88672568755	1653.34144911781	3062.67820631998	3796.29249407195	8607.42876490348	12136.2930651248	2975.2518631109	3569.44754151223	8231.64154895015	12170.6527936013
EHI_015320A	2116.1078903803	1784.39773380669	868.88379670382	959.279053803944	2116.1078903803	1784.39773380669	868.88379670382	959.279053803944	15533.2133775401	13743.6792031764	6248.59080194978	7041.55317367279	15089.8066751701	12922.4347227501	5975.78685489061	7061.48890312511
EHI_015440A	16.5349635469897	15.2866739405377	37.6550742978744	58.0295768171168	16.5349635469897	15.2866739405377	37.6550742978744	58.0295768171168	121.374301439365	117.740086048029	270.797029242609	425.964008265493	117.90958506384	110.704604910669	258.974443835635	427.169978456411
EHI_016370A	477.676724690812	385.881367414881	223.582872576656	180.536461208808	477.676724690812	385.881367414881	223.582872576656	180.536461208808	3506.36870824833	2972.11189173575	1607.89956764751	1325.2213590482	3406.27690184427	2794.51530713755	1537.70112412132	1328.97326630883
EHI_017030A	3.67443634377548	3.85738501303287	13.334215836155	22.3521332925191	3.67443634377548	3.85738501303287	13.334215836155	22.3521332925191	26.9720669865256	29.7101151709979	95.8932123502506	164.075025405968	26.2021300141867	27.9348068466175	91.7066609093771	164.539547257284
EHI_017570A	1.28605272032142	1.4286611159381	0.375611713694508	0.143282905721276	1.28605272032142	1.4286611159381	0.375611713694508	0.143282905721276	9.44022344528395	11.0037463596288	2.70121724930283	1.05176298337159	9.17074550496533	10.3462247580065	2.58328622279936	1.05474068754669
EHI_017650A	0.551165451566322	0.28573222318762	1.50244685477803	1.43282905721276	0.551165451566322	0.28573222318762	1.50244685477803	1.43282905721276	4.04581004797884	2.20074927192577	10.8048689972113	10.5176298337159	3.930319502128	2.0692449516013	10.3331448911974	10.5474068754669
EHI_017660A	5.51165451566322	7.0004394680967	27.5135580281227	64.7638733860168	5.51165451566322	7.0004394680967	27.5135580281227	64.7638733860168	40.4581004797884	53.9183571621813	197.864163511433	475.396868483958	39.30319502128	50.6965013142317	189.225715820053	476.742790771105
EHI_017750A	32.3350398252242	20.1441217347272	89.2077820024456	126.088957034723	32.3350398252242	20.1441217347272	89.2077820024456	126.088957034723	237.354189481425	155.152823670767	641.539096709423	925.551425366998	230.578744124843	145.881769087891	613.530477914847	928.17180504109
EHI_020080A	47.95139428627	35.1450634520773	100.757842198552	120.500923711593	47.95139428627	35.1450634520773	100.757842198552	120.500923711593	351.985474174159	270.692160446869	724.601527125485	884.532669015506	341.937796685136	254.517129046959	692.966529265927	887.036918226769
EHI_020990A	0	0	1.59634978320166	4.44177007735956	0	0	1.59634978320166	4.44177007735956	0	0	11.480173309537	32.6046524845192	0	0	10.9789664468973	32.6969613139475
EHI_022010A	136.505310171259	140.437387696715	556.187045053142	477.418641863292	136.505310171259	140.437387696715	556.187045053142	477.418641863292	1002.01228854943	1081.66826715151	3999.82744190517	3504.47426059413	973.409130027035	1017.03389371204	3825.20107441014	3514.39597090558
EHI_022500A	0.918609085943869	0.857196669562861	1.97196149689616	2.00596068009787	0.918609085943869	0.857196669562861	1.97196149689616	2.00596068009787	6.7430167466314	6.6022478157773	14.1813905588399	14.7246817672022	6.55053250354667	6.20773485480389	13.5622526696966	14.7663696256537
EHI_023000A	3.67443634377548	3.42878667825144	14.7427597625094	21.3491529524701	3.67443634377548	3.42878667825144	14.7427597625094	21.3491529524701	26.9720669865256	26.4089912631092	106.022777035136	156.712684522367	26.2021300141867	24.8309394192155	101.393984244875	157.156362444457
EHI_023400A	481.902326486154	555.463441876734	161.794745673909	62.757912705919	481.902326486154	555.463441876734	161.794745673909	62.757912705919	3537.38658528283	4278.25658462369	1163.5493301372	460.672186716756	3436.40935136058	4022.61218591292	1112.75054047082	461.976421145452
EHI_024240A	9.92097812819379	23.2871761897911	43.9465705022574	78.2324665238168	9.92097812819379	23.2871761897911	43.9465705022574	78.2324665238168	72.8245808636191	179.36106566195	316.042418168432	574.262588920887	70.745751038304	168.643463555506	302.244488067525	575.888415400495
EHI_024510A	14.1465799235356	18.2868622840077	31.0818693082205	44.2744178678743	14.1465799235356	18.2868622840077	31.0818693082205	44.2744178678743	103.842457898123	140.847953403249	223.52572737981	324.994761861821	100.878200554619	132.431676902483	213.766934936647	325.914872451928
EHI_025230A	47.7676724690812	53.2890596244912	102.26028905333	152.309728781717	47.7676724690812	53.2890596244912	102.26028905333	152.309728781717	350.636870824833	410.439739214156	735.406396122697	1118.024051324	340.627690184427	385.914183473642	703.299674157124	1121.18935086213
EHI_025360A	23.1489489657855	21.7156489622591	51.1770959908767	54.3042212683637	23.1489489657855	21.7156489622591	51.1770959908767	54.3042212683637	169.924022015111	167.256944666358	368.040850217511	398.618170697832	165.073419089376	157.262616321698	351.972747856412	399.746720580197
EHI_025400A	6.61398541879586	6.14324279853384	11.7378660529534	17.4805144979957	6.61398541879586	6.14324279853384	11.7378660529534	17.4805144979957	48.5497205757461	47.316109346404	84.4130390407136	128.315083971334	47.163834025536	44.4887664594279	80.7276944624798	128.678363880697
EHI_025830A	113.540083022662	118.86460484605	217.573085157544	268.225599510229	113.540083022662	118.86460484605	217.573085157544	268.225599510229	833.43686988364	915.511697121119	1564.68009165867	1968.90030487161	809.645817438368	860.805899866139	1496.36854455653	1974.47456708741
EHI_025840A	2.57210544064283	2.42872389709477	0	0	2.57210544064283	2.42872389709477	0	0	18.8804468905679	18.706368811369	0	0	18.3414910099307	17.588582088611	0	0
EHI_026360A	1.65349635469896	2.57159000868858	5.35246692014673	11.1760666462595	1.65349635469896	2.57159000868858	5.35246692014673	11.1760666462595	12.1374301439365	19.8067434473319	38.4923458025654	82.0375127029839	11.790958506384	18.6232045644117	36.8118286748908	82.2697736286421
EHI_027520A	4.40932361253057	5.00031390578335	10.5171279834462	12.8954615149149	4.40932361253057	5.00031390578335	10.5171279834462	12.8954615149149	32.3664803838307	38.5131122587009	75.6340829804794	94.658668503443	31.442556017024	36.2117866530227	72.3320142383819	94.9266618792024
EHI_027610A	28.1094380298824	25.7159000868858	107.331047188206	114.196475859857	28.1094380298824	25.7159000868858	107.331047188206	114.196475859857	206.336312446921	198.067434473319	771.872828988285	838.255097747156	200.446294608528	186.232045644117	738.174038164916	840.628327974715
EHI_028930A	5.32793269847444	4.2859833478143	1.97196149689616	1.86267777437659	5.32793269847444	4.2859833478143	1.97196149689616	1.86267777437659	39.1094971304621	33.0112390788865	14.1813905588399	13.6729187838307	37.9930885205707	31.0386742740194	13.5622526696966	13.711628938107
EHI_028990A	10.6558653969489	8.71483280722242	42.2563177906321	91.844342567338	10.6558653969489	8.71483280722242	42.2563177906321	91.844342567338	78.2189942609242	67.1228527937359	303.886940546569	674.180072341188	75.9861770411413	63.1119710238395	290.619700064927	676.08878071743
EHI_029210A	4.40932361253057	2.42872389709477	8.45126355812642	13.0387444206361	4.40932361253057	2.42872389709477	8.45126355812642	13.0387444206361	32.3664803838307	18.706368811369	60.7773881093138	95.7104314868146	31.442556017024	17.588582088611	58.1239400129855	95.9814025667491
EHI_030070A	685.282378114127	891.484536345375	2077.50838844432	2697.87383182591	685.282378114127	891.484536345375	2077.50838844432	2697.87383182591	5030.29049298702	6866.33772840839	14940.432605894	19803.6452139036	4886.69724764581	6456.04424899604	14288.1560983032	19859.7124058167
EHI_030150A	2.93954907502038	3.14305445506382	0.469514642118135	1.00298034004893	2.93954907502038	3.14305445506382	0.469514642118135	1.00298034004893	21.5776535892205	24.2082419911834	3.37652156162854	7.36234088360112	20.9617040113493	22.7616944676142	3.22910777849919	7.38318481282685
EHI_030170A	7.7163163219285	5.85751057534622	14.1793421919677	23.0685478211255	7.7163163219285	5.85751057534622	14.1793421919677	23.0685478211255	56.6413406717037	45.1153600744782	101.970951161182	169.333840322826	55.024473029792	42.4195215078266	97.5190549106756	169.813250695018
EHI_030390A	3.85815816096425	7.28617169128432	13.8037304782732	29.9461272957467	3.85815816096425	7.28617169128432	13.8037304782732	29.9461272957467	28.3206703358519	56.1191064341071	99.2697339118792	219.818463524662	27.512236514896	52.765746265833	94.9357686878763	220.440803697259
EHI_031240A	7.7163163219285	7.85763613765956	17.9354593289127	32.3819366930084	7.7163163219285	7.85763613765956	17.9354593289127	32.3819366930084	56.6413406717037	60.5206049779586	128.98312365421	237.698434241979	55.024473029792	56.9042361690356	123.351917138669	238.371395385553
EHI_032670A	0.918609085943869	0.857196669562861	2.34757321059067	6.73429656889998	0.918609085943869	0.857196669562861	2.34757321059067	6.73429656889998	6.7430167466314	6.6022478157773	16.8826078081427	49.4328602184647	6.55053250354667	6.20773485480389	16.145538892496	49.5728123146946
EHI_032780A	1.46977453751019	1.28579500434429	5.9158844906885	13.8984418549638	1.46977453751019	1.28579500434429	5.9158844906885	13.8984418549638	10.7888267946102	9.90337172366595	42.5441716765196	102.021009387044	10.4808520056747	9.31160228220583	40.6867580090898	102.309846692029
EHI_035060A	0	0	21.4098676805869	16.0476854407829	0	0	21.4098676805869	16.0476854407829	0	0	153.969383210262	117.797454137618	0	0	147.247314699563	118.13095700523
EHI_035160A	6.06281996722954	9.28629725359766	3.00489370955606	2.57909230298297	6.06281996722954	9.28629725359766	3.00489370955606	2.57909230298297	44.5039105277672	71.5243513375874	21.6097379944227	18.9317337006886	43.233514523408	67.2504609270421	20.6662897823948	18.9853323758405
EHI_035220A	0.734887268755096	2.00012556231334	15.5878861183221	14.4715734778489	0.734887268755096	2.00012556231334	15.5878861183221	14.4715734778489	5.39441339730512	15.4052449034804	112.100515846068	106.22806132053	5.24042600283733	14.4847146612091	107.206378246173	106.528809442216
EHI_035400A	4.59304542971935	3.85738501303287	9.95371041290445	8.59697434327657	4.59304542971935	3.85738501303287	9.95371041290445	8.59697434327657	33.715083733157	29.7101151709979	71.5822571065251	63.1057790022953	32.7526625177333	27.9348068466175	68.4570849041829	63.2844412528016
EHI_035510A	6.06281996722954	5.28604612897098	15.7756919751693	17.0506657808319	6.06281996722954	5.28604612897098	15.7756919751693	17.0506657808319	44.5039105277672	40.7138615306267	113.451124470719	125.159795021219	43.233514523408	38.281031604624	108.498021357573	125.514141818057
EHI_035600A	263.640807665891	242.443791374696	528.861292881867	636.60595011963	263.640807665891	242.443791374696	528.861292881867	636.60595011963	1935.24580628321	1867.33575722901	3803.31388701839	4672.98293511997	1880.00282851789	1755.7543414337	3637.26700170149	4686.21287476996
EHI_035650A	6.06281996722954	5.85751057534622	17.5598476152182	20.2028897066999	6.06281996722954	5.85751057534622	17.5598476152182	20.2028897066999	44.5039105277672	45.1153600744782	126.281906404908	148.298580655394	43.233514523408	42.4195215078266	120.76863091587	148.718436944084
EHI_035670A	7.34887268755096	4.14311723622049	26.66843167231	42.1251742820552	7.34887268755096	4.14311723622049	26.66843167231	42.1251742820552	53.9441339730512	31.9108644429236	191.786424700501	309.218317111247	52.4042600283733	30.0040517982188	183.413321818754	310.093762138728
EHI_036560A	5.32793269847444	6.14324279853384	21.1281588953161	17.9103632151595	5.32793269847444	6.14324279853384	21.1281588953161	17.9103632151595	39.1094971304621	47.316109346404	151.943470273284	131.470372921449	37.9930885205707	44.4887664594279	145.309850032464	131.842585943337
EHI_037120A	0.734887268755096	0.714330557969051	1.69025271162528	1.71939486865531	0.734887268755096	0.714330557969051	1.69025271162528	1.71939486865531	5.39441339730512	5.50187317981442	12.1554776218628	12.6211558004591	5.24042600283733	5.17311237900324	11.6247880025971	12.6568882505603
EHI_037810A	2.38838362345406	2.8573222318762	8.7329723433973	12.465612797751	2.38838362345406	2.8573222318762	8.7329723433973	12.465612797751	17.5318435412416	22.0074927192577	62.8033010462909	91.5033795533282	17.0313845092213	20.692449516013	60.061404680085	91.7624398165623
EHI_037820A	4.59304542971935	4.2859833478143	1.97196149689616	0.573131622885105	4.59304542971935	4.2859833478143	1.97196149689616	0.573131622885105	33.715083733157	33.0112390788865	14.1813905588399	4.20705193348635	32.7526625177333	31.0386742740194	13.5622526696966	4.21896275018677
EHI_038300A	2.02093998907651	1.71439333912572	12.9586041224605	10.7462179290957	2.02093998907651	1.71439333912572	12.9586041224605	10.7462179290957	14.8346368425891	13.2044956315546	93.1919951009478	78.8822237528692	14.4111715078027	12.4154697096078	89.1233746865777	79.105551566002
EHI_038540A	1.10233090313264	1.57152722753191	3.66221420852145	4.44177007735956	1.10233090313264	1.57152722753191	3.66221420852145	4.44177007735956	8.09162009595767	12.1041209955917	26.3368681807026	32.6046524845192	7.860639004256	11.3808472338071	25.1870406722937	32.6969613139475
EHI_039020A	0.918609085943869	6.85757335650289	23.2879262490595	194.721468875214	0.918609085943869	6.85757335650289	23.2879262490595	194.721468875214	6.7430167466314	52.8179825262184	167.475469456776	1429.34589440199	6.55053250354667	49.6618788384311	160.16374581356	1433.39259437596
EHI_040310A	85.0632013584023	68.1471352302474	164.987445240312	177.814086000104	85.0632013584023	68.1471352302474	164.987445240312	177.814086000104	624.403350738067	524.878701354295	1186.50967675627	1305.23786236414	606.579309828421	493.514920956909	1134.70847336462	1308.93319324545
EHI_040340A	173.80083906058	155.581195525659	57.7503009805305	105.886067328023	173.80083906058	155.581195525659	57.7503009805305	105.886067328023	1275.77876846266	1198.30797856358	415.312152080311	777.252844711604	1239.36074967103	1126.70387614691	397.180256755401	779.453368097006
EHI_040400A	21.3117307938978	21.4299167390715	41.8807060769376	63.6176101402466	21.3117307938978	21.4299167390715	41.8807060769376	63.6176101402466	156.437988521848	165.056195394433	301.185723297266	466.982764616985	151.972354082283	155.193371370097	288.036413842128	468.304865270732
EHI_041580A	14.6977453751019	12.2864855970677	2.81708785270881	5.30146751168722	14.6977453751019	12.2864855970677	2.81708785270881	5.30146751168722	107.888267946102	94.632218692808	20.2591293697713	38.9152303847488	104.808520056747	88.9775329188557	19.3746466709952	39.0254054392277
EHI_041880A	0	0	2.34757321059067	2.29252649154042	0	0	2.34757321059067	2.29252649154042	0	0	16.8826078081427	16.8282077339454	0	0	16.145538892496	16.8758510007471
EHI_044220A	3.85815816096425	1.85725945071953	0.845126355812642	0.429848717163828	3.85815816096425	1.85725945071953	0.845126355812642	0.429848717163828	28.3206703358519	14.3048702675175	6.07773881093138	3.15528895011477	27.512236514896	13.4500921854084	5.81239400129855	3.16422206264008
EHI_044550A	18171.0063290557	14754.2119426276	7544.16126955419	7709.76659105043	18171.0063290557	14754.2119426276	7544.16126955419	7709.76659105043	133383.614265116	113638.989779795	54253.9484522474	56593.2626092584	129576.083452657	106848.56694336	51885.303784925	56753.4869155125
EHI_044610A	0.918609085943869	0.28573222318762	1.78415564004891	4.58505298308084	0.918609085943869	0.28573222318762	1.78415564004891	4.58505298308084	6.7430167466314	2.20074927192577	12.8307819341885	33.6564154678908	6.55053250354667	2.0692449516013	12.2706095582969	33.7517020014942
EHI_044770A	556.493384264796	591.32283588678	1020.44312317955	1456.04088793961	556.493384264796	591.32283588678	1020.44312317955	1456.04088793961	4084.9195451093	4554.45061825037	7338.53196204348	10688.0154370221	3968.31259064857	4282.30242733888	7018.14284579015	10718.2748668495
EHI_044820A	4.96048906409689	8.85769891881623	22.3488969648232	37.5401212989744	4.96048906409689	8.85769891881623	22.3488969648232	37.5401212989744	36.4122904318095	68.2232274296988	160.722426333519	275.561901643356	35.372875519152	64.1465934996402	153.705530256562	276.342060137234
EHI_044830A	7748.83508357092	7168.7357475542	3386.32740481283	3811.61185799739	7748.83508357092	7168.7357475542	3386.32740481283	3811.61185799739	56880.0434645345	55214.5984833456	24352.8241110897	27978.998883651	55256.3618804175	51915.2865907249	23289.6169416476	28058.2117701171
EHI_045280A	2.57210544064283	1.85725945071953	7.3244284170429	9.0268230604404	2.57210544064283	1.85725945071953	7.3244284170429	9.0268230604404	18.8804468905679	14.3048702675175	52.6737363614053	66.2610679524101	18.3414910099307	13.4500921854084	50.3740813445874	66.4486633154417
EHI_046600A	4.59304542971935	4.00025112462668	11.831768981377	19.9163238952574	4.59304542971935	4.00025112462668	11.831768981377	19.9163238952574	33.715083733157	30.8104898069607	85.0883433530393	146.195054688651	32.7526625177333	28.9694293224181	81.3735160181797	146.60895556899
