CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3
EHI_000130A	72.5948484010218	40.9976358771933	280.545406697294	169.929668068882	411.348548964777	466.866261102271
EHI_000140A	111.027415201563	145.248767107771	643.770442068602	342.739500003338	324.160541303765	37.8540211704544
EHI_000240A	876.831894412342	752.013778090231	1122.88829028212	1140.54489076741	1837.65493070134	2071.45615849431
EHI_000250A	492.506226406932	510.713406927322	232.492289177355	315.377943280383	310.747001663609	642.81735950568
EHI_000260A	12.8108556001803	107.765214305765	2.11999047882086	105.846022059854	63.71431329074	49.0700274431817
EHI_000280A	58.3605644008214	42.168996902256	171.71922878449	53.283031513124	79.3634428709217	60.2860337159089
EHI_000290A	17.0811408002404	26.9413035764413	14.1332698588058	18.0010241598392	13.4135396401558	79.2130443011361
EHI_000300A	49.8199940007012	70.2816615037599	48.0531175199396	129.607373950842	109.543907061272	30.8440172499999
EHI_000410A	14.2342840002004	19.9131374260653	52.2930984775813	27.3615567229556	23.4736943702726	63.7910356761362
EHI_000430A	9.96399880014025	25.7699425513786	2.11999047882086	25.2014338237749	13.4135396401558	10.5150058806818
EHI_000440A	334.505674004708	324.467003942358	520.810994296992	392.422326684494	262.681817953051	295.822165443181
EHI_000480A	15.6577124002204	28.112664601504	2.82665397176115	24.4813928573813	21.2381044302467	11.2160062727272
EHI_000510A	10040.8639337413	10924.1129197344	4095.11494158897	9049.47486563436	11517.7593710138	7532.95021292043
EHI_000520A	22.7748544003206	14.056332300752	31.0931936893727	16.5609422270521	19.0025144902207	12.6180070568181
EHI_000540A	32.7388532004608	30.4553866516293	46.639790534059	31.681802521317	12.2957446701428	74.3060415568179
EHI_000550A	306.037106004308	323.295642917296	355.451736948965	279.375894960704	251.503868252921	119.871067039772
EHI_000560A	81.135418801142	66.7675784285719	105.292860448103	45.3625808827948	45.8295937705322	8.41200470454543
EHI_000570A	85.4057040012021	73.7957445789479	118.012803321028	48.242744748369	45.8295937705322	132.48907409659
EHI_000580A	155.153695602184	162.819182483711	103.172869969282	134.647660715597	111.779497001298	173.147096835227
EHI_000590A	14296.9148498012	13372.2574621154	3373.61151529693	10072.6530788796	10996.8669149877	6337.04354409089
EHI_000610A	1639.78951682308	1390.40553674938	1106.63502994449	1405.51996640024	2547.45473665959	3733.52808803408
EHI_000620A	1.42342840002004	1.17136102506267	21.9065682811489	18.0010241598392	31.2982591603635	56.0800313636362
EHI_000650A	38.432566800541	71.4530225288226	2.11999047882086	74.1642195385375	59.243133410688	47.6680266590908
EHI_000660A	21.3514260003005	25.7699425513786	7.77329842234317	23.7613518909877	10.0601547301168	18.2260101931818
EHI_000670A	17.0811408002404	9.37088820050132	21.1999047882086	7.92045063032925	11.1779497001298	96.037053710227
EHI_000690A	0	0	57.9464064211036	132.487537816416	333.102901063869	0
EHI_000700A	61.2074212008615	70.2816615037599	14.839933351746	56.8832363450919	58.1253384406751	27.3390152897726
EHI_000710A	22.7748544003206	33.9694697268173	5.6533079435223	33.1218844541041	29.0626692203375	9.81400548863633
EHI_000720A	128.108556001803	131.192434807019	40.9864825905367	156.968930673798	119.604061791389	150.715084289772
EHI_000730A	370.091384005209	482.600742325818	106.706187433983	659.557525216508	933.35879996084	1932.65808086931
EHI_000740A	163.694266002304	124.164268656643	146.98600653158	89.2850798328024	88.3058026310256	31.5450176420454
EHI_000780A	11.3874272001603	40.9976358771933	4.94664445058201	20.1611470590199	32.4160541303765	1.4020007840909
EHI_000790A	83.9822756011821	65.5962174035093	154.052641460983	51.1229086139433	44.7117988005193	214.506119965908
EHI_000800A	317.424533204468	309.239310616544	144.159352559819	247.694092439387	235.854738672739	391.158218761362
EHI_000900A	17.0811408002404	9.37088820050132	45.2264635481784	19.4411060926263	39.1228239504544	78.5120439090907
EHI_001050A	570.794788408034	521.255656152886	459.331270411187	557.311707988621	552.190715186413	846.107473198861
EHI_001060A	0	3.514083075188	10.5999523941043	15.8409012606585	17.8847195202077	15.422008625
EHI_001070A	629.155352808856	619.64998225815	903.115943977688	642.276542023063	727.684525478451	229.227128198863
EHI_001100A	35.5857100005009	18.7417764010026	72.0796762799094	18.0010241598392	21.2381044302467	208.898116829545
EHI_001120A	76.8651336010819	55.0539681779453	272.065444782011	75.6043014713246	100.601547301168	49.7710278352271
EHI_001130A	3807.67097005359	2517.25484285967	4553.03288501427	1106.70296534691	2029.91566554357	27.3390152897726
EHI_001140A	18.5045692002605	23.4272205012533	16.9599238305669	41.0423350844334	33.5338491003895	3.50500196022726
EHI_001150A	78.2885620011019	91.3661599548879	14.839933351746	82.8047111352603	52.5363635906101	25.2360141136363
EHI_001180A	17.0811408002404	11.7136102506267	33.9198476611338	7.92045063032925	4.47117988005193	154.921086642045
EHI_001400A	1373.60840601933	2003.02735285716	79.1463112093122	1721.61795064702	2134.9883927248	1859.75404009658
EHI_001410A	15.6577124002204	23.4272205012533	9.18662540822374	25.2014338237749	15.6491295801817	18.2260101931818
EHI_001420A	9965.42222854027	8822.691240772	10272.767196873	8721.13618495889	11957.0527942289	3612.25502021022
EHI_001430A	12.8108556001803	15.2276933258147	14.1332698588058	8.64049159672281	17.8847195202077	2.10300117613636
EHI_001635A	133.802269601883	330.323809067672	43.1064730693576	394.582449583675	234.736943702726	29.442016465909
EHI_001780A	7954.11789931196	5299.2372773835	23779.9332009336	4557.85931727128	2787.78065521238	21448.5089954147
EHI_001790A	11.3874272001603	4.68544410025066	12.7199428729252	6.48036869754211	2.23558994002596	16.8240094090909
EHI_001800A	15.6577124002204	11.7136102506267	23.3198952670295	8.64049159672281	1.11779497001298	34.3490192102272
EHI_001810A	669.011348009417	593.880039706771	894.635982062404	609.874698535352	499.654351595803	302.13116897159
EHI_001820A	0	30.4553866516293	23.3198952670295	24.4813928573813	23.4736943702726	25.2360141136363
EHI_001830A	35.5857100005009	36.3121917769426	18.3732508164475	50.4028676475497	43.5940038305063	72.904040772727
EHI_001840A	103.910273201463	149.934211208021	59.3597334069842	120.246841387726	138.60657628161	279.699156426135
EHI_001850A	159.423980802244	145.248767107771	115.186149349267	169.209627102488	146.431141071701	380.643212880681
EHI_001860A	15.6577124002204	9.37088820050132	29.6798667034921	5.76032773114854	0	27.3390152897726
EHI_001870A	12.8108556001803	2.34272205012533	21.9065682811489	9.36053256311638	3.35338491003895	18.2260101931818
EHI_001900A	8.54057040012021	0	12.7199428729252	1.44008193278714	2.23558994002596	9.81400548863633
EHI_001910A	15.6577124002204	14.056332300752	16.2532603376266	15.8409012606585	10.0601547301168	46.9670262670453
EHI_001940A	424.18166320597	289.326173190478	3291.63855011586	947.573911773935	1398.36150748624	2342.04230982386
EHI_001950A	153.730267202164	204.988179385966	151.225987489222	243.373846641026	298.451256993466	26.6380148977272
EHI_001990A	37.0091384005209	23.4272205012533	66.4263683363871	38.8822121852527	8.94235976010385	82.7180462613634
EHI_002110A	167.964551202364	163.990543508773	72.0796762799094	163.44929937134	99.4837523311554	37.8540211704544
EHI_002130A	95.3697028013424	138.220600957395	38.8664921117158	163.44929937134	131.899806461532	80.615045085227
EHI_002140A	384.32566800541	297.525700365917	324.358543259592	258.494706935291	259.328433043012	550.986308147725
EHI_002150A	22.7748544003206	23.4272205012533	15.5465968446863	25.9214747901684	22.3558994002596	14.020007840909
EHI_002160A	1570.0415252221	1609.4500484361	239.558924106758	1389.67906513959	1712.46189405989	919.011513971588
EHI_002180A	809.9307596114	807.067746268177	702.423511982646	564.512117652557	335.338491003894	271.28715172159
EHI_002190A	372.938240805249	338.52333624311	849.409518514226	133.20757878281	394.581624414583	4.20600235227271
EHI_002200A	149.459982002104	282.298007040102	59.3597334069842	182.170364497573	138.60657628161	18.2260101931818
EHI_002210A	15.6577124002204	16.3990543508773	0.706663492940288	19.4411060926263	22.3558994002596	14.020007840909
EHI_002670A	179.351978402524	207.330901436092	220.47900979737	253.454420170536	315.218181543661	669.455374403407
EHI_002780A	54.0902792007613	33.9694697268173	96.8128985328194	33.8419254204977	22.3558994002596	364.520203863635
EHI_002790A	32.7388532004608	29.2840256265666	77.0263207304914	34.5619663868913	52.5363635906101	67.2960376363634
EHI_002990A	44.1262804006211	58.5680512531333	14.1332698588058	59.7634002106661	41.3584138904803	15.422008625
EHI_003000A	116.721128801643	81.9952717543866	159.705949404505	72.0040966393568	67.0676982007789	92.5320517499997
EHI_003010A	700.326772809857	715.701586313289	250.865539993802	882.770224798514	1202.74738773397	845.406472806815
EHI_003020A	4.27028520006011	5.85680512531333	10.5999523941043	10.0805735295099	7.82456479009087	37.8540211704544
EHI_003040A	4.27028520006011	15.2276933258147	2.82665397176115	13.6807783614778	13.4135396401558	28.7410160738635
EHI_003240.mRNA	62.6308496008816	135.877878907269	52.9997619705216	53.283031513124	5.58897485006491	0
EHI_003260A	923.805031613003	1317.7811531955	63.5997143646259	1033.97882774116	1246.34139156447	1636.83591542613
EHI_003890A	55.5137076007814	46.8544410025066	39.5731556046561	25.2014338237749	11.1779497001298	44.8640250909089
EHI_003900A	28.4685680004007	18.7417764010026	42.3998095764173	27.3615567229556	27.9448742503245	35.0500196022726
EHI_003930A	79.711990401122	195.617291185465	48.7597810128799	98.6456123959188	181.082785142103	5.60800313636362
EHI_003940A	7666.58536250791	10179.1273077946	8896.18671262528	9233.80535303111	10690.5910932042	1303.86072920454
EHI_003950A	22.7748544003206	17.57041537594	51.586434984641	17.2809831934456	10.0601547301168	159.828089386363
EHI_004170A	594.993071208375	554.053764854641	1273.4076142784	818.686578789487	1302.23114006512	1111.08562139204
EHI_004190A	51.2434224007213	48.0258020275693	20.4932412952683	32.4018434877106	27.9448742503245	23.8340133295454
EHI_004200A	80847.886264338	71485.8206375244	13151.7142671117	44299.8004163979	64659.9678353709	78272.3017750111
EHI_004230A	187.892548802645	318.610198817045	24.7332222529101	460.826218491883	606.962668717049	363.81920347159
EHI_004350A	7.11714200010018	52.7112461278199	4.94664445058201	58.323318277879	81.5990328109477	2.10300117613636
EHI_004370A	375.785097605289	215.53042861153	626.103854745095	236.893477943484	286.155512323323	965.978540238633
EHI_004380A	499.623368407032	411.147719796996	438.838029115919	476.667119752542	481.769632075595	644.219360289771
EHI_004400A	143.766268402024	142.906045057645	293.97201306316	167.769545169701	253.739458192947	265.679148585226
EHI_004430A	64.0542780009016	0	2.11999047882086	56.8832363450919	68.1854931707919	15.422008625
EHI_004440A	0	190.931847085214	11.3066158870446	135.367701681991	108.426112091259	55.3790309715907
EHI_004470A	14.2342840002004	15.2276933258147	15.5465968446863	12.9607373950842	5.58897485006491	6.30900352840907
EHI_004490A	407.10052240573	301.039783441105	1737.68552914017	293.776714288576	598.020308956945	8012.43448107952
EHI_004530A	156.577124002204	186.246402984964	112.359495377506	78.4844653368989	70.4210831108178	7.01000392045452
EHI_004550A	3364.98473764736	2558.25247873686	2988.47991164448	1841.86479203475	3956.99419384596	1837.32202755113
EHI_004560A	12.8108556001803	3.514083075188	35.3331746470144	12.2406964286907	14.5313346101688	25.2360141136363
EHI_004570A	92.5228460013023	113.622019431079	14.1332698588058	123.1270052533	97.2481623911294	259.370145056817
EHI_004580A	22.7748544003206	19.9131374260653	92.5729175751777	18.0010241598392	26.8270792803116	233.433130551136
EHI_004590A	34.1622816004808	26.9413035764413	60.0663968999245	34.5619663868913	34.6516440704024	75.7080423409088
EHI_004600A	414.21766440583	588.023234581458	43.1064730693576	651.637074586179	965.774854091216	1562.52987386931
EHI_004610A	56.9371360008014	84.3379938045119	15.5465968446863	99.3656533623124	117.368471851363	11.9170066647727
EHI_004640A	130.955412801843	160.476460433585	55.8264159422827	137.527824581171	102.837137241194	42.0600235227271
EHI_004750A	296.073107204167	360.779195719301	245.21223205028	340.579377104158	336.456285973907	40.6580227386362
EHI_004760A	619.191354008715	518.912934102761	358.278390920726	530.67019223206	655.027852427607	423.404236795453
EHI_004770A	343.046244404828	358.436473669176	478.411184720575	299.537042019724	281.684332443271	454.949254437499
EHI_004780A	183.622263602585	227.244038862157	40.2798190975964	218.172412817251	168.78704047196	67.2960376363634
EHI_004790A	3510.17443444941	4919.71630526319	373.118324272472	4554.25911243932	5405.65647498278	5014.25580430112
EHI_004800A	119.567985601683	135.877878907269	81.2663016881331	118.806759454939	70.4210831108178	47.6680266590908
EHI_004810A	674.705061609497	1020.25545282958	130.732746193953	778.364284671447	798.105608589269	297.224166227272
EHI_004820A	230.595400803246	210.84498451128	262.172155880847	191.530897060689	225.794583942622	330.171184653408
EHI_004830A	173.658264802444	174.532792734337	209.879057403265	152.648684875436	175.493810292038	212.403118789772
EHI_004840A	730.218769210278	816.438634468678	2448.5890030381	1053.41993383379	1669.98568519939	2068.65215692613
EHI_004850A	18.5045692002605	10.542249225564	44.5198000552381	14.4008193278714	6.70676982007789	136.695076448863
EHI_004860A	284.685680004007	219.044511686718	674.156972265034	510.50904517304	481.769632075595	309.84217328409
EHI_004870A	12.8108556001803	14.056332300752	13.4266063658655	21.601228991807	12.2957446701428	11.9170066647727
EHI_004880A	214.937688403025	204.988179385966	108.119514419864	341.299418070551	554.426305126439	576.923322653407
EHI_004900A	48.3965656006812	37.4835528020053	74.1996667587302	28.8016386557427	46.9473887405452	47.6680266590908
EHI_004930A	78.2885620011019	74.9671056040106	150.519323996281	74.8842605049311	86.0702126909996	35.0500196022726
EHI_004940A	106.757130001503	110.107936355891	195.74578754446	118.086718488545	129.664216521506	21.0300117613636
EHI_004960A	193.586262402725	188.589125035089	168.892574812729	164.889381304127	150.902320951753	43.462024306818
EHI_004970A	636.272494808956	433.403579273186	595.010661055722	459.386136559096	274.977562623193	522.245292073862
EHI_004980A	12.8108556001803	11.7136102506267	55.8264159422827	16.5609422270521	15.6491295801817	118.469066255681
EHI_004990A	44.1262804006211	43.3403579273186	12.7199428729252	40.3222941180398	65.9499032307659	112.861063119318
EHI_005000A	19.9279976002805	15.2276933258147	97.5195620257597	26.641515756562	42.4762088604933	31.5450176420454
EHI_005010A	54.0902792007613	77.3098276541359	168.185911319788	142.568111345926	212.381044302467	220.114123102272
EHI_005020A	533.785650007513	554.053764854641	1637.33931314265	1130.4643172379	1798.53210675089	820.170458693179
EHI_005030A	1.42342840002004	7.02816615037599	12.7199428729252	10.8006144959035	26.8270792803116	3.50500196022726
EHI_005040A	11.3874272001603	11.7136102506267	23.3198952670295	10.8006144959035	20.1203094602337	27.3390152897726
EHI_005060A	422.75823480595	376.006889045116	223.305663769131	524.909864500911	895.353770980398	624.591349312498
EHI_005070A	46.9731372006612	56.2253292030079	32.5065206752532	125.287128152481	172.140425381999	333.676186613635
EHI_005080A	34.1622816004808	70.2816615037599	9.89328890116403	59.7634002106661	64.8321082607529	35.0500196022726
EHI_005100A	44.1262804006211	37.4835528020053	69.2530223081482	77.7644243705053	96.1303674211164	187.868105068181
EHI_005120A	15.6577124002204	14.056332300752	8.47996191528345	10.0805735295099	10.0601547301168	18.9270105852272
EHI_005130A	101.063416401423	118.307463531329	43.1064730693576	102.245817227887	97.2481623911294	118.469066255681
EHI_005140A	408.52395080575	490.800269501257	703.130175475586	255.614543069717	454.942552795284	72.2030403806816
EHI_005150A	1054.76044441485	1492.31394592984	1617.55273534032	1970.0320840528	1953.90560758269	244.649136823863
EHI_005460A	3938.62638285544	3252.86956659902	3485.97101067444	2390.53600842665	2672.64777330104	3169.92377282954
EHI_005657A	12.8108556001803	21.084498451128	2.11999047882086	8.64049159672281	15.6491295801817	0
EHI_005860A	29.8919964004207	24.598581526316	56.533079435223	28.8016386557427	30.1804641903505	37.153020778409
EHI_005870A	301.766820804247	361.950556744364	62.8930508716856	272.895526263162	358.812185374167	89.7280501818179
EHI_005890A	19674.6273450769	21837.6835902433	8295.52274362604	13965.1945432032	13753.3493110397	1768.62398913068
EHI_005900A	34.1622816004808	22.2558594761906	60.0663968999245	36.0020483196784	38.0050289804414	36.4520203863635
EHI_005910A	313.154248004408	483.772103350881	253.692193965563	378.741548323017	290.626692203375	14.020007840909
EHI_005940A	56.9371360008014	105.42249225564	18.3732508164475	98.6456123959188	42.4762088604933	52.5750294034089
EHI_005950A	133.802269601883	172.190070684212	66.4263683363871	223.212699582006	288.391102263349	161.230090170454
EHI_005960A	22.7748544003206	22.2558594761906	52.2930984775813	25.9214747901684	58.1253384406751	331.573185437499
EHI_005970A	16577.2471466333	13573.7315584262	13221.6739529128	9138.03990450077	8688.62030191091	24204.1415365454
EHI_006010A	149.459982002104	146.420128132833	109.532841405745	146.888357144288	138.60657628161	74.3060415568179
EHI_006020A	11.3874272001603	11.7136102506267	10.5999523941043	12.2406964286907	3.35338491003895	42.7610239147726
EHI_006030A	49.8199940007012	74.9671056040106	45.2264635481784	86.4049159672281	68.1854931707919	46.9670262670453
EHI_006040A	46.9731372006612	14.056332300752	77.7329842234317	23.7613518909877	13.4135396401558	285.307159562499
EHI_006050A	270.451396003807	206.159540411029	161.825939883326	190.090815127902	175.493810292038	417.79623365909
EHI_006060A	21.3514260003005	18.7417764010026	26.1465492387906	23.7613518909877	32.4160541303765	44.1630246988635
EHI_006070A	1861.84434722621	2032.31137848372	472.051213284112	1877.14679938803	2115.98587823457	740.256413999998
EHI_006130A	24.1982828003406	36.3121917769426	15.5465968446863	36.722089286072	36.8872340104284	15.422008625
EHI_006150A	69.7479916009817	64.4248563784466	45.9331270411187	37.4421302524655	29.0626692203375	17.5250098011363
EHI_006160A	85.4057040012021	42.168996902256	76.3196572375511	118.086718488545	91.6591875410645	147.210082329545
EHI_006170A	85.4057040012021	96.0516040551386	312.345263879607	180.010241598392	374.461314954349	346.995194062499
EHI_006190A	108.180558401523	144.077406082708	61.479723885805	102.245817227887	102.837137241194	241.845135255681
EHI_006200A	83.9822756011821	77.3098276541359	0	43.2024579836141	0	37.8540211704544
EHI_006550A	74.0182768010418	87.8520768796999	28.2665397176115	74.8842605049311	65.9499032307659	7.01000392045452
EHI_006670A	2567.86483363614	2065.10948718548	2090.31061211737	1931.14987186755	1615.21373166876	1094.26161198295
EHI_006680A	31.3154248004408	49.197163052632	17.6665873235072	57.6032773114854	67.0676982007789	9.81400548863633
EHI_006700A	15.6577124002204	19.9131374260653	3.53331746470144	29.5216796221363	27.9448742503245	215.908120749999
EHI_006710A	15.6577124002204	12.8849712756893	27.5598762246712	20.1611470590199	20.1203094602337	75.0070419488634
EHI_006720A	35.5857100005009	37.4835528020053	35.3331746470144	33.1218844541041	38.0050289804414	20.3290113693181
EHI_006730A	85.4057040012021	94.8802430300759	16.2532603376266	58.323318277879	43.5940038305063	4.90700274431817
EHI_006740A	19.9279976002805	14.056332300752	4.94664445058201	12.9607373950842	6.70676982007789	4.90700274431817
EHI_006760A	11.3874272001603	18.7417764010026	13.4266063658655	10.8006144959035	5.58897485006491	5.60800313636362
EHI_006800A	7.11714200010018	5.85680512531333	22.6132317740892	7.20040966393568	5.58897485006491	63.0900352840907
EHI_006810A	278.991966403927	270.584396789476	220.47900979737	503.308635509104	669.559187037776	2156.97820632386
EHI_006830A	172.234836402424	158.13373838346	134.266063658655	140.407988446746	88.3058026310256	29.442016465909
EHI_006840A	261.910825603686	195.617291185465	860.716134401271	375.141343491049	661.734622247685	139.499078017045
EHI_006850A	31.3154248004408	36.3121917769426	45.2264635481784	43.9224989500076	117.368471851363	37.153020778409
EHI_006860A	8502.13783331967	16868.7701219274	464.277914861769	13584.2928719811	15758.673487243	12108.3797718011
EHI_006880A	51.2434224007213	57.3966902280706	145.572679545699	76.3243424377182	71.5388780808308	101.645056846591
EHI_006885A	135.225698001903	121.821546606517	116.599476335147	75.6043014713246	4.47117988005193	243.948136431817
EHI_006900A	169.387979602384	172.190070684212	293.265349570219	254.894502103323	343.163055793985	282.503157994317
EHI_006910A	11.3874272001603	3.514083075188	16.9599238305669	5.04028676475497	0	51.8740290113635
EHI_006920A	29.8919964004207	40.9976358771933	15.5465968446863	33.8419254204977	26.8270792803116	21.731012153409
EHI_006930A	152.306838802144	138.220600957395	137.092717630416	126.727210085268	108.426112091259	260.772145840908
EHI_006940A	74.0182768010418	79.6525497042613	144.866016052759	146.888357144288	207.909864422415	441.630246988635
EHI_006960A	4.27028520006011	4.68544410025066	5.6533079435223	18.0010241598392	24.5914893402856	21.0300117613636
EHI_006980A	2906.64079284091	5206.69975640355	1726.37891325312	5190.05528576484	7314.85028376495	2150.66920279545
EHI_007000A	109.603986801543	230.758121937345	6.35997143646259	188.650733195115	169.904835441973	103.748058022727
EHI_007020A	25.6217112003606	26.9413035764413	32.5065206752532	23.0413109245942	17.8847195202077	4.90700274431817
EHI_007030A	49.8199940007012	84.3379938045119	7.06663492940288	100.805735295099	92.7769825110775	72.2030403806816
EHI_007140A	19.9279976002805	28.112664601504	16.9599238305669	32.4018434877106	45.8295937705322	6.30900352840907
EHI_007150A	156.577124002204	208.502262461154	78.4396477163719	162.009217438553	166.551450531934	7.71100431249998
EHI_007260A	2.84685680004007	4.68544410025066	9.89328890116403	12.9607373950842	27.9448742503245	11.9170066647727
EHI_007270A	17.0811408002404	11.7136102506267	2.82665397176115	20.8811880254135	13.4135396401558	11.9170066647727
EHI_007310A	54.0902792007613	58.5680512531333	143.452689066878	48.242744748369	59.243133410688	35.0500196022726
EHI_007320A	17.0811408002404	26.9413035764413	38.8664921117158	27.3615567229556	61.478723350714	2.10300117613636
EHI_007330A	1123.08500761581	1709.01573556643	1048.68862352339	1571.12938867077	1977.37930195296	405.879226994317
EHI_007340A	9.96399880014025	2.34272205012533	12.0132793799849	11.5206554622971	16.7669245501947	23.1330129374999
EHI_007350A	7216.78198810158	7564.64949985469	951.875724990568	5308.14200425338	5559.91218084457	4508.83452163635
